https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DAR,Volume BTC
1663459200,2022-09-18 00:00:00,DAR/BTC,0.00001152,0.00001158,0.00001152,0.00001155,30.613,0.000353041969
1663372800,2022-09-17 00:00:00,DAR/BTC,0.00001142,0.00001158,0.00001136,0.00001156,2285.5111,0.026199196098
1663286400,2022-09-16 00:00:00,DAR/BTC,0.00001145,0.00001156,0.00001135,0.00001145,229.1717,0.00262646244
1663200000,2022-09-15 00:00:00,DAR/BTC,0.00001148,0.00001182,0.00001115,0.00001154,1015.2833,0.011560728426
1663113600,2022-09-14 00:00:00,DAR/BTC,0.00001148,0.00001177,0.0000113,0.00001153,395.8092,0.004516600935
1663027200,2022-09-13 00:00:00,DAR/BTC,0.00001109,0.00001174,0.00001086,0.00001159,2808.9699,0.031431628267
1662940800,2022-09-12 00:00:00,DAR/BTC,0.00001163,0.00001179,0.00001106,0.00001114,10339.6714,0.115388752448
1662854400,2022-09-11 00:00:00,DAR/BTC,0.00001185,0.00001196,0.00001146,0.0000115,11985.1724,0.140123454019
1662768000,2022-09-10 00:00:00,DAR/BTC,0.00001215,0.00001225,0.00001166,0.0000117,1786.6272,0.021553260507
1662681600,2022-09-09 00:00:00,DAR/BTC,0.00001234,0.00001243,0.00001189,0.00001209,4918.5106,0.059098851545
1662595200,2022-09-08 00:00:00,DAR/BTC,0.00001241,0.00001242,0.00001218,0.00001232,3656.9181,0.044866652973
1662508800,2022-09-07 00:00:00,DAR/BTC,0.00001222,0.00001254,0.00001207,0.00001234,1482.3878,0.018228166297
1662422400,2022-09-06 00:00:00,DAR/BTC,0.00001258,0.00001299,0.00001219,0.0000123,14308.2089,0.179624754075
1662336000,2022-09-05 00:00:00,DAR/BTC,0.00001261,0.00001277,0.00001237,0.00001253,1218.1479,0.015384250454
1662249600,2022-09-04 00:00:00,DAR/BTC,0.00001242,0.0000129,0.00001241,0.00001252,2939.3248,0.037058223003
1662163200,2022-09-03 00:00:00,DAR/BTC,0.00001227,0.00001257,0.00001222,0.00001244,3774.7945,0.046863679778
1662076800,2022-09-02 00:00:00,DAR/BTC,0.00001229,0.00001254,0.00001217,0.00001224,413.1493,0.005078904799
1661990400,2022-09-01 00:00:00,DAR/BTC,0.00001221,0.00001237,0.00001215,0.0000123,1139.1381,0.014004933631
1661904000,2022-08-31 00:00:00,DAR/BTC,0.00001241,0.00001245,0.00001223,0.00001224,1741.5591,0.021564487566
1661817600,2022-08-30 00:00:00,DAR/BTC,0.00001264,0.00001264,0.00001222,0.00001234,1413.8099,0.017440318675
1661731200,2022-08-29 00:00:00,DAR/BTC,0.00001213,0.00001328,0.00001186,0.0000125,24960.5774,0.316478538309
1661644800,2022-08-28 00:00:00,DAR/BTC,0.00001207,0.0000124,0.00001206,0.00001208,447.2199,0.005447978662
1661558400,2022-08-27 00:00:00,DAR/BTC,0.00001201,0.00001216,0.00001173,0.00001215,591.0888,0.007122813146
1661472000,2022-08-26 00:00:00,DAR/BTC,0.00001252,0.00001266,0.00001189,0.00001191,6594.2462,0.080609340486
1661385600,2022-08-25 00:00:00,DAR/BTC,0.00001256,0.00001277,0.00001232,0.0000125,8204.0085,0.103321640499
1661299200,2022-08-24 00:00:00,DAR/BTC,0.00001241,0.00001277,0.0000124,0.00001245,2723.1339,0.034340997451
1661212800,2022-08-23 00:00:00,DAR/BTC,0.0000125,0.00001264,0.00001237,0.00001247,3403.0074,0.042553389727
1661126400,2022-08-22 00:00:00,DAR/BTC,0.00001227,0.00001363,0.00001185,0.00001253,64177.4054,0.832790256671
1661040000,2022-08-21 00:00:00,DAR/BTC,0.00001218,0.00001252,0.0000121,0.00001225,362.8864,0.004480393482
1660953600,2022-08-20 00:00:00,DAR/BTC,0.00001238,0.00001261,0.00001174,0.00001215,8318.2235,0.100374696745
1660867200,2022-08-19 00:00:00,DAR/BTC,0.00001247,0.00001283,0.0000119,0.00001245,10200.6948,0.123804529704
1660780800,2022-08-18 00:00:00,DAR/BTC,0.00001304,0.00001322,0.00001248,0.00001248,1931.1824,0.024590246294
1660694400,2022-08-17 00:00:00,DAR/BTC,0.00001355,0.00001365,0.00001298,0.00001303,1676.9428,0.022148564582
1660608000,2022-08-16 00:00:00,DAR/BTC,0.00001358,0.0000137,0.00001329,0.00001354,146.5754,0.001991410701
1660521600,2022-08-15 00:00:00,DAR/BTC,0.00001384,0.00001391,0.0000134,0.00001371,6836.8657,0.092882859552
1660435200,2022-08-14 00:00:00,DAR/BTC,0.00001421,0.00001426,0.00001375,0.00001385,8440.9378,0.118597713825
1660348800,2022-08-13 00:00:00,DAR/BTC,0.00001437,0.00001442,0.0000141,0.00001416,2230.4297,0.031790667885
