https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume STRK,Volume BTC
1663459200,2022-09-18 00:00:00,STRK/BTC,0.0008815,0.00088335,0.00088015,0.00088276,65.5131,0.057743140841
1663372800,2022-09-17 00:00:00,STRK/BTC,0.00088167,0.00088203,0.00087342,0.0008815,1391.4264,1.222243079379
1663286400,2022-09-16 00:00:00,STRK/BTC,0.00087554,0.00088723,0.00087187,0.00088167,1670.3038,1.468214559529
1663200000,2022-09-15 00:00:00,STRK/BTC,0.00088319,0.00088319,0.0008509,0.00087554,2318.251,2.005627621916
1663113600,2022-09-14 00:00:00,STRK/BTC,0.00087663,0.00089723,0.00085863,0.00088319,1330.6658,1.163857238261
1663027200,2022-09-13 00:00:00,STRK/BTC,0.00085095,0.00087443,0.00082006,0.00087443,1730.7828,1.455624289295
1662940800,2022-09-12 00:00:00,STRK/BTC,0.0008798,0.00088328,0.00085338,0.00085338,1348.0434,1.168457570379
1662854400,2022-09-11 00:00:00,STRK/BTC,0.00087733,0.00088429,0.00085863,0.00088028,1547.8069,1.353565209705
1662768000,2022-09-10 00:00:00,STRK/BTC,0.00089091,0.00090365,0.00087228,0.00087733,1870.07,1.656322649326
1662681600,2022-09-09 00:00:00,STRK/BTC,0.00094567,0.00094888,0.00088805,0.00089123,1730.6842,1.568539915303
1662595200,2022-09-08 00:00:00,STRK/BTC,0.00091664,0.0009446,0.00090246,0.0009446,1931.7696,1.778179398693
1662508800,2022-09-07 00:00:00,STRK/BTC,0.00091329,0.00092702,0.00089829,0.00091649,1981.0675,1.795642923904
1662422400,2022-09-06 00:00:00,STRK/BTC,0.00090422,0.00093164,0.00089819,0.0009168,1750.5909,1.587717558451
1662336000,2022-09-05 00:00:00,STRK/BTC,0.0009026,0.000906,0.00089351,0.00090422,1794.9488,1.613918116804
1662249600,2022-09-04 00:00:00,STRK/BTC,0.00090306,0.00090425,0.00089697,0.0009026,1906.6944,1.71833855384
1662163200,2022-09-03 00:00:00,STRK/BTC,0.00089872,0.00092597,0.00088907,0.00090381,1897.46,1.708865270318
1662076800,2022-09-02 00:00:00,STRK/BTC,0.00089212,0.00089762,0.00088027,0.0008968,1803.7913,1.604751393396
1661990400,2022-09-01 00:00:00,STRK/BTC,0.00090686,0.00090686,0.00088535,0.00089212,1917.5145,1.710064278962
1661904000,2022-08-31 00:00:00,STRK/BTC,0.00090425,0.00092138,0.00089351,0.0009073,1926.1157,1.738484862423
1661817600,2022-08-30 00:00:00,STRK/BTC,0.00089279,0.00090321,0.00087155,0.00090321,1895.6959,1.689753556446
1661731200,2022-08-29 00:00:00,STRK/BTC,0.00090592,0.00091541,0.00087228,0.00089209,1540.5103,1.354243145321
1661644800,2022-08-28 00:00:00,STRK/BTC,0.00089758,0.00091784,0.00089351,0.00090555,1907.6166,1.714078191229
1661558400,2022-08-27 00:00:00,STRK/BTC,0.00088968,0.00093165,0.0008759,0.00089976,1882.5591,1.679376217628
1661472000,2022-08-26 00:00:00,STRK/BTC,0.00089822,0.00091052,0.00088466,0.00088976,2022.7942,1.817053936688
1661385600,2022-08-25 00:00:00,STRK/BTC,0.00088345,0.00089822,0.00088221,0.00089766,1933.4749,1.724889599774
1661299200,2022-08-24 00:00:00,STRK/BTC,0.00088507,0.00089283,0.00086722,0.00088345,1773.6885,1.563018068984
1661212800,2022-08-23 00:00:00,STRK/BTC,0.00089538,0.00089579,0.00086137,0.00088497,2988.0887,2.619134518907
1661126400,2022-08-22 00:00:00,STRK/BTC,0.00089276,0.00091482,0.0008759,0.00089605,2174.6811,1.945725273879
1661040000,2022-08-21 00:00:00,STRK/BTC,0.00088982,0.00090425,0.0008692,0.00089254,2475.6195,2.189896694548
1660953600,2022-08-20 00:00:00,STRK/BTC,0.00089707,0.00091394,0.00087312,0.00088971,2478.7458,2.211272473207
1660867200,2022-08-19 00:00:00,STRK/BTC,0.00090775,0.00091329,0.00086294,0.00089893,1789.7698,1.59165452934
