https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RUNE,Volume BTC
1663459200,2022-09-18 00:00:00,RUNE/BTC,0.00008944,0.00008944,0.00008903,0.00008909,40.6929,0.003629448559
1663372800,2022-09-17 00:00:00,RUNE/BTC,0.00008727,0.00009286,0.00008724,0.00008948,22354.5746,2.01630932403
1663286400,2022-09-16 00:00:00,RUNE/BTC,0.00008679,0.00008757,0.00008618,0.00008707,8545.7708,0.741890634614
1663200000,2022-09-15 00:00:00,RUNE/BTC,0.00008897,0.0000892,0.00008451,0.00008665,36550.609,3.167500378938
1663113600,2022-09-14 00:00:00,RUNE/BTC,0.0000882,0.00008947,0.00008773,0.00008904,15298.508,1.358707043504
1663027200,2022-09-13 00:00:00,RUNE/BTC,0.00008693,0.0000891,0.00008478,0.00008814,24647.04856651,2.1271391416775721
1662940800,2022-09-12 00:00:00,RUNE/BTC,0.00009197,0.00009378,0.00008637,0.00008698,16143.5539,1.460953324252
1662854400,2022-09-11 00:00:00,RUNE/BTC,0.0000938,0.00009436,0.0000918,0.00009217,6376.149,0.592602764945
1662768000,2022-09-10 00:00:00,RUNE/BTC,0.0000939,0.00009534,0.00009325,0.00009387,9213.8186,0.865900751593
1662681600,2022-09-09 00:00:00,RUNE/BTC,0.00009545,0.00009764,0.00009321,0.00009389,68161.5864,6.417483146028
1662595200,2022-09-08 00:00:00,RUNE/BTC,0.00009529,0.00009729,0.00009458,0.00009541,10816.7745,1.032853931423
1662508800,2022-09-07 00:00:00,RUNE/BTC,0.00009339,0.00009614,0.00009291,0.00009517,22106.7799,2.084917583386
1662422400,2022-09-06 00:00:00,RUNE/BTC,0.000097,0.0000992,0.00009335,0.00009339,12779.8313,1.23219189615
1662336000,2022-09-05 00:00:00,RUNE/BTC,0.00009762,0.00009798,0.00009459,0.00009693,6412.6771,0.617360126306
1662249600,2022-09-04 00:00:00,RUNE/BTC,0.00009543,0.00009743,0.00009535,0.00009712,3771.8641,0.365536977261
1662163200,2022-09-03 00:00:00,RUNE/BTC,0.00009514,0.00009561,0.00009414,0.00009534,2671.761,0.25425045773
1662076800,2022-09-02 00:00:00,RUNE/BTC,0.0000963,0.00010548,0.00009473,0.00009547,16073.4326,1.557526296746
1661990400,2022-09-01 00:00:00,RUNE/BTC,0.0000954,0.00009636,0.0000939,0.00009615,6135.3654,0.583965010926
1661904000,2022-08-31 00:00:00,RUNE/BTC,0.00009568,0.00009735,0.00009545,0.00009545,9789.6583,0.947211761422
1661817600,2022-08-30 00:00:00,RUNE/BTC,0.00009679,0.00009737,0.00009423,0.00009529,4731.2979,0.453844602452
1661731200,2022-08-29 00:00:00,RUNE/BTC,0.00009429,0.00009677,0.00009355,0.00009669,5970.9609,0.567513003941
1661644800,2022-08-28 00:00:00,RUNE/BTC,0.00009733,0.00009816,0.00009411,0.00009413,12113.0182,1.16766460148
1661558400,2022-08-27 00:00:00,RUNE/BTC,0.00009642,0.0000977,0.00009542,0.00009728,15994.919,1.54778655618
1661472000,2022-08-26 00:00:00,RUNE/BTC,0.0001014,0.00010207,0.00009592,0.00009633,12613.96,1.231171528689
1661385600,2022-08-25 00:00:00,RUNE/BTC,0.00010208,0.00011023,0.00010048,0.00010134,12599.0814,1.312959133919
1661299200,2022-08-24 00:00:00,RUNE/BTC,0.00010035,0.00010721,0.00009874,0.00010209,43340.8786,4.417413936172
1661212800,2022-08-23 00:00:00,RUNE/BTC,0.00009926,0.00010171,0.00009803,0.00010061,8004.3473,0.80079155907
1661126400,2022-08-22 00:00:00,RUNE/BTC,0.00010061,0.00010069,0.00009707,0.00009944,9283.0808,0.915909424973
1661040000,2022-08-21 00:00:00,RUNE/BTC,0.00009876,0.00010146,0.00009866,0.00010074,6355.8232,0.638061505255
1660953600,2022-08-20 00:00:00,RUNE/BTC,0.00010023,0.00010306,0.00009668,0.00009879,32168.8921,3.18531735795
1660867200,2022-08-19 00:00:00,RUNE/BTC,0.00010319,0.00010346,0.0000988,0.00010027,33856.6341,3.407535625799
1660780800,2022-08-18 00:00:00,RUNE/BTC,0.00010662,0.00010927,0.000103,0.0001031,12714.807,1.352496405319
1660694400,2022-08-17 00:00:00,RUNE/BTC,0.00011043,0.00011475,0.00010606,0.00010659,42366.2597,4.671144605193
1660608000,2022-08-16 00:00:00,RUNE/BTC,0.00011231,0.00011315,0.000109,0.00011046,19949.8562,2.207168867156
1660521600,2022-08-15 00:00:00,RUNE/BTC,0.00011517,0.00011754,0.00011128,0.000112,19631.8697,2.237846933957
1660435200,2022-08-14 00:00:00,RUNE/BTC,0.00011916,0.0001212,0.0001149,0.00011514,47350.5123,5.618586191082
1660348800,2022-08-13 00:00:00,RUNE/BTC,0.00012179,0.00012353,0.00011703,0.00011928,33907.9713,4.028001990399
1660262400,2022-08-12 00:00:00,RUNE/BTC,0.00011952,0.00012221,0.00011858,0.00012167,9755.6198,1.178034346972
1660176000,2022-08-11 00:00:00,RUNE/BTC,0.00012293,0.00012883,0.00011873,0.00011944,38809.7758,4.832854798356
1660089600,2022-08-10 00:00:00,RUNE/BTC,0.00011665,0.00012371,0.00010546,0.00012297,61490.0778,7.262200111258
1660003200,2022-08-09 00:00:00,RUNE/BTC,0.0001215,0.00012199,0.00011638,0.00011667,15795.218,1.879677449665
1659916800,2022-08-08 00:00:00,RUNE/BTC,0.00012049,0.00012979,0.00011982,0.00012154,33549.6151,4.136988473647
