https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ANT,Volume USDT
1643932800,2022-02-04 00:00:00,ANT/USDT,7.7449,8.4517,7.2491,7.8595,232263.49819491,1809945.85349521984
1643846400,2022-02-03 00:00:00,ANT/USDT,7.7638,8.0196,7.2424,7.7363,212772.25054364,1625523.871080014035
1643760000,2022-02-02 00:00:00,ANT/USDT,7.5258,8.8,7.2547,7.7568,284413.38684845,2324436.384767214887
1643673600,2022-02-01 00:00:00,ANT/USDT,7.7783,8.4016,7.2969,7.5298,218579.41186303,1675168.660883941422
1643587200,2022-01-31 00:00:00,ANT/USDT,6.9063,7.9393,6.2185,7.7729,400845.90908809,2813031.643959482485
1643500800,2022-01-30 00:00:00,ANT/USDT,6.2558,7.0899,5.953,6.8919,413439.39489392,2723699.273672994195
1643414400,2022-01-29 00:00:00,ANT/USDT,5.2672,6.3667,5.2581,6.2749,334607.71615197,1978956.987838113349
1643328000,2022-01-28 00:00:00,ANT/USDT,5.2943,5.4774,5.04,5.2761,223411.52773009,1170668.371647510404
1643241600,2022-01-27 00:00:00,ANT/USDT,4.9225,5.364,4.5377,5.2864,195267.50111534,978770.241997258582
1643155200,2022-01-26 00:00:00,ANT/USDT,5.061,5.4774,4.7664,4.9245,219323.22275416,1114868.944418799435
1643068800,2022-01-25 00:00:00,ANT/USDT,5.2802,5.4693,4.8885,5.061,279468.71015167,1439526.651817512373
1642982400,2022-01-24 00:00:00,ANT/USDT,4.7136,5.3575,3.9627,5.2852,441754.0805929,2101599.592728454371
1642896000,2022-01-23 00:00:00,ANT/USDT,4.5009,4.8411,4.3127,4.7056,145352.7388507,661678.305173005108
1642809600,2022-01-22 00:00:00,ANT/USDT,5.2893,5.3647,3.9168,4.5053,266583.09623929,1213422.667644936391
1642723200,2022-01-21 00:00:00,ANT/USDT,6.6897,6.7376,5.0011,5.2908,247433.43597732,1431499.391907977764
1642636800,2022-01-20 00:00:00,ANT/USDT,6.651,7.4868,6.5282,6.6952,150124.35828894,1061349.249227613338
1642550400,2022-01-19 00:00:00,ANT/USDT,7.3457,7.5032,6.624,6.6511,84433.44051028,584091.756899084813
1642464000,2022-01-18 00:00:00,ANT/USDT,7.4492,8.0537,7.0695,7.3402,165255.79512376,1252511.291907706349
1642377600,2022-01-17 00:00:00,ANT/USDT,8.0685,8.1254,7.2081,7.4482,137142.80733898,1026654.376427475612
1642291200,2022-01-16 00:00:00,ANT/USDT,8.2284,8.3757,7.8643,8.0742,67746.66365164,550755.665309344594
1642204800,2022-01-15 00:00:00,ANT/USDT,8.4421,8.7,8.1695,8.2291,60330.68823102,504898.031202342661
1642118400,2022-01-14 00:00:00,ANT/USDT,8.4896,8.8678,8.125,8.4234,67177.62355422,568759.106110605412
1642032000,2022-01-13 00:00:00,ANT/USDT,9.4535,9.5453,8.361,8.4923,115191.69471977,1032692.211784819211
1641945600,2022-01-12 00:00:00,ANT/USDT,8.3007,9.7085,8.0789,9.4464,163033.37084483,1438550.372716700191
1641859200,2022-01-11 00:00:00,ANT/USDT,7.4483,8.4023,7.2153,8.3011,131002.95418849,1032911.648667257679
1641772800,2022-01-10 00:00:00,ANT/USDT,8.1874,8.2,6.9161,7.4388,107124.55542359,805754.012201603775
1641686400,2022-01-09 00:00:00,ANT/USDT,8.0808,8.4262,7.8335,8.2029,137469.31432981,1119789.895053705714
1641600000,2022-01-08 00:00:00,ANT/USDT,9.2996,10.1593,7.7948,8.0808,174729.59004153,1571164.073061607288
1641513600,2022-01-07 00:00:00,ANT/USDT,10.8932,11.0083,9.1244,9.2876,137838.29304602,1367635.133311430875
1641427200,2022-01-06 00:00:00,ANT/USDT,10.238,11.7457,10.0104,10.867,208672.08465071,2302128.69206318245
1641340800,2022-01-05 00:00:00,ANT/USDT,11.0703,11.689,9.41,10.2798,96135.62292177,1033245.507332059051
1641254400,2022-01-04 00:00:00,ANT/USDT,11.968,12.4162,11.0104,11.0573,72788.60122273,855114.208177480449
1641168000,2022-01-03 00:00:00,ANT/USDT,13.0613,13.86,11.6128,11.996,131591.86824825,1662849.879028179286
1641081600,2022-01-02 00:00:00,ANT/USDT,13.0665,13.5116,12.3234,13.0613,79588.42776533,1023145.128583977523
1640995200,2022-01-01 00:00:00,ANT/USDT,13.4719,14.2461,12.6427,13.1136,138537.77958539,1840322.751737270669
1640908800,2021-12-31 00:00:00,ANT/USDT,11.2221,14.15,11.2178,13.5198,205365.93266828,2619705.818953517191
1640822400,2021-12-30 00:00:00,ANT/USDT,10.8713,12.5253,10.6913,11.1986,160121.25100536,1876426.16377623615
1640736000,2021-12-29 00:00:00,ANT/USDT,12.1437,13.6891,10.747,10.8842,287265.40706627,3496667.481037709362
1640649600,2021-12-28 00:00:00,ANT/USDT,9.3247,13.9,8.9951,12.2,411202.86250955,4937495.518771818077
