https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SON,Volume USDT
1663459200,2022-09-18 00:00:00,SON/USDT,0.0004,0.000401,0.000391,0.000391,7437110.8439,2930.0340146085
1663372800,2022-09-17 00:00:00,SON/USDT,0.000421,0.000421,0.00035,0.000397,516675086.0255,197974.0549425044
1663286400,2022-09-16 00:00:00,SON/USDT,0.000355,0.000531,0.000345,0.000425,1353575307.6454,568531.356969173
1663200000,2022-09-15 00:00:00,SON/USDT,0.000318,0.000366,0.00031,0.000352,104629385.0665,34484.4567682294
1663113600,2022-09-14 00:00:00,SON/USDT,0.000326,0.000328,0.000311,0.000318,20362391.4971,6584.2853426793
1663027200,2022-09-13 00:00:00,SON/USDT,0.000338,0.000342,0.000313,0.000326,43418279.4872,14278.8619035887
1662940800,2022-09-12 00:00:00,SON/USDT,0.000357,0.000357,0.000332,0.000337,35905939.9528,12334.0654491484
1662854400,2022-09-11 00:00:00,SON/USDT,0.000349,0.000363,0.000347,0.000357,34355168.9354,12048.7556664218
1662768000,2022-09-10 00:00:00,SON/USDT,0.000366,0.000384,0.000342,0.000349,70545759.6005,25171.9687902575
1662681600,2022-09-09 00:00:00,SON/USDT,0.000373,0.000432,0.000354,0.000366,159044788.1573,61048.5493264924
1662595200,2022-09-08 00:00:00,SON/USDT,0.000355,0.000388,0.000345,0.000375,74377060.1714,26960.7001335881
1662508800,2022-09-07 00:00:00,SON/USDT,0.000351,0.000369,0.000333,0.000355,79461416.7039,27455.6850936244
1662422400,2022-09-06 00:00:00,SON/USDT,0.000381,0.000391,0.00034,0.000351,63081703.3486,22723.1914318067
1662336000,2022-09-05 00:00:00,SON/USDT,0.000377,0.000395,0.000363,0.000381,50327483.5728,18885.5211183823
1662249600,2022-09-04 00:00:00,SON/USDT,0.000406,0.00043,0.000365,0.000377,238308259.9251,93498.1969738093
1662163200,2022-09-03 00:00:00,SON/USDT,0.000343,0.000459,0.000339,0.00041,379324107.3256,155302.4496562888
1662076800,2022-09-02 00:00:00,SON/USDT,0.000333,0.000401,0.000327,0.000343,138993125.5442,48840.9728417099
1661990400,2022-09-01 00:00:00,SON/USDT,0.000337,0.000342,0.000323,0.000333,43547715.3378,14506.055569533
1661904000,2022-08-31 00:00:00,SON/USDT,0.000352,0.000361,0.000334,0.000337,41820921.5195,14461.9673649615
1661817600,2022-08-30 00:00:00,SON/USDT,0.00036,0.000361,0.000346,0.000352,16877592.2597,5989.1371306854
1661731200,2022-08-29 00:00:00,SON/USDT,0.000358,0.000361,0.000347,0.00036,27335725.1233,9717.9633740076
1661644800,2022-08-28 00:00:00,SON/USDT,0.000363,0.000377,0.000354,0.000358,44272735.944,16066.5161882433
1661558400,2022-08-27 00:00:00,SON/USDT,0.000366,0.000373,0.000351,0.000363,62877904.4605,22728.875915667
1661472000,2022-08-26 00:00:00,SON/USDT,0.000375,0.000383,0.000361,0.000366,30272537.6953,11308.2387438385
1661385600,2022-08-25 00:00:00,SON/USDT,0.000364,0.00038,0.00036,0.000375,42329092.9091,15696.6539915641
1661299200,2022-08-24 00:00:00,SON/USDT,0.000378,0.000381,0.000352,0.000362,106031791.1907,38830.7514375532
1661212800,2022-08-23 00:00:00,SON/USDT,0.000366,0.000384,0.000358,0.000378,54873498.1689,20378.2472608196
1661126400,2022-08-22 00:00:00,SON/USDT,0.000379,0.000383,0.000351,0.000366,76924240.0982,28139.4408654414
1661040000,2022-08-21 00:00:00,SON/USDT,0.000364,0.000501,0.000359,0.000376,381656303.4539,157640.7230218793
1660953600,2022-08-20 00:00:00,SON/USDT,0.000373,0.00039,0.000356,0.000364,67031983.6176,24993.2239525465
1660867200,2022-08-19 00:00:00,SON/USDT,0.000409,0.000416,0.000368,0.000373,43814257.8744,16947.6405050121
1660780800,2022-08-18 00:00:00,SON/USDT,0.000424,0.000427,0.000404,0.000409,49007996.1957,20401.5740712927
1660694400,2022-08-17 00:00:00,SON/USDT,0.00044,0.000457,0.000418,0.000422,46679304.9337,20310.1482409247
1660608000,2022-08-16 00:00:00,SON/USDT,0.000457,0.000471,0.00043,0.000435,64035529.0737,28947.0770783155
1660521600,2022-08-15 00:00:00,SON/USDT,0.000488,0.000526,0.00044,0.000457,153787927.9356,72721.9185729067
1660435200,2022-08-14 00:00:00,SON/USDT,0.000484,0.00058,0.000445,0.000488,179727437.6762,88565.6253801324
1660348800,2022-08-13 00:00:00,SON/USDT,0.00049,0.000497,0.000475,0.000484,38394145.274,18619.9777916977
1660262400,2022-08-12 00:00:00,SON/USDT,0.000494,0.000509,0.000464,0.00049,59743838.8064,28552.7257108318
1660176000,2022-08-11 00:00:00,SON/USDT,0.000508,0.000516,0.000471,0.000494,62238786.4233,30697.3414865377
1660089600,2022-08-10 00:00:00,SON/USDT,0.00049,0.000522,0.000473,0.000508,68642459.2174,34128.7726517381
1660003200,2022-08-09 00:00:00,SON/USDT,0.000497,0.000504,0.000464,0.00049,83203162.8774,40579.3415763086
1659916800,2022-08-08 00:00:00,SON/USDT,0.000506,0.000512,0.000486,0.000497,61427015.9292,30947.0056228408
1659830400,2022-08-07 00:00:00,SON/USDT,0.000511,0.000518,0.000501,0.000506,74679050.744,37989.7096100246
1659744000,2022-08-06 00:00:00,SON/USDT,0.000518,0.00052,0.0005,0.000511,97069325.9123,49576.9841054707
1659657600,2022-08-05 00:00:00,SON/USDT,0.000537,0.000543,0.000512,0.00052,138354675.962,73637.2186639396
1659571200,2022-08-04 00:00:00,SON/USDT,0.00067,0.000687,0.000513,0.000537,293645626.8401,169664.2830652226
1659484800,2022-08-03 00:00:00,SON/USDT,0.000531,0.000789,0.000524,0.00067,915129946.5699,612626.9546681854
1659398400,2022-08-02 00:00:00,SON/USDT,0.000565,0.000571,0.000529,0.000531,115373519.4687,63502.8086530841
1659312000,2022-08-01 00:00:00,SON/USDT,0.000585,0.000596,0.000561,0.000566,127229808.4242,72970.4991582844
1659225600,2022-07-31 00:00:00,SON/USDT,0.00063,0.000658,0.000584,0.000585,138898540.801,84271.454309603
1659139200,2022-07-30 00:00:00,SON/USDT,0.000645,0.000658,0.000603,0.00063,130498717.7701,82755.9374167707
1659052800,2022-07-29 00:00:00,SON/USDT,0.000613,0.00069,0.000556,0.000644,242054033.2347,146974.5246305601
1658966400,2022-07-28 00:00:00,SON/USDT,0.000669,0.00072,0.00061,0.00061,196782368.3877,132101.9045894592
1658880000,2022-07-27 00:00:00,SON/USDT,0.000725,0.000725,0.000607,0.000669,288744415.416,192190.9732226978
1658793600,2022-07-26 00:00:00,SON/USDT,0.000908,0.000916,0.000709,0.000726,349656152.533,273878.8904964819
1658707200,2022-07-25 00:00:00,SON/USDT,0.001048,0.00126,0.000879,0.000908,1071551389.5493,1095653.1141289885
1658620800,2022-07-24 00:00:00,SON/USDT,0.000712,0.006175,0.000707,0.00105,1147464285.15829962,1496197.04228113951687
1658534400,2022-07-23 00:00:00,SON/USDT,0.000746,0.000752,0.000704,0.000712,64197751.5663,46671.3716743451
1658448000,2022-07-22 00:00:00,SON/USDT,0.000766,0.00223,0.00074,0.000747,172996633.68651411,147679.03116391190689
1658361600,2022-07-21 00:00:00,SON/USDT,0.000783,0.000785,0.000754,0.000766,39012118.4115,29867.2032510156
1658275200,2022-07-20 00:00:00,SON/USDT,0.000812,0.000819,0.000779,0.000782,32112842.7824,25773.1113535761
1658188800,2022-07-19 00:00:00,SON/USDT,0.000823,0.000828,0.000804,0.000812,39224980.7524357,31905.3644945191332
1658102400,2022-07-18 00:00:00,SON/USDT,0.000827,0.000843,0.000805,0.000823,36795316.1465,30417.6403779889
1658016000,2022-07-17 00:00:00,SON/USDT,0.000844,0.000861,0.000826,0.000827,38075358.78486808,32041.7766392607829
1657929600,2022-07-16 00:00:00,SON/USDT,0.000829,0.000861,0.000825,0.000845,39410565.85992762,33030.76884664469333
