https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SFP,Volume USDT
1643760000,2022-02-02 00:00:00,SFP/USDT,0.8422,0.8605,0.7898,0.8035,28675.50800874,23611.674080507838
1643673600,2022-02-01 00:00:00,SFP/USDT,0.8313,0.9271,0.826,0.843,38366.73238927,32444.487697015747
1643587200,2022-01-31 00:00:00,SFP/USDT,0.7891,0.8392,0.7659,0.8351,22960.84709083,18458.149129732063
1643500800,2022-01-30 00:00:00,SFP/USDT,0.8123,0.8308,0.7787,0.7897,15497.18936952,12568.451509247725
1643414400,2022-01-29 00:00:00,SFP/USDT,0.7886,0.8509,0.7886,0.8109,30510.71449462,24896.822248915595
1643328000,2022-01-28 00:00:00,SFP/USDT,0.7646,0.7947,0.7519,0.7869,18904.63238953,14577.853363732901
1643241600,2022-01-27 00:00:00,SFP/USDT,0.7714,0.7813,0.7285,0.7686,33375.45656422,25206.369801214197
1643155200,2022-01-26 00:00:00,SFP/USDT,0.7644,0.839,0.7523,0.7653,70510.66082142,55026.926156848718
1643068800,2022-01-25 00:00:00,SFP/USDT,0.7257,0.7696,0.7157,0.7696,53043.39716134,39771.448603564756
1642982400,2022-01-24 00:00:00,SFP/USDT,0.7425,0.7523,0.6493,0.724,49609.17773876,34405.336261420849
1642896000,2022-01-23 00:00:00,SFP/USDT,0.7241,0.778,0.71,0.7487,30025.5291054,22314.712109960091
1642809600,2022-01-22 00:00:00,SFP/USDT,0.8094,0.8238,0.6412,0.7237,98893.83215374,71999.275641544881
1642723200,2022-01-21 00:00:00,SFP/USDT,0.9405,0.9503,0.7729,0.8052,102557.2902583,89145.158812021458
1642636800,2022-01-20 00:00:00,SFP/USDT,1.0037,1.0534,0.9336,0.94,42507.40529458,43018.9395362618
1642550400,2022-01-19 00:00:00,SFP/USDT,1.0305,1.04,0.9866,1.0049,33260.99482907,33662.062143998099
1642464000,2022-01-18 00:00:00,SFP/USDT,1.0489,1.0605,0.9973,1.0365,42331.80599181,43260.412160165425
1642377600,2022-01-17 00:00:00,SFP/USDT,1.1228,1.124,1.0324,1.0459,92874.94299678,98514.882797603794
1642291200,2022-01-16 00:00:00,SFP/USDT,1.145,1.1481,1.1117,1.1203,41566.1454061,46803.255010764816
1642204800,2022-01-15 00:00:00,SFP/USDT,1.1075,1.2705,1.104,1.1483,85406.99795005,98268.129653046162
1642118400,2022-01-14 00:00:00,SFP/USDT,1.1088,1.13,1.068,1.1108,43587.98704471,47904.96835682041
1642032000,2022-01-13 00:00:00,SFP/USDT,1.1903,1.2949,1.1069,1.1069,80599.21007376,92982.416316144595
1641945600,2022-01-12 00:00:00,SFP/USDT,1.1096,1.2652,1.1,1.1912,90748.33090056,105324.3255124694
1641859200,2022-01-11 00:00:00,SFP/USDT,1.0309,1.1832,1.0192,1.1057,74806.89151873,81023.614429924781
1641772800,2022-01-10 00:00:00,SFP/USDT,1.0963,1.1363,0.9825,1.0309,64205.79618825,68027.161447870019
1641686400,2022-01-09 00:00:00,SFP/USDT,1.0512,1.1579,1.041,1.0963,97044.46050662,106449.419416021517
1641600000,2022-01-08 00:00:00,SFP/USDT,1.1344,1.183,1.0167,1.0548,72463.28733645,79096.405480887499
1641513600,2022-01-07 00:00:00,SFP/USDT,1.2076,1.2111,1.0822,1.137,68544.27411568,78061.568694347274
1641427200,2022-01-06 00:00:00,SFP/USDT,1.2388,1.2801,1.16,1.2027,77762.39457143,93466.516414347707
1641340800,2022-01-05 00:00:00,SFP/USDT,1.4167,1.456,1.1595,1.241,102330.69090448,137541.833487605127
1641254400,2022-01-04 00:00:00,SFP/USDT,1.4415,1.4509,1.3918,1.4209,59139.46282851,84161.601873524752
1641168000,2022-01-03 00:00:00,SFP/USDT,1.54,1.5729,1.4,1.445,75610.96912225,113123.56871978456
1641081600,2022-01-02 00:00:00,SFP/USDT,1.5398,1.5748,1.5058,1.5411,35549.0333697,54464.548747947266
1640995200,2022-01-01 00:00:00,SFP/USDT,1.523,1.5781,1.5057,1.5398,34122.50163301,52243.119602993354
1640908800,2021-12-31 00:00:00,SFP/USDT,1.6339,1.6582,1.492,1.5239,75402.36729691,118321.490769955516
1640822400,2021-12-30 00:00:00,SFP/USDT,1.5929,1.7013,1.5182,1.6355,111601.5983798,180900.16100732458
1640736000,2021-12-29 00:00:00,SFP/USDT,1.5194,1.6149,1.4767,1.5929,142156.01499848,221683.864182321684
1640649600,2021-12-28 00:00:00,SFP/USDT,1.7043,1.7043,1.4917,1.514,162389.25383911,257244.167141689632
