https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume NEO
1663545600000,2022-09-19 00:00:00,NEO/BTC,0.00042489,0.00042676,0.00042299,0.0004265,0.00901551491589,21.13837026
1663459200000,2022-09-18 00:00:00,NEO/BTC,0.00045142,0.00045592,0.00041843,0.000425,0.543619368096,1279.10439552
1663372800000,2022-09-17 00:00:00,NEO/BTC,0.00045441,0.00045785,0.00044822,0.00045193,0.07156848493004231,158.36188111
1663286400000,2022-09-16 00:00:00,NEO/BTC,0.0004623,0.00046874,0.00044862,0.00045518,0.443428682439006,974.1831417
1663200000000,2022-09-15 00:00:00,NEO/BTC,0.00045052,0.00046438,0.00043778,0.00046209,1.1394020380074963,2465.75783507
1663113600000,2022-09-14 00:00:00,NEO/BTC,0.00044089,0.000454,0.00043995,0.00044906,0.14293151151124178,318.29045453
1663027200000,2022-09-13 00:00:00,NEO/BTC,0.0004419,0.00044999,0.00043213,0.00044129,0.8235234221131156,1866.17286164
1662940800000,2022-09-12 00:00:00,NEO/BTC,0.00044957,0.00046601,0.00044043,0.00044409,0.2075045726415576,467.25792664
1662854400000,2022-09-11 00:00:00,NEO/BTC,0.00045884,0.0004627,0.00044776,0.00045072,0.17822428808359678,395.42129944
1662768000000,2022-09-10 00:00:00,NEO/BTC,0.00046247,0.00047247,0.0004554,0.00045735,0.263324926605957,575.76238462
1662681600000,2022-09-09 00:00:00,NEO/BTC,0.00048836,0.00049029,0.00045152,0.00046311,0.37592725487553297,811.7450603
1662595200000,2022-09-08 00:00:00,NEO/BTC,0.00046111,0.000495,0.00045582,0.00048974,0.1848681385244696,377.48221204
1662508800000,2022-09-07 00:00:00,NEO/BTC,0.00045321,0.0004646,0.00045,0.00046089,0.4449137060073438,965.33599342
1662422400000,2022-09-06 00:00:00,NEO/BTC,0.00047285,0.00048149,0.00045005,0.000453,0.8916591911409,1968.3425852999999
1662336000000,2022-09-05 00:00:00,NEO/BTC,0.00047701,0.00048053,0.00046016,0.00047179,0.1900125858228961,402.74822659
1662249600000,2022-09-04 00:00:00,NEO/BTC,0.00046139,0.000481,0.00046031,0.00047683,0.4455696872975282,934.44138854
1662163200000,2022-09-03 00:00:00,NEO/BTC,0.00045125,0.00046352,0.00045071,0.00046127,0.06735527695243321,146.02136916
1662076800000,2022-09-02 00:00:00,NEO/BTC,0.00045406,0.00046153,0.00045,0.00045258,0.5202915980589936,1149.61243992
1661990400000,2022-09-01 00:00:00,NEO/BTC,0.00045231,0.00045711,0.00044148,0.00045421,0.0819445040878935,180.41105235
1661904000000,2022-08-31 00:00:00,NEO/BTC,0.0004574,0.00046157,0.00044881,0.00045055,0.068392779410562,151.79842284
1661817600000,2022-08-30 00:00:00,NEO/BTC,0.00046242,0.0004706,0.00045403,0.00045692,0.1097813393980968,240.26380854
1661731200000,2022-08-29 00:00:00,NEO/BTC,0.00045248,0.00046445,0.00044966,0.00046282,0.33343231740642243,720.43627632
1661644800000,2022-08-28 00:00:00,NEO/BTC,0.00045621,0.00046313,0.0004521,0.0004521,0.518486431426194,1146.84014914
1661558400000,2022-08-27 00:00:00,NEO/BTC,0.00044463,0.000458,0.00044245,0.00045639,0.1266043920493275,277.40395725
1661472000000,2022-08-26 00:00:00,NEO/BTC,0.00046235,0.00046378,0.00043986,0.00044624,0.6361302599816336,1425.53392789
1661385600000,2022-08-25 00:00:00,NEO/BTC,0.00046422,0.00047426,0.000457,0.00046338,0.1577524651911246,340.43865767
1661299200000,2022-08-24 00:00:00,NEO/BTC,0.00046328,0.000479,0.00045599,0.00046506,0.4542540797722506,976.76446001
1661212800000,2022-08-23 00:00:00,NEO/BTC,0.00045181,0.00046385,0.0004482,0.00046174,0.07123408037929699,154.27314155
1661126400000,2022-08-22 00:00:00,NEO/BTC,0.00045898,0.00045931,0.00043853,0.00045182,0.253641675463785,561.37770675
1661040000000,2022-08-21 00:00:00,NEO/BTC,0.00045219,0.00046253,0.00045061,0.00045978,0.1470623488024062,319.85373179
1660953600000,2022-08-20 00:00:00,NEO/BTC,0.00045821,0.00046342,0.0004446,0.00045344,0.175106356514128,386.17315745
1660867200000,2022-08-19 00:00:00,NEO/BTC,0.00044802,0.00046012,0.00043665,0.00045903,2.2148201879651133,4825.00095411
1660780800000,2022-08-18 00:00:00,NEO/BTC,0.00046935,0.0004705,0.00044032,0.00045051,0.5755359835070061,1277.52099511
