https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEAR,Volume USDT
1661472000000.0,2022-08-26 00:00:00,NEAR/USDT,4.317,4.442,3.896,3.935,35141.53702668361,138281.9482
1661385600000.0,2022-08-25 00:00:00,NEAR/USDT,4.267,4.517,4.209,4.317,122916.9432012972,530632.4438
1661299200000.0,2022-08-24 00:00:00,NEAR/USDT,4.306,4.398,4.147,4.267,46396.91731895945,197975.6462
1661212800000.0,2022-08-23 00:00:00,NEAR/USDT,4.12,4.415,4.008,4.305,69607.86492450639,299661.8585
1661126400000.0,2022-08-22 00:00:00,NEAR/USDT,4.226,4.233,3.929,4.12,105799.5336407767,435894.0786
1661040000000.0,2022-08-21 00:00:00,NEAR/USDT,4.148,4.305,4.084,4.226,46704.94661618552,197375.1044
1660953600000.0,2022-08-20 00:00:00,NEAR/USDT,4.249,4.442,4.024,4.148,56503.260221793644,234375.5234
1660867200000.0,2022-08-19 00:00:00,NEAR/USDT,4.848,4.941,4.2,4.249,70959.06243822076,301505.0563
1660780800000.0,2022-08-18 00:00:00,NEAR/USDT,4.987,5.199,4.828,4.848,15427.654826732674,74793.2706
1660694400000.0,2022-08-17 00:00:00,NEAR/USDT,5.265,5.511,4.928,4.987,42311.60673751754,211007.9828
1660608000000.0,2022-08-16 00:00:00,NEAR/USDT,5.405,5.519,5.241,5.265,18567.513504273506,97757.9586
1660521600000.0,2022-08-15 00:00:00,NEAR/USDT,5.615,5.816,5.298,5.405,36888.70886216466,199383.4714
1660435200000.0,2022-08-14 00:00:00,NEAR/USDT,5.882,5.933,5.528,5.615,17423.495066785395,97832.9248
1660348800000.0,2022-08-13 00:00:00,NEAR/USDT,5.98,6.12,5.829,5.882,39012.955627337644,229474.205
1660262400000.0,2022-08-12 00:00:00,NEAR/USDT,5.759,6.063,5.632,5.98,68728.33351170568,410995.4344
1660176000000.0,2022-08-11 00:00:00,NEAR/USDT,5.909,5.961,5.674,5.759,53415.5316027088,307620.0465
1660089600000.0,2022-08-10 00:00:00,NEAR/USDT,5.359,6.107,5.182,5.909,172643.28837366728,1020149.191
1660003200000.0,2022-08-09 00:00:00,NEAR/USDT,5.486,5.602,5.137,5.359,73342.76452696399,393043.8751
1659916800000.0,2022-08-08 00:00:00,NEAR/USDT,4.986,5.726,4.981,5.486,55292.86066350711,303336.6336
1659830400000.0,2022-08-07 00:00:00,NEAR/USDT,4.898,5.188,4.803,4.986,57432.410870437234,286358.0006
1659744000000.0,2022-08-06 00:00:00,NEAR/USDT,5.198,5.198,4.883,4.898,67982.61363821969,332978.8416
1659657600000.0,2022-08-05 00:00:00,NEAR/USDT,4.418,5.287,4.399,5.198,620320.2928434012,3224424.8822
1659571200000.0,2022-08-04 00:00:00,NEAR/USDT,4.513,4.74,4.326,4.418,24912.624535989136,110063.9752
1659484800000.0,2022-08-03 00:00:00,NEAR/USDT,4.314,4.659,4.162,4.513,12811.59711943275,57818.7378
1659398400000.0,2022-08-02 00:00:00,NEAR/USDT,4.275,4.456,4.037,4.314,43515.46907742235,187725.7336
1659312000000.0,2022-08-01 00:00:00,NEAR/USDT,4.234,4.37,4.127,4.275,18008.478760233917,76986.2467
1659225600000.0,2022-07-31 00:00:00,NEAR/USDT,4.354,4.626,4.217,4.234,28774.752385451113,121832.3016
1659139200000.0,2022-07-30 00:00:00,NEAR/USDT,4.374,4.687,4.294,4.354,53906.126986678915,234707.2769
1659052800000.0,2022-07-29 00:00:00,NEAR/USDT,4.364,4.579,4.19,4.374,38718.363671696396,169354.1227
1658966400000.0,2022-07-28 00:00:00,NEAR/USDT,4.154,4.598,4.038,4.364,36607.92933088909,159757.0036
1658880000000.0,2022-07-27 00:00:00,NEAR/USDT,3.755,4.156,3.587,4.154,39348.02493981705,163451.6956
1658793600000.0,2022-07-26 00:00:00,NEAR/USDT,3.79,3.804,3.576,3.755,48010.17954727031,180278.2242
1658707200000.0,2022-07-25 00:00:00,NEAR/USDT,4.358,4.382,3.783,3.79,56394.46298153034,213735.0147
1658620800000.0,2022-07-24 00:00:00,NEAR/USDT,4.311,4.491,4.259,4.358,32346.313377696195,140965.2337
1658534400000.0,2022-07-23 00:00:00,NEAR/USDT,4.325,4.471,4.146,4.311,10861.277824170726,46822.9687
1658448000000.0,2022-07-22 00:00:00,NEAR/USDT,4.377,4.798,4.288,4.325,90597.08633526012,391832.3984
1658361600000.0,2022-07-21 00:00:00,NEAR/USDT,4.184,4.492,4.05,4.377,55901.64315741376,244681.4921
1658275200000.0,2022-07-20 00:00:00,NEAR/USDT,4.549,4.623,4.138,4.184,69279.0134082218,289863.3921
1658188800000.0,2022-07-19 00:00:00,NEAR/USDT,4.067,4.67,4.013,4.549,130284.14803253462,592662.5894
1658102400000.0,2022-07-18 00:00:00,NEAR/USDT,3.519,4.13,3.516,4.067,32880.417039586915,133724.6561
1658016000000.0,2022-07-17 00:00:00,NEAR/USDT,3.644,3.763,3.511,3.519,15061.696106848536,53002.1086
1657929600000.0,2022-07-16 00:00:00,NEAR/USDT,3.505,3.671,3.378,3.644,11462.812486278815,41770.4887
1657843200000.0,2022-07-15 00:00:00,NEAR/USDT,3.488,3.632,3.438,3.505,8728.042681883024,30591.7896
1657756800000.0,2022-07-14 00:00:00,NEAR/USDT,3.333,3.53,3.216,3.488,91233.68451834861,318223.0916
1657670400000.0,2022-07-13 00:00:00,NEAR/USDT,3.188,3.34,3.043,3.333,35690.750435043505,118957.2712
1657584000000.0,2022-07-12 00:00:00,NEAR/USDT,3.231,3.334,3.171,3.188,44229.21888331242,141002.7498
1657497600000.0,2022-07-11 00:00:00,NEAR/USDT,3.524,3.531,3.209,3.231,33371.98028474157,107824.8683
1657411200000.0,2022-07-10 00:00:00,NEAR/USDT,3.797,3.824,3.481,3.524,9537.696452894437,33610.8423
1657324800000.0,2022-07-09 00:00:00,NEAR/USDT,3.59,3.879,3.578,3.797,66090.42794311298,250945.3549
1657238400000.0,2022-07-08 00:00:00,NEAR/USDT,3.706,3.842,3.493,3.59,63533.992813370474,228087.0342
1657152000000.0,2022-07-07 00:00:00,NEAR/USDT,3.497,3.774,3.441,3.706,122449.41152185644,453797.5191
1657065600000.0,2022-07-06 00:00:00,NEAR/USDT,3.395,3.548,3.313,3.497,73917.82973977695,258490.6506
1656979200000.0,2022-07-05 00:00:00,NEAR/USDT,3.526,3.588,3.267,3.395,166770.94541973493,566187.3597
1656892800000.0,2022-07-04 00:00:00,NEAR/USDT,3.327,3.551,3.214,3.526,108473.56463414634,382477.7889
1656806400000.0,2022-07-03 00:00:00,NEAR/USDT,3.319,3.347,3.206,3.327,33899.14331229336,112782.4498
1656720000000.0,2022-07-02 00:00:00,NEAR/USDT,3.357,3.423,3.221,3.319,9134.853238927388,30318.5779
1656633600000.0,2022-07-01 00:00:00,NEAR/USDT,3.342,3.45,3.239,3.357,9229.884122728627,30984.721
1656547200000.0,2022-06-30 00:00:00,NEAR/USDT,3.424,3.432,3.131,3.342,7515.222920406942,25115.875
1656460800000.0,2022-06-29 00:00:00,NEAR/USDT,3.415,3.558,3.34,3.424,9200.180169392524,31501.4169
1656374400000.0,2022-06-28 00:00:00,NEAR/USDT,3.734,3.779,3.392,3.415,23228.510629575405,79325.3638
1656288000000.0,2022-06-27 00:00:00,NEAR/USDT,3.788,4.004,3.634,3.734,28793.77549544724,107515.9577
1656201600000.0,2022-06-26 00:00:00,NEAR/USDT,4.178,4.346,3.775,3.788,69378.79812565999,262806.8873
1656115200000.0,2022-06-25 00:00:00,NEAR/USDT,3.991,4.396,3.938,4.178,61863.571373863095,258466.0012
1656028800000.0,2022-06-24 00:00:00,NEAR/USDT,3.558,4.107,3.557,3.991,29165.390804309696,116399.0747
1655942400000.0,2022-06-23 00:00:00,NEAR/USDT,3.285,3.58,3.284,3.558,21485.739151208545,76446.2599
1655856000000.0,2022-06-22 00:00:00,NEAR/USDT,3.515,3.524,3.271,3.285,7035.011537290716,23110.0129
1655769600000.0,2022-06-21 00:00:00,NEAR/USDT,3.415,3.699,3.39,3.515,29576.53533428165,103961.5217
1655683200000.0,2022-06-20 00:00:00,NEAR/USDT,3.288,3.565,3.128,3.415,198230.5075841874,676957.1834
1655596800000.0,2022-06-19 00:00:00,NEAR/USDT,3.092,3.334,2.979,3.288,22504.003284671537,73993.1628
1655510400000.0,2022-06-18 00:00:00,NEAR/USDT,3.37,3.409,2.881,3.092,35021.4382923674,108286.2872
1655424000000.0,2022-06-17 00:00:00,NEAR/USDT,3.215,3.525,3.181,3.37,37308.28554896142,125728.9223
1655337600000.0,2022-06-16 00:00:00,NEAR/USDT,3.818,3.824,3.134,3.215,42980.639502332815,138182.756
1655251200000.0,2022-06-15 00:00:00,NEAR/USDT,3.384,3.871,3.036,3.818,50536.67611314824,192949.0294
1655164800000.0,2022-06-14 00:00:00,NEAR/USDT,3.516,3.959,3.175,3.384,131945.88274231678,446504.8672
1655078400000.0,2022-06-13 00:00:00,NEAR/USDT,3.691,3.728,3.096,3.516,86634.6460182025,304607.4154
1654992000000.0,2022-06-12 00:00:00,NEAR/USDT,4.096,4.148,3.68,3.691,72807.17759414793,268731.2925
1654905600000.0,2022-06-11 00:00:00,NEAR/USDT,4.502,4.678,3.988,4.096,140516.30478515624,575554.7844
1654819200000.0,2022-06-10 00:00:00,NEAR/USDT,5.082,5.113,4.456,4.502,43503.59824522435,195853.1993
1654732800000.0,2022-06-09 00:00:00,NEAR/USDT,5.07,5.221,4.997,5.082,13240.076564344745,67286.0691
1654646400000.0,2022-06-08 00:00:00,NEAR/USDT,5.2,5.354,5.066,5.07,18447.12976331361,93526.9479
1654560000000.0,2022-06-07 00:00:00,NEAR/USDT,5.489,5.495,5.06,5.2,24915.58098076923,129561.0211
1654473600000.0,2022-06-06 00:00:00,NEAR/USDT,5.333,5.763,5.312,5.489,30113.319347786484,165292.0099
1654387200000.0,2022-06-05 00:00:00,NEAR/USDT,5.324,5.504,5.211,5.333,4172.725820363772,22253.1468
1654300800000.0,2022-06-04 00:00:00,NEAR/USDT,5.247,5.395,5.116,5.324,124693.40572877535,663867.6921
1654214400000.0,2022-06-03 00:00:00,NEAR/USDT,5.601,5.632,5.141,5.247,10151.585572708214,53265.3695
1654128000000.0,2022-06-02 00:00:00,NEAR/USDT,5.338,5.647,5.16,5.601,36800.824959828606,206121.4206
1654041600000.0,2022-06-01 00:00:00,NEAR/USDT,5.947,5.984,5.249,5.338,21844.114874484825,116603.8852
1653955200000.0,2022-05-31 00:00:00,NEAR/USDT,5.762,6.546,5.726,5.947,121775.72574407265,724200.241
1653868800000.0,2022-05-30 00:00:00,NEAR/USDT,5.178,5.815,5.107,5.762,50756.65091981951,292459.8226
1653782400000.0,2022-05-29 00:00:00,NEAR/USDT,4.997,5.217,4.782,5.178,5900.200096562379,30551.2361
1653696000000.0,2022-05-28 00:00:00,NEAR/USDT,4.793,5.043,4.719,4.997,34819.390654392635,173992.4951
1653609600000.0,2022-05-27 00:00:00,NEAR/USDT,5.234,5.305,4.676,4.793,91572.07796786982,438904.9697
1653523200000.0,2022-05-26 00:00:00,NEAR/USDT,5.754,5.825,5.062,5.234,29971.421990829193,156870.4227
1653436800000.0,2022-05-25 00:00:00,NEAR/USDT,5.969,6.093,5.685,5.754,13402.891379909628,77120.237
1653350400000.0,2022-05-24 00:00:00,NEAR/USDT,5.84,6.033,5.524,5.969,18215.722516334394,108729.6477
1653264000000.0,2022-05-23 00:00:00,NEAR/USDT,6.24,6.528,5.748,5.84,26596.08154109589,155321.1162
1653177600000.0,2022-05-22 00:00:00,NEAR/USDT,6.14,6.38,6.002,6.24,130061.83483974358,811585.8494
1653091200000.0,2022-05-21 00:00:00,NEAR/USDT,5.754,6.228,5.635,6.14,8671.26793159609,53241.5851
1653004800000.0,2022-05-20 00:00:00,NEAR/USDT,6.107,6.269,5.65,5.754,19469.679214459506,112028.5342
1652918400000.0,2022-05-19 00:00:00,NEAR/USDT,5.926,6.263,5.574,6.107,18425.744686425413,112526.0228
1652832000000.0,2022-05-18 00:00:00,NEAR/USDT,6.687,6.774,5.89,5.926,57830.64561255484,342704.4059
1652745600000.0,2022-05-17 00:00:00,NEAR/USDT,6.53,6.984,6.281,6.687,34992.81486466278,233996.953
1652659200000.0,2022-05-16 00:00:00,NEAR/USDT,7.35,7.35,6.448,6.53,19154.300168453294,125077.5801
1652572800000.0,2022-05-15 00:00:00,NEAR/USDT,6.686,7.5,6.488,7.35,65764.03530612246,483365.6595
1652486400000.0,2022-05-14 00:00:00,NEAR/USDT,6.539,6.882,5.972,6.686,18994.283173795993,126995.7773
1652400000000.0,2022-05-13 00:00:00,NEAR/USDT,6.4,7.65,6.091,6.539,104249.31575164398,681686.2757
1652313600000.0,2022-05-12 00:00:00,NEAR/USDT,6.497,7.4,5.243,6.4,586139.629828125,3751293.6309
1652227200000.0,2022-05-11 00:00:00,NEAR/USDT,9.562,9.882,5.349,6.497,444046.15799599816,2884967.8885
1652140800000.0,2022-05-10 00:00:00,NEAR/USDT,9.395,10.944,8.887,9.562,116137.78199121522,1110509.4714
1652054400000.0,2022-05-09 00:00:00,NEAR/USDT,11.186,11.673,9.367,9.395,273570.5845449707,2570195.6418
1651968000000.0,2022-05-08 00:00:00,NEAR/USDT,10.445,11.252,9.862,11.186,139766.436760236,1563427.3616
1651881600000.0,2022-05-07 00:00:00,NEAR/USDT,10.771,10.856,10.082,10.445,35596.52821445667,371805.7372
1651795200000.0,2022-05-06 00:00:00,NEAR/USDT,11.211,11.327,10.421,10.771,43453.12529941509,468033.6126
1651708800000.0,2022-05-05 00:00:00,NEAR/USDT,12.984,13.195,10.781,11.211,89600.4782356614,1004510.9615
1651622400000.0,2022-05-04 00:00:00,NEAR/USDT,12.006,13.086,11.87,12.984,97938.19018022182,1271629.4613
1651536000000.0,2022-05-03 00:00:00,NEAR/USDT,11.83,12.164,11.31,12.006,34229.94357821089,410964.7026
1651449600000.0,2022-05-02 00:00:00,NEAR/USDT,11.826,12.188,11.105,11.83,81892.62205409975,968789.7189
1651363200000.0,2022-05-01 00:00:00,NEAR/USDT,10.325,12.272,10.138,11.826,52152.07735498055,616750.4668
1651276800000.0,2022-04-30 00:00:00,NEAR/USDT,11.283,11.788,10.103,10.325,50135.41001452785,517648.1084
1651190400000.0,2022-04-29 00:00:00,NEAR/USDT,12.4,12.583,11.103,11.283,74426.75379774882,839757.0631
1651104000000.0,2022-04-28 00:00:00,NEAR/USDT,12.875,13.14,12.212,12.4,30432.936879032255,377368.4173
1651017600000.0,2022-04-27 00:00:00,NEAR/USDT,12.683,13.28,12.443,12.875,20912.47756893204,269248.1487
1650931200000.0,2022-04-26 00:00:00,NEAR/USDT,14.259,15.196,12.417,12.683,74757.68388393913,948151.7047
1650844800000.0,2022-04-25 00:00:00,NEAR/USDT,15.007,15.033,13.58,14.259,56611.49342871169,807223.2848
1650758400000.0,2022-04-24 00:00:00,NEAR/USDT,15.302,15.582,14.769,15.007,22518.34049443593,337932.7358
1650672000000.0,2022-04-23 00:00:00,NEAR/USDT,15.595,15.915,15.125,15.302,27760.73911253431,424794.8299
1650585600000.0,2022-04-22 00:00:00,NEAR/USDT,15.622,15.838,15.052,15.595,97112.63986534145,1514471.6187
1650499200000.0,2022-04-21 00:00:00,NEAR/USDT,16.649,17.2,15.108,15.622,58213.5423057227,909411.9579
1650412800000.0,2022-04-20 00:00:00,NEAR/USDT,17.419,17.865,16.362,16.649,71324.53044026668,1187482.1073
1650326400000.0,2022-04-19 00:00:00,NEAR/USDT,17.4095,17.502,16.729,17.419,6027.87739250244,104999.5963
