https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNS,Volume BTC
1662508800,2022-09-07 00:00:00,BNS/BTC,0.000001442,0.000002196,0.000001418,0.000001786,281682.8902,0.5062953702401
1662422400,2022-09-06 00:00:00,BNS/BTC,0.000001414,0.000001444,0.000001387,0.000001442,7321.8839,0.0103851349471
1662336000,2022-09-05 00:00:00,BNS/BTC,0.000001471,0.0000015,0.000001414,0.000001414,14859.1956,0.0215979579946
1662249600,2022-09-04 00:00:00,BNS/BTC,0.000001497,0.000001524,0.000001459,0.000001462,12609.9644,0.0187935255282
1662163200,2022-09-03 00:00:00,BNS/BTC,0.000001487,0.000001498,0.000001472,0.000001497,658.437,0.0009793374072
1662076800,2022-09-02 00:00:00,BNS/BTC,0.000001441,0.000001499,0.000001426,0.00000148,6527.6857,0.0096395178863
1661990400,2022-09-01 00:00:00,BNS/BTC,0.000001426,0.00000148,0.00000138,0.00000143,35765.6491,0.0510024917659
1661904000,2022-08-31 00:00:00,BNS/BTC,0.000001415,0.000001454,0.000001401,0.000001414,7079.2987,0.0100747698801
1661817600,2022-08-30 00:00:00,BNS/BTC,0.000001452,0.000001471,0.000001401,0.000001401,4409.2296,0.0062778301142
1661731200,2022-08-29 00:00:00,BNS/BTC,0.000001516,0.00000152,0.000001352,0.000001442,80573.5928,0.1161279715854
1661644800,2022-08-28 00:00:00,BNS/BTC,0.000001498,0.000001534,0.00000148,0.000001534,10113.0275,0.0152770004836
1661558400,2022-08-27 00:00:00,BNS/BTC,0.000001469,0.000001586,0.000001444,0.000001512,48314.0872,0.0731157213749
1661472000,2022-08-26 00:00:00,BNS/BTC,0.000001487,0.000001617,0.00000138,0.000001464,94257.8663,0.1408590745353
1661385600,2022-08-25 00:00:00,BNS/BTC,0.000001481,0.000001525,0.00000146,0.00000146,7905.8121,0.0117097668646
1661299200,2022-08-24 00:00:00,BNS/BTC,0.0000015,0.0000015,0.00000143,0.000001446,11325.2411,0.0166163668299
1661212800,2022-08-23 00:00:00,BNS/BTC,0.000001529,0.00000153,0.00000146,0.000001496,9324.8355,0.0140304171109
1661126400,2022-08-22 00:00:00,BNS/BTC,0.000001528,0.00000155,0.000001462,0.000001497,14024.4159,0.0212533637099
1661040000,2022-08-21 00:00:00,BNS/BTC,0.000001474,0.000001528,0.00000142,0.000001528,47739.1947,0.0714089418936
1660953600,2022-08-20 00:00:00,BNS/BTC,0.000001578,0.000001578,0.000001462,0.000001462,21543.229,0.0324246319582
