https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALGO,Volume EUR
1663545600,2022-09-19 00:00:00,ALGO/EUR,0.29233,0.29233,0.29233,0.29233,0.00000000,0.0
1663542000,2022-09-18 23:00:00,ALGO/EUR,0.29233,0.29233,0.29233,0.29233,0.00000000,0.0
1663538400,2022-09-18 22:00:00,ALGO/EUR,0.29037,0.29233,0.29000,0.29233,1422.72572366,415.9054107975278
1663534800,2022-09-18 21:00:00,ALGO/EUR,0.30000,0.30000,0.29000,0.29276,3817.78123771,1117.6936351519796
1663531200,2022-09-18 20:00:00,ALGO/EUR,0.30250,0.30250,0.30250,0.30250,0.00000000,0.0
1663527600,2022-09-18 19:00:00,ALGO/EUR,0.30104,0.30256,0.30104,0.30250,1442.41603192,436.33084965579997
1663524000,2022-09-18 18:00:00,ALGO/EUR,0.30461,0.30461,0.30272,0.30278,6458.51041537,1955.5077835657287
1663520400,2022-09-18 17:00:00,ALGO/EUR,0.30831,0.30831,0.30534,0.30693,1061.33605308,325.7558747718444
1663516800,2022-09-18 16:00:00,ALGO/EUR,0.30789,0.30872,0.30789,0.30872,5550.42081004,1713.5259124755487
1663513200,2022-09-18 15:00:00,ALGO/EUR,0.31362,0.31362,0.31215,0.31217,7666.00000000,2393.09522
1663509600,2022-09-18 14:00:00,ALGO/EUR,0.31348,0.31348,0.31157,0.31157,876.36793559,273.0499576917763
1663506000,2022-09-18 13:00:00,ALGO/EUR,0.31112,0.31702,0.31091,0.31597,4964.14690129,1568.521496400601
1663502400,2022-09-18 12:00:00,ALGO/EUR,0.31014,0.31014,0.31014,0.31014,751.27361836,232.9999999981704
1663498800,2022-09-18 11:00:00,ALGO/EUR,0.30774,0.30858,0.30774,0.30858,1339.00000000,413.18862
1663495200,2022-09-18 10:00:00,ALGO/EUR,0.30870,0.30871,0.30870,0.30871,260.89134614,80.5397674668794
1663491600,2022-09-18 09:00:00,ALGO/EUR,0.31276,0.31500,0.30780,0.30780,4721.22783810,1453.19392856718
1663488000,2022-09-18 08:00:00,ALGO/EUR,0.31200,0.31200,0.31200,0.31200,76.66666666,23.91999999792
1663484400,2022-09-18 07:00:00,ALGO/EUR,0.31014,0.31067,0.31000,0.31030,114269.86660366,35457.9396071157
1663480800,2022-09-18 06:00:00,ALGO/EUR,0.30914,0.30914,0.30914,0.30914,239.60214638,74.07060753191321
1663477200,2022-09-18 05:00:00,ALGO/EUR,0.30648,0.30648,0.30648,0.30648,0.00000000,0.0
1663473600,2022-09-18 04:00:00,ALGO/EUR,0.30648,0.30648,0.30648,0.30648,0.00000000,0.0
1663470000,2022-09-18 03:00:00,ALGO/EUR,0.30648,0.30648,0.30648,0.30648,0.00000000,0.0
1663466400,2022-09-18 02:00:00,ALGO/EUR,0.30648,0.30648,0.30648,0.30648,0.00000000,0.0
1663462800,2022-09-18 01:00:00,ALGO/EUR,0.30648,0.30648,0.30648,0.30648,0.00000000,0.0
1663459200,2022-09-18 00:00:00,ALGO/EUR,0.30645,0.30648,0.30645,0.30648,3324.54569036,1018.9067631815328
1663455600,2022-09-17 23:00:00,ALGO/EUR,0.30999,0.31041,0.30999,0.31041,2553.89293857,792.7539070615137
1663452000,2022-09-17 22:00:00,ALGO/EUR,0.30929,0.30929,0.30929,0.30929,365.00148187,112.8913083275723
1663448400,2022-09-17 21:00:00,ALGO/EUR,0.30935,0.30935,0.30935,0.30935,323.25844512,99.999999997872
1663444800,2022-09-17 20:00:00,ALGO/EUR,0.30893,0.30893,0.30889,0.30889,6491.36283999,2005.117067644511
1663441200,2022-09-17 19:00:00,ALGO/EUR,0.30673,0.30832,0.30673,0.30832,2245.16798648,692.2301935915135
1663437600,2022-09-17 18:00:00,ALGO/EUR,0.30869,0.30869,0.30793,0.30793,117.34553307,36.1342099982451
1663434000,2022-09-17 17:00:00,ALGO/EUR,0.30920,0.30920,0.30920,0.30920,0.00000000,0.0
1663430400,2022-09-17 16:00:00,ALGO/EUR,0.30883,0.30996,0.30817,0.30920,8605.54699473,2660.835130770516
1663426800,2022-09-17 15:00:00,ALGO/EUR,0.30713,0.30760,0.30713,0.30760,9273.19546535,2852.4349251416597
