https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XTZBEAR,Volume USDT
1661126400000.0,2022-08-22 00:00:00,XTZBEAR/USDT,1.4e-07,1.7e-07,1.4e-07,1.6e-07,0.0,0.0
1661040000000.0,2022-08-21 00:00:00,XTZBEAR/USDT,1.7e-07,1.7e-07,1.4e-07,1.4e-07,0.0,0.0
1660953600000.0,2022-08-20 00:00:00,XTZBEAR/USDT,1.7e-07,1.8e-07,1.5e-07,1.7e-07,0.0,0.0
1660867200000.0,2022-08-19 00:00:00,XTZBEAR/USDT,1.2e-07,1.7e-07,1.2e-07,1.7e-07,0.0,0.0
1660780800000.0,2022-08-18 00:00:00,XTZBEAR/USDT,1e-07,1.2e-07,1e-07,1.2e-07,0.0,0.0
1660694400000.0,2022-08-17 00:00:00,XTZBEAR/USDT,1.2e-07,1.2e-07,1e-07,1e-07,30000000.0,3.0
1660608000000.0,2022-08-16 00:00:00,XTZBEAR/USDT,1.2e-07,1.3e-07,1.2e-07,1.2e-07,0.0,0.0
1660521600000.0,2022-08-15 00:00:00,XTZBEAR/USDT,1.3e-07,1.3e-07,1.2e-07,1.2e-07,0.0,0.0
1660435200000.0,2022-08-14 00:00:00,XTZBEAR/USDT,1.2e-07,1.3e-07,1.2e-07,1.3e-07,0.0,0.0
1660348800000.0,2022-08-13 00:00:00,XTZBEAR/USDT,1.2e-07,1.2e-07,1.2e-07,1.2e-07,0.0,0.0
1660262400000.0,2022-08-12 00:00:00,XTZBEAR/USDT,1.2e-07,1.2e-07,1.2e-07,1.2e-07,0.0,0.0
1660176000000.0,2022-08-11 00:00:00,XTZBEAR/USDT,1.2e-07,1.2e-07,1.2e-07,1.2e-07,1000000.0,0.12
1660089600000.0,2022-08-10 00:00:00,XTZBEAR/USDT,1.3e-07,1.5e-07,1.2e-07,1.2e-07,0.0,0.0
1660003200000.0,2022-08-09 00:00:00,XTZBEAR/USDT,1.2e-07,1.4e-07,1.2e-07,1.3e-07,0.0,0.0
1659916800000.0,2022-08-08 00:00:00,XTZBEAR/USDT,1.4e-07,1.4e-07,1.2e-07,1.2e-07,199666666.6666667,23.96
1659830400000.0,2022-08-07 00:00:00,XTZBEAR/USDT,1.4e-07,1.4e-07,1.3e-07,1.4e-07,0.0,0.0
1659744000000.0,2022-08-06 00:00:00,XTZBEAR/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1659657600000.0,2022-08-05 00:00:00,XTZBEAR/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1659571200000.0,2022-08-04 00:00:00,XTZBEAR/USDT,1.6e-07,1.6e-07,1.4e-07,1.4e-07,0.0,0.0
1659484800000.0,2022-08-03 00:00:00,XTZBEAR/USDT,1.6e-07,1.8e-07,1.4e-07,1.6e-07,0.0,0.0
1659398400000.0,2022-08-02 00:00:00,XTZBEAR/USDT,1.4e-07,1.7e-07,1.4e-07,1.6e-07,0.0,0.0
1659312000000.0,2022-08-01 00:00:00,XTZBEAR/USDT,1.7e-07,1.7e-07,1.4e-07,1.4e-07,85999999.99999999,12.04
1659225600000.0,2022-07-31 00:00:00,XTZBEAR/USDT,1.6e-07,1.7e-07,1.5e-07,1.7e-07,0.0,0.0
1659139200000.0,2022-07-30 00:00:00,XTZBEAR/USDT,1.8e-07,1.8e-07,1.5e-07,1.6e-07,6000000.0,0.96
1659052800000.0,2022-07-29 00:00:00,XTZBEAR/USDT,1.8e-07,1.9e-07,1.8e-07,1.8e-07,0.0,0.0
1658966400000.0,2022-07-28 00:00:00,XTZBEAR/USDT,2.4e-07,2.6e-07,1.8e-07,1.8e-07,186444444.44444445,33.56
1658880000000.0,2022-07-27 00:00:00,XTZBEAR/USDT,2.9e-07,2.9e-07,2.4e-07,2.4e-07,153041666.66666666,36.73
1658793600000.0,2022-07-26 00:00:00,XTZBEAR/USDT,2.9e-07,3.2e-07,2.9e-07,2.9e-07,25137931.034482762,7.29
1658707200000.0,2022-07-25 00:00:00,XTZBEAR/USDT,2.3e-07,2.9e-07,2.3e-07,2.9e-07,35000000.00000001,10.15
1658620800000.0,2022-07-24 00:00:00,XTZBEAR/USDT,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0,0.0
1658534400000.0,2022-07-23 00:00:00,XTZBEAR/USDT,2.4e-07,2.5e-07,2.3e-07,2.3e-07,0.0,0.0
1658448000000.0,2022-07-22 00:00:00,XTZBEAR/USDT,2.3e-07,2.5e-07,2.2e-07,2.4e-07,0.0,0.0
1658361600000.0,2022-07-21 00:00:00,XTZBEAR/USDT,2.5e-07,2.7e-07,2.3e-07,2.3e-07,0.0,0.0
1658275200000.0,2022-07-20 00:00:00,XTZBEAR/USDT,2.3e-07,2.6e-07,2.2e-07,2.5e-07,0.0,0.0
1658188800000.0,2022-07-19 00:00:00,XTZBEAR/USDT,2.3e-07,2.4e-07,2.1e-07,2.3e-07,0.0,0.0
1658102400000.0,2022-07-18 00:00:00,XTZBEAR/USDT,2.9e-07,2.9e-07,2.3e-07,2.3e-07,42608695.652173914,9.8
1658016000000.0,2022-07-17 00:00:00,XTZBEAR/USDT,2.9e-07,3.1e-07,2.8e-07,2.9e-07,79275862.06896552,22.99
1657929600000.0,2022-07-16 00:00:00,XTZBEAR/USDT,3e-07,3.4e-07,2.8e-07,2.9e-07,270896551.72413796,78.56
1657843200000.0,2022-07-15 00:00:00,XTZBEAR/USDT,3.3e-07,3.4e-07,3e-07,3e-07,98000000.0,29.4
1657756800000.0,2022-07-14 00:00:00,XTZBEAR/USDT,3.7e-07,3.7e-07,3.2e-07,3.3e-07,3090909.090909091,1.02
1657670400000.0,2022-07-13 00:00:00,XTZBEAR/USDT,4.1e-07,4.3e-07,3.7e-07,3.7e-07,0.0,0.0
1657584000000.0,2022-07-12 00:00:00,XTZBEAR/USDT,3.2e-07,4.1e-07,2.8e-07,4.1e-07,419909756.097561,172.163
1657497600000.0,2022-07-11 00:00:00,XTZBEAR/USDT,3e-07,3.2e-07,2.8e-07,3.2e-07,3500000.0000000005,1.12
1657411200000.0,2022-07-10 00:00:00,XTZBEAR/USDT,3.3e-07,3.5e-07,3e-07,3e-07,100600000.0,30.18
1657324800000.0,2022-07-09 00:00:00,XTZBEAR/USDT,4e-07,4e-07,3.1e-07,3.3e-07,0.0,0.0
1657238400000.0,2022-07-08 00:00:00,XTZBEAR/USDT,3.7e-07,4.1e-07,3.5e-07,4e-07,0.0,0.0
1657152000000.0,2022-07-07 00:00:00,XTZBEAR/USDT,3.9e-07,4.1e-07,3.6e-07,3.7e-07,0.0,0.0
1657065600000.0,2022-07-06 00:00:00,XTZBEAR/USDT,4.3e-07,4.4e-07,3.7e-07,3.9e-07,0.0,0.0
1656979200000.0,2022-07-05 00:00:00,XTZBEAR/USDT,4.1e-07,4.6e-07,4.1e-07,4.3e-07,0.0,0.0
1656892800000.0,2022-07-04 00:00:00,XTZBEAR/USDT,4.9e-07,4.9e-07,4e-07,4.1e-07,25282926.82926829,10.366
1656806400000.0,2022-07-03 00:00:00,XTZBEAR/USDT,4.6e-07,5.1e-07,4.6e-07,4.9e-07,8100000.0,3.969
1656720000000.0,2022-07-02 00:00:00,XTZBEAR/USDT,6.3e-07,6.3e-07,4.6e-07,4.6e-07,12500000.0,5.75
1656633600000.0,2022-07-01 00:00:00,XTZBEAR/USDT,5.6e-07,6.3e-07,5.1e-07,6.3e-07,0.0,0.0
1656547200000.0,2022-06-30 00:00:00,XTZBEAR/USDT,5.2e-07,6.3e-07,5.1e-07,5.6e-07,22757142.857142854,12.744
1656460800000.0,2022-06-29 00:00:00,XTZBEAR/USDT,4.8e-07,5.2e-07,4.3e-07,5.2e-07,9761538.46153846,5.076
1656374400000.0,2022-06-28 00:00:00,XTZBEAR/USDT,4.2e-07,4.9e-07,3.6e-07,4.8e-07,0.0,0.0
1656288000000.0,2022-06-27 00:00:00,XTZBEAR/USDT,6e-07,6e-07,3.9e-07,4.2e-07,138995238.0952381,58.378
1656201600000.0,2022-06-26 00:00:00,XTZBEAR/USDT,5.1e-07,6e-07,4.5e-07,6e-07,0.0,0.0
1656115200000.0,2022-06-25 00:00:00,XTZBEAR/USDT,5.2e-07,5.9e-07,4.7e-07,5.1e-07,0.0,0.0
1656028800000.0,2022-06-24 00:00:00,XTZBEAR/USDT,6.3e-07,6.3e-07,4.7e-07,5.2e-07,1153846.1538461538,0.6
1655942400000.0,2022-06-23 00:00:00,XTZBEAR/USDT,8.6e-07,8.8e-07,6.3e-07,6.3e-07,17700000.0,11.151
1655856000000.0,2022-06-22 00:00:00,XTZBEAR/USDT,7.4e-07,9.2e-07,7.4e-07,8.6e-07,0.0,0.0
1655769600000.0,2022-06-21 00:00:00,XTZBEAR/USDT,7.4e-07,8.1e-07,6.1e-07,7.4e-07,0.0,0.0
1655683200000.0,2022-06-20 00:00:00,XTZBEAR/USDT,8.8e-07,1.01e-06,7.2e-07,7.4e-07,0.0,0.0
1655596800000.0,2022-06-19 00:00:00,XTZBEAR/USDT,9.1e-07,1.07e-06,8.5e-07,8.8e-07,57954545.45454545,51.0
1655510400000.0,2022-06-18 00:00:00,XTZBEAR/USDT,7.8e-07,1.07e-06,7.8e-07,9.1e-07,0.0,0.0
1655424000000.0,2022-06-17 00:00:00,XTZBEAR/USDT,8.3e-07,8.5e-07,7.3e-07,7.8e-07,7599999.999999999,5.928
1655337600000.0,2022-06-16 00:00:00,XTZBEAR/USDT,7.2e-07,8.6e-07,6.9e-07,8.3e-07,89156.6265060241,0.074
1655251200000.0,2022-06-15 00:00:00,XTZBEAR/USDT,8.8e-07,1.05e-06,7.2e-07,7.2e-07,3840277.777777778,2.765
1655164800000.0,2022-06-14 00:00:00,XTZBEAR/USDT,8.9e-07,1.16e-06,8.4e-07,8.8e-07,91279545.45454544,80.326
1655078400000.0,2022-06-13 00:00:00,XTZBEAR/USDT,6.3e-07,9.3e-07,6.1e-07,8.9e-07,80917977.52808988,72.017
1654992000000.0,2022-06-12 00:00:00,XTZBEAR/USDT,5e-07,6.4e-07,4.7e-07,6.3e-07,27042857.14285714,17.037
1654905600000.0,2022-06-11 00:00:00,XTZBEAR/USDT,3.9e-07,5e-07,3.6e-07,5e-07,9870000.0,4.935
1654819200000.0,2022-06-10 00:00:00,XTZBEAR/USDT,3.1e-07,4e-07,2.6e-07,3.9e-07,21435897.435897432,8.36
1654732800000.0,2022-06-09 00:00:00,XTZBEAR/USDT,3.9e-07,3.9e-07,3e-07,3.1e-07,5354838.709677419,1.66
1654646400000.0,2022-06-08 00:00:00,XTZBEAR/USDT,3.8e-07,4.2e-07,3.5e-07,3.9e-07,51184615.384615384,19.962
1654560000000.0,2022-06-07 00:00:00,XTZBEAR/USDT,4.1e-07,4.7e-07,3.4e-07,3.8e-07,0.0,0.0
1654473600000.0,2022-06-06 00:00:00,XTZBEAR/USDT,5.2e-07,5.2e-07,3.6e-07,4.1e-07,60012195.12195122,24.605
1654387200000.0,2022-06-05 00:00:00,XTZBEAR/USDT,5.5e-07,5.7e-07,4.9e-07,5.2e-07,0.0,0.0
1654300800000.0,2022-06-04 00:00:00,XTZBEAR/USDT,5.4e-07,5.9e-07,5.2e-07,5.5e-07,1899999.9999999998,1.045
1654214400000.0,2022-06-03 00:00:00,XTZBEAR/USDT,4.8e-07,5.6e-07,4.7e-07,5.4e-07,0.0,0.0
1654128000000.0,2022-06-02 00:00:00,XTZBEAR/USDT,5.1e-07,5.8e-07,4.7e-07,4.8e-07,150581250.0,72.279
1654041600000.0,2022-06-01 00:00:00,XTZBEAR/USDT,4.3e-07,5.3e-07,4e-07,5.1e-07,86205882.35294119,43.965
1653955200000.0,2022-05-31 00:00:00,XTZBEAR/USDT,4e-07,4.6e-07,3.9e-07,4.3e-07,0.0,0.0
1653868800000.0,2022-05-30 00:00:00,XTZBEAR/USDT,5.2e-07,5.3e-07,3.8e-07,4e-07,100000.0,0.04
1653782400000.0,2022-05-29 00:00:00,XTZBEAR/USDT,5.6e-07,5.8e-07,5.1e-07,5.2e-07,106825000.0,55.549
1653696000000.0,2022-05-28 00:00:00,XTZBEAR/USDT,7e-07,7.1e-07,5.5e-07,5.6e-07,42837500.0,23.989
1653609600000.0,2022-05-27 00:00:00,XTZBEAR/USDT,6.5e-07,7.6e-07,6.3e-07,7e-07,0.0,0.0
1653523200000.0,2022-05-26 00:00:00,XTZBEAR/USDT,5e-07,6.7e-07,4.1e-07,6.5e-07,55546153.84615384,36.105
1653436800000.0,2022-05-25 00:00:00,XTZBEAR/USDT,5e-07,5.8e-07,4.9e-07,5e-07,292422000.00000006,146.211
1653350400000.0,2022-05-24 00:00:00,XTZBEAR/USDT,7.4e-07,7.6e-07,4.8e-07,5e-07,1071558000.0,535.779
1653264000000.0,2022-05-23 00:00:00,XTZBEAR/USDT,6.8e-07,7.7e-07,5.9e-07,7.4e-07,2797297.297297297,2.07
1653177600000.0,2022-05-22 00:00:00,XTZBEAR/USDT,9.1e-07,9.5e-07,6.4e-07,6.8e-07,17891176.470588237,12.166
1653091200000.0,2022-05-21 00:00:00,XTZBEAR/USDT,1.12e-06,1.12e-06,8.4e-07,9.1e-07,1749450.5494505495,1.592
1653004800000.0,2022-05-20 00:00:00,XTZBEAR/USDT,1.02e-06,1.12e-06,9.4e-07,1.12e-06,101485714.28571428,113.664
1652918400000.0,2022-05-19 00:00:00,XTZBEAR/USDT,1.14e-06,1.27e-06,9.7e-07,1.02e-06,26531372.54901961,27.062
1652832000000.0,2022-05-18 00:00:00,XTZBEAR/USDT,9.2e-07,1.15e-06,8.7e-07,1.14e-06,18416666.666666664,20.995
1652745600000.0,2022-05-17 00:00:00,XTZBEAR/USDT,1.04e-06,1.08e-06,9e-07,9.2e-07,0.0,0.0
1652659200000.0,2022-05-16 00:00:00,XTZBEAR/USDT,8.8e-07,1.11e-06,8.8e-07,1.04e-06,0.0,0.0
1652572800000.0,2022-05-15 00:00:00,XTZBEAR/USDT,1.03e-06,1.1e-06,8.7e-07,8.8e-07,7605681.818181817,6.693
1652486400000.0,2022-05-14 00:00:00,XTZBEAR/USDT,1.08e-06,1.3e-06,1e-06,1.03e-06,32359223.30097087,33.33
1652400000000.0,2022-05-13 00:00:00,XTZBEAR/USDT,1.38e-06,1.43e-06,9.5e-07,1.08e-06,500000.0,0.54
1652313600000.0,2022-05-12 00:00:00,XTZBEAR/USDT,1.34e-06,1.91e-06,1.09e-06,1.38e-06,123370289.85507247,170.251
1652227200000.0,2022-05-11 00:00:00,XTZBEAR/USDT,8.7e-07,1.34e-06,7.9e-07,1.34e-06,136676865.67164177,183.147
1652140800000.0,2022-05-10 00:00:00,XTZBEAR/USDT,1e-06,1.03e-06,6.7e-07,8.7e-07,2879459770.1149426,2505.13
1652054400000.0,2022-05-09 00:00:00,XTZBEAR/USDT,6.1e-07,1e-06,5.6e-07,1e-06,13388332000.0,13388.332
1651968000000.0,2022-05-08 00:00:00,XTZBEAR/USDT,6.4e-07,6.4e-07,5.7e-07,6.1e-07,79000000.0,48.19
1651881600000.0,2022-05-07 00:00:00,XTZBEAR/USDT,6.7e-07,7.1e-07,5.6e-07,6.4e-07,48340625.0,30.938
1651795200000.0,2022-05-06 00:00:00,XTZBEAR/USDT,6.9e-07,7.3e-07,6.5e-07,6.7e-07,155050746.2686567,103.884
1651708800000.0,2022-05-05 00:00:00,XTZBEAR/USDT,5.6e-07,7e-07,4.5e-07,6.9e-07,1016184057.9710146,701.167
1651622400000.0,2022-05-04 00:00:00,XTZBEAR/USDT,7.2e-07,7.3e-07,5.4e-07,5.6e-07,0.0,0.0
1651536000000.0,2022-05-03 00:00:00,XTZBEAR/USDT,7.1e-07,7.8e-07,6.4e-07,7.2e-07,0.0,0.0
1651449600000.0,2022-05-02 00:00:00,XTZBEAR/USDT,6.6e-07,7.9e-07,6.2e-07,7.1e-07,0.0,0.0
1651363200000.0,2022-05-01 00:00:00,XTZBEAR/USDT,6.9e-07,7.4e-07,6.3e-07,6.6e-07,0.0,0.0
1651276800000.0,2022-04-30 00:00:00,XTZBEAR/USDT,5.9e-07,7.5e-07,5.5e-07,6.9e-07,9333333.333333334,6.44
1651190400000.0,2022-04-29 00:00:00,XTZBEAR/USDT,5.2e-07,6.1e-07,5.1e-07,5.9e-07,0.0,0.0
1651104000000.0,2022-04-28 00:00:00,XTZBEAR/USDT,5.1e-07,5.6e-07,4.9e-07,5.2e-07,0.0,0.0
1651017600000.0,2022-04-27 00:00:00,XTZBEAR/USDT,5.6e-07,5.8e-07,4.9e-07,5.1e-07,0.0,0.0
1650931200000.0,2022-04-26 00:00:00,XTZBEAR/USDT,4.7e-07,5.6e-07,4.7e-07,5.6e-07,0.0,0.0
1650844800000.0,2022-04-25 00:00:00,XTZBEAR/USDT,4.6e-07,5.4e-07,4.5e-07,4.7e-07,669051063.8297873,314.454
1650758400000.0,2022-04-24 00:00:00,XTZBEAR/USDT,4.4e-07,4.7e-07,4.2e-07,4.6e-07,0.0,0.0
1650672000000.0,2022-04-23 00:00:00,XTZBEAR/USDT,4.1e-07,4.4e-07,4.1e-07,4.4e-07,0.0,0.0
1650585600000.0,2022-04-22 00:00:00,XTZBEAR/USDT,4.3e-07,4.5e-07,3.9e-07,4.1e-07,0.0,0.0
1650499200000.0,2022-04-21 00:00:00,XTZBEAR/USDT,3.9e-07,4.5e-07,3.7e-07,4.3e-07,0.0,0.0
1650412800000.0,2022-04-20 00:00:00,XTZBEAR/USDT,3.7e-07,4e-07,3.6e-07,3.9e-07,0.0,0.0
1650326400000.0,2022-04-19 00:00:00,XTZBEAR/USDT,3.9e-07,3.9e-07,3.6e-07,3.7e-07,0.0,0.0
1650240000000.0,2022-04-18 00:00:00,XTZBEAR/USDT,4.2e-07,4.8e-07,3.9e-07,3.9e-07,0.0,0.0
1650153600000.0,2022-04-17 00:00:00,XTZBEAR/USDT,3.7e-07,4.2e-07,3.7e-07,4.2e-07,372233333.3333333,156.338
1650067200000.0,2022-04-16 00:00:00,XTZBEAR/USDT,4e-07,4e-07,3.6e-07,3.7e-07,10540540.54054054,3.9
1649980800000.0,2022-04-15 00:00:00,XTZBEAR/USDT,4.3e-07,4.3e-07,3.9e-07,4e-07,92200000.00000001,36.88
1649894400000.0,2022-04-14 00:00:00,XTZBEAR/USDT,4.1e-07,4.4e-07,3.8e-07,4.3e-07,33900000.0,14.577
1649808000000.0,2022-04-13 00:00:00,XTZBEAR/USDT,4.6e-07,4.7e-07,4.1e-07,4.1e-07,33800000.0,13.858
1649721600000.0,2022-04-12 00:00:00,XTZBEAR/USDT,5.3e-07,5.4e-07,4.3e-07,4.6e-07,0.0,0.0
1649635200000.0,2022-04-11 00:00:00,XTZBEAR/USDT,4.6e-07,5.4e-07,4.5e-07,5.3e-07,0.0,0.0
1649548800000.0,2022-04-10 00:00:00,XTZBEAR/USDT,4.5e-07,4.6e-07,4.1e-07,4.6e-07,0.0,0.0
1649462400000.0,2022-04-09 00:00:00,XTZBEAR/USDT,4.4e-07,4.8e-07,4.3e-07,4.5e-07,27400000.0,12.33
1649376000000.0,2022-04-08 00:00:00,XTZBEAR/USDT,3.9e-07,4.5e-07,3.7e-07,4.4e-07,179209090.9090909,78.852
1649289600000.0,2022-04-07 00:00:00,XTZBEAR/USDT,4.2e-07,4.2e-07,3.7e-07,3.9e-07,0.0,0.0
1649203200000.0,2022-04-06 00:00:00,XTZBEAR/USDT,3.2e-07,4.2e-07,3.2e-07,4.2e-07,27045119047.61905,11358.95
1649116800000.0,2022-04-05 00:00:00,XTZBEAR/USDT,2.8e-07,3.2e-07,2.7e-07,3.2e-07,0.0,0.0
1649030400000.0,2022-04-04 00:00:00,XTZBEAR/USDT,2.5e-07,3.1e-07,2.5e-07,2.8e-07,0.0,0.0
1648944000000.0,2022-04-03 00:00:00,XTZBEAR/USDT,2.8e-07,2.9e-07,2.5e-07,2.5e-07,0.0,0.0
1648857600000.0,2022-04-02 00:00:00,XTZBEAR/USDT,2.8e-07,3e-07,2.3e-07,2.8e-07,0.0,0.0
1648771200000.0,2022-04-01 00:00:00,XTZBEAR/USDT,3.2e-07,3.6e-07,2.7e-07,2.8e-07,0.0,0.0
1648684800000.0,2022-03-31 00:00:00,XTZBEAR/USDT,3.1e-07,3.3e-07,2.6e-07,3.2e-07,0.0,0.0
1648598400000.0,2022-03-30 00:00:00,XTZBEAR/USDT,3.1e-07,3.3e-07,2.9e-07,3.1e-07,66064516.12903226,20.48
1648512000000.0,2022-03-29 00:00:00,XTZBEAR/USDT,3.2e-07,3.2e-07,2.7e-07,3.1e-07,384890322.58064514,119.316
1648425600000.0,2022-03-28 00:00:00,XTZBEAR/USDT,3e-07,3.2e-07,2.6e-07,3.2e-07,607968750.0,194.55
1648339200000.0,2022-03-27 00:00:00,XTZBEAR/USDT,3.5e-07,3.5e-07,2.9e-07,3e-07,579543333.3333334,173.863
1648252800000.0,2022-03-26 00:00:00,XTZBEAR/USDT,4.1e-07,4.2e-07,3.3e-07,3.5e-07,15700000.000000002,5.495
1648166400000.0,2022-03-25 00:00:00,XTZBEAR/USDT,4.1e-07,4.3e-07,4e-07,4.1e-07,0.0,0.0
1648080000000.0,2022-03-24 00:00:00,XTZBEAR/USDT,4.4e-07,4.4e-07,4e-07,4.1e-07,44419512.19512195,18.212
1647993600000.0,2022-03-23 00:00:00,XTZBEAR/USDT,5.2e-07,5.3e-07,4e-07,4.4e-07,39622727.27272727,17.434
1647907200000.0,2022-03-22 00:00:00,XTZBEAR/USDT,5.4e-07,5.6e-07,4.8e-07,5.2e-07,40815384.615384616,21.224
1647820800000.0,2022-03-21 00:00:00,XTZBEAR/USDT,4.9e-07,5.6e-07,4.9e-07,5.4e-07,359396296.2962963,194.074
1647734400000.0,2022-03-20 00:00:00,XTZBEAR/USDT,5.5e-07,5.6e-07,4.7e-07,4.9e-07,380410204.0816327,186.401
1647648000000.0,2022-03-19 00:00:00,XTZBEAR/USDT,6.1e-07,6.1e-07,5.3e-07,5.5e-07,107272.72727272726,0.059
1647561600000.0,2022-03-18 00:00:00,XTZBEAR/USDT,6.4e-07,6.8e-07,6e-07,6.1e-07,135824590.1639344,82.853
1647475200000.0,2022-03-17 00:00:00,XTZBEAR/USDT,6.5e-07,6.7e-07,6.2e-07,6.4e-07,117279687.5,75.059
1647388800000.0,2022-03-16 00:00:00,XTZBEAR/USDT,7.2e-07,7.6e-07,6.5e-07,6.5e-07,0.0,0.0
1647302400000.0,2022-03-15 00:00:00,XTZBEAR/USDT,7.1e-07,7.8e-07,7e-07,7.2e-07,22900000.0,16.488
1647216000000.0,2022-03-14 00:00:00,XTZBEAR/USDT,7.9e-07,8.2e-07,7e-07,7.1e-07,0.0,0.0
1647129600000.0,2022-03-13 00:00:00,XTZBEAR/USDT,7.1e-07,7.9e-07,6.9e-07,7.9e-07,0.0,0.0
1647043200000.0,2022-03-12 00:00:00,XTZBEAR/USDT,7.3e-07,7.4e-07,6.7e-07,7.1e-07,98591.54929577466,0.07
1646956800000.0,2022-03-11 00:00:00,XTZBEAR/USDT,7.2e-07,7.5e-07,6.7e-07,7.3e-07,413452054.79452056,301.82
1646870400000.0,2022-03-10 00:00:00,XTZBEAR/USDT,6.4e-07,7.7e-07,6.1e-07,7.2e-07,0.0,0.0
1646784000000.0,2022-03-09 00:00:00,XTZBEAR/USDT,7.7e-07,7.7e-07,6.3e-07,6.4e-07,0.0,0.0
1646697600000.0,2022-03-08 00:00:00,XTZBEAR/USDT,8.5e-07,8.6e-07,7.4e-07,7.7e-07,0.0,0.0
1646611200000.0,2022-03-07 00:00:00,XTZBEAR/USDT,7.9e-07,8.8e-07,7.2e-07,8.5e-07,85088235.29411764,72.325
1646524800000.0,2022-03-06 00:00:00,XTZBEAR/USDT,6.7e-07,7.9e-07,6.5e-07,7.9e-07,5696202.53164557,4.5
