https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REEF,Volume BTC
1663459200,2022-09-18 00:00:00,REEF/BTC,0.0000002785,0.0000002832,0.0000002785,0.000000281,140059.6016,0.03929190835771
1663372800,2022-09-17 00:00:00,REEF/BTC,0.0000002596,0.0000002939,0.0000002569,0.0000002791,5317454.568,1.45287924147034
1663286400,2022-09-16 00:00:00,REEF/BTC,0.0000002425,0.0000002634,0.0000002392,0.000000257,3789958.5917,0.94880188589059
1663200000,2022-09-15 00:00:00,REEF/BTC,0.0000002588,0.0000002701,0.0000002374,0.0000002412,3029408.7248,0.74863269567305
1663113600,2022-09-14 00:00:00,REEF/BTC,0.0000002818,0.0000003142,0.0000002386,0.0000002601,7595963.3281,2.00008294668423
1663027200,2022-09-13 00:00:00,REEF/BTC,0.0000002365,0.0000003028,0.0000002067,0.0000002817,22687075.0681,5.92669759702524
1662940800,2022-09-12 00:00:00,REEF/BTC,0.0000001766,0.00000028,0.000000164,0.0000002386,13157978.4044,3.08296593920203
1662854400,2022-09-11 00:00:00,REEF/BTC,0.0000001791,0.0000001813,0.0000001754,0.000000176,202611.3547,0.03599560727908
1662768000,2022-09-10 00:00:00,REEF/BTC,0.0000001813,0.0000001842,0.0000001781,0.0000001796,136054.2237,0.02470783550433
1662681600,2022-09-09 00:00:00,REEF/BTC,0.000000187,0.0000001888,0.0000001781,0.0000001814,188827.7814,0.03434188441869
1662595200,2022-09-08 00:00:00,REEF/BTC,0.0000001869,0.0000001879,0.0000001761,0.0000001879,396119.3208,0.07307010141566
1662508800,2022-09-07 00:00:00,REEF/BTC,0.0000001827,0.0000001888,0.0000001819,0.0000001866,62358.1831,0.01156705130402
1662422400,2022-09-06 00:00:00,REEF/BTC,0.0000001891,0.0000001928,0.0000001819,0.0000001845,275315.9936,0.05149583700599
1662336000,2022-09-05 00:00:00,REEF/BTC,0.000000191,0.0000001947,0.0000001851,0.0000001886,319194.2206,0.06004517195701
1662249600,2022-09-04 00:00:00,REEF/BTC,0.0000001896,0.0000001935,0.0000001889,0.000000192,248042.0467,0.0473807061363
1662163200,2022-09-03 00:00:00,REEF/BTC,0.0000001865,0.0000001927,0.000000186,0.000000191,143563.99,0.02715653195489
1662076800,2022-09-02 00:00:00,REEF/BTC,0.0000001867,0.0000001891,0.0000001838,0.0000001879,210927.9411,0.03912324023315
1661990400,2022-09-01 00:00:00,REEF/BTC,0.0000001849,0.0000001877,0.0000001676,0.000000185,442556.8978,0.08085064495253
1661904000,2022-08-31 00:00:00,REEF/BTC,0.0000001886,0.000000199,0.0000001835,0.0000001835,517910.7033,0.09783328228222
1661817600,2022-08-30 00:00:00,REEF/BTC,0.0000001838,0.0000001944,0.0000001834,0.0000001875,1058263.8873,0.19839417708007
1661731200,2022-08-29 00:00:00,REEF/BTC,0.0000001777,0.0000001849,0.0000001761,0.0000001833,585954.8229,0.10643311079474
1661644800,2022-08-28 00:00:00,REEF/BTC,0.0000001817,0.0000001828,0.0000001774,0.0000001777,165735.0962,0.03000689204118
1661558400,2022-08-27 00:00:00,REEF/BTC,0.0000001789,0.0000001842,0.000000178,0.0000001819,964456.0384,0.17553936371035
1661472000,2022-08-26 00:00:00,REEF/BTC,0.0000001813,0.0000001826,0.0000001778,0.0000001782,798297.6395,0.14299156264075
1661385600,2022-08-25 00:00:00,REEF/BTC,0.0000001818,0.000000185,0.0000001797,0.0000001819,138900.294,0.02534190350644
1661299200,2022-08-24 00:00:00,REEF/BTC,0.0000001805,0.0000001872,0.0000001799,0.0000001811,619315.6207,0.11375048383496
1661212800,2022-08-23 00:00:00,REEF/BTC,0.0000001768,0.0000001817,0.0000001768,0.0000001806,389984.9516,0.07004835143863
1661126400,2022-08-22 00:00:00,REEF/BTC,0.000000186,0.000000186,0.0000001748,0.0000001772,1250028.6307,0.22166212903352
1661040000,2022-08-21 00:00:00,REEF/BTC,0.0000001758,0.00000022,0.0000001744,0.0000001855,8958799.8373,1.73552370346714
1660953600,2022-08-20 00:00:00,REEF/BTC,0.0000001777,0.0000001891,0.0000001726,0.0000001755,745925.3881,0.13350095663864
1660867200,2022-08-19 00:00:00,REEF/BTC,0.0000001729,0.0000001787,0.0000001667,0.0000001778,1870878.1095,0.31901290609549
1660780800,2022-08-18 00:00:00,REEF/BTC,0.0000001789,0.000000183,0.00000017,0.0000001725,364088.293,0.06448774898995
1660694400,2022-08-17 00:00:00,REEF/BTC,0.0000001839,0.0000001872,0.0000001784,0.0000001786,681035.0583,0.1233359531477
1660608000,2022-08-16 00:00:00,REEF/BTC,0.0000001848,0.0000001948,0.0000001823,0.0000001841,465078.8719,0.08696195197555
1660521600,2022-08-15 00:00:00,REEF/BTC,0.0000001861,0.0000002055,0.0000001833,0.0000001843,1778952.2406,0.33949630871599
1660435200,2022-08-14 00:00:00,REEF/BTC,0.0000001903,0.0000001916,0.000000185,0.000000186,993845.1876,0.1873720075524
1660348800,2022-08-13 00:00:00,REEF/BTC,0.0000001914,0.0000001929,0.000000188,0.0000001896,181260.7689,0.03453355502312
1660262400,2022-08-12 00:00:00,REEF/BTC,0.0000001906,0.0000001958,0.000000189,0.000000191,491611.8646,0.09426039323
1660176000,2022-08-11 00:00:00,REEF/BTC,0.0000001894,0.0000001971,0.000000185,0.0000001916,577000.2022,0.10963760324957
1660089600,2022-08-10 00:00:00,REEF/BTC,0.0000001887,0.0000001956,0.0000001676,0.0000001898,2721452.0991,0.50091946312599
1660003200,2022-08-09 00:00:00,REEF/BTC,0.0000001943,0.0000001958,0.0000001872,0.0000001892,590494.2565,0.1127577266627
1659916800,2022-08-08 00:00:00,REEF/BTC,0.0000001876,0.0000002038,0.0000001869,0.0000001942,1154335.98,0.22356675430717
1659830400,2022-08-07 00:00:00,REEF/BTC,0.0000001899,0.0000001919,0.0000001862,0.0000001884,301502.2974,0.05687484842259
1659744000,2022-08-06 00:00:00,REEF/BTC,0.0000001919,0.0000002027,0.0000001881,0.0000001886,732022.1279,0.14179976326284
1659657600,2022-08-05 00:00:00,REEF/BTC,0.0000001844,0.0000001919,0.0000001832,0.0000001903,200020.9225,0.03752132455096
1659571200,2022-08-04 00:00:00,REEF/BTC,0.000000179,0.0000001853,0.0000001788,0.0000001847,327028.9279,0.05919644933698
1659484800,2022-08-03 00:00:00,REEF/BTC,0.0000001778,0.0000001808,0.0000001746,0.00000018,447886.8247,0.08020322634287
1659398400,2022-08-02 00:00:00,REEF/BTC,0.0000001836,0.0000001844,0.0000001747,0.000000179,526497.6612,0.09417387859576
1659312000,2022-08-01 00:00:00,REEF/BTC,0.0000001826,0.0000002055,0.0000001807,0.0000001836,1501858.5792,0.28482730482427
1659225600,2022-07-31 00:00:00,REEF/BTC,0.0000001803,0.0000002038,0.0000001788,0.0000001817,5829062.856,1.10539201985757
1659139200,2022-07-30 00:00:00,REEF/BTC,0.0000001779,0.0000001882,0.000000177,0.000000179,527531.0326,0.09617280503244
1659052800,2022-07-29 00:00:00,REEF/BTC,0.0000001745,0.0000001977,0.0000001726,0.0000001788,1263711.0169,0.2293730184371
1658966400,2022-07-28 00:00:00,REEF/BTC,0.0000001705,0.0000001755,0.0000001692,0.0000001743,495130.5107,0.08514260163679
1658880000,2022-07-27 00:00:00,REEF/BTC,0.0000001755,0.0000001755,0.0000001672,0.0000001703,295869.3879,0.05050127611499
1658793600,2022-07-26 00:00:00,REEF/BTC,0.0000001717,0.0000001754,0.00000017,0.0000001739,313041.3012,0.05398662806044
1658707200,2022-07-25 00:00:00,REEF/BTC,0.000000178,0.000000178,0.0000001709,0.0000001722,268430.9585,0.04683282987376
1658620800,2022-07-24 00:00:00,REEF/BTC,0.0000001791,0.0000001835,0.0000001764,0.0000001766,233199.5898,0.0419647636386
1658534400,2022-07-23 00:00:00,REEF/BTC,0.0000001797,0.0000001834,0.0000001739,0.0000001799,585574.8754,0.1046115708611
1658448000,2022-07-22 00:00:00,REEF/BTC,0.0000001863,0.0000001866,0.000000177,0.00000018,534449.6643,0.09735870433904
1658361600,2022-07-21 00:00:00,REEF/BTC,0.000000178,0.0000001872,0.0000001769,0.0000001856,529241.3554,0.09591537447942
1658275200,2022-07-20 00:00:00,REEF/BTC,0.0000001718,0.0000001948,0.0000001718,0.0000001774,1383812.8767,0.25502484944926
1658188800,2022-07-19 00:00:00,REEF/BTC,0.0000001697,0.0000001761,0.0000001667,0.0000001711,435787.4071,0.07459505884748
1658102400,2022-07-18 00:00:00,REEF/BTC,0.0000001718,0.0000001731,0.000000168,0.000000171,484298.5155,0.08274217683382
1658016000,2022-07-17 00:00:00,REEF/BTC,0.0000001728,0.0000001732,0.0000001676,0.0000001705,495031.2292,0.08413387737784
1657929600,2022-07-16 00:00:00,REEF/BTC,0.0000001711,0.0000001746,0.0000001692,0.0000001719,457373.9832,0.07827117888583
1657843200,2022-07-15 00:00:00,REEF/BTC,0.0000001686,0.0000001781,0.0000001675,0.0000001718,4756410.9133,0.80872012633196
