https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDC,Volume EUR
1663545600,2022-09-19 00:00:00,USDC/EUR,0.99768,0.99768,0.99768,0.99768,225.72000,225.1963296
1663542000,2022-09-18 23:00:00,USDC/EUR,0.99817,0.99855,0.99817,0.99838,1545.42615,1542.9225596370002
1663538400,2022-09-18 22:00:00,USDC/EUR,0.99914,0.99914,0.99914,0.99914,5880.37860,5875.321474404001
1663534800,2022-09-18 21:00:00,USDC/EUR,0.99862,0.99886,0.99843,0.99886,15902.68326,15884.5542010836
1663531200,2022-09-18 20:00:00,USDC/EUR,0.99882,0.99894,0.99850,0.99856,58508.92961,58424.6767513616
1663527600,2022-09-18 19:00:00,USDC/EUR,0.99869,0.99881,0.99851,0.99881,13766.62551,13750.2432256431
1663524000,2022-09-18 18:00:00,USDC/EUR,0.99870,0.99870,0.99842,0.99842,5178.40761,5170.2257259762
1663520400,2022-09-18 17:00:00,USDC/EUR,0.99868,0.99889,0.99839,0.99852,22577.75574,22544.3406615048
1663516800,2022-09-18 16:00:00,USDC/EUR,0.99875,0.99887,0.99861,0.99868,32235.54867,32192.9977457556
1663513200,2022-09-18 15:00:00,USDC/EUR,0.99859,0.99867,0.99856,0.99856,4864.20282,4857.198367939201
1663509600,2022-09-18 14:00:00,USDC/EUR,0.99880,0.99881,0.99834,0.99870,16782.29593,16760.478945291
1663506000,2022-09-18 13:00:00,USDC/EUR,0.99839,0.99839,0.99839,0.99839,0.00000,0.0
1663502400,2022-09-18 12:00:00,USDC/EUR,0.99839,0.99839,0.99839,0.99839,0.00000,0.0
1663498800,2022-09-18 11:00:00,USDC/EUR,0.99865,0.99865,0.99839,0.99839,59614.34713,59518.3680311207
1663495200,2022-09-18 10:00:00,USDC/EUR,0.99886,0.99886,0.99864,0.99874,1225.19342,1223.6496762908
1663491600,2022-09-18 09:00:00,USDC/EUR,0.99893,0.99902,0.99890,0.99902,2271.92201,2269.6955264301996
1663488000,2022-09-18 08:00:00,USDC/EUR,0.99881,0.99905,0.99881,0.99904,4029.33013,4025.4619730752
1663484400,2022-09-18 07:00:00,USDC/EUR,0.99895,0.99895,0.99867,0.99895,7761.37661,7753.2271645595
1663480800,2022-09-18 06:00:00,USDC/EUR,0.99895,0.99895,0.99895,0.99895,294.45881,294.14962824950004
1663477200,2022-09-18 05:00:00,USDC/EUR,0.99890,0.99890,0.99890,0.99890,38.78196,38.739299844
1663473600,2022-09-18 04:00:00,USDC/EUR,0.99898,0.99898,0.99898,0.99898,0.00000,0.0
1663470000,2022-09-18 03:00:00,USDC/EUR,0.99898,0.99898,0.99898,0.99898,0.00000,0.0
1663466400,2022-09-18 02:00:00,USDC/EUR,0.99898,0.99898,0.99898,0.99898,0.00000,0.0
1663462800,2022-09-18 01:00:00,USDC/EUR,0.99894,0.99898,0.99894,0.99898,249.70644,249.45173943119997
1663459200,2022-09-18 00:00:00,USDC/EUR,0.99874,0.99874,0.99874,0.99874,0.00000,0.0
1663455600,2022-09-17 23:00:00,USDC/EUR,0.99877,0.99878,0.99874,0.99874,7561.10020,7551.573213748
1663452000,2022-09-17 22:00:00,USDC/EUR,0.99888,0.99888,0.99888,0.99888,28.29451,28.2628201488
1663448400,2022-09-17 21:00:00,USDC/EUR,0.99915,0.99920,0.99893,0.99893,3254.89423,3251.4114931739
1663444800,2022-09-17 20:00:00,USDC/EUR,0.99910,0.99915,0.99910,0.99912,1236.19508,1235.1072283296
1663441200,2022-09-17 19:00:00,USDC/EUR,0.99911,0.99911,0.99911,0.99911,38.76675,38.7322475925
1663437600,2022-09-17 18:00:00,USDC/EUR,0.99910,0.99913,0.99908,0.99913,394.38071,394.0375987823
1663434000,2022-09-17 17:00:00,USDC/EUR,0.99909,0.99918,0.99909,0.99910,3286.18924,3283.2316696840003
1663430400,2022-09-17 16:00:00,USDC/EUR,0.99903,0.99909,0.99896,0.99908,6870.82017,6864.4990154436
1663426800,2022-09-17 15:00:00,USDC/EUR,0.99891,0.99907,0.99891,0.99907,27888.58203,27862.645648712103
1663423200,2022-09-17 14:00:00,USDC/EUR,0.99888,0.99894,0.99828,0.99888,98296.04151,98185.9499435088
1663419600,2022-09-17 13:00:00,USDC/EUR,0.99869,0.99889,0.99869,0.99888,1748.69736,1746.7388189567998
1663416000,2022-09-17 12:00:00,USDC/EUR,0.99888,0.99888,0.99869,0.99883,11446.27718,11432.885035699399
1663412400,2022-09-17 11:00:00,USDC/EUR,0.99881,0.99889,0.99881,0.99889,1622.81101,1621.0096897788999
1663408800,2022-09-17 10:00:00,USDC/EUR,0.99860,0.99875,0.99860,0.99875,2430.38771,2427.3497253625
1663405200,2022-09-17 09:00:00,USDC/EUR,0.99845,0.99890,0.99844,0.99885,56399.37703,56334.517746415506
1663401600,2022-09-17 08:00:00,USDC/EUR,0.99875,0.99875,0.99870,0.99870,357.46960,357.00488952
1663398000,2022-09-17 07:00:00,USDC/EUR,0.99872,0.99872,0.99869,0.99869,5469.56723,5462.402096928699
1663394400,2022-09-17 06:00:00,USDC/EUR,0.99870,0.99870,0.99870,0.99870,109.85499,109.712178513
1663390800,2022-09-17 05:00:00,USDC/EUR,0.99843,0.99843,0.99843,0.99843,69.75000,69.64049250000001
1663387200,2022-09-17 04:00:00,USDC/EUR,0.99856,0.99856,0.99856,0.99856,37.41107,37.3571980592
1663383600,2022-09-17 03:00:00,USDC/EUR,0.99845,0.99845,0.99845,0.99845,0.00000,0.0
1663380000,2022-09-17 02:00:00,USDC/EUR,0.99845,0.99845,0.99845,0.99845,0.00000,0.0
1663376400,2022-09-17 01:00:00,USDC/EUR,0.99845,0.99845,0.99845,0.99845,30.00690,29.960389305
1663372800,2022-09-17 00:00:00,USDC/EUR,0.99838,0.99859,0.99838,0.99859,1947.36118,1944.6154007362002
1663369200,2022-09-16 23:00:00,USDC/EUR,0.99845,0.99867,0.99835,0.99867,25565.04909,25531.047574710297
1663365600,2022-09-16 22:00:00,USDC/EUR,0.99862,0.99868,0.99862,0.99868,463.38113,462.7694669084
1663362000,2022-09-16 21:00:00,USDC/EUR,0.99855,0.99859,0.99842,0.99859,3382.29853,3377.5294890727
1663358400,2022-09-16 20:00:00,USDC/EUR,0.99885,0.99885,0.99882,0.99882,402.12824,401.65372867680003
1663354800,2022-09-16 19:00:00,USDC/EUR,0.99924,0.99966,0.99906,0.99921,1777.41306,1776.0089036826002
1663351200,2022-09-16 18:00:00,USDC/EUR,1.00027,1.00046,0.99955,0.99991,66433.30579,66427.3267924789
1663347600,2022-09-16 17:00:00,USDC/EUR,0.99951,0.99983,0.99902,0.99983,13776.81805,13774.4759909315
1663344000,2022-09-16 16:00:00,USDC/EUR,0.99949,0.99969,0.99896,0.99960,59679.95007,59656.078089972005
1663340400,2022-09-16 15:00:00,USDC/EUR,0.99777,0.99965,0.99776,0.99929,29933.08512,29911.8326295648
1663336800,2022-09-16 14:00:00,USDC/EUR,1.00236,1.00273,0.99684,0.99699,64558.06640,64363.74662013601
1663333200,2022-09-16 13:00:00,USDC/EUR,1.00382,1.00435,1.00271,1.00275,46156.66844,46283.59927821
1663329600,2022-09-16 12:00:00,USDC/EUR,1.00335,1.00462,1.00300,1.00389,82786.40912,83108.44825147679
1663326000,2022-09-16 11:00:00,USDC/EUR,1.00197,1.00319,1.00197,1.00319,1263.85702,1267.8887238938
1663322400,2022-09-16 10:00:00,USDC/EUR,1.00272,1.00296,1.00167,1.00167,189426.81145,189743.1542251215
1663318800,2022-09-16 09:00:00,USDC/EUR,1.00286,1.00286,1.00071,1.00229,989.29070,991.5561757029999
1663315200,2022-09-16 08:00:00,USDC/EUR,1.00215,1.00400,1.00215,1.00328,8978.55170,9008.001349576
1663311600,2022-09-16 07:00:00,USDC/EUR,1.00030,1.00464,1.00014,1.00394,9357.15649,9394.0236865706
1663308000,2022-09-16 06:00:00,USDC/EUR,1.00153,1.00155,0.99982,1.00111,3173.25046,3176.7727680106
1663304400,2022-09-16 05:00:00,USDC/EUR,0.99951,1.00122,0.99951,1.00122,5059.17251,5065.3447004622
1663300800,2022-09-16 04:00:00,USDC/EUR,0.99993,1.00003,0.99993,1.00003,234.58327,234.5903074981
1663297200,2022-09-16 03:00:00,USDC/EUR,1.00034,1.00034,1.00034,1.00034,417.41749,417.5594119466
1663293600,2022-09-16 02:00:00,USDC/EUR,1.00019,1.00060,1.00019,1.00060,629.96195,630.33992717
1663290000,2022-09-16 01:00:00,USDC/EUR,0.99855,0.99998,0.99820,0.99998,45596.59257,45595.6806381486
1663286400,2022-09-16 00:00:00,USDC/EUR,1.00087,1.00117,0.99919,0.99951,3380.60859,3378.9520917909
1663282800,2022-09-15 23:00:00,USDC/EUR,1.00057,1.00088,1.00057,1.00088,423.02529,423.39755225519997
1663279200,2022-09-15 22:00:00,USDC/EUR,1.00068,1.00068,0.99911,1.00057,10707.68463,10713.7880102391
1663275600,2022-09-15 21:00:00,USDC/EUR,0.99891,1.00017,0.99891,0.99902,2420.80287,2418.4304831874
1663272000,2022-09-15 20:00:00,USDC/EUR,0.99998,1.00056,0.99889,1.00028,29311.51997,29319.727195591604
1663268400,2022-09-15 19:00:00,USDC/EUR,1.00059,1.00110,1.00003,1.00053,13843.99605,13851.333367906498
1663264800,2022-09-15 18:00:00,USDC/EUR,1.00059,1.00060,0.99989,1.00060,8161.10380,8166.00046228
1663261200,2022-09-15 17:00:00,USDC/EUR,0.99872,1.00031,0.99872,1.00012,607.71918,607.7921063016
1663257600,2022-09-15 16:00:00,USDC/EUR,1.00095,1.00109,0.99994,1.00013,3715.95087,3716.4339436131
1663254000,2022-09-15 15:00:00,USDC/EUR,1.00043,1.00110,0.99931,1.00110,1374.21650,1375.7281381500002
1663250400,2022-09-15 14:00:00,USDC/EUR,0.99965,1.00073,0.99950,1.00032,63712.44505,63732.833032416005
1663246800,2022-09-15 13:00:00,USDC/EUR,0.99982,1.00148,0.99831,1.00000,61710.23596,61710.23596
1663243200,2022-09-15 12:00:00,USDC/EUR,1.00093,1.00093,0.99908,0.99908,2622.96315,2620.550023902
1663239600,2022-09-15 11:00:00,USDC/EUR,1.00215,1.00221,1.00092,1.00092,1994.93075,1996.76608629
1663236000,2022-09-15 10:00:00,USDC/EUR,1.00049,1.00261,1.00049,1.00261,2287.02624,2292.9953784864
1663232400,2022-09-15 09:00:00,USDC/EUR,1.00087,1.00087,1.00005,1.00077,6363.80472,6368.7048496344
1663228800,2022-09-15 08:00:00,USDC/EUR,1.00250,1.00250,0.99973,1.00076,8542.09041,8548.582398711602
1663225200,2022-09-15 07:00:00,USDC/EUR,1.00412,1.00412,1.00195,1.00227,5711.39063,5724.3554867301
1663221600,2022-09-15 06:00:00,USDC/EUR,1.00263,1.00361,1.00263,1.00361,1551.79743,1557.3994187223
1663218000,2022-09-15 05:00:00,USDC/EUR,1.00289,1.00313,1.00289,1.00313,4065.19276,4077.9168133388002
1663214400,2022-09-15 04:00:00,USDC/EUR,1.00242,1.00242,1.00242,1.00242,334.25369,335.06258392980004
1663210800,2022-09-15 03:00:00,USDC/EUR,1.00202,1.00202,1.00201,1.00201,1500.00000,1503.015
1663207200,2022-09-15 02:00:00,USDC/EUR,1.00124,1.00241,1.00124,1.00237,12934.34056,12964.994947127201
1663203600,2022-09-15 01:00:00,USDC/EUR,1.00192,1.00192,1.00192,1.00192,0.00000,0.0
