https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEAR3L,Volume USDT
1663459200,2022-09-18 00:00:00,NEAR3L/USDT,0.001734,0.00174,0.001677,0.001706,7380332.8702,12627.6713954979
1663372800,2022-09-17 00:00:00,NEAR3L/USDT,0.001545,0.001748,0.001545,0.001722,125179385.9608,207542.0754827954
1663286400,2022-09-16 00:00:00,NEAR3L/USDT,0.001523,0.001598,0.001414,0.001545,151113149.4971,230452.6951352315
1663200000,2022-09-15 00:00:00,NEAR3L/USDT,0.001951,0.001962,0.001488,0.001524,180121997.5809,303868.8526645258
1663113600,2022-09-14 00:00:00,NEAR3L/USDT,0.00184,0.002004,0.001738,0.001937,172150829.657,326701.2124479628
1663027200,2022-09-13 00:00:00,NEAR3L/USDT,0.002992,0.002993,0.001822,0.00184,247470098.81037738,562634.8544394323325
1662940800,2022-09-12 00:00:00,NEAR3L/USDT,0.002683,0.003283,0.002379,0.003015,167767101.85466815,485657.46135518861885
1662854400,2022-09-11 00:00:00,NEAR3L/USDT,0.002529,0.002876,0.002261,0.002676,91511055.4732,237211.6086993777
1662768000,2022-09-10 00:00:00,NEAR3L/USDT,0.002579,0.002692,0.002301,0.002542,87201482.82815389,216574.26709828790887
1662681600,2022-09-09 00:00:00,NEAR3L/USDT,0.002376,0.00268,0.002269,0.002565,129989604.625,323567.9071549133
1662595200,2022-09-08 00:00:00,NEAR3L/USDT,0.001972,0.0024,0.001969,0.002385,194776081.85754946,418839.2489833834621
1662508800,2022-09-07 00:00:00,NEAR3L/USDT,0.001628,0.002036,0.001572,0.00197,132111551.50955908,234330.16568095251932
1662422400,2022-09-06 00:00:00,NEAR3L/USDT,0.001833,0.002212,0.001484,0.001618,250994729.45316464,474565.62008392850528
1662336000,2022-09-05 00:00:00,NEAR3L/USDT,0.001852,0.0019,0.001672,0.001822,74382139.2899,132364.9945242826
1662249600,2022-09-04 00:00:00,NEAR3L/USDT,0.001771,0.001856,0.001651,0.001846,71743278.85700216,127712.84131158126768
1662163200,2022-09-03 00:00:00,NEAR3L/USDT,0.001775,0.00182,0.001713,0.001768,42062821.8001,74385.2693754478
1662076800,2022-09-02 00:00:00,NEAR3L/USDT,0.002014,0.002066,0.001698,0.001787,171295632.39919784,326223.69384127313232
1661990400,2022-09-01 00:00:00,NEAR3L/USDT,0.002074,0.002132,0.001819,0.002012,172622617.9628,337760.823727179
1661904000,2022-08-31 00:00:00,NEAR3L/USDT,0.001839,0.002212,0.001825,0.002076,123003132.73716007,249544.5881015993798
1661817600,2022-08-30 00:00:00,NEAR3L/USDT,0.001652,0.001919,0.001546,0.001836,206177177.13227219,357397.0075416963531
1661731200,2022-08-29 00:00:00,NEAR3L/USDT,0.001354,0.001681,0.001271,0.001661,156097013.3382282,230854.95300892317895
1661644800,2022-08-28 00:00:00,NEAR3L/USDT,0.001535,0.001564,0.001325,0.001363,77247369.59401821,114138.82808625205242
1661558400,2022-08-27 00:00:00,NEAR3L/USDT,0.001553,0.001628,0.001433,0.001544,109994611.49591817,169762.05147663852183
1661472000,2022-08-26 00:00:00,NEAR3L/USDT,0.002124,0.0023,0.0015,0.001556,204978649.6135468,397526.69375843168965
1661385600,2022-08-25 00:00:00,NEAR3L/USDT,0.00206,0.002329,0.001956,0.002125,135945035.04516514,288471.39935698813309
1661299200,2022-08-24 00:00:00,NEAR3L/USDT,0.002128,0.002265,0.001893,0.00206,212277201.95984592,448259.50896968594591
1661212800,2022-08-23 00:00:00,NEAR3L/USDT,0.001888,0.002285,0.001728,0.002126,250033262.06900254,513891.93718900879669
1661126400,2022-08-22 00:00:00,NEAR3L/USDT,0.002043,0.002061,0.001604,0.001888,191756445.22622547,343750.82509058859618
1661040000,2022-08-21 00:00:00,NEAR3L/USDT,0.001953,0.002164,0.00184,0.002038,125184566.9609488,251383.74145250790324
1660953600,2022-08-20 00:00:00,NEAR3L/USDT,0.0021,0.002425,0.00176,0.00196,112044880.45396483,236177.00425819185288
1660867200,2022-08-19 00:00:00,NEAR3L/USDT,0.003421,0.003552,0.002021,0.002097,171448237.01703689,439826.48450787782487
1660780800,2022-08-18 00:00:00,NEAR3L/USDT,0.003682,0.004175,0.003372,0.003405,71914706.92749768,282135.58010754010154
1660694400,2022-08-17 00:00:00,NEAR3L/USDT,0.004455,0.005018,0.003579,0.003695,93587969.17669435,390735.42552945336814
1660608000,2022-08-16 00:00:00,NEAR3L/USDT,0.004815,0.00511,0.004365,0.004432,48943120.50993479,231023.12940917827504
1660521600,2022-08-15 00:00:00,NEAR3L/USDT,0.005422,0.006046,0.00458,0.00478,54822132.23160496,287242.54693115302988
1660435200,2022-08-14 00:00:00,NEAR3L/USDT,0.006245,0.006455,0.005151,0.005441,64136582.37217342,372209.49449748591397
1660348800,2022-08-13 00:00:00,NEAR3L/USDT,0.00659,0.00693,0.00613,0.00624,42778015.52081163,276857.02774546674723
1660262400,2022-08-12 00:00:00,NEAR3L/USDT,0.005932,0.006822,0.005573,0.006619,80304986.39369299,507457.23687275580217
1660176000,2022-08-11 00:00:00,NEAR3L/USDT,0.006331,0.00707,0.005808,0.005929,59208013.81326471,367964.01802469035545
1660089600,2022-08-10 00:00:00,NEAR3L/USDT,0.004925,0.006851,0.00445,0.006331,131724969.09001739,730654.25558644958997
1660003200,2022-08-09 00:00:00,NEAR3L/USDT,0.005299,0.005606,0.004403,0.004955,89155196.85097161,441894.16278399253218
1659916800,2022-08-08 00:00:00,NEAR3L/USDT,0.004092,0.00591,0.004067,0.005293,119565198.54517382,611122.66151139542268
1659830400,2022-08-07 00:00:00,NEAR3L/USDT,0.003911,0.004613,0.003714,0.004092,106186910.7950904,452743.60394231752337
1659744000,2022-08-06 00:00:00,NEAR3L/USDT,0.004695,0.004732,0.003881,0.003931,77030212.08441242,325160.31662741392762
