https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KZT,Volume ETH
1663448400000,2022-09-17 21:00:00,ETH/KZT,683132.77,700381.62,678513.05,686130.85,664792.1805649999,0.9689
1663444800000,2022-09-17 20:00:00,ETH/KZT,698159.7,699957.56,678802.66,696404.99,608727.601759,0.8741
1663441200000,2022-09-17 19:00:00,ETH/KZT,700039.06,700039.06,678677.95,692910.24,675933.93912,0.9755
1663437600000,2022-09-17 18:00:00,ETH/KZT,691670.07,700274.68,679246.09,698790.81,582162.623811,0.8331
1663434000000,2022-09-17 17:00:00,ETH/KZT,698888.01,699467.99,678578.96,686851.09,640763.381861,0.9329
1663430400000,2022-09-17 16:00:00,ETH/KZT,692103.6,699733.54,678831.8,689623.21,700657.1813599999,1.016
1663426800000,2022-09-17 15:00:00,ETH/KZT,687468.62,699992.07,678583.65,697374.82,716203.9401399998,1.027
1663423200000,2022-09-17 14:00:00,ETH/KZT,695586.52,700339.52,678799.27,695533.53,655609.905378,0.9426
1663419600000,2022-09-17 13:00:00,ETH/KZT,685591.07,700463.09,662000.0,699124.93,740723.8281274034,1.05950138
1663416000000,2022-09-17 12:00:00,ETH/KZT,700208.85,700446.45,662000.0,674349.49,655292.3734126,0.97174
1663412400000,2022-09-17 11:00:00,ETH/KZT,689754.32,700015.93,679359.78,685872.83,642388.492578,0.9366
1663408800000,2022-09-17 10:00:00,ETH/KZT,699141.49,700453.27,678636.67,686017.56,662898.768228,0.9663
1663405200000,2022-09-17 09:00:00,ETH/KZT,695908.14,700344.59,678523.93,693360.8,671450.5987200001,0.9684
1663401600000,2022-09-17 08:00:00,ETH/KZT,682822.01,700372.78,678603.34,700372.78,679851.857546,0.9707
1663398000000,2022-09-17 07:00:00,ETH/KZT,694760.74,699614.06,673929.45,692752.74,646684.68279,0.9335
1663394400000,2022-09-17 06:00:00,ETH/KZT,677304.51,696870.77,670439.45,689488.02,642809.681046,0.9323
1663390800000,2022-09-17 05:00:00,ETH/KZT,683593.37,696714.05,670182.1,678445.08,670642.96158,0.9885
1663387200000,2022-09-17 04:00:00,ETH/KZT,687272.95,696472.6,670232.1,693831.11,672391.728701,0.9691
1663383600000,2022-09-17 03:00:00,ETH/KZT,684983.59,697439.93,654849.0,693998.68,617730.7789831425,0.89010368
1663380000000,2022-09-17 02:00:00,ETH/KZT,673764.62,698315.85,673659.84,677011.85,709643.82117,1.0482
1663376400000,2022-09-17 01:00:00,ETH/KZT,684325.8,697671.13,673810.75,689908.82,573935.1473579999,0.8319
1663372800000,2022-09-17 00:00:00,ETH/KZT,676560.41,698258.95,673941.68,686713.24,707726.665144,1.0306
1663369200000,2022-09-16 23:00:00,ETH/KZT,693571.33,703076.33,672001.0,697304.68,671111.7754938324,0.96243693
1663365600000,2022-09-16 22:00:00,ETH/KZT,699257.62,703216.7,685712.35,697656.42,647215.860834,0.9277
1663362000000,2022-09-16 21:00:00,ETH/KZT,700209.89,703100.98,685741.55,697461.03,748794.1618080001,1.0736
1663358400000,2022-09-16 20:00:00,ETH/KZT,701036.3,703167.85,686382.77,696492.68,700880.5838840001,1.0063
1663354800000,2022-09-16 19:00:00,ETH/KZT,688695.24,703499.15,685659.61,696381.76,627161.413056,0.9006
1663351200000,2022-09-16 18:00:00,ETH/KZT,701467.81,703349.34,685524.19,688634.02,643528.49169,0.9345
1663347600000,2022-09-16 17:00:00,ETH/KZT,687000.45,703327.74,685519.88,690724.55,676288.406905,0.9791
1663344000000,2022-09-16 16:00:00,ETH/KZT,699897.33,703303.32,672001.0,694294.67,675390.1578362122,0.97277163
1663340400000,2022-09-16 15:00:00,ETH/KZT,693245.42,703498.29,678617.86,700028.68,700028.68,1.0
1663336800000,2022-09-16 14:00:00,ETH/KZT,700078.1,703199.37,685634.29,700918.74,737576.790102,1.0523
1663333200000,2022-09-16 13:00:00,ETH/KZT,695264.72,706946.74,682451.19,701282.91,673727.9546308689,0.96070779
1663329600000,2022-09-16 12:00:00,ETH/KZT,686957.51,703039.69,685601.34,689732.54,673454.852056,0.9764
1663326000000,2022-09-16 11:00:00,ETH/KZT,695617.73,703315.43,685946.28,700117.67,611272.737677,0.8731
1663322400000,2022-09-16 10:00:00,ETH/KZT,691352.71,703016.46,685860.56,696683.5,541114.07445,0.7767
1663318800000,2022-09-16 09:00:00,ETH/KZT,686953.33,703409.89,685706.75,698585.85,674065.486665,0.9649
1663315200000,2022-09-16 08:00:00,ETH/KZT,693651.57,703522.1,685601.06,687514.34,703327.16982,1.023
1663311600000,2022-09-16 07:00:00,ETH/KZT,691662.58,717033.28,691662.58,702271.73,623617.2962399999,0.888
1663308000000,2022-09-16 06:00:00,ETH/KZT,691735.63,717024.31,691735.63,697003.15,662919.695965,0.9511
1663304400000,2022-09-16 05:00:00,ETH/KZT,701687.44,716884.13,692161.16,698767.14,622322.014884,0.8906
1663300800000,2022-09-16 04:00:00,ETH/KZT,704446.44,716264.54,691618.96,698436.32,693477.422128,0.9929
1663297200000,2022-09-16 03:00:00,ETH/KZT,700957.9,716552.14,691622.69,712071.92,674474.5226240001,0.9472
1663293600000,2022-09-16 02:00:00,ETH/KZT,708811.85,716535.26,691479.64,708404.74,679430.986134,0.9591
1663290000000,2022-09-16 01:00:00,ETH/KZT,710079.68,717244.61,692387.47,706187.0,741284.4939,1.0497
1663286400000,2022-09-16 00:00:00,ETH/KZT,701947.0,717153.85,685001.0,703716.42,731383.7769917052,1.03931606
1663282800000,2022-09-15 23:00:00,ETH/KZT,709926.9,720908.19,700545.85,701742.83,677673.0509309999,0.9657
1663279200000,2022-09-15 22:00:00,ETH/KZT,703367.48,720887.05,693179.44,720734.16,633957.7671360001,0.8796
1663275600000,2022-09-15 21:00:00,ETH/KZT,701529.98,721000.22,700609.9,700737.57,620362.970721,0.8853
1663272000000,2022-09-15 20:00:00,ETH/KZT,719597.8,720556.62,700764.96,717944.04,681831.454788,0.9497
1663268400000,2022-09-15 19:00:00,ETH/KZT,717885.57,720574.13,700531.17,704520.03,632165.822919,0.8973
1663264800000,2022-09-15 18:00:00,ETH/KZT,703544.56,720898.68,701084.42,707658.11,651965.416743,0.9213
1663261200000,2022-09-15 17:00:00,ETH/KZT,710495.3,720462.69,700509.16,714159.09,746224.8331409999,1.0449
1663257600000,2022-09-15 16:00:00,ETH/KZT,708995.57,721010.24,700539.73,718636.32,717055.320096,0.9978
1663254000000,2022-09-15 15:00:00,ETH/KZT,769159.77,769159.77,696001.0,702420.8,671465.1574892481,0.95593006
1663250400000,2022-09-15 14:00:00,ETH/KZT,774935.64,786615.62,712580.52,746960.74,794957.2401604328,1.06425572
1663246800000,2022-09-15 13:00:00,ETH/KZT,758658.09,786614.57,755508.92,769433.49,851224.269987,1.1063
1663243200000,2022-09-15 12:00:00,ETH/KZT,752836.39,781334.05,737490.75,771545.48,699868.904908,0.9071
1663239600000,2022-09-15 11:00:00,ETH/KZT,765487.06,766170.06,747374.75,758167.54,740881.320088,0.9772
1663236000000,2022-09-15 10:00:00,ETH/KZT,768107.16,777485.2,747238.5,762817.54,736652.898378,0.9657
1663232400000,2022-09-15 09:00:00,ETH/KZT,757011.98,786097.14,751347.56,766022.89,648668.183252,0.8468
1663228800000,2022-09-15 08:00:00,ETH/KZT,778331.94,786630.54,755963.88,756933.91,749364.5709,0.99
1663225200000,2022-09-15 07:00:00,ETH/KZT,759773.24,786364.45,734277.96,772529.3,743945.7159000001,0.963
1663221600000,2022-09-15 06:00:00,ETH/KZT,755367.02,774651.16,732035.32,760529.55,752848.2015450001,0.9899
1663218000000,2022-09-15 05:00:00,ETH/KZT,756318.63,776076.59,731211.0,755328.95,704570.8445599999,0.9328
1663214400000,2022-09-15 04:00:00,ETH/KZT,745085.3,775756.75,725160.87,734144.08,668217.941616,0.9102
1663210800000,2022-09-15 03:00:00,ETH/KZT,746028.79,753925.01,722466.32,743039.3,656178.00583,0.8831
1663207200000,2022-09-15 02:00:00,ETH/KZT,740947.61,754790.48,722658.08,747553.7,699859.77394,0.9362
1663203600000,2022-09-15 01:00:00,ETH/KZT,742371.53,755069.62,722325.9,724397.88,711938.236464,0.9828
1663200000000,2022-09-15 00:00:00,ETH/KZT,742102.74,754271.99,721948.55,743078.31,657698.6121810001,0.8851
1663196400000,2022-09-14 23:00:00,ETH/KZT,741732.86,754073.55,722296.39,726579.43,727451.3253160001,1.0012
1663192800000,2022-09-14 22:00:00,ETH/KZT,724904.61,754916.52,722265.51,727674.97,659200.755323,0.9059
1663189200000,2022-09-14 21:00:00,ETH/KZT,722483.49,755063.9,722483.49,750669.23,720342.193108,0.9596
1663185600000,2022-09-14 20:00:00,ETH/KZT,753736.0,753736.0,722152.91,728575.06,747809.441584,1.0264
1663182000000,2022-09-14 19:00:00,ETH/KZT,727136.59,753996.2,722329.32,731313.31,825140.8076730001,1.1283
1663178400000,2022-09-14 18:00:00,ETH/KZT,735411.7,754664.09,722241.57,739914.13,667920.485151,0.9027
1663174800000,2022-09-14 17:00:00,ETH/KZT,723133.83,754995.93,722213.65,735494.08,646057.999872,0.8784
1663171200000,2022-09-14 16:00:00,ETH/KZT,738319.07,753607.86,723087.52,737293.56,663490.4746440001,0.8999
1663167600000,2022-09-14 15:00:00,ETH/KZT,744303.55,754589.14,722492.98,742011.08,695412.7841759999,0.9372
1663164000000,2022-09-14 14:00:00,ETH/KZT,750682.27,766400.75,722012.93,723625.14,825945.734796,1.1414
1663160400000,2022-09-14 13:00:00,ETH/KZT,739421.13,768962.1,729067.66,744578.06,601395.699062,0.8077
1663156800000,2022-09-14 12:00:00,ETH/KZT,760642.05,768592.61,728288.06,760709.54,720772.2891500001,0.9475
1663153200000,2022-09-14 11:00:00,ETH/KZT,737803.79,768640.16,728164.92,747267.72,655353.79044,0.877
1663149600000,2022-09-14 10:00:00,ETH/KZT,768497.83,768512.07,728130.39,729569.41,726797.0462420001,0.9962
1663146000000,2022-09-14 09:00:00,ETH/KZT,735513.38,768062.71,728388.46,728388.46,675434.618958,0.9273
1663142400000,2022-09-14 08:00:00,ETH/KZT,745083.95,768721.09,728294.97,735816.62,664663.152846,0.9033
1663138800000,2022-09-14 07:00:00,ETH/KZT,743875.27,768580.46,728599.45,730871.72,727655.884432,0.9956
1663135200000,2022-09-14 06:00:00,ETH/KZT,767345.53,767833.91,728042.84,745937.35,660825.898365,0.8859
1663131600000,2022-09-14 05:00:00,ETH/KZT,742427.46,768705.61,728464.72,741469.05,733090.449735,0.9887
1663128000000,2022-09-14 04:00:00,ETH/KZT,737798.69,767043.78,728400.28,738526.82,728482.855248,0.9864
1663124400000,2022-09-14 03:00:00,ETH/KZT,768414.34,768927.75,728075.56,754504.78,796530.6962460001,1.0557
1663120800000,2022-09-14 02:00:00,ETH/KZT,778041.15,784507.9,729431.96,729431.96,665033.2132703264,0.91171384
1663117200000,2022-09-14 01:00:00,ETH/KZT,786241.94,787730.15,772335.0,784412.64,633334.765536,0.8074
1663113600000,2022-09-14 00:00:00,ETH/KZT,782893.27,787804.15,772451.11,784049.6,666520.56496,0.8501
1663110000000,2022-09-13 23:00:00,ETH/KZT,785270.1,787535.02,767114.77,782788.35,789833.4451499999,1.009
1663106400000,2022-09-13 22:00:00,ETH/KZT,775652.11,787569.65,772321.39,781449.16,428312.28459600004,0.5481
1663095600000,2022-09-13 19:00:00,ETH/KZT,779610.57,787786.29,772015.23,782374.81,680509.6097380001,0.8698
1663092000000,2022-09-13 18:00:00,ETH/KZT,785917.79,787999.86,772445.25,778297.97,839627.8500359999,1.0788
1663088400000,2022-09-13 17:00:00,ETH/KZT,775046.0,786667.64,772255.82,778950.72,703859.870592,0.9036
1663084800000,2022-09-13 16:00:00,ETH/KZT,772106.24,787665.33,772106.24,779288.64,769235.816544,0.9871
1663081200000,2022-09-13 15:00:00,ETH/KZT,777769.33,787846.84,772239.12,782192.26,837180.375878,1.0703
1663077600000,2022-09-13 14:00:00,ETH/KZT,783274.58,791648.3,760000.0,781786.61,851891.2290636352,1.08967232
1663074000000,2022-09-13 13:00:00,ETH/KZT,812678.7,828144.9,760000.01,794633.41,686024.1472029855,0.86332155
1663070400000,2022-09-13 12:00:00,ETH/KZT,856291.46,863424.49,780000.0,789894.49,986337.6398451807,1.24869543
1663066800000,2022-09-13 11:00:00,ETH/KZT,831590.45,863281.62,817208.41,827517.07,811049.4803069999,0.9801
1663063200000,2022-09-13 10:00:00,ETH/KZT,838545.55,898894.31,794975.64,817486.84,724748.4678633015,0.88655674
1663059600000,2022-09-13 09:00:00,ETH/KZT,802230.4,898895.0,782000.0,830940.91,810653.5209199864,0.97558504
1663056000000,2022-09-13 08:00:00,ETH/KZT,794322.02,808494.88,793453.96,799812.35,785815.633875,0.9825
1663052400000,2022-09-13 07:00:00,ETH/KZT,797742.76,807808.71,793714.88,801836.31,815547.710901,1.0171
1663048800000,2022-09-13 06:00:00,ETH/KZT,803275.14,808346.69,793420.89,803196.79,746410.7769470001,0.9293
1663045200000,2022-09-13 05:00:00,ETH/KZT,789697.75,814057.7,789697.75,802973.26,1042363.3006063678,1.29812953
1663041600000,2022-09-13 04:00:00,ETH/KZT,788735.41,802890.86,777564.07,795943.43,754554.37164,0.948
1663038000000,2022-09-13 03:00:00,ETH/KZT,797631.64,803641.79,783424.34,789478.25,790978.258675,1.0019
1663034400000,2022-09-13 02:00:00,ETH/KZT,790376.78,803466.35,790223.26,801115.78,700816.0843440001,0.8748
1663030800000,2022-09-13 01:00:00,ETH/KZT,803308.77,813286.2,790398.82,796358.27,838565.25831,1.053
1663027200000,2022-09-13 00:00:00,ETH/KZT,796612.75,814745.81,788371.86,798482.9,949999.6135668461,1.18975574
1663023600000,2022-09-12 23:00:00,ETH/KZT,783870.97,803882.89,775733.41,798709.97,733854.7204359999,0.9188
1663020000000,2022-09-12 22:00:00,ETH/KZT,807718.41,808258.63,781218.56,787219.59,693304.292913,0.8807
1663016400000,2022-09-12 21:00:00,ETH/KZT,793863.93,808747.89,781409.5,801427.67,769931.5625690001,0.9607
1663012800000,2022-09-12 20:00:00,ETH/KZT,796328.18,808768.62,781468.53,784679.42,713430.5286640001,0.9092
1663009200000,2022-09-12 19:00:00,ETH/KZT,787095.05,813736.71,781015.59,802359.85,809982.268575,1.0095
1663005600000,2022-09-12 18:00:00,ETH/KZT,799032.88,813755.39,784640.14,811033.61,669832.658499,0.8259
1663002000000,2022-09-12 17:00:00,ETH/KZT,795955.15,813626.84,783192.45,810651.9,836917.02156,1.0324
1662998400000,2022-09-12 16:00:00,ETH/KZT,809635.68,813168.88,783163.9,799400.77,805636.0960060001,1.0078
1662994800000,2022-09-12 15:00:00,ETH/KZT,798555.29,813496.89,783904.02,794331.26,851999.709476,1.0726
1662991200000,2022-09-12 14:00:00,ETH/KZT,808854.75,813796.31,783399.75,811641.33,714244.3704,0.88
1662987600000,2022-09-12 13:00:00,ETH/KZT,805539.44,823822.7,783523.05,806819.94,807707.441934,1.0011
1662984000000,2022-09-12 12:00:00,ETH/KZT,796723.48,823343.68,794310.48,808721.55,806861.490435,0.9977
1662980400000,2022-09-12 11:00:00,ETH/KZT,803763.04,807750.76,794147.39,804414.47,783177.927992,0.9736
1662976800000,2022-09-12 10:00:00,ETH/KZT,815002.21,823810.57,794674.42,796654.33,958190.2634865502,1.20276791
1662973200000,2022-09-12 09:00:00,ETH/KZT,818540.22,826336.6,802000.0,819638.04,855712.5395558688,1.04401272
1662969600000,2022-09-12 08:00:00,ETH/KZT,815123.18,825362.62,811171.33,820816.34,843388.78935,1.0275
1662966000000,2022-09-12 07:00:00,ETH/KZT,819078.97,825473.11,799897.72,823357.79,828709.615635,1.0065
1662962400000,2022-09-12 06:00:00,ETH/KZT,811993.68,820274.42,799926.76,811199.9,749061.98766,0.9234
1662958800000,2022-09-12 05:00:00,ETH/KZT,808524.45,820920.2,794797.05,810548.11,801632.08079,0.989
1662955200000,2022-09-12 04:00:00,ETH/KZT,804599.08,820950.57,798533.59,803890.31,836769.423679,1.0409
1662951600000,2022-09-12 03:00:00,ETH/KZT,816868.29,820924.53,796885.04,813147.16,819489.7078480001,1.0078
1662948000000,2022-09-12 02:00:00,ETH/KZT,810903.87,820805.1,799788.46,815159.59,814262.9144509999,0.9989
1662944400000,2022-09-12 01:00:00,ETH/KZT,806687.15,820228.39,800269.53,818524.02,820979.5920599999,1.003
1662940800000,2022-09-12 00:00:00,ETH/KZT,803697.36,818486.43,783679.74,810078.56,726235.4290400001,0.8965
1662937200000,2022-09-11 23:00:00,ETH/KZT,805555.76,813111.04,783730.02,811083.2,727054.9804799999,0.8964
1662933600000,2022-09-11 22:00:00,ETH/KZT,804924.08,813526.84,783869.54,804087.15,808670.446755,1.0057
1662930000000,2022-09-11 21:00:00,ETH/KZT,797866.99,813616.91,784480.02,809460.12,768906.167988,0.9499
1662926400000,2022-09-11 20:00:00,ETH/KZT,807490.07,813516.79,783254.46,805959.7,762034.8963499999,0.9455
1662922800000,2022-09-11 19:00:00,ETH/KZT,803345.34,821602.46,783445.96,799984.41,706226.237148,0.8828
1662919200000,2022-09-11 18:00:00,ETH/KZT,807176.46,820678.37,786894.53,802241.86,836658.0357939999,1.0429
1662915600000,2022-09-11 17:00:00,ETH/KZT,810768.65,813608.03,783082.35,788195.27,862600.903488,1.0944
1662912000000,2022-09-11 16:00:00,ETH/KZT,793332.68,813822.5,783348.49,791735.02,752544.13651,0.9505
1662908400000,2022-09-11 15:00:00,ETH/KZT,793961.63,812330.71,783347.23,802762.19,802842.4662189999,1.0001
1662904800000,2022-09-11 14:00:00,ETH/KZT,790948.13,812936.95,783316.24,795218.13,824084.548119,1.0363
1662901200000,2022-09-11 13:00:00,ETH/KZT,791481.18,822707.4,783582.6,811982.65,827004.329025,1.0185
1662897600000,2022-09-11 12:00:00,ETH/KZT,786918.83,813572.67,783338.99,792918.62,760012.49727,0.9585
1662894000000,2022-09-11 11:00:00,ETH/KZT,798129.43,813713.76,783099.45,801509.56,760632.57244,0.949
1662890400000,2022-09-11 10:00:00,ETH/KZT,779783.31,813788.65,777476.18,804954.92,734038.391548,0.9119
1662886800000,2022-09-11 09:00:00,ETH/KZT,814168.07,825662.14,778974.65,778974.65,800630.1452700001,1.0278
1662883200000,2022-09-11 08:00:00,ETH/KZT,818748.34,825765.91,800000.0,824103.02,799270.2495290682,0.96986691
1662879600000,2022-09-11 07:00:00,ETH/KZT,822318.52,825737.18,811357.82,816298.5,736219.6171500001,0.9019
1662876000000,2022-09-11 06:00:00,ETH/KZT,821975.48,825811.55,811093.65,815744.25,808402.55175,0.991
1662872400000,2022-09-11 05:00:00,ETH/KZT,819722.15,825726.0,811789.09,825657.94,774549.713514,0.9381
1662868800000,2022-09-11 04:00:00,ETH/KZT,821359.17,825244.25,811384.48,822112.51,775580.941934,0.9434
1662865200000,2022-09-11 03:00:00,ETH/KZT,819335.62,825819.82,811081.8,813567.69,830001.757338,1.0202
1662861600000,2022-09-11 02:00:00,ETH/KZT,824563.27,825763.03,812902.36,821896.7,690721.98668,0.8404
1662858000000,2022-09-11 01:00:00,ETH/KZT,804451.14,824253.32,802959.84,811787.43,793522.212825,0.9775
1662854400000,2022-09-11 00:00:00,ETH/KZT,801364.77,822209.06,783239.24,803128.83,655594.0639289999,0.8163
1662850800000,2022-09-10 23:00:00,ETH/KZT,805350.79,813383.43,787108.35,800452.81,713203.45371,0.891
1662847200000,2022-09-10 22:00:00,ETH/KZT,805069.64,820028.53,786692.88,814165.6,745205.77368,0.9153
1662843600000,2022-09-10 21:00:00,ETH/KZT,801018.29,815286.09,787058.59,792727.3,807709.84597,1.0189
1662840000000,2022-09-10 20:00:00,ETH/KZT,810368.29,814312.58,786937.08,807742.12,735691.5228960001,0.9108
1662836400000,2022-09-10 19:00:00,ETH/KZT,797424.78,815236.77,786688.29,794369.82,770777.036346,0.9703
1662832800000,2022-09-10 18:00:00,ETH/KZT,805677.14,815295.68,786577.32,791316.91,758002.468089,0.9579
1662829200000,2022-09-10 17:00:00,ETH/KZT,800406.08,815330.91,786606.73,786606.73,828611.5293819999,1.0534
1662825600000,2022-09-10 16:00:00,ETH/KZT,801026.58,815201.42,787339.87,813814.1,729828.48488,0.8968
1662822000000,2022-09-10 15:00:00,ETH/KZT,789488.7,814795.68,787703.84,809053.16,699426.4568200001,0.8645
1662818400000,2022-09-10 14:00:00,ETH/KZT,800552.4,815097.25,786847.48,789828.43,716927.265911,0.9077
1662814800000,2022-09-10 13:00:00,ETH/KZT,787208.58,814629.74,786861.53,809314.16,890812.095912,1.1007
1662811200000,2022-09-10 12:00:00,ETH/KZT,809829.66,813996.83,787687.91,806690.42,756514.275876,0.9378
1662807600000,2022-09-10 11:00:00,ETH/KZT,801637.42,814985.9,787005.23,790523.77,762302.0714110001,0.9643
1662804000000,2022-09-10 10:00:00,ETH/KZT,806912.85,813747.72,786583.81,803449.44,656578.882368,0.8172
1662800400000,2022-09-10 09:00:00,ETH/KZT,794211.68,815300.14,786573.34,803628.4,674806.76748,0.8397
1662796800000,2022-09-10 08:00:00,ETH/KZT,813894.99,815192.61,788316.04,795514.89,708803.76699,0.891
1662793200000,2022-09-10 07:00:00,ETH/KZT,801992.37,814544.5,787323.41,813505.95,745334.15139,0.9162
1662789600000,2022-09-10 06:00:00,ETH/KZT,793308.48,813591.98,787792.24,795300.28,722053.124212,0.9079
1662786000000,2022-09-10 05:00:00,ETH/KZT,802828.65,815006.3,787331.14,800893.85,735220.5543,0.918
1662782400000,2022-09-10 04:00:00,ETH/KZT,813411.56,814089.26,786688.88,792475.11,827661.0048839999,1.0444
1662778800000,2022-09-10 03:00:00,ETH/KZT,786713.68,814629.08,786713.68,797300.42,865708.7960360001,1.0858
1662775200000,2022-09-10 02:00:00,ETH/KZT,798023.57,815094.77,787521.07,792532.19,766695.640606,0.9674
1662771600000,2022-09-10 01:00:00,ETH/KZT,803470.65,815041.1,786891.98,812084.34,972146.163414,1.1971
1662768000000,2022-09-10 00:00:00,ETH/KZT,794782.04,814874.74,787450.01,810262.06,707358.77838,0.873
1662764400000,2022-09-09 23:00:00,ETH/KZT,787629.61,814695.73,786745.22,807410.69,890493.2500009999,1.1029
1662760800000,2022-09-09 22:00:00,ETH/KZT,804801.37,814266.68,787202.77,797605.82,740896.046198,0.9289
1662757200000,2022-09-09 21:00:00,ETH/KZT,805182.58,815164.69,786942.06,802878.3,749888.3322000001,0.934
1662753600000,2022-09-09 20:00:00,ETH/KZT,814006.43,815331.61,787748.26,789618.38,721869.122996,0.9142
1662750000000,2022-09-09 19:00:00,ETH/KZT,808295.2,814553.77,786981.18,810059.83,785028.981253,0.9691
1662746400000,2022-09-09 18:00:00,ETH/KZT,805222.82,814705.03,786916.42,801435.81,677533.833774,0.8454
1662742800000,2022-09-09 17:00:00,ETH/KZT,793596.04,814645.13,786791.3,796447.7,758775.72379,0.9527
1662739200000,2022-09-09 16:00:00,ETH/KZT,797856.3,815301.71,786809.95,814674.5,764816.4206,0.9388
1662735600000,2022-09-09 15:00:00,ETH/KZT,789751.38,814814.94,786623.87,809938.55,687637.82895,0.849
1662732000000,2022-09-09 14:00:00,ETH/KZT,790642.18,813966.12,786638.65,796094.93,718077.6268600001,0.902
1662728400000,2022-09-09 13:00:00,ETH/KZT,800680.43,813205.38,787782.53,791397.43,592519.255841,0.7487
1662724800000,2022-09-09 12:00:00,ETH/KZT,785885.53,807864.45,760000.0,789176.98,714568.4566309731,0.90546034
1662721200000,2022-09-09 11:00:00,ETH/KZT,788217.25,791175.02,773520.71,790877.5,757344.294,0.9576
1662717600000,2022-09-09 10:00:00,ETH/KZT,781890.72,791369.03,773772.0,779356.37,667830.473453,0.8569
1662714000000,2022-09-09 09:00:00,ETH/KZT,786043.42,791151.22,773748.85,777142.04,692278.1292320001,0.8908
1662710400000,2022-09-09 08:00:00,ETH/KZT,791403.77,791403.77,773799.3,775786.04,687424.010044,0.8861
1662706800000,2022-09-09 07:00:00,ETH/KZT,805811.25,826301.51,775126.43,776289.49,847233.6859952916,1.09138884
1662703200000,2022-09-09 06:00:00,ETH/KZT,760731.07,821229.52,759375.28,821229.52,839795.9426865216,1.02260808
1662699600000,2022-09-09 05:00:00,ETH/KZT,757720.66,779927.46,755320.86,778955.21,773969.8966559999,0.9936
1662696000000,2022-09-09 04:00:00,ETH/KZT,776166.83,779439.74,751271.66,755222.92,759452.1683520001,1.0056
