https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MNET,Volume USDT
1659830400,2022-08-07 00:00:00,MNET/USDT,0.002411,0.00264,0.0024,0.002555,105279745.79662073,257526.51917425713068
1659744000,2022-08-06 00:00:00,MNET/USDT,0.002553,0.002571,0.00235,0.002411,109465063.5973298,268392.05387666888818
1659657600,2022-08-05 00:00:00,MNET/USDT,0.002354,0.002752,0.002341,0.002551,65641438.72144951,166865.96475909332886
1659571200,2022-08-04 00:00:00,MNET/USDT,0.00239,0.002527,0.002323,0.002354,15598249.26210935,37809.97101057077842
1659484800,2022-08-03 00:00:00,MNET/USDT,0.002409,0.002525,0.002366,0.0024,7805717.84231871,18925.41940397240409
1659398400,2022-08-02 00:00:00,MNET/USDT,0.002374,0.00265,0.00216,0.002413,21850387.91117747,52572.61799872285575
1659312000,2022-08-01 00:00:00,MNET/USDT,0.00258,0.002599,0.002355,0.002377,9247285.28631661,22493.70655471629753
1659225600,2022-07-31 00:00:00,MNET/USDT,0.00261,0.002661,0.0024,0.002557,14026740.43637527,35315.39087470794683
1659139200,2022-07-30 00:00:00,MNET/USDT,0.002592,0.00268,0.0025,0.00261,3573029.29943697,9229.44061564835838
1659052800,2022-07-29 00:00:00,MNET/USDT,0.002652,0.002749,0.002541,0.002571,7352762.74794521,19269.71516181865828
1658966400,2022-07-28 00:00:00,MNET/USDT,0.002591,0.002687,0.002483,0.002652,5959581.84786565,15459.55755655234728
1658880000,2022-07-27 00:00:00,MNET/USDT,0.002462,0.002603,0.002382,0.00259,6438062.25079208,15942.62323302369789
1658793600,2022-07-26 00:00:00,MNET/USDT,0.002496,0.002569,0.002379,0.002476,5673855.89466768,13883.01554137406912
1658707200,2022-07-25 00:00:00,MNET/USDT,0.00254,0.00257,0.002343,0.002496,7640958.66205718,18639.80243453699914
1658620800,2022-07-24 00:00:00,MNET/USDT,0.002671,0.002684,0.00251,0.00252,8176978.73160098,21409.52605215195573
1658534400,2022-07-23 00:00:00,MNET/USDT,0.002627,0.002678,0.002513,0.002643,6886805.06160632,17968.41717466542192
1658448000,2022-07-22 00:00:00,MNET/USDT,0.002802,0.00297,0.002529,0.002602,16718250.80339286,46449.21705118484949
1658361600,2022-07-21 00:00:00,MNET/USDT,0.00287,0.002947,0.002711,0.002802,11738710.48251523,32939.82687716612817
1658275200,2022-07-20 00:00:00,MNET/USDT,0.003002,0.003271,0.002779,0.002869,23338202.93067667,70587.21707464520391
1658188800,2022-07-19 00:00:00,MNET/USDT,0.002699,0.003333,0.002681,0.003002,31854716.96928818,96027.77027385560308
1658102400,2022-07-18 00:00:00,MNET/USDT,0.00256,0.00299,0.00254,0.002699,25454783.60169972,70676.87553107455045
1658016000,2022-07-17 00:00:00,MNET/USDT,0.002631,0.002689,0.002465,0.00254,7554216.99626823,19556.0387000479456
1657929600,2022-07-16 00:00:00,MNET/USDT,0.002512,0.002845,0.002486,0.002644,20746989.05299219,55042.3936036163004
1657843200,2022-07-15 00:00:00,MNET/USDT,0.002669,0.002682,0.0025,0.002512,9772689.49162267,25363.44649829524719
1657756800,2022-07-14 00:00:00,MNET/USDT,0.002595,0.002735,0.002454,0.00264,16438025.68621013,42651.47611067023548
1657670400,2022-07-13 00:00:00,MNET/USDT,0.002565,0.002702,0.00252,0.002599,8781150.9993746,22836.13863095157411
1657584000,2022-07-12 00:00:00,MNET/USDT,0.002724,0.0028,0.002521,0.002563,10028696.69146923,26413.56234505431765
1657497600,2022-07-11 00:00:00,MNET/USDT,0.0029,0.002935,0.002711,0.002751,8020817.1546162,22571.6068392388375
1657411200,2022-07-10 00:00:00,MNET/USDT,0.00284,0.00313,0.0027,0.002901,14327829.10231328,41685.08094512751614
1657324800,2022-07-09 00:00:00,MNET/USDT,0.002747,0.00296,0.002698,0.002809,6318883.60158101,17773.55256765679072
1657238400,2022-07-08 00:00:00,MNET/USDT,0.002974,0.003138,0.002685,0.002749,17420349.87009741,49548.41490511881653
1657152000,2022-07-07 00:00:00,MNET/USDT,0.003242,0.003387,0.00272,0.002952,26519179.51214719,78597.63666982297137
1657065600,2022-07-06 00:00:00,MNET/USDT,0.002665,0.00339,0.002611,0.00327,42848910.51383719,131487.2019147154491
1656979200,2022-07-05 00:00:00,MNET/USDT,0.00288,0.0029,0.002597,0.002665,14577771.3372631,39708.39864144887928
1656892800,2022-07-04 00:00:00,MNET/USDT,0.002931,0.002948,0.002745,0.00288,12343926.06919972,34833.56588549483429
1656806400,2022-07-03 00:00:00,MNET/USDT,0.00273,0.00338,0.00246,0.002931,26697209.63284844,74860.3338356561209
1656720000,2022-07-02 00:00:00,MNET/USDT,0.00285,0.002916,0.002664,0.00273,8165368.40990639,22459.01327415590917
1656633600,2022-07-01 00:00:00,MNET/USDT,0.0029,0.00306,0.002801,0.00283,8112329.24632658,23765.71490698797107
1656547200,2022-06-30 00:00:00,MNET/USDT,0.002935,0.00305,0.0028,0.002913,15338915.11225929,44749.77040429738655
1656460800,2022-06-29 00:00:00,MNET/USDT,0.003414,0.00345,0.002866,0.002939,21313196.62723371,65599.33738807428626
1656374400,2022-06-28 00:00:00,MNET/USDT,0.003424,0.003638,0.00322,0.00344,10490117.49505238,35800.80241224542363
1656288000,2022-06-27 00:00:00,MNET/USDT,0.003504,0.003657,0.00334,0.003426,12639264.64412454,43726.85931258926695
1656201600,2022-06-26 00:00:00,MNET/USDT,0.00353,0.00396,0.003449,0.003486,17394301.62449748,63777.07708448011615
1656115200,2022-06-25 00:00:00,MNET/USDT,0.003478,0.0037,0.00335,0.00353,7946743.07232099,27795.01716033451876
1656028800,2022-06-24 00:00:00,MNET/USDT,0.003423,0.003616,0.003134,0.003451,14406313.76554151,48190.2359210006806
1655942400,2022-06-23 00:00:00,MNET/USDT,0.003269,0.00352,0.00321,0.003422,8591574.23385053,28770.60732294499141
1655856000,2022-06-22 00:00:00,MNET/USDT,0.003423,0.00355,0.00312,0.003269,10800020.24457659,36218.05772581428007
1655769600,2022-06-21 00:00:00,MNET/USDT,0.003214,0.00377,0.003171,0.00344,22545352.71397324,77638.22769887535237
1655683200,2022-06-20 00:00:00,MNET/USDT,0.003356,0.003433,0.00307,0.003234,10518028.60865704,33906.58028768293207
1655596800,2022-06-19 00:00:00,MNET/USDT,0.003296,0.003479,0.00305,0.00338,10830558.09825914,35701.95383514233109
1655510400,2022-06-18 00:00:00,MNET/USDT,0.003221,0.003522,0.00282,0.003296,22205128.27980543,70925.64744888612128
1655424000,2022-06-17 00:00:00,MNET/USDT,0.003399,0.00344,0.00301,0.003251,6739976.26499351,21613.77272548892097
1655337600,2022-06-16 00:00:00,MNET/USDT,0.00354,0.00389,0.00325,0.003399,16494885.56656764,58243.40956274143663
1655251200,2022-06-15 00:00:00,MNET/USDT,0.00321,0.00395,0.00298,0.003549,23180701.15826609,77988.30686049468333
1655164800,2022-06-14 00:00:00,MNET/USDT,0.00289,0.00355,0.00278,0.00321,20730310.31490023,67125.9485118339751
1655078400,2022-06-13 00:00:00,MNET/USDT,0.00374,0.00374,0.00245,0.00289,34442381.59532512,106014.2265331793101
1654992000,2022-06-12 00:00:00,MNET/USDT,0.00418,0.00426,0.00372,0.00375,15875272.78914228,61865.0655058172483
1654905600,2022-06-11 00:00:00,MNET/USDT,0.00423,0.005,0.00406,0.00418,17101175.54578145,76698.7239409225173
1654819200,2022-06-10 00:00:00,MNET/USDT,0.00504,0.00533,0.00422,0.00425,25105368.97125797,123158.6891803583253
1654732800,2022-06-09 00:00:00,MNET/USDT,0.00501,0.00599,0.00485,0.00504,53312015.24152295,283029.6686216764693
1654646400,2022-06-08 00:00:00,MNET/USDT,0.00511,0.0058,0.00469,0.00502,38774652.52285381,200643.3423411538351
1654560000,2022-06-07 00:00:00,MNET/USDT,0.00651,0.009,0.005,0.00515,229863855.87403101,1488977.1956623813449
1654473600,2022-06-06 00:00:00,MNET/USDT,0.00385,0.008,0.00385,0.00654,207368692.37559733,1171075.4785927888031
1654387200,2022-06-05 00:00:00,MNET/USDT,0.00386,0.00407,0.00354,0.00385,20237090.7533762,75398.9990193113287
1654300800,2022-06-04 00:00:00,MNET/USDT,0.00343,0.0041,0.00337,0.00386,20260166.2575157,76705.1558608899588
1654214400,2022-06-03 00:00:00,MNET/USDT,0.00356,0.00375,0.00318,0.00347,17044470.49023817,58211.4862320114673
1654128000,2022-06-02 00:00:00,MNET/USDT,0.00369,0.00374,0.00326,0.00352,21414435.79313099,74693.1248159574083
1654041600,2022-06-01 00:00:00,MNET/USDT,0.00443,0.00448,0.0035,0.00369,16234332.00142638,63128.5292201857211
1653955200,2022-05-31 00:00:00,MNET/USDT,0.00435,0.0047,0.00417,0.00446,13999192.82797168,62616.9837909640486
1653868800,2022-05-30 00:00:00,MNET/USDT,0.00418,0.00453,0.00406,0.00435,11260102.1753628,48258.8308053423094
1653782400,2022-05-29 00:00:00,MNET/USDT,0.00382,0.0044,0.00365,0.00415,14224407.87980582,57672.5655907581755
1653696000,2022-05-28 00:00:00,MNET/USDT,0.00384,0.00409,0.00348,0.00383,11054090.32162571,41447.3237238493805
1653609600,2022-05-27 00:00:00,MNET/USDT,0.00403,0.00408,0.00342,0.00386,9975750.83924743,36971.0707959007601
1653523200,2022-05-26 00:00:00,MNET/USDT,0.0041,0.0045,0.00391,0.00403,13952563.06589419,57818.3322251152137
1653436800,2022-05-25 00:00:00,MNET/USDT,0.00433,0.005,0.00386,0.00413,35515229.21739093,154828.864254414547
1653350400,2022-05-24 00:00:00,MNET/USDT,0.00495,0.00516,0.00412,0.00433,18302903.23968349,81853.8048883303845
1653264000,2022-05-23 00:00:00,MNET/USDT,0.00575,0.00588,0.00475,0.00495,19811015.68513298,102446.4147552961308
1653177600,2022-05-22 00:00:00,MNET/USDT,0.00578,0.0059,0.00529,0.0057,15772778.34920458,88548.7978857436121
1653091200,2022-05-21 00:00:00,MNET/USDT,0.00524,0.00619,0.00486,0.00579,23576183.3637105,130839.622218860245
1653004800,2022-05-20 00:00:00,MNET/USDT,0.00629,0.007,0.00476,0.0052,48437405.00711699,288968.7269987999974
1652918400,2022-05-19 00:00:00,MNET/USDT,0.00475,0.00634,0.00471,0.00628,52268905.98874045,284833.6094394139724
1652832000,2022-05-18 00:00:00,MNET/USDT,0.00501,0.00586,0.00434,0.00475,39094171.21918767,194472.9906773586381
1652745600,2022-05-17 00:00:00,MNET/USDT,0.00432,0.0055,0.00412,0.00501,43837549.57660999,212283.4153846718342
1652659200,2022-05-16 00:00:00,MNET/USDT,0.00458,0.0049,0.00383,0.00433,24740055.94230672,106699.2186663538755
1652572800,2022-05-15 00:00:00,MNET/USDT,0.00351,0.00648,0.00351,0.00462,63561731.80272647,304857.683595565232
1652486400,2022-05-14 00:00:00,MNET/USDT,0.00403,0.00423,0.00312,0.00354,26718734.55551133,96030.5058465092491
1652400000,2022-05-13 00:00:00,MNET/USDT,0.00215,0.00523,0.00204,0.00404,72104775.14696103,263813.5534735010638
1652313600,2022-05-12 00:00:00,MNET/USDT,0.00325,0.00402,0.00202,0.00214,34602021.26076896,87435.2334659703267
1652227200,2022-05-11 00:00:00,MNET/USDT,0.00662,0.00682,0.00262,0.00327,50452863.49910064,204369.5931728480645
1652140800,2022-05-10 00:00:00,MNET/USDT,0.00692,0.0077,0.00619,0.00662,15179711.98218291,106815.9462744827649
1652054400,2022-05-09 00:00:00,MNET/USDT,0.00869,0.0089,0.0068,0.00692,17001781.99257125,132573.130603384446
1651968000,2022-05-08 00:00:00,MNET/USDT,0.00939,0.00939,0.00855,0.00874,9008719.88285909,80708.6637873008292
1651881600,2022-05-07 00:00:00,MNET/USDT,0.00963,0.01044,0.00917,0.00933,21474793.42324183,211112.936693115093
1651795200,2022-05-06 00:00:00,MNET/USDT,0.00911,0.00973,0.0086,0.00958,14317599.97987592,130661.7877627820384
1651708800,2022-05-05 00:00:00,MNET/USDT,0.01046,0.01115,0.00873,0.00905,17454298.82079059,169886.1329769407646
1651622400,2022-05-04 00:00:00,MNET/USDT,0.00952,0.011,0.00901,0.01046,24446471.20255432,237289.2437820164144
1651536000,2022-05-03 00:00:00,MNET/USDT,0.00985,0.01054,0.00942,0.00952,10161384.31581202,101159.5166725428554
1651449600,2022-05-02 00:00:00,MNET/USDT,0.01039,0.0124,0.00983,0.00985,25159723.34010694,276775.5936627663143
1651363200,2022-05-01 00:00:00,MNET/USDT,0.00922,0.0126,0.009,0.01034,31295326.92475591,336343.3877787748181
1651276800,2022-04-30 00:00:00,MNET/USDT,0.0107,0.01087,0.00904,0.00922,9481912.49272163,96226.0333255210177
1651190400,2022-04-29 00:00:00,MNET/USDT,0.01194,0.01219,0.00998,0.0107,11676446.70957561,129129.8484628067742
1651104000,2022-04-28 00:00:00,MNET/USDT,0.01089,0.01228,0.01061,0.01199,11612718.89211457,132905.078769516044
1651017600,2022-04-27 00:00:00,MNET/USDT,0.01097,0.0117,0.01083,0.01088,6444135.40483987,72700.3419693657774
1650931200,2022-04-26 00:00:00,MNET/USDT,0.01198,0.0128,0.01068,0.01096,10454734.09626853,123830.6464523542999
1650844800,2022-04-25 00:00:00,MNET/USDT,0.01169,0.01232,0.01083,0.012,16973436.21363335,198574.9269243284328
1650758400,2022-04-24 00:00:00,MNET/USDT,0.01295,0.0137,0.01167,0.0117,14365603.60724514,184811.3751515158233
1650672000,2022-04-23 00:00:00,MNET/USDT,0.01365,0.01387,0.0128,0.013,14520358.5358057,191744.1716055006686
1650585600,2022-04-22 00:00:00,MNET/USDT,0.0145,0.01492,0.01292,0.01371,12681935.43236445,176788.3644171119297
1650499200,2022-04-21 00:00:00,MNET/USDT,0.01556,0.01652,0.01415,0.01457,16990831.80957044,261687.2603638295762
1650412800,2022-04-20 00:00:00,MNET/USDT,0.01524,0.01786,0.01461,0.01549,30077692.10279283,487145.5172947685375
1650326400,2022-04-19 00:00:00,MNET/USDT,0.01523,0.0169,0.0145,0.01524,17122006.70903202,264945.818198990718
1650240000,2022-04-18 00:00:00,MNET/USDT,0.01549,0.01589,0.0137,0.01523,20031816.78907843,298311.7764318514123
1650153600,2022-04-17 00:00:00,MNET/USDT,0.01589,0.01799,0.01482,0.01556,25913274.09807383,415710.7819287947427
1650067200,2022-04-16 00:00:00,MNET/USDT,0.01693,0.01755,0.01521,0.01589,17063858.63352547,280902.4907507065471
1649980800,2022-04-15 00:00:00,MNET/USDT,0.01516,0.0195,0.01486,0.01694,43539474.0057637,769343.0116575103496
1649894400,2022-04-14 00:00:00,MNET/USDT,0.01458,0.01746,0.01415,0.01516,28685927.59769451,450550.6345043039189
1649808000,2022-04-13 00:00:00,MNET/USDT,0.01299,0.01561,0.01229,0.01458,23604601.85976164,332702.8404913881412
1649721600,2022-04-12 00:00:00,MNET/USDT,0.01293,0.0136,0.01201,0.01304,12480223.62330088,160217.6864882047626
1649635200,2022-04-11 00:00:00,MNET/USDT,0.01529,0.0154,0.01248,0.01291,14896225.29829034,200880.967857218947
1649548800,2022-04-10 00:00:00,MNET/USDT,0.01531,0.01667,0.01525,0.01528,8155643.27133187,129456.4546070427328
1649462400,2022-04-09 00:00:00,MNET/USDT,0.01519,0.01694,0.01408,0.01538,11855727.48755721,183554.814600374643
1649376000,2022-04-08 00:00:00,MNET/USDT,0.01792,0.01799,0.01513,0.01527,8633963.8521836,144214.2430138171702
1649289600,2022-04-07 00:00:00,MNET/USDT,0.01629,0.0181,0.01505,0.018,15600152.01327956,256064.5923372009435
1649203200,2022-04-06 00:00:00,MNET/USDT,0.02104,0.02114,0.01623,0.01633,17632501.02662308,321824.6361236499619
1649116800,2022-04-05 00:00:00,MNET/USDT,0.02112,0.022,0.0202,0.02104,13583528.19719957,286632.6836214311636
1649030400,2022-04-04 00:00:00,MNET/USDT,0.02181,0.02238,0.0185,0.02112,20233468.51840828,420305.2924144803717
1648944000,2022-04-03 00:00:00,MNET/USDT,0.02176,0.02301,0.0209,0.02188,15055059.85221032,328577.1318468164141
1648857600,2022-04-02 00:00:00,MNET/USDT,0.02436,0.02466,0.02094,0.02176,19052051.80743481,427631.8958611097751
1648771200,2022-04-01 00:00:00,MNET/USDT,0.02049,0.0257,0.02,0.02437,25196988.32017386,581878.8266913334998
1648684800,2022-03-31 00:00:00,MNET/USDT,0.02183,0.02489,0.02,0.0205,30854720.74497633,688739.0518429188337
1648598400,2022-03-30 00:00:00,MNET/USDT,0.02233,0.02335,0.021,0.02182,16414067.15236409,363829.7495325976123
1648512000,2022-03-29 00:00:00,MNET/USDT,0.0245,0.02607,0.02192,0.02233,22756578.31322095,547713.3685031483689
1648425600,2022-03-28 00:00:00,MNET/USDT,0.02707,0.02775,0.02376,0.0244,33443278.11433697,860050.0452614591648
1648339200,2022-03-27 00:00:00,MNET/USDT,0.0256,0.029,0.0235,0.02707,39300945.64502178,1040516.3251425236736
1648252800,2022-03-26 00:00:00,MNET/USDT,0.0206,0.0295,0.02001,0.02556,43263741.09399051,1092880.9684679762714
1648166400,2022-03-25 00:00:00,MNET/USDT,0.0224,0.029,0.0201,0.02046,66168650.14177483,1641675.5953751678436
1648080000,2022-03-24 00:00:00,MNET/USDT,0.01489,0.025,0.01487,0.0224,91620687.8258655,1863729.8378743413535
1647993600,2022-03-23 00:00:00,MNET/USDT,0.01507,0.01541,0.0141,0.01498,13986827.14037694,207041.0313221087556
1647907200,2022-03-22 00:00:00,MNET/USDT,0.0146,0.01609,0.01443,0.01507,18655619.48551293,279724.0742695586088
1647820800,2022-03-21 00:00:00,MNET/USDT,0.01293,0.017,0.01265,0.0146,28995589.10679439,432090.4090029675461
1647734400,2022-03-20 00:00:00,MNET/USDT,0.01584,0.0161,0.01253,0.01291,26392252.89706933,370736.2636139393604
1647648000,2022-03-19 00:00:00,MNET/USDT,0.01584,0.02,0.01536,0.01583,55359171.47830436,948368.6652230317574
1647561600,2022-03-18 00:00:00,MNET/USDT,0.01013,0.02,0.00995,0.01584,189213735.2809927,2999517.3715170825167
1647475200,2022-03-17 00:00:00,MNET/USDT,0.01028,0.01064,0.00966,0.01012,13371472.5633491,135267.7261665304584
1647388800,2022-03-16 00:00:00,MNET/USDT,0.00943,0.01089,0.00917,0.01029,18676869.42622393,190929.5635858328752
1647302400,2022-03-15 00:00:00,MNET/USDT,0.01013,0.01069,0.00884,0.00944,13366369.26771123,129970.0228014947546
1647216000,2022-03-14 00:00:00,MNET/USDT,0.01012,0.0125,0.00991,0.01013,36253829.40498246,398778.5809740620091
1647129600,2022-03-13 00:00:00,MNET/USDT,0.00916,0.01289,0.0081,0.01019,66947281.36118604,636941.15108729695
1647043200,2022-03-12 00:00:00,MNET/USDT,0.00975,0.01006,0.009,0.00916,8218326.79622045,77622.8280146547824
1646956800,2022-03-11 00:00:00,MNET/USDT,0.00876,0.0109,0.00876,0.0098,28852429.3270954,285711.3026558499342
1646870400,2022-03-10 00:00:00,MNET/USDT,0.00954,0.00971,0.0082,0.00872,7403327.9907127,64277.3836807768204
1646784000,2022-03-09 00:00:00,MNET/USDT,0.00965,0.00989,0.00927,0.00954,8732889.25553672,83954.4712341650873
1646697600,2022-03-08 00:00:00,MNET/USDT,0.00892,0.0099,0.00892,0.00965,8428113.61399986,79904.9750956323109
1646611200,2022-03-07 00:00:00,MNET/USDT,0.01031,0.01033,0.0087,0.00892,9939167.56251419,92782.1164868097853
1646524800,2022-03-06 00:00:00,MNET/USDT,0.0109,0.01112,0.0101,0.01031,5148722.21793135,54039.2772782220901
1646438400,2022-03-05 00:00:00,MNET/USDT,0.01065,0.01169,0.01021,0.0109,8377803.31986936,90485.2192407619033
1646352000,2022-03-04 00:00:00,MNET/USDT,0.0121,0.0122,0.0104,0.0106,11993896.02608784,132991.1683800015404
1646265600,2022-03-03 00:00:00,MNET/USDT,0.0117,0.0133,0.0115,0.012,24780714.4964141,306092.784388362868
1646179200,2022-03-02 00:00:00,MNET/USDT,0.0111,0.0123,0.0103,0.0117,19758366.96986914,222044.382698185773
1646092800,2022-03-01 00:00:00,MNET/USDT,0.0114,0.0137,0.01,0.0111,23614619.29816349,269184.126026077537
1646006400,2022-02-28 00:00:00,MNET/USDT,0.0104,0.0117,0.0092,0.0114,18439166.72429907,196986.903956079463
1645920000,2022-02-27 00:00:00,MNET/USDT,0.0118,0.0119,0.01,0.0103,13184023.46878128,144365.878778680438
1645833600,2022-02-26 00:00:00,MNET/USDT,0.0114,0.0128,0.0107,0.0119,16027247.09812101,183367.728841393373
1645747200,2022-02-25 00:00:00,MNET/USDT,0.0115,0.0122,0.0107,0.0113,14348920.58367366,163938.336252722905
1645660800,2022-02-24 00:00:00,MNET/USDT,0.0133,0.0135,0.0099,0.0116,31575306.67093131,350207.888350059537
1645574400,2022-02-23 00:00:00,MNET/USDT,0.0147,0.0154,0.0131,0.0131,10613758.51009835,153747.40541572832
1645488000,2022-02-22 00:00:00,MNET/USDT,0.0156,0.0161,0.0136,0.0147,14326332.44478387,210137.886217466837
1645401600,2022-02-21 00:00:00,MNET/USDT,0.0163,0.0187,0.0155,0.0155,15119866.46687342,252826.10003012807
1645315200,2022-02-20 00:00:00,MNET/USDT,0.0174,0.0175,0.0154,0.0162,7949973.23886228,128371.367323729781
1645228800,2022-02-19 00:00:00,MNET/USDT,0.0159,0.0193,0.0158,0.0174,14037248.80841815,244903.2709835514
1645142400,2022-02-18 00:00:00,MNET/USDT,0.0171,0.0177,0.0153,0.0158,10699674.15567407,177189.990048166791
1645056000,2022-02-17 00:00:00,MNET/USDT,0.0212,0.0213,0.0162,0.017,25310823.80866479,465837.881560605455
1644969600,2022-02-16 00:00:00,MNET/USDT,0.0185,0.0216,0.0172,0.0212,26982831.08513593,522807.024845679932
1644883200,2022-02-15 00:00:00,MNET/USDT,0.0163,0.0199,0.0159,0.0184,20231725.75882772,370987.697610086924
1644796800,2022-02-14 00:00:00,MNET/USDT,0.0172,0.0183,0.0157,0.0164,10486399.30887971,178704.715547005196
1644710400,2022-02-13 00:00:00,MNET/USDT,0.0183,0.0213,0.0165,0.0172,27308555.07358196,522683.052597565207
1644624000,2022-02-12 00:00:00,MNET/USDT,0.0163,0.0201,0.0153,0.0182,20363209.7440993,361102.923136325125
1644537600,2022-02-11 00:00:00,MNET/USDT,0.0184,0.0188,0.016,0.0164,16293986.97147315,279857.618563659967
1644451200,2022-02-10 00:00:00,MNET/USDT,0.0195,0.0206,0.0174,0.0184,15132498.45472502,287776.565519714408
1644364800,2022-02-09 00:00:00,MNET/USDT,0.0189,0.0206,0.0181,0.0195,14046138.76309582,274589.220756647282
