https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUSHI3L,Volume USDT
1663462800,2022-09-18 01:00:00,SUSHI3L/USDT,0.241243,0.241243,0.240431,0.240431,359.2907,86.4850122785
1663459200,2022-09-18 00:00:00,SUSHI3L/USDT,0.249188,0.249188,0.241036,0.241036,810.6346,198.0265300574
1663455600,2022-09-17 23:00:00,SUSHI3L/USDT,0.248637,0.253229,0.246654,0.253198,1632.5956,405.2852336028
1663452000,2022-09-17 22:00:00,SUSHI3L/USDT,0.245367,0.247998,0.244168,0.24634,944.7037,232.2088056698
1663448400,2022-09-17 21:00:00,SUSHI3L/USDT,0.246521,0.2485,0.246521,0.247975,4119.9383,1021.3100597486
1663444800,2022-09-17 20:00:00,SUSHI3L/USDT,0.24,0.245174,0.24,0.243865,539.4208,130.6214882579
1663441200,2022-09-17 19:00:00,SUSHI3L/USDT,0.23748,0.24,0.236574,0.24,5186.3714,1244.2244443613
1663437600,2022-09-17 18:00:00,SUSHI3L/USDT,0.239592,0.241204,0.237776,0.240013,1229.5004,293.4315246048
1663434000,2022-09-17 17:00:00,SUSHI3L/USDT,0.23748,0.240607,0.237,0.239592,3068.188,729.8997870087
1663430400,2022-09-17 16:00:00,SUSHI3L/USDT,0.236395,0.240768,0.234548,0.23748,2039.4553,482.8209939198
1663426800,2022-09-17 15:00:00,SUSHI3L/USDT,0.233863,0.235945,0.232236,0.2342,829.3746,194.5479386395
1663423200,2022-09-17 14:00:00,SUSHI3L/USDT,0.226901,0.234291,0.226901,0.234291,1897.8536,440.060084396
1663419600,2022-09-17 13:00:00,SUSHI3L/USDT,0.223246,0.223864,0.223246,0.223864,96.1364,21.4771305044
1663416000,2022-09-17 12:00:00,SUSHI3L/USDT,0.222458,0.224466,0.221042,0.223581,187.2056,41.6742981958
1663412400,2022-09-17 11:00:00,SUSHI3L/USDT,0.219825,0.222827,0.219825,0.22012,748.4255,165.1854786015
1663408800,2022-09-17 10:00:00,SUSHI3L/USDT,0.221591,0.221591,0.21919,0.219422,2480.1508,548.2655444119
1663405200,2022-09-17 09:00:00,SUSHI3L/USDT,0.223184,0.223404,0.221505,0.221505,122.3922,27.2611526454
1663401600,2022-09-17 08:00:00,SUSHI3L/USDT,0.225764,0.23146,0.225764,0.226432,6464.1685,1467.8488654925
1663398000,2022-09-17 07:00:00,SUSHI3L/USDT,0.224209,0.224209,0.224209,0.224209,413.8968,92.7993876312
1663394400,2022-09-17 06:00:00,SUSHI3L/USDT,0.223615,0.224802,0.222353,0.224801,993.1138,222.6313938488
1663390800,2022-09-17 05:00:00,SUSHI3L/USDT,0.225988,0.225988,0.222428,0.222428,1793.1636,399.3140013719
1663387200,2022-09-17 04:00:00,SUSHI3L/USDT,0.22546,0.231177,0.224067,0.228444,6059.8682,1376.8862173419
1663383600,2022-09-17 03:00:00,SUSHI3L/USDT,0.226955,0.226955,0.226054,0.226054,170.3843,38.5332384903
1663380000,2022-09-17 02:00:00,SUSHI3L/USDT,0.227668,0.229019,0.224881,0.224881,936.0713,212.9324296506
1663376400,2022-09-17 01:00:00,SUSHI3L/USDT,0.227241,0.229457,0.227241,0.229457,453.8916,103.7908228335
1663372800,2022-09-17 00:00:00,SUSHI3L/USDT,0.227541,0.235171,0.226054,0.226054,13600.2454,3129.6883002648
1663369200,2022-09-16 23:00:00,SUSHI3L/USDT,0.22582,0.225924,0.222187,0.225528,5299.1149,1191.5370784342
1663365600,2022-09-16 22:00:00,SUSHI3L/USDT,0.225277,0.228854,0.224718,0.22586,2022.8471,456.6798120306
1663362000,2022-09-16 21:00:00,SUSHI3L/USDT,0.225465,0.229795,0.225465,0.227113,480.1963,109.2602226716
