https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume BSV
1663545600000,2022-09-19 00:00:00,BSV/BTC,0.0024911,0.0025205,0.0024911,0.0025121,0.06086630543133901,24.22925259
1663459200000,2022-09-18 00:00:00,BSV/BTC,0.002602,0.0026229,0.0024848,0.0024859,2.298428633992729,924.58611931
1663372800000,2022-09-17 00:00:00,BSV/BTC,0.002624,0.0026497,0.0025849,0.0026027,1.607680028462303,617.69701789
1663286400000,2022-09-16 00:00:00,BSV/BTC,0.0026288,0.002659,0.0026097,0.0026251,2.862615684380617,1090.47871867
1663200000000,2022-09-15 00:00:00,BSV/BTC,0.0025843,0.0027249,0.0025389,0.0026237,4.742369750796634,1807.5121968199999
1663113600000,2022-09-14 00:00:00,BSV/BTC,0.0025569,0.0026079,0.0025401,0.0025842,2.845275242474778,1101.02749109
1663027200000,2022-09-13 00:00:00,BSV/BTC,0.0024355,0.0025796,0.0024112,0.0025567,2.486903384866282,972.70050646
1662940800000,2022-09-12 00:00:00,BSV/BTC,0.0024989,0.0025205,0.0024394,0.00244,1.5335962591288,628.52305702
1662854400000,2022-09-11 00:00:00,BSV/BTC,0.0025543,0.002571,0.0024879,0.0024913,1.050993625357599,421.86554223
1662768000000,2022-09-10 00:00:00,BSV/BTC,0.0025994,0.002611,0.0025242,0.0025528,0.47431831777398403,185.80316428
1662681600000,2022-09-09 00:00:00,BSV/BTC,0.0027554,0.0027621,0.0025846,0.0025907,1.654866037311151,638.77177493
1662595200000,2022-09-08 00:00:00,BSV/BTC,0.0026914,0.0027979,0.0026551,0.0027504,4.679948577536209,1701.55198427
1662508800000,2022-09-07 00:00:00,BSV/BTC,0.0026337,0.0026879,0.0026199,0.0026793,1.050566176939032,392.10472024
1662422400000,2022-09-06 00:00:00,BSV/BTC,0.0027146,0.00275,0.0025958,0.0026304,0.762043909840896,289.70647424
1662336000000,2022-09-05 00:00:00,BSV/BTC,0.0026704,0.0027179,0.0026163,0.002708,1.4522764705413598,536.29116342
1662249600000,2022-09-04 00:00:00,BSV/BTC,0.0026494,0.0026978,0.0026352,0.0026637,0.963648870290769,361.77079636999997
1662163200000,2022-09-03 00:00:00,BSV/BTC,0.0026831,0.0026908,0.0026238,0.0026496,1.132924112711424,427.58307394
1662076800000,2022-09-02 00:00:00,BSV/BTC,0.0026074,0.0027137,0.0026003,0.0026818,3.5135524721837754,1310.14709232
1661990400000,2022-09-01 00:00:00,BSV/BTC,0.0025841,0.002622,0.0025479,0.0026024,0.8014064500666079,307.94898942
1661904000000,2022-08-31 00:00:00,BSV/BTC,0.0026077,0.0026558,0.002569,0.0025909,0.7089303903603091,273.62321601
1661817600000,2022-08-30 00:00:00,BSV/BTC,0.0026736,0.0026807,0.0025997,0.0026122,1.1828046787306759,452.80019857999997
1661731200000,2022-08-29 00:00:00,BSV/BTC,0.002642,0.0026771,0.0026173,0.0026673,0.608100471996243,227.98353090999998
1661644800000,2022-08-28 00:00:00,BSV/BTC,0.0026197,0.0027079,0.0026032,0.0026407,0.7874169245816801,298.1849224
1661558400000,2022-08-27 00:00:00,BSV/BTC,0.002573,0.002619,0.002559,0.0026154,1.5798906931323058,604.07229989
1661472000000,2022-08-26 00:00:00,BSV/BTC,0.0025755,0.002594,0.0025212,0.0025733,1.10945420144943,431.1406371
1661385600000,2022-08-25 00:00:00,BSV/BTC,0.0025941,0.0026204,0.0025399,0.0025793,1.230326864323969,477.00029633
1661299200000,2022-08-24 00:00:00,BSV/BTC,0.0026099,0.002708,0.0025794,0.0025986,0.9309577903558679,358.25359438
1661212800000,2022-08-23 00:00:00,BSV/BTC,0.0025844,0.0026648,0.0025374,0.0026099,1.039666965676776,398.35509624
