https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DPI,Volume USDT
1655323200,2022-06-15 20:00:00,DPI/USDT,55.72,65.56,53.39,59.28,44.72841105,2698.2340940648
1655319600,2022-06-15 19:00:00,DPI/USDT,64.96,89.88,55.71,55.72,91.62381475,6042.5147315852
1655316000,2022-06-15 18:00:00,DPI/USDT,58,66.69,58,66.18,21.04645585,1356.0462751549
1655312400,2022-06-15 17:00:00,DPI/USDT,58.61,59.27,58,59.27,3.2427,188.168665
1655308800,2022-06-15 16:00:00,DPI/USDT,59.51,62.1,58.61,58.61,0.3297,19.685935
1655305200,2022-06-15 15:00:00,DPI/USDT,59.9,59.9,58.61,58.61,0.0355,2.121419
1655301600,2022-06-15 14:00:00,DPI/USDT,60.84,60.84,58.5,58.61,0.2763,16.240313
1655298000,2022-06-15 13:00:00,DPI/USDT,57.74,61.94,57.74,61.94,3.9804,243.425785
1655294400,2022-06-15 12:00:00,DPI/USDT,56.99,59.27,56.9,57.74,17.1787,1009.697952
1655290800,2022-06-15 11:00:00,DPI/USDT,56.99,57.39,55.52,55.52,2.55632861,142.8195629279
1655287200,2022-06-15 10:00:00,DPI/USDT,55.55,57.38,55.52,55.52,2.25521512,127.7066375856
1655283600,2022-06-15 09:00:00,DPI/USDT,56.25,56.94,53.34,56.84,5.9958,326.401813
1655280000,2022-06-15 08:00:00,DPI/USDT,58.35,58.35,56.99,56.99,0.1162,6.63746
1655276400,2022-06-15 07:00:00,DPI/USDT,59.89,59.89,57,57,0.6368,37.012176
1655272800,2022-06-15 06:00:00,DPI/USDT,59.45,60,55.52,59.9,2.05904138,118.8719608
1655269200,2022-06-15 05:00:00,DPI/USDT,60.77,60.77,59.27,59.27,0.1724,10.241847
1655265600,2022-06-15 04:00:00,DPI/USDT,58,61.49,56.41,60.76,10.5835,609.079923
1655262000,2022-06-15 03:00:00,DPI/USDT,60.84,63.27,57.86,57.86,13.00125437,803.4128187754
1655258400,2022-06-15 02:00:00,DPI/USDT,60.84,62.42,59.01,62.42,2.4856,150.369035
1655254800,2022-06-15 01:00:00,DPI/USDT,62.45,62.45,60.88,60.88,0.0781,4.779269
1655251200,2022-06-15 00:00:00,DPI/USDT,62.45,63.58,60.08,63.58,2.8664,180.244397
1655247600,2022-06-14 23:00:00,DPI/USDT,61.22,62.45,61.22,62.45,0.0768,4.718688
1655244000,2022-06-14 22:00:00,DPI/USDT,60.17,60.17,60.17,60.17,0.014,0.84238
1655240400,2022-06-14 21:00:00,DPI/USDT,60.84,61.67,60.05,60.16,0.0779,4.756143
1655236800,2022-06-14 20:00:00,DPI/USDT,61.64,61.64,59.3,60.84,0.1186,7.101964
1655233200,2022-06-14 19:00:00,DPI/USDT,60.17,62.82,60.17,62.82,4.06811956,254.5065567592
1655229600,2022-06-14 18:00:00,DPI/USDT,60.28,61.64,60.28,61.64,0.0628,3.850358
1655226000,2022-06-14 17:00:00,DPI/USDT,63,63,59.84,61.64,1.10709462,66.9099116962
1655222400,2022-06-14 16:00:00,DPI/USDT,60.05,64.14,59.29,61.76,2.84929962,171.3154116268
1655218800,2022-06-14 15:00:00,DPI/USDT,58.76,63.28,58.76,60.04,1.27775308,76.6605979024
1655215200,2022-06-14 14:00:00,DPI/USDT,62.45,62.69,58.6,58.72,18.94669369,1123.4537424261
1655211600,2022-06-14 13:00:00,DPI/USDT,60.84,62.44,60.84,60.86,0.50318155,31.362979982
1655208000,2022-06-14 12:00:00,DPI/USDT,58.63,60.05,58.63,60.05,0.1025,6.108766
1655204400,2022-06-14 11:00:00,DPI/USDT,60.73,62.27,58.5,58.61,0.2245,13.45219
1655200800,2022-06-14 10:00:00,DPI/USDT,58.63,60.95,58.63,60.95,0.442,26.207903
1655197200,2022-06-14 09:00:00,DPI/USDT,63.27,63.27,58.52,58.67,0.6781,42.191266
1655193600,2022-06-14 08:00:00,DPI/USDT,58.73,64.21,58.73,64.21,15.73522351,1007.1174325771
1655190000,2022-06-14 07:00:00,DPI/USDT,59.97,63,58.5,58.5,0.39899817,23.9195551085
1655186400,2022-06-14 06:00:00,DPI/USDT,60,60.05,60,60.05,0.07980183,4.7901498915
1655182800,2022-06-14 05:00:00,DPI/USDT,59.99,60,57.26,57.26,0.0861,5.105328
1655179200,2022-06-14 04:00:00,DPI/USDT,55.79,59.99,52.64,59.99,6.24147737,372.9253532921
1655175600,2022-06-14 03:00:00,DPI/USDT,57.78,58.84,52.1,53.8,5.8408,317.25381
1655172000,2022-06-14 02:00:00,DPI/USDT,59.83,59.83,55.25,57.16,0.359,19.919727
1655168400,2022-06-14 01:00:00,DPI/USDT,57.08,59.83,55.28,59.83,0.719,40.562972
1655164800,2022-06-14 00:00:00,DPI/USDT,62.26,69,57.07,57.08,16.2362,1024.879144
1655161200,2022-06-13 23:00:00,DPI/USDT,60.33,61.24,58,61.24,1.3862,84.268304
1655157600,2022-06-13 22:00:00,DPI/USDT,60.43,60.43,60,60,0.0577,3.47129
1655154000,2022-06-13 21:00:00,DPI/USDT,60.19,63.99,60.18,62.66,0.63999429,40.3440590166
1655150400,2022-06-13 20:00:00,DPI/USDT,64.04,64.04,63.82,63.82,0.4078,26.114676
1655146800,2022-06-13 19:00:00,DPI/USDT,62.59,62.87,61.4,62.75,4.01318977,252.2279588399
1655143200,2022-06-13 18:00:00,DPI/USDT,67.53,68.99,60.02,62.68,10.2399,660.866796
1655139600,2022-06-13 17:00:00,DPI/USDT,60.79,67.88,57.01,60.01,2.25503903,147.2131853564
1655136000,2022-06-13 16:00:00,DPI/USDT,59.36,66.44,57.74,57.74,33.09639091,2057.3902450562
1655132400,2022-06-13 15:00:00,DPI/USDT,55.25,59.36,55.25,59.36,1.49877708,88.8862824688
1655128800,2022-06-13 14:00:00,DPI/USDT,56.29,60,56.28,59.05,2.9263,164.951217
1655125200,2022-06-13 13:00:00,DPI/USDT,58.22,60,56.29,56.29,0.1441,8.178027
1655121600,2022-06-13 12:00:00,DPI/USDT,58.42,61.1,55.91,56.47,37.106,2085.886947
1655118000,2022-06-13 11:00:00,DPI/USDT,60.43,60.43,55.35,55.35,5.2118,312.620861
1655114400,2022-06-13 10:00:00,DPI/USDT,61.5,61.5,57,61.06,0.4526,27.232768
1655110800,2022-06-13 09:00:00,DPI/USDT,60.86,61.67,55.51,61.67,75.72385942,4475.3497764314
1655107200,2022-06-13 08:00:00,DPI/USDT,63.36,63.47,60.25,60.25,5.10579713,321.5458988411
1655103600,2022-06-13 07:00:00,DPI/USDT,61,64.56,60.25,63.54,4.00974915,254.417214991
1655100000,2022-06-13 06:00:00,DPI/USDT,64.62,64.62,61.08,61.09,0.0326,2.022836
1655096400,2022-06-13 05:00:00,DPI/USDT,61.59,65.7,61.29,65.19,1.86953453,117.3276116739
1655092800,2022-06-13 04:00:00,DPI/USDT,65.91,65.91,61.06,61.43,2.0364,125.476572
1655089200,2022-06-13 03:00:00,DPI/USDT,65,65.91,62,65.91,26.4835,1718.408729
1655085600,2022-06-13 02:00:00,DPI/USDT,67.09,68.24,65.01,65.01,2.8543,188.92579
1655082000,2022-06-13 01:00:00,DPI/USDT,66.76,68.28,66.43,67.25,0.0963,6.440578
1655078400,2022-06-13 00:00:00,DPI/USDT,69,69,66.76,66.76,0.0709,4.848545
1655074800,2022-06-12 23:00:00,DPI/USDT,69,69,69,69,0.0369,2.5461
1655071200,2022-06-12 22:00:00,DPI/USDT,69.05,74.11,69.02,69.02,0.76958298,56.6328416478
1655067600,2022-06-12 21:00:00,DPI/USDT,71.3,72.24,69.05,69.05,0.0193,1.359589
1655064000,2022-06-12 20:00:00,DPI/USDT,72.24,73.19,69.22,71.3,0.0279,1.998466
1655060400,2022-06-12 19:00:00,DPI/USDT,72.24,73.19,69.05,69.05,0.0397,2.823231
1655056800,2022-06-12 18:00:00,DPI/USDT,73.04,73.04,69.01,69.02,0.2041,14.145961
1655053200,2022-06-12 17:00:00,DPI/USDT,70.72,73.04,69,73.04,1.6449,114.643723
1655049600,2022-06-12 16:00:00,DPI/USDT,72,72,66.76,66.76,0.26862221,19.31826712
1655046000,2022-06-12 15:00:00,DPI/USDT,72,72,66.84,72,0.1408,10.111274
1655042400,2022-06-12 14:00:00,DPI/USDT,73.31,73.31,66.49,72,6.28333264,424.3621958384
1655038800,2022-06-12 13:00:00,DPI/USDT,73.66,73.66,73.19,73.19,0.0373,2.743255
1655035200,2022-06-12 12:00:00,DPI/USDT,72.24,74.6,72.24,74.08,1.8531,136.91584
1655031600,2022-06-12 11:00:00,DPI/USDT,72.24,73.19,69.11,73.19,0.1251,8.79887
1655028000,2022-06-12 10:00:00,DPI/USDT,72.24,73.67,69.11,73.19,0.0853,6.190496
1655024400,2022-06-12 09:00:00,DPI/USDT,73.19,74.49,69.57,71.3,11.08795596,788.7127094604
1655020800,2022-06-12 08:00:00,DPI/USDT,72.24,75,72.01,73.19,0.0822,6.084606
1655017200,2022-06-12 07:00:00,DPI/USDT,72.24,73.92,72,73.92,3.4440524,253.992026692
1655013600,2022-06-12 06:00:00,DPI/USDT,73.19,75,73.19,74.16,0.0842,6.253642
1655010000,2022-06-12 05:00:00,DPI/USDT,72.23,72.23,72.23,72.23,0.0302,2.181346
1655006400,2022-06-12 04:00:00,DPI/USDT,73,73,72.23,72.23,0.0221,1.603026
1655002800,2022-06-12 03:00:00,DPI/USDT,75,75,73,73,0.68766666,51.5374735
1654999200,2022-06-12 02:00:00,DPI/USDT,76.26,76.26,73.3,73.8,6.3468,468.662662
1654995600,2022-06-12 01:00:00,DPI/USDT,76.13,76.13,76,76,0.2448,18.605203
1654992000,2022-06-12 00:00:00,DPI/USDT,78.01,78.01,76.13,76.13,0.0165,1.280585
1654988400,2022-06-11 23:00:00,DPI/USDT,78.15,78.15,76.13,76.13,0.0551,4.263475
1654984800,2022-06-11 22:00:00,DPI/USDT,77.13,77.13,76.32,76.32,0.0323,2.48925
1654981200,2022-06-11 21:00:00,DPI/USDT,77.13,78.57,76.32,78.57,0.0449,3.493398
1654977600,2022-06-11 20:00:00,DPI/USDT,77.13,78.36,76.32,77.13,0.14623769,11.4108733884
1654974000,2022-06-11 19:00:00,DPI/USDT,79.18,79.18,77.13,78.5,1.40986278,110.754439266
1654970400,2022-06-11 18:00:00,DPI/USDT,78.46,79.31,76.32,79.17,0.38604815,30.4808181297
1654966800,2022-06-11 17:00:00,DPI/USDT,78.11,78.33,76.23,78.15,0.094,7.316838
1654963200,2022-06-11 16:00:00,DPI/USDT,78.15,78.15,76.23,76.23,0.0534,4.081722
1654959600,2022-06-11 15:00:00,DPI/USDT,78.23,78.23,76.53,76.61,0.57463529,44.4592935669
1654956000,2022-06-11 14:00:00,DPI/USDT,80,80,78.23,78.23,0.0793,6.274712
1654952400,2022-06-11 13:00:00,DPI/USDT,79.25,80.51,79.11,80.23,0.7681,60.890088
1654948800,2022-06-11 12:00:00,DPI/USDT,81.34,81.34,80,80,0.5137,41.262397
1654945200,2022-06-11 11:00:00,DPI/USDT,82.25,82.25,81,81,5.05396455,412.144417682
1654941600,2022-06-11 10:00:00,DPI/USDT,83.45,83.45,82.39,82.39,0.1016,8.40377
1654938000,2022-06-11 09:00:00,DPI/USDT,84,85.99,83.24,85.99,0.8325,69.51174
1654934400,2022-06-11 08:00:00,DPI/USDT,86.63,86.63,84.11,84.11,0.7844,66.128609
1654930800,2022-06-11 07:00:00,DPI/USDT,85,85,85,85,0.0157,1.3345
1654927200,2022-06-11 06:00:00,DPI/USDT,85.99,86.06,85.99,86.06,0.0032,0.275336
1654923600,2022-06-11 05:00:00,DPI/USDT,85.99,85.99,84.51,85.99,0.0281,2.408031
1654920000,2022-06-11 04:00:00,DPI/USDT,86.63,86.63,85,85.99,0.0191,1.63515
1654916400,2022-06-11 03:00:00,DPI/USDT,86.39,86.39,85.33,86.33,0.0756374,6.532504986
1654912800,2022-06-11 02:00:00,DPI/USDT,86.06,86.09,86.06,86.09,0.07550046,6.4977835876
1654909200,2022-06-11 01:00:00,DPI/USDT,85.5,85.5,85,85,0.0282,2.40267
1654905600,2022-06-11 00:00:00,DPI/USDT,85.92,86.68,84.25,86.39,4.97956722,430.46121141
1654902000,2022-06-10 23:00:00,DPI/USDT,84.25,85.33,84.25,85.33,0.0214,1.809559
1654898400,2022-06-10 22:00:00,DPI/USDT,85.99,85.99,84.26,84.26,0.0203,1.741791
1654894800,2022-06-10 21:00:00,DPI/USDT,85,85.99,84.26,85.99,0.0181,1.538587
1654891200,2022-06-10 20:00:00,DPI/USDT,86.2,86.32,86.06,86.06,1.06606246,92.0125935472
1654887600,2022-06-10 19:00:00,DPI/USDT,85,85,85,85,0.0179,1.5215
1654884000,2022-06-10 18:00:00,DPI/USDT,85.29,85.42,85.23,85.42,4.6878,400.120442
1654880400,2022-06-10 17:00:00,DPI/USDT,85.99,86.95,84.25,85.53,126.93376667,10971.5703372614
1654876800,2022-06-10 16:00:00,DPI/USDT,86.63,86.85,85,85,1.2063,103.188324
1654873200,2022-06-10 15:00:00,DPI/USDT,87.44,87.64,87.44,87.64,1.24907221,109.2391284844
1654869600,2022-06-10 14:00:00,DPI/USDT,87.18,88,86.88,88,0.70594597,61.8025078914
1654866000,2022-06-10 13:00:00,DPI/USDT,87,87.77,86.24,87.77,1.5894,137.382302
1654862400,2022-06-10 12:00:00,DPI/USDT,90.73,90.73,87.18,87.18,21.248,1869.481513
1654858800,2022-06-10 11:00:00,DPI/USDT,89.73,90.68,89.31,90.68,3.20039058,288.071271985
1654855200,2022-06-10 10:00:00,DPI/USDT,90.08,90.25,90,90.25,0.0333,3.001357
1654851600,2022-06-10 09:00:00,DPI/USDT,92.35,92.35,89.86,90.13,0.2341,21.127593
1654848000,2022-06-10 08:00:00,DPI/USDT,91.29,91.29,91.29,91.29,0.0098,0.894642
1654844400,2022-06-10 07:00:00,DPI/USDT,91.53,91.68,91.53,91.68,0.0194,1.775847
1654840800,2022-06-10 06:00:00,DPI/USDT,92.37,92.37,91.9,91.9,0.0721,6.658054
1654837200,2022-06-10 05:00:00,DPI/USDT,92.87,92.87,92.11,92.11,0.09219978,8.545671606
1654833600,2022-06-10 04:00:00,DPI/USDT,91.5,91.5,91.5,91.5,0.0198,1.8117
1654830000,2022-06-10 03:00:00,DPI/USDT,92.15,92.5,92.15,92.5,0.0479,4.421321
1654826400,2022-06-10 02:00:00,DPI/USDT,91.41,91.58,91.41,91.58,0.12,10.969591
1654822800,2022-06-10 01:00:00,DPI/USDT,91.72,91.72,91.23,91.23,0.0046,0.420736
1654819200,2022-06-10 00:00:00,DPI/USDT,91.29,91.31,90.1,91.31,1.3899,126.600589
1654815600,2022-06-09 23:00:00,DPI/USDT,91.77,93.22,91.77,93.22,0.0242,2.249979
1654812000,2022-06-09 22:00:00,DPI/USDT,91.4,93.07,91.4,93.07,0.1576,14.426016
1654808400,2022-06-09 21:00:00,DPI/USDT,92.5,92.5,92.07,92.08,0.0215,1.98252
1654804800,2022-06-09 20:00:00,DPI/USDT,92.16,92.16,92.16,92.16,0.005,0.4608
1654801200,2022-06-09 19:00:00,DPI/USDT,91.1,92.5,91.1,92.5,0.0163,1.49249
1654797600,2022-06-09 18:00:00,DPI/USDT,93.63,93.63,91.09,91.09,0.0423,3.895177
1654794000,2022-06-09 17:00:00,DPI/USDT,92.15,93.44,91.1,93.44,0.2567,23.540152
1654790400,2022-06-09 16:00:00,DPI/USDT,92.23,93.66,92.23,93.66,0.0143,1.321034
1654786800,2022-06-09 15:00:00,DPI/USDT,92.68,93.34,92.68,93.34,0.6779,62.941298
1654783200,2022-06-09 14:00:00,DPI/USDT,93.1,93.1,93.1,93.1,0.0254,2.36474
1654779600,2022-06-09 13:00:00,DPI/USDT,92.88,92.88,92.41,92.41,0.0111,1.028383
1654776000,2022-06-09 12:00:00,DPI/USDT,92.42,92.64,92.15,92.15,0.0654,6.050985
1654772400,2022-06-09 11:00:00,DPI/USDT,92.5,93.22,92.5,93.22,0.0347,3.227678
1654768800,2022-06-09 10:00:00,DPI/USDT,93.22,93.22,91.1,91.1,0.068,6.286747
1654765200,2022-06-09 09:00:00,DPI/USDT,92.57,94.3,92.57,94.3,0.968,91.030891
1654761600,2022-06-09 08:00:00,DPI/USDT,91.4,92.85,91.29,92.85,0.0253,2.315253
1654758000,2022-06-09 07:00:00,DPI/USDT,92.15,93,92.15,93,0.0417,3.870377
1654754400,2022-06-09 06:00:00,DPI/USDT,91.12,92.31,91.12,92.27,0.024,2.193527
1654750800,2022-06-09 05:00:00,DPI/USDT,92.04,92.35,91.12,92.35,0.04769452,4.3792996208
1654747200,2022-06-09 04:00:00,DPI/USDT,91.13,92.84,91.13,92.84,0.0163,1.504234
1654743600,2022-06-09 03:00:00,DPI/USDT,92.41,92.41,92.41,92.41,0.0312,2.883192
1654740000,2022-06-09 02:00:00,DPI/USDT,91.39,91.39,91.09,91.09,0.0057,0.520053
1654736400,2022-06-09 01:00:00,DPI/USDT,91.09,92.29,91.09,91.78,0.06186319,5.6756596151
1654732800,2022-06-09 00:00:00,DPI/USDT,91.8,91.8,90,91.09,5.48374498,497.647011975
1654729200,2022-06-08 23:00:00,DPI/USDT,91.29,91.29,91.26,91.26,0.0283,2.582952
1654725600,2022-06-08 22:00:00,DPI/USDT,91.37,92.78,91.37,92.78,0.0346,3.197005
1654722000,2022-06-08 21:00:00,DPI/USDT,91.29,92.5,91.26,92.5,0.0177,1.618477
1654718400,2022-06-08 20:00:00,DPI/USDT,91.58,92.48,91.58,92.48,0.0081,0.74784
1654714800,2022-06-08 19:00:00,DPI/USDT,92.63,92.63,92.63,92.63,0.0155,1.435765
1654711200,2022-06-08 18:00:00,DPI/USDT,91.4,92.15,91.4,92.15,0.0292,2.671955
1654707600,2022-06-08 17:00:00,DPI/USDT,92.15,92.15,91.29,91.29,0.0223,2.050473
1654704000,2022-06-08 16:00:00,DPI/USDT,93.22,93.72,92.15,92.15,0.0387,3.597134
1654700400,2022-06-08 15:00:00,DPI/USDT,93.22,93.22,93.22,93.22,0,0
1654696800,2022-06-08 14:00:00,DPI/USDT,93.22,93.22,93.22,93.22,0.0051,0.475422
1654693200,2022-06-08 13:00:00,DPI/USDT,93.22,93.22,93.22,93.22,0.0083,0.773726
1654689600,2022-06-08 12:00:00,DPI/USDT,92.5,92.85,91.29,92.63,0.1616,14.917334
1654686000,2022-06-08 11:00:00,DPI/USDT,93.55,93.77,93.55,93.74,0.0161,1.507606
1654682400,2022-06-08 10:00:00,DPI/USDT,92.93,93.37,92.73,92.73,0.0184,1.7104
1654678800,2022-06-08 09:00:00,DPI/USDT,93.48,93.85,93.48,93.85,0.0161,1.506508
1654675200,2022-06-08 08:00:00,DPI/USDT,93.33,93.51,93.33,93.51,0.0134,1.251392
1654671600,2022-06-08 07:00:00,DPI/USDT,93.21,93.41,92.5,93.07,0.6112,56.883945
1654668000,2022-06-08 06:00:00,DPI/USDT,93.72,93.72,92.77,93.44,0.0259,2.415837
1654664400,2022-06-08 05:00:00,DPI/USDT,92.88,93.22,91.96,93.22,0.0458,4.25041
1654660800,2022-06-08 04:00:00,DPI/USDT,92.63,93.02,92.63,92.76,0.0142,1.318129
1654657200,2022-06-08 03:00:00,DPI/USDT,94.3,94.3,91.4,91.4,0.1025,9.524855
1654653600,2022-06-08 02:00:00,DPI/USDT,94.96,95.39,94.3,95.04,0.0439,4.178965
1654650000,2022-06-08 01:00:00,DPI/USDT,93.72,94.96,93.72,94.96,0.0253,2.384031
1654646400,2022-06-08 00:00:00,DPI/USDT,94.18,95.05,94.18,95.05,0.0633,6.000806
1654642800,2022-06-07 23:00:00,DPI/USDT,94.3,95.18,94.3,95.18,0.0553,5.228243
1654639200,2022-06-07 22:00:00,DPI/USDT,96.5,97,93,93,0.51027493,48.8288034607
1654635600,2022-06-07 21:00:00,DPI/USDT,96.15,96.5,95.39,96.5,0.051,4.89276
1654632000,2022-06-07 20:00:00,DPI/USDT,95.86,96.5,95.86,96,0.1971,18.925247
1654628400,2022-06-07 19:00:00,DPI/USDT,93.92,95.39,93.92,95.39,0.926,88.022407
1654624800,2022-06-07 18:00:00,DPI/USDT,93,93.89,93,93.89,0.2846,26.626415
1654621200,2022-06-07 17:00:00,DPI/USDT,93,93,92.59,92.59,0.227986,21.11479974
1654617600,2022-06-07 16:00:00,DPI/USDT,92.55,92.55,92.15,92.15,1.63243685,150.675054992
1654614000,2022-06-07 15:00:00,DPI/USDT,93.23,93.23,92.57,92.57,0.0343,3.184276
1654610400,2022-06-07 14:00:00,DPI/USDT,92.63,93.22,92.36,93.22,2.0963,193.76232
1654606800,2022-06-07 13:00:00,DPI/USDT,91.52,92.5,91.52,92.5,0.6999,64.080265
1654603200,2022-06-07 12:00:00,DPI/USDT,91.35,91.35,91.09,91.09,0.03359469,3.0618309315
1654599600,2022-06-07 11:00:00,DPI/USDT,91.29,91.29,91.18,91.25,0.2231,20.343921
1654596000,2022-06-07 10:00:00,DPI/USDT,92.37,92.37,92.28,92.28,0.0135,1.24686
1654592400,2022-06-07 09:00:00,DPI/USDT,92.39,92.39,92.13,92.13,0.1183,10.918436
1654588800,2022-06-07 08:00:00,DPI/USDT,90.05,92.58,90.05,92.58,0.1229,11.226092
1654585200,2022-06-07 07:00:00,DPI/USDT,91.09,91.09,88.06,88.06,1.7012,152.269358
1654581600,2022-06-07 06:00:00,DPI/USDT,92.06,92.21,91,92.21,1.76062037,162.1031733177
1654578000,2022-06-07 05:00:00,DPI/USDT,92.6,92.6,92.35,92.35,0.5497,50.88781
1654574400,2022-06-07 04:00:00,DPI/USDT,93.72,97.62,91.29,92.6,6.8017,630.720664
1654570800,2022-06-07 03:00:00,DPI/USDT,92,98.75,92,92.15,0.70502401,65.9138699875
1654567200,2022-06-07 02:00:00,DPI/USDT,90.26,90.26,90.26,90.26,0.068,6.13768
1654563600,2022-06-07 01:00:00,DPI/USDT,91.29,91.65,90.41,90.41,0.37875581,34.4340887821
1654560000,2022-06-07 00:00:00,DPI/USDT,94.96,97.53,92.15,92.15,0.7697,72.086325
1654556400,2022-06-06 23:00:00,DPI/USDT,96.85,96.85,93.27,93.27,1.0474,98.486532
1654552800,2022-06-06 22:00:00,DPI/USDT,97.3,97.59,97.13,97.13,0.0208,2.027207
1654549200,2022-06-06 21:00:00,DPI/USDT,96.83,97.3,96.83,97.3,0.0178,1.727044
1654545600,2022-06-06 20:00:00,DPI/USDT,95.65,96.92,95.65,96.92,0.0133,1.28041
1654542000,2022-06-06 19:00:00,DPI/USDT,96.35,96.38,96.27,96.32,1.15865308,111.614309258
1654538400,2022-06-06 18:00:00,DPI/USDT,96.01,96.01,96.01,96.01,0.0015,0.144015
1654534800,2022-06-06 17:00:00,DPI/USDT,95.71,96.06,95.47,96.06,0.0238,2.28084
1654531200,2022-06-06 16:00:00,DPI/USDT,96.88,97.06,96.21,96.21,1.1259,109.052555
1654527600,2022-06-06 15:00:00,DPI/USDT,97.62,97.62,97.11,97.33,0.0532,5.189912
1654524000,2022-06-06 14:00:00,DPI/USDT,99.03,99.03,98.3,98.3,5.1115,504.486058
1654520400,2022-06-06 13:00:00,DPI/USDT,98.64,98.83,98.64,98.83,0.1369,13.504804
1654516800,2022-06-06 12:00:00,DPI/USDT,97.48,99.5,96.5,99.5,0.31321031,31.0481136179
1654513200,2022-06-06 11:00:00,DPI/USDT,97.62,97.62,97.48,97.48,0.0293,2.859426
1654509600,2022-06-06 10:00:00,DPI/USDT,97.62,99.09,94.3,99.09,1.15175215,113.2688560515
1654506000,2022-06-06 09:00:00,DPI/USDT,95.39,98.89,95.39,98.89,1.20373754,118.3139663306
1654502400,2022-06-06 08:00:00,DPI/USDT,96.61,96.61,93.28,95.39,0.5337,50.521906
1654498800,2022-06-06 07:00:00,DPI/USDT,95.39,97.63,95.39,97.63,0.23655657,23.0008139291
1654495200,2022-06-06 06:00:00,DPI/USDT,97.62,97.62,94.29,95.39,0.7851,74.20339
1654491600,2022-06-06 05:00:00,DPI/USDT,98.3,98.39,97.62,97.62,0.02241801,2.201990383
1654488000,2022-06-06 04:00:00,DPI/USDT,98.3,98.3,98.16,98.16,0.0272,2.673284
1654484400,2022-06-06 03:00:00,DPI/USDT,97.62,98.3,97.62,98.3,0.0163,1.596238
1654480800,2022-06-06 02:00:00,DPI/USDT,98.75,98.88,98.1,98.3,0.16878199,16.607075617
1654477200,2022-06-06 01:00:00,DPI/USDT,96.06,98.88,96.06,96.5,0.63853392,62.6636098838
1654473600,2022-06-06 00:00:00,DPI/USDT,94.96,94.96,94.41,94.41,0.0324,3.064221
1654470000,2022-06-05 23:00:00,DPI/USDT,96.21,96.5,96.21,96.5,0.0198,1.909192
1654466400,2022-06-05 22:00:00,DPI/USDT,95.39,96.21,94.3,96.21,0.0649,6.161813
1654462800,2022-06-05 21:00:00,DPI/USDT,94.3,96.86,93.22,96.86,0.30837271,29.5731356906
1654459200,2022-06-05 20:00:00,DPI/USDT,94.96,95.39,94.96,95.15,0.0392,3.733864
1654455600,2022-06-05 19:00:00,DPI/USDT,94.6,94.9,94.6,94.9,0.0146,1.3817
1654452000,2022-06-05 18:00:00,DPI/USDT,94.71,94.71,94.49,94.49,0.6825,64.63712
1654448400,2022-06-05 17:00:00,DPI/USDT,93.73,94.43,93.73,94.43,0.0048,0.451164
1654444800,2022-06-05 16:00:00,DPI/USDT,93.72,94.96,93.72,93.72,0.0644,6.074434
1654441200,2022-06-05 15:00:00,DPI/USDT,93.25,93.25,93.03,93.03,0.0152,1.417136
1654437600,2022-06-05 14:00:00,DPI/USDT,92.44,92.8,92.44,92.54,1.0047,93.084928
1654434000,2022-06-05 13:00:00,DPI/USDT,93.02,93.02,92.79,92.79,1.0074,93.477796
1654430400,2022-06-05 12:00:00,DPI/USDT,92.73,93.38,92.73,93.38,4.07089312,378.1899995456
1654426800,2022-06-05 11:00:00,DPI/USDT,92.5,92.5,92.44,92.44,0.2315,21.40034
1654423200,2022-06-05 10:00:00,DPI/USDT,93.03,93.33,92.9,92.9,0.0178,1.656903
1654419600,2022-06-05 09:00:00,DPI/USDT,92.86,92.86,92.82,92.82,0.0142,1.31854
1654416000,2022-06-05 08:00:00,DPI/USDT,93.8,94.18,93.8,94.14,0.0059,0.555108
1654412400,2022-06-05 07:00:00,DPI/USDT,93.67,93.73,93.35,93.73,0.0074,0.69225
1654408800,2022-06-05 06:00:00,DPI/USDT,93.76,93.8,93.76,93.8,0.0034,0.318836
1654405200,2022-06-05 05:00:00,DPI/USDT,92.5,92.5,92.5,92.5,0.0017,0.15725
1654401600,2022-06-05 04:00:00,DPI/USDT,93.06,93.36,93.06,93.19,6.32087952,589.1093449872
1654398000,2022-06-05 03:00:00,DPI/USDT,93.99,93.99,93.72,93.72,0.0211,1.977978
1654394400,2022-06-05 02:00:00,DPI/USDT,93.2,93.7,93.2,93.64,0.011,1.027314
1654390800,2022-06-05 01:00:00,DPI/USDT,93.72,94.96,93.22,93.22,0.055,5.148591
1654387200,2022-06-05 00:00:00,DPI/USDT,95.25,95.57,94.3,94.3,0.0298,2.818257
1654383600,2022-06-04 23:00:00,DPI/USDT,94.3,94.86,94.3,94.86,0.0056,0.530152
1654380000,2022-06-04 22:00:00,DPI/USDT,94.96,95.39,94.31,94.31,3.0311,286.338683
1654376400,2022-06-04 21:00:00,DPI/USDT,94.51,94.74,94.42,94.74,0.0131,1.238212
1654372800,2022-06-04 20:00:00,DPI/USDT,94.1,94.33,93.81,94.27,0.12721081,11.9947137073
1654369200,2022-06-04 19:00:00,DPI/USDT,94.96,94.96,93.69,94.05,0.3413,32.007419
1654365600,2022-06-04 18:00:00,DPI/USDT,94.3,94.34,94.24,94.3,0.0567,5.347704
1654362000,2022-06-04 17:00:00,DPI/USDT,93.55,94.09,93.55,94.09,0.0138,1.292316
