https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MONI,Volume USDT
1663459200,2022-09-18 00:00:00,MONI/USDT,0.088,0.08859,0.08426,0.08655,242532.1266,21132.148145739
1663372800,2022-09-17 00:00:00,MONI/USDT,0.11044,0.12139,0.08628,0.088,3942091.2844,427396.164528124
1663286400,2022-09-16 00:00:00,MONI/USDT,0.11989,0.22527,0.10185,0.11098,8466531.7898,1193050.566410475
1663200000,2022-09-15 00:00:00,MONI/USDT,0.09555,0.13213,0.09441,0.11966,2827454.0503,319471.350036902
1663113600,2022-09-14 00:00:00,MONI/USDT,0.09411,0.10283,0.09236,0.09564,2102256.0402,204270.413269152
1663027200,2022-09-13 00:00:00,MONI/USDT,0.10591,0.10859,0.08497,0.09428,2465288.5975,242419.814324846
1662940800,2022-09-12 00:00:00,MONI/USDT,0.12386,0.12749,0.1048,0.10574,2502446.3836,283577.115258028
1662854400,2022-09-11 00:00:00,MONI/USDT,0.11651,0.1251,0.1,0.12364,4393954.725,488895.357590375
1662768000,2022-09-10 00:00:00,MONI/USDT,0.08,0.15436,0.07605,0.11724,15700183.68197562,1837345.1786758573289
1662681600,2022-09-09 00:00:00,MONI/USDT,0.06175,0.081,0.06064,0.08,3127814.5896,214524.397120025
1662595200,2022-09-08 00:00:00,MONI/USDT,0.06254,0.06373,0.06091,0.06169,2277246.3761,141798.84720178
1662508800,2022-09-07 00:00:00,MONI/USDT,0.06041,0.06536,0.05748,0.06245,2688425.4072,161230.784617439
1662422400,2022-09-06 00:00:00,MONI/USDT,0.06422,0.06929,0.059,0.06031,2531461.2983,161006.792306811
1662336000,2022-09-05 00:00:00,MONI/USDT,0.06107,0.06437,0.06005,0.06404,2868428.2686,175996.777730872
1662249600,2022-09-04 00:00:00,MONI/USDT,0.0612,0.06226,0.06033,0.06093,2524425.1355,154893.060471423
1662163200,2022-09-03 00:00:00,MONI/USDT,0.06473,0.06473,0.06051,0.06133,2910500.7366,181815.766031333
1662076800,2022-09-02 00:00:00,MONI/USDT,0.06425,0.06689,0.06359,0.06464,2321306.3825,151256.174036929
1661990400,2022-09-01 00:00:00,MONI/USDT,0.06753,0.06999,0.06335,0.06426,2321545.8055,153202.160778154
1661904000,2022-08-31 00:00:00,MONI/USDT,0.07417,0.07501,0.06753,0.06755,2129346.5699,152603.964510068
1661817600,2022-08-30 00:00:00,MONI/USDT,0.07401,0.0809,0.07145,0.07434,3277858.0564,245303.170961922
1661731200,2022-08-29 00:00:00,MONI/USDT,0.06976,0.07691,0.0675,0.07428,2205099.7608,156217.963045383
1661644800,2022-08-28 00:00:00,MONI/USDT,0.068,0.07229,0.06793,0.06979,2484800.212,171965.074837053
1661558400,2022-08-27 00:00:00,MONI/USDT,0.07001,0.07232,0.06719,0.06806,2552213.5142,176833.600572178
1661472000,2022-08-26 00:00:00,MONI/USDT,0.07474,0.07511,0.06939,0.06995,2846212.4328,205861.295760759
1661385600,2022-08-25 00:00:00,MONI/USDT,0.07378,0.07565,0.07265,0.07493,2624484.2388,195031.858969072
1661299200,2022-08-24 00:00:00,MONI/USDT,0.07572,0.07743,0.0732,0.07386,2010241.5636,150633.757095263
1661212800,2022-08-23 00:00:00,MONI/USDT,0.07693,0.07927,0.0736,0.07517,195357.8978,14977.463774955
1661126400,2022-08-22 00:00:00,MONI/USDT,0.08107,0.0822,0.07263,0.07693,1848430.6633,139653.269415274
1661040000,2022-08-21 00:00:00,MONI/USDT,0.07592,0.0975,0.07586,0.08146,2537220.3387,214687.419605321
1660953600,2022-08-20 00:00:00,MONI/USDT,0.06129,0.08172,0.06062,0.0768,4493028.8512,310482.643486946
1660867200,2022-08-19 00:00:00,MONI/USDT,0.0636,0.06577,0.05791,0.0613,3347711.1962,206739.28813581
1660780800,2022-08-18 00:00:00,MONI/USDT,0.06821,0.0688,0.06357,0.06382,2533847.2858,169504.418655191
1660694400,2022-08-17 00:00:00,MONI/USDT,0.07303,0.07445,0.06808,0.06822,2567273.9884,182580.935282481
1660608000,2022-08-16 00:00:00,MONI/USDT,0.07655,0.08284,0.0726,0.07302,1710102.2323,134289.85191454
1660521600,2022-08-15 00:00:00,MONI/USDT,0.07851,0.08172,0.07526,0.07649,2168080.113,170812.427920568
1660435200,2022-08-14 00:00:00,MONI/USDT,0.08082,0.08488,0.0778,0.07829,2329517.8376,188774.557716592
1660348800,2022-08-13 00:00:00,MONI/USDT,0.07706,0.08311,0.0756,0.08077,2427319.9763,189863.999644926
1660262400,2022-08-12 00:00:00,MONI/USDT,0.07312,0.07799,0.07246,0.07698,2436442.8582,182386.105725861
1660176000,2022-08-11 00:00:00,MONI/USDT,0.07565,0.07957,0.07221,0.07308,2092883.0442,157714.940398145
1660089600,2022-08-10 00:00:00,MONI/USDT,0.07692,0.0808,0.07105,0.07561,2995276.8427,225460.831826555
1660003200,2022-08-09 00:00:00,MONI/USDT,0.06816,0.0849,0.06801,0.07699,5831103.0187,431061.160413378
1659916800,2022-08-08 00:00:00,MONI/USDT,0.06569,0.0712,0.06491,0.0681,3009497.4234,202562.645023536
1659830400,2022-08-07 00:00:00,MONI/USDT,0.06291,0.06756,0.06143,0.06542,2623837.8544,169318.363809059
1659744000,2022-08-06 00:00:00,MONI/USDT,0.0643,0.06479,0.06215,0.06293,1833488.4803,116621.649747036
1659657600,2022-08-05 00:00:00,MONI/USDT,0.06247,0.06585,0.06166,0.06421,2879527.2498,183129.829175548
1659571200,2022-08-04 00:00:00,MONI/USDT,0.06391,0.06598,0.06101,0.06249,1708359.1804,106639.732562218
1659484800,2022-08-03 00:00:00,MONI/USDT,0.06234,0.06762,0.06156,0.06393,2086948.3269,133090.601288441
1659398400,2022-08-02 00:00:00,MONI/USDT,0.0623,0.06296,0.06025,0.06228,2400218.9038,147643.865446374
1659312000,2022-08-01 00:00:00,MONI/USDT,0.06292,0.06378,0.06101,0.06228,2855364.6706,178914.519388676
1659225600,2022-07-31 00:00:00,MONI/USDT,0.06372,0.06616,0.06227,0.06306,754581.9208,48451.850206267
1659139200,2022-07-30 00:00:00,MONI/USDT,0.06569,0.06733,0.06313,0.06313,1379604.591,89338.320824916
1659052800,2022-07-29 00:00:00,MONI/USDT,0.06297,0.06658,0.06216,0.06589,2728355.1775,175198.329455777
1658966400,2022-07-28 00:00:00,MONI/USDT,0.06349,0.06414,0.06146,0.06299,1701921.2252,106312.699137174
1658880000,2022-07-27 00:00:00,MONI/USDT,0.0592,0.064,0.05897,0.06399,2101152.1629,126094.592581208
1658793600,2022-07-26 00:00:00,MONI/USDT,0.06166,0.06201,0.05812,0.05947,2919604.2793,175711.675886168
1658707200,2022-07-25 00:00:00,MONI/USDT,0.06613,0.06693,0.0615,0.06158,1799860.6087,113322.522717832
1658620800,2022-07-24 00:00:00,MONI/USDT,0.0642,0.07369,0.0631,0.06609,1915701.6448,127079.088030117
1658534400,2022-07-23 00:00:00,MONI/USDT,0.0641,0.0669,0.06301,0.0642,2509733.6087,161298.747047147
1658448000,2022-07-22 00:00:00,MONI/USDT,0.0674,0.069,0.0632,0.0641,1362198.5338,89592.844193348
1658361600,2022-07-21 00:00:00,MONI/USDT,0.06696,0.06892,0.06134,0.0674,1737414.1514,113476.577198808
1658275200,2022-07-20 00:00:00,MONI/USDT,0.06372,0.0703,0.06313,0.06655,1587391.91843444,105241.7765819082535
1658188800,2022-07-19 00:00:00,MONI/USDT,0.06095,0.0666,0.06037,0.06358,1267886.27083018,77733.0644086885055
1658102400,2022-07-18 00:00:00,MONI/USDT,0.058,0.06299,0.05776,0.06061,2572754.1148205,153461.7763887608137
1658016000,2022-07-17 00:00:00,MONI/USDT,0.05648,0.06092,0.05576,0.0581,2513430.75154949,144661.5221090906634
1657929600,2022-07-16 00:00:00,MONI/USDT,0.0597,0.06065,0.055,0.0565,2980910.88933349,172349.3016778143103
1657843200,2022-07-15 00:00:00,MONI/USDT,0.058,0.1,0.05697,0.0597,3629777.78824952,222741.4496614748819
1657756800,2022-07-14 00:00:00,MONI/USDT,0.06147,0.06488,0.0549,0.0578,2794420.07074763,165539.5813564981575
1657670400,2022-07-13 00:00:00,MONI/USDT,0.05291,0.063,0.05167,0.06144,2328772.46969835,129886.9666730162942
1657584000,2022-07-12 00:00:00,MONI/USDT,0.0598,0.06003,0.0523,0.05348,2849173.60925846,157023.3713904142306
1657497600,2022-07-11 00:00:00,MONI/USDT,0.0641,0.0645,0.05862,0.06,2748076.01377087,170467.8569285228422
1657411200,2022-07-10 00:00:00,MONI/USDT,0.0632,0.09,0.06111,0.0641,5842212.88267619,426734.8872357201024
1657324800,2022-07-09 00:00:00,MONI/USDT,0.05767,0.06964,0.05735,0.0632,545693.61705692,33764.8276669107246
1657238400,2022-07-08 00:00:00,MONI/USDT,0.05579,0.06092,0.05516,0.05769,387895.10372976,22593.9351478189856
