https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ERTHA,Volume USDT
1658534400,2022-07-23 00:00:00,ERTHA/USDT,0.0081,0.00846,0.00775,0.00794,8380890.5932,67692.083950826
1658448000,2022-07-22 00:00:00,ERTHA/USDT,0.00856,0.00881,0.0079,0.0081,6919740.5821,57036.328717934
1658361600,2022-07-21 00:00:00,ERTHA/USDT,0.0079,0.0089,0.00777,0.00856,8740572.7611,73612.591322519
1658275200,2022-07-20 00:00:00,ERTHA/USDT,0.00851,0.00859,0.00726,0.00783,8693402.81451845,70152.3432946017531
1658188800,2022-07-19 00:00:00,ERTHA/USDT,0.0083,0.00866,0.00819,0.00856,8326595.03456407,69769.8266545497706
1658102400,2022-07-18 00:00:00,ERTHA/USDT,0.00892,0.009,0.00813,0.00825,8603435.38435624,73389.1125026181629
1658016000,2022-07-17 00:00:00,ERTHA/USDT,0.00934,0.01009,0.00875,0.00893,8025665.70038007,74644.4074862103076
1657929600,2022-07-16 00:00:00,ERTHA/USDT,0.00825,0.01083,0.00821,0.00934,18131295.79516682,173046.7731930536387
1657843200,2022-07-15 00:00:00,ERTHA/USDT,0.00796,0.00842,0.00769,0.00827,8056509.74099045,63933.33222283828
1657756800,2022-07-14 00:00:00,ERTHA/USDT,0.0083,0.0083,0.00737,0.00796,6115701.9817594,47921.6561148357301
1657670400,2022-07-13 00:00:00,ERTHA/USDT,0.00766,0.00974,0.00724,0.00827,14039444.09463652,113290.8989846267351
1657584000,2022-07-12 00:00:00,ERTHA/USDT,0.00805,0.00827,0.0072,0.00766,8999803.81340535,69305.5288605711687
1657497600,2022-07-11 00:00:00,ERTHA/USDT,0.00879,0.00891,0.00802,0.00804,7157352.18651924,60681.7735295885289
1657411200,2022-07-10 00:00:00,ERTHA/USDT,0.00892,0.00929,0.0086,0.00879,7602856.72909491,67015.6657237230273
1657324800,2022-07-09 00:00:00,ERTHA/USDT,0.00892,0.00941,0.00874,0.00892,7942970.43844818,71988.9110156420139
1657238400,2022-07-08 00:00:00,ERTHA/USDT,0.01005,0.01019,0.00872,0.00891,8122638.34375461,76043.4235231025522
1657152000,2022-07-07 00:00:00,ERTHA/USDT,0.0102,0.01241,0.0096,0.0101,12192978.08676375,131086.7781950795649
1657065600,2022-07-06 00:00:00,ERTHA/USDT,0.00989,0.012,0.0097,0.01015,14553090.18558143,151281.3027171877103
1656979200,2022-07-05 00:00:00,ERTHA/USDT,0.01021,0.01065,0.00963,0.0099,6380665.25811497,64439.1254448839768
1656892800,2022-07-04 00:00:00,ERTHA/USDT,0.00996,0.01059,0.00995,0.01022,6673118.55000442,67666.4701190486515
1656806400,2022-07-03 00:00:00,ERTHA/USDT,0.00983,0.01012,0.00952,0.00996,7245995.06749305,71534.6944171857099
1656720000,2022-07-02 00:00:00,ERTHA/USDT,0.01038,0.0104,0.00953,0.00987,8098543.36142744,81297.2689632449001
1656633600,2022-07-01 00:00:00,ERTHA/USDT,0.01094,0.011,0.01024,0.01038,7856646.17310683,82479.8793032765174
1656547200,2022-06-30 00:00:00,ERTHA/USDT,0.01058,0.01129,0.0099,0.01092,11194527.74344405,118814.2157736463797
1656460800,2022-06-29 00:00:00,ERTHA/USDT,0.01045,0.01112,0.0104,0.01062,9546772.56078809,102412.6302983669121
1656374400,2022-06-28 00:00:00,ERTHA/USDT,0.01095,0.01102,0.01036,0.0104,8527105.8841797,90998.3829045556249
1656288000,2022-06-27 00:00:00,ERTHA/USDT,0.01081,0.01105,0.01062,0.01099,8547615.30214307,92429.4141438514725
1656201600,2022-06-26 00:00:00,ERTHA/USDT,0.01062,0.01151,0.01062,0.01082,12564967.20402973,138273.6474701995613
1656115200,2022-06-25 00:00:00,ERTHA/USDT,0.01163,0.01166,0.0104,0.01061,9231691.29247632,100847.6968415876587
1656028800,2022-06-24 00:00:00,ERTHA/USDT,0.01116,0.01249,0.0109,0.0116,11551925.31082019,130732.1347043282116
1655942400,2022-06-23 00:00:00,ERTHA/USDT,0.01035,0.0135,0.01035,0.01116,12534537.02212751,141088.5689547943663
1655856000,2022-06-22 00:00:00,ERTHA/USDT,0.01071,0.01079,0.01024,0.01038,7629827.30831253,79785.3984385885714
1655769600,2022-06-21 00:00:00,ERTHA/USDT,0.01096,0.01152,0.0106,0.01067,7385898.33798632,80932.9236845471733
1655683200,2022-06-20 00:00:00,ERTHA/USDT,0.01114,0.0179,0.01071,0.01095,21221885.48544684,264285.2693798668879
1655596800,2022-06-19 00:00:00,ERTHA/USDT,0.01026,0.01197,0.01016,0.01115,8898072.74129101,95857.3049304635236
1655510400,2022-06-18 00:00:00,ERTHA/USDT,0.01153,0.01159,0.01004,0.01026,7876690.5078422,85984.4677407064757
1655424000,2022-06-17 00:00:00,ERTHA/USDT,0.01163,0.01295,0.01144,0.01155,8325386.63966965,99052.558884520792
1655337600,2022-06-16 00:00:00,ERTHA/USDT,0.01239,0.01245,0.011,0.01166,7870389.29795727,92215.3461899762225
1655251200,2022-06-15 00:00:00,ERTHA/USDT,0.01226,0.0153,0.01094,0.01239,10871061.78377954,131999.0679481270719
1655164800,2022-06-14 00:00:00,ERTHA/USDT,0.01063,0.01407,0.01061,0.01228,11212220.11098431,134709.0114178123745
1655078400,2022-06-13 00:00:00,ERTHA/USDT,0.01209,0.0121,0.0098,0.01063,7783262.20205497,83891.0911738037937
1654992000,2022-06-12 00:00:00,ERTHA/USDT,0.01314,0.01315,0.01199,0.01207,8496123.16242798,106430.0353882649267
1654905600,2022-06-11 00:00:00,ERTHA/USDT,0.01397,0.01899,0.0126,0.01312,19212939.15834587,279378.0538068899797
1654819200,2022-06-10 00:00:00,ERTHA/USDT,0.01386,0.01456,0.01381,0.01397,8540338.92589812,118936.407219362141
1654732800,2022-06-09 00:00:00,ERTHA/USDT,0.01455,0.01456,0.01373,0.01385,9499160.95645166,133572.1677197625666
1654646400,2022-06-08 00:00:00,ERTHA/USDT,0.01672,0.0192,0.01379,0.01453,18626210.61032104,279224.5742918266913
1654560000,2022-06-07 00:00:00,ERTHA/USDT,0.01419,0.04221,0.01202,0.01657,41415610.95116907,870849.3648702086979
1654473600,2022-06-06 00:00:00,ERTHA/USDT,0.01598,0.01634,0.01378,0.01423,8669055.9459882,130532.4501142948985
1654387200,2022-06-05 00:00:00,ERTHA/USDT,0.0155,0.02265,0.01505,0.01603,15152209.49496848,258410.671612004411
1654300800,2022-06-04 00:00:00,ERTHA/USDT,0.01499,0.01588,0.01452,0.01558,7420433.58796788,111915.0659079994952
1654214400,2022-06-03 00:00:00,ERTHA/USDT,0.01561,0.0159,0.01491,0.01499,6894745.79752606,105300.7395541426456
1654128000,2022-06-02 00:00:00,ERTHA/USDT,0.01587,0.01662,0.01532,0.01558,4629579.25631263,72229.6568525756741
1654041600,2022-06-01 00:00:00,ERTHA/USDT,0.01643,0.01793,0.01548,0.01632,318463.16543362,5389.4448283755185
1653955200,2022-05-31 00:00:00,ERTHA/USDT,0.01744,0.01861,0.01615,0.01648,4758479.86902379,81869.3131768338588
1653868800,2022-05-30 00:00:00,ERTHA/USDT,0.01788,0.02,0.0172,0.01745,7818544.20145609,139850.3169255219506
1653782400,2022-05-29 00:00:00,ERTHA/USDT,0.0175,0.0184,0.0173,0.01788,7559293.5138508,135249.0213319783351
1653696000,2022-05-28 00:00:00,ERTHA/USDT,0.01727,0.018,0.01716,0.01753,5776567.84485702,100046.3048004259826
1653609600,2022-05-27 00:00:00,ERTHA/USDT,0.01855,0.01856,0.01698,0.01727,6893686.92567304,123810.1594796057864
1653523200,2022-05-26 00:00:00,ERTHA/USDT,0.01907,0.02348,0.0182,0.01855,7856682.62342082,150494.1172531624989
1653436800,2022-05-25 00:00:00,ERTHA/USDT,0.01878,0.01988,0.0181,0.0191,5743642.34493886,108460.8055205056174
1653350400,2022-05-24 00:00:00,ERTHA/USDT,0.01928,0.01953,0.01834,0.01878,6771511.7388233,128281.0724058061569
1653264000,2022-05-23 00:00:00,ERTHA/USDT,0.02043,0.0209,0.01899,0.01928,7440603.79489499,146908.6291957916684
1653177600,2022-05-22 00:00:00,ERTHA/USDT,0.01865,0.0249,0.01789,0.02041,9073504.55666181,178547.110531247599
1653091200,2022-05-21 00:00:00,ERTHA/USDT,0.01866,0.01914,0.01804,0.01865,6805481.70450765,126939.8349071544793
1653004800,2022-05-20 00:00:00,ERTHA/USDT,0.02119,0.02384,0.01797,0.01863,9502377.82116043,192343.8960311359041
1652918400,2022-05-19 00:00:00,ERTHA/USDT,0.0167,0.02362,0.0163,0.02113,11852356.98870676,221799.3013424385331
1652832000,2022-05-18 00:00:00,ERTHA/USDT,0.0168,0.019,0.0164,0.01666,7532842.96657723,128839.8913374688908
1652745600,2022-05-17 00:00:00,ERTHA/USDT,0.0165,0.0173,0.0162,0.0168,4707593.85072604,77620.446141543842
1652659200,2022-05-16 00:00:00,ERTHA/USDT,0.0171,0.0191,0.0157,0.0165,4886466.54976369,80719.42535186118
1652572800,2022-05-15 00:00:00,ERTHA/USDT,0.0154,0.0301,0.0148,0.0172,11006142.95524339,204384.683151536979
1652486400,2022-05-14 00:00:00,ERTHA/USDT,0.0134,0.016,0.0134,0.0153,5812069.77201756,82496.440087676527
1652400000,2022-05-13 00:00:00,ERTHA/USDT,0.0159,0.0174,0.013,0.0134,7073433.82489974,111599.013521433538
1652313600,2022-05-12 00:00:00,ERTHA/USDT,0.0171,0.0178,0.0127,0.0158,6679423.15602982,102893.992213685217
1652227200,2022-05-11 00:00:00,ERTHA/USDT,0.0226,0.024,0.0161,0.0171,6719213.64643814,133634.429278762063
1652140800,2022-05-10 00:00:00,ERTHA/USDT,0.0215,0.0251,0.0204,0.0226,5327593.12427002,120770.884039376233
1652054400,2022-05-09 00:00:00,ERTHA/USDT,0.0269,0.0273,0.0215,0.0217,4199832.08699903,102526.049493915788
1651968000,2022-05-08 00:00:00,ERTHA/USDT,0.0283,0.0284,0.0266,0.0269,4079026.20740823,112504.149096993505
1651881600,2022-05-07 00:00:00,ERTHA/USDT,0.0287,0.03,0.028,0.0283,3945282.25245299,115501.356272036946
1651795200,2022-05-06 00:00:00,ERTHA/USDT,0.029,0.0299,0.0286,0.0287,3926571.09937881,114253.871472323678
1651708800,2022-05-05 00:00:00,ERTHA/USDT,0.0324,0.0353,0.0285,0.029,6993583.30319229,223770.648840683299
1651622400,2022-05-04 00:00:00,ERTHA/USDT,0.0348,0.035,0.031,0.0325,5327940.80277108,176139.0350438034
1651536000,2022-05-03 00:00:00,ERTHA/USDT,0.0372,0.0372,0.0346,0.035,4742653.40992655,168678.735951674243
1651449600,2022-05-02 00:00:00,ERTHA/USDT,0.0369,0.0384,0.0365,0.0372,4556419.42674308,169350.733429293635
1651363200,2022-05-01 00:00:00,ERTHA/USDT,0.0368,0.0399,0.0357,0.0368,3756822.80580582,141227.170929079915
1651276800,2022-04-30 00:00:00,ERTHA/USDT,0.0382,0.039,0.0362,0.0368,4080073.73073139,154615.170170750766
1651190400,2022-04-29 00:00:00,ERTHA/USDT,0.0404,0.0406,0.0375,0.0382,3635370.72901444,143345.23841495944
1651104000,2022-04-28 00:00:00,ERTHA/USDT,0.0415,0.0417,0.0404,0.0404,3393072.48890125,139007.923497958467
1651017600,2022-04-27 00:00:00,ERTHA/USDT,0.0429,0.0433,0.0415,0.0415,1887418.09585678,79974.424711979624
1650931200,2022-04-26 00:00:00,ERTHA/USDT,0.0487,0.0501,0.0421,0.0429,2357923.51048507,107887.631424250394
1650844800,2022-04-25 00:00:00,ERTHA/USDT,0.0508,0.0542,0.0472,0.0487,3139183.17812815,154212.587675317586
1650758400,2022-04-24 00:00:00,ERTHA/USDT,0.0558,0.0578,0.0508,0.0509,3756120.70706407,202930.243946434135
1650672000,2022-04-23 00:00:00,ERTHA/USDT,0.0487,0.0689,0.0479,0.0558,7692493.69031952,431951.925851431957
1650585600,2022-04-22 00:00:00,ERTHA/USDT,0.0504,0.0509,0.0481,0.0489,2078461.25730917,103104.064022917085
1650499200,2022-04-21 00:00:00,ERTHA/USDT,0.0516,0.0533,0.0504,0.0504,2370408.4728733,123598.562253391718
1650412800,2022-04-20 00:00:00,ERTHA/USDT,0.0507,0.0557,0.0497,0.0518,3650229.88617451,191871.483106207458
1650326400,2022-04-19 00:00:00,ERTHA/USDT,0.051,0.0515,0.05,0.0508,2447845.5025861,124699.241327040535
1650240000,2022-04-18 00:00:00,ERTHA/USDT,0.0523,0.0525,0.05,0.051,2122049.55054759,108199.949454025632
1650153600,2022-04-17 00:00:00,ERTHA/USDT,0.054,0.0541,0.0515,0.0523,2499087.47816225,132751.089658191113
1650067200,2022-04-16 00:00:00,ERTHA/USDT,0.0558,0.056,0.0536,0.054,2519787.75624741,139249.620676159159
1649980800,2022-04-15 00:00:00,ERTHA/USDT,0.0574,0.0577,0.0553,0.0559,2565992.65677638,144923.619042251741
1649894400,2022-04-14 00:00:00,ERTHA/USDT,0.0624,0.0634,0.0555,0.0574,3554198.95420699,210750.009253901372
1649808000,2022-04-13 00:00:00,ERTHA/USDT,0.0565,0.0652,0.0565,0.0623,4628234.23551919,281298.418567455874
1649721600,2022-04-12 00:00:00,ERTHA/USDT,0.0555,0.0582,0.0541,0.0565,3073188.67600628,172022.470788850864
1649635200,2022-04-11 00:00:00,ERTHA/USDT,0.0605,0.0615,0.0542,0.0555,3230878.26970863,186481.281484154159
1649548800,2022-04-10 00:00:00,ERTHA/USDT,0.0619,0.065,0.0588,0.0605,3726269.79990491,228152.325265030956
1649462400,2022-04-09 00:00:00,ERTHA/USDT,0.0645,0.0652,0.0605,0.062,3102368.09594241,194693.903704848327
1649376000,2022-04-08 00:00:00,ERTHA/USDT,0.0688,0.0691,0.0641,0.0645,2932687.11193829,194298.651000533556
1649289600,2022-04-07 00:00:00,ERTHA/USDT,0.062,0.0697,0.0596,0.0688,2285009.38882689,144935.774090722425
1649203200,2022-04-06 00:00:00,ERTHA/USDT,0.0667,0.068,0.0601,0.0621,660337.27720837,42287.125463345501
1649116800,2022-04-05 00:00:00,ERTHA/USDT,0.067,0.0703,0.0656,0.0667,1332453.57528769,90377.006478475
1649030400,2022-04-04 00:00:00,ERTHA/USDT,0.0692,0.07,0.0639,0.0672,1210021.90704847,81294.675674745157
1648944000,2022-04-03 00:00:00,ERTHA/USDT,0.0708,0.0713,0.0659,0.0692,2100398.29504316,145501.566271297274
1648857600,2022-04-02 00:00:00,ERTHA/USDT,0.0782,0.0792,0.0705,0.0708,3069880.50417615,232621.319931043726
1648771200,2022-04-01 00:00:00,ERTHA/USDT,0.0828,0.0829,0.0765,0.0782,2623934.30628554,210454.460685886409
1648684800,2022-03-31 00:00:00,ERTHA/USDT,0.098,0.0995,0.0819,0.0827,3595494.1192614,328197.984485696749
1648598400,2022-03-30 00:00:00,ERTHA/USDT,0.0939,0.0989,0.0902,0.0979,3159351.86522404,295727.064927446499
1648512000,2022-03-29 00:00:00,ERTHA/USDT,0.0933,0.096,0.0915,0.094,2751817.41264686,258409.861682153884
1648425600,2022-03-28 00:00:00,ERTHA/USDT,0.0933,0.0992,0.0918,0.0933,3053250.10932574,289339.240695222782
1648339200,2022-03-27 00:00:00,ERTHA/USDT,0.0886,0.0935,0.0882,0.0931,2680527.04200535,241004.666981833652
1648252800,2022-03-26 00:00:00,ERTHA/USDT,0.092,0.0931,0.088,0.0885,2480571.85026678,225609.930416191612
1648166400,2022-03-25 00:00:00,ERTHA/USDT,0.096,0.1,0.0917,0.092,3212783.78819682,309395.001545971961
1648080000,2022-03-24 00:00:00,ERTHA/USDT,0.0851,0.097,0.083,0.096,4389355.18645011,396813.796223561869
1647993600,2022-03-23 00:00:00,ERTHA/USDT,0.0812,0.0929,0.0786,0.0851,4004214.73377773,330974.553842763991
1647907200,2022-03-22 00:00:00,ERTHA/USDT,0.0775,0.0847,0.0766,0.0811,2596622.10291726,207099.321182771584
1647820800,2022-03-21 00:00:00,ERTHA/USDT,0.0779,0.0813,0.0765,0.0775,2554175.56823109,199757.859171772004
1647734400,2022-03-20 00:00:00,ERTHA/USDT,0.0801,0.0807,0.0767,0.0779,2305954.69069353,183273.062095274602
1647648000,2022-03-19 00:00:00,ERTHA/USDT,0.0807,0.0817,0.08,0.0801,2061489.11252811,165753.765989361322
1647561600,2022-03-18 00:00:00,ERTHA/USDT,0.0802,0.0823,0.0787,0.0807,2126711.60193395,169936.458845675961
1647475200,2022-03-17 00:00:00,ERTHA/USDT,0.0801,0.0825,0.0781,0.0802,2046759.80496062,164530.388407667061
1647388800,2022-03-16 00:00:00,ERTHA/USDT,0.0806,0.0827,0.0789,0.0801,2044833.67751082,164682.651479037127
1647302400,2022-03-15 00:00:00,ERTHA/USDT,0.0823,0.0825,0.079,0.0806,1791265.3168413,145823.974184613594
1647216000,2022-03-14 00:00:00,ERTHA/USDT,0.0862,0.0875,0.0816,0.0823,2363969.77239957,200257.347019383204
1647129600,2022-03-13 00:00:00,ERTHA/USDT,0.079,0.1072,0.078,0.0862,4186934.79474881,358676.087459147782
1647043200,2022-03-12 00:00:00,ERTHA/USDT,0.0811,0.0851,0.078,0.079,2618703.16934998,210518.331813549072
1646956800,2022-03-11 00:00:00,ERTHA/USDT,0.0829,0.083,0.078,0.0811,2501253.13202492,202636.900713682142
1646870400,2022-03-10 00:00:00,ERTHA/USDT,0.085,0.0855,0.0826,0.0829,2322180.11255815,194836.836438254602
1646784000,2022-03-09 00:00:00,ERTHA/USDT,0.0838,0.0913,0.0833,0.0851,2517633.26827552,214728.651708410746
1646697600,2022-03-08 00:00:00,ERTHA/USDT,0.0857,0.0862,0.0833,0.0838,1987180.5156527,168728.501155896163
1646611200,2022-03-07 00:00:00,ERTHA/USDT,0.0914,0.0919,0.0837,0.0858,2759745.73857885,240130.37942870548
1646524800,2022-03-06 00:00:00,ERTHA/USDT,0.0918,0.0942,0.0914,0.0914,1746127.86803551,160838.416026780275
1646438400,2022-03-05 00:00:00,ERTHA/USDT,0.0914,0.0937,0.0893,0.0918,2028979.51276129,183854.67133746977
1646352000,2022-03-04 00:00:00,ERTHA/USDT,0.1015,0.1021,0.0904,0.0912,2301866.34465376,225711.704083037366
1646265600,2022-03-03 00:00:00,ERTHA/USDT,0.1098,0.1101,0.1,0.1016,2820890.65665746,297725.34033676134
1646179200,2022-03-02 00:00:00,ERTHA/USDT,0.1121,0.1126,0.1087,0.1096,2629037.23652492,290538.027377624524
1646092800,2022-03-01 00:00:00,ERTHA/USDT,0.1166,0.1166,0.1113,0.1122,2095391.99900215,238406.911392079309
1646006400,2022-02-28 00:00:00,ERTHA/USDT,0.1041,0.1288,0.1032,0.1166,1835690.71371001,203802.15211114776
1645920000,2022-02-27 00:00:00,ERTHA/USDT,0.111,0.1414,0.1041,0.1041,1170588.19661855,137661.202855749907
1645833600,2022-02-26 00:00:00,ERTHA/USDT,0.114,0.1199,0.1064,0.111,581998.35322285,65586.66142265754
1645747200,2022-02-25 00:00:00,ERTHA/USDT,0.0993,0.1148,0.082,0.1141,1657472.12832079,165488.135627831757
1645660800,2022-02-24 00:00:00,ERTHA/USDT,0.1138,0.114,0.079,0.0993,3496081.64076806,331071.520695095398
1645574400,2022-02-23 00:00:00,ERTHA/USDT,0.1241,0.1241,0.1132,0.1138,1025541.10591009,120909.335809375334
1645488000,2022-02-22 00:00:00,ERTHA/USDT,0.1246,0.1299,0.1193,0.1242,2620037.72154229,323198.326338088835
1645401600,2022-02-21 00:00:00,ERTHA/USDT,0.1297,0.13,0.1118,0.1245,3400355.40337793,428497.765626301862
1645315200,2022-02-20 00:00:00,ERTHA/USDT,0.1427,0.1434,0.1236,0.1295,2694685.6906562,357104.117018869181
1645228800,2022-02-19 00:00:00,ERTHA/USDT,0.1507,0.1602,0.1417,0.1429,2871614.13776171,421107.266787901789
1645142400,2022-02-18 00:00:00,ERTHA/USDT,0.1641,0.1641,0.1475,0.1509,2398663.59311369,382086.066446968457
1645056000,2022-02-17 00:00:00,ERTHA/USDT,0.1758,0.185,0.158,0.164,2903664.22482599,495508.164692107989
1644969600,2022-02-16 00:00:00,ERTHA/USDT,0.1801,0.1892,0.1699,0.1753,2001889.16483408,355741.16486165641
1644883200,2022-02-15 00:00:00,ERTHA/USDT,0.1827,0.189,0.1604,0.18,3085454.62762086,556397.716728795957
1644796800,2022-02-14 00:00:00,ERTHA/USDT,0.17,0.189,0.1666,0.1829,1730197.4866778,309078.059404653685
1644710400,2022-02-13 00:00:00,ERTHA/USDT,0.1729,0.1769,0.17,0.171,224179.27000973,38712.508205990034
1644624000,2022-02-12 00:00:00,ERTHA/USDT,0.1767,0.1797,0.1702,0.1723,312847.08750749,54669.180960958984
