https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ATO
1663545600000,2022-09-19 00:00:00,ATO/BTC,0.00075708,0.00078086,0.00075352,0.00077803,0.10498938311875308,134.94258976999998
1663459200000,2022-09-18 00:00:00,ATO/BTC,0.00081516,0.00081727,0.00075414,0.0007559,6.801917742405888,8998.435960320001
1663372800000,2022-09-17 00:00:00,ATO/BTC,0.00084234,0.00085124,0.00080716,0.00081633,1.7461780160740077,2139.05897869
1663286400000,2022-09-16 00:00:00,ATO/BTC,0.00075773,0.00084462,0.00074056,0.00084026,5.870622556235789,6986.6738345700005
1663200000000,2022-09-15 00:00:00,ATO/BTC,0.00068952,0.00078111,0.00066245,0.00075684,2.292872057207214,3029.53339835
1663113600000,2022-09-14 00:00:00,ATO/BTC,0.00068711,0.00071038,0.00067787,0.0006905,0.662365933708235,959.25551587
1663027200000,2022-09-13 00:00:00,ATO/BTC,0.00069181,0.00072006,0.00068038,0.00068848,1.9311959302912847,2805.01384251
1662940800000,2022-09-12 00:00:00,ATO/BTC,0.00071669,0.00074091,0.00067961,0.00069311,0.9712042990098868,1401.22678797
1662854400000,2022-09-11 00:00:00,ATO/BTC,0.0007375,0.00075705,0.00071079,0.0007188,0.41020445834047203,570.67954694
1662768000000,2022-09-10 00:00:00,ATO/BTC,0.00076295,0.00076573,0.00073271,0.0007383,0.8840717578153531,1197.44244591
1662681600000,2022-09-09 00:00:00,ATO/BTC,0.00071966,0.00082794,0.00068077,0.00075351,5.784151020850617,7676.27638764
1662595200000,2022-09-08 00:00:00,ATO/BTC,0.00067144,0.00072955,0.00065779,0.00071857,2.3895463170118987,3325.41898077
1662508800000,2022-09-07 00:00:00,ATO/BTC,0.00062683,0.00068287,0.00061907,0.00066991,1.0078452793492845,1504.44877573
1662422400000,2022-09-06 00:00:00,ATO/BTC,0.00063877,0.00064766,0.00061491,0.00062709,1.3392540094696397,2135.66475222
1662336000000,2022-09-05 00:00:00,ATO/BTC,0.00065185,0.00066565,0.00063049,0.00063835,0.6082323973413151,952.8196089
1662249600000,2022-09-04 00:00:00,ATO/BTC,0.00063693,0.00065586,0.00062698,0.00065121,0.7470859946303503,1147.22746062
1662163200000,2022-09-03 00:00:00,ATO/BTC,0.00063035,0.00064621,0.0006145,0.00063668,0.608120813177372,955.1435779
1662076800000,2022-09-02 00:00:00,ATO/BTC,0.00063073,0.0006398,0.00061424,0.00063242,0.503407094999089,796.00122545
1661990400000,2022-09-01 00:00:00,ATO/BTC,0.00059033,0.00063839,0.00057809,0.00063228,0.8678983246642897,1372.64870732
1661904000000,2022-08-31 00:00:00,ATO/BTC,0.00060193,0.0006088,0.00058072,0.00058909,0.7437692582051454,1262.57322006
1661817600000,2022-08-30 00:00:00,ATO/BTC,0.00056503,0.00060938,0.00056137,0.00060141,1.1269743759549458,1873.88699216
1661731200000,2022-08-29 00:00:00,ATO/BTC,0.0005382,0.00057335,0.00051872,0.00056292,0.8260167799082255,1467.37863268
1661644800000,2022-08-28 00:00:00,ATO/BTC,0.00055634,0.00056906,0.00053516,0.00053943,0.47445115174704156,879.54164905
1661558400000,2022-08-27 00:00:00,ATO/BTC,0.00057058,0.00057058,0.00053502,0.0005575,0.896329546611175,1607.76600289
1661472000000,2022-08-26 00:00:00,ATO/BTC,0.00059615,0.00060473,0.00055856,0.00056952,2.4753408253516653,4346.36329778
1661385600000,2022-08-25 00:00:00,ATO/BTC,0.00060979,0.00061759,0.00058156,0.00059534,2.4069372930949546,4042.96249722
1661299200000,2022-08-24 00:00:00,ATO/BTC,0.00056388,0.00061652,0.00054439,0.00060845,3.071566002431092,5048.18144865
1661212800000,2022-08-23 00:00:00,ATO/BTC,0.00051792,0.00057216,0.00051335,0.00056286,1.8235486531664746,3239.79080618
