https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GO,Volume USDT
1663459200,2022-09-18 00:00:00,GO/USDT,0.008032,0.008233,0.008032,0.008087,41979.7397,343.317294347
1663372800,2022-09-17 00:00:00,GO/USDT,0.007858,0.008219,0.007684,0.008032,276403.7071,2190.4685525083
1663286400,2022-09-16 00:00:00,GO/USDT,0.007815,0.008086,0.007546,0.007842,360875.2833,2830.6227948022
1663200000,2022-09-15 00:00:00,GO/USDT,0.008149,0.008221,0.007815,0.007898,202974.6765,1628.519673178
1663113600,2022-09-14 00:00:00,GO/USDT,0.007858,0.008359,0.007819,0.008219,609046.6132,4990.9583645976
1663027200,2022-09-13 00:00:00,GO/USDT,0.008554,0.008764,0.007815,0.007858,1010548.6857,8400.2380608003
1662940800,2022-09-12 00:00:00,GO/USDT,0.008338,0.008717,0.008301,0.008498,582969.4883,4958.3217461885
1662854400,2022-09-11 00:00:00,GO/USDT,0.008314,0.008495,0.008247,0.008309,326156.672,2727.5579086013
1662768000,2022-09-10 00:00:00,GO/USDT,0.008104,0.008357,0.008091,0.008254,303256.2805,2486.3921690439
1662681600,2022-09-09 00:00:00,GO/USDT,0.007897,0.008357,0.007784,0.008092,1157818.7344,9387.4307272082
1662595200,2022-09-08 00:00:00,GO/USDT,0.007949,0.008496,0.007784,0.00795,15651761.2402,128559.7753884263
1662508800,2022-09-07 00:00:00,GO/USDT,0.008246,0.008246,0.007785,0.007949,447071.2789,3538.5606173076
1662422400,2022-09-06 00:00:00,GO/USDT,0.008041,0.008321,0.007681,0.008246,2602946.011,20980.46069762
1662336000,2022-09-05 00:00:00,GO/USDT,0.008148,0.008189,0.007743,0.008014,933349.13,7401.6132391274
1662249600,2022-09-04 00:00:00,GO/USDT,0.007915,0.008462,0.007827,0.008148,1334137.1129,10946.0212418245
1662163200,2022-09-03 00:00:00,GO/USDT,0.008448,0.008554,0.007135,0.007845,6015452.6568,47237.016267114
1662076800,2022-09-02 00:00:00,GO/USDT,0.008412,0.009039,0.00836,0.008438,3179785.3068,27508.952059714
1661990400,2022-09-01 00:00:00,GO/USDT,0.008431,0.008568,0.008233,0.008363,278710.7907,2346.8459352799
1661904000,2022-08-31 00:00:00,GO/USDT,0.008612,0.008852,0.008201,0.008438,1546498.7548,13109.1943827623
1661817600,2022-08-30 00:00:00,GO/USDT,0.008566,0.008764,0.008462,0.008602,473045.283,4070.0767058721
1661731200,2022-08-29 00:00:00,GO/USDT,0.008206,0.008624,0.008088,0.008497,192432.5253,1607.1734102377
1661644800,2022-08-28 00:00:00,GO/USDT,0.008131,0.008463,0.008073,0.008246,282278.4367,2345.3693804086
1661558400,2022-08-27 00:00:00,GO/USDT,0.0085,0.0087,0.007998,0.008131,625051.1693,5216.4346395516
1661472000,2022-08-26 00:00:00,GO/USDT,0.008755,0.008903,0.0085,0.0085,285522.3389,2494.5548929881
1661385600,2022-08-25 00:00:00,GO/USDT,0.008707,0.008984,0.008525,0.008798,837139.2371,7341.0285375363
1661299200,2022-08-24 00:00:00,GO/USDT,0.008741,0.008844,0.008483,0.008752,594064.9271,5128.5875604351
1661212800,2022-08-23 00:00:00,GO/USDT,0.008704,0.008844,0.008495,0.008747,577392.1538,4995.9717820672
1661126400,2022-08-22 00:00:00,GO/USDT,0.008887,0.00931,0.008631,0.008634,2349035.3335,21339.2176657463
1661040000,2022-08-21 00:00:00,GO/USDT,0.008789,0.008978,0.008786,0.008887,184077.0507,1633.1576422301
1660953600,2022-08-20 00:00:00,GO/USDT,0.008359,0.008903,0.008281,0.008789,676868.6611,5828.5077982064
1660867200,2022-08-19 00:00:00,GO/USDT,0.009322,0.009363,0.008282,0.008362,798236.3908,6969.3391368137
1660780800,2022-08-18 00:00:00,GO/USDT,0.009588,0.00981,0.009311,0.00935,362952.904,3455.5144511161
1660694400,2022-08-17 00:00:00,GO/USDT,0.009644,0.009919,0.009448,0.009583,442826.6559,4305.1633911348
1660608000,2022-08-16 00:00:00,GO/USDT,0.009935,0.009989,0.009507,0.009583,512132.4062,4961.5979106031
1660521600,2022-08-15 00:00:00,GO/USDT,0.010362,0.010803,0.009792,0.009902,937757.1069,9481.7284735168
1660435200,2022-08-14 00:00:00,GO/USDT,0.009988,0.010791,0.009929,0.010301,3341792.2307,35141.2005919555
1660348800,2022-08-13 00:00:00,GO/USDT,0.010144,0.010399,0.009855,0.009936,281818.6412,2834.5687654639
1660262400,2022-08-12 00:00:00,GO/USDT,0.010002,0.010476,0.009992,0.010154,583997.4745,5955.2504281094
1660176000,2022-08-11 00:00:00,GO/USDT,0.01004,0.010263,0.009992,0.01004,410118.699,4153.8729097783
1660089600,2022-08-10 00:00:00,GO/USDT,0.009659,0.010263,0.009601,0.01004,534349.917,5328.443637663
1660003200,2022-08-09 00:00:00,GO/USDT,0.009719,0.010263,0.009601,0.009672,836006.8043,8282.8243955043
1659916800,2022-08-08 00:00:00,GO/USDT,0.010362,0.010534,0.009584,0.00972,1699316.5174,16866.1102740767
1659830400,2022-08-07 00:00:00,GO/USDT,0.009602,0.011487,0.009321,0.010362,5617640.3364,57867.6697361563
1659744000,2022-08-06 00:00:00,GO/USDT,0.009173,0.009719,0.009049,0.009583,1342011.5268,12614.3233463615
1659657600,2022-08-05 00:00:00,GO/USDT,0.008982,0.009308,0.008873,0.009172,588283.7675,5334.8576363969
1659571200,2022-08-04 00:00:00,GO/USDT,0.00912,0.009157,0.008767,0.008982,489399.7912,4405.7472573239
1659484800,2022-08-03 00:00:00,GO/USDT,0.008842,0.009248,0.008767,0.009039,456969.7549,4112.3158186357
1659398400,2022-08-02 00:00:00,GO/USDT,0.00912,0.009137,0.008768,0.008785,308007.5719,2745.9227515076
1659312000,2022-08-01 00:00:00,GO/USDT,0.009001,0.009245,0.008773,0.00905,2053328.6815,18343.3269829766
1659225600,2022-07-31 00:00:00,GO/USDT,0.009076,0.009309,0.009001,0.009001,318975.4957,2915.6069713386
1659139200,2022-07-30 00:00:00,GO/USDT,0.009316,0.009432,0.00896,0.009137,650003.975,5967.5325261645
1659052800,2022-07-29 00:00:00,GO/USDT,0.009229,0.009432,0.009053,0.00935,457343.3728,4235.8957974
1658966400,2022-07-28 00:00:00,GO/USDT,0.00902,0.009399,0.008769,0.009229,894826.5824,8115.3438756665
1658880000,2022-07-27 00:00:00,GO/USDT,0.008803,0.009174,0.008632,0.009074,428210.4132,3831.4251143781
1658793600,2022-07-26 00:00:00,GO/USDT,0.00883,0.009061,0.008615,0.008803,412480.4737,3634.7623431354
1658707200,2022-07-25 00:00:00,GO/USDT,0.008854,0.009447,0.008631,0.008767,1059034.3947,9568.7785484366
1658620800,2022-07-24 00:00:00,GO/USDT,0.008899,0.009174,0.008768,0.0089,584126.8257,5244.814098623
1658534400,2022-07-23 00:00:00,GO/USDT,0.008982,0.009066,0.008725,0.008844,410654.1598,3637.3707731723
1658448000,2022-07-22 00:00:00,GO/USDT,0.009046,0.009515,0.008903,0.009038,1108084.649,10233.2307777308
1658361600,2022-07-21 00:00:00,GO/USDT,0.009442,0.009442,0.008768,0.009028,744769.33503637,6702.75155892633778
1658275200,2022-07-20 00:00:00,GO/USDT,0.009166,0.009807,0.009001,0.009524,1194507.20551741,11393.33489521112434
1658188800,2022-07-19 00:00:00,GO/USDT,0.00935,0.009564,0.008836,0.009247,755338.24841815,6880.25204852638285
1658102400,2022-07-18 00:00:00,GO/USDT,0.008281,0.009533,0.008263,0.009396,1179932.92241833,10517.49038333795455
1658016000,2022-07-17 00:00:00,GO/USDT,0.00824,0.00863,0.007965,0.008292,3210744.69173325,26852.46151425336954
1657929600,2022-07-16 00:00:00,GO/USDT,0.008281,0.008378,0.007813,0.008185,582083.5187788,4703.32341117833746
1657843200,2022-07-15 00:00:00,GO/USDT,0.0082,0.008462,0.007785,0.008281,2616199.58623143,21163.80200571885021
1657756800,2022-07-14 00:00:00,GO/USDT,0.00802,0.008461,0.007642,0.008288,1594641.54415716,13068.35903457529928
1657670400,2022-07-13 00:00:00,GO/USDT,0.007633,0.008201,0.007299,0.007992,2003875.30346997,15467.88218411643939
1657584000,2022-07-12 00:00:00,GO/USDT,0.007941,0.008,0.007453,0.007636,1190578.69435044,9193.04363981783836
1657497600,2022-07-11 00:00:00,GO/USDT,0.008338,0.008338,0.007819,0.007819,700044.87325063,5663.48891028053167
1657411200,2022-07-10 00:00:00,GO/USDT,0.008766,0.008865,0.00826,0.008384,172575.70369517,1478.0424878766795
1657324800,2022-07-09 00:00:00,GO/USDT,0.008662,0.008963,0.008373,0.008767,2164379.59579276,18897.18617544522095
1657238400,2022-07-08 00:00:00,GO/USDT,0.009396,0.009556,0.008182,0.008652,7115491.08467256,61346.15663924504164
1657152000,2022-07-07 00:00:00,GO/USDT,0.009252,0.009677,0.008995,0.009396,823901.44605117,7725.65914550911969
1657065600,2022-07-06 00:00:00,GO/USDT,0.00888,0.009674,0.008538,0.009258,2262876.97022372,20727.85527218399352
1656979200,2022-07-05 00:00:00,GO/USDT,0.008987,0.009108,0.008652,0.008881,399799.95058506,3563.33862005360878
1656892800,2022-07-04 00:00:00,GO/USDT,0.008844,0.009037,0.00868,0.008942,588217.86755393,5204.30668250311224
1656806400,2022-07-03 00:00:00,GO/USDT,0.009028,0.009028,0.008653,0.008891,374402.81659906,3303.0327904931387
1656720000,2022-07-02 00:00:00,GO/USDT,0.009377,0.009714,0.008853,0.009092,2568162.09563043,23762.98783834788772
1656633600,2022-07-01 00:00:00,GO/USDT,0.009198,0.013999,0.0088,0.009436,21468716.87475801,220237.38781855389858
1656547200,2022-06-30 00:00:00,GO/USDT,0.009764,0.009851,0.0088,0.009198,362094.99260198,3293.75197443780257
1656460800,2022-06-29 00:00:00,GO/USDT,0.009258,0.01002,0.009222,0.009764,593788.79545008,5750.59941714127208
1656374400,2022-06-28 00:00:00,GO/USDT,0.00949,0.009731,0.009056,0.009222,558952.63621032,5273.69225838452359
1656288000,2022-06-27 00:00:00,GO/USDT,0.009997,0.01002,0.009306,0.009534,376129.04018793,3623.63050461822721
1656201600,2022-06-26 00:00:00,GO/USDT,0.010445,0.010476,0.009694,0.01,869028.77819369,8773.91289198231301
1656115200,2022-06-25 00:00:00,GO/USDT,0.010476,0.010769,0.009861,0.010408,2191542.71228122,22596.91186021615965
1656028800,2022-06-24 00:00:00,GO/USDT,0.009442,0.015599,0.009402,0.010476,21545791.61248474,266586.94628361298898
1655942400,2022-06-23 00:00:00,GO/USDT,0.008094,0.010292,0.008081,0.00936,3844750.03970236,36869.03347013730792
1655856000,2022-06-22 00:00:00,GO/USDT,0.008383,0.008547,0.007864,0.008118,494881.92459364,4054.90318992133784
1655769600,2022-06-21 00:00:00,GO/USDT,0.008458,0.008993,0.008184,0.008387,434015.43997145,3747.53668409592188
1655683200,2022-06-20 00:00:00,GO/USDT,0.008298,0.008722,0.007765,0.00841,313392.94288251,2576.47269023729437
1655596800,2022-06-19 00:00:00,GO/USDT,0.007275,0.008462,0.007169,0.008083,865923.49961983,6959.56896197987111
1655510400,2022-06-18 00:00:00,GO/USDT,0.008187,0.008187,0.00686,0.007272,667264.49688068,5066.72939456498346
1655424000,2022-06-17 00:00:00,GO/USDT,0.007747,0.008647,0.007573,0.0083,446210.56306064,3648.86798749106778
1655337600,2022-06-16 00:00:00,GO/USDT,0.00867,0.00888,0.007547,0.007547,508188.12212639,4298.74040162684688
1655251200,2022-06-15 00:00:00,GO/USDT,0.008408,0.008737,0.007258,0.008604,855734.97034667,6775.56046859333982
1655164800,2022-06-14 00:00:00,GO/USDT,0.008212,0.008765,0.007583,0.008407,652094.2368065,5518.14762522622617
1655078400,2022-06-13 00:00:00,GO/USDT,0.009929,0.009929,0.007532,0.008212,2504947.5663617,21372.6482052426934
1654992000,2022-06-12 00:00:00,GO/USDT,0.009565,0.010275,0.009014,0.009929,1160068.31330899,11224.11887251084014
1654905600,2022-06-11 00:00:00,GO/USDT,0.011025,0.011189,0.009565,0.009648,634182.84634598,6575.8346906754712
1654819200,2022-06-10 00:00:00,GO/USDT,0.011711,0.011844,0.010824,0.011129,641088.55710779,7147.50539171112861
1654732800,2022-06-09 00:00:00,GO/USDT,0.012041,0.012182,0.01155,0.011731,502643.8153251,5988.83501271688943
1654646400,2022-06-08 00:00:00,GO/USDT,0.012074,0.0125,0.011959,0.012057,627533.90295254,7675.29064069869271
