https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1663545600,2022-09-19 00:00:00,BTC/USDT,19418,19418,19399,19405,0.00481197,93.37627785
1663459200,2022-09-18 00:00:00,BTC/USDT,20011,20073,19360,19360,2.59165163,50174.3755568
1663372800,2022-09-17 00:00:00,BTC/USDT,19814,20121,19800,20011,3.81357007,76313.35067077
1663286400,2022-09-16 00:00:00,BTC/USDT,19715,19840,19376,19734,14.99432540,295898.0174436
1663200000,2022-09-15 00:00:00,BTC/USDT,20227,20239,19545,19710,39.30760919,774752.9771349
1663113600,2022-09-14 00:00:00,BTC/USDT,20174,20528,19682,20201,12.80534922,258680.85959322
1663027200,2022-09-13 00:00:00,BTC/USDT,22410,22751,19895,20216,26.51032710,535932.7726536001
1662940800,2022-09-12 00:00:00,BTC/USDT,21804,22438,21563,22315,28.32955426,632174.0033119
1662854400,2022-09-11 00:00:00,BTC/USDT,21687,21868,21391,21799,5.20092806,113375.03077994
1662768000,2022-09-10 00:00:00,BTC/USDT,21339,21782,21156,21724,8.98856136,195267.50698464
1662681600,2022-09-09 00:00:00,BTC/USDT,19334,21620,19334,21365,29.66350185,633760.71702525
1662595200,2022-09-08 00:00:00,BTC/USDT,19315,19370,19087,19308,8.37093848,161626.08017184
1662508800,2022-09-07 00:00:00,BTC/USDT,18775,19442,18541,19379,4.28950565,83126.32999135
1662422400,2022-09-06 00:00:00,BTC/USDT,19781,20155,18742,18848,22.51996989,424456.39248672
1662336000,2022-09-05 00:00:00,BTC/USDT,20010,20046,19657,19768,13.90890701,274951.27377368
1662249600,2022-09-04 00:00:00,BTC/USDT,19786,20000,19598,19999,7.98496675,159691.35003325
1662163200,2022-09-03 00:00:00,BTC/USDT,19959,20030,19683,19707,7.43692642,146559.50895894
1662076800,2022-09-02 00:00:00,BTC/USDT,20123,20415,19773,19963,26.26532546,524334.6921579799
1661990400,2022-09-01 00:00:00,BTC/USDT,20047,20185,19585,20116,52.17751498,1049602.89133768
1661904000,2022-08-31 00:00:00,BTC/USDT,19876,20392,19876,20041,70.92989331,1421505.99182571
1661817600,2022-08-30 00:00:00,BTC/USDT,20222,20493,19607,19798,9.82702234,194555.38828731998
1661731200,2022-08-29 00:00:00,BTC/USDT,19576,20378,19576,20300,3.87137173,78588.846119
1661644800,2022-08-28 00:00:00,BTC/USDT,20043,20141,19552,19552,7.36876881,144074.16777312
1661558400,2022-08-27 00:00:00,BTC/USDT,20299,20360,19800,20024,13.69617690,274252.2462456
1661472000,2022-08-26 00:00:00,BTC/USDT,21557,21841,20144,20238,33.19628608,671826.43768704
1661385600,2022-08-25 00:00:00,BTC/USDT,21355,21743,21321,21568,3.38984800,73112.241664
1661299200,2022-08-24 00:00:00,BTC/USDT,21522,22222,21165,21365,39.29162160,839465.495484
1661212800,2022-08-23 00:00:00,BTC/USDT,21418,21645,20899,21520,6.63918483,142875.2575416
1661126400,2022-08-22 00:00:00,BTC/USDT,21421,21522,20903,21405,4.93482266,105629.8790373
1661040000,2022-08-21 00:00:00,BTC/USDT,21262,21749,21073,21539,5.94044707,127951.28944073
1660953600,2022-08-20 00:00:00,BTC/USDT,21105,21331,20994,21129,4.67109027,98695.46631482999
1660867200,2022-08-19 00:00:00,BTC/USDT,23080,23083,20885,20910,61.96295462,1295645.3811042
1660780800,2022-08-18 00:00:00,BTC/USDT,23338,23548,23146,23197,0.74153788,17201.45420236
1660694400,2022-08-17 00:00:00,BTC/USDT,24069,24425,23269,23304,11.27546321,262763.39464584
1660608000,2022-08-16 00:00:00,BTC/USDT,24176,24185,23713,23864,2.55938136,61077.076775040005
1660521600,2022-08-15 00:00:00,BTC/USDT,24427,25200,23910,24090,2.58946798,62380.283638199995
1660435200,2022-08-14 00:00:00,BTC/USDT,24773,25003,24202,24271,1.98149379,48092.835777090004
1660348800,2022-08-13 00:00:00,BTC/USDT,24380,24807,24380,24505,1.86989658,45821.8156929
1660262400,2022-08-12 00:00:00,BTC/USDT,24000,24393,23760,24393,3.70923427,90479.35154811
1660176000,2022-08-11 00:00:00,BTC/USDT,23966,24873,23944,23944,4.08532064,97818.91740416
1660089600,2022-08-10 00:00:00,BTC/USDT,22874.61,24149,22690.8,23937,14.21567491,340280.61032067
1660003200,2022-08-09 00:00:00,BTC/USDT,23808.4,23886.77,22990.34,23199.58,2.88459730,66921.445829134
1659916800,2022-08-08 00:00:00,BTC/USDT,23218.99,24240.28,23200.16,23760,6.32879734,150372.2247984
1659830400,2022-08-07 00:00:00,BTC/USDT,23037.44,23310.03,22939.76,23122.19,1.48602608,34360.1773667152
1659744000,2022-08-06 00:00:00,BTC/USDT,23295.02,23296.5,23128.76,23155.62,0.92218407,21353.7438949734
1659657600,2022-08-05 00:00:00,BTC/USDT,22720.69,23409.92,22720.69,23243.81,11.38017822,264518.7003118182
1659571200,2022-08-04 00:00:00,BTC/USDT,22819.68,23216.53,22549.44,22615.52,11.03293938,249515.66120717762
1659484800,2022-08-03 00:00:00,BTC/USDT,22727.68,23601.42,22727.68,22833.1,6.28384509,143479.66332447898
1659398400,2022-08-02 00:00:00,BTC/USDT,23245.58,23411.8,22717.17,23084.2,5.27037649,121662.42497045801
1659312000,2022-08-01 00:00:00,BTC/USDT,23373.15,23406.59,22847.29,23321.41,5.92000955,138062.96991946548
1659225600,2022-07-31 00:00:00,BTC/USDT,23546.57,24119.08,23260.34,23338.38,5.75284614,134262.10929685322
1659139200,2022-07-30 00:00:00,BTC/USDT,23906.00,24625.00,23573.80,23713.19,29.52167342,700053.0509264098
1659052800,2022-07-29 00:00:00,BTC/USDT,23850.78,24408.80,23465.29,23906.89,9.90906245,236894.8659952805
1658966400,2022-07-28 00:00:00,BTC/USDT,23010.36,24089.78,22784.58,23906.39,36.49391539,872437.773940342
1658880000,2022-07-27 00:00:00,BTC/USDT,21210.78,23036.04,21061.74,22936.69,17.33037225,397501.3758828525
1658793600,2022-07-26 00:00:00,BTC/USDT,21258.70,21258.70,20792.87,21098.62,11.87610061,250569.3338521582
1658707200,2022-07-25 00:00:00,BTC/USDT,22571.05,22571.05,21298.19,21353.99,11.11202319,237286.03207902814
1658620800,2022-07-24 00:00:00,BTC/USDT,22586.64,22974.56,22502.92,22604.23,3.04798999,68897.4667716577
1658534400,2022-07-23 00:00:00,BTC/USDT,22792.31,22981.06,21983.23,22461.22,3.52135637,79093.9601249714
1658448000,2022-07-22 00:00:00,BTC/USDT,23138.47,23684.18,22549.49,22720.55,11.22992151,255149.99316403051
1658361600,2022-07-21 00:00:00,BTC/USDT,23297.35,23385.99,22434.29,23156.28,8.31981653,192656.0011173084
1658275200,2022-07-20 00:00:00,BTC/USDT,23076.53,24205.25,22998.81,23251.44,24.66423270,573478.9267700879
1658188800,2022-07-19 00:00:00,BTC/USDT,22431.76,23726.67,21615.54,23284.37,18.56676758,432315.4860367246
1658102400,2022-07-18 00:00:00,BTC/USDT,20942.69,22720.00,20942.69,22522.81,8.42980412,189862.8765319772
1658016000,2022-07-17 00:00:00,BTC/USDT,21283.47,21551.09,20500.05,20969.82,4.61633072,96803.62425887039
1657929600,2022-07-16 00:00:00,BTC/USDT,20739.72,21529.50,20515.98,21266.01,5.06697576,107754.3571819176
1657843200,2022-07-15 00:00:00,BTC/USDT,20580.84,21165.79,20478.40,20975.50,5.54434547,116295.418405985
1657756800,2022-07-14 00:00:00,BTC/USDT,20208.45,20832.60,19652.53,20560.57,17.02875198,350120.8470974286
1657670400,2022-07-13 00:00:00,BTC/USDT,19406.51,20315.08,18800.01,20240.28,13.72565292,277811.0582836176
1657584000,2022-07-12 00:00:00,BTC/USDT,19856.32,19941.55,19367.47,19478.18,4.83346829,94147.1653769122
1657497600,2022-07-11 00:00:00,BTC/USDT,20702.36,20819.03,19990.26,19990.26,11.50098969,229907.7741604194
1657411200,2022-07-10 00:00:00,BTC/USDT,21591.34,21594.45,20695.05,20826.92,0.59539078,12400.1561437976
1657324800,2022-07-09 00:00:00,BTC/USDT,21524.84,21861.99,21376.69,21587.18,2.76305438,59646.5522508484
1657238400,2022-07-08 00:00:00,BTC/USDT,21632.94,22446.93,21304.76,21971.85,38.65452046,849311.325369051
1657152000,2022-07-07 00:00:00,BTC/USDT,20535.57,21706.73,20280.53,21677.07,98.67082704,2138894.424703973
1657065600,2022-07-06 00:00:00,BTC/USDT,20147.30,20573.41,19830.09,20559.52,6.77879987,139368.8715032624
1656979200,2022-07-05 00:00:00,BTC/USDT,20215.69,20636.26,19357.75,20175.07,115.63994116,2333043.9076988813
1656892800,2022-07-04 00:00:00,BTC/USDT,19279.30,20294.40,19106.91,20294.40,8.91222424,180868.24361625602
1656806400,2022-07-03 00:00:00,BTC/USDT,19203.30,19502.71,18817.77,19238.46,2.10075495,40415.29007537699
1656720000,2022-07-02 00:00:00,BTC/USDT,19233.97,19385.07,19000.00,19250.31,18.01377202,346770.69565432623
1656633600,2022-07-01 00:00:00,BTC/USDT,19837.55,20871.09,18993.02,19424.61,9.80617943,190481.21101777232
1656547200,2022-06-30 00:00:00,BTC/USDT,20027.59,22449.16,18745.23,19927.12,23.20359668,462380.85547396156
1656460800,2022-06-29 00:00:00,BTC/USDT,20284.84,20380.46,19871.12,20081.77,18.41685360,369843.018118872
1656374400,2022-06-28 00:00:00,BTC/USDT,20797.87,21082.52,20230.51,20230.51,3.06644352,62035.716295795195
1656288000,2022-06-27 00:00:00,BTC/USDT,21076.61,21537.61,20655.31,20887.12,7.07267891,147727.89311463918
1656201600,2022-06-26 00:00:00,BTC/USDT,21472.52,21472.52,20982.65,21019.09,1.30616647,27454.4305879123
1656115200,2022-06-25 00:00:00,BTC/USDT,21230.39,21510.80,20855.57,21421.33,7.31154762,156623.0743787346
1656028800,2022-06-24 00:00:00,BTC/USDT,21107.30,21404.66,20760.61,21356.38,4.86802337,103963.35693860061
1655942400,2022-06-23 00:00:00,BTC/USDT,20032.51,21136.28,20032.51,21117.52,6.98039757,147408.6852924264
1655856000,2022-06-22 00:00:00,BTC/USDT,20606.71,20865.60,19798.85,20008.88,147.26705802,2946648.8918752177
1655769600,2022-06-21 00:00:00,BTC/USDT,20586.86,21671.79,20426.57,20675.22,26.76552725,553383.1643097451
1655683200,2022-06-20 00:00:00,BTC/USDT,20375.43,21039.07,19705.32,20679.94,7.06466887,146096.9283514678
1655596800,2022-06-19 00:00:00,BTC/USDT,18992.47,20787.04,18065.75,20633.34,17.86259788,368565.0553413192
1655510400,2022-06-18 00:00:00,BTC/USDT,20448.47,20588.36,17658.90,19022.00,35.48772325,675047.4716615
1655424000,2022-06-17 00:00:00,BTC/USDT,20621.08,21336.88,20390.88,20524.59,9.38036972,192528.2425514148
1655337600,2022-06-16 00:00:00,BTC/USDT,22693.45,22952.55,20394.61,20394.61,14.46965063,295102.8814351043
1655251200,2022-06-15 00:00:00,BTC/USDT,22047.88,22727.60,20117.92,22631.22,50.60720479,1145302.7851875438
1655164800,2022-06-14 00:00:00,BTC/USDT,22425.40,23249.69,20887.91,21992.67,18.83671392,414269.63312696636
1655078400,2022-06-13 00:00:00,BTC/USDT,26734.48,26833.56,22000.00,22453.83,44.06069838,989331.4311057954
1654992000,2022-06-12 00:00:00,BTC/USDT,28502.97,28543.54,26666.00,26766.16,14.10409749,377512.53007293836
1654905600,2022-06-11 00:00:00,BTC/USDT,29424.69,29424.70,28213.00,28319.05,2.09926099,59449.07693885949
1654819200,2022-06-10 00:00:00,BTC/USDT,29711.20,30180.58,28942.32,29176.34,5.11583337,149261.2937864658
1654732800,2022-06-09 00:00:00,BTC/USDT,30196.17,30556.98,30067.52,30193.44,0.97100272,29317.912366156797
1654646400,2022-06-08 00:00:00,BTC/USDT,30922.55,30995.22,30071.70,30216.42,3.73428796,112836.8134003032
1654560000,2022-06-07 00:00:00,BTC/USDT,30743.34,31416.02,29393.25,31416.02,6.43505564,202163.8366873528
1654473600,2022-06-06 00:00:00,BTC/USDT,30213.00,31746.27,30213.00,31494.80,7.13656176,224764.585318848
1654387200,2022-06-05 00:00:00,BTC/USDT,29854.61,30024.74,29611.81,30009.78,0.89361214,26817.103726729198
1654300800,2022-06-04 00:00:00,BTC/USDT,29599.65,29913.00,29509.08,29687.83,0.06522859,1936.4952910597
1654214400,2022-06-03 00:00:00,BTC/USDT,30400.00,30618.40,29300.00,29831.40,9.37815887,279763.608514518
1654128000,2022-06-02 00:00:00,BTC/USDT,29756.00,30671.05,29722.29,30440.91,6.06163163,184521.5829019833
1654041600,2022-06-01 00:00:00,BTC/USDT,31740.00,31950.00,29485.48,29813.18,10.14264407,302384.4733348426
1653955200,2022-05-31 00:00:00,BTC/USDT,31694.56,32750.00,31276.80,31797.86,4.41331508,140333.97504972882
1653868800,2022-05-30 00:00:00,BTC/USDT,29390.85,32198.00,29390.85,31729.24,9.59666433,304494.8657260092
1653782400,2022-05-29 00:00:00,BTC/USDT,29073.30,29500.00,28958.62,29500.00,4.26644831,125860.225145
