https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume DCR
1663545600000,2022-09-19 00:00:00,DCR/BTC,0.00126643,0.0012845,0.00126517,0.00127419,0.04448197289999999,34.91
1663459200000,2022-09-18 00:00:00,DCR/BTC,0.00133825,0.0013404,0.00125035,0.00126607,0.8999693060145709,710.8369253
1663372800000,2022-09-17 00:00:00,DCR/BTC,0.00130329,0.00136182,0.00128859,0.00133033,0.9388328971893323,705.71429434
1663286400000,2022-09-16 00:00:00,DCR/BTC,0.00132674,0.00133807,0.00129344,0.00130009,0.9211402691027724,708.52038636
1663200000000,2022-09-15 00:00:00,DCR/BTC,0.00137165,0.00138073,0.00132502,0.00132755,0.886098201271493,667.46879686
1663113600000,2022-09-14 00:00:00,DCR/BTC,0.00138823,0.00139956,0.00136403,0.00137389,0.7617533105000001,554.45
1663027200000,2022-09-13 00:00:00,DCR/BTC,0.00129758,0.00138047,0.00128786,0.00137689,0.8592698365709498,624.06571082
1662940800000,2022-09-12 00:00:00,DCR/BTC,0.001382,0.00138588,0.00128465,0.00129796,0.8851933063745507,681.98812473
1662854400000,2022-09-11 00:00:00,DCR/BTC,0.0013931,0.00140694,0.00138054,0.00138105,0.944058614028354,683.58032948
1662768000000,2022-09-10 00:00:00,DCR/BTC,0.00140415,0.00143654,0.00138323,0.00138942,0.9723795995168171,699.84569066
1662681600000,2022-09-09 00:00:00,DCR/BTC,0.00148612,0.00149731,0.00139815,0.00140218,1.1049047567772265,787.99066937
1662595200000,2022-09-08 00:00:00,DCR/BTC,0.00149069,0.00158359,0.00146193,0.0014861,1.1248819238866439,756.93555204
1662508800000,2022-09-07 00:00:00,DCR/BTC,0.00149364,0.00150233,0.00146572,0.00149316,1.1041793258493156,739.49163241
1662422400000,2022-09-06 00:00:00,DCR/BTC,0.00147888,0.00150068,0.00146481,0.00148996,1.12298631056965,753.70232125
1662336000000,2022-09-05 00:00:00,DCR/BTC,0.0015299,0.00155207,0.00147064,0.00147884,1.0111127253924796,683.72016269
1662249600000,2022-09-04 00:00:00,DCR/BTC,0.00154162,0.0015534,0.00151605,0.0015302,1.03862325,678.75
1662163200000,2022-09-03 00:00:00,DCR/BTC,0.00151825,0.00156163,0.00149979,0.00154291,1.0659193735,690.85
1662076800000,2022-09-02 00:00:00,DCR/BTC,0.00151896,0.00164423,0.00148325,0.00151625,1.0398782766969374,685.82244135
1661990400000,2022-09-01 00:00:00,DCR/BTC,0.00142812,0.00174145,0.00138838,0.00151896,1.2979852301440369,854.52232458
1661904000000,2022-08-31 00:00:00,DCR/BTC,0.0014188,0.00143927,0.00141063,0.00141926,1.008339007338027,710.46813645
1661817600000,2022-08-30 00:00:00,DCR/BTC,0.00141917,0.00144217,0.00140676,0.00141889,1.006422503178774,709.3026966
1661731200000,2022-08-29 00:00:00,DCR/BTC,0.00140235,0.00145795,0.00138926,0.00141932,0.9761394317574423,687.75148082
1661644800000,2022-08-28 00:00:00,DCR/BTC,0.00138888,0.00148561,0.00137996,0.00140317,1.041139281490437,741.9908361
1661558400000,2022-08-27 00:00:00,DCR/BTC,0.00143598,0.00145086,0.00136903,0.00138928,0.96974609633124,698.02062675
1661472000000,2022-08-26 00:00:00,DCR/BTC,0.00155205,0.00164907,0.00141802,0.00143544,0.9885444883268616,688.67001639
1661385600000,2022-08-25 00:00:00,DCR/BTC,0.00147764,0.00171384,0.00141701,0.00155037,1.3315612503602094,858.86675462
1661299200000,2022-08-24 00:00:00,DCR/BTC,0.00134712,0.0017,0.00133463,0.00147732,1.13035806297102,765.1409735
1661212800000,2022-08-23 00:00:00,DCR/BTC,0.00133496,0.00136072,0.001317,0.00134672,0.929371472,690.1
1661126400000,2022-08-22 00:00:00,DCR/BTC,0.00137109,0.00137202,0.00136331,0.00136366,0.0496235874,36.39
1661040000000,2022-08-21 00:00:00,DCR/BTC,0.00132518,0.00153015,0.00132518,0.00137133,0.9651619456353289,703.81450536
1660953600000,2022-08-20 00:00:00,DCR/BTC,0.00130779,0.0013847,0.00130071,0.001334,0.91183191952904,683.53217356
1660867200000,2022-08-19 00:00:00,DCR/BTC,0.00132967,0.00133566,0.00125921,0.00130819,0.9014208456416424,689.05957517
1660780800000,2022-08-18 00:00:00,DCR/BTC,0.00137699,0.00140266,0.00132182,0.00133461,0.9310846753022489,697.6455109
1660694400000,2022-08-17 00:00:00,DCR/BTC,0.00138544,0.0015475,0.00134695,0.00137498,0.9840571495395111,715.68833695
1660608000000,2022-08-16 00:00:00,DCR/BTC,0.00135182,0.00139625,0.00132031,0.00138479,0.9558762562071733,690.26802346
1660521600000,2022-08-15 00:00:00,DCR/BTC,0.00139398,0.00140048,0.00133886,0.0013517,0.9105853996797879,673.65939164
1660435200000,2022-08-14 00:00:00,DCR/BTC,0.00145952,0.00146637,0.00139064,0.00139375,0.9761080257631876,700.34656557
1660348800000,2022-08-13 00:00:00,DCR/BTC,0.00145044,0.00156959,0.00142624,0.00145071,0.9666561327882066,666.33312846
1660262400000,2022-08-12 00:00:00,DCR/BTC,0.00145278,0.00150265,0.00145034,0.00145037,1.0360035147094993,714.30291216
1660176000000,2022-08-11 00:00:00,DCR/BTC,0.00149932,0.00152498,0.00145486,0.00145486,0.9116017781435378,626.59072223
1660089600000,2022-08-10 00:00:00,DCR/BTC,0.00164608,0.00171915,0.00149061,0.00149765,1.0058799531013696,671.63886963
1660003200000,2022-08-09 00:00:00,DCR/BTC,0.00155918,0.00157271,0.00154948,0.0015636,0.054288192,34.72
1659916800000,2022-08-08 00:00:00,DCR/BTC,0.00170285,0.00170285,0.00153913,0.00155375,1.24395467378215,800.61443204
1659830400000,2022-08-07 00:00:00,DCR/BTC,0.00178721,0.00184294,0.00169848,0.00170167,1.2152801236674329,714.16909487
1659744000000,2022-08-06 00:00:00,DCR/BTC,0.00228884,0.0024724,0.00167553,0.00178111,1.9789792864315743,1111.09324322
1659657600000,2022-08-05 00:00:00,DCR/BTC,0.00118286,0.00293721,0.00117737,0.00227142,2.0129710715637983,886.21702352
1659571200000,2022-08-04 00:00:00,DCR/BTC,0.00115749,0.00119008,0.0011572,0.00118269,0.8356343502008655,706.55399995
1659484800000,2022-08-03 00:00:00,DCR/BTC,0.00117563,0.00118882,0.00114663,0.00115567,0.8462427558400885,732.25294058
1659398400000,2022-08-02 00:00:00,DCR/BTC,0.00117166,0.00122056,0.00114044,0.00117476,0.8358242743849236,711.48513261
1659312000000,2022-08-01 00:00:00,DCR/BTC,0.00117302,0.00122308,0.00113927,0.00117088,0.8218700468735167,701.92508786
1659225600000,2022-07-31 00:00:00,DCR/BTC,0.00116737,0.00119447,0.00114773,0.00117407,0.8177353891150387,696.49628141
1659139200000,2022-07-30 00:00:00,DCR/BTC,0.00117643,0.00120738,0.00114758,0.0011661,0.8031752353767091,688.77046169
1659052800000,2022-07-29 00:00:00,DCR/BTC,0.00110571,0.00121159,0.00110295,0.00117714,0.8105139350949065,688.54506269
1658966400000,2022-07-28 00:00:00,DCR/BTC,0.00110895,0.00114471,0.00109747,0.00110592,0.8306174690316288,751.06469639
1658880000000,2022-07-27 00:00:00,DCR/BTC,0.00111428,0.00117468,0.00107964,0.001111,0.79145894140159,712.38428569
1658793600000,2022-07-26 00:00:00,DCR/BTC,0.00113134,0.00118088,0.00108612,0.00111488,0.7800490282509184,699.67084193
1658707200000,2022-07-25 00:00:00,DCR/BTC,0.00112295,0.00117127,0.00110692,0.00113055,0.8059165728690675,712.85354285
1658620800000,2022-07-24 00:00:00,DCR/BTC,0.0010989,0.00113638,0.0010989,0.00112525,0.855932680460935,760.66001374
1658534400000,2022-07-23 00:00:00,DCR/BTC,0.00107797,0.00112771,0.00107747,0.00110015,0.7660340774618881,696.29966592
1658448000000,2022-07-22 00:00:00,DCR/BTC,0.00108191,0.0011009,0.00107692,0.00107701,0.7305143427999999,678.28
1658361600000,2022-07-21 00:00:00,DCR/BTC,0.00105415,0.00110369,0.00103653,0.00108223,0.7807650418076291,721.4409523
1658275200000,2022-07-20 00:00:00,DCR/BTC,0.00108551,0.00109939,0.00102527,0.00105542,0.7699178531880967,729.48954273
1658188800000,2022-07-19 00:00:00,DCR/BTC,0.00111623,0.00116603,0.00108397,0.00108402,0.806488592819805,743.97944025
1658102400000,2022-07-18 00:00:00,DCR/BTC,0.00116573,0.00120653,0.00110327,0.00111703,0.8110652234368997,726.09081532
1658016000000,2022-07-17 00:00:00,DCR/BTC,0.00110426,0.00117483,0.00108722,0.00116471,0.7853198928709383,674.26217073
1657929600000,2022-07-16 00:00:00,DCR/BTC,0.00108921,0.00112079,0.00107856,0.00110347,0.7613763862459507,689.98376598
1657843200000,2022-07-15 00:00:00,DCR/BTC,0.00109361,0.00115568,0.00108035,0.00108963,0.7753216301246674,711.54578171
1657756800000,2022-07-14 00:00:00,DCR/BTC,0.00115723,0.00116599,0.00108391,0.00109579,0.7830045642437243,714.55713617
1657670400000,2022-07-13 00:00:00,DCR/BTC,0.00108283,0.001622,0.00107671,0.0011577,0.945208471169343,816.45371959
1657584000000,2022-07-12 00:00:00,DCR/BTC,0.00108865,0.00111339,0.00106259,0.00108632,0.6055937651034944,557.47271992
1657497600000,2022-07-11 00:00:00,DCR/BTC,0.0011093,0.00113266,0.00104147,0.00108983,0.6359920015978732,583.56991604
1657411200000,2022-07-10 00:00:00,DCR/BTC,0.001062,0.00112912,0.00104443,0.0011052,0.638120877827112,577.38045406
1657324800000,2022-07-09 00:00:00,DCR/BTC,0.00107853,0.0010849,0.00105313,0.00106188,0.6094804019331973,573.96353819
1657238400000,2022-07-08 00:00:00,DCR/BTC,0.00105424,0.0011131,0.00103047,0.00107665,0.635135228201191,589.91801254
1657152000000,2022-07-07 00:00:00,DCR/BTC,0.00107282,0.00115426,0.00105154,0.00105893,0.6067680151554823,573.00106254
1657065600000,2022-07-06 00:00:00,DCR/BTC,0.00108983,0.00113224,0.0010722,0.0010722,0.581600803264848,542.43686184
1656979200000,2022-07-05 00:00:00,DCR/BTC,0.00115211,0.00115865,0.00107201,0.00108688,0.6634563310706479,610.42279835
1656892800000,2022-07-04 00:00:00,DCR/BTC,0.00112704,0.00116419,0.00109421,0.0011534,0.657900173227738,570.40070507
1656806400000,2022-07-03 00:00:00,DCR/BTC,0.00112092,0.00115068,0.00109641,0.00113274,0.6550631115587999,578.29962
1656720000000,2022-07-02 00:00:00,DCR/BTC,0.00106704,0.0011615,0.00105446,0.0011136,0.636926789518464,571.95293599
1656633600000,2022-07-01 00:00:00,DCR/BTC,0.00120024,0.0012167,0.00088717,0.00109774,0.6964576403970725,634.44680926
1656547200000,2022-06-30 00:00:00,DCR/BTC,0.00113385,0.00121829,0.00107058,0.00116923,0.7449452945656275,637.12468425
1656460800000,2022-06-29 00:00:00,DCR/BTC,0.00115697,0.00117308,0.00111681,0.00113422,0.697936489302184,615.3448972
1656374400000,2022-06-28 00:00:00,DCR/BTC,0.00120397,0.00123592,0.00120247,0.00120607,0.024422917500000002,20.25
1656288000000,2022-06-27 00:00:00,DCR/BTC,0.00121612,0.00127382,0.00114,0.00120848,0.7167154387013712,593.07182469
1656201600000,2022-06-26 00:00:00,DCR/BTC,0.00120686,0.00128077,0.00120062,0.00121278,0.7300700124694752,601.98058384
1656115200000,2022-06-25 00:00:00,DCR/BTC,0.00116373,0.00121747,0.00115697,0.0012075,0.7473342510180749,618.91035281
1656028800000,2022-06-24 00:00:00,DCR/BTC,0.00120757,0.0012544,0.00109959,0.00116327,0.6949761226470778,597.43320351
1655942400000,2022-06-23 00:00:00,DCR/BTC,0.00115249,0.0013,0.00111896,0.00123467,0.7404261839966607,599.69561421
1655856000000,2022-06-22 00:00:00,DCR/BTC,0.00109653,0.00120479,0.00105999,0.00115503,0.66130665135,572.545
1655769600000,2022-06-21 00:00:00,DCR/BTC,0.00113385,0.00115345,0.00107305,0.00109451,0.6218191022975599,568.125556
1655683200000,2022-06-20 00:00:00,DCR/BTC,0.00116153,0.00121628,0.00103659,0.00115386,0.7227520007430108,626.37755078
