https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CELR,Volume USDT
1658361600,2022-07-21 00:00:00,CELR/USDT,0.01782,0.0181,0.01702,0.01798,3639299.7792,64461.836045171
1658275200,2022-07-20 00:00:00,CELR/USDT,0.01908,0.02001,0.01744,0.01775,4420465.59182699,82595.6438814333173
1658188800,2022-07-19 00:00:00,CELR/USDT,0.01885,0.0198,0.01824,0.01907,1899620.89381998,36330.1291066362125
1658102400,2022-07-18 00:00:00,CELR/USDT,0.0171,0.0193,0.0171,0.01898,4147644.88125046,76709.3601518092217
1658016000,2022-07-17 00:00:00,CELR/USDT,0.01729,0.01791,0.01668,0.01697,3312976.83470454,56922.0792197011011
1657929600,2022-07-16 00:00:00,CELR/USDT,0.01642,0.0176,0.01601,0.01737,4061242.3247071,68237.4886891973469
1657843200,2022-07-15 00:00:00,CELR/USDT,0.01606,0.019,0.01589,0.01633,7369111.79882053,128393.7446185475931
1657756800,2022-07-14 00:00:00,CELR/USDT,0.01532,0.01616,0.01479,0.01608,1256755.12952019,19519.7256845442524
1657670400,2022-07-13 00:00:00,CELR/USDT,0.01444,0.01531,0.01392,0.01531,1683953.51169273,24822.549406990645
1657584000,2022-07-12 00:00:00,CELR/USDT,0.01473,0.01557,0.01429,0.01447,4273478.26510806,63443.3308548711079
1657497600,2022-07-11 00:00:00,CELR/USDT,0.01628,0.01633,0.01459,0.01472,1259068.57682153,19217.0251080434101
1657411200,2022-07-10 00:00:00,CELR/USDT,0.01711,0.0172,0.01606,0.0163,1918449.28032435,31494.9458661893867
1657324800,2022-07-09 00:00:00,CELR/USDT,0.01691,0.01789,0.0169,0.01709,1622012.29212708,28195.1125163630086
1657238400,2022-07-08 00:00:00,CELR/USDT,0.01667,0.01731,0.01609,0.01683,4709260.50313588,79299.2318172489777
1657152000,2022-07-07 00:00:00,CELR/USDT,0.01559,0.0171,0.01532,0.0167,4128299.91376423,66226.5033112829253
1657065600,2022-07-06 00:00:00,CELR/USDT,0.01504,0.01576,0.01482,0.01557,4390669.37579615,67693.1830441165309
1656979200,2022-07-05 00:00:00,CELR/USDT,0.01546,0.01654,0.01458,0.01499,4387385.32883104,66887.7136536616973
1656892800,2022-07-04 00:00:00,CELR/USDT,0.01447,0.01551,0.01404,0.01548,4220043.50361859,62448.4250711897414
1656806400,2022-07-03 00:00:00,CELR/USDT,0.01463,0.01482,0.01415,0.01451,1314372.52712407,18967.2361545101842
1656720000,2022-07-02 00:00:00,CELR/USDT,0.01448,0.01485,0.01409,0.01461,2329989.92282803,33632.4237281199084
1656633600,2022-07-01 00:00:00,CELR/USDT,0.0148,0.01539,0.01433,0.01438,2388508.18211148,35327.4920441806495
1656547200,2022-06-30 00:00:00,CELR/USDT,0.0155,0.01595,0.01387,0.01481,1826423.52546206,26655.6678434082515
1656460800,2022-06-29 00:00:00,CELR/USDT,0.0157,0.01694,0.01519,0.01549,3402846.63293592,53088.5784922816112
1656374400,2022-06-28 00:00:00,CELR/USDT,0.01715,0.01759,0.01554,0.01558,1593153.15100354,26554.3065959207866
1656288000,2022-06-27 00:00:00,CELR/USDT,0.01712,0.01949,0.01691,0.01719,2641209.55292012,47279.0573686844887
1656201600,2022-06-26 00:00:00,CELR/USDT,0.01887,0.02113,0.0161,0.0171,6622592.52740423,123730.9536151113778
1656115200,2022-06-25 00:00:00,CELR/USDT,0.0185,0.01931,0.0163,0.01883,9799626.59117398,178293.9505507569863
1656028800,2022-06-24 00:00:00,CELR/USDT,0.01659,0.02546,0.01639,0.0185,15557518.27816443,318571.9411624876319
1655942400,2022-06-23 00:00:00,CELR/USDT,0.01508,0.0168,0.01508,0.01658,3207677.72931833,50501.1692382850527
1655856000,2022-06-22 00:00:00,CELR/USDT,0.01536,0.01648,0.01472,0.01501,2834349.84909453,43566.3398264553407
1655769600,2022-06-21 00:00:00,CELR/USDT,0.0145,0.01622,0.01427,0.01548,4007820.7194411,62100.5330955932368
1655683200,2022-06-20 00:00:00,CELR/USDT,0.01408,0.01482,0.01345,0.01461,4011624.0550402,57758.8142127563397
1655596800,2022-06-19 00:00:00,CELR/USDT,0.01245,0.01455,0.01202,0.01408,3393036.19853425,45282.8928846689026
1655510400,2022-06-18 00:00:00,CELR/USDT,0.01336,0.01353,0.01131,0.01254,2842640.70751544,34947.7214683490794
1655424000,2022-06-17 00:00:00,CELR/USDT,0.0126,0.01387,0.01253,0.01331,5188428.4965701,69049.4221585731475
1655337600,2022-06-16 00:00:00,CELR/USDT,0.01401,0.01432,0.0123,0.0126,3711545.63733359,48904.7060641627118
1655251200,2022-06-15 00:00:00,CELR/USDT,0.01284,0.01401,0.0116,0.01394,9554046.5202352,123278.166565299763
1655164800,2022-06-14 00:00:00,CELR/USDT,0.01254,0.01397,0.01156,0.01289,6746252.65009,85077.8021362241744
1655078400,2022-06-13 00:00:00,CELR/USDT,0.01372,0.01438,0.01169,0.01264,8097808.41264576,102179.5550232175709
1654992000,2022-06-12 00:00:00,CELR/USDT,0.015,0.01638,0.01332,0.01368,3409644.50355433,47985.538986827828
1654905600,2022-06-11 00:00:00,CELR/USDT,0.01646,0.017,0.01462,0.01499,3671868.30619748,58146.2396888307322
1654819200,2022-06-10 00:00:00,CELR/USDT,0.01799,0.01801,0.01611,0.01638,3439393.06391391,57948.3652998189226
1654732800,2022-06-09 00:00:00,CELR/USDT,0.0177,0.02002,0.01626,0.01799,5258446.59039252,95463.7695623119227
1654646400,2022-06-08 00:00:00,CELR/USDT,0.01847,0.01906,0.0177,0.01771,2061601.72904293,37728.3147717917673
1654560000,2022-06-07 00:00:00,CELR/USDT,0.01919,0.0192,0.01767,0.01847,5451204.16166622,99028.4717563030272
1654473600,2022-06-06 00:00:00,CELR/USDT,0.018,0.02019,0.01789,0.01911,3159552.33710766,61662.7316158999902
1654387200,2022-06-05 00:00:00,CELR/USDT,0.01828,0.01842,0.01771,0.01793,2325388.2390952,42270.4102142413563
1654300800,2022-06-04 00:00:00,CELR/USDT,0.01754,0.01837,0.0171,0.01837,2075519.95833419,36000.2556049211366
1654214400,2022-06-03 00:00:00,CELR/USDT,0.01857,0.01907,0.01726,0.01749,1355263.43913607,24464.232343514153
1654128000,2022-06-02 00:00:00,CELR/USDT,0.01768,0.01869,0.01704,0.01854,1362363.92579246,24171.3681108809199
1654041600,2022-06-01 00:00:00,CELR/USDT,0.01928,0.02188,0.01728,0.01765,5965288.56295276,117647.8030891324402
1653955200,2022-05-31 00:00:00,CELR/USDT,0.01941,0.01962,0.01816,0.01928,4252336.9293294,80438.5591366391795
1653868800,2022-05-30 00:00:00,CELR/USDT,0.01693,0.01946,0.01674,0.01935,3027650.38702827,56206.6633446718084
1653782400,2022-05-29 00:00:00,CELR/USDT,0.01661,0.01697,0.01579,0.01697,553568.38127692,9085.0821686947775
1653696000,2022-05-28 00:00:00,CELR/USDT,0.01635,0.017,0.01594,0.01674,1167745.22618113,19299.530562562514
1653609600,2022-05-27 00:00:00,CELR/USDT,0.01691,0.01707,0.01575,0.01617,6150253.6113949,100607.2365168854366
1653523200,2022-05-26 00:00:00,CELR/USDT,0.01816,0.01843,0.01555,0.01684,10482641.5908185,177947.5174211700512
1653436800,2022-05-25 00:00:00,CELR/USDT,0.01854,0.01886,0.01777,0.018,4496302.8810374,81541.8834229045378
1653350400,2022-05-24 00:00:00,CELR/USDT,0.0184,0.01905,0.01723,0.01847,4694379.16642852,84856.1967933815349
1653264000,2022-05-23 00:00:00,CELR/USDT,0.02042,0.02067,0.018,0.0183,5457993.3982017,107510.8401640159261
1653177600,2022-05-22 00:00:00,CELR/USDT,0.01846,0.02215,0.01808,0.02051,6636067.06055832,131312.4044219483065
1653091200,2022-05-21 00:00:00,CELR/USDT,0.01741,0.01947,0.01712,0.01856,2786739.58501236,51015.152507960852
1653004800,2022-05-20 00:00:00,CELR/USDT,0.01804,0.02004,0.01685,0.01739,4066245.65594661,73387.7486328235618
1652918400,2022-05-19 00:00:00,CELR/USDT,0.01622,0.0182,0.01537,0.01791,5051383.89469287,84579.0800382130292
1652832000,2022-05-18 00:00:00,CELR/USDT,0.0183,0.01921,0.01596,0.01609,2759076.60257454,48207.2363425667346
1652745600,2022-05-17 00:00:00,CELR/USDT,0.01687,0.0195,0.01673,0.01833,5303306.21538227,94918.6825956634517
1652659200,2022-05-16 00:00:00,CELR/USDT,0.0185,0.0185,0.01611,0.01683,3757322.45331337,63977.2472632455308
1652572800,2022-05-15 00:00:00,CELR/USDT,0.01794,0.02013,0.01672,0.01863,4895489.65510046,86812.8086229028913
1652486400,2022-05-14 00:00:00,CELR/USDT,0.01635,0.01865,0.01512,0.01797,6264178.35362528,105502.7216842628867
1652400000,2022-05-13 00:00:00,CELR/USDT,0.01376,0.0187,0.0134,0.01635,6335507.87554832,104879.3394904364626
1652313600,2022-05-12 00:00:00,CELR/USDT,0.01622,0.01727,0.01094,0.0136,8546208.7189252,114885.1638976045174
1652227200,2022-05-11 00:00:00,CELR/USDT,0.02397,0.02488,0.0134,0.0161,11022494.70392048,205122.2514491860075
1652140800,2022-05-10 00:00:00,CELR/USDT,0.02342,0.02728,0.02233,0.02422,5764550.42057604,144273.8748914421864
1652054400,2022-05-09 00:00:00,CELR/USDT,0.03041,0.03109,0.02323,0.02323,6071778.13536429,160581.9859840769956
1651968000,2022-05-08 00:00:00,CELR/USDT,0.0312,0.03161,0.0299,0.03012,1631002.57784645,50307.5637838555886
1651881600,2022-05-07 00:00:00,CELR/USDT,0.03353,0.03378,0.0301,0.03116,1210325.5153419,38670.0562595996952
1651795200,2022-05-06 00:00:00,CELR/USDT,0.03367,0.03444,0.03204,0.03376,1639991.49050405,54427.0366619078511
1651708800,2022-05-05 00:00:00,CELR/USDT,0.03903,0.03952,0.03078,0.03378,5191070.2373391,183251.9748708153154
1651622400,2022-05-04 00:00:00,CELR/USDT,0.03334,0.04024,0.0332,0.03928,3233646.44283975,116714.6129203348492
1651536000,2022-05-03 00:00:00,CELR/USDT,0.03406,0.03603,0.03266,0.03312,1348038.40450149,46848.4193497963603
1651449600,2022-05-02 00:00:00,CELR/USDT,0.03588,0.03696,0.03273,0.0342,855454.78625222,29853.4903996369701
1651363200,2022-05-01 00:00:00,CELR/USDT,0.03332,0.03656,0.03239,0.03616,976236.78670271,33600.1933537444163
1651276800,2022-04-30 00:00:00,CELR/USDT,0.03856,0.03934,0.03175,0.03337,1685387.19523607,62425.0031703052912
1651190400,2022-04-29 00:00:00,CELR/USDT,0.04213,0.04233,0.03768,0.03855,1324356.06317085,52745.3354827198614
1651104000,2022-04-28 00:00:00,CELR/USDT,0.0429,0.04421,0.04183,0.04189,1625474.96499143,69960.1662452526281
1651017600,2022-04-27 00:00:00,CELR/USDT,0.04125,0.04415,0.04,0.04305,1838447.31037463,78534.8749183966283
1650931200,2022-04-26 00:00:00,CELR/USDT,0.0471,0.048,0.03952,0.04125,5196668.80058839,238568.9229563667648
1650844800,2022-04-25 00:00:00,CELR/USDT,0.03,0.04774,0.03,0.04721,18365048.77067969,822884.7771426937505
