https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DASH,Volume USDT
1659225600,2022-07-31 00:00:00,DASH/USDT,51.15807722,51.15807722,51.15807722,51.15807722,1.00911967,0.01972552
1659139200,2022-07-30 00:00:00,DASH/USDT,51.31137901,53.44555599,50.26293228,50.75821239,8522.37024406,165.23403953
1659052800,2022-07-29 00:00:00,DASH/USDT,52.85438367,54.46365782,50.0,50.79324574,42433.05763833,801.79689849
1658966400,2022-07-28 00:00:00,DASH/USDT,47.92990969,53.51619208,43.7683824,52.32011278,34389.51846738,682.06792283
1658880000,2022-07-27 00:00:00,DASH/USDT,44.01082041,48.04570408,43.03765094,48.04570408,9106.3646555,200.30648469
1658793600,2022-07-26 00:00:00,DASH/USDT,45.00919999,45.00919999,42.62022816,43.81977292,18259.96825375,417.9165619
1658707200,2022-07-25 00:00:00,DASH/USDT,48.9489,48.9489,45.05,45.05,13165.13181138,282.15582735
1658620800,2022-07-24 00:00:00,DASH/USDT,48.04570408,50.00746508,47.66886984,48.85115216,2327.26840416,47.26401079
1658534400,2022-07-23 00:00:00,DASH/USDT,47.90813159,50.16240396,46.7590666,47.79874084,7943.29427083,164.0883861
1658448000,2022-07-22 00:00:00,DASH/USDT,48.51626401,50.69131686,47.65812204,48.60651151,24629.3310069,494.15491799
1658361600,2022-07-21 00:00:00,DASH/USDT,47.52985939,48.44993237,45.481189,47.92159328,8856.84964119,189.26222474
1658275200,2022-07-20 00:00:00,DASH/USDT,49.81273508,53.95437634,46.78429627,47.0301,69558.98378905,1327.92240265
1658188800,2022-07-19 00:00:00,DASH/USDT,49.19264327,50.73589245,47.44346995,50.65351276,13600.29518162,275.53298246
1658102400,2022-07-18 00:00:00,DASH/USDT,46.66123145,49.47125502,46.52762322,49.0,7930.57323191,165.36019395
1658016000,2022-07-17 00:00:00,DASH/USDT,44.98969427,47.020137,44.2334058,46.07635114,31474.12820052,689.22539034
1657929600,2022-07-16 00:00:00,DASH/USDT,43.09,44.87712656,42.14,44.87712656,1811.77555572,41.72524012
1657843200,2022-07-15 00:00:00,DASH/USDT,43.61013267,44.589,43.03765094,43.45916197,14220.53114692,327.09434107
1657756800,2022-07-14 00:00:00,DASH/USDT,42.39808649,43.77183255,40.65552632,43.77160673,23448.97291963,543.00821797
1657670400,2022-07-13 00:00:00,DASH/USDT,39.84828847,42.32805471,39.7043124,42.31327622,20925.53934154,520.57691703
1657584000,2022-07-12 00:00:00,DASH/USDT,41.41271408,42.12644054,36.0,39.83249387,44448.74965816,1124.13623841
1657497600,2022-07-11 00:00:00,DASH/USDT,44.74862688,48.18352247,41.33576531,41.75015555,22246.63613653,490.9071932
1657411200,2022-07-10 00:00:00,DASH/USDT,47.8,47.8,44.95032173,45.20091122,5150.81492896,111.14059866
1657324800,2022-07-09 00:00:00,DASH/USDT,46.41007831,48.12098285,46.36231634,48.12098285,10260.58112851,219.20170202
1657238400,2022-07-08 00:00:00,DASH/USDT,45.95388629,47.43644297,45.05,46.07635114,4961.21451903,107.97277837
1657152000,2022-07-07 00:00:00,DASH/USDT,43.92698769,46.26901628,43.73901073,46.05657314,3054.31526149,67.93459594
1657065600,2022-07-06 00:00:00,DASH/USDT,43.13757305,44.65295314,39.05,44.27204179,17763.90777081,412.84161429
1656979200,2022-07-05 00:00:00,DASH/USDT,44.55196788,44.74695656,39.99634304,43.43144705,10030.07653199,231.95028129
1656892800,2022-07-04 00:00:00,DASH/USDT,42.62022816,44.44186267,39.80945663,44.44186267,6553.80949613,156.19552339
1656806400,2022-07-03 00:00:00,DASH/USDT,42.81656053,43.50995392,41.79748908,43.06479835,913.66353546,21.51857478
1656720000,2022-07-02 00:00:00,DASH/USDT,41.75594932,43.21790081,40.78665309,42.9803564,4347.49236415,103.17754384
1656633600,2022-07-01 00:00:00,DASH/USDT,42.34289405,43.5,40.92001232,41.79748908,5320.19092234,126.45030512
1656547200,2022-06-30 00:00:00,DASH/USDT,44.62305302,44.62305302,40.0,42.51754115,7515.29869511,179.68135438
1656460800,2022-06-29 00:00:00,DASH/USDT,46.4881245,46.92503222,44.05,44.33076718,6197.58801598,137.47149064
1656374400,2022-06-28 00:00:00,DASH/USDT,49.69693405,51.08272596,45.97333013,46.15348917,42499.29895534,842.67007236
1656288000,2022-06-27 00:00:00,DASH/USDT,49.26785534,51.48,48.66278742,49.2048852,12451.31165467,249.65963486
1656201600,2022-06-26 00:00:00,DASH/USDT,52.38189581,53.15010177,49.24,49.26785534,16454.1107463,318.80134786
1656115200,2022-06-25 00:00:00,DASH/USDT,51.68092561,52.64,49.71523293,52.45050328,7864.40146906,154.40417119
1656028800,2022-06-24 00:00:00,DASH/USDT,48.74041149,52.49413062,48.74041149,51.79305671,6592.40747211,131.09391712
1655942400,2022-06-23 00:00:00,DASH/USDT,45.2242598,48.87117166,45.18689521,48.87117166,4758.72116447,101.36361848
1655856000,2022-06-22 00:00:00,DASH/USDT,46.52762322,47.12453729,44.52813952,45.48567469,4254.41454398,93.60398369
1655769600,2022-06-21 00:00:00,DASH/USDT,44.82485251,48.36189744,44.74862688,46.93231061,11368.13785666,240.41934326
1655683200,2022-06-20 00:00:00,DASH/USDT,44.44186267,46.2086635,43.03765094,45.31665343,8001.83216152,176.81889938
1655596800,2022-06-19 00:00:00,DASH/USDT,41.5332,45.05,39.42376462,44.44186267,5626.91475677,132.68220129
1655510400,2022-06-18 00:00:00,DASH/USDT,43.45964373,44.07012345,38.62254712,41.43634908,14349.77670584,352.68066915
