https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ACA,Volume BTC
1663459200,2022-09-18 00:00:00,ACA/BTC,0.00001189,0.00001189,0.00001189,0.00001189,200,0.002378
1663372800,2022-09-17 00:00:00,ACA/BTC,0.00001206,0.00001224,0.00001174,0.00001191,10700.7911,0.1284113288
1663286400,2022-09-16 00:00:00,ACA/BTC,0.00001127,0.00001237,0.00001107,0.00001208,75271.0013,0.884301083997
1663200000,2022-09-15 00:00:00,ACA/BTC,0.00001181,0.00001199,0.00001128,0.0000113,11377.3677,0.132372036725
1663113600,2022-09-14 00:00:00,ACA/BTC,0.00001184,0.00001295,0.00001141,0.00001174,98679.6679,1.185099567418
1663027200,2022-09-13 00:00:00,ACA/BTC,0.00001049,0.00001191,0.00001013,0.00001172,54845.4553,0.595280254327
1662940800,2022-09-12 00:00:00,ACA/BTC,0.00001097,0.00001099,0.0000102,0.00001052,50220.1249,0.527646694805
1662854400,2022-09-11 00:00:00,ACA/BTC,0.00001097,0.00001144,0.00001085,0.00001097,42102.4014,0.466491475407
1662768000,2022-09-10 00:00:00,ACA/BTC,0.00001,0.0000124,0.00000992,0.00001089,236985.2848,2.691610552239
1662681600,2022-09-09 00:00:00,ACA/BTC,0.00001004,0.00001067,0.00000937,0.00000993,61886.2998,0.620706409768
1662595200,2022-09-08 00:00:00,ACA/BTC,0.00000979,0.0000101,0.00000959,0.00000999,20160.4396,0.196433852297
1662508800,2022-09-07 00:00:00,ACA/BTC,0.00000923,0.00001081,0.00000917,0.00000983,224169.8065,2.222749738677
1662422400,2022-09-06 00:00:00,ACA/BTC,0.00000951,0.00000964,0.00000926,0.0000093,21795.6381,0.205638707986
1662336000,2022-09-05 00:00:00,ACA/BTC,0.00000965,0.0000099,0.00000938,0.00000949,10168.3071,0.099084461002
1662249600,2022-09-04 00:00:00,ACA/BTC,0.00000942,0.00000982,0.00000941,0.0000096,12791.7904,0.1232056804
1662163200,2022-09-03 00:00:00,ACA/BTC,0.00000916,0.00000993,0.00000907,0.00000936,29649.2613,0.275535210502
1662076800,2022-09-02 00:00:00,ACA/BTC,0.00000905,0.00001029,0.00000905,0.00000916,57703.4521,0.549298538323
1661990400,2022-09-01 00:00:00,ACA/BTC,0.00000934,0.00000937,0.00000888,0.00000912,18389.1895,0.166144992853
1661904000,2022-08-31 00:00:00,ACA/BTC,0.00000951,0.00000957,0.00000931,0.00000931,8375.1658,0.078378353603
1661817600,2022-08-30 00:00:00,ACA/BTC,0.00000976,0.00001042,0.0000094,0.0000095,60952.306,0.598861135619
1661731200,2022-08-29 00:00:00,ACA/BTC,0.00000947,0.00001075,0.00000942,0.00000981,141232.3476,1.422717926136
1661644800,2022-08-28 00:00:00,ACA/BTC,0.00000945,0.00001087,0.00000942,0.00000942,84932.31982854,0.8628025477639078
1661558400,2022-08-27 00:00:00,ACA/BTC,0.00000972,0.00000972,0.00000937,0.0000094,18821.813,0.177793246847
1661472000,2022-08-26 00:00:00,ACA/BTC,0.00001006,0.00001015,0.00000967,0.00000973,19156.0214,0.189699621845
1661385600,2022-08-25 00:00:00,ACA/BTC,0.00001004,0.00001013,0.00001001,0.00001012,1943.2631,0.019597409815
1661299200,2022-08-24 00:00:00,ACA/BTC,0.00001023,0.00001058,0.00000995,0.00001002,29275.9594,0.300865069973
1661212800,2022-08-23 00:00:00,ACA/BTC,0.00001039,0.00001073,0.00001019,0.00001027,48534.8159,0.509770994613
1661126400,2022-08-22 00:00:00,ACA/BTC,0.00001086,0.00001087,0.00001025,0.00001047,17456.4485,0.183092396051
1661040000,2022-08-21 00:00:00,ACA/BTC,0.00001033,0.00001136,0.00001033,0.00001093,54301.3168,0.591471709827
1660953600,2022-08-20 00:00:00,ACA/BTC,0.00001056,0.00001085,0.00001029,0.00001037,33360.346,0.355267732149
1660867200,2022-08-19 00:00:00,ACA/BTC,0.00001051,0.00001077,0.00001009,0.00001063,38030.3612,0.397873398045
1660780800,2022-08-18 00:00:00,ACA/BTC,0.00001058,0.000011,0.00001042,0.00001043,33073.7556,0.355472378973
1660694400,2022-08-17 00:00:00,ACA/BTC,0.00001136,0.00001138,0.00001053,0.00001063,49464.3427,0.541751054833
1660608000,2022-08-16 00:00:00,ACA/BTC,0.0000111,0.00001171,0.00001097,0.00001133,81439.0865,0.92411626249
1660521600,2022-08-15 00:00:00,ACA/BTC,0.00001141,0.00001178,0.0000109,0.00001104,36455.4527,0.409990384212
1660435200,2022-08-14 00:00:00,ACA/BTC,0.00001278,0.00001298,0.00001096,0.00001145,305499.3328,3.613303728778
1660348800,2022-08-13 00:00:00,ACA/BTC,0.00001318,0.00001344,0.00001272,0.00001274,49344.1234,0.639539006166
1660262400,2022-08-12 00:00:00,ACA/BTC,0.000013,0.00001352,0.00001287,0.00001312,50289.8285,0.662446016847
1660176000,2022-08-11 00:00:00,ACA/BTC,0.00001343,0.0000135,0.00001279,0.00001302,34369.3057,0.446461364207
1660089600,2022-08-10 00:00:00,ACA/BTC,0.00001331,0.00001377,0.00001306,0.00001341,38968.774,0.519263572116
1660003200,2022-08-09 00:00:00,ACA/BTC,0.00001371,0.00001408,0.000013,0.0000133,42118.9588,0.572715599648
1659916800,2022-08-08 00:00:00,ACA/BTC,0.00001408,0.00001445,0.0000135,0.0000137,17708.4559,0.248765055034
1659830400,2022-08-07 00:00:00,ACA/BTC,0.00001413,0.00001531,0.00001374,0.0000141,53276.9408,0.764668306596
1659744000,2022-08-06 00:00:00,ACA/BTC,0.00001295,0.0000163,0.00001292,0.00001408,318411.7801,4.616774739193
1659657600,2022-08-05 00:00:00,ACA/BTC,0.00001263,0.00001294,0.00001255,0.00001292,21512.6256,0.273341517046
1659571200,2022-08-04 00:00:00,ACA/BTC,0.00001268,0.00001321,0.00001129,0.00001268,53667.7397,0.677449232592
1659484800,2022-08-03 00:00:00,ACA/BTC,0.00001261,0.00001288,0.0000124,0.00001266,16669.958,0.210635902434
1659398400,2022-08-02 00:00:00,ACA/BTC,0.00001304,0.0000137,0.00001225,0.00001262,53372.3887,0.68249856605
1659312000,2022-08-01 00:00:00,ACA/BTC,0.00001211,0.00001322,0.00001211,0.00001299,60979.2077,0.772149511141
1659225600,2022-07-31 00:00:00,ACA/BTC,0.00001175,0.00001247,0.00001175,0.00001201,42641.9461,0.519620413974
1659139200,2022-07-30 00:00:00,ACA/BTC,0.00001192,0.00001258,0.00001166,0.00001166,55986.0946,0.680203151546
1659052800,2022-07-29 00:00:00,ACA/BTC,0.00001218,0.00001361,0.00001166,0.00001185,194092.6233,2.469757814213
1658966400,2022-07-28 00:00:00,ACA/BTC,0.00001178,0.00001285,0.00001136,0.00001225,156758.1303,1.857093383619
1658880000,2022-07-27 00:00:00,ACA/BTC,0.00001196,0.00001217,0.00001165,0.00001187,22631.889,0.270659061035
1658793600,2022-07-26 00:00:00,ACA/BTC,0.0000124,0.0000124,0.00001143,0.00001195,29947.7801,0.356892369945
1658707200,2022-07-25 00:00:00,ACA/BTC,0.00001284,0.00001308,0.00001218,0.00001238,27039.1731,0.343365171594
1658620800,2022-07-24 00:00:00,ACA/BTC,0.00001305,0.00001394,0.0000128,0.00001285,40765.2761,0.543650500136
1658534400,2022-07-23 00:00:00,ACA/BTC,0.0000133,0.00001358,0.00001236,0.00001309,164433.8314,2.140446984617
1658448000,2022-07-22 00:00:00,ACA/BTC,0.00001184,0.00001482,0.00001178,0.0000134,538740.9114817,7.206883900552655
1658361600,2022-07-21 00:00:00,ACA/BTC,0.00001075,0.00001456,0.00001062,0.00001188,237466.3591,3.099144177867
1658275200,2022-07-20 00:00:00,ACA/BTC,0.00001157,0.00001199,0.00001069,0.0000107,10005.6429,0.113743286432
1658188800,2022-07-19 00:00:00,ACA/BTC,0.00001153,0.00001196,0.0000112,0.00001148,53497.2356,0.620978004629
1658102400,2022-07-18 00:00:00,ACA/BTC,0.00001141,0.00001185,0.00001118,0.00001156,24025.6205,0.27552465081
1658016000,2022-07-17 00:00:00,ACA/BTC,0.00001124,0.00001148,0.00001113,0.00001139,7519.4377,0.084733602588
1657929600,2022-07-16 00:00:00,ACA/BTC,0.00001117,0.00001136,0.00001102,0.00001124,4607.4326,0.05144855249
1657843200,2022-07-15 00:00:00,ACA/BTC,0.00001139,0.00001152,0.00001111,0.00001119,21003.0968,0.236829688217
1657756800,2022-07-14 00:00:00,ACA/BTC,0.00001138,0.00001155,0.00001129,0.00001141,6437.5606,0.073870850617
1657670400,2022-07-13 00:00:00,ACA/BTC,0.00001149,0.0000117,0.00001123,0.00001146,15470.2941,0.176406500304
1657584000,2022-07-12 00:00:00,ACA/BTC,0.00001112,0.00001153,0.00001112,0.00001146,16028.074,0.181930129354
1657497600,2022-07-11 00:00:00,ACA/BTC,0.0000114,0.00001201,0.00001114,0.00001117,47813.4035,0.553662320007
1657411200,2022-07-10 00:00:00,ACA/BTC,0.00001159,0.00001164,0.00001115,0.00001137,48624.1831,0.554458598332
1657324800,2022-07-09 00:00:00,ACA/BTC,0.00001116,0.00001221,0.00001103,0.00001164,50447.4612,0.589704009156
1657238400,2022-07-08 00:00:00,ACA/BTC,0.00001149,0.00001157,0.00001092,0.00001114,19963.0656,0.222850055478
1657152000,2022-07-07 00:00:00,ACA/BTC,0.00001192,0.00001201,0.00001134,0.00001146,9415.50041346,0.1103119049263011
1657065600,2022-07-06 00:00:00,ACA/BTC,0.00001176,0.00001212,0.0000117,0.00001189,18961.8889,0.226131252422
1656979200,2022-07-05 00:00:00,ACA/BTC,0.00001236,0.00001286,0.00001165,0.00001175,47942.95070888,0.5856913689187684
