https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume EUR
1663545600,2022-09-19 00:00:00,ETH/EUR,1331.9,1336.1,1329.7,1332.2,25.44295573,33895.105623506
1663542000,2022-09-18 23:00:00,ETH/EUR,1337.4,1353.7,1327.3,1332.1,310.71030452,413897.196651092
1663538400,2022-09-18 22:00:00,ETH/EUR,1331.2,1341.7,1327.2,1338.7,650.96453106,871446.217730022
1663534800,2022-09-18 21:00:00,ETH/EUR,1369.7,1370.2,1323.3,1333.2,1569.58658141,2092572.8303358122
1663531200,2022-09-18 20:00:00,ETH/EUR,1379.5,1379.5,1365.1,1370.5,265.31260185,363610.92083542503
1663527600,2022-09-18 19:00:00,ETH/EUR,1372.8,1385.5,1367.6,1379.4,369.64590566,509889.562267404
1663524000,2022-09-18 18:00:00,ETH/EUR,1375.6,1385.8,1365.7,1372.8,739.32912599,1014951.024159072
1663520400,2022-09-18 17:00:00,ETH/EUR,1393.9,1396.2,1371.3,1375.8,679.63536286,935042.3322227879
1663516800,2022-09-18 16:00:00,ETH/EUR,1415.0,1421.8,1384.6,1393.7,1968.64362660,2743698.62239242
1663513200,2022-09-18 15:00:00,ETH/EUR,1418.0,1423.6,1411.1,1415.0,222.80978613,315275.84737395
1663509600,2022-09-18 14:00:00,ETH/EUR,1433.7,1433.7,1408.0,1418.5,341.96931185,485083.468859225
1663506000,2022-09-18 13:00:00,ETH/EUR,1436.5,1436.8,1430.6,1433.4,143.44677287,205616.604231858
1663502400,2022-09-18 12:00:00,ETH/EUR,1431.6,1437.8,1424.9,1436.4,174.39432848,250500.01342867204
1663498800,2022-09-18 11:00:00,ETH/EUR,1430.0,1433.1,1428.2,1432.3,149.00616657,213421.532378211
1663495200,2022-09-18 10:00:00,ETH/EUR,1421.1,1439.9,1416.4,1428.7,309.85324785,442687.335203295
1663491600,2022-09-18 09:00:00,ETH/EUR,1454.7,1457.0,1421.5,1421.5,154.15719096,219134.44694964
1663488000,2022-09-18 08:00:00,ETH/EUR,1452.1,1457.7,1450.4,1453.7,54.91946326,79836.423741062
1663484400,2022-09-18 07:00:00,ETH/EUR,1453.6,1456.2,1450.6,1451.2,107.64187658,156209.891292896
1663480800,2022-09-18 06:00:00,ETH/EUR,1456.0,1457.5,1449.8,1452.3,64.08829511,93075.430988253
1663477200,2022-09-18 05:00:00,ETH/EUR,1450.9,1458.7,1450.8,1456.5,61.52547985,89611.861401525
1663473600,2022-09-18 04:00:00,ETH/EUR,1449.1,1453.8,1447.1,1451.4,48.71074702,70698.778224828
1663470000,2022-09-18 03:00:00,ETH/EUR,1453.5,1454.2,1445.0,1447.6,860.94208683,1246299.7648951078
1663466400,2022-09-18 02:00:00,ETH/EUR,1451.0,1455.1,1450.8,1453.9,53.00922680,77070.11484452001
1663462800,2022-09-18 01:00:00,ETH/EUR,1450.3,1455.3,1448.8,1450.8,54.56950045,79169.43125286
1663459200,2022-09-18 00:00:00,ETH/EUR,1464.3,1464.3,1447.7,1450.4,142.95495040,207341.86006016002
1663455600,2022-09-17 23:00:00,ETH/EUR,1464.2,1471.1,1460.9,1468.2,45.69328778,67086.885118596
1663452000,2022-09-17 22:00:00,ETH/EUR,1451.5,1464.6,1449.7,1464.2,131.74408531,192899.68971090202
1663448400,2022-09-17 21:00:00,ETH/EUR,1461.7,1461.8,1445.6,1451.0,146.12308913,212024.60232763
1663444800,2022-09-17 20:00:00,ETH/EUR,1464.0,1464.9,1460.1,1461.2,46.94894899,68601.804264188
1663441200,2022-09-17 19:00:00,ETH/EUR,1467.6,1468.0,1459.0,1463.8,82.30767501,120481.97467963799
1663437600,2022-09-17 18:00:00,ETH/EUR,1469.9,1474.8,1464.2,1467.0,86.85171627,127411.46776808999
1663434000,2022-09-17 17:00:00,ETH/EUR,1465.9,1474.0,1461.8,1469.1,434.60079072,638472.021646752
1663430400,2022-09-17 16:00:00,ETH/EUR,1442.6,1469.2,1441.5,1465.7,328.40358752,481341.138228064
1663426800,2022-09-17 15:00:00,ETH/EUR,1443.8,1448.9,1436.8,1443.5,1022.36301257,1475781.008644795
1663423200,2022-09-17 14:00:00,ETH/EUR,1420.2,1443.9,1420.2,1443.9,232.71214155,336013.06118404504
1663419600,2022-09-17 13:00:00,ETH/EUR,1423.0,1425.7,1418.4,1420.8,84.51088324,120073.062907392
1663416000,2022-09-17 12:00:00,ETH/EUR,1417.6,1425.5,1407.8,1424.0,178.80631614,254620.19418336
1663412400,2022-09-17 11:00:00,ETH/EUR,1425.9,1426.0,1417.9,1417.9,107.11413952,151877.138425408
1663408800,2022-09-17 10:00:00,ETH/EUR,1430.6,1431.3,1417.9,1424.8,142.85932594,203545.967599312
