https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WRX,Volume USDT
1663545600000.0,2022-09-19 00:00:00,WRX/USDT,0.19654,0.19654,0.19615,0.19623,10.0,1.9623
1663542000000.0,2022-09-18 23:00:00,WRX/USDT,0.19706,0.19714,0.19634,0.19654,0.0,0.0
1663538400000.0,2022-09-18 22:00:00,WRX/USDT,0.19898,0.19899,0.19679,0.19706,14219.631939510808,2802.12067
1663534800000.0,2022-09-18 21:00:00,WRX/USDT,0.20292,0.20292,0.19869,0.19899,305.7263179054224,60.83648
1663531200000.0,2022-09-18 20:00:00,WRX/USDT,0.20292,0.20292,0.20292,0.20292,0.0,0.0
1663527600000.0,2022-09-18 19:00:00,WRX/USDT,0.20292,0.20292,0.20292,0.20292,0.0,0.0
1663524000000.0,2022-09-18 18:00:00,WRX/USDT,0.20292,0.20316,0.20292,0.20292,0.0,0.0
1663520400000.0,2022-09-18 17:00:00,WRX/USDT,0.20604,0.20604,0.20292,0.20292,1987.0000000000002,403.20204
1663516800000.0,2022-09-18 16:00:00,WRX/USDT,0.20463,0.20799,0.20352,0.20604,4660.561007571345,960.26199
1663513200000.0,2022-09-18 15:00:00,WRX/USDT,0.20585,0.20936,0.20456,0.20463,0.0,0.0
1663509600000.0,2022-09-18 14:00:00,WRX/USDT,0.20943,0.20943,0.20584,0.20585,0.0,0.0
1663506000000.0,2022-09-18 13:00:00,WRX/USDT,0.20961,0.20963,0.20943,0.20943,0.0,0.0
1663502400000.0,2022-09-18 12:00:00,WRX/USDT,0.20864,0.2101,0.20864,0.20961,58.94933447831688,12.35637
1663498800000.0,2022-09-18 11:00:00,WRX/USDT,0.20365,0.20864,0.20365,0.20864,1021.0278949386504,213.02726
1663495200000.0,2022-09-18 10:00:00,WRX/USDT,0.20567,0.20567,0.20365,0.20365,13021.541664620674,2651.83696
1663491600000.0,2022-09-18 09:00:00,WRX/USDT,0.20723,0.20726,0.20567,0.20567,131.0023338357563,26.94325
1663488000000.0,2022-09-18 08:00:00,WRX/USDT,0.20838,0.20838,0.20722,0.20723,61.997394199681516,12.84772
1663484400000.0,2022-09-18 07:00:00,WRX/USDT,0.2077,0.20844,0.2077,0.20838,3224.0,671.81712
1663480800000.0,2022-09-18 06:00:00,WRX/USDT,0.2077,0.2077,0.2077,0.2077,0.0,0.0
1663477200000.0,2022-09-18 05:00:00,WRX/USDT,0.20762,0.2077,0.20762,0.2077,2.0,0.4154
1663473600000.0,2022-09-18 04:00:00,WRX/USDT,0.2075,0.20811,0.2075,0.20762,87.19352663519892,18.10312
1663470000000.0,2022-09-18 03:00:00,WRX/USDT,0.20929,0.20929,0.2075,0.2075,461.01161445783134,95.65991
1663466400000.0,2022-09-18 02:00:00,WRX/USDT,0.20953,0.20966,0.20925,0.20929,50.079172440154814,10.48107
1663462800000.0,2022-09-18 01:00:00,WRX/USDT,0.20953,0.20954,0.20946,0.20953,62.00038180690116,12.99094
1663459200000.0,2022-09-18 00:00:00,WRX/USDT,0.21005,0.21005,0.20946,0.20953,2.0027681000334083,0.41964
1663455600000.0,2022-09-17 23:00:00,WRX/USDT,0.20933,0.21005,0.20933,0.21005,10.999619138300405,2.31047
1663452000000.0,2022-09-17 22:00:00,WRX/USDT,0.20933,0.20933,0.20933,0.20933,0.0,0.0
1663448400000.0,2022-09-17 21:00:00,WRX/USDT,0.20933,0.20933,0.20933,0.20933,0.0,0.0
1663444800000.0,2022-09-17 20:00:00,WRX/USDT,0.20997,0.20997,0.20897,0.20933,26.9570056848039,5.64291
1663441200000.0,2022-09-17 19:00:00,WRX/USDT,0.21125,0.21125,0.20967,0.20997,1013.6557603467162,212.8373
1663437600000.0,2022-09-17 18:00:00,WRX/USDT,0.2116,0.21162,0.21073,0.21125,9.99971597633136,2.11244
1663434000000.0,2022-09-17 17:00:00,WRX/USDT,0.2273,0.22748,0.21155,0.2116,2369.5666824196596,501.40031
1663430400000.0,2022-09-17 16:00:00,WRX/USDT,0.20885,0.24512,0.20885,0.2273,11698.666168059832,2659.10682
1663426800000.0,2022-09-17 15:00:00,WRX/USDT,0.20865,0.21196,0.20865,0.20885,52.68498922671773,11.00326
1663423200000.0,2022-09-17 14:00:00,WRX/USDT,0.2066,0.21189,0.20658,0.20865,1339.5096093937216,279.48868
1663419600000.0,2022-09-17 13:00:00,WRX/USDT,0.20405,0.2066,0.20396,0.2066,338.69143272023234,69.97365
1663416000000.0,2022-09-17 12:00:00,WRX/USDT,0.20396,0.20459,0.20396,0.20404,0.0,0.0
1663412400000.0,2022-09-17 11:00:00,WRX/USDT,0.20394,0.20421,0.20394,0.20396,4.0,0.81584
1663408800000.0,2022-09-17 10:00:00,WRX/USDT,0.2033,0.20551,0.20328,0.20394,6.023095027949397,1.22835
1663405200000.0,2022-09-17 09:00:00,WRX/USDT,0.20217,0.20449,0.20217,0.2033,92.49090014756517,18.8034
1663401600000.0,2022-09-17 08:00:00,WRX/USDT,0.20315,0.20315,0.20008,0.20217,7.917297324034229,1.60064
1663398000000.0,2022-09-17 07:00:00,WRX/USDT,0.20372,0.20372,0.20315,0.20315,627.0,127.37505
1663394400000.0,2022-09-17 06:00:00,WRX/USDT,0.20379,0.20405,0.20351,0.20372,15.000147260946395,3.05583
1663390800000.0,2022-09-17 05:00:00,WRX/USDT,0.20379,0.20379,0.20378,0.20379,0.0,0.0
1663387200000.0,2022-09-17 04:00:00,WRX/USDT,0.20354,0.20379,0.20354,0.20379,4.0,0.81516
1663383600000.0,2022-09-17 03:00:00,WRX/USDT,0.20354,0.20354,0.20354,0.20354,0.0,0.0
1663380000000.0,2022-09-17 02:00:00,WRX/USDT,0.204,0.20403,0.20354,0.20354,8.014444335265795,1.63126
1663376400000.0,2022-09-17 01:00:00,WRX/USDT,0.204,0.204,0.204,0.204,0.0,0.0
1663372800000.0,2022-09-17 00:00:00,WRX/USDT,0.20347,0.204,0.20283,0.204,18.97705882352941,3.87132
1663369200000.0,2022-09-16 23:00:00,WRX/USDT,0.20263,0.20347,0.2019,0.20347,210.0,42.7287
1663365600000.0,2022-09-16 22:00:00,WRX/USDT,0.2019,0.20263,0.2019,0.20263,0.0,0.0
1663362000000.0,2022-09-16 21:00:00,WRX/USDT,0.20056,0.20221,0.20056,0.2019,193.26002971768202,39.0192
1663358400000.0,2022-09-16 20:00:00,WRX/USDT,0.2004,0.20056,0.2004,0.20056,2.0,0.40112
1663354800000.0,2022-09-16 19:00:00,WRX/USDT,0.19877,0.2004,0.19822,0.2004,9.0,1.8036
1663351200000.0,2022-09-16 18:00:00,WRX/USDT,0.19822,0.19879,0.19822,0.19877,0.0,0.0
1663347600000.0,2022-09-16 17:00:00,WRX/USDT,0.1981,0.19862,0.1981,0.19822,1.0,0.19822
1663344000000.0,2022-09-16 16:00:00,WRX/USDT,0.19927,0.19927,0.1981,0.1981,1.0,0.1981
1663340400000.0,2022-09-16 15:00:00,WRX/USDT,0.2003,0.2003,0.19927,0.19927,5.00010036633713,0.99637
1663336800000.0,2022-09-16 14:00:00,WRX/USDT,0.19879,0.2003,0.19879,0.2003,61.977933100349475,12.41418
1663333200000.0,2022-09-16 13:00:00,WRX/USDT,0.20037,0.20085,0.19879,0.19879,124.0,24.64996
1663329600000.0,2022-09-16 12:00:00,WRX/USDT,0.20179,0.20179,0.20036,0.20038,7.025551452240743,1.40778
1663326000000.0,2022-09-16 11:00:00,WRX/USDT,0.20179,0.20179,0.20179,0.20179,0.0,0.0
1663322400000.0,2022-09-16 10:00:00,WRX/USDT,0.20179,0.20179,0.20179,0.20179,0.0,0.0
1663318800000.0,2022-09-16 09:00:00,WRX/USDT,0.20138,0.20179,0.19913,0.20179,109.77823479855294,22.15215
1663315200000.0,2022-09-16 08:00:00,WRX/USDT,0.20274,0.20428,0.20137,0.20138,69.53108550998112,14.00217
1663311600000.0,2022-09-16 07:00:00,WRX/USDT,0.20381,0.205,0.20274,0.20274,0.0,0.0
1663308000000.0,2022-09-16 06:00:00,WRX/USDT,0.20438,0.205,0.20303,0.20381,0.0,0.0
1663304400000.0,2022-09-16 05:00:00,WRX/USDT,0.205,0.205,0.20437,0.20438,0.0,0.0
1663300800000.0,2022-09-16 04:00:00,WRX/USDT,0.20436,0.205,0.20329,0.205,123.35770731707316,25.28833
1663297200000.0,2022-09-16 03:00:00,WRX/USDT,0.20436,0.20436,0.20401,0.20436,0.0,0.0
1663293600000.0,2022-09-16 02:00:00,WRX/USDT,0.20361,0.20436,0.20299,0.20436,2.0,0.40872
1663290000000.0,2022-09-16 01:00:00,WRX/USDT,0.20445,0.20445,0.20329,0.20361,2.0,0.40722
1663286400000.0,2022-09-16 00:00:00,WRX/USDT,0.20461,0.20575,0.20378,0.20445,2.0,0.4089
1663282800000.0,2022-09-15 23:00:00,WRX/USDT,0.20588,0.20682,0.20345,0.20461,0.0,0.0
1663279200000.0,2022-09-15 22:00:00,WRX/USDT,0.20762,0.20762,0.20581,0.20588,0.0,0.0
1663275600000.0,2022-09-15 21:00:00,WRX/USDT,0.20883,0.20974,0.20762,0.20762,4.0,0.83048
1663272000000.0,2022-09-15 20:00:00,WRX/USDT,0.20883,0.20974,0.20866,0.20882,0.0,0.0
1663268400000.0,2022-09-15 19:00:00,WRX/USDT,0.20959,0.20974,0.20878,0.20883,0.0,0.0
1663264800000.0,2022-09-15 18:00:00,WRX/USDT,0.21172,0.21172,0.20952,0.20959,73.14938689822988,15.33138
1663261200000.0,2022-09-15 17:00:00,WRX/USDT,0.21042,0.22244,0.21042,0.21172,322.4122898167391,68.26113
1663257600000.0,2022-09-15 16:00:00,WRX/USDT,0.20867,0.21042,0.20867,0.21042,10.943921680448627,2.30282
1663254000000.0,2022-09-15 15:00:00,WRX/USDT,0.20697,0.20868,0.20573,0.20867,1665.9906551013562,347.64227
1663250400000.0,2022-09-15 14:00:00,WRX/USDT,0.21444,0.21444,0.20697,0.20697,176.46006667632992,36.52194
1663246800000.0,2022-09-15 13:00:00,WRX/USDT,0.2161,0.2161,0.21344,0.21444,0.0,0.0
1663243200000.0,2022-09-15 12:00:00,WRX/USDT,0.21504,0.21691,0.21504,0.2161,0.0,0.0
1663239600000.0,2022-09-15 11:00:00,WRX/USDT,0.2153,0.2161,0.2144,0.21504,10.049293154761905,2.161
1663236000000.0,2022-09-15 10:00:00,WRX/USDT,0.21784,0.21791,0.2153,0.2153,588.0,126.5964
1663232400000.0,2022-09-15 09:00:00,WRX/USDT,0.21655,0.21791,0.21561,0.21784,217.14584098420858,47.30305
1663228800000.0,2022-09-15 08:00:00,WRX/USDT,0.21784,0.21784,0.21341,0.21655,93230.03440314016,20188.96395
1663225200000.0,2022-09-15 07:00:00,WRX/USDT,0.22293,0.22499,0.21599,0.21784,94325.73195923613,20547.91745
1663221600000.0,2022-09-15 06:00:00,WRX/USDT,0.21166,0.24199,0.21166,0.22293,4802.734670075809,1070.67364
1663218000000.0,2022-09-15 05:00:00,WRX/USDT,0.21166,0.21166,0.21166,0.21166,0.0,0.0
1663214400000.0,2022-09-15 04:00:00,WRX/USDT,0.21166,0.21166,0.21132,0.21166,0.0,0.0
1663210800000.0,2022-09-15 03:00:00,WRX/USDT,0.21212,0.21225,0.21166,0.21166,0.0,0.0
1663207200000.0,2022-09-15 02:00:00,WRX/USDT,0.21166,0.21219,0.21068,0.21212,0.0,0.0
1663203600000.0,2022-09-15 01:00:00,WRX/USDT,0.21347,0.21347,0.21139,0.21166,6.0,1.26996
1663200000000.0,2022-09-15 00:00:00,WRX/USDT,0.21155,0.21347,0.21155,0.21347,12.974984775378273,2.76977
1663196400000.0,2022-09-14 23:00:00,WRX/USDT,0.20876,0.21155,0.20875,0.21155,98.81895532970928,20.90515
1663192800000.0,2022-09-14 22:00:00,WRX/USDT,0.20923,0.20962,0.20802,0.20875,27.90744910179641,5.82568
1663189200000.0,2022-09-14 21:00:00,WRX/USDT,0.20563,0.20923,0.20519,0.20923,49.41337284328252,10.33876
1663185600000.0,2022-09-14 20:00:00,WRX/USDT,0.20119,0.20591,0.20118,0.20563,234.4478918445752,48.20952
1663182000000.0,2022-09-14 19:00:00,WRX/USDT,0.20003,0.20237,0.19882,0.20119,0.0,0.0
1663178400000.0,2022-09-14 18:00:00,WRX/USDT,0.20103,0.20103,0.19787,0.20003,137.87606858971154,27.57935
1663174800000.0,2022-09-14 17:00:00,WRX/USDT,0.20112,0.20115,0.20083,0.20103,6.000000000000001,1.20618
1663171200000.0,2022-09-14 16:00:00,WRX/USDT,0.20159,0.20239,0.20083,0.20113,168.03599661910206,33.79708
1663167600000.0,2022-09-14 15:00:00,WRX/USDT,0.20278,0.20283,0.20159,0.20159,6.000000000000001,1.20954
1663164000000.0,2022-09-14 14:00:00,WRX/USDT,0.20113,0.20283,0.20038,0.20278,236.1839431896637,47.89338
1663160400000.0,2022-09-14 13:00:00,WRX/USDT,0.20204,0.20226,0.19999,0.20113,14.951275294585592,3.00715
1663156800000.0,2022-09-14 12:00:00,WRX/USDT,0.20256,0.20257,0.2001,0.20204,628.4219461492773,126.96637
1663153200000.0,2022-09-14 11:00:00,WRX/USDT,0.20309,0.20382,0.20166,0.20256,50.04196287519748,10.1365
1663149600000.0,2022-09-14 10:00:00,WRX/USDT,0.20305,0.20425,0.20304,0.20309,0.0,0.0
1663146000000.0,2022-09-14 09:00:00,WRX/USDT,0.20456,0.20538,0.20299,0.20306,0.0,0.0
1663142400000.0,2022-09-14 08:00:00,WRX/USDT,0.20359,0.20567,0.2035,0.20456,0.0,0.0
1663138800000.0,2022-09-14 07:00:00,WRX/USDT,0.20568,0.20713,0.20354,0.20359,0.0,0.0
1663135200000.0,2022-09-14 06:00:00,WRX/USDT,0.20736,0.20736,0.20565,0.20568,0.0,0.0
1663131600000.0,2022-09-14 05:00:00,WRX/USDT,0.20958,0.20958,0.20735,0.20736,2.0133101851851856,0.41748
