https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CHZ,Volume BTC
1663459200,2022-09-18 00:00:00,CHZ/BTC,0.0000111857,0.0000114389,0.0000111394,0.0000111622,4624.7326,0.05217788421658
1663372800,2022-09-17 00:00:00,CHZ/BTC,0.0000106171,0.0000120003,0.0000104555,0.0000111731,248410.1454,2.72801635988748
1663286400,2022-09-16 00:00:00,CHZ/BTC,0.0000096886,0.0000107776,0.0000096886,0.0000106278,170132.478,1.75498111176962
1663200000,2022-09-15 00:00:00,CHZ/BTC,0.0000095282,0.0000099436,0.0000089504,0.0000096847,174111.4869,1.65203260658014
1663113600,2022-09-14 00:00:00,CHZ/BTC,0.0000095927,0.0000098363,0.0000093253,0.0000095291,215387.4415,2.06902834707524
1663027200,2022-09-13 00:00:00,CHZ/BTC,0.0000089655,0.0000100451,0.0000086841,0.0000095746,479552.0077,4.51898467580464
1662940800,2022-09-12 00:00:00,CHZ/BTC,0.0000095251,0.0000095647,0.0000088613,0.0000090095,138113.6355,1.27066969683848
1662854400,2022-09-11 00:00:00,CHZ/BTC,0.0000093449,0.0000103321,0.000009215,0.0000095392,191447.401,1.88390226130322
1662768000,2022-09-10 00:00:00,CHZ/BTC,0.0000096329,0.0000097414,0.000009254,0.000009292,146564.9241,1.38418089837369
1662681600,2022-09-09 00:00:00,CHZ/BTC,0.0000096491,0.000010348,0.000009322,0.0000095986,161946.7783,1.57255541282754
1662595200,2022-09-08 00:00:00,CHZ/BTC,0.000010011,0.000010304,0.0000095919,0.00000966,43533.0293,0.42898879595343
1662508800,2022-09-07 00:00:00,CHZ/BTC,0.0000098899,0.0000101473,0.0000098088,0.000010038,78983.6152,0.78618702498425
1662422400,2022-09-06 00:00:00,CHZ/BTC,0.0000104872,0.0000108546,0.0000095463,0.0000098259,255043.874,2.55881880550747
1662336000,2022-09-05 00:00:00,CHZ/BTC,0.0000106705,0.0000107139,0.000010196,0.0000104688,28721.2798,0.29857179467352
1662249600,2022-09-04 00:00:00,CHZ/BTC,0.0000109443,0.0000109657,0.0000105881,0.0000106685,67146.1123,0.71831693718955
1662163200,2022-09-03 00:00:00,CHZ/BTC,0.0000109554,0.0000116261,0.0000108122,0.0000109444,120780.4253,1.35582576504084
1662076800,2022-09-02 00:00:00,CHZ/BTC,0.0000106064,0.0000112981,0.0000104444,0.0000109883,124452.1972,1.35972639024794
1661990400,2022-09-01 00:00:00,CHZ/BTC,0.0000108666,0.0000109772,0.0000102291,0.0000106382,95433.6098,1.00764418565964
1661904000,2022-08-31 00:00:00,CHZ/BTC,0.0000099735,0.0000109293,0.0000098175,0.0000108556,238666.2782,2.47920600579506
1661817600,2022-08-30 00:00:00,CHZ/BTC,0.0000106118,0.0000107443,0.0000098614,0.0000099127,58986.283,0.6011873198428
1661731200,2022-08-29 00:00:00,CHZ/BTC,0.0000107572,0.0000108246,0.00001022,0.0000106066,97331.206,1.02323942433657
1661644800,2022-08-28 00:00:00,CHZ/BTC,0.0000109665,0.000011605,0.0000106218,0.0000107464,426555.1527,4.7888800464669
1661558400,2022-08-27 00:00:00,CHZ/BTC,0.0000102057,0.0000112072,0.0000102057,0.0000109776,194007.7365,2.0908583533874
1661472000,2022-08-26 00:00:00,CHZ/BTC,0.0000104107,0.0000116484,0.0000098801,0.0000102332,315916.2638,3.35297435797387
1661385600,2022-08-25 00:00:00,CHZ/BTC,0.0000113501,0.0000113957,0.00001018,0.0000104236,152701.2342,1.61268670983399
1661299200,2022-08-24 00:00:00,CHZ/BTC,0.0000116633,0.0000122163,0.0000109111,0.0000113501,185819.2555,2.14591293440512
1661212800,2022-08-23 00:00:00,CHZ/BTC,0.0000104147,0.0000122573,0.0000101858,0.000011652,505703.5732,5.64394880559102
1661126400,2022-08-22 00:00:00,CHZ/BTC,0.0000087035,0.00001055,0.0000085067,0.0000104145,590872.6371,5.64364129521741
1661040000,2022-08-21 00:00:00,CHZ/BTC,0.0000086695,0.0000091866,0.0000084704,0.0000087088,232245.5091,2.06670430029258
1660953600,2022-08-20 00:00:00,CHZ/BTC,0.0000094125,0.0000094985,0.0000082249,0.0000086803,188838.8215,1.65901809587852
1660867200,2022-08-19 00:00:00,CHZ/BTC,0.000009003,0.0000097897,0.0000085325,0.0000094011,468524.7746,4.27198582861371
1660780800,2022-08-18 00:00:00,CHZ/BTC,0.000009541,0.0000098032,0.0000089847,0.0000089847,144022.9585,1.34367398010717
1660694400,2022-08-17 00:00:00,CHZ/BTC,0.0000087905,0.000009772,0.0000083446,0.0000095562,609188.0691,5.60550564813072
1660608000,2022-08-16 00:00:00,CHZ/BTC,0.0000081442,0.0000090999,0.0000080621,0.0000087864,541298.4352,4.70124230065636
1660521600,2022-08-15 00:00:00,CHZ/BTC,0.0000074627,0.0000084597,0.0000071034,0.0000081524,614689.88699746,4.802928914525145478
1660435200,2022-08-14 00:00:00,CHZ/BTC,0.0000066167,0.0000077728,0.0000066029,0.0000074641,500947.1776,3.62957088557416
1660348800,2022-08-13 00:00:00,CHZ/BTC,0.0000067108,0.0000067108,0.0000064375,0.000006616,88290.6263,0.58005566102529
1660262400,2022-08-12 00:00:00,CHZ/BTC,0.0000062589,0.00000689,0.0000061689,0.000006709,504326.5071,3.31581218251748
1660176000,2022-08-11 00:00:00,CHZ/BTC,0.0000063916,0.0000064112,0.0000061752,0.0000062589,140101.1022,0.87576342744445
1660089600,2022-08-10 00:00:00,CHZ/BTC,0.0000062979,0.0000065812,0.0000062004,0.0000063888,161270.4595,1.02778309918524
1660003200,2022-08-09 00:00:00,CHZ/BTC,0.0000064024,0.0000064047,0.0000061377,0.0000062999,91077.6856,0.57401644042974
1659916800,2022-08-08 00:00:00,CHZ/BTC,0.0000065296,0.0000066429,0.00000626,0.0000063925,47932.7996,0.30858197485112
1659830400,2022-08-07 00:00:00,CHZ/BTC,0.0000063693,0.000006772,0.0000062571,0.0000065362,148205.3798,0.97392066270016
1659744000,2022-08-06 00:00:00,CHZ/BTC,0.0000062589,0.0000066227,0.0000062067,0.0000063646,148411.5763,0.95113332324287
1659657600,2022-08-05 00:00:00,CHZ/BTC,0.0000063944,0.0000066227,0.0000061626,0.0000062542,157329.1347,1.00073579901615
1659571200,2022-08-04 00:00:00,CHZ/BTC,0.000005863,0.00000661,0.000005863,0.0000063944,469957.1899,2.97216575561522
1659484800,2022-08-03 00:00:00,CHZ/BTC,0.0000059172,0.0000060141,0.0000057544,0.0000058618,174377.5433,1.02493612923542
1659398400,2022-08-02 00:00:00,CHZ/BTC,0.00000643,0.0000069515,0.000005891,0.0000059054,360139.8263,2.33966145032584
1659312000,2022-08-01 00:00:00,CHZ/BTC,0.0000052353,0.0000069498,0.0000052043,0.0000064115,1224271.718,7.52754478551388
1659225600,2022-07-31 00:00:00,CHZ/BTC,0.000005346,0.00000549,0.0000052043,0.0000052397,197214.2929,1.05224246994639
