https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EURT,Volume USD
1663545600000.0,2022-09-19 00:00:00,EURT/USD,0.9999,1.0,0.9999,1.0,1451.9912,1451.9912
1663459200000.0,2022-09-18 00:00:00,EURT/USD,1.0,1.0,0.9991,0.9999,304.9055905590559,304.8751
1663372800000.0,2022-09-17 00:00:00,EURT/USD,0.9977,1.0009,0.9953,1.0,1115.7987,1115.7987
1663286400000.0,2022-09-16 00:00:00,EURT/USD,0.9988,1.0011,0.995,0.9977,1580.650696602185,1577.0152
1663200000000.0,2022-09-15 00:00:00,EURT/USD,0.9999,1.0004,0.9988,0.9988,570.2753303964757,569.591
1663113600000.0,2022-09-14 00:00:00,EURT/USD,0.9946,1.0,0.9936,0.9999,474.2858285828583,474.2384
1663027200000.0,2022-09-13 00:00:00,EURT/USD,1.0116,1.016,0.986,0.9946,12028.888799517394,11963.9328
1662940800000.0,2022-09-12 00:00:00,EURT/USD,1.0063,1.015,1.0063,1.0116,2005.9006524317913,2029.1691
1662854400000.0,2022-09-11 00:00:00,EURT/USD,1.0033,1.01,1.0017,1.0063,974.8490509788334,980.9906
1662768000000.0,2022-09-10 00:00:00,EURT/USD,0.9976,1.0049,0.9944,1.0033,8436.309578391309,8464.1494
1662681600000.0,2022-09-09 00:00:00,EURT/USD,0.9975,1.0075,0.9951,0.9976,2560.8996591820364,2554.7535
1662595200000.0,2022-09-08 00:00:00,EURT/USD,0.9974,1.01,0.9883,0.9975,18770.577243107768,18723.6508
1662508800000.0,2022-09-07 00:00:00,EURT/USD,0.9875,0.9975,0.9868,0.9974,42744.16302386204,42633.0282
1662422400000.0,2022-09-06 00:00:00,EURT/USD,0.9925,0.9936,0.9875,0.9875,1356.0806075949367,1339.1296
1662336000000.0,2022-09-05 00:00:00,EURT/USD,0.9924,1.0054,0.99,0.9925,82296.70287153652,81679.4776
1662249600000.0,2022-09-04 00:00:00,EURT/USD,0.9925,0.9925,0.99,0.9924,1153.1169891172915,1144.3533
1662163200000.0,2022-09-03 00:00:00,EURT/USD,0.9925,0.9925,0.9925,0.9925,6.999999999999999,6.9475
1662076800000.0,2022-09-02 00:00:00,EURT/USD,0.99,1.0,0.99,0.9925,11240.606549118387,11156.302
1661990400000.0,2022-09-01 00:00:00,EURT/USD,1.0026,1.0033,0.986,0.99,6681.665151515152,6614.8485
1661904000000.0,2022-08-31 00:00:00,EURT/USD,0.9943,1.0035,0.9936,1.0026,2858.5681228805106,2866.0004
1661817600000.0,2022-08-30 00:00:00,EURT/USD,0.9921,1.0007,0.9921,0.9943,229.6602635019612,228.3512
1661731200000.0,2022-08-29 00:00:00,EURT/USD,0.9929,1.0,0.9914,0.9921,5924.665053926015,5877.8602
1661644800000.0,2022-08-28 00:00:00,EURT/USD,0.997,1.0079,0.9924,0.9929,6376.021250881257,6330.7515
1661558400000.0,2022-08-27 00:00:00,EURT/USD,0.9913,1.0055,0.9913,0.997,324.01364092276833,323.0416
1661472000000.0,2022-08-26 00:00:00,EURT/USD,0.9966,1.0107,0.9895,0.9913,8143.640472107334,8072.7908
1661385600000.0,2022-08-25 00:00:00,EURT/USD,0.9965,0.9976,0.9965,0.9966,1525.8041340557897,1520.6164
1661299200000.0,2022-08-24 00:00:00,EURT/USD,0.9984,0.9996,0.9856,0.9965,3632.4691419969895,3619.7555
1661212800000.0,2022-08-23 00:00:00,EURT/USD,0.9918,1.0126,0.9864,0.9984,9514.92608173077,9499.7022
1661126400000.0,2022-08-22 00:00:00,EURT/USD,1.0047,1.0047,0.9915,0.9918,6257.845936680783,6206.5316
1661040000000.0,2022-08-21 00:00:00,EURT/USD,1.0049,1.0049,1.004,1.0047,21.98536876679606,22.0887
1660953600000.0,2022-08-20 00:00:00,EURT/USD,1.0035,1.0082,1.0035,1.0049,16.03055030351279,16.1091
1660867200000.0,2022-08-19 00:00:00,EURT/USD,1.0084,1.0168,0.9884,1.0035,22009.791031390134,22086.8253
1660780800000.0,2022-08-18 00:00:00,EURT/USD,1.0172,1.0193,1.006,1.0084,3614.4073780245935,3644.7684
1660694400000.0,2022-08-17 00:00:00,EURT/USD,1.0165,1.0204,1.0141,1.0172,2982.709693275658,3034.0123
1660608000000.0,2022-08-16 00:00:00,EURT/USD,1.0162,1.0172,1.0015,1.0165,34027.10103295622,34588.5482
1660521600000.0,2022-08-15 00:00:00,EURT/USD,1.0245,1.0254,1.0057,1.0162,3454.3374335760677,3510.2977
1660435200000.0,2022-08-14 00:00:00,EURT/USD,1.028,1.028,1.0245,1.0245,1205.8843338213762,1235.4285
1660348800000.0,2022-08-13 00:00:00,EURT/USD,1.0283,1.0311,1.0274,1.028,166.95875486381323,171.6336
1660262400000.0,2022-08-12 00:00:00,EURT/USD,1.0322,1.0374,1.0266,1.0283,381.18642419527373,391.974
1660176000000.0,2022-08-11 00:00:00,EURT/USD,1.0333,1.0374,1.022,1.0322,3431.5687851191633,3542.0653
1660089600000.0,2022-08-10 00:00:00,EURT/USD,1.0205,1.0343,1.0205,1.0333,5977.151262943966,6176.1904
1660003200000.0,2022-08-09 00:00:00,EURT/USD,1.0203,1.023,1.0203,1.0205,701.4663400293974,715.8464
1659916800000.0,2022-08-08 00:00:00,EURT/USD,1.0164,1.021,1.0152,1.0203,2301.5868862099383,2348.3091
1659830400000.0,2022-08-07 00:00:00,EURT/USD,1.0186,1.0193,1.014,1.0164,13184.588351042898,13400.8156
1659744000000.0,2022-08-06 00:00:00,EURT/USD,1.0183,1.0186,1.0183,1.0186,2.0,2.0372
1659657600000.0,2022-08-05 00:00:00,EURT/USD,1.0271,1.0271,1.0143,1.0183,5681.843759206521,5785.8215
1659571200000.0,2022-08-04 00:00:00,EURT/USD,1.0182,1.0271,1.0182,1.0271,1108.440658163762,1138.4794
1659484800000.0,2022-08-03 00:00:00,EURT/USD,1.0193,1.0203,1.0138,1.0182,4437.554507955216,4518.318
1659398400000.0,2022-08-02 00:00:00,EURT/USD,1.0255,1.0256,1.0172,1.0193,1240.0068674580593,1263.939
1659312000000.0,2022-08-01 00:00:00,EURT/USD,1.0201,1.0255,1.0201,1.0255,821.8444661140907,842.8015
1659225600000.0,2022-07-31 00:00:00,EURT/USD,1.0212,1.0223,1.0183,1.0201,2760.7390451916476,2816.2299
1659139200000.0,2022-07-30 00:00:00,EURT/USD,1.0226,1.03,1.0189,1.0212,1733.179886408147,1769.9233
1659052800000.0,2022-07-29 00:00:00,EURT/USD,1.0177,1.0344,1.0017,1.0226,19836.2683356151,20284.568
1658966400000.0,2022-07-28 00:00:00,EURT/USD,1.019,1.0201,1.0114,1.0177,1056.8554583865578,1075.5618
1658880000000.0,2022-07-27 00:00:00,EURT/USD,1.0165,1.03,1.0033,1.019,7745.064082433759,7892.2203
1658793600000.0,2022-07-26 00:00:00,EURT/USD,1.0238,1.025,1.0099,1.0165,1042.3574028529267,1059.5563
1658707200000.0,2022-07-25 00:00:00,EURT/USD,1.0213,1.03,1.0204,1.0238,3310.781793319007,3389.5784
1658620800000.0,2022-07-24 00:00:00,EURT/USD,1.0191,1.0217,1.0188,1.0213,2002.4786056986193,2045.1314
1658534400000.0,2022-07-23 00:00:00,EURT/USD,1.0226,1.0226,1.0191,1.0191,60.02884898439801,61.1754
1658448000000.0,2022-07-22 00:00:00,EURT/USD,1.0276,1.0276,1.0169,1.0226,512.8167416389595,524.4064
1658361600000.0,2022-07-21 00:00:00,EURT/USD,1.0125,1.0302,1.0005,1.0276,5364.852374464772,5512.9223
1658275200000.0,2022-07-20 00:00:00,EURT/USD,1.0327,1.0481,1.0111,1.0125,9456.524148148148,9574.7307
1658188800000.0,2022-07-19 00:00:00,EURT/USD,1.024,1.0456,1.0239,1.0327,3218.3628352861433,3323.6033
1658102400000.0,2022-07-18 00:00:00,EURT/USD,1.0193,1.0257,1.0057,1.024,60507.57900390625,61959.7609
1658016000000.0,2022-07-17 00:00:00,EURT/USD,1.0074,1.0279,1.0001,1.0193,20938.074560973215,21342.1794
1657929600000.0,2022-07-16 00:00:00,EURT/USD,1.0071,1.0101,1.006,1.0074,214.14780623386935,215.7325
1657843200000.0,2022-07-15 00:00:00,EURT/USD,1.0032,1.025,0.9976,1.0071,4898.324496077847,4933.1026
1657756800000.0,2022-07-14 00:00:00,EURT/USD,1.0078,1.0269,0.9918,1.0032,5515.635267145135,5533.2853
1657670400000.0,2022-07-13 00:00:00,EURT/USD,1.0127,1.0241,0.9835,1.0078,33312.14348084937,33571.9782
1657584000000.0,2022-07-12 00:00:00,EURT/USD,1.004,1.0385,1.004,1.0127,14353.9985188111,14536.2943
1657497600000.0,2022-07-11 00:00:00,EURT/USD,1.0177,1.034,1.004,1.004,29662.943924302792,29781.5957
1657411200000.0,2022-07-10 00:00:00,EURT/USD,1.0177,1.0177,1.0177,1.0177,0.0,0.0
1657324800000.0,2022-07-09 00:00:00,EURT/USD,1.0176,1.04,1.0176,1.0177,2756.310897120959,2805.0976
1657238400000.0,2022-07-08 00:00:00,EURT/USD,1.0242,1.04,1.003,1.0176,3257.455188679245,3314.7864
