https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GMM,Volume USDT
1660348800,2022-08-13 00:00:00,GMM/USDT,0.001439,0.001506,0.001416,0.001476,29892556.8845,43804.7128396983
1660262400,2022-08-12 00:00:00,GMM/USDT,0.001458,0.001461,0.0014,0.001438,8356886.0079,11966.8579949809
1660176000,2022-08-11 00:00:00,GMM/USDT,0.001434,0.0015,0.001416,0.001459,22596742.753,32784.5696572821
1660089600,2022-08-10 00:00:00,GMM/USDT,0.001413,0.001468,0.001397,0.001434,15930565.887,22771.6045669466
1660003200,2022-08-09 00:00:00,GMM/USDT,0.001425,0.001507,0.001397,0.001415,25053058.0586,36167.2809355544
1659916800,2022-08-08 00:00:00,GMM/USDT,0.001422,0.001455,0.001393,0.001426,13766490.875,19661.479948187
1659830400,2022-08-07 00:00:00,GMM/USDT,0.001398,0.001437,0.001386,0.001421,7396116.803,10445.3781838622
1659744000,2022-08-06 00:00:00,GMM/USDT,0.00144,0.001451,0.00138,0.001398,13369607.6659,19042.306094561
1659657600,2022-08-05 00:00:00,GMM/USDT,0.001387,0.001443,0.001357,0.001438,16563751.7447,23291.3666636722
1659571200,2022-08-04 00:00:00,GMM/USDT,0.001407,0.00147,0.00138,0.001385,12780511.3191,18033.8196340794
1659484800,2022-08-03 00:00:00,GMM/USDT,0.00142,0.00148,0.001405,0.001406,9975349.6565,14435.0108256854
1659398400,2022-08-02 00:00:00,GMM/USDT,0.001424,0.001466,0.001394,0.001417,8520400.5457,12151.2247644912
1659312000,2022-08-01 00:00:00,GMM/USDT,0.001467,0.001483,0.001389,0.001423,9547094.6951,13684.6417156981
1659225600,2022-07-31 00:00:00,GMM/USDT,0.001487,0.001549,0.001431,0.001465,18084235.9605,26703.5960056432
1659139200,2022-07-30 00:00:00,GMM/USDT,0.001536,0.001536,0.001471,0.001489,10550137.8373,15831.4112414325
1659052800,2022-07-29 00:00:00,GMM/USDT,0.001551,0.00159,0.001481,0.001534,19557401.6079,30046.3819062867
1658966400,2022-07-28 00:00:00,GMM/USDT,0.001592,0.001626,0.00152,0.001543,30761733.7766,47985.1769426382
1658880000,2022-07-27 00:00:00,GMM/USDT,0.001586,0.001767,0.001505,0.001596,52987417.0465,84785.6674994525
1658793600,2022-07-26 00:00:00,GMM/USDT,0.001526,0.001656,0.001509,0.001584,46635748.9933,73733.0159293681
1658707200,2022-07-25 00:00:00,GMM/USDT,0.00162,0.001629,0.001519,0.001535,9895330.1552,15538.5237538969
1658620800,2022-07-24 00:00:00,GMM/USDT,0.001617,0.0017,0.001588,0.001622,20161301.0277,33305.981391801
1658534400,2022-07-23 00:00:00,GMM/USDT,0.001547,0.00162,0.00152,0.001617,16826239.6192,26586.171360863
1658448000,2022-07-22 00:00:00,GMM/USDT,0.001538,0.001598,0.001501,0.001544,18908775.4405,29407.3383681668
1658361600,2022-07-21 00:00:00,GMM/USDT,0.001596,0.001614,0.001491,0.001535,43326874.5978,67553.8695465198
1658275200,2022-07-20 00:00:00,GMM/USDT,0.00202,0.002066,0.001559,0.001596,102241345.3725,175144.0606976143
1658188800,2022-07-19 00:00:00,GMM/USDT,0.001638,0.0022,0.001601,0.002017,126170238.15933134,236551.71548950608532
1658102400,2022-07-18 00:00:00,GMM/USDT,0.001493,0.001685,0.001461,0.001636,37430728.47,59382.6420197551
1658016000,2022-07-17 00:00:00,GMM/USDT,0.001522,0.001558,0.001479,0.001499,14718939.5995,22378.3559086779
1657929600,2022-07-16 00:00:00,GMM/USDT,0.001574,0.001599,0.001494,0.001527,18689332.8403,28715.8035918173
1657843200,2022-07-15 00:00:00,GMM/USDT,0.001426,0.001609,0.001404,0.001578,20145040.7118,30214.3859575166
1657756800,2022-07-14 00:00:00,GMM/USDT,0.001425,0.001498,0.001373,0.001426,17725578.6654,25133.3603208533
1657670400,2022-07-13 00:00:00,GMM/USDT,0.00167,0.0017,0.001327,0.001428,83069092.3401,119363.1099117251
1657584000,2022-07-12 00:00:00,GMM/USDT,0.001577,0.0017,0.001511,0.001665,21706552.0607,35085.0647427755
1657497600,2022-07-11 00:00:00,GMM/USDT,0.001679,0.00175,0.001525,0.001574,46670623.8359,75740.0103522003
1657411200,2022-07-10 00:00:00,GMM/USDT,0.001462,0.001815,0.001462,0.00168,62257490.0299713,101051.80925842813584
1657324800,2022-07-09 00:00:00,GMM/USDT,0.001464,0.001478,0.001401,0.001459,12070385.6615,17495.2986294524
1657238400,2022-07-08 00:00:00,GMM/USDT,0.001405,0.001552,0.001369,0.001467,18275605.82739645,26218.69177730181525
1657152000,2022-07-07 00:00:00,GMM/USDT,0.001402,0.001439,0.001382,0.001398,8729189.5571338,12316.55423707541932
1657065600,2022-07-06 00:00:00,GMM/USDT,0.001464,0.001475,0.001392,0.001399,7025499.31966923,10063.27074776389083
1656979200,2022-07-05 00:00:00,GMM/USDT,0.001471,0.001472,0.001433,0.001469,8491195.22339901,12336.87623410149221
1656892800,2022-07-04 00:00:00,GMM/USDT,0.001423,0.001478,0.001357,0.00147,12131665.71493871,17355.01567936606874
1656806400,2022-07-03 00:00:00,GMM/USDT,0.001391,0.001429,0.00138,0.001423,5713633.81226809,8017.15767413024916
1656720000,2022-07-02 00:00:00,GMM/USDT,0.001427,0.001452,0.00134,0.001388,14278952.37075292,19792.18780459219759
1656633600,2022-07-01 00:00:00,GMM/USDT,0.001456,0.00147,0.001324,0.001427,21238477.49042339,30143.82785372607995
1656547200,2022-06-30 00:00:00,GMM/USDT,0.001507,0.00152,0.001416,0.001451,14624569.40623792,21470.85362290605683
1656460800,2022-06-29 00:00:00,GMM/USDT,0.00148,0.001529,0.001457,0.00152,19646397.66207489,29467.66804686377563
1656374400,2022-06-28 00:00:00,GMM/USDT,0.001534,0.00157,0.001461,0.001461,10526439.39358423,15938.49058707762173
1656288000,2022-06-27 00:00:00,GMM/USDT,0.00152,0.001581,0.001501,0.001528,18294430.75370149,28091.40253197260874
1656201600,2022-06-26 00:00:00,GMM/USDT,0.001483,0.001587,0.001477,0.001526,12832579.51573938,19501.96440707497874
1656115200,2022-06-25 00:00:00,GMM/USDT,0.001508,0.001582,0.001454,0.001477,10029453.96072013,15137.39926008162582
1656028800,2022-06-24 00:00:00,GMM/USDT,0.001499,0.00165,0.001445,0.001521,28733616.48494919,44427.23100527105554
1655942400,2022-06-23 00:00:00,GMM/USDT,0.001467,0.001506,0.001441,0.001498,5482412.82442985,8104.77350059175544
1655856000,2022-06-22 00:00:00,GMM/USDT,0.001603,0.00162,0.00143,0.00148,14414134.02439886,21529.58838572101796
1655769600,2022-06-21 00:00:00,GMM/USDT,0.001626,0.001666,0.001557,0.001604,14828540.13397654,23846.07065541094716
1655683200,2022-06-20 00:00:00,GMM/USDT,0.001675,0.001705,0.001582,0.001626,21830542.95102007,35847.15138566666532
1655596800,2022-06-19 00:00:00,GMM/USDT,0.001593,0.001789,0.00155,0.001685,56703657.29693793,93338.25666817461279
1655510400,2022-06-18 00:00:00,GMM/USDT,0.00153,0.001813,0.001427,0.001593,119077843.57375642,190025.35128279710288
1655424000,2022-06-17 00:00:00,GMM/USDT,0.001512,0.00153,0.00145,0.00153,5903721.56592291,8812.80663924520339
1655337600,2022-06-16 00:00:00,GMM/USDT,0.001521,0.00161,0.001489,0.001497,14554363.62412733,22207.53439999782853
1655251200,2022-06-15 00:00:00,GMM/USDT,0.00146,0.001635,0.0014,0.001513,27984416.74512767,41984.7222822507586
1655164800,2022-06-14 00:00:00,GMM/USDT,0.00137,0.00153,0.001336,0.001466,20397289.85526548,29754.73715845328588
1655078400,2022-06-13 00:00:00,GMM/USDT,0.001647,0.001647,0.001328,0.00137,29886439.25701096,43667.14602277587759
1654992000,2022-06-12 00:00:00,GMM/USDT,0.001641,0.001745,0.001522,0.001647,34193537.72490319,55470.42107724529209
1654905600,2022-06-11 00:00:00,GMM/USDT,0.001619,0.00198,0.001556,0.00164,50274062.76589328,83480.63769417540438
1654819200,2022-06-10 00:00:00,GMM/USDT,0.001675,0.002092,0.00157,0.001619,60386676.52283251,107698.76003154892667
1654732800,2022-06-09 00:00:00,GMM/USDT,0.001706,0.00172,0.001593,0.001673,19476658.38781447,32405.05006983010542
1654646400,2022-06-08 00:00:00,GMM/USDT,0.001688,0.001828,0.00165,0.001689,35712465.56123853,61387.19256655138603
1654560000,2022-06-07 00:00:00,GMM/USDT,0.002121,0.002134,0.001575,0.001689,105469763.38753054,193173.39442726762528
1654473600,2022-06-06 00:00:00,GMM/USDT,0.002352,0.00345,0.0021,0.002127,448477270.46285102,1191063.90948138672981
1654387200,2022-06-05 00:00:00,GMM/USDT,0.001402,0.00529,0.00138,0.002373,780391100.78592031,1929728.77868595466034
1654300800,2022-06-04 00:00:00,GMM/USDT,0.0014,0.001446,0.001353,0.001385,12518620.32630468,17470.66731772459616
1654214400,2022-06-03 00:00:00,GMM/USDT,0.001492,0.001538,0.001356,0.001401,17077899.16588295,24461.16472240415936
1654128000,2022-06-02 00:00:00,GMM/USDT,0.001595,0.001619,0.001453,0.001492,21044323.65980985,32301.95037115130116
1654041600,2022-06-01 00:00:00,GMM/USDT,0.001691,0.001707,0.001521,0.001598,19528911.00115646,31585.949830085238
1653955200,2022-05-31 00:00:00,GMM/USDT,0.00182,0.001826,0.001611,0.001706,22151840.67910621,37918.073126210276
1653868800,2022-05-30 00:00:00,GMM/USDT,0.001683,0.001978,0.0016,0.001824,32863960.31613381,57501.40000373293791
1653782400,2022-05-29 00:00:00,GMM/USDT,0.0019,0.001916,0.001528,0.00169,30255184.66002703,51883.48922348158676
1653696000,2022-05-28 00:00:00,GMM/USDT,0.00193,0.001997,0.001848,0.0019,7574371.3929935,14556.04437890537994
1653609600,2022-05-27 00:00:00,GMM/USDT,0.00205,0.00208,0.00188,0.00193,8590499.83755551,16782.6215750027415
1653523200,2022-05-26 00:00:00,GMM/USDT,0.002167,0.002194,0.002,0.00205,9679346.97691558,20185.75026359675014
1653436800,2022-05-25 00:00:00,GMM/USDT,0.002125,0.00226,0.002107,0.002182,6105420.53143618,13173.78125313948164
1653350400,2022-05-24 00:00:00,GMM/USDT,0.002172,0.00228,0.00208,0.00212,9572886.36553312,20774.91084745239472
1653264000,2022-05-23 00:00:00,GMM/USDT,0.00229,0.002321,0.00212,0.002181,17166644.42782671,37821.73185104189486
1653177600,2022-05-22 00:00:00,GMM/USDT,0.002107,0.002372,0.002031,0.00229,28613788.0007993,63322.21702608302512
1653091200,2022-05-21 00:00:00,GMM/USDT,0.00207,0.00227,0.00195,0.0021,8414280.03524813,17805.59314081291853
1653004800,2022-05-20 00:00:00,GMM/USDT,0.002106,0.002319,0.001983,0.00207,13342349.84314741,28057.62178872623486
1652918400,2022-05-19 00:00:00,GMM/USDT,0.00212,0.002279,0.002,0.002106,21290639.12952624,45020.92284266318444
1652832000,2022-05-18 00:00:00,GMM/USDT,0.002364,0.002618,0.0021,0.002135,29493220.95160798,66972.54811392837639
1652745600,2022-05-17 00:00:00,GMM/USDT,0.002325,0.00253,0.002091,0.002364,20324690.10336223,47332.22862743985451
1652659200,2022-05-16 00:00:00,GMM/USDT,0.00239,0.00263,0.002097,0.002325,52508791.45772502,122871.77609754393035
1652572800,2022-05-15 00:00:00,GMM/USDT,0.002167,0.002658,0.002057,0.002384,35084002.12123892,80833.0585330768236
1652486400,2022-05-14 00:00:00,GMM/USDT,0.002443,0.002611,0.001957,0.00215,33336072.40228631,73228.79836426985516
1652400000,2022-05-13 00:00:00,GMM/USDT,0.002126,0.0032,0.0021,0.002462,47181492.6455441,120972.55091188758179
1652313600,2022-05-12 00:00:00,GMM/USDT,0.00223,0.0029,0.001622,0.00213,38129998.4489678,77444.76208346090778
1652227200,2022-05-11 00:00:00,GMM/USDT,0.003689,0.00385,0.00201,0.00223,60836562.70456939,165450.52753653936009
1652140800,2022-05-10 00:00:00,GMM/USDT,0.003707,0.004213,0.003474,0.003689,48381584.77877228,185015.73646841941231
1652054400,2022-05-09 00:00:00,GMM/USDT,0.004702,0.00572,0.00343,0.003738,106822431.05710947,450269.39370505037878
1651968000,2022-05-08 00:00:00,GMM/USDT,0.00512,0.005978,0.0046,0.004702,85301915.51759455,437675.52796782423818
1651881600,2022-05-07 00:00:00,GMM/USDT,0.004,0.008398,0.004,0.00512,218105110.83211535,1333515.22077078467587
