https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BASIC,Volume USDT
1658793600,2022-07-26 00:00:00,BASIC/USDT,0.00192,0.00193,0.0019,0.0019,2939950.0986,5618.487089629
1658707200,2022-07-25 00:00:00,BASIC/USDT,0.002,0.002,0.00191,0.00192,3042051.4264,5971.201067424
1658620800,2022-07-24 00:00:00,BASIC/USDT,0.00202,0.00203,0.00196,0.00201,4639141.182,9279.032424094
1658534400,2022-07-23 00:00:00,BASIC/USDT,0.00204,0.00211,0.00201,0.00203,13403547.5737,27328.400096911
1658448000,2022-07-22 00:00:00,BASIC/USDT,0.00202,0.00237,0.002,0.00204,10496418.10207523,22400.9230365070198
1658361600,2022-07-21 00:00:00,BASIC/USDT,0.00188,0.00211,0.00186,0.00202,11162631.65850909,22367.3266412480456
1658275200,2022-07-20 00:00:00,BASIC/USDT,0.00195,0.002,0.00187,0.00188,6533377.11693604,12603.4415417279988
1658188800,2022-07-19 00:00:00,BASIC/USDT,0.00188,0.00197,0.00186,0.00195,10944538.40988853,20920.0864036574858
1658102400,2022-07-18 00:00:00,BASIC/USDT,0.00193,0.00195,0.00186,0.00187,9511766.03097864,18136.8589770101787
1658016000,2022-07-17 00:00:00,BASIC/USDT,0.00186,0.00202,0.00186,0.00192,9282175.48580008,18060.640733369016
1657929600,2022-07-16 00:00:00,BASIC/USDT,0.00196,0.00208,0.00184,0.00186,12050221.59413875,23096.960471849474
1657843200,2022-07-15 00:00:00,BASIC/USDT,0.00182,0.00198,0.00182,0.00196,8543195.22396808,16313.1704539833096
1657756800,2022-07-14 00:00:00,BASIC/USDT,0.00179,0.00193,0.00178,0.00182,9131622.68409185,16867.3664947352794
1657670400,2022-07-13 00:00:00,BASIC/USDT,0.00174,0.0018,0.00174,0.0018,3377203.32053216,6030.5638731439897
1657584000,2022-07-12 00:00:00,BASIC/USDT,0.00183,0.00185,0.00171,0.00174,9014404.17233161,16133.6853593660242
1657497600,2022-07-11 00:00:00,BASIC/USDT,0.00185,0.0019,0.00178,0.00183,4895029.33610229,9053.7310056749717
1657411200,2022-07-10 00:00:00,BASIC/USDT,0.00192,0.00249,0.00183,0.00186,30512498.22050962,62047.0589941588023
1657324800,2022-07-09 00:00:00,BASIC/USDT,0.00192,0.00195,0.00191,0.00192,613470.9528,1181.125859825
1657238400,2022-07-08 00:00:00,BASIC/USDT,0.00199,0.00203,0.00186,0.00193,5735094.38403045,11223.4816642759865
1657152000,2022-07-07 00:00:00,BASIC/USDT,0.00189,0.0027,0.00187,0.00199,41196892.69433737,84917.2946904088072
1657065600,2022-07-06 00:00:00,BASIC/USDT,0.00185,0.00207,0.0018,0.00189,10403823.7355273,19756.6996933340461
1656979200,2022-07-05 00:00:00,BASIC/USDT,0.00182,0.00187,0.00172,0.00185,12365213.16308452,22519.412592757362
1656892800,2022-07-04 00:00:00,BASIC/USDT,0.00187,0.00188,0.00165,0.00182,8202939.02599718,14734.6576708347635
1656806400,2022-07-03 00:00:00,BASIC/USDT,0.0018,0.00188,0.00175,0.00187,4917175.21125441,8991.5892559707623
1656720000,2022-07-02 00:00:00,BASIC/USDT,0.00187,0.00189,0.00177,0.00181,2286474.50746411,4151.9097575943934
1656633600,2022-07-01 00:00:00,BASIC/USDT,0.00183,0.00193,0.00183,0.00188,7903032.25817603,14975.2485396184086
1656547200,2022-06-30 00:00:00,BASIC/USDT,0.00195,0.00195,0.00173,0.00182,9634779.77971382,17631.5570568978463
1656460800,2022-06-29 00:00:00,BASIC/USDT,0.00206,0.00208,0.00192,0.00195,16738260.24633362,33487.9037910907027
1656374400,2022-06-28 00:00:00,BASIC/USDT,0.00203,0.00216,0.00202,0.00205,19554744.01382955,40623.7258717196888
1656288000,2022-06-27 00:00:00,BASIC/USDT,0.00208,0.00213,0.00201,0.00203,15621240.59938905,32038.6642068510877
1656201600,2022-06-26 00:00:00,BASIC/USDT,0.00216,0.00224,0.00206,0.00208,24975169.93269607,53763.7750765410115
1656115200,2022-06-25 00:00:00,BASIC/USDT,0.00211,0.00249,0.00205,0.00216,75493198.45357148,164241.9792621313428
1656028800,2022-06-24 00:00:00,BASIC/USDT,0.00158,0.00388,0.00145,0.00212,260586675.06972913,603362.1793396542656
1655942400,2022-06-23 00:00:00,BASIC/USDT,0.00148,0.003,0.00147,0.00157,45586765.33109116,81797.3839642595806
1655856000,2022-06-22 00:00:00,BASIC/USDT,0.00151,0.00169,0.00147,0.00148,13857447.77033093,21777.6020788375114
1655769600,2022-06-21 00:00:00,BASIC/USDT,0.00151,0.00189,0.00144,0.00152,30536790.80576599,49556.5778956793716
1655683200,2022-06-20 00:00:00,BASIC/USDT,0.00146,0.00159,0.00143,0.00152,18717258.09879083,27841.7254071409852
1655596800,2022-06-19 00:00:00,BASIC/USDT,0.00144,0.0015,0.00136,0.00146,39136715.76542388,55622.9612539193108
1655510400,2022-06-18 00:00:00,BASIC/USDT,0.0015,0.00191,0.0013,0.00144,64500764.38294951,97225.2506715053067
1655424000,2022-06-17 00:00:00,BASIC/USDT,0.00145,0.00168,0.00144,0.0015,45267116.55638296,69449.7963647923728
1655337600,2022-06-16 00:00:00,BASIC/USDT,0.00161,0.0017,0.00143,0.00145,33661863.05938198,50945.1364356089481
1655251200,2022-06-15 00:00:00,BASIC/USDT,0.00147,0.00165,0.00131,0.00161,34494416.04444254,50931.0300495743441
1655164800,2022-06-14 00:00:00,BASIC/USDT,0.00152,0.00169,0.00131,0.00148,30133391.28300993,44391.6045387629408
1655078400,2022-06-13 00:00:00,BASIC/USDT,0.00177,0.00177,0.00144,0.00152,17743226.681637,27694.4026646409875
1654992000,2022-06-12 00:00:00,BASIC/USDT,0.00183,0.00189,0.00175,0.00177,22970718.21086546,41141.5019789629854
1654905600,2022-06-11 00:00:00,BASIC/USDT,0.00204,0.00212,0.0018,0.00182,19805240.18515989,39119.7448030342701
1654819200,2022-06-10 00:00:00,BASIC/USDT,0.00211,0.00222,0.002,0.00204,29904429.3037893,62567.2124850798934
1654732800,2022-06-09 00:00:00,BASIC/USDT,0.00213,0.0023,0.00204,0.00211,42934419.78685411,92210.0861283563722
1654646400,2022-06-08 00:00:00,BASIC/USDT,0.00225,0.0057,0.00208,0.00213,118219174.65439717,318198.9433204046761
1654560000,2022-06-07 00:00:00,BASIC/USDT,0.00229,0.00232,0.00211,0.00225,23668877.33853805,51970.6692002829444
1654473600,2022-06-06 00:00:00,BASIC/USDT,0.0022,0.00247,0.00215,0.00229,45911999.28223699,104358.1435668849732
1654387200,2022-06-05 00:00:00,BASIC/USDT,0.00217,0.00233,0.00213,0.0022,25947194.7250192,57793.1735060699142
1654300800,2022-06-04 00:00:00,BASIC/USDT,0.00223,0.00232,0.00209,0.00218,27630492.29192671,60503.6944848369869
1654214400,2022-06-03 00:00:00,BASIC/USDT,0.00216,0.00231,0.0021,0.00223,23206932.63525158,50822.3207080119398
1654128000,2022-06-02 00:00:00,BASIC/USDT,0.00206,0.00222,0.00203,0.00216,34987041.02285263,75032.9861999590868
1654041600,2022-06-01 00:00:00,BASIC/USDT,0.00227,0.00229,0.002,0.00206,47106692.51286234,103717.2244548630712
1653955200,2022-05-31 00:00:00,BASIC/USDT,0.00224,0.00279,0.00219,0.00227,72912915.75554506,169784.5772914853929
1653868800,2022-05-30 00:00:00,BASIC/USDT,0.00206,0.00231,0.00204,0.00224,58599720.67201013,130870.4918237809951
1653782400,2022-05-29 00:00:00,BASIC/USDT,0.00195,0.00212,0.00195,0.00206,25590801.60227641,52951.9538286219892
1653696000,2022-05-28 00:00:00,BASIC/USDT,0.00211,0.00216,0.00194,0.00195,19787752.55562786,41278.5937718999986
1653609600,2022-05-27 00:00:00,BASIC/USDT,0.00201,0.00249,0.00197,0.00211,29101686.14770359,61256.6029996430576
1653523200,2022-05-26 00:00:00,BASIC/USDT,0.00211,0.00219,0.00185,0.00201,6844491.63707578,14033.0373401689088
1653436800,2022-05-25 00:00:00,BASIC/USDT,0.00209,0.00289,0.00207,0.00211,39515844.82416202,90097.920456955197
1653350400,2022-05-24 00:00:00,BASIC/USDT,0.00213,0.0022,0.00189,0.00209,40980526.67216461,86673.5590999849559
1653264000,2022-05-23 00:00:00,BASIC/USDT,0.00222,0.00226,0.0021,0.00213,26052940.89306409,56800.6221767339765
1653177600,2022-05-22 00:00:00,BASIC/USDT,0.00213,0.0024,0.00209,0.00222,32255579.87601899,72177.7933486195466
1653091200,2022-05-21 00:00:00,BASIC/USDT,0.00213,0.00221,0.002,0.00213,21310765.65164372,44977.7118182779093
1653004800,2022-05-20 00:00:00,BASIC/USDT,0.00215,0.00239,0.00201,0.00212,30590127.29569772,67676.5929078359976
1652918400,2022-05-19 00:00:00,BASIC/USDT,0.00209,0.00226,0.00208,0.00215,23089705.80083223,48781.1475989323178
1652832000,2022-05-18 00:00:00,BASIC/USDT,0.00237,0.00266,0.00204,0.00209,25329300.69472975,57404.6067779272674
1652745600,2022-05-17 00:00:00,BASIC/USDT,0.00209,0.0037,0.00207,0.00237,50624902.0842774,130486.5050042166413
1652659200,2022-05-16 00:00:00,BASIC/USDT,0.00221,0.00234,0.00204,0.0021,32780511.18174201,69724.5725586869613
1652572800,2022-05-15 00:00:00,BASIC/USDT,0.0021,0.00272,0.0021,0.00233,39154472.42107684,95736.3915333629255
1652486400,2022-05-14 00:00:00,BASIC/USDT,0.00192,0.00228,0.00191,0.0021,19347544.23706532,41027.805617348944
1652400000,2022-05-13 00:00:00,BASIC/USDT,0.00168,0.00215,0.00162,0.00193,21978751.12227804,40420.158576721982
1652313600,2022-05-12 00:00:00,BASIC/USDT,0.00196,0.00201,0.00149,0.0017,26776075.14005541,45503.9541292449631
1652227200,2022-05-11 00:00:00,BASIC/USDT,0.00262,0.00272,0.00186,0.00196,15423825.6875135,37891.2715472958916
1652140800,2022-05-10 00:00:00,BASIC/USDT,0.00256,0.00284,0.00255,0.00264,20011181.64540924,52329.329595171005
1652054400,2022-05-09 00:00:00,BASIC/USDT,0.00318,0.00322,0.00256,0.00261,28671639.48114751,90293.8493634769822
1651968000,2022-05-08 00:00:00,BASIC/USDT,0.00332,0.00335,0.00307,0.00318,24273745.44112369,78977.0772517839684
1651881600,2022-05-07 00:00:00,BASIC/USDT,0.00343,0.00352,0.00332,0.00333,17073250.19231812,58217.6017670709874
1651795200,2022-05-06 00:00:00,BASIC/USDT,0.00358,0.00358,0.0033,0.00345,19649284.14073771,68577.7734230793795
1651708800,2022-05-05 00:00:00,BASIC/USDT,0.00366,0.00376,0.00357,0.00358,18673252.1863195,68771.957213365982
1651622400,2022-05-04 00:00:00,BASIC/USDT,0.00369,0.00374,0.00364,0.00366,23515217.89086742,86309.3761742393672
1651536000,2022-05-03 00:00:00,BASIC/USDT,0.00371,0.00376,0.00368,0.00368,29055008.95265561,107599.1903342380936
1651449600,2022-05-02 00:00:00,BASIC/USDT,0.00364,0.00377,0.00363,0.00371,26045913.5269,97077.614704203
1651363200,2022-05-01 00:00:00,BASIC/USDT,0.00368,0.00369,0.00356,0.00364,21441283.89467357,77851.7044666330625
1651276800,2022-04-30 00:00:00,BASIC/USDT,0.00373,0.00386,0.00365,0.00369,24822143.23916618,93630.1640814961138
1651190400,2022-04-29 00:00:00,BASIC/USDT,0.0039,0.00401,0.00371,0.00371,8197413.17386458,31985.0717816959872
1651104000,2022-04-28 00:00:00,BASIC/USDT,0.00397,0.0041,0.00382,0.0039,4615610.1663449,18109.6037035900437
1651017600,2022-04-27 00:00:00,BASIC/USDT,0.00388,0.00408,0.00377,0.00397,22242885.5299,86411.842665426
1650931200,2022-04-26 00:00:00,BASIC/USDT,0.00405,0.00416,0.00386,0.00388,6412777.2646696,25488.6999518394107
1650844800,2022-04-25 00:00:00,BASIC/USDT,0.00404,0.00478,0.004,0.00405,34942793.15649566,148813.9383690594672
1650758400,2022-04-24 00:00:00,BASIC/USDT,0.00405,0.0041,0.00399,0.00405,23810020.07581618,96510.603653608832
1650672000,2022-04-23 00:00:00,BASIC/USDT,0.00408,0.0042,0.0039,0.00404,8614692.8278119,35230.3363756119371
1650585600,2022-04-22 00:00:00,BASIC/USDT,0.00403,0.00445,0.00376,0.0041,16370885.28911308,66790.2209543458853
1650499200,2022-04-21 00:00:00,BASIC/USDT,0.00402,0.00786,0.00402,0.00403,59850477.30250841,295255.164381524116
1650412800,2022-04-20 00:00:00,BASIC/USDT,0.00412,0.00421,0.004,0.00403,12824070.95312321,52911.278294798678
1650326400,2022-04-19 00:00:00,BASIC/USDT,0.00414,0.00428,0.00406,0.00411,9502803.81495053,39290.6306421872155
1650240000,2022-04-18 00:00:00,BASIC/USDT,0.00418,0.00429,0.00404,0.00415,9576238.86458812,39795.9613236217109
1650153600,2022-04-17 00:00:00,BASIC/USDT,0.0042,0.00424,0.00407,0.00418,12962037.22508901,54424.1667321161445
1650067200,2022-04-16 00:00:00,BASIC/USDT,0.00443,0.005,0.00405,0.0042,14743932.64494561,64859.4674078676383
1649980800,2022-04-15 00:00:00,BASIC/USDT,0.00405,0.00446,0.00405,0.00443,15521229.17100732,65074.1710918973624
1649894400,2022-04-14 00:00:00,BASIC/USDT,0.0041,0.00427,0.00396,0.00405,7661816.36176863,31430.5718353466101
1649808000,2022-04-13 00:00:00,BASIC/USDT,0.00405,0.00418,0.00404,0.0041,21569339.90216602,87760.4344281719636
1649721600,2022-04-12 00:00:00,BASIC/USDT,0.00393,0.00413,0.00383,0.00405,8306970.48243281,32764.2915441718962
1649635200,2022-04-11 00:00:00,BASIC/USDT,0.00452,0.00452,0.00388,0.00393,8175083.63871781,34880.3033373181068
1649548800,2022-04-10 00:00:00,BASIC/USDT,0.00432,0.00467,0.00417,0.00452,17190463.033345,75957.2205162939973
1649462400,2022-04-09 00:00:00,BASIC/USDT,0.00456,0.0047,0.00411,0.00432,17931411.90179156,79332.920045094063
1649376000,2022-04-08 00:00:00,BASIC/USDT,0.00448,0.00475,0.00427,0.00456,22142391.61780666,100398.467843279622
1649289600,2022-04-07 00:00:00,BASIC/USDT,0.00452,0.00452,0.00433,0.00445,12152126.44914307,53906.0657027699615
1649203200,2022-04-06 00:00:00,BASIC/USDT,0.00501,0.00501,0.0043,0.0045,18326947.46649548,86491.0651773673799
1649116800,2022-04-05 00:00:00,BASIC/USDT,0.0048,0.00512,0.00471,0.005,10223033.71819752,50116.6069446677174
1649030400,2022-04-04 00:00:00,BASIC/USDT,0.00495,0.00501,0.00469,0.0048,2070730.67549514,10122.7709663382355
1648944000,2022-04-03 00:00:00,BASIC/USDT,0.00491,0.00513,0.00485,0.00495,19123909.18422567,95275.9716554515525
1648857600,2022-04-02 00:00:00,BASIC/USDT,0.00486,0.00509,0.00471,0.00491,2583013.3130711,12684.5035754729855
1648771200,2022-04-01 00:00:00,BASIC/USDT,0.00493,0.00504,0.0048,0.00486,13766722.86560898,66857.7164418574839
1648684800,2022-03-31 00:00:00,BASIC/USDT,0.00509,0.00514,0.00481,0.00495,16228354.31857468,80340.9795804151729
1648598400,2022-03-30 00:00:00,BASIC/USDT,0.0051,0.00526,0.00488,0.0051,5828223.04841439,29851.0663176052182
1648512000,2022-03-29 00:00:00,BASIC/USDT,0.00491,0.0053,0.00489,0.00509,9362884.33831949,47259.1980353058267
1648425600,2022-03-28 00:00:00,BASIC/USDT,0.00518,0.00538,0.00486,0.00491,13000442.56673332,67032.0481905853641
1648339200,2022-03-27 00:00:00,BASIC/USDT,0.00482,0.0054,0.00472,0.00517,9876210.68634978,48937.964888942033
1648252800,2022-03-26 00:00:00,BASIC/USDT,0.00473,0.00658,0.00467,0.00482,25407132.15140867,125423.6345292141169
1648166400,2022-03-25 00:00:00,BASIC/USDT,0.00467,0.00484,0.00462,0.00473,14728239.93846725,69296.9983506651218
1648080000,2022-03-24 00:00:00,BASIC/USDT,0.00462,0.00475,0.00451,0.00467,30225337.83811329,140548.7598961303164
1647993600,2022-03-23 00:00:00,BASIC/USDT,0.00458,0.00481,0.00447,0.00462,16936159.01731309,77566.8729220239629
1647907200,2022-03-22 00:00:00,BASIC/USDT,0.00438,0.00476,0.00432,0.00458,13346509.17935881,60402.2958668018277
1647820800,2022-03-21 00:00:00,BASIC/USDT,0.00434,0.0046,0.00422,0.00438,30957961.9719598,134832.6292505225588
1647734400,2022-03-20 00:00:00,BASIC/USDT,0.0044,0.00989,0.00408,0.00436,107009549.20789499,587662.3713282326991
1647648000,2022-03-19 00:00:00,BASIC/USDT,0.00433,0.00447,0.0043,0.00441,5880787.81962071,25917.3716509659524
1647561600,2022-03-18 00:00:00,BASIC/USDT,0.00446,0.00446,0.00416,0.00434,48082821.91938005,208435.0083113752545
1647475200,2022-03-17 00:00:00,BASIC/USDT,0.00435,0.00467,0.00435,0.00443,31033109.87212561,141599.7881380198909
1647388800,2022-03-16 00:00:00,BASIC/USDT,0.00424,0.00441,0.00407,0.00435,25227993.8737662,105972.1709441800268
1647302400,2022-03-15 00:00:00,BASIC/USDT,0.00409,0.00425,0.00401,0.00425,20389322.84551764,84506.11210323397
1647216000,2022-03-14 00:00:00,BASIC/USDT,0.00402,0.00447,0.00395,0.00409,18030712.02582606,73734.2744383702405
1647129600,2022-03-13 00:00:00,BASIC/USDT,0.00426,0.00433,0.004,0.00402,19868922.86492666,85144.5086840408724
1647043200,2022-03-12 00:00:00,BASIC/USDT,0.00427,0.00432,0.00416,0.00425,7286024.08521126,31031.9179313833615
1646956800,2022-03-11 00:00:00,BASIC/USDT,0.0043,0.00436,0.0042,0.00427,16004279.753242,68775.482953506809
1646870400,2022-03-10 00:00:00,BASIC/USDT,0.00427,0.00442,0.00416,0.00431,26381750.63393552,113580.6576333182017
1646784000,2022-03-09 00:00:00,BASIC/USDT,0.00407,0.00431,0.00405,0.00427,20894994.5881199,86924.8621802630205
1646697600,2022-03-08 00:00:00,BASIC/USDT,0.00397,0.00415,0.00393,0.00408,23032664.44547185,93365.3364402882671
1646611200,2022-03-07 00:00:00,BASIC/USDT,0.0043,0.0043,0.00391,0.00397,20129224.96500705,81203.8500182515216
1646524800,2022-03-06 00:00:00,BASIC/USDT,0.00432,0.00451,0.00422,0.00428,23868122.29352146,102916.4010129813977
1646438400,2022-03-05 00:00:00,BASIC/USDT,0.00436,0.00447,0.00422,0.00432,11586616.72029423,49845.3587069459796
1646352000,2022-03-04 00:00:00,BASIC/USDT,0.00466,0.00466,0.00436,0.00437,10913649.12554271,49192.5796944069708
1646265600,2022-03-03 00:00:00,BASIC/USDT,0.00485,0.00491,0.00461,0.00465,22370533.92896899,107046.1387972649813
1646179200,2022-03-02 00:00:00,BASIC/USDT,0.00494,0.00509,0.00482,0.00485,14806850.90141979,72806.8096963149464
1646092800,2022-03-01 00:00:00,BASIC/USDT,0.00478,0.00519,0.00466,0.00495,18935175.82496788,93592.4082992017403
1646006400,2022-02-28 00:00:00,BASIC/USDT,0.0043,0.00478,0.00424,0.00478,14536085.53184889,65214.6208214689606
1645920000,2022-02-27 00:00:00,BASIC/USDT,0.00439,0.00459,0.00392,0.00431,85960397.02881539,378212.054123488139
1645833600,2022-02-26 00:00:00,BASIC/USDT,0.00433,0.00466,0.00432,0.00439,4059246.48643,18186.8615276402983
1645747200,2022-02-25 00:00:00,BASIC/USDT,0.0042,0.00448,0.00414,0.00433,15510806.90184154,67210.4015685887012
1645660800,2022-02-24 00:00:00,BASIC/USDT,0.00422,0.00436,0.00377,0.00421,32236038.05140796,128539.9939648274241
1645574400,2022-02-23 00:00:00,BASIC/USDT,0.00424,0.00447,0.00421,0.00422,49369328.23359395,212684.0323218009565
1645488000,2022-02-22 00:00:00,BASIC/USDT,0.00416,0.0043,0.00394,0.00424,59936851.61036902,248778.8765705327838
1645401600,2022-02-21 00:00:00,BASIC/USDT,0.00445,0.00475,0.00416,0.00416,89279043.66960113,402281.4605186042902
1645315200,2022-02-20 00:00:00,BASIC/USDT,0.00494,0.00494,0.00443,0.00446,44514465.9554614,208835.5392988149219
1645228800,2022-02-19 00:00:00,BASIC/USDT,0.00475,0.00509,0.00467,0.00495,40805757.84402521,199888.2630631416058
1645142400,2022-02-18 00:00:00,BASIC/USDT,0.00495,0.00495,0.0046,0.00475,20484803.92614675,99352.1610642331534
1645056000,2022-02-17 00:00:00,BASIC/USDT,0.00537,0.0054,0.00487,0.00495,5685382.26224542,29033.2154991938287
1644969600,2022-02-16 00:00:00,BASIC/USDT,0.00545,0.00554,0.00533,0.00537,1797689.67924719,9761.8339474849606
1644883200,2022-02-15 00:00:00,BASIC/USDT,0.00528,0.0056,0.00527,0.00546,3433751.67085811,18621.933912991726
1644796800,2022-02-14 00:00:00,BASIC/USDT,0.00531,0.00534,0.00516,0.00528,1757434.77104737,9261.0107765489374
1644710400,2022-02-13 00:00:00,BASIC/USDT,0.00535,0.00538,0.0051,0.00531,2009399.14942382,10608.754821581945
1644624000,2022-02-12 00:00:00,BASIC/USDT,0.00532,0.00561,0.00521,0.00535,4274158.51172143,22962.9022804689477
1644537600,2022-02-11 00:00:00,BASIC/USDT,0.00577,0.0058,0.00528,0.00531,1843092.61632477,10279.5591519561942
