https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume BTG
1663545600000,2022-09-19 00:00:00,BTG/BTC,0.0011198,0.00112,0.0011198,0.00112,0.031138360108799994,27.802107239999998
1663459200000,2022-09-18 00:00:00,BTG/BTC,0.0011462,0.0011462,0.0011152,0.0011198,0.181559492281134,162.13564233
1663372800000,2022-09-17 00:00:00,BTG/BTC,0.001147,0.0011495,0.001147,0.0011495,0.1280244486345,111.374031
1663286400000,2022-09-16 00:00:00,BTG/BTC,0.0011667,0.0011901,0.0011333,0.0011469,0.115314674820468,100.54466372
1663200000000,2022-09-15 00:00:00,BTG/BTC,0.001242,0.001242,0.0011593,0.0011844,0.05155308399099599,43.52675109
1663113600000,2022-09-14 00:00:00,BTG/BTC,0.0012108,0.001226,0.0011765,0.001226,0.024993608152300003,20.38630355
1663027200000,2022-09-13 00:00:00,BTG/BTC,0.0011293,0.0012204,0.0011195,0.0011972,0.022977781674251997,19.192934909999998
1662940800000,2022-09-12 00:00:00,BTG/BTC,0.0011881,0.0012055,0.0011462,0.0011882,0.015170954603141999,12.76801431
1662854400000,2022-09-11 00:00:00,BTG/BTC,0.0011969,0.0011979,0.0011832,0.0011832,0.020845937063999998,17.61827
1662768000000,2022-09-10 00:00:00,BTG/BTC,0.0012642,0.0012642,0.0011978,0.0011978,0.0068973502525299995,5.75834885
1662681600000,2022-09-09 00:00:00,BTG/BTC,0.001327,0.00136,0.001205,0.0012461,0.194919196895772,156.42339852
1662595200000,2022-09-08 00:00:00,BTG/BTC,0.0012212,0.0012539,0.001188,0.0012539,0.050641951026474,40.38755166
1662508800000,2022-09-07 00:00:00,BTG/BTC,0.0012182,0.0012375,0.0011714,0.0012055,0.03980548139726,33.01989332
1662422400000,2022-09-06 00:00:00,BTG/BTC,0.001278,0.0013379,0.0012018,0.0012183,0.073198151801277,60.08220619
1662336000000,2022-09-05 00:00:00,BTG/BTC,0.0011132,0.0012309,0.0011132,0.0012309,0.449836148105355,365.45304095
1662249600000,2022-09-04 00:00:00,BTG/BTC,0.0011231,0.0011231,0.0011231,0.0011231,0.000112801176554,0.10043734
1662163200000,2022-09-03 00:00:00,BTG/BTC,0.0011208,0.0011257,0.0010991,0.0011257,0.018627925225267003,16.54785931
1662076800000,2022-09-02 00:00:00,BTG/BTC,0.0011127,0.0011377,0.0011127,0.0011377,0.00039322866645199995,0.34563476
1661990400000,2022-09-01 00:00:00,BTG/BTC,0.0011484,0.0011484,0.0011318,0.0011318,0.000267759557618,0.23657851000000002
1661904000000,2022-08-31 00:00:00,BTG/BTC,0.0011347,0.0011347,0.0011346,0.0011346,0.007105677437447999,6.26271588
1661817600000,2022-08-30 00:00:00,BTG/BTC,0.0011442,0.001155,0.0011442,0.001155,0.0001715782068,0.14855256
1661731200000,2022-08-29 00:00:00,BTG/BTC,0.0011713,0.0011713,0.0011069,0.0011442,0.024024995427618,20.99719929
1661644800000,2022-08-28 00:00:00,BTG/BTC,0.0011557,0.0011816,0.0011511,0.0011737,0.010809108272687998,9.20943024
1661558400000,2022-08-27 00:00:00,BTG/BTC,0.001147,0.001206,0.0011455,0.001193,0.01795196690721,15.04775097
1661472000000,2022-08-26 00:00:00,BTG/BTC,0.0012248,0.0012268,0.0011703,0.0012265,0.00643182877227,5.2440511800000005
1661385600000,2022-08-25 00:00:00,BTG/BTC,0.0012,0.0012587,0.0011942,0.0012069,0.05876209508432399,48.68845396
1661299200000,2022-08-24 00:00:00,BTG/BTC,0.0011775,0.0012162,0.0011775,0.0012,0.052912584288,44.09382024
1661212800000,2022-08-23 00:00:00,BTG/BTC,0.0011609,0.0011609,0.0011609,0.0011609,0.000119786700306,0.10318434
1661126400000,2022-08-22 00:00:00,BTG/BTC,0.001154,0.0011577,0.0011,0.0011394,0.008304680791296,7.28864384
1661040000000,2022-08-21 00:00:00,BTG/BTC,0.0011282,0.0011546,0.0011282,0.0011546,0.006040184138639999,5.231408399999999
1660953600000,2022-08-20 00:00:00,BTG/BTC,0.0011696,0.0013,0.0011394,0.0011395,0.042518521792985,37.31331443
1660867200000,2022-08-19 00:00:00,BTG/BTC,0.0012352,0.0024,0.0011,0.001137,20.08763619340224,17667.22620352
1660780800000,2022-08-18 00:00:00,BTG/BTC,0.0012294,0.0012351,0.0012002,0.0012243,0.143423187722892,117.14709444
1660694400000,2022-08-17 00:00:00,BTG/BTC,0.0012441,0.0012441,0.0011886,0.0012389,0.208664938141361,168.42758749
1660608000000,2022-08-16 00:00:00,BTG/BTC,0.0012466,0.0012793,0.0012207,0.0012226,0.036739545586191996,30.05033992
1660521600000,2022-08-15 00:00:00,BTG/BTC,0.0012506,0.0012754,0.0012033,0.0012304,0.0755509922084,61.40360225
1660435200000,2022-08-14 00:00:00,BTG/BTC,0.0012796,0.0012796,0.0012517,0.0012517,0.017680796450185998,14.12542658
1660348800000,2022-08-13 00:00:00,BTG/BTC,0.0012886,0.0013069,0.0012734,0.0012892,0.014179267618119999,10.9985011
1660262400000,2022-08-12 00:00:00,BTG/BTC,0.00132,0.001339,0.0012732,0.0012886,0.049615222914358006,38.50319953
1660176000000,2022-08-11 00:00:00,BTG/BTC,0.0012231,0.0013165,0.0011872,0.0012795,0.09890304539019,77.29819882
1660089600000,2022-08-10 00:00:00,BTG/BTC,0.0012502,0.0012908,0.0012279,0.0012279,0.073714007732496,60.03258224
1660003200000,2022-08-09 00:00:00,BTG/BTC,0.0012238,0.0012457,0.0011,0.0012274,0.11242017717076,91.5921274
1659916800000,2022-08-08 00:00:00,BTG/BTC,0.0012473,0.0012638,0.0012105,0.0012219,0.042828911169584996,35.05107715
1659830400000,2022-08-07 00:00:00,BTG/BTC,0.0012593,0.0012761,0.0012145,0.0012145,0.02827178478964,23.27853832
1659744000000,2022-08-06 00:00:00,BTG/BTC,0.0012663,0.0012785,0.0012331,0.0012331,0.018672615953794002,15.14282374
1659657600000,2022-08-05 00:00:00,BTG/BTC,0.0012527,0.0012914,0.0012224,0.0012288,0.052792499269632,42.96264589
1659571200000,2022-08-04 00:00:00,BTG/BTC,0.0012837,0.0012837,0.0012238,0.0012536,0.052098756795096,41.55931461
1659484800000,2022-08-03 00:00:00,BTG/BTC,0.0012978,0.00133,0.0012649,0.0012837,0.11501340402957899,89.59523567
1659398400000,2022-08-02 00:00:00,BTG/BTC,0.0012568,0.0013209,0.0011338,0.0012987,0.27102193364013305,208.68709759
1659312000000,2022-08-01 00:00:00,BTG/BTC,0.0013011,0.0013031,0.0012431,0.0012565,0.05526361756342,43.98218668
1659225600000,2022-07-31 00:00:00,BTG/BTC,0.0014344,0.0014513,0.0013144,0.0013144,0.13113534383332,99.76821655
1659139200000,2022-07-30 00:00:00,BTG/BTC,0.00152,0.00152,0.0013755,0.0013987,0.147118933041725,105.18262175
1659052800000,2022-07-29 00:00:00,BTG/BTC,0.0011916,0.0015122,0.0011916,0.0014787,0.336779705918502,227.75390946
1658966400000,2022-07-28 00:00:00,BTG/BTC,0.0011839,0.0012138,0.0010986,0.0011792,0.668056191954272,566.53340566
1658880000000,2022-07-27 00:00:00,BTG/BTC,0.0009764,0.0013193,0.0009619,0.001057,0.8394112535526901,794.14498917
1658793600000,2022-07-26 00:00:00,BTG/BTC,0.00095738,0.0009893,0.00092936,0.000972,0.05562799226784,57.23044472
1658707200000,2022-07-25 00:00:00,BTG/BTC,0.0009918,0.0009918,0.0009422,0.0009422,0.032143380889914,34.11524187
1658620800000,2022-07-24 00:00:00,BTG/BTC,0.0010225,0.0010269,0.000962,0.0009886,0.18119334221056402,183.28276574
1658534400000,2022-07-23 00:00:00,BTG/BTC,0.001017,0.0011,0.0009785,0.0010151,0.138553109240635,136.49207885
1658448000000,2022-07-22 00:00:00,BTG/BTC,0.00082383,0.0010427,0.00082383,0.0010141,0.8863224172052669,873.99903087
1658361600000,2022-07-21 00:00:00,BTG/BTC,0.00079944,0.00081357,0.00077085,0.00081081,0.057219108810563704,70.57030477
1658275200000,2022-07-20 00:00:00,BTG/BTC,0.00085643,0.00085643,0.0008,0.0008,0.036866237896000006,46.08279737
1658188800000,2022-07-19 00:00:00,BTG/BTC,0.00087765,0.00089547,0.00085296,0.0008556,0.081580474331688,95.34884798
1658102400000,2022-07-18 00:00:00,BTG/BTC,0.00085941,0.00095865,0.00083696,0.00087574,0.2042197622341288,233.19679612000002
1658016000000,2022-07-17 00:00:00,BTG/BTC,0.00080919,0.00087361,0.000799,0.0008503,0.48500921534500596,570.39776002
1657929600000,2022-07-16 00:00:00,BTG/BTC,0.00075968,0.00086947,0.0007418,0.00080293,0.167053982862922,208.0554754
1657843200000,2022-07-15 00:00:00,BTG/BTC,0.00075451,0.00078209,0.00072837,0.00075968,0.119801285419552,157.69967015
1657756800000,2022-07-14 00:00:00,BTG/BTC,0.0007598,0.00076478,0.00074672,0.00074992,0.0186535923987184,24.87410977
1657670400000,2022-07-13 00:00:00,BTG/BTC,0.00077126,0.00082049,0.00075126,0.00075493,0.029453981795287496,39.01551375
1657584000000,2022-07-12 00:00:00,BTG/BTC,0.00077459,0.00077633,0.00073397,0.00077169,0.1466882529113802,190.08702058
