https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KRL,Volume USDT
1663365600,2022-09-16 22:00:00,KRL/USDT,0.36616,0.3673,0.36616,0.3673,1842.1952,676.590930186
1663362000,2022-09-16 21:00:00,KRL/USDT,0.3673,0.3673,0.3673,0.3673,45.0456,16.54524888
1663358400,2022-09-16 20:00:00,KRL/USDT,0.36725,0.3673,0.36725,0.3673,2838.2016,1042.470569728
1663354800,2022-09-16 19:00:00,KRL/USDT,0.36555,0.3671,0.36555,0.3671,3500.781,1280.207526596
1663351200,2022-09-16 18:00:00,KRL/USDT,0.36455,0.36556,0.36455,0.36556,6350.1877,2320.846552392
1663347600,2022-09-16 17:00:00,KRL/USDT,0.36557,0.36558,0.36428,0.36428,5906.0332,2158.989078613
1663344000,2022-09-16 16:00:00,KRL/USDT,0.3673,0.3673,0.36633,0.36644,6013.9019,2208.77310087
1663340400,2022-09-16 15:00:00,KRL/USDT,0.36748,0.36748,0.3673,0.3673,1858.2468,682.54707296
1663336800,2022-09-16 14:00:00,KRL/USDT,0.36696,0.3673,0.36696,0.3673,8127.4337,2985.163386355
1663333200,2022-09-16 13:00:00,KRL/USDT,0.36895,0.36902,0.36556,0.36556,6748.7645,2476.44798595
1663329600,2022-09-16 12:00:00,KRL/USDT,0.36892,0.36892,0.36746,0.36746,251.6307,92.677346963
1663326000,2022-09-16 11:00:00,KRL/USDT,0.36758,0.36903,0.3673,0.36895,3466.3187,1274.317971851
1663322400,2022-09-16 10:00:00,KRL/USDT,0.3687,0.36904,0.36742,0.36742,7537.8599,2781.582329415
1663318800,2022-09-16 09:00:00,KRL/USDT,0.36731,0.36731,0.36731,0.36731,0,0
1663315200,2022-09-16 08:00:00,KRL/USDT,0.36748,0.36758,0.3673,0.36731,629.35,231.188643804
1663311600,2022-09-16 07:00:00,KRL/USDT,0.36747,0.36902,0.36735,0.36902,65.2728,24.06900908
1663308000,2022-09-16 06:00:00,KRL/USDT,0.36901,0.36902,0.36739,0.36739,65.8767,24.290521045
1663304400,2022-09-16 05:00:00,KRL/USDT,0.36878,0.36878,0.36878,0.36878,0,0
1663300800,2022-09-16 04:00:00,KRL/USDT,0.36878,0.36878,0.36878,0.36878,0,0
1663297200,2022-09-16 03:00:00,KRL/USDT,0.36884,0.36884,0.36878,0.36878,29.8258,10.999971884
1663293600,2022-09-16 02:00:00,KRL/USDT,0.36764,0.36764,0.36764,0.36764,0,0
1663290000,2022-09-16 01:00:00,KRL/USDT,0.3686,0.36902,0.36764,0.36764,762.5368,281.182365171
1663286400,2022-09-16 00:00:00,KRL/USDT,0.3673,0.3673,0.3673,0.3673,0,0
1663282800,2022-09-15 23:00:00,KRL/USDT,0.3673,0.3673,0.3673,0.3673,0,0
1663279200,2022-09-15 22:00:00,KRL/USDT,0.36911,0.36911,0.3673,0.3673,20439.158,7519.123885745
1663275600,2022-09-15 21:00:00,KRL/USDT,0.36907,0.37067,0.36907,0.37067,1519.6297,560.912826672
1663272000,2022-09-15 20:00:00,KRL/USDT,0.36921,0.36921,0.36921,0.36921,0,0
1663268400,2022-09-15 19:00:00,KRL/USDT,0.36921,0.36921,0.36921,0.36921,0,0
1663264800,2022-09-15 18:00:00,KRL/USDT,0.36921,0.36921,0.36921,0.36921,0,0
1663261200,2022-09-15 17:00:00,KRL/USDT,0.37079,0.37106,0.36921,0.36921,14002.253,5191.74144387
1663257600,2022-09-15 16:00:00,KRL/USDT,0.37059,0.37067,0.36884,0.37057,13980.4819,5160.049100791
1663254000,2022-09-15 15:00:00,KRL/USDT,0.3708,0.37092,0.36904,0.36906,29124.2456,10797.996425126
1663250400,2022-09-15 14:00:00,KRL/USDT,0.37229,0.3743,0.36904,0.37079,35163.9182,13072.015777866
1663246800,2022-09-15 13:00:00,KRL/USDT,0.37255,0.37256,0.37081,0.37081,687.6881,255.852193684
1663243200,2022-09-15 12:00:00,KRL/USDT,0.37432,0.37432,0.37432,0.37432,0,0
1663239600,2022-09-15 11:00:00,KRL/USDT,0.37482,0.37482,0.37255,0.37432,19897.0973,7436.755241951
1663236000,2022-09-15 10:00:00,KRL/USDT,0.37432,0.37432,0.37432,0.37432,1765.727,660.94693064
1663232400,2022-09-15 09:00:00,KRL/USDT,0.37431,0.37432,0.37431,0.37432,153.4302,57.430992464
1663228800,2022-09-15 08:00:00,KRL/USDT,0.37433,0.37433,0.3728,0.37432,15021.8298,5622.77037809
1663225200,2022-09-15 07:00:00,KRL/USDT,0.37579,0.37655,0.37579,0.37603,17932.1239,6744.4566314
1663221600,2022-09-15 06:00:00,KRL/USDT,0.37609,0.3766,0.37433,0.3761,12522.0565,4708.590063327
1663218000,2022-09-15 05:00:00,KRL/USDT,0.37432,0.3761,0.37432,0.3761,4784.8496,1799.432435958
1663214400,2022-09-15 04:00:00,KRL/USDT,0.37432,0.37432,0.37432,0.37432,10,3.7432
1663210800,2022-09-15 03:00:00,KRL/USDT,0.37468,0.37468,0.37425,0.37432,14999.5273,5614.84706765
1663207200,2022-09-15 02:00:00,KRL/USDT,0.37449,0.37609,0.37439,0.37609,106.5645,40.056873155
1663203600,2022-09-15 01:00:00,KRL/USDT,0.37597,0.37609,0.37432,0.37609,3617.0821,1357.580278554
1663200000,2022-09-15 00:00:00,KRL/USDT,0.37597,0.37607,0.37591,0.37607,901.5393,339.034246474
1663196400,2022-09-14 23:00:00,KRL/USDT,0.37788,0.37789,0.37493,0.37607,8830.5585,3322.161053746
1663192800,2022-09-14 22:00:00,KRL/USDT,0.37431,0.3761,0.37431,0.3761,5258.1268,1968.687890207
1663189200,2022-09-14 21:00:00,KRL/USDT,0.37242,0.37432,0.37242,0.37432,9637.2222,3592.783625197
1663185600,2022-09-14 20:00:00,KRL/USDT,0.37079,0.37432,0.37079,0.37244,15814.6429,5895.616474904
1663182000,2022-09-14 19:00:00,KRL/USDT,0.36944,0.37079,0.36944,0.37079,7746.5826,2872.209999976
1663178400,2022-09-14 18:00:00,KRL/USDT,0.37133,0.37133,0.36887,0.37079,39715.9895,14697.991996126
1663174800,2022-09-14 17:00:00,KRL/USDT,0.37079,0.37256,0.37079,0.37255,19773.5299,7364.254757409
1663171200,2022-09-14 16:00:00,KRL/USDT,0.37254,0.37255,0.37079,0.3709,8665.6129,3215.042650305
1663167600,2022-09-14 15:00:00,KRL/USDT,0.37152,0.37152,0.37118,0.37118,22.0497,8.188504544
1663164000,2022-09-14 14:00:00,KRL/USDT,0.37117,0.37255,0.37053,0.37255,16984.488,6300.299818094
1663160400,2022-09-14 13:00:00,KRL/USDT,0.37247,0.37255,0.37247,0.37255,143.6537,53.517385935
1663156800,2022-09-14 12:00:00,KRL/USDT,0.37214,0.37305,0.37168,0.37253,18553.5984,6912.287052707
1663153200,2022-09-14 11:00:00,KRL/USDT,0.37153,0.37199,0.3708,0.3708,653.0849,242.620502653
1663149600,2022-09-14 10:00:00,KRL/USDT,0.37255,0.37255,0.37143,0.37143,3394.1942,1263.855992965
1663146000,2022-09-14 09:00:00,KRL/USDT,0.37432,0.37432,0.37255,0.37255,7031.5806,2622.876139042
1663142400,2022-09-14 08:00:00,KRL/USDT,0.37488,0.3761,0.37432,0.37432,28886.3943,10830.98167211
1663138800,2022-09-14 07:00:00,KRL/USDT,0.37555,0.37601,0.37432,0.37601,2187.9184,819.122574476
1663135200,2022-09-14 06:00:00,KRL/USDT,0.3778,0.3778,0.37591,0.37595,7326.4197,2755.668366545
1663131600,2022-09-14 05:00:00,KRL/USDT,0.37789,0.37789,0.37613,0.37613,11178.2895,4223.145730388
1663128000,2022-09-14 04:00:00,KRL/USDT,0.3809,0.3809,0.37789,0.37789,2566.1182,970.853217058
1663124400,2022-09-14 03:00:00,KRL/USDT,0.37969,0.37969,0.37969,0.37969,4622.7543,1755.213580167
1663120800,2022-09-14 02:00:00,KRL/USDT,0.37858,0.38149,0.37849,0.37969,10674.1851,4054.74008766
1663117200,2022-09-14 01:00:00,KRL/USDT,0.37789,0.37969,0.37789,0.37967,6630.2523,2514.450545334
1663113600,2022-09-14 00:00:00,KRL/USDT,0.37888,0.37968,0.3782,0.3782,2189.2252,829.609144224
1663110000,2022-09-13 23:00:00,KRL/USDT,0.37797,0.37917,0.37797,0.37917,897,339.07509
1663106400,2022-09-13 22:00:00,KRL/USDT,0.37895,0.37895,0.37789,0.37789,2423.0921,915.957270357
1663102800,2022-09-13 21:00:00,KRL/USDT,0.3779,0.37968,0.3761,0.37833,21553.9398,8150.932322715
1663099200,2022-09-13 20:00:00,KRL/USDT,0.38881,0.38881,0.37789,0.37789,102170.346,39167.27013699
1663095600,2022-09-13 19:00:00,KRL/USDT,0.39012,0.3903,0.38695,0.38881,24404.7103,9479.914949822
1663092000,2022-09-13 18:00:00,KRL/USDT,0.3927,0.39277,0.38717,0.38879,37602.0627,14650.34078393
1663088400,2022-09-13 17:00:00,KRL/USDT,0.39331,0.39436,0.3925,0.39332,8215.6809,3238.030950008
1663084800,2022-09-13 16:00:00,KRL/USDT,0.39259,0.39434,0.3925,0.39272,9753.3307,3829.372497571
1663081200,2022-09-13 15:00:00,KRL/USDT,0.39325,0.39623,0.39252,0.39436,27154.211,10717.021304479
1663077600,2022-09-13 14:00:00,KRL/USDT,0.39623,0.39624,0.39395,0.39436,26126.4181,10317.279434016
1663074000,2022-09-13 13:00:00,KRL/USDT,0.39875,0.3994,0.39623,0.39623,30615.3873,12180.669964453
1663070400,2022-09-13 12:00:00,KRL/USDT,0.4038,0.4096,0.39998,0.39998,65685.9927,26625.422006674
1663066800,2022-09-13 11:00:00,KRL/USDT,0.40289,0.40573,0.40191,0.40364,18963.8028,7662.205375838
1663063200,2022-09-13 10:00:00,KRL/USDT,0.40167,0.40367,0.40077,0.40367,8194.5034,3293.989311591
1663059600,2022-09-13 09:00:00,KRL/USDT,0.40111,0.40173,0.40066,0.40167,1593.7407,639.823725979
1663056000,2022-09-13 08:00:00,KRL/USDT,0.40045,0.40045,0.4,0.4,5170.9378,2068.392966205
1663052400,2022-09-13 07:00:00,KRL/USDT,0.40265,0.40333,0.4009,0.40138,13259.7381,5334.193062657
1663048800,2022-09-13 06:00:00,KRL/USDT,0.40381,0.40605,0.40286,0.40286,18245.452,7392.597850912
1663045200,2022-09-13 05:00:00,KRL/USDT,0.40383,0.40383,0.40381,0.40381,3035.8,1225.901962504
1663041600,2022-09-13 04:00:00,KRL/USDT,0.40322,0.4045,0.40193,0.4045,9494.8056,3834.115145817
1663038000,2022-09-13 03:00:00,KRL/USDT,0.40396,0.40396,0.40381,0.40381,6779.1585,2737.506488046
1663034400,2022-09-13 02:00:00,KRL/USDT,0.40381,0.40381,0.40358,0.40381,10045.6925,4056.120440934
1663030800,2022-09-13 01:00:00,KRL/USDT,0.40213,0.40551,0.40192,0.40381,10343.5144,4181.003699787
1663027200,2022-09-13 00:00:00,KRL/USDT,0.40719,0.40766,0.4019,0.40239,26969.523,10915.479722467
1663023600,2022-09-12 23:00:00,KRL/USDT,0.40573,0.40724,0.40573,0.40586,3543.8915,1438.100269077
1663020000,2022-09-12 22:00:00,KRL/USDT,0.40785,0.40785,0.40573,0.40573,11683.5163,4759.491154778
1663016400,2022-09-12 21:00:00,KRL/USDT,0.40767,0.4096,0.40767,0.40916,16991.1331,6937.515466516
1663012800,2022-09-12 20:00:00,KRL/USDT,0.4096,0.41021,0.40767,0.40767,10691.0853,4368.890998434
1663009200,2022-09-12 19:00:00,KRL/USDT,0.40939,0.4102,0.40939,0.4096,9720.2513,3981.451331638
1663005600,2022-09-12 18:00:00,KRL/USDT,0.40835,0.40937,0.40767,0.4086,5466.7349,2233.611974679
1663002000,2022-09-12 17:00:00,KRL/USDT,0.408,0.40917,0.40767,0.40907,3475.9538,1419.159260789
1662998400,2022-09-12 16:00:00,KRL/USDT,0.40687,0.40914,0.40605,0.40914,9729.2887,3962.589228563
1662994800,2022-09-12 15:00:00,KRL/USDT,0.41155,0.41155,0.40712,0.40724,26771.5704,10947.170661037
1662991200,2022-09-12 14:00:00,KRL/USDT,0.41314,0.41314,0.41155,0.41155,7620.0509,3137.26726238
1662987600,2022-09-12 13:00:00,KRL/USDT,0.41175,0.4135,0.41155,0.41175,9058.4153,3732.75028006
1662984000,2022-09-12 12:00:00,KRL/USDT,0.41469,0.41544,0.41155,0.41171,15121.9108,6244.100012624
1662980400,2022-09-12 11:00:00,KRL/USDT,0.41157,0.41547,0.41157,0.4135,37549.6164,15552.158786089
1662976800,2022-09-12 10:00:00,KRL/USDT,0.41322,0.4135,0.41156,0.41157,10610.8404,4383.43771172
1662973200,2022-09-12 09:00:00,KRL/USDT,0.41419,0.41419,0.41156,0.41339,15535.5385,6424.059320117
1662969600,2022-09-12 08:00:00,KRL/USDT,0.41482,0.41546,0.4135,0.41421,13978.8405,5795.101960022
1662966000,2022-09-12 07:00:00,KRL/USDT,0.41237,0.41517,0.41206,0.4135,13147.7541,5433.669966485
1662962400,2022-09-12 06:00:00,KRL/USDT,0.41174,0.41345,0.41155,0.41215,7024.6174,2893.412952714
1662958800,2022-09-12 05:00:00,KRL/USDT,0.41194,0.41349,0.41157,0.41342,7673.8878,3164.314386599
1662955200,2022-09-12 04:00:00,KRL/USDT,0.4135,0.41351,0.41155,0.41196,10811.1531,4464.812978624
1662951600,2022-09-12 03:00:00,KRL/USDT,0.4159,0.4159,0.4135,0.4135,6320.2826,2617.006636503
1662948000,2022-09-12 02:00:00,KRL/USDT,0.41746,0.41746,0.41546,0.41546,14340.2119,5971.319679348
1662944400,2022-09-12 01:00:00,KRL/USDT,0.41361,0.41993,0.41175,0.41941,48714.8804,20287.116003877
1662940800,2022-09-12 00:00:00,KRL/USDT,0.41546,0.41546,0.4137,0.41371,1075.5523,446.117310131
1662937200,2022-09-11 23:00:00,KRL/USDT,0.41406,0.41546,0.41405,0.4154,2276.2696,945.558975763
1662933600,2022-09-11 22:00:00,KRL/USDT,0.41347,0.41401,0.41347,0.41401,7532.6203,3114.758492144
1662930000,2022-09-11 21:00:00,KRL/USDT,0.41349,0.41544,0.41183,0.41309,16496.7881,6823.94231878
1662926400,2022-09-11 20:00:00,KRL/USDT,0.41333,0.4135,0.41156,0.4126,13404.2701,5530.111917736
1662922800,2022-09-11 19:00:00,KRL/USDT,0.40988,0.41338,0.4096,0.41321,16569.6436,6817.470588074
1662919200,2022-09-11 18:00:00,KRL/USDT,0.41058,0.41151,0.40766,0.40984,23792.1283,9758.969732435
1662915600,2022-09-11 17:00:00,KRL/USDT,0.40616,0.41154,0.40574,0.4096,27687.5629,11310.864643693
1662912000,2022-09-11 16:00:00,KRL/USDT,0.40592,0.40763,0.40574,0.40755,2859,1161.688581968
1662908400,2022-09-11 15:00:00,KRL/USDT,0.40536,0.40712,0.40507,0.40594,7545.7016,3060.391219868
1662904800,2022-09-11 14:00:00,KRL/USDT,0.4049,0.40544,0.40381,0.40544,1479.7708,598.42203818
1662901200,2022-09-11 13:00:00,KRL/USDT,0.40568,0.40572,0.40381,0.40382,4720.1047,1906.292835942
1662897600,2022-09-11 12:00:00,KRL/USDT,0.40383,0.40573,0.40383,0.40573,1206.3103,489.15502601
1662894000,2022-09-11 11:00:00,KRL/USDT,0.40516,0.40524,0.40383,0.40383,135.1403,54.710382349
1662890400,2022-09-11 10:00:00,KRL/USDT,0.40381,0.40381,0.40381,0.40381,12.1565,4.908916265
1662886800,2022-09-11 09:00:00,KRL/USDT,0.40383,0.40543,0.40381,0.40382,1385.8388,559.744770762
1662883200,2022-09-11 08:00:00,KRL/USDT,0.40481,0.40481,0.40481,0.40481,100,40.481
1662879600,2022-09-11 07:00:00,KRL/USDT,0.40218,0.40417,0.40207,0.40381,9759.7955,3941.093568228
1662876000,2022-09-11 06:00:00,KRL/USDT,0.40458,0.4049,0.40279,0.40379,3995.0159,1613.63981609
1662872400,2022-09-11 05:00:00,KRL/USDT,0.40411,0.40551,0.40411,0.4055,134.6584,54.58656944
1662868800,2022-09-11 04:00:00,KRL/USDT,0.40571,0.40573,0.40425,0.40494,6418.3713,2602.469976965
1662865200,2022-09-11 03:00:00,KRL/USDT,0.40573,0.40573,0.40419,0.40419,1358,550.409828752
1662861600,2022-09-11 02:00:00,KRL/USDT,0.40623,0.40646,0.40573,0.40573,2026.7626,822.669833805
1662858000,2022-09-11 01:00:00,KRL/USDT,0.40573,0.40755,0.40573,0.40655,1321.8755,537.470504125
1662854400,2022-09-11 00:00:00,KRL/USDT,0.40766,0.40766,0.40573,0.40573,10239.778,4164.370235978
1662850800,2022-09-10 23:00:00,KRL/USDT,0.40785,0.40919,0.40766,0.40766,2014.0963,821.171300155
1662847200,2022-09-10 22:00:00,KRL/USDT,0.40771,0.4096,0.40766,0.40839,3428.8139,1401.063315256
1662843600,2022-09-10 21:00:00,KRL/USDT,0.40573,0.4096,0.40538,0.40767,21784.8887,8871.582787429
1662840000,2022-09-10 20:00:00,KRL/USDT,0.40765,0.40766,0.40573,0.40573,10636.122,4320.512164045
1662836400,2022-09-10 19:00:00,KRL/USDT,0.40676,0.40766,0.40676,0.40765,4279.3025,1743.926180865
1662832800,2022-09-10 18:00:00,KRL/USDT,0.40515,0.4061,0.40398,0.40574,4709.9888,1910.009734395
1662829200,2022-09-10 17:00:00,KRL/USDT,0.40416,0.40416,0.40398,0.40398,665,268.71690366
1662825600,2022-09-10 16:00:00,KRL/USDT,0.40458,0.40573,0.40458,0.40573,5984.7031,2427.756122138
1662822000,2022-09-10 15:00:00,KRL/USDT,0.40572,0.40573,0.40442,0.40442,694.393,280.97602789
1662818400,2022-09-10 14:00:00,KRL/USDT,0.40537,0.40573,0.40381,0.40573,2035.5274,823.797180566
1662814800,2022-09-10 13:00:00,KRL/USDT,0.405,0.40562,0.40381,0.40381,3394.6845,1372.931552878
1662811200,2022-09-10 12:00:00,KRL/USDT,0.40728,0.40743,0.40382,0.40573,6470.8484,2622.891564593
1662807600,2022-09-10 11:00:00,KRL/USDT,0.40573,0.40573,0.40573,0.40573,2411,978.21503
1662804000,2022-09-10 10:00:00,KRL/USDT,0.40579,0.40579,0.40573,0.40573,2604,1056.547587919
1662800400,2022-09-10 09:00:00,KRL/USDT,0.40688,0.40766,0.40573,0.40578,6420.0037,2612.199619371
1662796800,2022-09-10 08:00:00,KRL/USDT,0.40593,0.40601,0.40381,0.40573,17415.3877,7057.810989689
1662793200,2022-09-10 07:00:00,KRL/USDT,0.40871,0.40959,0.40573,0.40707,11350.2012,4615.058452423
1662789600,2022-09-10 06:00:00,KRL/USDT,0.41156,0.41165,0.40505,0.40766,48513.0538,19772.130745681
1662786000,2022-09-10 05:00:00,KRL/USDT,0.41139,0.41315,0.41139,0.41155,9186.0025,3781.663599128
1662782400,2022-09-10 04:00:00,KRL/USDT,0.4099,0.41155,0.4096,0.41117,8334.0844,3418.507737178
1662778800,2022-09-10 03:00:00,KRL/USDT,0.41018,0.41146,0.40961,0.4107,5628.3196,2308.625270569
1662775200,2022-09-10 02:00:00,KRL/USDT,0.4135,0.4135,0.40812,0.4096,16914.2325,6957.192057527
1662771600,2022-09-10 01:00:00,KRL/USDT,0.41525,0.41528,0.4119,0.4135,10328.4938,4269.193617401
1662768000,2022-09-10 00:00:00,KRL/USDT,0.4135,0.4146,0.4135,0.4135,5015.3337,2074.07085202
1662764400,2022-09-09 23:00:00,KRL/USDT,0.41547,0.41743,0.4135,0.41351,9587.7744,3981.721615089
1662760800,2022-09-09 22:00:00,KRL/USDT,0.41545,0.41547,0.41351,0.41547,6510.2717,2696.737978538
1662757200,2022-09-09 21:00:00,KRL/USDT,0.41552,0.41709,0.41353,0.41546,10652.5382,4424.825274692
1662753600,2022-09-09 20:00:00,KRL/USDT,0.41691,0.41743,0.41546,0.41631,10937.7082,4552.298824953
1662750000,2022-09-09 19:00:00,KRL/USDT,0.41546,0.41743,0.41545,0.41546,13110.709,5459.451077238
1662746400,2022-09-09 18:00:00,KRL/USDT,0.41697,0.41743,0.41366,0.41546,27422.6675,11402.640808606
1662742800,2022-09-09 17:00:00,KRL/USDT,0.41219,0.41724,0.41155,0.41546,42809.7396,17771.853363097
1662739200,2022-09-09 16:00:00,KRL/USDT,0.41155,0.41385,0.41155,0.41348,20234.3958,8358.151964099
1662735600,2022-09-09 15:00:00,KRL/USDT,0.41171,0.41468,0.41155,0.41181,26871.7484,11096.589934672
1662732000,2022-09-09 14:00:00,KRL/USDT,0.41558,0.41562,0.41155,0.41172,36811.6987,15238.01266808
1662728400,2022-09-09 13:00:00,KRL/USDT,0.41941,0.41941,0.41546,0.41557,27154.9515,11333.893688654
1662724800,2022-09-09 12:00:00,KRL/USDT,0.41918,0.42058,0.41764,0.41941,10734.0458,4500.089075777
1662721200,2022-09-09 11:00:00,KRL/USDT,0.41941,0.41941,0.41759,0.41759,2856.5704,1198.013624776
1662717600,2022-09-09 10:00:00,KRL/USDT,0.41623,0.42,0.41623,0.41941,27631.8827,11564.460019553
1662714000,2022-09-09 09:00:00,KRL/USDT,0.41637,0.41637,0.41546,0.41546,6784.6854,2819.300808843
1662710400,2022-09-09 08:00:00,KRL/USDT,0.41546,0.41725,0.41491,0.41725,10080.7567,4188.355087803
1662706800,2022-09-09 07:00:00,KRL/USDT,0.41537,0.4174,0.41493,0.41546,11348.8536,4715.196180091
1662703200,2022-09-09 06:00:00,KRL/USDT,0.41871,0.41933,0.4135,0.41544,40118.8689,16678.103967544
1662699600,2022-09-09 05:00:00,KRL/USDT,0.41662,0.41939,0.41547,0.41794,12165.0666,5076.11092626
1662696000,2022-09-09 04:00:00,KRL/USDT,0.4125,0.41673,0.4125,0.41547,43102.1356,17879.767335483
1662692400,2022-09-09 03:00:00,KRL/USDT,0.40573,0.41167,0.40573,0.41162,31942.6175,13072.236005446
1662688800,2022-09-09 02:00:00,KRL/USDT,0.40569,0.40573,0.4051,0.40572,6027.7181,2444.946506257
1662685200,2022-09-09 01:00:00,KRL/USDT,0.40564,0.40572,0.40445,0.40445,185.5,75.151675
1662681600,2022-09-09 00:00:00,KRL/USDT,0.40433,0.40433,0.40433,0.40433,712.9414,288.263596262
1662678000,2022-09-08 23:00:00,KRL/USDT,0.40433,0.40433,0.40433,0.40433,0,0
1662674400,2022-09-08 22:00:00,KRL/USDT,0.404,0.40433,0.404,0.40433,68.5,27.692067797
1662670800,2022-09-08 21:00:00,KRL/USDT,0.40433,0.40433,0.40381,0.404,6434.8228,2598.684864721
1662667200,2022-09-08 20:00:00,KRL/USDT,0.40361,0.40433,0.40223,0.40383,2599.7616,1049.616705835
1662663600,2022-09-08 19:00:00,KRL/USDT,0.39999,0.4038,0.39999,0.40361,18584.1492,7456.692960548
1662660000,2022-09-08 18:00:00,KRL/USDT,0.39981,0.39981,0.39958,0.39959,507.947,202.982494699
1662656400,2022-09-08 17:00:00,KRL/USDT,0.39875,0.39996,0.39813,0.39985,2556.6749,1019.352755919
1662652800,2022-09-08 16:00:00,KRL/USDT,0.40017,0.40017,0.39875,0.39886,7902.8214,3160.096930224
1662649200,2022-09-08 15:00:00,KRL/USDT,0.40089,0.40089,0.40076,0.40076,634.1891,254.160859027
1662645600,2022-09-08 14:00:00,KRL/USDT,0.4003,0.40078,0.39988,0.40078,16590.5908,6636.401228494
1662642000,2022-09-08 13:00:00,KRL/USDT,0.4,0.4019,0.39977,0.40036,13264.5548,5311.24723223
1662638400,2022-09-08 12:00:00,KRL/USDT,0.40192,0.40192,0.4,0.4,7778.738,3124.05028038
1662634800,2022-09-08 11:00:00,KRL/USDT,0.40212,0.40212,0.40192,0.40192,94.1976,37.862399392
1662631200,2022-09-08 10:00:00,KRL/USDT,0.40187,0.40374,0.40187,0.40374,10488.9977,4218.287406855
1662627600,2022-09-08 09:00:00,KRL/USDT,0.40166,0.40166,0.4,0.4,32.0018,12.83332
1662624000,2022-09-08 08:00:00,KRL/USDT,0.4,0.4,0.4,0.4,0,0
1662620400,2022-09-08 07:00:00,KRL/USDT,0.4019,0.4019,0.4,0.4,6185.1583,2474.930310991
1662616800,2022-09-08 06:00:00,KRL/USDT,0.40224,0.40224,0.4019,0.4019,944.407,379.571714339
1662613200,2022-09-08 05:00:00,KRL/USDT,0.40242,0.40366,0.40242,0.40366,501.499,201.837727264
1662609600,2022-09-08 04:00:00,KRL/USDT,0.40379,0.40381,0.40379,0.40381,6424.4268,2594.225353507
1662606000,2022-09-08 03:00:00,KRL/USDT,0.4019,0.4019,0.4019,0.4019,0,0
1662602400,2022-09-08 02:00:00,KRL/USDT,0.4019,0.4019,0.4019,0.4019,431,173.2189
1662598800,2022-09-08 01:00:00,KRL/USDT,0.40193,0.40193,0.4019,0.4019,1748.5981,702.76187639
