https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MTL,Volume BTC
1663459200,2022-09-18 00:00:00,MTL/BTC,0.00005884,0.00005888,0.00005876,0.00005876,2.0336,0.000119668372
1663372800,2022-09-17 00:00:00,MTL/BTC,0.00005898,0.00005907,0.00005823,0.00005862,85.1975,0.004993238748
1663286400,2022-09-16 00:00:00,MTL/BTC,0.00005684,0.00006088,0.00005673,0.00005908,5334.8337,0.314230306256
1663200000,2022-09-15 00:00:00,MTL/BTC,0.0000576,0.00005782,0.00005647,0.00005692,470.5732,0.026765632841
1663113600,2022-09-14 00:00:00,MTL/BTC,0.00005741,0.000059,0.00005644,0.00005767,3447.2318,0.198221306033
1663027200,2022-09-13 00:00:00,MTL/BTC,0.00005675,0.00005792,0.00005399,0.00005739,3569.3016,0.196244169663
1662940800,2022-09-12 00:00:00,MTL/BTC,0.00005752,0.00005888,0.00005615,0.00005712,1008.4234,0.058311609667
1662854400,2022-09-11 00:00:00,MTL/BTC,0.00005661,0.0000602,0.00005615,0.00005752,1245.9116,0.073087521753
1662768000,2022-09-10 00:00:00,MTL/BTC,0.00005782,0.00005811,0.00005626,0.00005641,262.645,0.015042257732
1662681600,2022-09-09 00:00:00,MTL/BTC,0.00006163,0.00006195,0.00005713,0.00005731,691.8216,0.040231463296
1662595200,2022-09-08 00:00:00,MTL/BTC,0.00005951,0.00006574,0.00005951,0.00006137,2920.2438,0.183891355491
1662508800,2022-09-07 00:00:00,MTL/BTC,0.00005851,0.00006039,0.00005771,0.00005979,639.8441,0.037524338665
1662422400,2022-09-06 00:00:00,MTL/BTC,0.00005908,0.00006039,0.000058,0.0000587,154.9699,0.009158888606
1662336000,2022-09-05 00:00:00,MTL/BTC,0.00005858,0.00005908,0.00005798,0.00005908,55.3412,0.0032400525
1662249600,2022-09-04 00:00:00,MTL/BTC,0.00005826,0.00005868,0.000058,0.00005803,36.7608,0.002144466408
1662163200,2022-09-03 00:00:00,MTL/BTC,0.000059,0.00005934,0.000058,0.00005829,103.3,0.006038228245
1662076800,2022-09-02 00:00:00,MTL/BTC,0.00005922,0.00005984,0.00005878,0.00005904,81.6563,0.004843263623
1661990400,2022-09-01 00:00:00,MTL/BTC,0.00006021,0.00006021,0.00005818,0.00005934,1464.9632,0.085997809983
