https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CHZ,Volume USDT
1663545600000.0,2022-09-19 00:00:00,CHZ/USDT,0.231286,0.239217,0.2274,0.237064,69366.99334356967,16444.41691
1663542000000.0,2022-09-18 23:00:00,CHZ/USDT,0.231018,0.234909,0.225636,0.231286,87853.98636320399,20319.39709
1663538400000.0,2022-09-18 22:00:00,CHZ/USDT,0.227996,0.231863,0.221,0.231018,34386.75440874737,7943.95923
1663534800000.0,2022-09-18 21:00:00,CHZ/USDT,0.228044,0.234471,0.220409,0.227996,97741.79840874401,22284.73907
1663531200000.0,2022-09-18 20:00:00,CHZ/USDT,0.229444,0.229673,0.226635,0.228044,2219.462954517549,506.13521
1663527600000.0,2022-09-18 19:00:00,CHZ/USDT,0.229535,0.230577,0.227673,0.229444,9571.255949164066,2196.06725
1663524000000.0,2022-09-18 18:00:00,CHZ/USDT,0.229223,0.231083,0.22817,0.229535,9013.227045984273,2068.85107
1663520400000.0,2022-09-18 17:00:00,CHZ/USDT,0.236885,0.237198,0.228674,0.229223,50435.62988879824,11561.00639
1663516800000.0,2022-09-18 16:00:00,CHZ/USDT,0.235522,0.239545,0.233591,0.236885,21113.760516706418,5001.53316
1663513200000.0,2022-09-18 15:00:00,CHZ/USDT,0.235607,0.237541,0.234632,0.235522,17716.776139808597,4172.69055
1663509600000.0,2022-09-18 14:00:00,CHZ/USDT,0.24184,0.241978,0.23545,0.235607,38573.389882304,9088.16067
1663506000000.0,2022-09-18 13:00:00,CHZ/USDT,0.24356,0.245611,0.241316,0.24184,37154.50843532914,8985.44632
1663502400000.0,2022-09-18 12:00:00,CHZ/USDT,0.239336,0.244085,0.238373,0.24356,35638.02882246674,8679.9983
1663498800000.0,2022-09-18 11:00:00,CHZ/USDT,0.240233,0.242652,0.238345,0.239336,40590.53640070863,9714.77662
1663495200000.0,2022-09-18 10:00:00,CHZ/USDT,0.237465,0.243041,0.237463,0.240233,74316.43471130112,17853.26006
1663491600000.0,2022-09-18 09:00:00,CHZ/USDT,0.241727,0.244217,0.237464,0.237465,90718.27839892195,21542.41598
1663488000000.0,2022-09-18 08:00:00,CHZ/USDT,0.243971,0.245546,0.241706,0.241727,83091.23283704344,20085.39444
1663484400000.0,2022-09-18 07:00:00,CHZ/USDT,0.243071,0.247594,0.240949,0.243971,116796.53983465247,28494.96862
1663480800000.0,2022-09-18 06:00:00,CHZ/USDT,0.232403,0.2444,0.231795,0.243071,153751.00657832486,37372.41092
1663477200000.0,2022-09-18 05:00:00,CHZ/USDT,0.231659,0.233991,0.230754,0.232403,18015.079796732403,4186.75859
1663473600000.0,2022-09-18 04:00:00,CHZ/USDT,0.228469,0.232853,0.227658,0.231659,26904.178382881735,6232.59506
1663470000000.0,2022-09-18 03:00:00,CHZ/USDT,0.224546,0.230248,0.224502,0.22847,49051.10990502035,11206.70708
1663466400000.0,2022-09-18 02:00:00,CHZ/USDT,0.226878,0.226878,0.22409,0.224546,22655.910147586685,5087.294
1663462800000.0,2022-09-18 01:00:00,CHZ/USDT,0.224309,0.227747,0.2225,0.226878,48284.14469450542,10954.61018
1663459200000.0,2022-09-18 00:00:00,CHZ/USDT,0.225052,0.228667,0.222994,0.224309,48083.45692772024,10785.55214
1663455600000.0,2022-09-17 23:00:00,CHZ/USDT,0.220012,0.227844,0.219628,0.225051,111176.75953450552,25020.44091
1663452000000.0,2022-09-17 22:00:00,CHZ/USDT,0.21878,0.220491,0.218271,0.220012,10552.044297583769,2321.57637
1663448400000.0,2022-09-17 21:00:00,CHZ/USDT,0.220368,0.221761,0.218693,0.21878,6353.022808300576,1389.91433
1663444800000.0,2022-09-17 20:00:00,CHZ/USDT,0.222798,0.224261,0.220368,0.220368,21665.58057431206,4774.40066
1663441200000.0,2022-09-17 19:00:00,CHZ/USDT,0.218328,0.225531,0.218286,0.222798,112312.73453980735,25023.05263
1663437600000.0,2022-09-17 18:00:00,CHZ/USDT,0.213448,0.218535,0.213324,0.218328,31007.381508555936,6769.77959
1663434000000.0,2022-09-17 17:00:00,CHZ/USDT,0.213956,0.214952,0.213079,0.213448,3354.4769217795438,716.00639
1663430400000.0,2022-09-17 16:00:00,CHZ/USDT,0.21165,0.214151,0.21165,0.213956,3805.5561423844156,814.22157
1663426800000.0,2022-09-17 15:00:00,CHZ/USDT,0.213111,0.213805,0.210893,0.21165,6349.44923222301,1343.86093
1663423200000.0,2022-09-17 14:00:00,CHZ/USDT,0.214153,0.215637,0.212886,0.213111,5068.812309078367,1080.21966
1663419600000.0,2022-09-17 13:00:00,CHZ/USDT,0.216515,0.216902,0.214138,0.214153,5766.554519432369,1234.92495
1663416000000.0,2022-09-17 12:00:00,CHZ/USDT,0.214848,0.219454,0.214732,0.216515,23881.272382975774,5170.65369
1663412400000.0,2022-09-17 11:00:00,CHZ/USDT,0.212999,0.215775,0.212363,0.214848,6897.67482126899,1481.95164
1663408800000.0,2022-09-17 10:00:00,CHZ/USDT,0.212743,0.214602,0.212648,0.212999,3823.028464922371,814.30124
1663405200000.0,2022-09-17 09:00:00,CHZ/USDT,0.213325,0.214049,0.21165,0.212743,7784.532605068088,1656.10482
1663401600000.0,2022-09-17 08:00:00,CHZ/USDT,0.215965,0.216334,0.212928,0.213325,19421.557810851988,4143.10382
1663398000000.0,2022-09-17 07:00:00,CHZ/USDT,0.216594,0.218242,0.215716,0.215965,8175.157456069272,1765.54788
1663394400000.0,2022-09-17 06:00:00,CHZ/USDT,0.215887,0.217145,0.215182,0.216594,4670.077564475469,1011.51078
1663390800000.0,2022-09-17 05:00:00,CHZ/USDT,0.21605,0.217757,0.214517,0.215887,22764.196037741967,4914.49399
1663387200000.0,2022-09-17 04:00:00,CHZ/USDT,0.215077,0.216438,0.214248,0.21605,12736.969451515854,2751.82225
1663383600000.0,2022-09-17 03:00:00,CHZ/USDT,0.215677,0.216533,0.214517,0.215077,760.3987874110202,163.54429
1663380000000.0,2022-09-17 02:00:00,CHZ/USDT,0.214813,0.219059,0.208919,0.215677,81790.88558353463,17640.41283
1663376400000.0,2022-09-17 01:00:00,CHZ/USDT,0.212447,0.214855,0.210181,0.214813,18346.861828660276,3941.14443
1663372800000.0,2022-09-17 00:00:00,CHZ/USDT,0.210478,0.214868,0.208992,0.212447,48104.699054352386,10219.699
1663369200000.0,2022-09-16 23:00:00,CHZ/USDT,0.208636,0.211935,0.208635,0.210478,6599.259162477788,1388.99887
1663365600000.0,2022-09-16 22:00:00,CHZ/USDT,0.210314,0.213272,0.20812,0.208636,35322.82151690025,7369.61219
1663362000000.0,2022-09-16 21:00:00,CHZ/USDT,0.207725,0.21183,0.2077,0.210314,16362.538965546755,3441.27102
1663358400000.0,2022-09-16 20:00:00,CHZ/USDT,0.203299,0.208726,0.203299,0.207725,16990.10133590083,3529.2688
1663354800000.0,2022-09-16 19:00:00,CHZ/USDT,0.20285,0.203782,0.20259,0.203299,6209.811312401929,1262.44843
1663351200000.0,2022-09-16 18:00:00,CHZ/USDT,0.205481,0.206037,0.20285,0.20285,6168.758392901159,1251.33264
1663347600000.0,2022-09-16 17:00:00,CHZ/USDT,0.202593,0.208636,0.201235,0.205481,31677.95041877351,6509.21693
1663344000000.0,2022-09-16 16:00:00,CHZ/USDT,0.203276,0.206542,0.200806,0.202593,23486.451160701505,4758.1906
1663340400000.0,2022-09-16 15:00:00,CHZ/USDT,0.203961,0.204729,0.202488,0.203276,6996.387669965957,1422.1977
1663336800000.0,2022-09-16 14:00:00,CHZ/USDT,0.201314,0.205998,0.201235,0.203961,7395.834056510804,1508.46171
1663333200000.0,2022-09-16 13:00:00,CHZ/USDT,0.203284,0.204077,0.200108,0.201314,65993.70391527664,13285.45651
1663329600000.0,2022-09-16 12:00:00,CHZ/USDT,0.207135,0.207135,0.202504,0.203284,15116.77426654336,3072.99834
1663326000000.0,2022-09-16 11:00:00,CHZ/USDT,0.204729,0.207987,0.202867,0.207135,28664.87030197697,5937.49791
1663322400000.0,2022-09-16 10:00:00,CHZ/USDT,0.200559,0.205618,0.200369,0.204729,84104.04598273817,17218.53723
1663318800000.0,2022-09-16 09:00:00,CHZ/USDT,0.197845,0.201438,0.197743,0.200559,5689.191858754781,1141.01863
1663315200000.0,2022-09-16 08:00:00,CHZ/USDT,0.199301,0.200275,0.197217,0.197845,56737.591447850595,11225.24878
