https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BLZ,Volume USDT,tradecount
1652054400000,2022-05-09 00:00:00,BLZ/USDT,0.11420,0.11664,0.08670,0.08767,202326766,20255168.60719,115809
1651968000000,2022-05-08 00:00:00,BLZ/USDT,0.11847,0.12022,0.11286,0.11411,62942543,7330339.05641,50378
1651881600000,2022-05-07 00:00:00,BLZ/USDT,0.12401,0.12481,0.11551,0.11842,63761700,7760250.10503,45734
1651795200000,2022-05-06 00:00:00,BLZ/USDT,0.12228,0.12565,0.11790,0.12402,89421254,10917284.02521,65175
1651708800000,2022-05-05 00:00:00,BLZ/USDT,0.13881,0.14007,0.11795,0.12232,116414698,14706764.84542,75373
1651622400000,2022-05-04 00:00:00,BLZ/USDT,0.12380,0.13938,0.12340,0.13871,109843099,14448450.96144,73185
1651536000000,2022-05-03 00:00:00,BLZ/USDT,0.12688,0.13524,0.12161,0.12377,184449618,23963013.16432,97535
1651449600000,2022-05-02 00:00:00,BLZ/USDT,0.12782,0.13010,0.12115,0.12684,76005434,9601108.29058,54216
1651363200000,2022-05-01 00:00:00,BLZ/USDT,0.11966,0.13248,0.11791,0.12792,137723832,17402021.70810,83933
1651276800000,2022-04-30 00:00:00,BLZ/USDT,0.12931,0.13200,0.11691,0.11964,77979693,9848578.55686,51732
1651190400000,2022-04-29 00:00:00,BLZ/USDT,0.14040,0.14221,0.12705,0.12931,82729299,11219496.09725,56036
1651104000000,2022-04-28 00:00:00,BLZ/USDT,0.14025,0.14333,0.13643,0.14039,67678240,9492112.68307,53652
1651017600000,2022-04-27 00:00:00,BLZ/USDT,0.13407,0.14130,0.13232,0.14023,78544401,10866335.68790,59368
1650931200000,2022-04-26 00:00:00,BLZ/USDT,0.14652,0.14793,0.13164,0.13408,93635968,13175968.50709,67099
1650844800000,2022-04-25 00:00:00,BLZ/USDT,0.14868,0.14919,0.13534,0.14644,97002630,13701487.85703,65898
1650758400000,2022-04-24 00:00:00,BLZ/USDT,0.15286,0.15565,0.14779,0.14872,47557192,7216010.85597,40821
1650672000000,2022-04-23 00:00:00,BLZ/USDT,0.15667,0.15718,0.15160,0.15278,49220405,7611654.61614,39733
1650585600000,2022-04-22 00:00:00,BLZ/USDT,0.15578,0.16135,0.15437,0.15668,61381076,9673088.83713,51296
1650499200000,2022-04-21 00:00:00,BLZ/USDT,0.16196,0.16751,0.15291,0.15577,70150503,11374501.02252,53963
1650412800000,2022-04-20 00:00:00,BLZ/USDT,0.16590,0.16982,0.15850,0.16196,102381740,16895822.13262,73814
1650326400000,2022-04-19 00:00:00,BLZ/USDT,0.15858,0.16706,0.15702,0.16589,89258263,14471930.30556,59043
1650240000000,2022-04-18 00:00:00,BLZ/USDT,0.15282,0.15886,0.14500,0.15854,89241195,13503438.99231,57836
1650153600000,2022-04-17 00:00:00,BLZ/USDT,0.15990,0.16202,0.15205,0.15286,56239275,8941369.06385,38076
1650067200000,2022-04-16 00:00:00,BLZ/USDT,0.16024,0.16238,0.15623,0.15993,60733670,9705702.80067,44230
1649980800000,2022-04-15 00:00:00,BLZ/USDT,0.15642,0.16090,0.15583,0.16021,97562971,15496099.29638,70090
1649894400000,2022-04-14 00:00:00,BLZ/USDT,0.16150,0.16554,0.15320,0.15641,82744318,13232656.57731,69580
1649808000000,2022-04-13 00:00:00,BLZ/USDT,0.15506,0.16415,0.15245,0.16150,96116365,15234796.56437,78216
1649721600000,2022-04-12 00:00:00,BLZ/USDT,0.15033,0.16278,0.14900,0.15506,126262010,19729325.51777,97572
1649635200000,2022-04-11 00:00:00,BLZ/USDT,0.16362,0.16467,0.14635,0.15033,129675948,20136827.95926,102406
1649548800000,2022-04-10 00:00:00,BLZ/USDT,0.17852,0.17901,0.16274,0.16354,74476860,12812713.00285,75333
1649462400000,2022-04-09 00:00:00,BLZ/USDT,0.16887,0.17925,0.16845,0.17848,58567087,10173039.70932,72411
1649376000000,2022-04-08 00:00:00,BLZ/USDT,0.18362,0.18578,0.16724,0.16892,84111778,15021967.20126,90763
1649289600000,2022-04-07 00:00:00,BLZ/USDT,0.17525,0.18553,0.17181,0.18371,104239259,18789147.49135,113396
1649203200000,2022-04-06 00:00:00,BLZ/USDT,0.20102,0.20146,0.17423,0.17538,120014608,22635580.66716,124956
1649116800000,2022-04-05 00:00:00,BLZ/USDT,0.21979,0.23611,0.20000,0.20091,189242164,41061742.93365,180759
1649030400000,2022-04-04 00:00:00,BLZ/USDT,0.21529,0.22585,0.19625,0.21984,168295041,36079084.46553,172236
1648944000000,2022-04-03 00:00:00,BLZ/USDT,0.22228,0.22631,0.20680,0.21524,217908272,47212581.20193,206316
1648857600000,2022-04-02 00:00:00,BLZ/USDT,0.20017,0.22688,0.19868,0.22225,398448088,85037660.73293,323961
1648771200000,2022-04-01 00:00:00,BLZ/USDT,0.18628,0.20444,0.17710,0.20012,202050885,39118104.24061,156003
1648684800000,2022-03-31 00:00:00,BLZ/USDT,0.19925,0.21851,0.18241,0.18621,192494111,38732904.99771,158794
1648598400000,2022-03-30 00:00:00,BLZ/USDT,0.19115,0.20355,0.18320,0.19923,147556620,28834251.32389,133021
1648512000000,2022-03-29 00:00:00,BLZ/USDT,0.17985,0.19774,0.17937,0.19104,143690989,27568220.23800,127813
1648425600000,2022-03-28 00:00:00,BLZ/USDT,0.18593,0.20108,0.17698,0.17996,177532726,34038721.50863,146422
1648339200000,2022-03-27 00:00:00,BLZ/USDT,0.16615,0.18935,0.16501,0.18600,190012087,33352070.47514,146620
1648252800000,2022-03-26 00:00:00,BLZ/USDT,0.15691,0.16833,0.15580,0.16617,91893926,15001732.76999,83632
1648166400000,2022-03-25 00:00:00,BLZ/USDT,0.16092,0.16761,0.15300,0.15689,126434379,20385413.05545,98549
1648080000000,2022-03-24 00:00:00,BLZ/USDT,0.16097,0.16282,0.15638,0.16093,97539248,15643920.57140,78599
1647993600000,2022-03-23 00:00:00,BLZ/USDT,0.15526,0.16146,0.15276,0.16092,142894565,22626476.03089,104861
1647907200000,2022-03-22 00:00:00,BLZ/USDT,0.15015,0.16013,0.14746,0.15526,240017506,37560627.24598,160279
1647820800000,2022-03-21 00:00:00,BLZ/USDT,0.14448,0.15319,0.14126,0.15015,74538243,11097887.18245,68353
1647734400000,2022-03-20 00:00:00,BLZ/USDT,0.15539,0.15674,0.14361,0.14446,77618936,11566557.13219,78569
1647648000000,2022-03-19 00:00:00,BLZ/USDT,0.14619,0.15575,0.14473,0.15549,85499402,12916462.04073,85325
1647561600000,2022-03-18 00:00:00,BLZ/USDT,0.14281,0.14800,0.13846,0.14617,71593521,10199829.46655,70517
1647475200000,2022-03-17 00:00:00,BLZ/USDT,0.14643,0.14784,0.14238,0.14281,86966143,12581522.97856,89572
1647388800000,2022-03-16 00:00:00,BLZ/USDT,0.13627,0.14660,0.13467,0.14642,121921011,16995925.42466,100136
1647302400000,2022-03-15 00:00:00,BLZ/USDT,0.13421,0.13826,0.12791,0.13630,106549272,14181328.90347,73837
1647216000000,2022-03-14 00:00:00,BLZ/USDT,0.12801,0.13509,0.12600,0.13416,125974471,16477897.37178,87582
1647129600000,2022-03-13 00:00:00,BLZ/USDT,0.13280,0.13685,0.12700,0.12800,133013961,17752710.49008,94365
1647043200000,2022-03-12 00:00:00,BLZ/USDT,0.13963,0.14742,0.13258,0.13280,207269930,28772628.58857,152251
1646956800000,2022-03-11 00:00:00,BLZ/USDT,0.14567,0.14820,0.13751,0.13957,117774855,16808101.85316,100710
1646870400000,2022-03-10 00:00:00,BLZ/USDT,0.15258,0.15615,0.13652,0.14568,128058305,18444068.67873,114223
1646784000000,2022-03-09 00:00:00,BLZ/USDT,0.14284,0.15635,0.14138,0.15260,156674962,23666160.35474,120736
1646697600000,2022-03-08 00:00:00,BLZ/USDT,0.13663,0.14959,0.13578,0.14280,179370486,25689524.28916,134734
1646611200000,2022-03-07 00:00:00,BLZ/USDT,0.13693,0.14934,0.13200,0.13668,176730788,24744034.05633,141790
1646524800000,2022-03-06 00:00:00,BLZ/USDT,0.14617,0.14735,0.13581,0.13693,112057680,15858047.62346,110886
1646438400000,2022-03-05 00:00:00,BLZ/USDT,0.13980,0.14743,0.13600,0.14617,117776012,16869841.39522,109213
1646352000000,2022-03-04 00:00:00,BLZ/USDT,0.15046,0.15145,0.13812,0.13980,116378980,16985846.38139,105298
1646265600000,2022-03-03 00:00:00,BLZ/USDT,0.15811,0.16101,0.14635,0.15053,120083170,18442473.68382,113716
1646179200000,2022-03-02 00:00:00,BLZ/USDT,0.16849,0.16875,0.15657,0.15809,110337496,17958256.86939,105224
1646092800000,2022-03-01 00:00:00,BLZ/USDT,0.16769,0.17399,0.16352,0.16844,146977299,24702362.77513,123649
1646006400000,2022-02-28 00:00:00,BLZ/USDT,0.15235,0.16824,0.14778,0.16770,153871564,23972493.84847,126430
1645920000000,2022-02-27 00:00:00,BLZ/USDT,0.16340,0.16842,0.14879,0.15231,148360862,23603650.13710,125360
1645833600000,2022-02-26 00:00:00,BLZ/USDT,0.17009,0.17501,0.16200,0.16340,122432853,20669163.48285,104553
1645747200000,2022-02-25 00:00:00,BLZ/USDT,0.15940,0.17362,0.15567,0.17017,223003421,36338222.81071,162398
1645660800000,2022-02-24 00:00:00,BLZ/USDT,0.16120,0.16183,0.13336,0.15942,426507088,61846178.72741,285120
1645574400000,2022-02-23 00:00:00,BLZ/USDT,0.17401,0.17987,0.16083,0.16120,187072481,32365476.99966,129607
1645488000000,2022-02-22 00:00:00,BLZ/USDT,0.15885,0.17430,0.15561,0.17402,278143785,46235863.44383,171162
1645401600000,2022-02-21 00:00:00,BLZ/USDT,0.17670,0.18673,0.15779,0.15883,321231726,55835810.98817,205451
1645315200000,2022-02-20 00:00:00,BLZ/USDT,0.19005,0.19039,0.17093,0.17680,230844495,40746483.30703,166746
1645228800000,2022-02-19 00:00:00,BLZ/USDT,0.18885,0.19464,0.17977,0.19009,333940144,62859240.71773,224032
1645142400000,2022-02-18 00:00:00,BLZ/USDT,0.21398,0.21402,0.18820,0.18885,510682854,102852842.79744,376681
1645056000000,2022-02-17 00:00:00,BLZ/USDT,0.23973,0.24488,0.21177,0.21392,515757224,120290626.07873,451092
1644969600000,2022-02-16 00:00:00,BLZ/USDT,0.22850,0.24760,0.22515,0.23967,495957450,116713461.02545,427314
1644883200000,2022-02-15 00:00:00,BLZ/USDT,0.21280,0.23334,0.21065,0.22858,647279007,144529248.43490,499658
1644796800000,2022-02-14 00:00:00,BLZ/USDT,0.19558,0.21430,0.18660,0.21280,433589094,87927867.18871,327047
1644710400000,2022-02-13 00:00:00,BLZ/USDT,0.21165,0.21921,0.19540,0.19552,335709368,69802974.90989,295236
1644624000000,2022-02-12 00:00:00,BLZ/USDT,0.18988,0.22169,0.18915,0.21165,659321042,138376068.27180,559534
1644537600000,2022-02-11 00:00:00,BLZ/USDT,0.20472,0.22064,0.18696,0.18994,443466746,92328950.18171,388135
1644451200000,2022-02-10 00:00:00,BLZ/USDT,0.19982,0.21600,0.19261,0.20471,887846661,182354838.05997,630651
1644364800000,2022-02-09 00:00:00,BLZ/USDT,0.17593,0.21394,0.16942,0.19982,595457423,116321461.61606,406304
1644278400000,2022-02-08 00:00:00,BLZ/USDT,0.16714,0.19000,0.16504,0.17593,552434549,98604017.70421,397813
1644192000000,2022-02-07 00:00:00,BLZ/USDT,0.16308,0.17410,0.15877,0.16721,193473418,32268265.22511,155793
1644105600000,2022-02-06 00:00:00,BLZ/USDT,0.16133,0.16978,0.15823,0.16307,261820864,42531411.19614,187088
1644019200000,2022-02-05 00:00:00,BLZ/USDT,0.16976,0.17857,0.16000,0.16133,693560470,117889230.82518,437830
1643932800000,2022-02-04 00:00:00,BLZ/USDT,0.13602,0.17307,0.13373,0.16993,1125633100,176154593.57323,600640
1643846400000,2022-02-03 00:00:00,BLZ/USDT,0.12869,0.13748,0.12497,0.13601,204201803,26844981.27813,119001
1643760000000,2022-02-02 00:00:00,BLZ/USDT,0.13435,0.13694,0.12675,0.12861,137103311,18177791.12889,93891
1643673600000,2022-02-01 00:00:00,BLZ/USDT,0.13042,0.13856,0.12949,0.13438,143755609,19423515.82622,99846
1643587200000,2022-01-31 00:00:00,BLZ/USDT,0.12734,0.13095,0.12100,0.13036,108989845,13673337.13181,68703
1643500800000,2022-01-30 00:00:00,BLZ/USDT,0.13048,0.13440,0.12541,0.12736,100949381,13146312.16825,67307
1643414400000,2022-01-29 00:00:00,BLZ/USDT,0.12772,0.13313,0.12687,0.13055,103967850,13471846.32590,74433
1643328000000,2022-01-28 00:00:00,BLZ/USDT,0.11967,0.12815,0.11749,0.12772,114205184,14050411.86459,89883
1643241600000,2022-01-27 00:00:00,BLZ/USDT,0.12207,0.12560,0.11562,0.11965,118297037,14198380.41862,91742
1643155200000,2022-01-26 00:00:00,BLZ/USDT,0.12084,0.13475,0.11891,0.12203,141562808,17776782.47076,108488
1643068800000,2022-01-25 00:00:00,BLZ/USDT,0.11959,0.12412,0.11690,0.12083,178321173,21503048.40893,124495
1642982400000,2022-01-24 00:00:00,BLZ/USDT,0.12457,0.12529,0.10518,0.11967,193489388,22132096.77369,150326
1642896000000,2022-01-23 00:00:00,BLZ/USDT,0.12102,0.12959,0.11759,0.12464,154753842,19110708.29125,113504
1642809600000,2022-01-22 00:00:00,BLZ/USDT,0.13789,0.14088,0.11155,0.12093,222464020,27812012.37837,179279
1642723200000,2022-01-21 00:00:00,BLZ/USDT,0.16866,0.17307,0.13429,0.13788,236536486,36525619.93646,194304
1642636800000,2022-01-20 00:00:00,BLZ/USDT,0.16852,0.18102,0.16767,0.16871,129964524,22688325.38331,113041
1642550400000,2022-01-19 00:00:00,BLZ/USDT,0.17900,0.17957,0.16563,0.16850,109863272,18813887.82362,101912
1642464000000,2022-01-18 00:00:00,BLZ/USDT,0.17672,0.18128,0.17111,0.17901,88168064,15490909.03965,101128
1642377600000,2022-01-17 00:00:00,BLZ/USDT,0.18514,0.18600,0.17437,0.17673,74838742,13333680.98884,83262
1642291200000,2022-01-16 00:00:00,BLZ/USDT,0.18612,0.18845,0.18146,0.18510,61873513,11449619.34047,77624
1642204800000,2022-01-15 00:00:00,BLZ/USDT,0.18430,0.19157,0.18263,0.18612,80152219,15007827.99020,87857
1642118400000,2022-01-14 00:00:00,BLZ/USDT,0.18555,0.18957,0.17873,0.18426,73793459,13581346.73495,88996
1642032000000,2022-01-13 00:00:00,BLZ/USDT,0.19563,0.20100,0.18503,0.18556,111120668,21594639.11103,133133
1641945600000,2022-01-12 00:00:00,BLZ/USDT,0.18321,0.19588,0.18295,0.19557,103363389,19631953.33928,123715
1641859200000,2022-01-11 00:00:00,BLZ/USDT,0.17425,0.18353,0.17184,0.18321,87430251,15576983.57118,107066
1641772800000,2022-01-10 00:00:00,BLZ/USDT,0.18833,0.19178,0.16921,0.17426,115703219,20644475.18433,136324
1641686400000,2022-01-09 00:00:00,BLZ/USDT,0.18521,0.19233,0.18172,0.18832,79277487,14780082.96309,104654
1641600000000,2022-01-08 00:00:00,BLZ/USDT,0.18715,0.19435,0.17435,0.18525,134114251,24934921.78641,143414
1641513600000,2022-01-07 00:00:00,BLZ/USDT,0.20449,0.20545,0.18315,0.18715,198612940,37986396.99204,201950
1641427200000,2022-01-06 00:00:00,BLZ/USDT,0.20609,0.20762,0.19203,0.20455,187663244,37755016.56493,191499
1641340800000,2022-01-05 00:00:00,BLZ/USDT,0.22184,0.24165,0.19658,0.20599,210094657,47387768.46123,245462
1641254400000,2022-01-04 00:00:00,BLZ/USDT,0.22749,0.23490,0.21976,0.22183,210443718,47807223.42006,215686
1641168000000,2022-01-03 00:00:00,BLZ/USDT,0.22588,0.23245,0.21858,0.22754,178713413,40458972.97932,190244
1641081600000,2022-01-02 00:00:00,BLZ/USDT,0.22079,0.24171,0.21834,0.22586,330842444,75596991.15694,284951
1640995200000,2022-01-01 00:00:00,BLZ/USDT,0.21970,0.22478,0.21688,0.22080,95529056,21058787.54440,103218
1640908800000,2021-12-31 00:00:00,BLZ/USDT,0.21815,0.23294,0.21150,0.21974,202920478,45251511.65590,205037
1640822400000,2021-12-30 00:00:00,BLZ/USDT,0.21283,0.22311,0.20585,0.21817,130659674,28168910.68192,137247
1640736000000,2021-12-29 00:00:00,BLZ/USDT,0.22239,0.22866,0.20910,0.21287,154697956,34154291.11442,162884
1640649600000,2021-12-28 00:00:00,BLZ/USDT,0.24587,0.24588,0.22072,0.22236,158631712,36725356.15300,192963
1640563200000,2021-12-27 00:00:00,BLZ/USDT,0.24411,0.25959,0.24259,0.24585,169099209,42675919.61167,178565
1640476800000,2021-12-26 00:00:00,BLZ/USDT,0.25069,0.25229,0.23574,0.24414,94986230,23030427.37414,122574
1640390400000,2021-12-25 00:00:00,BLZ/USDT,0.24227,0.25500,0.23987,0.25063,130729837,32332658.31583,148576
1640304000000,2021-12-24 00:00:00,BLZ/USDT,0.25972,0.26188,0.23873,0.24221,129432437,32667998.35892,148995
1640217600000,2021-12-23 00:00:00,BLZ/USDT,0.23845,0.26200,0.23262,0.25970,200237653,49456516.37712,234927
1640131200000,2021-12-22 00:00:00,BLZ/USDT,0.23663,0.24615,0.23200,0.23845,137569920,32948609.76851,161896
1640044800000,2021-12-21 00:00:00,BLZ/USDT,0.22062,0.23863,0.21986,0.23669,101024269,23337988.12487,121095
1639958400000,2021-12-20 00:00:00,BLZ/USDT,0.23286,0.23308,0.21378,0.22052,103072001,22930826.06737,134929
1639872000000,2021-12-19 00:00:00,BLZ/USDT,0.23812,0.24387,0.23244,0.23293,84030443,20047018.48794,117398
1639785600000,2021-12-18 00:00:00,BLZ/USDT,0.23014,0.24300,0.22416,0.23812,97280711,22943754.53233,145331
1639699200000,2021-12-17 00:00:00,BLZ/USDT,0.23260,0.24012,0.22004,0.23011,97308906,22470521.66711,146038
1639612800000,2021-12-16 00:00:00,BLZ/USDT,0.23655,0.24899,0.23150,0.23253,144530718,35035549.58889,168318
1639526400000,2021-12-15 00:00:00,BLZ/USDT,0.23368,0.24092,0.21510,0.23654,206124507,47492097.62631,221579
1639440000000,2021-12-14 00:00:00,BLZ/USDT,0.22513,0.24444,0.22195,0.23374,311930645,72774764.74896,295303
1639353600000,2021-12-13 00:00:00,BLZ/USDT,0.26099,0.26239,0.22027,0.22503,287139722,68338096.06681,320022
1639267200000,2021-12-12 00:00:00,BLZ/USDT,0.27328,0.27379,0.25800,0.26102,228645440,60333077.39172,234649
1639180800000,2021-12-11 00:00:00,BLZ/USDT,0.28610,0.29428,0.26871,0.27325,367556662,103672247.41516,409074
1639094400000,2021-12-10 00:00:00,BLZ/USDT,0.28979,0.30043,0.26415,0.28606,572878251,160562806.15181,540656
1639008000000,2021-12-09 00:00:00,BLZ/USDT,0.36315,0.38125,0.28662,0.28981,1447740921,473422445.37599,1355598
1638921600000,2021-12-08 00:00:00,BLZ/USDT,0.27667,0.39633,0.24800,0.36310,768613723,240816029.25432,806881
1638835200000,2021-12-07 00:00:00,BLZ/USDT,0.24279,0.31900,0.23660,0.27668,1359539178,382528605.12465,1169702
1638748800000,2021-12-06 00:00:00,BLZ/USDT,0.21407,0.25525,0.18647,0.24290,566505211,129341729.04689,523676
1638662400000,2021-12-05 00:00:00,BLZ/USDT,0.23828,0.24345,0.20704,0.21400,169831644,38199198.99930,212529
1638576000000,2021-12-04 00:00:00,BLZ/USDT,0.31390,0.31448,0.18990,0.23825,333278062,80779204.84508,452430
1638489600000,2021-12-03 00:00:00,BLZ/USDT,0.33502,0.34870,0.29823,0.31394,112687403,37334591.82244,217479
1638403200000,2021-12-02 00:00:00,BLZ/USDT,0.34761,0.34826,0.32551,0.33512,88698194,30045246.06904,173769
1638316800000,2021-12-01 00:00:00,BLZ/USDT,0.33935,0.37799,0.33661,0.34753,186944504,67316883.46239,304834
1638230400000,2021-11-30 00:00:00,BLZ/USDT,0.35836,0.37000,0.33500,0.33929,183699809,64675229.62628,282255
1638144000000,2021-11-29 00:00:00,BLZ/USDT,0.34516,0.37327,0.33814,0.35836,161215989,57482278.77195,259928
1638057600000,2021-11-28 00:00:00,BLZ/USDT,0.35824,0.35927,0.31298,0.34520,162816128,54699906.75416,278115
1637971200000,2021-11-27 00:00:00,BLZ/USDT,0.33052,0.40321,0.32768,0.35824,274264563,102891980.15056,451066
1637884800000,2021-11-26 00:00:00,BLZ/USDT,0.36608,0.38072,0.31760,0.33053,302954736,105275478.68015,454600
1637798400000,2021-11-25 00:00:00,BLZ/USDT,0.40300,0.40994,0.36196,0.36614,158155023,60554645.86528,254854
1637712000000,2021-11-24 00:00:00,BLZ/USDT,0.35279,0.40598,0.33147,0.40303,257517479,93047177.96417,392695
1637625600000,2021-11-23 00:00:00,BLZ/USDT,0.37219,0.38730,0.35119,0.35268,231037104,84485621.99897,381798
1637539200000,2021-11-22 00:00:00,BLZ/USDT,0.34061,0.37912,0.31655,0.37219,294580306,103007439.27715,452971
1637452800000,2021-11-21 00:00:00,BLZ/USDT,0.34909,0.36997,0.33906,0.34061,175709064,61851846.07880,281301
1637366400000,2021-11-20 00:00:00,BLZ/USDT,0.31891,0.37250,0.31702,0.34911,556549954,194620498.26889,740892
1637280000000,2021-11-19 00:00:00,BLZ/USDT,0.27276,0.32700,0.26534,0.31889,407165995,121401901.70814,484286
1637193600000,2021-11-18 00:00:00,BLZ/USDT,0.31782,0.32339,0.26500,0.27242,257067438,74565505.22469,357682
1637107200000,2021-11-17 00:00:00,BLZ/USDT,0.32573,0.35331,0.30840,0.31777,384787712,126201405.40183,497675
1637020800000,2021-11-16 00:00:00,BLZ/USDT,0.39371,0.41575,0.31609,0.32579,1077165264,398417271.35206,1291469
1636934400000,2021-11-15 00:00:00,BLZ/USDT,0.36040,0.39499,0.35154,0.39292,411374189,151903436.92483,563402
1636848000000,2021-11-14 00:00:00,BLZ/USDT,0.32679,0.38941,0.32140,0.36046,553706417,200524150.63862,677635
1636761600000,2021-11-13 00:00:00,BLZ/USDT,0.33368,0.37830,0.32384,0.32679,834986529,289478552.81056,927970
1636675200000,2021-11-12 00:00:00,BLZ/USDT,0.27547,0.36200,0.26224,0.33369,1501433657,501046585.54151,1437791
