https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume IQN
1663545600000,2022-09-19 00:00:00,IQN/BTC,1.793e-05,1.821e-05,1.716e-05,1.716e-05,0.02735304,1594.0
1663459200000,2022-09-18 00:00:00,IQN/BTC,1.775e-05,1.88e-05,1.73e-05,1.797e-05,0.4720924682312652,26271.14458716
1663372800000,2022-09-17 00:00:00,IQN/BTC,1.9e-05,1.9e-05,1.679e-05,1.773e-05,0.48022321291466763,27085.34759812
1663286400000,2022-09-16 00:00:00,IQN/BTC,1.853e-05,1.93e-05,1.85e-05,1.888e-05,0.4850921273286112,25693.43894749
1663200000000,2022-09-15 00:00:00,IQN/BTC,1.906e-05,1.941e-05,1.853e-05,1.857e-05,0.4732893199774314,25486.77005802
1663113600000,2022-09-14 00:00:00,IQN/BTC,1.88e-05,1.939e-05,1.87e-05,1.923e-05,0.3969074816591178,20640.01464686
1663027200000,2022-09-13 00:00:00,IQN/BTC,1.899e-05,1.941e-05,1.85e-05,1.902e-05,0.4324181516211714,22734.91859207
1662940800000,2022-09-12 00:00:00,IQN/BTC,1.952e-05,1.96e-05,1.881e-05,1.903e-05,0.47364372795025544,24889.31833685
1662854400000,2022-09-11 00:00:00,IQN/BTC,1.934e-05,1.97e-05,1.92e-05,1.952e-05,0.49774010523571516,25498.98080101
1662768000000,2022-09-10 00:00:00,IQN/BTC,1.931e-05,2e-05,1.92e-05,1.949e-05,0.6423382126081266,32957.32235034
1662681600000,2022-09-09 00:00:00,IQN/BTC,1.979e-05,1.99e-05,1.921e-05,1.94e-05,0.594479123746966,30643.25380139
1662595200000,2022-09-08 00:00:00,IQN/BTC,1.983e-05,2e-05,1.93e-05,1.956e-05,0.5219663164139363,26685.39449969
1662508800000,2022-09-07 00:00:00,IQN/BTC,1.993e-05,2.01e-05,1.94e-05,1.973e-05,0.5182789641832507,26268.57395759
1662422400000,2022-09-06 00:00:00,IQN/BTC,1.981e-05,2.016e-05,1.957e-05,1.981e-05,0.5502960392871746,27778.69961066
1662336000000,2022-09-05 00:00:00,IQN/BTC,1.96e-05,2.001e-05,1.94e-05,1.976e-05,0.5279819939331808,26719.73653508
1662249600000,2022-09-04 00:00:00,IQN/BTC,1.96e-05,2.01e-05,1.94e-05,1.975e-05,0.6591148460184324,33372.90359587
1662163200000,2022-09-03 00:00:00,IQN/BTC,1.97e-05,2.04e-05,1.936e-05,1.96e-05,0.596322999131664,30424.64281284
1662076800000,2022-09-02 00:00:00,IQN/BTC,2.029e-05,2.09e-05,1.921e-05,1.953e-05,0.6758160096594061,34603.9943502
1661990400000,2022-09-01 00:00:00,IQN/BTC,2.009e-05,2.08e-05,1.896e-05,2.014e-05,0.6290857332730522,31235.63720323
1661904000000,2022-08-31 00:00:00,IQN/BTC,2.049e-05,2.09e-05,1.901e-05,1.996e-05,0.5547604649540544,27793.61046864
1661817600000,2022-08-30 00:00:00,IQN/BTC,2.034e-05,2.09e-05,2.027e-05,2.054e-05,0.5383684808792107,26210.73422002
1661731200000,2022-08-29 00:00:00,IQN/BTC,2.054e-05,2.064e-05,2.027e-05,2.033e-05,0.5315107051561943,26144.15667271
1661644800000,2022-08-28 00:00:00,IQN/BTC,2.053e-05,2.064e-05,2.026e-05,2.06e-05,0.515594249755712,25028.84707552
1661558400000,2022-08-27 00:00:00,IQN/BTC,2.01e-05,2.07e-05,1.97e-05,2.046e-05,0.5473317624542064,26751.30803784
1661472000000,2022-08-26 00:00:00,IQN/BTC,2.027e-05,2.18e-05,1.96e-05,2.045e-05,0.598635897412783,29273.14901774
1661385600000,2022-08-25 00:00:00,IQN/BTC,1.991e-05,2.04e-05,1.91e-05,2.014e-05,0.5632340861272374,27965.94270741
1661299200000,2022-08-24 00:00:00,IQN/BTC,1.89e-05,2.11e-05,1.87e-05,2.009e-05,0.540268901828418,26892.4291602
1661212800000,2022-08-23 00:00:00,IQN/BTC,2.077e-05,2.183e-05,1.037e-05,1.947e-05,0.5781914168313822,29696.52885626
1661126400000,2022-08-22 00:00:00,IQN/BTC,2.184e-05,2.2e-05,2.142e-05,2.16e-05,0.037295550194543996,1726.64584234
1661040000000,2022-08-21 00:00:00,IQN/BTC,2.217e-05,2.23e-05,2.13e-05,2.191e-05,0.5566538739859972,25406.38402492
1660953600000,2022-08-20 00:00:00,IQN/BTC,2.183e-05,2.23e-05,2.131e-05,2.193e-05,0.5787538629247845,26390.96502165
1660867200000,2022-08-19 00:00:00,IQN/BTC,2.176e-05,2.21e-05,2.125e-05,2.178e-05,0.5795521494945535,26609.37325503
1660780800000,2022-08-18 00:00:00,IQN/BTC,2.151e-05,2.19e-05,2.13e-05,2.161e-05,0.5554054276405745,25701.31548545
1660694400000,2022-08-17 00:00:00,IQN/BTC,2.115e-05,2.17e-05,2.08e-05,2.147e-05,0.6192577854420976,28842.93364891
1660608000000,2022-08-16 00:00:00,IQN/BTC,2.124e-05,2.158e-05,2.061e-05,2.116e-05,0.521855964252254,24662.38016315
1660521600000,2022-08-15 00:00:00,IQN/BTC,2.094e-05,2.16e-05,2.07e-05,2.103e-05,0.5334258018865512,25364.99295704
1660435200000,2022-08-14 00:00:00,IQN/BTC,2.058e-05,2.11e-05,2.032e-05,2.09e-05,0.510799096579112,24440.14816168
1660348800000,2022-08-13 00:00:00,IQN/BTC,2.1e-05,2.103e-05,2.019e-05,2.06e-05,0.628675117659884,30518.20959514
1660262400000,2022-08-12 00:00:00,IQN/BTC,2.074e-05,2.18e-05,2.05e-05,2.101e-05,0.7467068019471544,35540.54269144
1660176000000,2022-08-11 00:00:00,IQN/BTC,2.128e-05,2.133e-05,2.01e-05,2.092e-05,0.662603798139728,31673.2217084
1660089600000,2022-08-10 00:00:00,IQN/BTC,2.15e-05,2.28e-05,1.976e-05,2.128e-05,0.6575087798697151,30897.96897884
1660003200000,2022-08-09 00:00:00,IQN/BTC,2.168e-05,2.18e-05,2.15e-05,2.18e-05,0.05251100431662,2408.7616659
1659916800000,2022-08-08 00:00:00,IQN/BTC,2.369e-05,2.4e-05,2.147e-05,2.167e-05,0.6028498019682402,27819.55708206
1659830400000,2022-08-07 00:00:00,IQN/BTC,2.11e-05,2.5e-05,2.02e-05,2.358e-05,0.57813827150241,24518.1624895
1659744000000,2022-08-06 00:00:00,IQN/BTC,1.675e-05,2.499e-05,1.667e-05,2.179e-05,0.5984715145456247,27465.42058493
1659657600000,2022-08-05 00:00:00,IQN/BTC,1.68e-05,1.689e-05,1.612e-05,1.679e-05,0.4215943641908532,25109.84896908
1659571200000,2022-08-04 00:00:00,IQN/BTC,1.696e-05,1.699e-05,1.677e-05,1.679e-05,0.4117704312159239,24524.74277641
1659484800000,2022-08-03 00:00:00,IQN/BTC,1.654e-05,1.699e-05,1.638e-05,1.693e-05,0.42767892935761975,25261.60244286
1659398400000,2022-08-02 00:00:00,IQN/BTC,1.755e-05,1.789e-05,1.61e-05,1.652e-05,0.4313355686377752,26109.90124926
1659312000000,2022-08-01 00:00:00,IQN/BTC,1.855e-05,1.88e-05,1.695e-05,1.76e-05,0.43874158514454403,24928.49915594
