https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ANT
1654992000000,2022-06-12 00:00:00,ANT/BTC,5.089e-05,5.48e-05,4.993e-05,5.48e-05,0.01872718792606,341.73700595
1654905600000,2022-06-11 00:00:00,ANT/BTC,5.967e-05,5.994e-05,5.228e-05,5.321e-05,0.1047491289450027,1968.59855187
1654819200000,2022-06-10 00:00:00,ANT/BTC,5.968e-05,6.06e-05,5.815e-05,5.835e-05,0.0181388286249165,310.86252999
1654732800000,2022-06-09 00:00:00,ANT/BTC,6.019e-05,6.163e-05,6.019e-05,6.163e-05,0.0031610805479345,51.29126315
1654646400000,2022-06-08 00:00:00,ANT/BTC,6.268e-05,6.408e-05,6.103e-05,6.103e-05,0.0268500406227617,439.94823239
1654560000000,2022-06-07 00:00:00,ANT/BTC,5.872e-05,6.153e-05,5.856e-05,6.153e-05,0.013518804338932202,219.71078074000002
1654473600000,2022-06-06 00:00:00,ANT/BTC,6.111e-05,6.111e-05,5.792e-05,5.881e-05,0.12171573728194611,2069.64355181
1654387200000,2022-06-05 00:00:00,ANT/BTC,5.86e-05,6.117e-05,5.841e-05,6.101e-05,0.1075571864272124,1762.94355724
1654300800000,2022-06-04 00:00:00,ANT/BTC,6e-05,6.01e-05,5.88e-05,5.929e-05,0.0346611643582512,584.60388528
1654214400000,2022-06-03 00:00:00,ANT/BTC,6.655e-05,6.826e-05,6.094e-05,6.094e-05,0.0683891783249818,1122.23791147
1654128000000,2022-06-02 00:00:00,ANT/BTC,6.149e-05,6.308e-05,6.027e-05,6.308e-05,0.0194206705093864,307.87366058
1654041600000,2022-06-01 00:00:00,ANT/BTC,6.622e-05,6.708e-05,5.989e-05,5.989e-05,0.030144254425274,503.3270066
1653955200000,2022-05-31 00:00:00,ANT/BTC,6.432e-05,6.432e-05,6.08e-05,6.311e-05,0.17541104386768339,2779.44927694
1653868800000,2022-05-30 00:00:00,ANT/BTC,6.36e-05,6.936e-05,6.328e-05,6.653e-05,0.4733964387645847,7115.53342499
1653782400000,2022-05-29 00:00:00,ANT/BTC,6.137e-05,6.238e-05,5.762e-05,6.188e-05,0.0340750742651956,550.66377287
1653696000000,2022-05-28 00:00:00,ANT/BTC,5.617e-05,6.287e-05,5.617e-05,5.68e-05,0.025078416089136,441.52141002
1653609600000,2022-05-27 00:00:00,ANT/BTC,5.305e-05,5.694e-05,5.305e-05,5.508e-05,0.012743523248472,231.3638934
1653523200000,2022-05-26 00:00:00,ANT/BTC,6.051e-05,6.051e-05,5.584e-05,5.586e-05,0.1600511378434332,2865.21908062
1653436800000,2022-05-25 00:00:00,ANT/BTC,6.576e-05,6.602e-05,6.228e-05,6.228e-05,0.11404883068052758,1831.22721067
1653350400000,2022-05-24 00:00:00,ANT/BTC,6.453e-05,7.065e-05,6.446e-05,6.726e-05,0.4317934015454442,6419.76511367
1653264000000,2022-05-23 00:00:00,ANT/BTC,6.755e-05,6.914e-05,6.38e-05,6.38e-05,0.12448734175288402,1951.21225318
1653177600000,2022-05-22 00:00:00,ANT/BTC,7.066e-05,7.372e-05,6.577e-05,6.767e-05,1.1799011459216606,17436.10382624
1653091200000,2022-05-21 00:00:00,ANT/BTC,5.929e-05,7.861e-05,5.929e-05,7.105e-05,0.6943981114293056,9773.37243391
1653004800000,2022-05-20 00:00:00,ANT/BTC,5.66e-05,6.005e-05,5.405e-05,6.005e-05,0.024650213429374002,410.49481148
1652918400000,2022-05-19 00:00:00,ANT/BTC,5.367e-05,5.599e-05,5.194e-05,5.599e-05,0.0864146345128847,1543.39407953
1652832000000,2022-05-18 00:00:00,ANT/BTC,5.608e-05,6.139e-05,5.437e-05,5.679e-05,0.20447075609682208,3600.47114099
1652745600000,2022-05-17 00:00:00,ANT/BTC,5.347e-05,5.479e-05,5.069e-05,5.479e-05,0.056956825329558404,1039.54782496
1652659200000,2022-05-16 00:00:00,ANT/BTC,4.932e-05,5.239e-05,4.878e-05,5.239e-05,0.13836978865175958,2641.1488576399997
1652572800000,2022-05-15 00:00:00,ANT/BTC,5.128e-05,5.398e-05,4.884e-05,5.282e-05,0.0637931893290136,1207.74686348
1652486400000,2022-05-14 00:00:00,ANT/BTC,4.898e-05,5.438e-05,4.684e-05,5.4e-05,0.09257986431342,1714.44193173
1652400000000,2022-05-13 00:00:00,ANT/BTC,4.386e-05,5.275e-05,4.386e-05,4.837e-05,0.2083272331896469,4306.95127537
1652313600000,2022-05-12 00:00:00,ANT/BTC,5.512e-05,5.512e-05,4.088e-05,4.089e-05,3.1642482315183393,77384.4028251
1652227200000,2022-05-11 00:00:00,ANT/BTC,7.645e-05,7.645e-05,5.226e-05,5.329e-05,1.7109261076866271,32105.95060399
1652140800000,2022-05-10 00:00:00,ANT/BTC,7.9e-05,8.324e-05,7.602e-05,7.812e-05,0.3483278169374052,4458.88142521
1652054400000,2022-05-09 00:00:00,ANT/BTC,8.663e-05,8.663e-05,7.847e-05,7.847e-05,0.5113041903147528,6515.91933624
1651968000000,2022-05-08 00:00:00,ANT/BTC,8.71e-05,8.815e-05,8.64e-05,8.789e-05,0.0062705828787932,71.34580588
1651881600000,2022-05-07 00:00:00,ANT/BTC,8.845e-05,8.845e-05,8.695e-05,8.695e-05,0.0023538150506299997,27.0709034
1651795200000,2022-05-06 00:00:00,ANT/BTC,8.805e-05,8.834e-05,8.781e-05,8.781e-05,0.0034121538086466,38.85837386
1651708800000,2022-05-05 00:00:00,ANT/BTC,9.069e-05,9.069e-05,8.529e-05,8.678e-05,0.28288445721247085,3259.7886288600002
1651622400000,2022-05-04 00:00:00,ANT/BTC,8.707e-05,8.961e-05,8.707e-05,8.936e-05,0.023178375809526402,259.38200324
1651536000000,2022-05-03 00:00:00,ANT/BTC,8.798e-05,8.798e-05,8.607e-05,8.607e-05,0.0001749100562232,2.03218376
1651363200000,2022-05-01 00:00:00,ANT/BTC,8.372e-05,8.886e-05,8.372e-05,8.699e-05,0.0186182506931061,214.02748239
1651276800000,2022-04-30 00:00:00,ANT/BTC,9.385e-05,9.422e-05,8.195e-05,8.433e-05,0.1444578750722637,1713.00693789
1651190400000,2022-04-29 00:00:00,ANT/BTC,9.477e-05,9.507e-05,9.219e-05,9.219e-05,0.0138986201528244,150.76060476
1651104000000,2022-04-28 00:00:00,ANT/BTC,9.803e-05,9.803e-05,9.702e-05,9.702e-05,0.0049945398927732,51.47948766
1650931200000,2022-04-26 00:00:00,ANT/BTC,0.00010057,0.00010057,9.807e-05,9.829e-05,0.1189897581504915,1210.59882135
1650844800000,2022-04-25 00:00:00,ANT/BTC,0.00010628,0.00010628,0.0001012,0.00010253,0.0969718475465375,945.78998875
1650758400000,2022-04-24 00:00:00,ANT/BTC,0.0001088,0.0001088,0.00010633,0.00010676,0.017989255918478803,168.50183513000002
1650672000000,2022-04-23 00:00:00,ANT/BTC,0.00011368,0.00011411,0.00011296,0.00011411,0.0106076429309074,92.95980134
1650585600000,2022-04-22 00:00:00,ANT/BTC,0.00010592,0.000115,0.00010592,0.00011358,0.0023855549968638,21.00330161
1650499200000,2022-04-21 00:00:00,ANT/BTC,0.00010742,0.00011099,0.00010492,0.00010492,0.18406227328363722,1754.31064891
1650326400000,2022-04-19 00:00:00,ANT/BTC,0.00010463,0.00010463,0.00010463,0.00010463,0.0015758727952077001,15.06138579
1650240000000,2022-04-18 00:00:00,ANT/BTC,0.00010622,0.00010622,0.00010291,0.00010291,0.020164792132661598,195.94589575999998
1650153600000,2022-04-17 00:00:00,ANT/BTC,0.00010739,0.00011,0.00010587,0.00010587,0.0092133597195552,87.02521696
1650067200000,2022-04-16 00:00:00,ANT/BTC,0.00010807,0.000109,0.00010807,0.00010807,0.0002928816017491,2.71011013
1649980800000,2022-04-15 00:00:00,ANT/BTC,0.0001071,0.000108,0.000105,0.00010548,0.0048214492313868,45.70960591
1649894400000,2022-04-14 00:00:00,ANT/BTC,0.00010663,0.00010704,0.00010663,0.00010704,0.0027805939294128,25.97714807
1649808000000,2022-04-13 00:00:00,ANT/BTC,0.00010912,0.00010912,0.00010605,0.00010662,0.015898072986612603,149.10966973
1649721600000,2022-04-12 00:00:00,ANT/BTC,0.0001074,0.0001074,0.00010596,0.00010656,0.0654428257608384,614.14063214
1649635200000,2022-04-11 00:00:00,ANT/BTC,0.00010777,0.00010777,0.00010364,0.00010507,0.0170538367420113,162.30928659
1649548800000,2022-04-10 00:00:00,ANT/BTC,0.00010856,0.00011105,0.00010856,0.00011027,0.004009381439439,36.359675700000004
1649462400000,2022-04-09 00:00:00,ANT/BTC,0.00010954,0.00010954,0.00010912,0.00010912,0.0002918621728,2.67469
1649376000000,2022-04-08 00:00:00,ANT/BTC,0.000113,0.00011366,0.00011006,0.00011006,0.0231679219330494,210.50265249
1649289600000,2022-04-07 00:00:00,ANT/BTC,0.00011092,0.00011357,0.00010899,0.000112,0.02092776074032,186.85500661
1649203200000,2022-04-06 00:00:00,ANT/BTC,0.000123,0.000123,0.00010945,0.00010945,0.084544385054547,772.44755646
1649116800000,2022-04-05 00:00:00,ANT/BTC,0.00012498,0.00013452,0.00012289,0.000123,0.08480435529852001,689.46630324
1649030400000,2022-04-04 00:00:00,ANT/BTC,0.00013077,0.00013351,0.000119,0.00011977,0.0684119818339818,571.19463834
1648944000000,2022-04-03 00:00:00,ANT/BTC,0.00011718,0.00013573,0.00011608,0.00012539,0.0458697242780449,365.81644691
1648857600000,2022-04-02 00:00:00,ANT/BTC,0.00011457,0.00012,0.00011289,0.00011665,0.23277328793366503,1995.4846801
1648771200000,2022-04-01 00:00:00,ANT/BTC,0.00011096,0.00011375,0.00011006,0.00011264,0.0888839119995904,789.09723011
1648684800000,2022-03-31 00:00:00,ANT/BTC,0.000119,0.0001202,0.000111,0.00011142,0.088277487479505,792.29480775
1648598400000,2022-03-30 00:00:00,ANT/BTC,0.00011398,0.00011553,0.00011338,0.00011449,0.0116050314806162,101.36283938
1648512000000,2022-03-29 00:00:00,ANT/BTC,0.00011295,0.00011366,0.00011197,0.00011366,0.009802433087759799,86.24347252999999
1648425600000,2022-03-28 00:00:00,ANT/BTC,0.00011898,0.00011999,0.000113,0.000113,0.019104773240619998,169.06878974
1648339200000,2022-03-27 00:00:00,ANT/BTC,0.00012422,0.00012422,0.00011878,0.000119,0.035413218489460004,297.59007134
1648252800000,2022-03-26 00:00:00,ANT/BTC,0.00012095,0.00012544,0.00012033,0.00012198,0.06985303300422119,572.6597229399999
1648166400000,2022-03-25 00:00:00,ANT/BTC,0.00011746,0.00012404,0.00011721,0.00012022,0.0908952088876722,756.0739385100001
1648080000000,2022-03-24 00:00:00,ANT/BTC,0.00011732,0.00011941,0.0001162,0.00011727,0.0101654285861043,86.68396509
1647993600000,2022-03-23 00:00:00,ANT/BTC,0.00011479,0.00012105,0.00011479,0.0001181,0.024984088534495,211.55028395
1647907200000,2022-03-22 00:00:00,ANT/BTC,0.00011612,0.00011885,0.00011419,0.00011436,0.0195371208200328,170.83876198000002
1647820800000,2022-03-21 00:00:00,ANT/BTC,0.000115,0.00011861,0.000115,0.00011633,0.0624518343986325,536.85063525
1647734400000,2022-03-20 00:00:00,ANT/BTC,0.00011566,0.00011566,0.00011165,0.00011261,0.044603125355781294,396.08494233
1647648000000,2022-03-19 00:00:00,ANT/BTC,0.0001146,0.00011854,0.0001131,0.00011809,0.0290613027831784,246.09452776
1647561600000,2022-03-18 00:00:00,ANT/BTC,0.00011017,0.00011069,0.00011017,0.00011069,0.0001948703084121,1.76050509
1647475200000,2022-03-17 00:00:00,ANT/BTC,0.0001145,0.00011625,0.00011211,0.00011211,0.22095670329154948,1970.89201045
1647388800000,2022-03-16 00:00:00,ANT/BTC,0.00011284,0.0001145,0.00010899,0.0001145,0.1280513036565,1118.351997
1647302400000,2022-03-15 00:00:00,ANT/BTC,0.00011064,0.00011064,0.0001104,0.0001104,0.00077185697424,6.9914581
1647216000000,2022-03-14 00:00:00,ANT/BTC,0.00011129,0.00011225,0.00011077,0.00011225,0.156867728541695,1397.48533222
1647129600000,2022-03-13 00:00:00,ANT/BTC,0.00011147,0.00011329,0.00011147,0.00011318,0.0064312122647526,56.82286857
1647043200000,2022-03-12 00:00:00,ANT/BTC,0.00011274,0.00011546,0.00011274,0.00011364,0.056583363210819596,497.91766289
1646956800000,2022-03-11 00:00:00,ANT/BTC,0.00011458,0.00011599,0.00011347,0.00011395,0.031046279012423,272.45527874
1646870400000,2022-03-10 00:00:00,ANT/BTC,0.00011491,0.00011491,0.00011192,0.00011285,0.043734198617517005,387.54274362
1646784000000,2022-03-09 00:00:00,ANT/BTC,0.0001156,0.00011719,0.00011237,0.00011344,0.0877642531758192,773.66231643
1646697600000,2022-03-08 00:00:00,ANT/BTC,0.00011765,0.00011765,0.00011207,0.00011222,0.19840498503964862,1768.00022313
1646611200000,2022-03-07 00:00:00,ANT/BTC,0.00011693,0.00011957,0.00011355,0.00011355,0.16649367777636298,1466.25872106
1646524800000,2022-03-06 00:00:00,ANT/BTC,0.00012419,0.00012419,0.00011976,0.0001208,0.26301269895977597,2177.25744172
1646438400000,2022-03-05 00:00:00,ANT/BTC,0.00012081,0.00012626,0.00012081,0.0001225,0.24806303837525,2025.0043949
1646352000000,2022-03-04 00:00:00,ANT/BTC,0.00011797,0.00012361,0.00011797,0.00012087,0.0678103007005719,561.01845537
1646265600000,2022-03-03 00:00:00,ANT/BTC,0.00012017,0.00012017,0.00011443,0.00011828,0.1137132822355344,961.39061748
1646179200000,2022-03-02 00:00:00,ANT/BTC,0.00012264,0.00012482,0.00011971,0.00012018,0.06168008684473021,513.23087739
1646092800000,2022-03-01 00:00:00,ANT/BTC,0.00012621,0.00013415,0.0001231,0.00012892,0.0777368905723344,602.98549932
1646006400000,2022-02-28 00:00:00,ANT/BTC,0.0001275,0.00012852,0.00012244,0.00012425,0.7483525566916875,6022.95820275
