https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ANT
1663545600000,2022-09-19 00:00:00,ANT/BTC,8.4e-05,8.422e-05,8.4e-05,8.422e-05,0.00036600207165400005,4.3457857
1663459200000,2022-09-18 00:00:00,ANT/BTC,8.548e-05,8.548e-05,7.956e-05,8.309e-05,0.0668510221932035,804.56158615
1663372800000,2022-09-17 00:00:00,ANT/BTC,8.73e-05,8.73e-05,8.612e-05,8.709e-05,0.0160565650211076,184.36749364000002
1663286400000,2022-09-16 00:00:00,ANT/BTC,8.446e-05,8.827e-05,8.446e-05,8.623e-05,0.0521367908947385,604.62473495
1663200000000,2022-09-15 00:00:00,ANT/BTC,8.607e-05,8.614e-05,8.296e-05,8.387e-05,0.47469268818328175,5659.86274214
1663113600000,2022-09-14 00:00:00,ANT/BTC,8.616e-05,8.85e-05,8.616e-05,8.639e-05,0.35575720373153386,4118.0368530099995
1663027200000,2022-09-13 00:00:00,ANT/BTC,8.5e-05,8.644e-05,8.349e-05,8.599e-05,0.09337215527180769,1085.84899723
1662940800000,2022-09-12 00:00:00,ANT/BTC,9.209e-05,9.249e-05,8.538e-05,8.609e-05,0.0481059456117856,558.78668384
1662854400000,2022-09-11 00:00:00,ANT/BTC,9.19e-05,9.332e-05,9.052e-05,9.054e-05,0.237012696612,2617.7678
1662768000000,2022-09-10 00:00:00,ANT/BTC,9.353e-05,9.353e-05,9.144e-05,9.144e-05,0.0153299387018088,167.65024827
1662681600000,2022-09-09 00:00:00,ANT/BTC,9.475e-05,0.00010021,9.074e-05,9.579e-05,0.10547158818852091,1101.07096971
1662595200000,2022-09-08 00:00:00,ANT/BTC,9.489e-05,9.489e-05,9.13e-05,9.449e-05,0.22842760397167147,2417.47914035
1662508800000,2022-09-07 00:00:00,ANT/BTC,0.00010038,0.000104,9.6e-05,9.6e-05,0.023215480592640003,241.82792284
1662422400000,2022-09-06 00:00:00,ANT/BTC,9.8e-05,0.000102,9.218e-05,0.000102,0.13988809623780002,1371.4519239
1662336000000,2022-09-05 00:00:00,ANT/BTC,9.281e-05,9.713e-05,9.097e-05,9.713e-05,0.054473080250866196,560.82652374
1662249600000,2022-09-04 00:00:00,ANT/BTC,9.184e-05,9.319e-05,9.184e-05,9.319e-05,0.0045321480044235,48.63341565
1662163200000,2022-09-03 00:00:00,ANT/BTC,8.83e-05,9.392e-05,8.83e-05,9.344e-05,0.052265197484915205,559.34500733
1662076800000,2022-09-02 00:00:00,ANT/BTC,8.604e-05,8.924e-05,8.444e-05,8.836e-05,0.06397044602650159,723.97517006
1661990400000,2022-09-01 00:00:00,ANT/BTC,8.193e-05,8.718e-05,8.193e-05,8.718e-05,0.034151668455190805,391.73742206000003
1661904000000,2022-08-31 00:00:00,ANT/BTC,8.078e-05,8.277e-05,8.069e-05,8.16e-05,0.071940789586176,881.62732336
1661817600000,2022-08-30 00:00:00,ANT/BTC,8.035e-05,8.035e-05,7.88e-05,7.88e-05,0.026711969061260003,338.98437895
1661731200000,2022-08-29 00:00:00,ANT/BTC,7.68e-05,8.142e-05,7.643e-05,8.142e-05,0.022740909813030598,279.30373142999997
1661644800000,2022-08-28 00:00:00,ANT/BTC,7.917e-05,7.917e-05,7.73e-05,7.73e-05,0.005747521157814,74.35344318
1661558400000,2022-08-27 00:00:00,ANT/BTC,7.616e-05,7.965e-05,7.616e-05,7.964e-05,0.12130132104400201,1523.12055555
1661472000000,2022-08-26 00:00:00,ANT/BTC,8.095e-05,8.095e-05,7.578e-05,7.65e-05,0.11470259713761001,1499.38035474
1661385600000,2022-08-25 00:00:00,ANT/BTC,7.917e-05,8.189e-05,7.897e-05,8.189e-05,0.158546000338818,1936.0849962
1661299200000,2022-08-24 00:00:00,ANT/BTC,8.003e-05,8.007e-05,7.876e-05,7.909e-05,0.0407432816803254,515.15086206
1661212800000,2022-08-23 00:00:00,ANT/BTC,7.749e-05,0.00014205,7.749e-05,8.002e-05,1.7813866844910822,22261.76811411
1661126400000,2022-08-22 00:00:00,ANT/BTC,7.333e-05,7.719e-05,7.333e-05,7.719e-05,0.011449534068019799,148.32924042
1661040000000,2022-08-21 00:00:00,ANT/BTC,7.565e-05,7.752e-05,7.548e-05,7.744e-05,0.0216745808188096,279.88869859
1660953600000,2022-08-20 00:00:00,ANT/BTC,7.798e-05,7.798e-05,7.433e-05,7.456e-05,0.036883281931152,494.67921044999997
1660867200000,2022-08-19 00:00:00,ANT/BTC,7.558e-05,7.743e-05,7.214e-05,7.743e-05,0.2538374713212066,3278.28324062
1660780800000,2022-08-18 00:00:00,ANT/BTC,8.146e-05,8.146e-05,7.581e-05,7.661e-05,0.041801031886755005,545.6341455
1660694400000,2022-08-17 00:00:00,ANT/BTC,8.433e-05,8.433e-05,8.131e-05,8.209e-05,0.0128504637940267,156.54115963
1660608000000,2022-08-16 00:00:00,ANT/BTC,8.4e-05,8.442e-05,8.4e-05,8.442e-05,0.0045986066230356,54.47295218000001
1660521600000,2022-08-15 00:00:00,ANT/BTC,8.158e-05,8.337e-05,8.158e-05,8.337e-05,0.0594673260314763,713.29406299
1660435200000,2022-08-14 00:00:00,ANT/BTC,8.563e-05,8.601e-05,8.254e-05,8.27e-05,0.017325841614246003,209.50231698000002
1660348800000,2022-08-13 00:00:00,ANT/BTC,8.761e-05,8.761e-05,8.577e-05,8.577e-05,0.0064146392407962004,74.78884506
1660262400000,2022-08-12 00:00:00,ANT/BTC,8.961e-05,8.961e-05,8.961e-05,8.961e-05,0.0002147725121115,2.39674715
1660176000000,2022-08-11 00:00:00,ANT/BTC,9.2e-05,9.2e-05,8.88e-05,8.88e-05,0.0029093535120000005,32.76299
1660089600000,2022-08-10 00:00:00,ANT/BTC,9.524e-05,9.95e-05,9.263e-05,9.263e-05,0.06292961628967529,679.36539231
1660003200000,2022-08-09 00:00:00,ANT/BTC,8.919e-05,9.567e-05,8.874e-05,9.119e-05,0.3721245630333462,4080.76064298
1659916800000,2022-08-08 00:00:00,ANT/BTC,8.846e-05,8.846e-05,8.796e-05,8.796e-05,0.01801720998684,204.834129
1659830400000,2022-08-07 00:00:00,ANT/BTC,8.792e-05,9.251e-05,8.643e-05,8.975e-05,0.021012089602500002,234.11799000000002
1659744000000,2022-08-06 00:00:00,ANT/BTC,8.854e-05,8.898e-05,8.774e-05,8.774e-05,0.020547204195185798,234.18286067
1659657600000,2022-08-05 00:00:00,ANT/BTC,8.683e-05,8.744e-05,8.616e-05,8.718e-05,0.0253144497459084,290.36992138
1659571200000,2022-08-04 00:00:00,ANT/BTC,8.441e-05,8.663e-05,8.441e-05,8.663e-05,0.0220896757460255,254.98875385000002
1659484800000,2022-08-03 00:00:00,ANT/BTC,8.523e-05,8.561e-05,8.506e-05,8.506e-05,0.024263281641199997,285.24902
1659398400000,2022-08-02 00:00:00,ANT/BTC,8.689e-05,8.771e-05,8.146e-05,8.733e-05,0.0508866109532667,582.69335799
1659312000000,2022-08-01 00:00:00,ANT/BTC,8.598e-05,9.514e-05,8.589e-05,8.66e-05,0.34618693091360403,3997.53961794
1659225600000,2022-07-31 00:00:00,ANT/BTC,8.365e-05,8.915e-05,8.352e-05,8.352e-05,0.09175232192359681,1098.56707284
1659139200000,2022-07-30 00:00:00,ANT/BTC,8.699e-05,8.7e-05,8.299e-05,8.299e-05,0.0788716439834507,950.37527393
1659052800000,2022-07-29 00:00:00,ANT/BTC,8.009e-05,9.508e-05,7.968e-05,8.448e-05,0.241884698085888,2863.2184905999998
1658966400000,2022-07-28 00:00:00,ANT/BTC,7.475e-05,8.054e-05,7.322e-05,7.943e-05,0.2783902856497191,3504.85063137
1658880000000,2022-07-27 00:00:00,ANT/BTC,7.531e-05,7.6e-05,7.424e-05,7.469e-05,0.050661816281183804,678.29450102
1658793600000,2022-07-26 00:00:00,ANT/BTC,7.426e-05,7.58e-05,7.426e-05,7.58e-05,0.014726076338752,194.27541344
1658707200000,2022-07-25 00:00:00,ANT/BTC,7.564e-05,7.578e-05,7.354e-05,7.45e-05,0.48037510895690494,6447.98803969
1658620800000,2022-07-24 00:00:00,ANT/BTC,7.804e-05,7.804e-05,7.571e-05,7.571e-05,0.0672757530271879,888.59797949
1658534400000,2022-07-23 00:00:00,ANT/BTC,7.7e-05,7.923e-05,7.582e-05,7.658e-05,0.0209639871748454,273.75277063
1658448000000,2022-07-22 00:00:00,ANT/BTC,7.776e-05,7.777e-05,7.429e-05,7.543e-05,0.0320372558432433,424.72830231
1658361600000,2022-07-21 00:00:00,ANT/BTC,7.599e-05,7.66e-05,7.543e-05,7.66e-05,0.021523590082620003,280.9868157
1658275200000,2022-07-20 00:00:00,ANT/BTC,8.161e-05,8.161e-05,7.56e-05,7.56e-05,0.054386514816984,719.3983441400001
1658188800000,2022-07-19 00:00:00,ANT/BTC,8.511e-05,8.907e-05,8.1e-05,8.1e-05,0.12790187473374,1579.03549054
1658102400000,2022-07-18 00:00:00,ANT/BTC,8.257e-05,8.618e-05,8.074e-05,8.499e-05,0.0969235304370033,1140.41099467
1658016000000,2022-07-17 00:00:00,ANT/BTC,8.384e-05,8.384e-05,8.061e-05,8.332e-05,0.050645347481008005,607.8414244
1657929600000,2022-07-16 00:00:00,ANT/BTC,8.397e-05,8.616e-05,8.278e-05,8.387e-05,0.25998944441589045,3099.9099131499997
1657843200000,2022-07-15 00:00:00,ANT/BTC,7.907e-05,8.523e-05,7.876e-05,8.379e-05,0.07627388842692359,910.29822684
1657756800000,2022-07-14 00:00:00,ANT/BTC,7.932e-05,7.985e-05,7.9e-05,7.975e-05,0.02447518702937,306.89889691999997
1657670400000,2022-07-13 00:00:00,ANT/BTC,7.841e-05,8.008e-05,7.701e-05,7.873e-05,0.1022618433808749,1298.89296813
1657584000000,2022-07-12 00:00:00,ANT/BTC,7.816e-05,8.001e-05,7.816e-05,8.001e-05,0.35522785893982595,4439.79326259
1657497600000,2022-07-11 00:00:00,ANT/BTC,8.154e-05,8.154e-05,7.814e-05,7.814e-05,0.0224542661485366,287.35943369
1657411200000,2022-07-10 00:00:00,ANT/BTC,8.068e-05,8.068e-05,7.981e-05,8.018e-05,0.0410107124235102,511.48306838999997
1657324800000,2022-07-09 00:00:00,ANT/BTC,8.386e-05,8.386e-05,7.969e-05,7.969e-05,0.015031220515330502,188.62116345
1657238400000,2022-07-08 00:00:00,ANT/BTC,7.848e-05,8.19e-05,7.745e-05,8.188e-05,0.0651495451908016,795.67104532
1657152000000,2022-07-07 00:00:00,ANT/BTC,8.271e-05,8.419e-05,7.78e-05,7.78e-05,0.012806923443486,164.61341187
1657065600000,2022-07-06 00:00:00,ANT/BTC,8.617e-05,8.9e-05,8.195e-05,8.195e-05,0.08727254845546051,1064.94873039
1656979200000,2022-07-05 00:00:00,ANT/BTC,8.054e-05,8.602e-05,8.054e-05,8.411e-05,0.0497759792954346,591.79621086
1656892800000,2022-07-04 00:00:00,ANT/BTC,8.2e-05,8.425e-05,8.074e-05,8.092e-05,0.0305625170310852,377.68805031
1656806400000,2022-07-03 00:00:00,ANT/BTC,8.023e-05,8.107e-05,7.899e-05,8.107e-05,0.1267640664833697,1563.63718371
1656720000000,2022-07-02 00:00:00,ANT/BTC,7.9e-05,8.081e-05,7.804e-05,8.081e-05,0.0475462887821866,588.37134986
1656633600000,2022-07-01 00:00:00,ANT/BTC,7.52e-05,7.894e-05,7.52e-05,7.894e-05,0.0055039367649696,69.72303984
1656547200000,2022-06-30 00:00:00,ANT/BTC,7.7e-05,7.82e-05,7.521e-05,7.82e-05,0.013812605049765999,176.63177813
1656460800000,2022-06-29 00:00:00,ANT/BTC,8.026e-05,8.026e-05,7.797e-05,7.911e-05,0.0229026362015367,289.50368097
1656374400000,2022-06-28 00:00:00,ANT/BTC,7.9e-05,8.01e-05,7.745e-05,7.833e-05,0.049954199649417004,637.7403249
1656288000000,2022-06-27 00:00:00,ANT/BTC,8.17e-05,8.17e-05,8e-05,8e-05,0.0210858256,263.57282
1656201600000,2022-06-26 00:00:00,ANT/BTC,8.7e-05,8.832e-05,8.111e-05,8.111e-05,0.0492377781244601,607.04941591
1656115200000,2022-06-25 00:00:00,ANT/BTC,9.13e-05,9.13e-05,8.624e-05,8.653e-05,0.03305147056156,381.965452
1656028800000,2022-06-24 00:00:00,ANT/BTC,8.427e-05,9.252e-05,8.423e-05,9.062e-05,0.0700199453506992,772.67651016
1655942400000,2022-06-23 00:00:00,ANT/BTC,8.479e-05,8.629e-05,8.47e-05,8.616e-05,0.030371730979332,352.50384145
1655856000000,2022-06-22 00:00:00,ANT/BTC,7.91e-05,8.493e-05,7.91e-05,8.477e-05,0.18163842903765579,2142.7206445399997
1655769600000,2022-06-21 00:00:00,ANT/BTC,7.743e-05,8.183e-05,7.743e-05,8.054e-05,0.1197702140609192,1487.08981948
1655683200000,2022-06-20 00:00:00,ANT/BTC,8.18e-05,8.18e-05,7.604e-05,7.604e-05,0.0243559458057148,320.30438987
1655596800000,2022-06-19 00:00:00,ANT/BTC,8.126e-05,8.958e-05,8.126e-05,8.197e-05,0.2219105654387706,2707.21685298
1655510400000,2022-06-18 00:00:00,ANT/BTC,7.762e-05,8.298e-05,7.375e-05,8.22e-05,0.40569990333154804,4935.52193834
1655424000000,2022-06-17 00:00:00,ANT/BTC,8.073e-05,8.149e-05,7.519e-05,7.696e-05,0.21211033636006238,2756.11143919
1655337600000,2022-06-16 00:00:00,ANT/BTC,9.032e-05,0.00010211,7.81e-05,7.81e-05,0.351791257876586,4504.36949906
1655251200000,2022-06-15 00:00:00,ANT/BTC,5.925e-05,0.000105,5.925e-05,8.868e-05,0.9286719019565797,10472.16849297
1655164800000,2022-06-14 00:00:00,ANT/BTC,5.83e-05,6.1e-05,5.725e-05,5.927e-05,0.065445195383187,1104.1875381
1655078400000,2022-06-13 00:00:00,ANT/BTC,5.117e-05,5.873e-05,5.048e-05,5.867e-05,0.3459813138158974,5897.07369722
