https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NAKA,Volume USDT
1653177600,2022-05-22 00:00:00,NAKA/USDT,0.1437,0.145,0.1295,0.1342,3379875.94688854,457711.682995174411
1653091200,2022-05-21 00:00:00,NAKA/USDT,0.138,0.1446,0.1232,0.1437,3492037.61548795,459735.223129538102
1653004800,2022-05-20 00:00:00,NAKA/USDT,0.124,0.1593,0.1196,0.1382,5446641.96029959,720976.779648358783
1652918400,2022-05-19 00:00:00,NAKA/USDT,0.1107,0.1373,0.1083,0.1238,4045304.22989577,494205.932025540779
1652832000,2022-05-18 00:00:00,NAKA/USDT,0.1415,0.1476,0.108,0.1104,4381796.57602824,555838.59125980526
1652745600,2022-05-17 00:00:00,NAKA/USDT,0.1578,0.1675,0.129,0.1418,5703922.38054005,846116.936771591015
1652659200,2022-05-16 00:00:00,NAKA/USDT,0.132,0.165,0.1192,0.1577,5218721.33813212,698341.040492026182
1652572800,2022-05-15 00:00:00,NAKA/USDT,0.121,0.14,0.1134,0.1323,4637524.53265424,587612.652734035915
1652486400,2022-05-14 00:00:00,NAKA/USDT,0.1017,0.1255,0.087,0.1207,5755693.95475666,606210.987550656158
1652400000,2022-05-13 00:00:00,NAKA/USDT,0.0786,0.14,0.0756,0.1018,7793086.63565071,877666.576471191678
1652313600,2022-05-12 00:00:00,NAKA/USDT,0.1056,0.1088,0.0543,0.0785,7799201.54848264,569083.631107662796
1652227200,2022-05-11 00:00:00,NAKA/USDT,0.1772,0.1865,0.1,0.1056,7582323.99445346,932875.5094906991
1652140800,2022-05-10 00:00:00,NAKA/USDT,0.1702,0.2165,0.1557,0.177,3300330.23427646,608998.779367262779
1652054400,2022-05-09 00:00:00,NAKA/USDT,0.2081,0.2112,0.17,0.1702,3961964.90116972,742472.936962057552
1651968000,2022-05-08 00:00:00,NAKA/USDT,0.2162,0.2175,0.2028,0.2084,1513850.44468559,317570.427993798624
1651881600,2022-05-07 00:00:00,NAKA/USDT,0.2154,0.2402,0.2114,0.2165,1751707.72412378,386965.442698414761
1651795200,2022-05-06 00:00:00,NAKA/USDT,0.2244,0.2324,0.2114,0.2157,1348971.17914693,299050.891651012752
1651708800,2022-05-05 00:00:00,NAKA/USDT,0.2478,0.2789,0.2142,0.2243,3106037.85223809,765580.206418312941
1651622400,2022-05-04 00:00:00,NAKA/USDT,0.2182,0.2615,0.2171,0.2478,2388446.71090259,576315.341518950497
1651536000,2022-05-03 00:00:00,NAKA/USDT,0.2214,0.2289,0.213,0.2186,1727507.69661426,380719.214403880871
1651449600,2022-05-02 00:00:00,NAKA/USDT,0.2276,0.2496,0.209,0.2208,2380758.33637213,549711.609766844251
1651363200,2022-05-01 00:00:00,NAKA/USDT,0.2026,0.231,0.2,0.2277,2612727.72515496,562832.031888091021
1651276800,2022-04-30 00:00:00,NAKA/USDT,0.2187,0.2219,0.2,0.2015,2137626.84282976,447922.510558667873
1651190400,2022-04-29 00:00:00,NAKA/USDT,0.2487,0.2509,0.2138,0.2189,2809165.11547255,649014.037524444704
1651104000,2022-04-28 00:00:00,NAKA/USDT,0.2527,0.2749,0.2461,0.249,2157924.64282245,557727.058739305565
1651017600,2022-04-27 00:00:00,NAKA/USDT,0.2643,0.286,0.2418,0.253,2743782.42163912,713305.552403821527
1650931200,2022-04-26 00:00:00,NAKA/USDT,0.3137,0.3267,0.2511,0.2646,3896442.60068416,1126393.126943491328
1650844800,2022-04-25 00:00:00,NAKA/USDT,0.3264,0.3335,0.2914,0.3147,3627688.5702946,1117541.81326928047
1650758400,2022-04-24 00:00:00,NAKA/USDT,0.3467,0.3557,0.32,0.3265,2369612.16258777,805407.743820999472
1650672000,2022-04-23 00:00:00,NAKA/USDT,0.3598,0.3737,0.3444,0.3471,3111376.25427758,1108630.749331638084
1650585600,2022-04-22 00:00:00,NAKA/USDT,0.3652,0.3848,0.3366,0.3596,3745408.84594382,1353022.660984204924
1650499200,2022-04-21 00:00:00,NAKA/USDT,0.3828,0.4167,0.3611,0.3653,3536754.95384518,1372744.753169105115
1650412800,2022-04-20 00:00:00,NAKA/USDT,0.3976,0.413,0.3703,0.3835,4011679.50279916,1567989.014207432396
1650326400,2022-04-19 00:00:00,NAKA/USDT,0.3923,0.4124,0.3825,0.3979,2798515.59300282,1108074.501275247496
1650240000,2022-04-18 00:00:00,NAKA/USDT,0.3719,0.396,0.3571,0.3922,3311182.19494784,1238809.959148840445
1650153600,2022-04-17 00:00:00,NAKA/USDT,0.3993,0.4047,0.3574,0.37,2970317.17753584,1160843.764198361333
1650067200,2022-04-16 00:00:00,NAKA/USDT,0.4043,0.4143,0.3909,0.3996,4290440.28689807,1727829.21824273204
1649980800,2022-04-15 00:00:00,NAKA/USDT,0.4158,0.4208,0.399,0.4043,5301236.05875583,2161719.173696066536
1649894400,2022-04-14 00:00:00,NAKA/USDT,0.448,0.4538,0.3991,0.4158,4983036.22752203,2133489.863580359433
1649808000,2022-04-13 00:00:00,NAKA/USDT,0.4129,0.4565,0.4008,0.4479,5145702.79058934,2207647.777847171632
1649721600,2022-04-12 00:00:00,NAKA/USDT,0.3848,0.4289,0.3833,0.4132,5387756.17761122,2198604.672535107694
1649635200,2022-04-11 00:00:00,NAKA/USDT,0.4398,0.4414,0.3773,0.3845,5118102.49305599,2073188.140066598813
1649548800,2022-04-10 00:00:00,NAKA/USDT,0.4441,0.4798,0.4281,0.4399,5314720.39862235,2387447.074480125831
1649462400,2022-04-09 00:00:00,NAKA/USDT,0.428,0.4602,0.4242,0.4441,4750745.96191907,2093503.297541127722
1649376000,2022-04-08 00:00:00,NAKA/USDT,0.4695,0.4749,0.4232,0.4279,5207249.95441584,2338396.140545833937
1649289600,2022-04-07 00:00:00,NAKA/USDT,0.4374,0.4813,0.432,0.4698,4931019.47464192,2204222.370266789974
1649203200,2022-04-06 00:00:00,NAKA/USDT,0.5262,0.5317,0.4348,0.4367,5247880.22972274,2583123.340415831067
1649116800,2022-04-05 00:00:00,NAKA/USDT,0.5725,0.5848,0.5249,0.5284,4558540.55679404,2519303.94392054012
1649030400,2022-04-04 00:00:00,NAKA/USDT,0.5984,0.5987,0.5071,0.5738,6146322.69661827,3411367.631393890918
1648944000,2022-04-03 00:00:00,NAKA/USDT,0.6145,0.6186,0.573,0.5992,3963908.68219593,2350569.904060347133
1648857600,2022-04-02 00:00:00,NAKA/USDT,0.6436,0.68,0.6,0.6141,4537710.58606263,2910014.045197006907
1648771200,2022-04-01 00:00:00,NAKA/USDT,0.5846,0.6773,0.5654,0.6436,4656911.60169166,2895398.278881514965
1648684800,2022-03-31 00:00:00,NAKA/USDT,0.5987,0.677,0.55,0.5827,6932333.29080291,4225911.159436975294
1648598400,2022-03-30 00:00:00,NAKA/USDT,0.5936,0.6436,0.5464,0.5986,6258207.23101268,3728897.195299955266
1648512000,2022-03-29 00:00:00,NAKA/USDT,0.5048,0.64,0.504,0.594,7484331.63273669,4269247.800957470394
1648425600,2022-03-28 00:00:00,NAKA/USDT,0.5141,0.5682,0.5046,0.5048,6346513.02448533,3428051.830489460976
1648339200,2022-03-27 00:00:00,NAKA/USDT,0.4448,0.538,0.4448,0.5139,9365845.59255052,4673069.837862699199
1648252800,2022-03-26 00:00:00,NAKA/USDT,0.4203,0.4466,0.4132,0.4455,4862796.19734965,2105785.065982701489
1648166400,2022-03-25 00:00:00,NAKA/USDT,0.4338,0.459,0.41,0.4204,5257287.79194506,2270706.703106944949
1648080000,2022-03-24 00:00:00,NAKA/USDT,0.4726,0.4905,0.4268,0.4337,6174946.15558802,2801205.305248903983
1647993600,2022-03-23 00:00:00,NAKA/USDT,0.4069,0.485,0.3969,0.4731,6250606.63551501,2601696.670367132169
1647907200,2022-03-22 00:00:00,NAKA/USDT,0.4099,0.4321,0.3951,0.4064,4165628.00967276,1733680.119084267696
1647820800,2022-03-21 00:00:00,NAKA/USDT,0.4044,0.4268,0.3921,0.41,4014235.16421519,1639815.455233540767
1647734400,2022-03-20 00:00:00,NAKA/USDT,0.4444,0.4466,0.392,0.4042,4287911.66625859,1773721.29119508815
1647648000,2022-03-19 00:00:00,NAKA/USDT,0.455,0.475,0.4285,0.4445,4933714.49708458,2212002.281647661928
1647561600,2022-03-18 00:00:00,NAKA/USDT,0.4234,0.4799,0.3901,0.4549,6682237.96364816,2858223.034951530867
1647475200,2022-03-17 00:00:00,NAKA/USDT,0.3841,0.4465,0.377,0.4235,6426671.21982453,2687565.719902635574
1647388800,2022-03-16 00:00:00,NAKA/USDT,0.3735,0.3968,0.3639,0.3835,3999483.18272976,1499394.563323549673
1647302400,2022-03-15 00:00:00,NAKA/USDT,0.3874,0.3933,0.3561,0.3734,4456042.07276124,1666269.969540406879
1647216000,2022-03-14 00:00:00,NAKA/USDT,0.3648,0.3907,0.3602,0.3874,4551120.36448854,1696274.175323441371
1647129600,2022-03-13 00:00:00,NAKA/USDT,0.3898,0.4136,0.3562,0.364,4777875.42776709,1873112.1875710333
1647043200,2022-03-12 00:00:00,NAKA/USDT,0.3925,0.4231,0.3858,0.3897,4308995.03372915,1730731.892329358375
1646956800,2022-03-11 00:00:00,NAKA/USDT,0.4112,0.4239,0.3856,0.3924,5653722.48955108,2269964.8055454081
1646870400,2022-03-10 00:00:00,NAKA/USDT,0.4286,0.4595,0.4016,0.4126,5344225.33492605,2244351.73788373985
1646784000,2022-03-09 00:00:00,NAKA/USDT,0.4044,0.477,0.4018,0.4297,6013045.53595803,2647639.049685864003
1646697600,2022-03-08 00:00:00,NAKA/USDT,0.4078,0.4286,0.3958,0.4042,4231697.60083847,1741640.388780304398
1646611200,2022-03-07 00:00:00,NAKA/USDT,0.4181,0.439,0.3897,0.4075,5387208.51382798,2225217.715818046865
1646524800,2022-03-06 00:00:00,NAKA/USDT,0.4556,0.4588,0.4126,0.418,4474646.41884319,1962410.946188230245
1646438400,2022-03-05 00:00:00,NAKA/USDT,0.4379,0.4844,0.4236,0.4561,4735702.85290152,2181357.20130271586
1646352000,2022-03-04 00:00:00,NAKA/USDT,0.4725,0.4779,0.4253,0.438,5291874.11881968,2378105.238099229156
1646265600,2022-03-03 00:00:00,NAKA/USDT,0.5028,0.522,0.459,0.4722,4307427.73508596,2098836.993164408195
1646179200,2022-03-02 00:00:00,NAKA/USDT,0.5399,0.5531,0.48,0.5029,5872399.67337281,3019534.250553423139
1646092800,2022-03-01 00:00:00,NAKA/USDT,0.5052,0.57,0.4865,0.5394,7402328.99513634,3849265.772294003461
1646006400,2022-02-28 00:00:00,NAKA/USDT,0.4117,0.5524,0.4023,0.504,5773533.73914971,2594283.567008582763
1645920000,2022-02-27 00:00:00,NAKA/USDT,0.4275,0.4705,0.3997,0.4116,5020323.5916511,2143866.798314223886
1645833600,2022-02-26 00:00:00,NAKA/USDT,0.4192,0.4881,0.4176,0.4281,4995032.62682751,2270981.000563301923
1645747200,2022-02-25 00:00:00,NAKA/USDT,0.3922,0.4386,0.39,0.419,4987386.90264755,2054345.711643029721
1645660800,2022-02-24 00:00:00,NAKA/USDT,0.4306,0.44,0.3261,0.3935,6313691.90565822,2381214.22895400813
1645574400,2022-02-23 00:00:00,NAKA/USDT,0.4529,0.4921,0.4203,0.4331,4561016.5710038,2066734.486925432178
1645488000,2022-02-22 00:00:00,NAKA/USDT,0.4304,0.4784,0.4195,0.453,3870292.39118099,1708158.03282048282
1645401600,2022-02-21 00:00:00,NAKA/USDT,0.4589,0.5458,0.41,0.4311,6397229.87114678,3071738.032243869808
1645315200,2022-02-20 00:00:00,NAKA/USDT,0.4818,0.485,0.42,0.4602,4433872.17494334,1976896.21953598508
1645228800,2022-02-19 00:00:00,NAKA/USDT,0.5201,0.552,0.4648,0.4814,4358092.59307092,2193775.511780729332
1645142400,2022-02-18 00:00:00,NAKA/USDT,0.5402,0.5886,0.52,0.5205,4133207.42565,2269845.190785087943
1645056000,2022-02-17 00:00:00,NAKA/USDT,0.625,0.6568,0.5244,0.5382,5829209.8288387,3435585.822339931922
1644969600,2022-02-16 00:00:00,NAKA/USDT,0.638,0.72,0.5903,0.625,5745918.6720646,3752830.167726537848
1644883200,2022-02-15 00:00:00,NAKA/USDT,0.5449,0.66,0.5437,0.6393,6575038.47731409,4052400.926765190559
1644796800,2022-02-14 00:00:00,NAKA/USDT,0.5643,0.5783,0.5114,0.545,3684165.07461249,2001573.185463645939
1644710400,2022-02-13 00:00:00,NAKA/USDT,0.6016,0.6422,0.5237,0.5644,3805884.05218566,2255273.206427324759
1644624000,2022-02-12 00:00:00,NAKA/USDT,0.635,0.649,0.5702,0.6015,3721508.08269798,2250505.873037878612
1644537600,2022-02-11 00:00:00,NAKA/USDT,0.6635,0.714,0.5738,0.6358,4544543.40535906,2971723.930805339515
1644451200,2022-02-10 00:00:00,NAKA/USDT,0.82,0.8389,0.6551,0.6635,5499860.81490135,4125823.73202622528
1644364800,2022-02-09 00:00:00,NAKA/USDT,0.8549,0.87,0.7139,0.8202,6295585.74163556,5107996.977228023682
