https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NAKA,Volume USDT
1663459200,2022-09-18 00:00:00,NAKA/USDT,0.0665,0.0669,0.0661,0.0667,5030.6148,334.82298668
1663372800,2022-09-17 00:00:00,NAKA/USDT,0.0645,0.0693,0.063,0.0666,718512.7357,47795.82083265
1663286400,2022-09-16 00:00:00,NAKA/USDT,0.0664,0.0675,0.0618,0.0646,1314476.4848,84085.53909275
1663200000,2022-09-15 00:00:00,NAKA/USDT,0.0607,0.0727,0.0606,0.0665,6598085.0852,449298.59242258
1663113600,2022-09-14 00:00:00,NAKA/USDT,0.0595,0.0633,0.0583,0.0607,993859.3296,60358.06050184
1663027200,2022-09-13 00:00:00,NAKA/USDT,0.0667,0.0678,0.058,0.0594,1323620.5697311,81704.6856552438
1662940800,2022-09-12 00:00:00,NAKA/USDT,0.0648,0.0708,0.064,0.0667,1273766.03973806,85992.677344402782
1662854400,2022-09-11 00:00:00,NAKA/USDT,0.0658,0.067,0.0627,0.0645,871583.28435332,56345.796763138476
1662768000,2022-09-10 00:00:00,NAKA/USDT,0.0637,0.0677,0.063,0.0658,1172759.9055,76841.27492898
1662681600,2022-09-09 00:00:00,NAKA/USDT,0.0598,0.0638,0.0594,0.0636,1330838.8265,82943.68959832
1662595200,2022-09-08 00:00:00,NAKA/USDT,0.0621,0.0629,0.058,0.0599,691705.8997,41506.37608872
1662508800,2022-09-07 00:00:00,NAKA/USDT,0.0593,0.0638,0.0592,0.0621,1329794.9703,81497.4201053
1662422400,2022-09-06 00:00:00,NAKA/USDT,0.0561,0.0627,0.0557,0.0592,2251789.1362,132290.96335203
1662336000,2022-09-05 00:00:00,NAKA/USDT,0.0561,0.0578,0.055,0.0559,974756.9248,54662.18859695
1662249600,2022-09-04 00:00:00,NAKA/USDT,0.0571,0.0589,0.0554,0.0562,700744.4364,40014.49455434
1662163200,2022-09-03 00:00:00,NAKA/USDT,0.057,0.06,0.0555,0.0572,704249.4399,40440.92962453
1662076800,2022-09-02 00:00:00,NAKA/USDT,0.0581,0.0584,0.0563,0.057,817138.2096,47110.92227717
1661990400,2022-09-01 00:00:00,NAKA/USDT,0.0596,0.0596,0.0552,0.058,1265035.2963,72452.79098
1661904000,2022-08-31 00:00:00,NAKA/USDT,0.0625,0.0631,0.0585,0.0595,1150823.60530498,69207.748720475886
1661817600,2022-08-30 00:00:00,NAKA/USDT,0.0636,0.0665,0.0605,0.0625,1083408.41144408,68930.553669045139
1661731200,2022-08-29 00:00:00,NAKA/USDT,0.0622,0.0672,0.0607,0.0637,1378910.31748079,86545.921490478592
1661644800,2022-08-28 00:00:00,NAKA/USDT,0.0637,0.0667,0.0616,0.0619,652998.26900847,42233.524202548882
1661558400,2022-08-27 00:00:00,NAKA/USDT,0.0632,0.066,0.0632,0.0639,959559.8441046,61944.749665040031
1661472000,2022-08-26 00:00:00,NAKA/USDT,0.069,0.0728,0.0625,0.0634,1064212.78500689,71276.413911450155
1661385600,2022-08-25 00:00:00,NAKA/USDT,0.0677,0.075,0.0673,0.0691,1660198.41636651,117488.59452749824
1661299200,2022-08-24 00:00:00,NAKA/USDT,0.0681,0.0699,0.0662,0.0676,996860.67411519,68039.234153413686
1661212800,2022-08-23 00:00:00,NAKA/USDT,0.0684,0.0699,0.0661,0.0678,1176106.05409934,79393.102271968069
1661126400,2022-08-22 00:00:00,NAKA/USDT,0.0696,0.07,0.0656,0.0685,1514096.67070759,102844.34299326227
1661040000,2022-08-21 00:00:00,NAKA/USDT,0.0658,0.071,0.0652,0.0696,770611.1242385,52782.341936040502
1660953600,2022-08-20 00:00:00,NAKA/USDT,0.0616,0.0701,0.0616,0.0659,1879594.93526606,123330.290151131888
1660867200,2022-08-19 00:00:00,NAKA/USDT,0.074,0.074,0.0605,0.0618,3731043.88328405,247534.302454088916
1660780800,2022-08-18 00:00:00,NAKA/USDT,0.0794,0.081,0.0701,0.0738,2389777.85628992,181026.993901654377
1660694400,2022-08-17 00:00:00,NAKA/USDT,0.0812,0.0834,0.0775,0.0793,1346595.85869243,107676.132614457435
1660608000,2022-08-16 00:00:00,NAKA/USDT,0.0834,0.0853,0.0803,0.0811,965960.73341219,79619.018832021868
1660521600,2022-08-15 00:00:00,NAKA/USDT,0.0855,0.0896,0.0825,0.0835,1898905.07527729,160980.208880080937
1660435200,2022-08-14 00:00:00,NAKA/USDT,0.0917,0.0925,0.0832,0.0854,2100463.97197078,184801.456283591702
1660348800,2022-08-13 00:00:00,NAKA/USDT,0.0916,0.093,0.0891,0.0916,1180018.21064137,107615.722280213039
1660262400,2022-08-12 00:00:00,NAKA/USDT,0.0916,0.0929,0.0884,0.0919,890538.95212314,80699.482521022214
1660176000,2022-08-11 00:00:00,NAKA/USDT,0.0918,0.0949,0.0902,0.0916,1288485.01412254,119139.148672094678
1660089600,2022-08-10 00:00:00,NAKA/USDT,0.0885,0.0935,0.086,0.0919,1507912.15568671,135481.650915627279
1660003200,2022-08-09 00:00:00,NAKA/USDT,0.0896,0.0935,0.0853,0.0881,1836173.44365715,163863.281723817084
1659916800,2022-08-08 00:00:00,NAKA/USDT,0.0892,0.0943,0.0875,0.0896,1759220.36542551,159080.023903504965
1659830400,2022-08-07 00:00:00,NAKA/USDT,0.0874,0.0901,0.0866,0.0893,847844.72393785,75020.266074450528
1659744000,2022-08-06 00:00:00,NAKA/USDT,0.0903,0.097,0.0865,0.0869,2661717.45529362,245250.442759299612
1659657600,2022-08-05 00:00:00,NAKA/USDT,0.0854,0.091,0.0839,0.0907,1451487.15693302,126574.988486470671
1659571200,2022-08-04 00:00:00,NAKA/USDT,0.0859,0.0886,0.0848,0.0854,728982.36480014,63189.469885104189
1659484800,2022-08-03 00:00:00,NAKA/USDT,0.0855,0.0892,0.0839,0.0861,1132012.02980079,98045.691003409985
1659398400,2022-08-02 00:00:00,NAKA/USDT,0.0858,0.09,0.0835,0.0857,1078831.91393674,93504.736686317334
1659312000,2022-08-01 00:00:00,NAKA/USDT,0.0883,0.0921,0.0832,0.0858,1501454.66868916,130796.33685430786
1659225600,2022-07-31 00:00:00,NAKA/USDT,0.0892,0.0943,0.0882,0.0884,1043119.42162032,94681.733297756166
1659139200,2022-07-30 00:00:00,NAKA/USDT,0.0884,0.098,0.0867,0.0893,1941061.80284142,179384.002368440172
1659052800,2022-07-29 00:00:00,NAKA/USDT,0.0844,0.0937,0.0831,0.0887,2256187.55933081,198625.125808493676
1658966400,2022-07-28 00:00:00,NAKA/USDT,0.0823,0.0887,0.0802,0.0846,1608203.38508943,134496.626624281538
1658880000,2022-07-27 00:00:00,NAKA/USDT,0.0788,0.0845,0.078,0.0823,1241348.81243981,100142.611255297116
1658793600,2022-07-26 00:00:00,NAKA/USDT,0.0819,0.0819,0.0756,0.0788,1218314.91674797,94889.285760684075
1658707200,2022-07-25 00:00:00,NAKA/USDT,0.0866,0.0879,0.08,0.0816,1898927.65913255,159019.081505210835
1658620800,2022-07-24 00:00:00,NAKA/USDT,0.0859,0.089,0.0847,0.0864,667194.13436727,57936.006066634772
1658534400,2022-07-23 00:00:00,NAKA/USDT,0.0847,0.092,0.0844,0.0859,1159224.23301039,101625.616338926485
1658448000,2022-07-22 00:00:00,NAKA/USDT,0.0903,0.092,0.0837,0.0847,1957748.08269065,172244.82243246925
1658361600,2022-07-21 00:00:00,NAKA/USDT,0.0886,0.0915,0.082,0.0904,2447507.26916437,209806.189945865105
1658275200,2022-07-20 00:00:00,NAKA/USDT,0.0958,0.096,0.0853,0.0886,2391003.34030973,218469.770032856006
1658188800,2022-07-19 00:00:00,NAKA/USDT,0.0883,0.0994,0.085,0.0953,4050743.49265893,368643.084873514396
1658102400,2022-07-18 00:00:00,NAKA/USDT,0.0856,0.0916,0.085,0.0882,2018128.17312763,178047.092929227108
1658016000,2022-07-17 00:00:00,NAKA/USDT,0.0913,0.092,0.085,0.0857,1329847.13021467,117282.456232121613
1657929600,2022-07-16 00:00:00,NAKA/USDT,0.0865,0.0948,0.0842,0.091,1169581.81171695,103532.058774773457
1657843200,2022-07-15 00:00:00,NAKA/USDT,0.0863,0.0959,0.085,0.0863,1259537.09720207,111202.515828842806
1657756800,2022-07-14 00:00:00,NAKA/USDT,0.0864,0.0899,0.0809,0.0862,1450594.69169737,123682.21338981172
1657670400,2022-07-13 00:00:00,NAKA/USDT,0.0826,0.0876,0.078,0.0863,1594413.27167143,132344.436229198277
1657584000,2022-07-12 00:00:00,NAKA/USDT,0.0852,0.088,0.0821,0.0822,1189849.74543412,101257.806186089262
1657497600,2022-07-11 00:00:00,NAKA/USDT,0.0925,0.0927,0.0833,0.0852,1342801.96732874,118562.15210078425
1657411200,2022-07-10 00:00:00,NAKA/USDT,0.0933,0.0937,0.089,0.0923,1369090.37754526,124410.164286861446
1657324800,2022-07-09 00:00:00,NAKA/USDT,0.0958,0.098,0.0931,0.0932,1321727.00580946,125993.190691140442
1657238400,2022-07-08 00:00:00,NAKA/USDT,0.1008,0.1047,0.0931,0.0957,2075050.92583741,201778.702386624098
1657152000,2022-07-07 00:00:00,NAKA/USDT,0.0992,0.114,0.092,0.1008,3959827.08474714,393642.348952771582
1657065600,2022-07-06 00:00:00,NAKA/USDT,0.0906,0.1051,0.0872,0.0991,5752453.92427141,539874.409752345935
1656979200,2022-07-05 00:00:00,NAKA/USDT,0.0867,0.096,0.0822,0.0904,3792439.27414645,336690.431280758042
1656892800,2022-07-04 00:00:00,NAKA/USDT,0.0904,0.094,0.0843,0.0868,2709268.90346997,239641.386998394932
1656806400,2022-07-03 00:00:00,NAKA/USDT,0.0862,0.0941,0.0841,0.0906,1748194.03335375,154171.938160609556
1656720000,2022-07-02 00:00:00,NAKA/USDT,0.0884,0.0904,0.0836,0.086,1800154.14623233,156578.145694436585
1656633600,2022-07-01 00:00:00,NAKA/USDT,0.0961,0.1051,0.0873,0.0887,3224696.70378504,301474.112440299856
1656547200,2022-06-30 00:00:00,NAKA/USDT,0.091,0.0984,0.0862,0.0962,3258817.42937962,298237.973780866122
1656460800,2022-06-29 00:00:00,NAKA/USDT,0.1015,0.1164,0.0887,0.0914,6593432.91556055,684400.522502511525
1656374400,2022-06-28 00:00:00,NAKA/USDT,0.0975,0.142,0.0974,0.1012,13983963.62959673,1627192.451769643445
1656288000,2022-06-27 00:00:00,NAKA/USDT,0.079,0.106,0.077,0.0981,6452395.06065368,595633.245255516209
1656201600,2022-06-26 00:00:00,NAKA/USDT,0.0908,0.102,0.0784,0.0788,3796567.29203569,336032.074493674356
1656115200,2022-06-25 00:00:00,NAKA/USDT,0.0788,0.0916,0.0779,0.091,2815468.10188145,242003.528722771729
1656028800,2022-06-24 00:00:00,NAKA/USDT,0.0771,0.085,0.0751,0.0791,2595763.69181442,205667.450429727596
1655942400,2022-06-23 00:00:00,NAKA/USDT,0.0722,0.0775,0.0715,0.0772,1584478.07695943,118163.313331789203
1655856000,2022-06-22 00:00:00,NAKA/USDT,0.0756,0.0764,0.0704,0.0726,1763006.66771652,128940.566167802305
1655769600,2022-06-21 00:00:00,NAKA/USDT,0.0747,0.0823,0.0736,0.0752,2324739.58125608,180982.049438683183
1655683200,2022-06-20 00:00:00,NAKA/USDT,0.0783,0.0805,0.0722,0.0748,2112351.7960456,160173.086207719008
1655596800,2022-06-19 00:00:00,NAKA/USDT,0.0692,0.0832,0.0677,0.0782,2342036.54841975,178012.073898253288
1655510400,2022-06-18 00:00:00,NAKA/USDT,0.0795,0.0808,0.0661,0.0691,2131125.9178376,157106.265969105396
1655424000,2022-06-17 00:00:00,NAKA/USDT,0.081,0.0851,0.0787,0.08,1438807.75148497,116718.95188469736
1655337600,2022-06-16 00:00:00,NAKA/USDT,0.0902,0.0909,0.0801,0.0817,2039766.44047945,171946.785942594732
1655251200,2022-06-15 00:00:00,NAKA/USDT,0.0892,0.0918,0.0805,0.0903,1788412.65633823,153046.940644726444
1655164800,2022-06-14 00:00:00,NAKA/USDT,0.0833,0.0912,0.079,0.0896,1365266.25883027,118297.974635666983
1655078400,2022-06-13 00:00:00,NAKA/USDT,0.0832,0.0918,0.0775,0.0833,2379339.04812387,200040.781764899561
1654992000,2022-06-12 00:00:00,NAKA/USDT,0.0883,0.0941,0.0818,0.083,1006347.43401619,88592.014566818721
1654905600,2022-06-11 00:00:00,NAKA/USDT,0.0962,0.0988,0.0839,0.0883,1003284.15542787,91243.92729437402
1654819200,2022-06-10 00:00:00,NAKA/USDT,0.1024,0.1058,0.0913,0.0965,1702922.53018391,168673.338164741301
1654732800,2022-06-09 00:00:00,NAKA/USDT,0.1024,0.1102,0.102,0.1021,1197355.88006779,126425.098598774584
1654646400,2022-06-08 00:00:00,NAKA/USDT,0.1071,0.1092,0.1016,0.1025,1037950.97229405,108096.145810721964
1654560000,2022-06-07 00:00:00,NAKA/USDT,0.1107,0.1199,0.0961,0.1072,3215489.22653143,343534.293924622134
1654473600,2022-06-06 00:00:00,NAKA/USDT,0.113,0.1352,0.1053,0.1106,4141084.26697195,486543.937397196516
1654387200,2022-06-05 00:00:00,NAKA/USDT,0.0929,0.1424,0.0927,0.1129,6475249.43471848,752324.894118350886
1654300800,2022-06-04 00:00:00,NAKA/USDT,0.0937,0.0967,0.0914,0.0932,1774434.78259344,165801.716176495498
1654214400,2022-06-03 00:00:00,NAKA/USDT,0.0952,0.0999,0.0888,0.0937,2863124.8921818,270814.378077703633
1654128000,2022-06-02 00:00:00,NAKA/USDT,0.0923,0.1034,0.0919,0.0949,3413129.21329455,330828.236396297098
1654041600,2022-06-01 00:00:00,NAKA/USDT,0.1065,0.1083,0.0872,0.0924,3760994.82919445,366722.164766889548
1653955200,2022-05-31 00:00:00,NAKA/USDT,0.113,0.1156,0.0994,0.1059,4172815.80779113,446508.925073610484
1653868800,2022-05-30 00:00:00,NAKA/USDT,0.1087,0.1189,0.1041,0.1132,3791080.87081852,421211.017839855184
1653782400,2022-05-29 00:00:00,NAKA/USDT,0.0976,0.1179,0.0963,0.1083,3703024.79781871,392275.791955321725
1653696000,2022-05-28 00:00:00,NAKA/USDT,0.0938,0.1012,0.0909,0.098,2476039.31133595,235587.533328591495
1653609600,2022-05-27 00:00:00,NAKA/USDT,0.1068,0.1078,0.0903,0.0943,3832213.96946497,378505.284665422207
1653523200,2022-05-26 00:00:00,NAKA/USDT,0.1163,0.1209,0.0962,0.1067,3780616.98839974,407894.132884733738
1653436800,2022-05-25 00:00:00,NAKA/USDT,0.1181,0.1239,0.112,0.1164,2522548.25325444,296407.846612685862
1653350400,2022-05-24 00:00:00,NAKA/USDT,0.1191,0.1258,0.1073,0.1178,3517087.18071535,412150.939656515061
1653264000,2022-05-23 00:00:00,NAKA/USDT,0.1344,0.1395,0.1162,0.1194,3765745.09772874,486055.970781445051
