https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VETBEAR,Volume USDT
1646784000000.0,2022-03-09 00:00:00,VETBEAR/USDT,6.38e-06,6.41e-06,5.1e-06,5.44e-06,43620808.823529415,237.2972
1646697600000.0,2022-03-08 00:00:00,VETBEAR/USDT,6.85e-06,6.93e-06,6.05e-06,6.38e-06,145586426.3322884,928.8414
1646611200000.0,2022-03-07 00:00:00,VETBEAR/USDT,6.08e-06,7.18e-06,5.65e-06,6.81e-06,128978120.41116007,878.341
1646524800000.0,2022-03-06 00:00:00,VETBEAR/USDT,5.32e-06,6.22e-06,5.17e-06,6.08e-06,18987532.89473684,115.4442
1646438400000.0,2022-03-05 00:00:00,VETBEAR/USDT,5.86e-06,6.12e-06,5.16e-06,5.33e-06,17810000.0,94.9273
1646352000000.0,2022-03-04 00:00:00,VETBEAR/USDT,4.52e-06,6e-06,4.38e-06,5.86e-06,13175443.686006827,77.2081
1646265600000.0,2022-03-03 00:00:00,VETBEAR/USDT,5.13e-06,5.39e-06,3.95e-06,4.52e-06,197200243.36283186,891.3451
1646179200000.0,2022-03-02 00:00:00,VETBEAR/USDT,5.15e-06,5.55e-06,4.82e-06,5.13e-06,79470116.95906432,407.6817
1646092800000.0,2022-03-01 00:00:00,VETBEAR/USDT,5.39e-06,5.63e-06,4.68e-06,5.15e-06,546430194.1747572,2814.1155
1646006400000.0,2022-02-28 00:00:00,VETBEAR/USDT,8.53e-06,9.12e-06,5.38e-06,5.39e-06,535475769.94434136,2886.2144
1645920000000.0,2022-02-27 00:00:00,VETBEAR/USDT,7.29e-06,8.97e-06,6.97e-06,8.53e-06,33566483.001172334,286.3221
1645833600000.0,2022-02-26 00:00:00,VETBEAR/USDT,7.79e-06,7.84e-06,6.9e-06,7.29e-06,100644650.20576131,733.6995
1645747200000.0,2022-02-25 00:00:00,VETBEAR/USDT,9.78e-06,1.046e-05,7.46e-06,7.79e-06,411433170.73170733,3205.0644
1645660800000.0,2022-02-24 00:00:00,VETBEAR/USDT,9.09e-06,1.29e-05,8.91e-06,9.78e-06,2561461891.6155424,25051.0973
1645574400000.0,2022-02-23 00:00:00,VETBEAR/USDT,8.31e-06,9.14e-06,6.84e-06,9.09e-06,71783883.38833883,652.5155
1645488000000.0,2022-02-22 00:00:00,VETBEAR/USDT,9.43e-06,1.024e-05,8.27e-06,8.31e-06,69672575.21058965,578.9791
1645401600000.0,2022-02-21 00:00:00,VETBEAR/USDT,7.63e-06,9.6e-06,6.52e-06,9.43e-06,119522332.97985156,1127.0956
1645315200000.0,2022-02-20 00:00:00,VETBEAR/USDT,6.48e-06,7.95e-06,6.45e-06,7.63e-06,112100602.88335517,855.3276
1645228800000.0,2022-02-19 00:00:00,VETBEAR/USDT,6.2e-06,6.78e-06,5.82e-06,6.48e-06,68837808.64197531,446.069
1645142400000.0,2022-02-18 00:00:00,VETBEAR/USDT,5.84e-06,6.32e-06,5.33e-06,6.2e-06,46063338.70967741,285.5927
1645056000000.0,2022-02-17 00:00:00,VETBEAR/USDT,4.56e-06,5.89e-06,4.37e-06,5.84e-06,35374229.45205479,206.5855
1644969600000.0,2022-02-16 00:00:00,VETBEAR/USDT,4.46e-06,4.99e-06,4.28e-06,4.55e-06,174247032.96703297,792.824
1644883200000.0,2022-02-15 00:00:00,VETBEAR/USDT,5.93e-06,6.02e-06,4.45e-06,4.46e-06,1267608363.2286997,5653.5333
1644796800000.0,2022-02-14 00:00:00,VETBEAR/USDT,5.86e-06,6.38e-06,5.59e-06,5.93e-06,323812141.6526138,1920.206
1644710400000.0,2022-02-13 00:00:00,VETBEAR/USDT,5.54e-06,6.13e-06,5.24e-06,5.86e-06,140096109.21501708,820.9632
1644624000000.0,2022-02-12 00:00:00,VETBEAR/USDT,5.39e-06,6e-06,5.07e-06,5.54e-06,45786173.285198554,253.6554
1644537600000.0,2022-02-11 00:00:00,VETBEAR/USDT,4.37e-06,5.64e-06,4.07e-06,5.37e-06,199040391.0614525,1068.8469
1644451200000.0,2022-02-10 00:00:00,VETBEAR/USDT,3.71e-06,4.4e-06,3.48e-06,4.37e-06,249281350.1144165,1089.3595
1644364800000.0,2022-02-09 00:00:00,VETBEAR/USDT,4.2e-06,4.42e-06,3.51e-06,3.71e-06,277387035.04043126,1029.1059
1644278400000.0,2022-02-08 00:00:00,VETBEAR/USDT,3.76e-06,4.54e-06,3.46e-06,4.2e-06,646418857.1428572,2714.9592
1644192000000.0,2022-02-07 00:00:00,VETBEAR/USDT,5.29e-06,5.54e-06,3.74e-06,3.77e-06,4125896445.6233425,15554.6296
1644105600000.0,2022-02-06 00:00:00,VETBEAR/USDT,5.87e-06,6.2e-06,5.27e-06,5.29e-06,17731550.094517957,93.7999
1644019200000.0,2022-02-05 00:00:00,VETBEAR/USDT,6.09e-06,6.28e-06,5.27e-06,5.87e-06,91140817.71720614,534.9966
1643932800000.0,2022-02-04 00:00:00,VETBEAR/USDT,8.96e-06,9.18e-06,6.09e-06,6.09e-06,66504334.97536945,405.0114
1643846400000.0,2022-02-03 00:00:00,VETBEAR/USDT,9.07e-06,9.74e-06,8.82e-06,8.96e-06,103794.64285714286,0.93
1643760000000.0,2022-02-02 00:00:00,VETBEAR/USDT,8.07e-06,9.19e-06,7.25e-06,9.07e-06,83365159.8676957,756.122
1643673600000.0,2022-02-01 00:00:00,VETBEAR/USDT,8.45e-06,8.64e-06,7.65e-06,8.07e-06,14028748.451053282,113.212
1643587200000.0,2022-01-31 00:00:00,VETBEAR/USDT,8.87e-06,9.9e-06,8.39e-06,8.45e-06,17614544.378698222,148.8429
1643500800000.0,2022-01-30 00:00:00,VETBEAR/USDT,7.98e-06,9.34e-06,7.71e-06,8.87e-06,19462074.40811725,172.6286
1643414400000.0,2022-01-29 00:00:00,VETBEAR/USDT,8.67e-06,8.87e-06,7.82e-06,7.98e-06,2814849.6240601502,22.4625
1643328000000.0,2022-01-28 00:00:00,VETBEAR/USDT,9.3e-06,1.011e-05,8.5e-06,8.67e-06,28481014.994232986,246.9304
1643241600000.0,2022-01-27 00:00:00,VETBEAR/USDT,8.5e-06,1.023e-05,8.2e-06,9.3e-06,45410924.73118279,422.3216
1643155200000.0,2022-01-26 00:00:00,VETBEAR/USDT,9.28e-06,9.66e-06,6.76e-06,8.5e-06,269065623.5294118,2287.0578
1643068800000.0,2022-01-25 00:00:00,VETBEAR/USDT,1.064e-05,1.168e-05,8.87e-06,9.28e-06,154129687.5,1430.3235
1642982400000.0,2022-01-24 00:00:00,VETBEAR/USDT,9.68e-06,1.464e-05,9.68e-06,1.064e-05,234349840.2255639,2493.4823
1642896000000.0,2022-01-23 00:00:00,VETBEAR/USDT,1.083e-05,1.132e-05,8.86e-06,9.68e-06,625918212.8099173,6058.8883
1642809600000.0,2022-01-22 00:00:00,VETBEAR/USDT,8.11e-06,1.298e-05,7.59e-06,1.083e-05,85705650.96952908,928.1922
1642723200000.0,2022-01-21 00:00:00,VETBEAR/USDT,5.62e-06,8.53e-06,5.33e-06,8.11e-06,23664451.294697903,191.9187
1642636800000.0,2022-01-20 00:00:00,VETBEAR/USDT,4.94e-06,5.67e-06,4.18e-06,5.62e-06,85209804.27046263,478.8791
1642550400000.0,2022-01-19 00:00:00,VETBEAR/USDT,4.4e-06,5.02e-06,4.29e-06,4.94e-06,4053076.9230769235,20.0222
1642464000000.0,2022-01-18 00:00:00,VETBEAR/USDT,4.16e-06,4.67e-06,4.09e-06,4.4e-06,3624931.818181818,15.9497
1642377600000.0,2022-01-17 00:00:00,VETBEAR/USDT,3.71e-06,4.36e-06,3.71e-06,4.16e-06,5566754.807692307,23.1577
1642291200000.0,2022-01-16 00:00:00,VETBEAR/USDT,3.68e-06,3.87e-06,3.57e-06,3.71e-06,6132075.471698113,22.75
1642204800000.0,2022-01-15 00:00:00,VETBEAR/USDT,3.68e-06,3.9e-06,3.53e-06,3.68e-06,242527.1739130435,0.8925
1642118400000.0,2022-01-14 00:00:00,VETBEAR/USDT,3.82e-06,4.15e-06,3.56e-06,3.68e-06,18095108.695652176,66.59
1642032000000.0,2022-01-13 00:00:00,VETBEAR/USDT,3.34e-06,3.94e-06,3.25e-06,3.82e-06,237400104.71204188,906.8684
1641945600000.0,2022-01-12 00:00:00,VETBEAR/USDT,4.29e-06,5.09e-06,3.32e-06,3.34e-06,73128652.69461077,244.2497
1641859200000.0,2022-01-11 00:00:00,VETBEAR/USDT,5e-06,5.14e-06,4.24e-06,4.29e-06,23780862.470862474,102.0199
1641772800000.0,2022-01-10 00:00:00,VETBEAR/USDT,4.39e-06,5.65e-06,4.24e-06,5e-06,14682079.999999998,73.4104
1641686400000.0,2022-01-09 00:00:00,VETBEAR/USDT,4.67e-06,4.93e-06,4e-06,4.39e-06,17484533.029612754,76.7571
1641600000000.0,2022-01-08 00:00:00,VETBEAR/USDT,4.09e-06,5.08e-06,3.83e-06,4.67e-06,19557366.167023554,91.3329
1641513600000.0,2022-01-07 00:00:00,VETBEAR/USDT,3.64e-06,4.31e-06,3.6e-06,4.09e-06,12623007.334963327,51.6281
1641427200000.0,2022-01-06 00:00:00,VETBEAR/USDT,3.43e-06,3.83e-06,3.35e-06,3.64e-06,123290274.72527473,448.7766
1641340800000.0,2022-01-05 00:00:00,VETBEAR/USDT,3.41e-06,3.87e-06,2.4e-06,3.43e-06,308951370.2623906,1059.7032
1641254400000.0,2022-01-04 00:00:00,VETBEAR/USDT,3.43e-06,3.67e-06,3.01e-06,3.41e-06,56603548.38709678,193.0181
1641168000000.0,2022-01-03 00:00:00,VETBEAR/USDT,3.29e-06,3.59e-06,3.14e-06,3.43e-06,13420874.635568513,46.0336
1641081600000.0,2022-01-02 00:00:00,VETBEAR/USDT,3.39e-06,3.53e-06,3.13e-06,3.29e-06,25055471.124620065,82.4325
1640995200000.0,2022-01-01 00:00:00,VETBEAR/USDT,3.92e-06,3.96e-06,3.35e-06,3.39e-06,50034985.25073746,169.6186
1640908800000.0,2021-12-31 00:00:00,VETBEAR/USDT,3.64e-06,4.07e-06,3.34e-06,3.92e-06,37335408.16326531,146.3548
1640822400000.0,2021-12-30 00:00:00,VETBEAR/USDT,3.97e-06,4.17e-06,3.43e-06,3.64e-06,39432829.670329675,143.5355
1640736000000.0,2021-12-29 00:00:00,VETBEAR/USDT,3.36e-06,4e-06,3.12e-06,3.97e-06,93712216.62468514,372.0375
1640649600000.0,2021-12-28 00:00:00,VETBEAR/USDT,2.56e-06,3.37e-06,2.54e-06,3.36e-06,559907291.6666667,1881.2885
1640563200000.0,2021-12-27 00:00:00,VETBEAR/USDT,2.98e-06,2.99e-06,2.23e-06,2.56e-06,1807031.25,4.626
1640476800000.0,2021-12-26 00:00:00,VETBEAR/USDT,2.89e-06,3.21e-06,2.87e-06,2.98e-06,43811073.82550336,130.557
1640390400000.0,2021-12-25 00:00:00,VETBEAR/USDT,3.28e-06,3.29e-06,2.87e-06,2.89e-06,2233979.2387543255,6.4562
1640304000000.0,2021-12-24 00:00:00,VETBEAR/USDT,3.15e-06,3.3e-06,2.85e-06,3.28e-06,4821036.585365854,15.813
1640217600000.0,2021-12-23 00:00:00,VETBEAR/USDT,3.98e-06,4.32e-06,3.01e-06,3.15e-06,58624222.222222224,184.6663
1640131200000.0,2021-12-22 00:00:00,VETBEAR/USDT,4.64e-06,4.69e-06,3.73e-06,3.98e-06,21708.54271356784,0.0864
1640044800000.0,2021-12-21 00:00:00,VETBEAR/USDT,5.47e-06,5.6e-06,4.58e-06,4.64e-06,155106681.03448278,719.695
1639958400000.0,2021-12-20 00:00:00,VETBEAR/USDT,5.21e-06,6.01e-06,5.04e-06,5.47e-06,166458957.952468,910.5305
1639872000000.0,2021-12-19 00:00:00,VETBEAR/USDT,4.65e-06,5.25e-06,4.53e-06,5.21e-06,512706.3339731285,2.6712
1639785600000.0,2021-12-18 00:00:00,VETBEAR/USDT,5.4e-06,5.63e-06,4.59e-06,4.65e-06,1094236.559139785,5.0882
1639699200000.0,2021-12-17 00:00:00,VETBEAR/USDT,5.12e-06,5.83e-06,4.7e-06,5.39e-06,156687551.02040815,844.5459
1639612800000.0,2021-12-16 00:00:00,VETBEAR/USDT,4.94e-06,5.23e-06,4.11e-06,5.12e-06,299234609.375,1532.0812
1639526400000.0,2021-12-15 00:00:00,VETBEAR/USDT,5.68e-06,6.56e-06,4.66e-06,4.94e-06,44221761.13360324,218.4555
1639440000000.0,2021-12-14 00:00:00,VETBEAR/USDT,6.4e-06,6.73e-06,5.39e-06,5.68e-06,7927711.267605634,45.0294
1639353600000.0,2021-12-13 00:00:00,VETBEAR/USDT,4.82e-06,6.55e-06,4.59e-06,6.4e-06,133990250.0,857.5376
1639267200000.0,2021-12-12 00:00:00,VETBEAR/USDT,5.01e-06,5.4e-06,4.64e-06,4.82e-06,15790497.925311206,76.1102
1639180800000.0,2021-12-11 00:00:00,VETBEAR/USDT,6.11e-06,6.38e-06,4.94e-06,5.01e-06,52334011.9760479,262.1934
1639094400000.0,2021-12-10 00:00:00,VETBEAR/USDT,5.36e-06,6.15e-06,4.74e-06,6.11e-06,77253698.85433716,472.0201
1639008000000.0,2021-12-09 00:00:00,VETBEAR/USDT,4.19e-06,5.36e-06,3.99e-06,5.36e-06,76351399.25373134,409.2435
1638921600000.0,2021-12-08 00:00:00,VETBEAR/USDT,4.63e-06,4.91e-06,4.16e-06,4.19e-06,6174415.274463007,25.8708
1638835200000.0,2021-12-07 00:00:00,VETBEAR/USDT,4.38e-06,4.76e-06,3.81e-06,4.63e-06,117696544.27645788,544.935
1638748800000.0,2021-12-06 00:00:00,VETBEAR/USDT,5.16e-06,6.84e-06,4.38e-06,4.38e-06,147792077.62557077,647.3293
1638662400000.0,2021-12-05 00:00:00,VETBEAR/USDT,3.71e-06,6.29e-06,3.71e-06,5.16e-06,166428662.79069766,858.7719
1638576000000.0,2021-12-04 00:00:00,VETBEAR/USDT,2.89e-06,6.22e-06,2.89e-06,3.71e-06,411082479.78436655,1525.116
1638489600000.0,2021-12-03 00:00:00,VETBEAR/USDT,2.56e-06,3.21e-06,2.51e-06,2.89e-06,270708650.51903117,782.348
1638403200000.0,2021-12-02 00:00:00,VETBEAR/USDT,2.35e-06,2.64e-06,2.32e-06,2.56e-06,3035156.25,7.77
1638316800000.0,2021-12-01 00:00:00,VETBEAR/USDT,2.36e-06,2.46e-06,2.08e-06,2.35e-06,144937872.34042552,340.604
1638230400000.0,2021-11-30 00:00:00,VETBEAR/USDT,2.31e-06,2.49e-06,2.17e-06,2.36e-06,268307627.1186441,633.206
1638144000000.0,2021-11-29 00:00:00,VETBEAR/USDT,2.87e-06,2.87e-06,2.31e-06,2.31e-06,229675757.5757576,530.551
1638057600000.0,2021-11-28 00:00:00,VETBEAR/USDT,2.76e-06,3.42e-06,2.76e-06,2.87e-06,292618815.33101046,839.816
1637971200000.0,2021-11-27 00:00:00,VETBEAR/USDT,2.82e-06,2.82e-06,2.6e-06,2.76e-06,138703985.50724638,382.823
1637884800000.0,2021-11-26 00:00:00,VETBEAR/USDT,2.32e-06,2.9e-06,2.28e-06,2.82e-06,247299645.39007092,697.385
1637798400000.0,2021-11-25 00:00:00,VETBEAR/USDT,2.56e-06,2.56e-06,2.11e-06,2.32e-06,34649568.965517245,80.387
1637712000000.0,2021-11-24 00:00:00,VETBEAR/USDT,2.13e-06,2.56e-06,2.07e-06,2.56e-06,11800000.0,30.208
1637625600000.0,2021-11-23 00:00:00,VETBEAR/USDT,2.32e-06,2.43e-06,2.06e-06,2.13e-06,70966197.18309858,151.158
1637539200000.0,2021-11-22 00:00:00,VETBEAR/USDT,2.02e-06,2.39e-06,2.01e-06,2.32e-06,481004741.3793104,1115.931
1637452800000.0,2021-11-21 00:00:00,VETBEAR/USDT,1.79e-06,2.07e-06,1.79e-06,2.02e-06,895544.5544554455,1.809
1637366400000.0,2021-11-20 00:00:00,VETBEAR/USDT,1.81e-06,2.07e-06,1.72e-06,1.79e-06,0.0,0.0
1637280000000.0,2021-11-19 00:00:00,VETBEAR/USDT,2.33e-06,2.33e-06,1.72e-06,1.81e-06,159589502.76243097,288.857
1637193600000.0,2021-11-18 00:00:00,VETBEAR/USDT,1.76e-06,2.57e-06,1.68e-06,2.33e-06,195710729.6137339,456.006
1637107200000.0,2021-11-17 00:00:00,VETBEAR/USDT,1.74e-06,2.01e-06,1.65e-06,1.76e-06,29346022.727272727,51.649
1637020800000.0,2021-11-16 00:00:00,VETBEAR/USDT,1.3e-06,1.94e-06,1.3e-06,1.74e-06,3106093103.4482756,5404.602
1636934400000.0,2021-11-15 00:00:00,VETBEAR/USDT,1.4e-06,1.4e-06,1.04e-06,1.3e-06,657385384.6153846,854.601
1636848000000.0,2021-11-14 00:00:00,VETBEAR/USDT,1.44e-06,1.58e-06,1.36e-06,1.4e-06,675588571.4285715,945.824
1636761600000.0,2021-11-13 00:00:00,VETBEAR/USDT,1.47e-06,1.55e-06,1.37e-06,1.44e-06,345079166.6666667,496.914
1636675200000.0,2021-11-12 00:00:00,VETBEAR/USDT,1.28e-06,1.61e-06,1.27e-06,1.47e-06,893297278.9115646,1313.147
1636588800000.0,2021-11-11 00:00:00,VETBEAR/USDT,1.38e-06,1.43e-06,1.21e-06,1.28e-06,1778962500.0,2277.072
1636502400000.0,2021-11-10 00:00:00,VETBEAR/USDT,1.17e-06,1.61e-06,9.6e-07,1.38e-06,888160144.9275364,1225.661
1636416000000.0,2021-11-09 00:00:00,VETBEAR/USDT,1.1e-06,1.18e-06,8.9e-07,1.17e-06,912316239.3162394,1067.41
1636329600000.0,2021-11-08 00:00:00,VETBEAR/USDT,1.65e-06,1.76e-06,1.09e-06,1.1e-06,3027963636.3636365,3330.76
1636243200000.0,2021-11-07 00:00:00,VETBEAR/USDT,1.51e-06,1.67e-06,1.47e-06,1.65e-06,321999999.99999994,531.3
1636156800000.0,2021-11-06 00:00:00,VETBEAR/USDT,1.57e-06,1.8e-06,1.41e-06,1.51e-06,547009933.7748345,825.985
1636070400000.0,2021-11-05 00:00:00,VETBEAR/USDT,1.82e-06,2.03e-06,1.42e-06,1.57e-06,388720382.1656051,610.291
1635984000000.0,2021-11-04 00:00:00,VETBEAR/USDT,2.58e-06,2.63e-06,1.78e-06,1.82e-06,440592857.1428572,801.879
1635897600000.0,2021-11-03 00:00:00,VETBEAR/USDT,2.37e-06,2.78e-06,2.36e-06,2.59e-06,131015444.015444,339.33
1635811200000.0,2021-11-02 00:00:00,VETBEAR/USDT,2.6e-06,2.76e-06,2.25e-06,2.37e-06,57829535.8649789,137.056
1635724800000.0,2021-11-01 00:00:00,VETBEAR/USDT,2.76e-06,3.1e-06,2.53e-06,2.6e-06,0.0,0.0
1635638400000.0,2021-10-31 00:00:00,VETBEAR/USDT,2.98e-06,3.23e-06,2.64e-06,2.76e-06,151457608.6956522,418.023
1635552000000.0,2021-10-30 00:00:00,VETBEAR/USDT,2.56e-06,3.09e-06,2.52e-06,2.98e-06,141422818.79194632,421.44
1635465600000.0,2021-10-29 00:00:00,VETBEAR/USDT,3.08e-06,3.14e-06,2.5e-06,2.56e-06,103174218.74999999,264.126
1635379200000.0,2021-10-28 00:00:00,VETBEAR/USDT,3.57e-06,3.65e-06,2.85e-06,3.08e-06,231288376.6233766,712.3682
1635292800000.0,2021-10-27 00:00:00,VETBEAR/USDT,2.67e-06,3.64e-06,2.57e-06,3.57e-06,830298459.3837535,2964.1655
1635206400000.0,2021-10-26 00:00:00,VETBEAR/USDT,2.54e-06,2.69e-06,2.29e-06,2.67e-06,170953558.05243447,456.446
1635120000000.0,2021-10-25 00:00:00,VETBEAR/USDT,3.27e-06,3.27e-06,2.53e-06,2.54e-06,195044094.48818898,495.412
1635033600000.0,2021-10-24 00:00:00,VETBEAR/USDT,3.15e-06,3.39e-06,2.9e-06,3.27e-06,50916116.20795107,166.4957
1634947200000.0,2021-10-23 00:00:00,VETBEAR/USDT,3.48e-06,3.59e-06,2.69e-06,3.15e-06,165608571.42857143,521.667
1634860800000.0,2021-10-22 00:00:00,VETBEAR/USDT,3.49e-06,3.65e-06,2.92e-06,3.48e-06,9278678.16091954,32.2898
1634774400000.0,2021-10-21 00:00:00,VETBEAR/USDT,4.28e-06,4.28e-06,2.98e-06,3.49e-06,361179570.200573,1260.5167
1634688000000.0,2021-10-20 00:00:00,VETBEAR/USDT,5e-06,5.1e-06,4.17e-06,4.28e-06,108373481.30841123,463.8385
1634601600000.0,2021-10-19 00:00:00,VETBEAR/USDT,4.76e-06,5.14e-06,4.66e-06,5e-06,57149519.99999999,285.7476
1634515200000.0,2021-10-18 00:00:00,VETBEAR/USDT,4.27e-06,4.85e-06,4.19e-06,4.76e-06,15226008.403361345,72.4758
1634428800000.0,2021-10-17 00:00:00,VETBEAR/USDT,4.67e-06,4.93e-06,3.84e-06,4.27e-06,311532810.3044497,1330.2451
1634342400000.0,2021-10-16 00:00:00,VETBEAR/USDT,4.64e-06,4.81e-06,4.2e-06,4.67e-06,0.0,0.0
1634256000000.0,2021-10-15 00:00:00,VETBEAR/USDT,4.71e-06,5.45e-06,4.1e-06,4.64e-06,226920301.72413796,1052.9102
1634169600000.0,2021-10-14 00:00:00,VETBEAR/USDT,5.28e-06,5.28e-06,4.3e-06,4.71e-06,162334543.52441615,764.5957
1634083200000.0,2021-10-13 00:00:00,VETBEAR/USDT,6.86e-06,7.18e-06,5.13e-06,5.28e-06,547028636.3636364,2888.3112
1633996800000.0,2021-10-12 00:00:00,VETBEAR/USDT,6.41e-06,7.81e-06,6.41e-06,6.86e-06,400977944.606414,2750.7087
1633910400000.0,2021-10-11 00:00:00,VETBEAR/USDT,6.21e-06,6.86e-06,5.32e-06,6.41e-06,276962995.3198128,1775.3328
1633824000000.0,2021-10-10 00:00:00,VETBEAR/USDT,5.12e-06,6.21e-06,5.06e-06,6.21e-06,57083091.787439615,354.486
1633737600000.0,2021-10-09 00:00:00,VETBEAR/USDT,6.39e-06,6.51e-06,4.55e-06,5.12e-06,177372148.4375,908.1454
1633651200000.0,2021-10-08 00:00:00,VETBEAR/USDT,6.31e-06,6.51e-06,5.67e-06,6.39e-06,28280391.23630673,180.7117
1633564800000.0,2021-10-07 00:00:00,VETBEAR/USDT,6.04e-06,6.55e-06,5.26e-06,6.31e-06,23302250.396196518,147.0372
1633478400000.0,2021-10-06 00:00:00,VETBEAR/USDT,5.97e-06,7.11e-06,5.74e-06,6.04e-06,23692168.874172185,143.1007
1633392000000.0,2021-10-05 00:00:00,VETBEAR/USDT,6.67e-06,6.89e-06,5.5e-06,5.97e-06,30995611.39028476,185.0438
1633305600000.0,2021-10-04 00:00:00,VETBEAR/USDT,6.44e-06,7.44e-06,6.07e-06,6.67e-06,326542773.61319345,2178.0403
1633219200000.0,2021-10-03 00:00:00,VETBEAR/USDT,6.21e-06,6.69e-06,5.78e-06,6.44e-06,1097260931.6770186,7066.3604
1633132800000.0,2021-10-02 00:00:00,VETBEAR/USDT,6.89e-06,7.17e-06,5.36e-06,6.21e-06,272973832.52818036,1695.1675
1633046400000.0,2021-10-01 00:00:00,VETBEAR/USDT,1.053e-05,1.066e-05,6.32e-06,6.89e-06,827928272.8592162,5704.4258
1632960000000.0,2021-09-30 00:00:00,VETBEAR/USDT,1.625e-05,1.633e-05,1.053e-05,1.053e-05,946014311.490978,9961.5307
1632873600000.0,2021-09-29 00:00:00,VETBEAR/USDT,1.857e-05,1.865e-05,1.491e-05,1.625e-05,124981550.76923078,2030.9502
1632787200000.0,2021-09-28 00:00:00,VETBEAR/USDT,1.598e-05,1.863e-05,1.497e-05,1.857e-05,441974130.3177168,8207.4596
1632700800000.0,2021-09-27 00:00:00,VETBEAR/USDT,1.391e-05,1.6e-05,1.261e-05,1.598e-05,93771996.24530664,1498.4765
1632614400000.0,2021-09-26 00:00:00,VETBEAR/USDT,1.462e-05,1.713e-05,1.304e-05,1.391e-05,74032041.69662112,1029.7857
1632528000000.0,2021-09-25 00:00:00,VETBEAR/USDT,1.328e-05,1.48e-05,1.287e-05,1.462e-05,88794124.4870041,1298.1701
1632441600000.0,2021-09-24 00:00:00,VETBEAR/USDT,1.062e-05,1.457e-05,1.029e-05,1.328e-05,243560504.51807228,3234.4835
1632355200000.0,2021-09-23 00:00:00,VETBEAR/USDT,1.158e-05,1.205e-05,1.028e-05,1.062e-05,262127278.7193974,2783.7917
1632268800000.0,2021-09-22 00:00:00,VETBEAR/USDT,1.842e-05,1.927e-05,1.158e-05,1.158e-05,623017314.3350605,7214.5405
1632182400000.0,2021-09-21 00:00:00,VETBEAR/USDT,1.585e-05,1.922e-05,1.297e-05,1.842e-05,211606167.20955485,3897.7856
1632096000000.0,2021-09-20 00:00:00,VETBEAR/USDT,1.093e-05,1.659e-05,1.088e-05,1.585e-05,244034977.9179811,3867.9544
1632009600000.0,2021-09-19 00:00:00,VETBEAR/USDT,9.64e-06,1.114e-05,9.39e-06,1.093e-05,27347694.419030193,298.9103
1631923200000.0,2021-09-18 00:00:00,VETBEAR/USDT,9.93e-06,1.023e-05,8.78e-06,9.64e-06,34858506.22406639,336.036
1631836800000.0,2021-09-17 00:00:00,VETBEAR/USDT,8.75e-06,1.012e-05,8.58e-06,9.93e-06,116889808.66062437,1160.7158
1631750400000.0,2021-09-16 00:00:00,VETBEAR/USDT,7.76e-06,9.16e-06,7.58e-06,8.75e-06,147358194.2857143,1289.3842
1631664000000.0,2021-09-15 00:00:00,VETBEAR/USDT,8.82e-06,9.12e-06,7.5e-06,7.76e-06,500586726.8041237,3884.553
1631577600000.0,2021-09-14 00:00:00,VETBEAR/USDT,1.001e-05,1.019e-05,8.62e-06,8.82e-06,456950782.31292516,4030.3059
1631491200000.0,2021-09-13 00:00:00,VETBEAR/USDT,8.56e-06,1.07e-05,8.12e-06,1.001e-05,132591698.30169828,1327.2429
1631404800000.0,2021-09-12 00:00:00,VETBEAR/USDT,9.73e-06,1.043e-05,7.71e-06,8.64e-06,122399027.77777776,1057.5276
1631318400000.0,2021-09-11 00:00:00,VETBEAR/USDT,1.072e-05,1.099e-05,8.82e-06,9.73e-06,471912240.4933197,4591.7061
1631232000000.0,2021-09-10 00:00:00,VETBEAR/USDT,8.79e-06,1.093e-05,7.65e-06,1.072e-05,573514673.5074626,6148.0773
1631145600000.0,2021-09-09 00:00:00,VETBEAR/USDT,9.97e-06,1.009e-05,7.68e-06,8.79e-06,180462901.02389076,1586.2689
1631059200000.0,2021-09-08 00:00:00,VETBEAR/USDT,9.03e-06,1.23e-05,8.23e-06,9.97e-06,261479428.2848546,2606.9499
1630972800000.0,2021-09-07 00:00:00,VETBEAR/USDT,5.73e-06,1.077e-05,5.42e-06,9.03e-06,51317973.42192691,463.4013
1630886400000.0,2021-09-06 00:00:00,VETBEAR/USDT,5.26e-06,5.96e-06,4.96e-06,5.73e-06,43970209.42408377,251.9493
1630800000000.0,2021-09-05 00:00:00,VETBEAR/USDT,6.3e-06,6.43e-06,5.22e-06,5.26e-06,83297528.51711027,438.145
1630713600000.0,2021-09-04 00:00:00,VETBEAR/USDT,6.76e-06,6.82e-06,5.5e-06,6.3e-06,114509380.95238096,721.4091
1630627200000.0,2021-09-03 00:00:00,VETBEAR/USDT,6.67e-06,7.26e-06,6.2e-06,6.76e-06,229233357.9881657,1549.6175
1630540800000.0,2021-09-02 00:00:00,VETBEAR/USDT,7.93e-06,8.26e-06,6.12e-06,6.67e-06,517152938.53073466,3449.4101
1630454400000.0,2021-09-01 00:00:00,VETBEAR/USDT,1.137e-05,1.287e-05,7.45e-06,7.93e-06,766681828.4993695,6079.7869
1630368000000.0,2021-08-31 00:00:00,VETBEAR/USDT,1.359e-05,1.386e-05,1.022e-05,1.137e-05,32749630.606860157,372.3633
