https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PRE,Volume USDT
1663459200,2022-09-18 00:00:00,PRE/USDT,0.075322,0.075323,0.075084,0.075293,44469.1681,3347.2024135803
1663372800,2022-09-17 00:00:00,PRE/USDT,0.073763,0.075638,0.073326,0.07509,1505375.2044,111766.6429165165
1663286400,2022-09-16 00:00:00,PRE/USDT,0.074365,0.076367,0.07337,0.073609,1012814.2015,75426.4476028852
1663200000,2022-09-15 00:00:00,PRE/USDT,0.078231,0.080382,0.0741,0.074365,1953046.9701,150822.7490270258
1663113600,2022-09-14 00:00:00,PRE/USDT,0.073734,0.0831,0.07347,0.077969,2406197.2482,187798.3957330498
1663027200,2022-09-13 00:00:00,PRE/USDT,0.078413,0.084814,0.073523,0.073573,1651158.9804,130375.3961798864
1662940800,2022-09-12 00:00:00,PRE/USDT,0.081515,0.081822,0.075754,0.078146,1443278.5318,113554.3770122872
1662854400,2022-09-11 00:00:00,PRE/USDT,0.077111,0.082192,0.074816,0.081058,1791065.0768,139983.4558338175
1662768000,2022-09-10 00:00:00,PRE/USDT,0.076762,0.079004,0.074245,0.077329,1489625.9932,113912.347923045
1662681600,2022-09-09 00:00:00,PRE/USDT,0.076966,0.086357,0.074111,0.076842,2876155.761,225854.1199147326
1662595200,2022-09-08 00:00:00,PRE/USDT,0.07952,0.081382,0.07449,0.076767,2972793.7263,232092.8742053552
1662508800,2022-09-07 00:00:00,PRE/USDT,0.072637,0.083809,0.0715,0.079522,2260123.2398,171033.530928358
1662422400,2022-09-06 00:00:00,PRE/USDT,0.071241,0.077233,0.070414,0.072483,1865927.4313,138587.1766465981
1662336000,2022-09-05 00:00:00,PRE/USDT,0.07201,0.074307,0.070111,0.071241,2428470.924,175078.1605871941
1662249600,2022-09-04 00:00:00,PRE/USDT,0.072241,0.076694,0.0716,0.072591,137751.0096,10151.3870820796
1662163200,2022-09-03 00:00:00,PRE/USDT,0.07201,0.074452,0.070135,0.072241,131474.4071,9516.1410928497
1662076800,2022-09-02 00:00:00,PRE/USDT,0.073423,0.077589,0.068,0.0725,446920.79469273,32537.80555326523966
1661990400,2022-09-01 00:00:00,PRE/USDT,0.0785,0.0789,0.07,0.073356,364347.4808,27138.93714118749605
1661904000,2022-08-31 00:00:00,PRE/USDT,0.076003,0.081751,0.075413,0.077956,345460.9404,27180.2851721961
1661817600,2022-08-30 00:00:00,PRE/USDT,0.07496,0.081383,0.074352,0.076,241349.2471,18834.820793076
1661731200,2022-08-29 00:00:00,PRE/USDT,0.074061,0.076367,0.070621,0.07496,199697.4085,14783.44035706386045
1661644800,2022-08-28 00:00:00,PRE/USDT,0.0804,0.080534,0.07213,0.07411,301570.22343495,23238.1318001916435
1661558400,2022-08-27 00:00:00,PRE/USDT,0.080039,0.081302,0.077777,0.0804,72898.0362,5764.5700648993
1661472000,2022-08-26 00:00:00,PRE/USDT,0.08731,0.0901,0.078036,0.080039,313657.1289,26037.1008204142
1661385600,2022-08-25 00:00:00,PRE/USDT,0.088277,0.0901,0.085484,0.08745,659321.8176,58034.1625232048
1661299200,2022-08-24 00:00:00,PRE/USDT,0.086372,0.09076,0.084409,0.088395,1002344.1141,86851.9548588597
1661212800,2022-08-23 00:00:00,PRE/USDT,0.080945,0.08983,0.07928,0.086002,2195081.8994,183133.5867836982
1661126400,2022-08-22 00:00:00,PRE/USDT,0.083855,0.084398,0.078566,0.080997,1368945.2232,109990.2810294654
1661040000,2022-08-21 00:00:00,PRE/USDT,0.0785,0.0844,0.07776,0.083853,289289.2488,23264.9535141378
1660953600,2022-08-20 00:00:00,PRE/USDT,0.07647,0.081381,0.076187,0.078497,540733.2125,42219.6682803611
1660867200,2022-08-19 00:00:00,PRE/USDT,0.08916,0.08989,0.0757,0.07645,958056.4015,79995.4263636759
1660780800,2022-08-18 00:00:00,PRE/USDT,0.09081,0.093014,0.088,0.08904,792583.4253,71193.4158956563
1660694400,2022-08-17 00:00:00,PRE/USDT,0.092908,0.0957,0.090068,0.09092,1221021.0145,114038.2940133978
1660608000,2022-08-16 00:00:00,PRE/USDT,0.09956,0.100988,0.092226,0.092908,2095209.477,202351.1227988725
1660521600,2022-08-15 00:00:00,PRE/USDT,0.0895,0.109,0.089,0.099537,2060802.67652407,201498.45385478410317
1660435200,2022-08-14 00:00:00,PRE/USDT,0.089956,0.0946,0.089,0.0895,515876.575,47042.2530067195
1660348800,2022-08-13 00:00:00,PRE/USDT,0.087285,0.0925,0.084508,0.0903,502753.1018,44499.8222944292
1660262400,2022-08-12 00:00:00,PRE/USDT,0.085563,0.087648,0.083241,0.087285,212281.3862,18060.5665940246
1660176000,2022-08-11 00:00:00,PRE/USDT,0.0842,0.090443,0.0842,0.0853,843102.1681,73098.7012464689
