https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK,Volume BTC
1663459200,2022-09-18 00:00:00,LINK/BTC,0.00040234,0.00040687,0.00039865,0.00040005,1650.1159,0.666529826707
1663372800,2022-09-17 00:00:00,LINK/BTC,0.00038644,0.00040695,0.0003834,0.00040234,22166.7756,8.833689871905
1663286400,2022-09-16 00:00:00,LINK/BTC,0.00038248,0.00039455,0.00037667,0.00038644,14099.7761,5.449957069437
1663200000,2022-09-15 00:00:00,LINK/BTC,0.00036875,0.00038488,0.00035689,0.00038441,18919.5654,6.959787672261
1663113600,2022-09-14 00:00:00,LINK/BTC,0.00034853,0.00037322,0.00034694,0.00036868,11763.7643,4.283189347393
1663027200,2022-09-13 00:00:00,LINK/BTC,0.00034649,0.00035667,0.00034183,0.0003482,15680.7235,5.450204141534
1662940800,2022-09-12 00:00:00,LINK/BTC,0.00036727,0.0003756,0.0003449,0.0003461,14736.7178,5.326085262763
1662854400,2022-09-11 00:00:00,LINK/BTC,0.000366,0.00037664,0.00036168,0.00036771,8470.0725,3.118998998857
1662768000,2022-09-10 00:00:00,LINK/BTC,0.00036249,0.00037709,0.0003569,0.00036499,11158.281,4.089074961507
1662681600,2022-09-09 00:00:00,LINK/BTC,0.00038341,0.00039767,0.00035932,0.00036265,14542.3658,5.507743278472
1662595200,2022-09-08 00:00:00,LINK/BTC,0.0003672,0.00038797,0.00036508,0.00038319,26195.3326,9.99996956596
1662508800,2022-09-07 00:00:00,LINK/BTC,0.00035393,0.0003692,0.00035212,0.0003672,7691.8796,2.770763391802
1662422400,2022-09-06 00:00:00,LINK/BTC,0.00037264,0.00037595,0.00035206,0.00035449,13840.8343,5.013166245095
1662336000,2022-09-05 00:00:00,LINK/BTC,0.00035784,0.00037358,0.00035775,0.00037241,8726.9479,3.194152569921
1662249600,2022-09-04 00:00:00,LINK/BTC,0.00034579,0.00036572,0.00034533,0.00035754,8583.8559,3.056756283168
1662163200,2022-09-03 00:00:00,LINK/BTC,0.00034718,0.00034774,0.0003422,0.00034577,3631.4165,1.253668453549
1662076800,2022-09-02 00:00:00,LINK/BTC,0.00034381,0.00035495,0.00034092,0.00034723,6124.6803,2.125913964518
1661990400,2022-09-01 00:00:00,LINK/BTC,0.00033068,0.0003463,0.00032611,0.00034378,9948.354,3.320843076228
1661904000,2022-08-31 00:00:00,LINK/BTC,0.00033168,0.00033732,0.00032894,0.00033056,6829.1996,2.271668930281
1661817600,2022-08-30 00:00:00,LINK/BTC,0.00033014,0.000334,0.0003259,0.00033106,7379.3633,2.435527568653
1661731200,2022-08-29 00:00:00,LINK/BTC,0.00031996,0.00033125,0.00031709,0.00033035,8329.0205,2.704296090706
1661644800,2022-08-28 00:00:00,LINK/BTC,0.00032598,0.000329,0.00031876,0.0003196,9375.1828,3.041275846239
1661558400,2022-08-27 00:00:00,LINK/BTC,0.00032126,0.00032697,0.00032005,0.00032598,3527.0004,1.145088749672
1661472000,2022-08-26 00:00:00,LINK/BTC,0.00033066,0.000331,0.00031788,0.00032126,9275.9189,3.01533115461
1661385600,2022-08-25 00:00:00,LINK/BTC,0.00033349,0.00033924,0.00032662,0.00033062,7831.8362,2.601837914045
1661299200,2022-08-24 00:00:00,LINK/BTC,0.00033577,0.00033809,0.00033027,0.00033347,3450.7018,1.151782917795
1661212800,2022-08-23 00:00:00,LINK/BTC,0.00032893,0.00034115,0.00032324,0.0003374,9071.995,3.00654612871
1661126400,2022-08-22 00:00:00,LINK/BTC,0.00032911,0.00032948,0.00031821,0.00032938,3621.0127,1.172865833586
1661040000,2022-08-21 00:00:00,LINK/BTC,0.00032656,0.000333,0.00032505,0.00032904,4781.6048,1.573142460675
