https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAT,Volume BTC
1660176000,2022-08-11 00:00:00,BAT/BTC,0.00001882,0.00001882,0.00001882,0.00001882,0.00000000,0.0
1660089600,2022-08-10 00:00:00,BAT/BTC,0.00001864,0.00001882,0.00001837,0.00001882,2578.18222725,0.048521389516844995
1660003200,2022-08-09 00:00:00,BAT/BTC,0.00001872,0.00001932,0.00001856,0.00001932,692.53785722,0.0133798314014904
1659916800,2022-08-08 00:00:00,BAT/BTC,0.00001870,0.00001870,0.00001870,0.00001870,33.91150442,0.000634145132654
1659830400,2022-08-07 00:00:00,BAT/BTC,0.00001920,0.00001920,0.00001920,0.00001920,10.41666667,0.00020000000006399998
1659744000,2022-08-06 00:00:00,BAT/BTC,0.00001921,0.00001921,0.00001920,0.00001920,30102.66827525,0.5779712308848
1659657600,2022-08-05 00:00:00,BAT/BTC,0.00001820,0.00001865,0.00001820,0.00001846,1120.83135449,0.0206905468038854
1659571200,2022-08-04 00:00:00,BAT/BTC,0.00001733,0.00001733,0.00001733,0.00001733,11.54068091,0.00020000000017029998
1659484800,2022-08-03 00:00:00,BAT/BTC,0.00001724,0.00001733,0.00001724,0.00001733,507.11521139,0.0087883066133887
1659398400,2022-08-02 00:00:00,BAT/BTC,0.00001758,0.00001758,0.00001731,0.00001731,31.25492403,0.0005410227349593
1659312000,2022-08-01 00:00:00,BAT/BTC,0.00001780,0.00001876,0.00001777,0.00001777,35277.17362029,0.6268753752325533
1659225600,2022-07-31 00:00:00,BAT/BTC,0.00001729,0.00001767,0.00001707,0.00001715,2296.50604549,0.0393850786801535
1659139200,2022-07-30 00:00:00,BAT/BTC,0.00001724,0.00001751,0.00001705,0.00001732,1642.55390539,0.0284490336413548
1659052800,2022-07-29 00:00:00,BAT/BTC,0.00001724,0.00001724,0.00001724,0.00001724,41.47725930,0.000715067950332
1658966400,2022-07-28 00:00:00,BAT/BTC,0.00001716,0.00001716,0.00001713,0.00001713,303.74698546,0.0052031858609298005
1658880000,2022-07-27 00:00:00,BAT/BTC,0.00001735,0.00001735,0.00001735,0.00001735,55.96499433,0.0009709926516255001
1658793600,2022-07-26 00:00:00,BAT/BTC,0.00001711,0.00001711,0.00001711,0.00001711,76.16425315,0.0013031703713965
1658707200,2022-07-25 00:00:00,BAT/BTC,0.00001695,0.00001716,0.00001688,0.00001689,1478.01679622,0.0249637036881558
