https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume ADA
1655424000000,2022-06-17 00:00:00,ADA/USDT,0.47608818,0.502883,0.47511941,0.48896072,3956.3644307571008,8091.37476474
1655337600000,2022-06-16 00:00:00,ADA/USDT,0.53538757,0.54438291,0.468,0.47355463,5454.77600788867,11518.78930608
1655251200000,2022-06-15 00:00:00,ADA/USDT,0.48278605,0.53695599,0.45,0.53253845,16847.65994692568,31636.51365817
1655164800000,2022-06-14 00:00:00,ADA/USDT,0.46092742,0.51885918,0.36800203,0.48635866,21033.583555046138,43247.0628878
1655078400000,2022-06-13 00:00:00,ADA/USDT,0.49685069,0.49950484,0.43624028,0.46355453,22093.42618529284,47660.90018642
1654992000000,2022-06-12 00:00:00,ADA/USDT,0.55431812,0.5596997,0.48408038,0.49320101,13154.542083424278,26671.76631172
1654905600000,2022-06-11 00:00:00,ADA/USDT,0.57999899,0.61506159,0.5,0.55143651,14821.85454668467,26878.62388126
1654819200000,2022-06-10 00:00:00,ADA/USDT,0.62765417,0.632324,0.56,0.57573952,23703.94637343966,41171.30325436
1654732800000,2022-06-09 00:00:00,ADA/USDT,0.63716995,0.65700839,0.62693771,0.63040642,8505.585217405986,13492.2249323
1654646400000,2022-06-08 00:00:00,ADA/USDT,0.61381004,0.66783657,0.61054357,0.64020224,11507.256181975923,17974.40787145
1654560000000,2022-06-07 00:00:00,ADA/USDT,0.60729448,0.641885,0.57573952,0.62165948,11246.879385766922,18091.70413643
1654473600000,2022-06-06 00:00:00,ADA/USDT,0.5675,0.641885,0.5675,0.61055357,12041.275576099682,19721.8985651
1654387200000,2022-06-05 00:00:00,ADA/USDT,0.56058242,0.57999999,0.5546319,0.566,7006.981544724499,12379.82605075
1654300800000,2022-06-04 00:00:00,ADA/USDT,0.56172545,0.57078959,0.5466767,0.5609,5779.559559472919,10304.0819388
1654214400000,2022-06-03 00:00:00,ADA/USDT,0.58191654,0.60207319,0.54232056,0.55620029,3709.133893671736,6668.70183342
1654128000000,2022-06-02 00:00:00,ADA/USDT,0.5557628,0.59568221,0.55168037,0.58929742,9377.816577886433,15913.55444571
1654041600000,2022-06-01 00:00:00,ADA/USDT,0.6244729,0.62972021,0.53835026,0.55168037,10165.978933465221,18427.29864299
1653955200000,2022-05-31 00:00:00,ADA/USDT,0.56962811,0.68432936,0.56962811,0.62705163,25540.87508282351,40731.69394811
1653868800000,2022-05-30 00:00:00,ADA/USDT,0.48216171,0.575,0.48021685,0.56962811,11182.876051694666,19631.88939481
1653782400000,2022-05-29 00:00:00,ADA/USDT,0.46261127,0.48184141,0.4577007,0.48184141,1816.7094922230112,3770.34736849
1653696000000,2022-05-28 00:00:00,ADA/USDT,0.45619329,0.46843894,0.45043242,0.46843894,3161.670322940291,6749.37553855
1653609600000,2022-05-27 00:00:00,ADA/USDT,0.47857041,0.47857041,0.44525659,0.45559903,3761.185504713833,8255.47303012
1653523200000,2022-05-26 00:00:00,ADA/USDT,0.51606408,0.52,0.46230409,0.48713755,3867.4444802640637,7939.12208218
1653436800000,2022-05-25 00:00:00,ADA/USDT,0.52841542,0.52841542,0.51,0.51217207,1071.353728951285,2091.78475693
1653350400000,2022-05-24 00:00:00,ADA/USDT,0.51563019,0.52647786,0.49092159,0.52647786,3100.740135728273,5889.59265206
1653264000000,2022-05-23 00:00:00,ADA/USDT,0.54753612,0.55671815,0.51333333,0.51333333,3526.1949193674973,6869.21092649
1653177600000,2022-05-22 00:00:00,ADA/USDT,0.5267105,0.54686475,0.5213909,0.53481751,713.8043078430527,1334.66891883
1653091200000,2022-05-21 00:00:00,ADA/USDT,0.51413641,0.5370121,0.51100405,0.52568217,1724.8227410558484,3281.1132648
1653004800000,2022-05-20 00:00:00,ADA/USDT,0.52589775,0.54350204,0.50396385,0.51560758,5330.217572890548,10337.74090926
1652918400000,2022-05-19 00:00:00,ADA/USDT,0.5,0.54530262,0.5,0.53228451,5533.9391201893195,10396.5811821
1652832000000,2022-05-18 00:00:00,ADA/USDT,0.58147431,0.58280855,0.51219574,0.51219574,6406.894917888913,12508.68450778
1652745600000,2022-05-17 00:00:00,ADA/USDT,0.56232343,0.60090934,0.55092273,0.58274388,11829.56415738361,20299.76558035
1652659200000,2022-05-16 00:00:00,ADA/USDT,0.6,0.60925922,0.54841407,0.5564746,13525.324937986617,24305.37698933
1652572800000,2022-05-15 00:00:00,ADA/USDT,0.53406823,0.59396133,0.52064818,0.59396133,7292.830153401059,12278.2911699
1652486400000,2022-05-14 00:00:00,ADA/USDT,0.53929,0.55469637,0.499,0.53333471,7501.264948739503,14064.83547403
1652400000000,2022-05-13 00:00:00,ADA/USDT,0.4788514,0.60507814,0.4788514,0.542,8156.055977974201,15048.0737601
1652313600000,2022-05-12 00:00:00,ADA/USDT,0.51752984,0.54760927,0.40103434,0.47667377,26486.47199274145,55565.19712159
1652227200000,2022-05-11 00:00:00,ADA/USDT,0.63643584,0.6578144,0.481212,0.51411159,18034.261088441795,35078.49548469
1652140800000,2022-05-10 00:00:00,ADA/USDT,0.592,0.7082434,0.57228304,0.61939184,17775.62461267948,28698.51274224
1652054400000,2022-05-09 00:00:00,ADA/USDT,0.74902669,0.74902669,0.6,0.6,14710.383921186,24517.30653531
1651968000000,2022-05-08 00:00:00,ADA/USDT,0.76295127,0.76295127,0.73333,0.74103659,7109.7526925673355,9594.33419147
1651881600000,2022-05-07 00:00:00,ADA/USDT,0.77823578,0.78448005,0.75,0.76946272,4960.345210128858,6446.50491986
1651795200000,2022-05-06 00:00:00,ADA/USDT,0.79453043,0.8016335,0.7733881,0.78770698,11219.910360519218,14243.761507
1651708800000,2022-05-05 00:00:00,ADA/USDT,0.9,0.9,0.77676716,0.79331477,10331.331723767837,13022.99177383
1651622400000,2022-05-04 00:00:00,ADA/USDT,0.77341065,0.899999,0.77341065,0.899999,18387.641443700584,20430.73541604
1651536000000,2022-05-03 00:00:00,ADA/USDT,0.778,0.797475,0.76502406,0.77333649,4624.431048324098,5979.8433258
1651449600000,2022-05-02 00:00:00,ADA/USDT,0.79500605,0.79500605,0.7638087,0.78898629,3510.104746447338,4448.87926563
1651363200000,2022-05-01 00:00:00,ADA/USDT,0.76271582,0.799999,0.75292233,0.79028451,7477.816129055538,9462.18233362
1651276800000,2022-04-30 00:00:00,ADA/USDT,0.81004553,0.81447576,0.5837413,0.74928972,11311.9123329726,15096.84709537
1651190400000,2022-04-29 00:00:00,ADA/USDT,0.84511593,0.84650332,0.79504467,0.80795571,4794.64851553803,5934.2962197
1651104000000,2022-04-28 00:00:00,ADA/USDT,0.83777124,0.85112449,0.82734986,0.83690567,3506.5623380530283,4189.91346785
1651017600000,2022-04-27 00:00:00,ADA/USDT,0.82938352,0.85322914,0.8209528,0.84256977,5336.696253401696,6333.83304673
1650931200000,2022-04-26 00:00:00,ADA/USDT,0.88902609,0.89275839,0.82040495,0.83109647,5151.712737431511,6198.69404262
1650844800000,2022-04-25 00:00:00,ADA/USDT,0.87892387,0.90034702,0.82904383,0.90034702,18320.137671128647,20347.86283974
1650672000000,2022-04-23 00:00:00,ADA/USDT,0.8968,0.90742731,0.8865505,0.89388432,1131.9509535615734,1266.32823536
1650585600000,2022-04-22 00:00:00,ADA/USDT,0.91363849,0.92518725,0.89584593,0.91089671,2177.298766507519,2390.28063512
1650499200000,2022-04-21 00:00:00,ADA/USDT,0.94,0.94,0.9385146,0.9385146,29.71360522224945,31.66024825
1650412800000,2022-04-20 00:00:00,ADA/USDT,0.94437158,0.97,0.9352148,0.93926297,2580.266569667504,2747.1183812
1650326400000,2022-04-19 00:00:00,ADA/USDT,0.937,0.95425111,0.9242009,0.94580221,2523.763110320614,2668.38360456
1650240000000,2022-04-18 00:00:00,ADA/USDT,0.92791051,0.933,0.87551711,0.93232318,7454.783492378784,7995.92207112
1650153600000,2022-04-17 00:00:00,ADA/USDT,0.94545828,0.96,0.91770969,0.91770969,1783.1991623647298,1943.0972363
1650067200000,2022-04-16 00:00:00,ADA/USDT,0.95001663,0.96029957,0.93836931,0.94775578,468.21337818837407,494.02323686
1649980800000,2022-04-15 00:00:00,ADA/USDT,0.95235127,0.9564205,0.93836931,0.94862735,4907.556422971822,5173.32377458
1649894400000,2022-04-14 00:00:00,ADA/USDT,0.97803209,0.97803209,0.92247566,0.93465361,3220.856330111971,3446.04278596
1649808000000,2022-04-13 00:00:00,ADA/USDT,0.95346513,0.98413829,0.93259821,0.96545225,2925.2687208257485,3029.94655699
1649721600000,2022-04-12 00:00:00,ADA/USDT,0.91453128,0.98951188,0.91000404,0.94612936,3934.4243335883248,4158.44228065
1649635200000,2022-04-11 00:00:00,ADA/USDT,1.01563954,1.04185254,0.92,0.92,8748.7007538948,9509.45734119
1649548800000,2022-04-10 00:00:00,ADA/USDT,1.03797485,1.03797485,1.03797485,1.03797485,3.2019333476579073,3.08478895
1649462400000,2022-04-09 00:00:00,ADA/USDT,1.04029842,1.05064846,1.0245134,1.03876895,4111.260875245139,3957.82033651
1649376000000,2022-04-08 00:00:00,ADA/USDT,1.08643965,1.09700142,1.02132851,1.02132851,6706.009382318187,6565.96708763
1649289600000,2022-04-07 00:00:00,ADA/USDT,1.0577,1.0973803,1.04085319,1.09700142,10031.07851730754,9144.08890857
1649203200000,2022-04-06 00:00:00,ADA/USDT,1.1651,1.1651,1.046001,1.046001,8000.74165218368,7648.8852804
1649116800000,2022-04-05 00:00:00,ADA/USDT,1.20738367,1.21019144,1.16645535,1.16645535,3275.020597046293,2807.66906084
