https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUT,Volume BTC
1642291200000,2022-01-16 00:00:00,BTC/EUT,37651,37996,37260,37639,996190.31469398,26.46697082
1642204800000,2022-01-15 00:00:00,BTC/EUT,37683,38263,36761,37651,2055096.55211753,54.58278803
1642118400000,2022-01-14 00:00:00,BTC/EUT,37028,37971,36472,37655,2428476.0232651,64.49279042
1642032000000,2022-01-13 00:00:00,BTC/EUT,38346,39839,36892,37055,1820361.2979833498,49.12592897
1641945600000,2022-01-12 00:00:00,BTC/EUT,37636,38640,37359,38281,1913392.18121005,49.98281605
1641859200000,2022-01-11 00:00:00,BTC/EUT,36824,37871,36477,37523,2279344.541072,60.745264
1641772800000,2022-01-10 00:00:00,BTC/EUT,36811,37483,34900,36824,1328820.34669736,36.08571439
1641686400000,2022-01-09 00:00:00,BTC/EUT,36574,37514,36278,36736,790677.3625856,21.5232296
1641600000000,2022-01-08 00:00:00,BTC/EUT,36463,37101,35579,36593,2117359.53835337,57.86242009
1641513600000,2022-01-07 00:00:00,BTC/EUT,38030,38054,35917,36449,4591035.4949998,125.9577902
1641427200000,2022-01-06 00:00:00,BTC/EUT,38359,38591,37470,38057,2432682.81510433,63.92208569
1641340800000,2022-01-05 00:00:00,BTC/EUT,40507,41362,37508,38360,2492174.4846936,64.96805226
1641254400000,2022-01-04 00:00:00,BTC/EUT,40960,41917,40235,40508,420930.43770232,10.39129154
1641168000000,2022-01-03 00:00:00,BTC/EUT,41342,41604,40309,40952,231388.0019144,5.6502247
1641081600000,2022-01-02 00:00:00,BTC/EUT,41847,41847,40866,41394,339345.60825042,8.19794193
