https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume 2CRZ,Volume USDT
1660694400,2022-08-17 00:00:00,2CRZ/USDT,0.002477,0.0025,0.002399,0.00243,40303196.362,99254.0378204665
1660608000,2022-08-16 00:00:00,2CRZ/USDT,0.002543,0.002549,0.002469,0.002476,33425453.6997,83745.8262949747
1660521600,2022-08-15 00:00:00,2CRZ/USDT,0.00251,0.002689,0.0025,0.002536,42386829.9185,108178.2967306491
1660435200,2022-08-14 00:00:00,2CRZ/USDT,0.002539,0.002582,0.002482,0.002517,39825556.3439,100241.5565146311
1660348800,2022-08-13 00:00:00,2CRZ/USDT,0.002485,0.00254,0.002404,0.002539,35707296.4531,88541.1637401607
1660262400,2022-08-12 00:00:00,2CRZ/USDT,0.002467,0.002706,0.002442,0.002483,46494993.4349,116118.3419206275
1660176000,2022-08-11 00:00:00,2CRZ/USDT,0.002401,0.002498,0.002375,0.002459,38900369.484,95289.1080624193
1660089600,2022-08-10 00:00:00,2CRZ/USDT,0.002342,0.002441,0.002327,0.00241,35855642.5382,85108.083256671
1660003200,2022-08-09 00:00:00,2CRZ/USDT,0.002456,0.002545,0.002322,0.002342,33850663.5361,82520.3692952414
1659916800,2022-08-08 00:00:00,2CRZ/USDT,0.002414,0.002579,0.0024,0.002461,38858251.8056,95851.0131080927
1659830400,2022-08-07 00:00:00,2CRZ/USDT,0.002383,0.0025,0.002323,0.002422,40871571.6385,98358.2074770759
1659744000,2022-08-06 00:00:00,2CRZ/USDT,0.002494,0.002494,0.002312,0.00238,40961366.3304,97914.9259133055
1659657600,2022-08-05 00:00:00,2CRZ/USDT,0.00228,0.0026,0.002279,0.002494,47003185.5243,116318.3710443539
1659571200,2022-08-04 00:00:00,2CRZ/USDT,0.002249,0.002879,0.002223,0.002293,61460028.6579,149886.0229642918
1659484800,2022-08-03 00:00:00,2CRZ/USDT,0.002299,0.0033,0.002209,0.00225,63827823.52941629,155044.51256547720978
1659398400,2022-08-02 00:00:00,2CRZ/USDT,0.002292,0.00234,0.002222,0.002299,37107573.6514,84638.5863333642
1659312000,2022-08-01 00:00:00,2CRZ/USDT,0.002285,0.002356,0.002224,0.002293,38741102.7492,88308.2046700611
1659225600,2022-07-31 00:00:00,2CRZ/USDT,0.002335,0.002389,0.002271,0.002293,36159935.1962,83278.7394857679
1659139200,2022-07-30 00:00:00,2CRZ/USDT,0.002284,0.002375,0.002261,0.002324,36512014.8545,84525.781967222
1659052800,2022-07-29 00:00:00,2CRZ/USDT,0.002351,0.002369,0.002229,0.002284,38135509.5139,87099.9514264168
1658966400,2022-07-28 00:00:00,2CRZ/USDT,0.002239,0.002356,0.002204,0.002348,41096290.3108,93432.859745605
1658880000,2022-07-27 00:00:00,2CRZ/USDT,0.002144,0.0023,0.002143,0.002254,64697327.1782,141382.3597301729
1658793600,2022-07-26 00:00:00,2CRZ/USDT,0.002216,0.00226,0.00208,0.002143,102467414.73868325,225251.7233237519845
1658707200,2022-07-25 00:00:00,2CRZ/USDT,0.002298,0.0024,0.002212,0.002212,106191294.4645,244702.2573549564
1658620800,2022-07-24 00:00:00,2CRZ/USDT,0.002257,0.00238,0.00225,0.002298,97778595.4168,223884.9316910038
1658534400,2022-07-23 00:00:00,2CRZ/USDT,0.002268,0.00234,0.00225,0.002265,102032388.7723,233329.0427070132
1658448000,2022-07-22 00:00:00,2CRZ/USDT,0.002371,0.002383,0.002255,0.00226,103083529.5418,240643.991200601
1658361600,2022-07-21 00:00:00,2CRZ/USDT,0.002413,0.002417,0.002286,0.00236,104290502.3502,246951.406131839
1658275200,2022-07-20 00:00:00,2CRZ/USDT,0.002596,0.002596,0.002346,0.002409,78744949.53,198587.3520742618
1658188800,2022-07-19 00:00:00,2CRZ/USDT,0.002336,0.0027,0.002234,0.002593,97696865.02457643,232142.63691540952949
1658102400,2022-07-18 00:00:00,2CRZ/USDT,0.002237,0.002385,0.002212,0.002335,101341816.975285,232744.53105998205383
1658016000,2022-07-17 00:00:00,2CRZ/USDT,0.002288,0.002291,0.002218,0.00223,97789563.19906782,219538.46698344014329
1657929600,2022-07-16 00:00:00,2CRZ/USDT,0.002298,0.002427,0.002242,0.002288,105078927.43320284,242590.75600870620538
1657843200,2022-07-15 00:00:00,2CRZ/USDT,0.002218,0.00253,0.002209,0.0023,107863099.79853566,248783.90456976826293
1657756800,2022-07-14 00:00:00,2CRZ/USDT,0.002215,0.00223,0.0022,0.002215,89698586.1336084,199006.30111452349043
1657670400,2022-07-13 00:00:00,2CRZ/USDT,0.002263,0.002264,0.0022,0.002215,99362200.41150118,223015.40173441337225
1657584000,2022-07-12 00:00:00,2CRZ/USDT,0.002311,0.002316,0.002245,0.002264,100216350.8771081,227994.84781757599669
1657497600,2022-07-11 00:00:00,2CRZ/USDT,0.002339,0.002343,0.002299,0.002318,74283137.22351852,173594.68376266417384
1657411200,2022-07-10 00:00:00,2CRZ/USDT,0.002343,0.002383,0.002316,0.002339,102956102.99227309,241483.88217467230119
1657324800,2022-07-09 00:00:00,2CRZ/USDT,0.002316,0.002379,0.0023,0.002341,102186936.84966948,236637.25662691422787
1657238400,2022-07-08 00:00:00,2CRZ/USDT,0.002391,0.002393,0.002301,0.002317,96486010.50756526,227524.18175737634832
1657152000,2022-07-07 00:00:00,2CRZ/USDT,0.002273,0.00249,0.00223,0.002391,105085602.27259596,246931.93459655555656
1657065600,2022-07-06 00:00:00,2CRZ/USDT,0.002299,0.0023,0.002153,0.002276,103283551.83651769,231269.50952541468949
1656979200,2022-07-05 00:00:00,2CRZ/USDT,0.002228,0.002343,0.002165,0.002292,107160708.2894341,235902.4877770277734
1656892800,2022-07-04 00:00:00,2CRZ/USDT,0.002154,0.00223,0.002152,0.002227,102151555.9927537,223578.04868514223849
1656806400,2022-07-03 00:00:00,2CRZ/USDT,0.002236,0.002236,0.002139,0.002154,96799674.43192542,210983.62806446427378
1656720000,2022-07-02 00:00:00,2CRZ/USDT,0.002237,0.00224,0.002204,0.002236,99506691.34785714,221055.4576681407936
1656633600,2022-07-01 00:00:00,2CRZ/USDT,0.002205,0.002259,0.002189,0.002236,101068603.43603551,223356.91660843710062
1656547200,2022-06-30 00:00:00,2CRZ/USDT,0.002361,0.002533,0.002146,0.002205,113364764.68558083,256577.46365892988692
1656460800,2022-06-29 00:00:00,2CRZ/USDT,0.002396,0.002396,0.002328,0.002357,98270126.61736785,232674.70764434962471
1656374400,2022-06-28 00:00:00,2CRZ/USDT,0.002381,0.002506,0.002381,0.002394,103828649.46887817,254625.48838670182931
1656288000,2022-06-27 00:00:00,2CRZ/USDT,0.002504,0.002634,0.002374,0.002389,100520795.21173994,249219.26247426401898
1656201600,2022-06-26 00:00:00,2CRZ/USDT,0.002633,0.002634,0.002416,0.002508,103347421.90151608,259852.93296455030147
1656115200,2022-06-25 00:00:00,2CRZ/USDT,0.002367,0.0029,0.002343,0.002633,112808236.80492385,287418.83171541622435
1656028800,2022-06-24 00:00:00,2CRZ/USDT,0.002335,0.002499,0.002279,0.002369,101917350.56511086,238029.55425526227782
1655942400,2022-06-23 00:00:00,2CRZ/USDT,0.0023,0.00245,0.002201,0.002331,100188803.47452681,230998.30598363359019
1655856000,2022-06-22 00:00:00,2CRZ/USDT,0.002239,0.002401,0.002229,0.002305,71015175.4346645,165147.67742363889711
1655769600,2022-06-21 00:00:00,2CRZ/USDT,0.002237,0.0024,0.002223,0.002239,14159896.97054627,32007.29839275964402
1655683200,2022-06-20 00:00:00,2CRZ/USDT,0.00224,0.002299,0.002214,0.002236,14052986.2419501,31500.49527191358086
1655596800,2022-06-19 00:00:00,2CRZ/USDT,0.002022,0.002283,0.002019,0.002244,14700094.76638415,32197.32895053151969
1655510400,2022-06-18 00:00:00,2CRZ/USDT,0.002096,0.0026,0.002,0.002019,30535105.63485938,66198.55983413257387
1655424000,2022-06-17 00:00:00,2CRZ/USDT,0.002229,0.00239,0.00205,0.002098,19213592.51598658,41889.82346033995437
1655337600,2022-06-16 00:00:00,2CRZ/USDT,0.002201,0.0026,0.002153,0.002234,12767492.33161189,29523.54641072473587
1655251200,2022-06-15 00:00:00,2CRZ/USDT,0.0022,0.0023,0.002002,0.002187,7303783.58080315,15574.32863820914495
1655164800,2022-06-14 00:00:00,2CRZ/USDT,0.0022,0.0027,0.0021,0.0022,8923479.21596776,20298.42880504955
1655078400,2022-06-13 00:00:00,2CRZ/USDT,0.0026,0.0027,0.002,0.0023,11654179.24391058,26363.555818979887
1654992000,2022-06-12 00:00:00,2CRZ/USDT,0.0027,0.0028,0.0026,0.0027,4549348.42534284,12151.718039239952
1654905600,2022-06-11 00:00:00,2CRZ/USDT,0.0031,0.0032,0.0026,0.0026,21426373.71348312,63371.24311017745
1654819200,2022-06-10 00:00:00,2CRZ/USDT,0.0032,0.0033,0.0031,0.0031,23309922.24013936,73939.503673649888
1654732800,2022-06-09 00:00:00,2CRZ/USDT,0.0032,0.0033,0.0031,0.0032,9654816.30496057,30475.603883649881
1654646400,2022-06-08 00:00:00,2CRZ/USDT,0.0035,0.0035,0.003,0.0031,16592686.37935135,52852.625560948379
1654560000,2022-06-07 00:00:00,2CRZ/USDT,0.0034,0.0036,0.0032,0.0035,20712880.30780708,68404.358738036511
1654473600,2022-06-06 00:00:00,2CRZ/USDT,0.0039,0.004,0.0032,0.0034,36515518.65798766,131253.59975433468
1654387200,2022-06-05 00:00:00,2CRZ/USDT,0.0034,0.0043,0.003,0.0039,47032714.96644665,168199.370794803718
1654300800,2022-06-04 00:00:00,2CRZ/USDT,0.0031,0.0035,0.003,0.0033,23486026.78402546,75485.273869716521
1654214400,2022-06-03 00:00:00,2CRZ/USDT,0.0032,0.0034,0.0031,0.0031,6729407.01730791,21146.470175889923
1654128000,2022-06-02 00:00:00,2CRZ/USDT,0.0033,0.0034,0.0031,0.0032,3402820.19960092,10962.309015833254
1654041600,2022-06-01 00:00:00,2CRZ/USDT,0.0036,0.0037,0.0033,0.0033,4320887.60954961,15057.145359099721
1653955200,2022-05-31 00:00:00,2CRZ/USDT,0.0033,0.0039,0.0033,0.0036,26880431.46034332,96664.322856639708
1653868800,2022-05-30 00:00:00,2CRZ/USDT,0.0032,0.0035,0.0031,0.0033,23449506.74847135,78331.329084278548
1653782400,2022-05-29 00:00:00,2CRZ/USDT,0.0031,0.0033,0.0031,0.0031,7386126.29956662,23556.649014159846
1653696000,2022-05-28 00:00:00,2CRZ/USDT,0.0031,0.0034,0.003,0.0031,4085962.24473528,13042.390780759974
1653609600,2022-05-27 00:00:00,2CRZ/USDT,0.0034,0.0035,0.0031,0.0031,4745101.27332353,15389.156661209497
1653523200,2022-05-26 00:00:00,2CRZ/USDT,0.0034,0.0044,0.003,0.0034,24310544.4998836,85752.223961999628
1653436800,2022-05-25 00:00:00,2CRZ/USDT,0.0035,0.0039,0.0031,0.0034,13049929.75135266,44401.572458093024
1653350400,2022-05-24 00:00:00,2CRZ/USDT,0.0035,0.0041,0.0032,0.0034,14931843.9614888,54065.117694939687
1653264000,2022-05-23 00:00:00,2CRZ/USDT,0.0035,0.0037,0.0034,0.0035,5980479.91173982,21183.882482749798
1653177600,2022-05-22 00:00:00,2CRZ/USDT,0.0034,0.0039,0.0034,0.0036,19419119.50367071,68420.721119319538
1653091200,2022-05-21 00:00:00,2CRZ/USDT,0.0036,0.0039,0.0033,0.0034,19654423.48635364,71037.826666339955
1653004800,2022-05-20 00:00:00,2CRZ/USDT,0.0038,0.005,0.0032,0.0036,55888794.60741761,222199.862028276425
1652918400,2022-05-19 00:00:00,2CRZ/USDT,0.0033,0.004,0.0033,0.0038,17244167.07121085,60288.394991972556
1652832000,2022-05-18 00:00:00,2CRZ/USDT,0.0036,0.0039,0.0032,0.0033,15597003.51890031,54277.312664027542
1652745600,2022-05-17 00:00:00,2CRZ/USDT,0.0031,0.0038,0.0031,0.0036,26350034.2031799,91410.868556961681
1652659200,2022-05-16 00:00:00,2CRZ/USDT,0.0036,0.0037,0.0031,0.0032,27059411.74192766,90135.682677809591
1652572800,2022-05-15 00:00:00,2CRZ/USDT,0.0031,0.0039,0.0031,0.0036,24196262.35706984,82235.85387864277
1652486400,2022-05-14 00:00:00,2CRZ/USDT,0.0035,0.0037,0.0029,0.0031,26182800.7754172,83218.565526104176
1652400000,2022-05-13 00:00:00,2CRZ/USDT,0.0028,0.0038,0.0028,0.0035,33990658.4677456,109649.208269344868
1652313600,2022-05-12 00:00:00,2CRZ/USDT,0.0032,0.0033,0.0028,0.0028,21175335.7916314,62132.312249999308
1652227200,2022-05-11 00:00:00,2CRZ/USDT,0.0042,0.0042,0.003,0.0031,22285332.16516121,81182.155079003025
1652140800,2022-05-10 00:00:00,2CRZ/USDT,0.0044,0.0047,0.0042,0.0042,17875196.57758133,78683.118862029755
1652054400,2022-05-09 00:00:00,2CRZ/USDT,0.0051,0.0053,0.0043,0.0044,11376969.81733072,52747.705955389186
1651968000,2022-05-08 00:00:00,2CRZ/USDT,0.0056,0.0056,0.0051,0.0052,5548740.31680516,29656.267260715807
1651881600,2022-05-07 00:00:00,2CRZ/USDT,0.0057,0.0058,0.0053,0.0057,10934377.01117204,60203.515123271419
1651795200,2022-05-06 00:00:00,2CRZ/USDT,0.006,0.006,0.0056,0.0057,1830110.85481475,10596.442235899441
1651708800,2022-05-05 00:00:00,2CRZ/USDT,0.0064,0.0068,0.0058,0.006,6106538.32644104,37955.732710605188
1651622400,2022-05-04 00:00:00,2CRZ/USDT,0.0064,0.0066,0.0062,0.0064,22019987.27030122,139940.100929496207
1651536000,2022-05-03 00:00:00,2CRZ/USDT,0.0061,0.0074,0.006,0.0064,25785091.68718381,166908.672589546028
1651449600,2022-05-02 00:00:00,2CRZ/USDT,0.0061,0.0064,0.006,0.0061,2929901.34816488,18223.748472663173
1651363200,2022-05-01 00:00:00,2CRZ/USDT,0.0061,0.0065,0.0058,0.0061,2951021.84898383,18025.715832047164
1651276800,2022-04-30 00:00:00,2CRZ/USDT,0.0064,0.0068,0.0061,0.0062,4352456.01190715,28026.751515419691
1651190400,2022-04-29 00:00:00,2CRZ/USDT,0.007,0.0072,0.0062,0.0063,17133218.58589292,116285.810266849711
1651104000,2022-04-28 00:00:00,2CRZ/USDT,0.0072,0.0076,0.007,0.007,22393525.21388666,161245.370619013932
1651017600,2022-04-27 00:00:00,2CRZ/USDT,0.0071,0.0074,0.007,0.0071,16112974.5661419,114070.475470059624
1650931200,2022-04-26 00:00:00,2CRZ/USDT,0.008,0.0082,0.0071,0.0071,25625716.71507016,195319.597005290596
1650844800,2022-04-25 00:00:00,2CRZ/USDT,0.0082,0.0083,0.0077,0.008,26142300.01384722,208914.797471937964
1650758400,2022-04-24 00:00:00,2CRZ/USDT,0.0088,0.0088,0.0082,0.0082,13037771.10554441,109376.085203564083
1650672000,2022-04-23 00:00:00,2CRZ/USDT,0.0084,0.0088,0.0081,0.0086,3571795.58270695,30368.447695942721
1650585600,2022-04-22 00:00:00,2CRZ/USDT,0.0087,0.009,0.0082,0.0084,3564968.66284407,30679.179911605926
1650499200,2022-04-21 00:00:00,2CRZ/USDT,0.0091,0.0095,0.0087,0.0087,7822521.78599355,70552.546439229966
1650412800,2022-04-20 00:00:00,2CRZ/USDT,0.0105,0.0109,0.009,0.0091,13070193.90836895,130039.420330352295
1650326400,2022-04-19 00:00:00,2CRZ/USDT,0.0084,0.0113,0.0083,0.0105,51532676.44144422,500438.296910116091
1650240000,2022-04-18 00:00:00,2CRZ/USDT,0.0085,0.009,0.0082,0.0084,18357472.45226875,156120.786963766893
1650153600,2022-04-17 00:00:00,2CRZ/USDT,0.0082,0.0094,0.0082,0.0085,28228438.97840367,246017.961367347409
1650067200,2022-04-16 00:00:00,2CRZ/USDT,0.0082,0.0088,0.008,0.0082,22655842.33400492,189230.010313285201
1649980800,2022-04-15 00:00:00,2CRZ/USDT,0.0083,0.0095,0.0082,0.0082,23757745.53912693,197649.769287310856
1649894400,2022-04-14 00:00:00,2CRZ/USDT,0.0085,0.0087,0.0082,0.0083,17112322.3598998,144690.993188500829
1649808000,2022-04-13 00:00:00,2CRZ/USDT,0.0083,0.0086,0.0083,0.0085,17590259.87107921,147517.490337374045
1649721600,2022-04-12 00:00:00,2CRZ/USDT,0.0082,0.0093,0.0082,0.0083,19756347.27152341,167337.374843459244
1649635200,2022-04-11 00:00:00,2CRZ/USDT,0.0091,0.0091,0.0082,0.0082,18953700.59891751,164244.035460972133
1649548800,2022-04-10 00:00:00,2CRZ/USDT,0.0094,0.0096,0.0089,0.0091,21985225.16986939,202802.720522796956
1649462400,2022-04-09 00:00:00,2CRZ/USDT,0.01,0.0103,0.0093,0.0094,21666634.39311602,209039.34942500049
1649376000,2022-04-08 00:00:00,2CRZ/USDT,0.0101,0.0116,0.0099,0.01,29487132.62210392,309838.512213150027
1649289600,2022-04-07 00:00:00,2CRZ/USDT,0.0098,0.0103,0.0098,0.0102,15994108.25882415,160404.88779207957
1649203200,2022-04-06 00:00:00,2CRZ/USDT,0.0116,0.0117,0.0098,0.0098,20381297.59165305,216817.906256794487
1649116800,2022-04-05 00:00:00,2CRZ/USDT,0.0116,0.0129,0.0113,0.0116,22800703.78376708,272280.408596808232
1649030400,2022-04-04 00:00:00,2CRZ/USDT,0.012,0.0122,0.0112,0.0116,13867526.47126229,160476.440691954453
1648944000,2022-04-03 00:00:00,2CRZ/USDT,0.0124,0.0124,0.0118,0.012,3284727.41621399,39485.703141427575
1648857600,2022-04-02 00:00:00,2CRZ/USDT,0.0127,0.0137,0.0124,0.0124,5853933.7608263,77240.844413176526
1648771200,2022-04-01 00:00:00,2CRZ/USDT,0.0116,0.0134,0.0112,0.0128,11695688.80979844,140453.43064152763
1648684800,2022-03-31 00:00:00,2CRZ/USDT,0.0124,0.0131,0.0109,0.0116,24323328.65307518,287315.389808942858
1648598400,2022-03-30 00:00:00,2CRZ/USDT,0.0108,0.015,0.01,0.0123,57297983.97269814,712180.13056803143
1648512000,2022-03-29 00:00:00,2CRZ/USDT,0.0111,0.0116,0.0101,0.0107,19467348.15803328,211956.798375661242
1648425600,2022-03-28 00:00:00,2CRZ/USDT,0.0101,0.0118,0.0099,0.0111,22868539.25823864,242848.955068379944
1648339200,2022-03-27 00:00:00,2CRZ/USDT,0.0113,0.0117,0.0093,0.0101,30810754.64211643,335616.071217627126
1648252800,2022-03-26 00:00:00,2CRZ/USDT,0.0099,0.0137,0.0095,0.0112,53039586.74759702,613817.428726080081
1648166400,2022-03-25 00:00:00,2CRZ/USDT,0.0092,0.0128,0.0091,0.0099,41418039.81028383,434975.346482684241
1648080000,2022-03-24 00:00:00,2CRZ/USDT,0.0088,0.0096,0.0087,0.0092,14437631.23625778,129785.445541096041
1647993600,2022-03-23 00:00:00,2CRZ/USDT,0.0088,0.0092,0.0086,0.0088,13718705.03817296,121032.346062499092
1647907200,2022-03-22 00:00:00,2CRZ/USDT,0.0086,0.0091,0.0085,0.0088,14235640.4061922,123900.034634813005
1647820800,2022-03-21 00:00:00,2CRZ/USDT,0.0085,0.0115,0.0084,0.0086,26679363.44173064,242803.281694638399
1647734400,2022-03-20 00:00:00,2CRZ/USDT,0.0087,0.009,0.0084,0.0085,6027435.4245226,51601.077592749713
1647648000,2022-03-19 00:00:00,2CRZ/USDT,0.0096,0.0096,0.0083,0.0087,5866093.54771674,50975.680186195968
1647561600,2022-03-18 00:00:00,2CRZ/USDT,0.0083,0.0119,0.0083,0.0095,22320948.49980178,218283.597668301368
1647475200,2022-03-17 00:00:00,2CRZ/USDT,0.0081,0.0084,0.0081,0.0082,12270196.21666317,100299.626857829668
1647388800,2022-03-16 00:00:00,2CRZ/USDT,0.0079,0.0085,0.0078,0.0081,12695727.88170886,101479.577533480072
1647302400,2022-03-15 00:00:00,2CRZ/USDT,0.008,0.0082,0.0078,0.0079,11566076.08560613,91824.4529647605
1647216000,2022-03-14 00:00:00,2CRZ/USDT,0.0083,0.0086,0.0076,0.008,12965144.80696704,105734.46487846498
1647129600,2022-03-13 00:00:00,2CRZ/USDT,0.0092,0.0095,0.0083,0.0083,13350057.33949451,119807.08703847873
1647043200,2022-03-12 00:00:00,2CRZ/USDT,0.0081,0.0105,0.0081,0.0092,23885219.50327144,218867.063268641275
1646956800,2022-03-11 00:00:00,2CRZ/USDT,0.0083,0.0084,0.008,0.0081,11903748.18321287,97124.860016779819
1646870400,2022-03-10 00:00:00,2CRZ/USDT,0.0086,0.0088,0.0083,0.0083,12687203.94631759,107689.372719251045
1646784000,2022-03-09 00:00:00,2CRZ/USDT,0.0085,0.009,0.0084,0.0086,12329878.54853033,106824.253429452764
1646697600,2022-03-08 00:00:00,2CRZ/USDT,0.0084,0.009,0.0084,0.0085,12165309.51370401,104204.549651176477
1646611200,2022-03-07 00:00:00,2CRZ/USDT,0.0093,0.0094,0.008,0.0084,43361001.67581809,366365.222004158405
1646524800,2022-03-06 00:00:00,2CRZ/USDT,0.0094,0.0097,0.0091,0.0093,11367231.98848748,105698.704578309837
1646438400,2022-03-05 00:00:00,2CRZ/USDT,0.0097,0.0102,0.009,0.0094,14653423.71332382,141651.226585036402
1646352000,2022-03-04 00:00:00,2CRZ/USDT,0.0099,0.0111,0.0095,0.0097,18182149.91185263,185610.564721541674
1646265600,2022-03-03 00:00:00,2CRZ/USDT,0.0111,0.0111,0.0098,0.0099,12065149.43291375,124339.97113655143
1646179200,2022-03-02 00:00:00,2CRZ/USDT,0.0112,0.0113,0.0109,0.0111,10615558.17371253,117582.795339197277
1646092800,2022-03-01 00:00:00,2CRZ/USDT,0.011,0.0119,0.0101,0.0112,11369031.16665142,125855.131941007982
1646006400,2022-02-28 00:00:00,2CRZ/USDT,0.0099,0.0113,0.0093,0.0111,9671490.85427553,101879.743737057271
1645920000,2022-02-27 00:00:00,2CRZ/USDT,0.0106,0.0108,0.0098,0.0099,5983045.70537542,60575.589980516294
1645833600,2022-02-26 00:00:00,2CRZ/USDT,0.0108,0.0112,0.0105,0.0106,9485996.21924024,102134.304893234307
1645747200,2022-02-25 00:00:00,2CRZ/USDT,0.0102,0.0111,0.0102,0.0108,7160022.99584932,75691.77973527691
1645660800,2022-02-24 00:00:00,2CRZ/USDT,0.0114,0.0116,0.0095,0.0102,16736009.78401021,174356.19439240868
1645574400,2022-02-23 00:00:00,2CRZ/USDT,0.0114,0.0158,0.0111,0.0114,12479648.54875647,152687.417769708881
1645488000,2022-02-22 00:00:00,2CRZ/USDT,0.0117,0.012,0.011,0.0114,8995362.69248871,101780.993829839545
1645401600,2022-02-21 00:00:00,2CRZ/USDT,0.0121,0.0124,0.0117,0.0117,8669392.54445476,103751.94642161835
1645315200,2022-02-20 00:00:00,2CRZ/USDT,0.0126,0.0129,0.0119,0.0121,9871698.83445233,120628.281941769709
1645228800,2022-02-19 00:00:00,2CRZ/USDT,0.0128,0.013,0.0125,0.0126,7319800.84888447,93125.161087507746
1645142400,2022-02-18 00:00:00,2CRZ/USDT,0.0129,0.0132,0.0125,0.0128,6383523.05562796,81597.414036376908
1645056000,2022-02-17 00:00:00,2CRZ/USDT,0.0143,0.0145,0.0128,0.0129,6186136.40012597,81452.417208584816
1644969600,2022-02-16 00:00:00,2CRZ/USDT,0.0149,0.015,0.0142,0.0142,1019941.17816622,14888.590726737663
1644883200,2022-02-15 00:00:00,2CRZ/USDT,0.0148,0.0151,0.0145,0.0148,643458.88943517,9515.156388525419
1644796800,2022-02-14 00:00:00,2CRZ/USDT,0.0145,0.0149,0.0141,0.0147,812575.54214909,11672.571777225864
1644710400,2022-02-13 00:00:00,2CRZ/USDT,0.0138,0.0151,0.0136,0.0144,2182487.37586539,31474.696333699038
