https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFDAI,Volume BTC
1663160400,2022-09-14 13:00:00,YFDAI/BTC,0.001219,0.001219,0.001219,0.001219,0,0
1663156800,2022-09-14 12:00:00,YFDAI/BTC,0.001219,0.001219,0.001219,0.001219,0.0538,0.0000655822
1663153200,2022-09-14 11:00:00,YFDAI/BTC,0.001248,0.001248,0.001248,0.001248,0,0
1663149600,2022-09-14 10:00:00,YFDAI/BTC,0.001248,0.001248,0.001248,0.001248,0,0
1663146000,2022-09-14 09:00:00,YFDAI/BTC,0.001218,0.00125,0.001196,0.001248,6.1035,0.0073230576
1663142400,2022-09-14 08:00:00,YFDAI/BTC,0.001289,0.001289,0.001289,0.001289,0,0
1663138800,2022-09-14 07:00:00,YFDAI/BTC,0.001227,0.001289,0.001227,0.001289,2.2139,0.0027678922
1663135200,2022-09-14 06:00:00,YFDAI/BTC,0.001323,0.001323,0.001184,0.001239,19.4057,0.0239612568
1663131600,2022-09-14 05:00:00,YFDAI/BTC,0.001261,0.001437,0.001173,0.001331,115.1169,0.1526417579
1663128000,2022-09-14 04:00:00,YFDAI/BTC,0.001205,0.001271,0.001205,0.001261,0.059,0.0000725646
1663124400,2022-09-14 03:00:00,YFDAI/BTC,0.001205,0.001205,0.001205,0.001205,0.1437,0.0001731585
1663120800,2022-09-14 02:00:00,YFDAI/BTC,0.001193,0.001193,0.001193,0.001193,0,0
1663117200,2022-09-14 01:00:00,YFDAI/BTC,0.001178,0.001193,0.00117,0.001193,0.2121,0.0002523688
1663113600,2022-09-14 00:00:00,YFDAI/BTC,0.001273,0.001273,0.001273,0.001273,0,0
1663110000,2022-09-13 23:00:00,YFDAI/BTC,0.001213,0.001273,0.001213,0.001273,0.8302,0.0010373026
1663106400,2022-09-13 22:00:00,YFDAI/BTC,0.001179,0.001179,0.001172,0.001172,2.7078,0.00317355
1663102800,2022-09-13 21:00:00,YFDAI/BTC,0.001172,0.001323,0.00117,0.001211,6.4535,0.0078519828
1663099200,2022-09-13 20:00:00,YFDAI/BTC,0.001172,0.001172,0.001172,0.001172,0,0
1663095600,2022-09-13 19:00:00,YFDAI/BTC,0.001163,0.001173,0.001163,0.001172,3.1416,0.0036587807
1663092000,2022-09-13 18:00:00,YFDAI/BTC,0.001142,0.001152,0.001142,0.001152,0.3774,0.0004317058
1663088400,2022-09-13 17:00:00,YFDAI/BTC,0.001145,0.001145,0.001145,0.001145,0,0
1663084800,2022-09-13 16:00:00,YFDAI/BTC,0.001145,0.001145,0.001145,0.001145,0,0
1663081200,2022-09-13 15:00:00,YFDAI/BTC,0.001145,0.001145,0.001145,0.001145,0,0
1663077600,2022-09-13 14:00:00,YFDAI/BTC,0.001112,0.001145,0.001105,0.001145,1.198,0.001342623
1663074000,2022-09-13 13:00:00,YFDAI/BTC,0.001111,0.001111,0.001111,0.001111,0.2854,0.0003170794
1663070400,2022-09-13 12:00:00,YFDAI/BTC,0.001106,0.001133,0.001101,0.001101,1.5552,0.0017254329
1663066800,2022-09-13 11:00:00,YFDAI/BTC,0.001099,0.001099,0.001099,0.001099,0,0
1663063200,2022-09-13 10:00:00,YFDAI/BTC,0.001099,0.001099,0.001099,0.001099,0,0
1663059600,2022-09-13 09:00:00,YFDAI/BTC,0.001099,0.001099,0.001099,0.001099,0.1421,0.0001561679
1663056000,2022-09-13 08:00:00,YFDAI/BTC,0.001117,0.001117,0.001117,0.001117,0,0
1663052400,2022-09-13 07:00:00,YFDAI/BTC,0.001114,0.001117,0.001114,0.001117,0.3229,0.0003604767
1663048800,2022-09-13 06:00:00,YFDAI/BTC,0.001093,0.001093,0.001093,0.001093,0.0136,0.0000148648
1663045200,2022-09-13 05:00:00,YFDAI/BTC,0.001093,0.001093,0.001093,0.001093,0,0
1663041600,2022-09-13 04:00:00,YFDAI/BTC,0.001113,0.001115,0.001093,0.001093,0.2555,0.0002820645
1663038000,2022-09-13 03:00:00,YFDAI/BTC,0.001118,0.001118,0.001118,0.001118,0,0
1663034400,2022-09-13 02:00:00,YFDAI/BTC,0.001118,0.001118,0.001118,0.001118,0,0
1663030800,2022-09-13 01:00:00,YFDAI/BTC,0.001118,0.001118,0.001118,0.001118,0,0
1663027200,2022-09-13 00:00:00,YFDAI/BTC,0.001118,0.001118,0.001118,0.001118,0,0
1663023600,2022-09-12 23:00:00,YFDAI/BTC,0.001094,0.001118,0.001094,0.001118,0.2368,0.0002632376
1663020000,2022-09-12 22:00:00,YFDAI/BTC,0.001123,0.001123,0.001123,0.001123,0.0612,0.0000687276
1663016400,2022-09-12 21:00:00,YFDAI/BTC,0.001071,0.001071,0.001071,0.001071,0.2613,0.0002798523
1663012800,2022-09-12 20:00:00,YFDAI/BTC,0.00111,0.001122,0.001096,0.001096,0.655,0.0007256156
1663009200,2022-09-12 19:00:00,YFDAI/BTC,0.0011,0.0011,0.0011,0.0011,0,0
1663005600,2022-09-12 18:00:00,YFDAI/BTC,0.001104,0.001104,0.0011,0.0011,0.4974,0.0005479316
1663002000,2022-09-12 17:00:00,YFDAI/BTC,0.001128,0.001128,0.001104,0.001115,2.6851,0.0029773899
1662998400,2022-09-12 16:00:00,YFDAI/BTC,0.001146,0.001146,0.001128,0.001128,0.1092,0.0001242054
1662994800,2022-09-12 15:00:00,YFDAI/BTC,0.001137,0.001137,0.001137,0.001137,0,0
1662991200,2022-09-12 14:00:00,YFDAI/BTC,0.001162,0.001162,0.001137,0.001137,0.1844,0.0002142403
1662987600,2022-09-12 13:00:00,YFDAI/BTC,0.001147,0.001147,0.001147,0.001147,0.2234,0.0002562398
1662984000,2022-09-12 12:00:00,YFDAI/BTC,0.001159,0.001176,0.001141,0.001176,2.3473,0.0027187006
1662980400,2022-09-12 11:00:00,YFDAI/BTC,0.001131,0.001131,0.001131,0.001131,0,0
1662976800,2022-09-12 10:00:00,YFDAI/BTC,0.001147,0.001147,0.001131,0.001131,0.6851,0.0007822809
1662973200,2022-09-12 09:00:00,YFDAI/BTC,0.00118,0.00118,0.00118,0.00118,0,0
1662969600,2022-09-12 08:00:00,YFDAI/BTC,0.00118,0.00118,0.00118,0.00118,0.2405,0.00028379
1662966000,2022-09-12 07:00:00,YFDAI/BTC,0.001144,0.001144,0.001144,0.001144,1.7578,0.0020109232
1662962400,2022-09-12 06:00:00,YFDAI/BTC,0.001173,0.001173,0.001145,0.001145,0.4197,0.0004884457
1662958800,2022-09-12 05:00:00,YFDAI/BTC,0.001199,0.001199,0.001199,0.001199,0,0
1662955200,2022-09-12 04:00:00,YFDAI/BTC,0.001184,0.001199,0.001184,0.001199,0.3184,0.0003796694
1662951600,2022-09-12 03:00:00,YFDAI/BTC,0.001167,0.001167,0.001167,0.001167,0,0
1662948000,2022-09-12 02:00:00,YFDAI/BTC,0.001167,0.001167,0.001167,0.001167,0.0541,0.0000631347
1662944400,2022-09-12 01:00:00,YFDAI/BTC,0.001184,0.001184,0.001184,0.001184,0,0
1662940800,2022-09-12 00:00:00,YFDAI/BTC,0.001184,0.001184,0.001184,0.001184,0.0604,0.0000715136
1662937200,2022-09-11 23:00:00,YFDAI/BTC,0.001152,0.001152,0.001152,0.001152,0,0
1662933600,2022-09-11 22:00:00,YFDAI/BTC,0.001152,0.001152,0.001152,0.001152,0,0
1662930000,2022-09-11 21:00:00,YFDAI/BTC,0.0012,0.0012,0.001152,0.001152,0.8876,0.0010406092
1662926400,2022-09-11 20:00:00,YFDAI/BTC,0.001178,0.0012,0.001172,0.0012,0.4091,0.0004848424
1662922800,2022-09-11 19:00:00,YFDAI/BTC,0.001163,0.001197,0.001154,0.001196,0.1869,0.0002191817
1662919200,2022-09-11 18:00:00,YFDAI/BTC,0.001207,0.001207,0.001207,0.001207,0,0
1662915600,2022-09-11 17:00:00,YFDAI/BTC,0.001186,0.001207,0.001186,0.001207,0.1846,0.0002195192
1662912000,2022-09-11 16:00:00,YFDAI/BTC,0.001178,0.001178,0.001178,0.001178,0,0
1662908400,2022-09-11 15:00:00,YFDAI/BTC,0.001178,0.001178,0.001178,0.001178,0,0
1662904800,2022-09-11 14:00:00,YFDAI/BTC,0.001182,0.001182,0.001178,0.001178,0.1629,0.0001924346
1662901200,2022-09-11 13:00:00,YFDAI/BTC,0.001225,0.001225,0.001218,0.001218,0.1554,0.0001893752
1662897600,2022-09-11 12:00:00,YFDAI/BTC,0.00123,0.00123,0.00123,0.00123,0,0
1662894000,2022-09-11 11:00:00,YFDAI/BTC,0.001228,0.00123,0.001228,0.00123,0.0058,0.0000071268
1662890400,2022-09-11 10:00:00,YFDAI/BTC,0.001238,0.001238,0.001238,0.001238,0,0
1662886800,2022-09-11 09:00:00,YFDAI/BTC,0.001225,0.001238,0.001225,0.001238,1.9729,0.0024356924
1662883200,2022-09-11 08:00:00,YFDAI/BTC,0.001201,0.001201,0.001201,0.001201,0,0
1662879600,2022-09-11 07:00:00,YFDAI/BTC,0.001201,0.001201,0.001201,0.001201,0.2152,0.0002584552
1662876000,2022-09-11 06:00:00,YFDAI/BTC,0.001219,0.001219,0.001219,0.001219,0,0
1662872400,2022-09-11 05:00:00,YFDAI/BTC,0.001219,0.001219,0.001219,0.001219,0,0
1662868800,2022-09-11 04:00:00,YFDAI/BTC,0.001219,0.001219,0.001219,0.001219,0.0836,0.0001019084
1662865200,2022-09-11 03:00:00,YFDAI/BTC,0.001209,0.001209,0.001209,0.001209,0.5527,0.0006682143
1662861600,2022-09-11 02:00:00,YFDAI/BTC,0.001196,0.001196,0.001196,0.001196,0,0
1662858000,2022-09-11 01:00:00,YFDAI/BTC,0.001196,0.001196,0.001196,0.001196,0.0176,0.0000210496
1662854400,2022-09-11 00:00:00,YFDAI/BTC,0.001196,0.001196,0.001196,0.001196,0,0
1662850800,2022-09-10 23:00:00,YFDAI/BTC,0.001196,0.001196,0.001196,0.001196,0,0
1662847200,2022-09-10 22:00:00,YFDAI/BTC,0.001201,0.001201,0.001196,0.001196,0.006,0.0000072
1662843600,2022-09-10 21:00:00,YFDAI/BTC,0.001205,0.001233,0.001205,0.001233,0.2327,0.0002837389
1662840000,2022-09-10 20:00:00,YFDAI/BTC,0.001199,0.001199,0.001199,0.001199,0,0
1662836400,2022-09-10 19:00:00,YFDAI/BTC,0.001199,0.001199,0.001199,0.001199,0.0012,0.0000014388
1662832800,2022-09-10 18:00:00,YFDAI/BTC,0.001205,0.001205,0.001205,0.001205,0.0596,0.000071818
1662829200,2022-09-10 17:00:00,YFDAI/BTC,0.001185,0.001185,0.001142,0.001142,0.5667,0.000647223
1662825600,2022-09-10 16:00:00,YFDAI/BTC,0.001182,0.001182,0.001182,0.001182,0,0
1662822000,2022-09-10 15:00:00,YFDAI/BTC,0.001197,0.001222,0.001174,0.001182,1.6109,0.0019309917
1662818400,2022-09-10 14:00:00,YFDAI/BTC,0.001171,0.001171,0.001171,0.001171,0,0
1662814800,2022-09-10 13:00:00,YFDAI/BTC,0.001171,0.001171,0.001171,0.001171,0,0
1662811200,2022-09-10 12:00:00,YFDAI/BTC,0.001171,0.001171,0.001171,0.001171,0,0
1662807600,2022-09-10 11:00:00,YFDAI/BTC,0.001211,0.001211,0.001171,0.001171,0.0877,0.0001031047
1662804000,2022-09-10 10:00:00,YFDAI/BTC,0.001213,0.001213,0.001211,0.001211,0.1888,0.0002288182
1662800400,2022-09-10 09:00:00,YFDAI/BTC,0.001266,0.001266,0.001266,0.001266,0,0
1662796800,2022-09-10 08:00:00,YFDAI/BTC,0.001247,0.001266,0.001247,0.001266,1.1198,0.0014037379
1662793200,2022-09-10 07:00:00,YFDAI/BTC,0.001251,0.001251,0.001251,0.001251,0,0
1662789600,2022-09-10 06:00:00,YFDAI/BTC,0.001251,0.001251,0.001251,0.001251,0,0
1662786000,2022-09-10 05:00:00,YFDAI/BTC,0.001251,0.001251,0.001251,0.001251,0,0
1662782400,2022-09-10 04:00:00,YFDAI/BTC,0.001251,0.001251,0.001251,0.001251,0,0
1662778800,2022-09-10 03:00:00,YFDAI/BTC,0.001254,0.001254,0.001251,0.001251,0.0084,0.0000105144
1662775200,2022-09-10 02:00:00,YFDAI/BTC,0.001255,0.001255,0.001255,0.001255,0,0
1662771600,2022-09-10 01:00:00,YFDAI/BTC,0.00125,0.001262,0.001245,0.001255,0.4184,0.0005230819
1662768000,2022-09-10 00:00:00,YFDAI/BTC,0.001262,0.001285,0.001262,0.001285,0.1613,0.0002050222
1662764400,2022-09-09 23:00:00,YFDAI/BTC,0.001196,0.001196,0.001196,0.001196,0.1337,0.0001599052
1662760800,2022-09-09 22:00:00,YFDAI/BTC,0.001222,0.001222,0.001191,0.001193,7.7955,0.0093023483
1662757200,2022-09-09 21:00:00,YFDAI/BTC,0.001274,0.001274,0.001274,0.001274,0,0
1662753600,2022-09-09 20:00:00,YFDAI/BTC,0.001274,0.001274,0.001274,0.001274,0.1722,0.0002193828
1662750000,2022-09-09 19:00:00,YFDAI/BTC,0.001271,0.001271,0.001258,0.001258,0.1144,0.0001444655
1662746400,2022-09-09 18:00:00,YFDAI/BTC,0.001288,0.001288,0.001288,0.001288,0.1381,0.0001778728
1662742800,2022-09-09 17:00:00,YFDAI/BTC,0.001287,0.001287,0.001287,0.001287,0,0
1662739200,2022-09-09 16:00:00,YFDAI/BTC,0.001287,0.001287,0.001287,0.001287,0.2408,0.0003099096
1662735600,2022-09-09 15:00:00,YFDAI/BTC,0.001268,0.001268,0.001268,0.001268,0.0595,0.000075446
1662732000,2022-09-09 14:00:00,YFDAI/BTC,0.001227,0.001227,0.001227,0.001227,0.045,0.000055215
1662728400,2022-09-09 13:00:00,YFDAI/BTC,0.001239,0.001239,0.001227,0.001227,0.1885,0.000232473
1662724800,2022-09-09 12:00:00,YFDAI/BTC,0.001288,0.001288,0.001239,0.001239,0.3921,0.0004916181
1662721200,2022-09-09 11:00:00,YFDAI/BTC,0.001258,0.001297,0.001258,0.001268,0.3178,0.0004058238
1662717600,2022-09-09 10:00:00,YFDAI/BTC,0.001225,0.001256,0.001225,0.001256,1.0226,0.001253925
1662714000,2022-09-09 09:00:00,YFDAI/BTC,0.001222,0.001222,0.001222,0.001222,0,0
1662710400,2022-09-09 08:00:00,YFDAI/BTC,0.001225,0.001225,0.001222,0.001222,0.4126,0.0005053654
1662706800,2022-09-09 07:00:00,YFDAI/BTC,0.00124,0.00124,0.00124,0.00124,0,0
1662703200,2022-09-09 06:00:00,YFDAI/BTC,0.001255,0.001255,0.00124,0.00124,22.1164,0.0274563821
1662699600,2022-09-09 05:00:00,YFDAI/BTC,0.001319,0.001319,0.001255,0.001255,7.6562,0.0096956153
1662696000,2022-09-09 04:00:00,YFDAI/BTC,0.001285,0.001313,0.001261,0.001313,1.938,0.0024528213
1662692400,2022-09-09 03:00:00,YFDAI/BTC,0.001313,0.001327,0.00128,0.001327,0.3189,0.0004172924
1662688800,2022-09-09 02:00:00,YFDAI/BTC,0.001314,0.001316,0.001252,0.001316,2.2745,0.0029024571
1662685200,2022-09-09 01:00:00,YFDAI/BTC,0.001264,0.001264,0.001264,0.001264,0.1382,0.0001746848
1662681600,2022-09-09 00:00:00,YFDAI/BTC,0.001277,0.001277,0.001277,0.001277,0,0
1662678000,2022-09-08 23:00:00,YFDAI/BTC,0.001337,0.001338,0.001277,0.001277,5.1099,0.0065583835
1662674400,2022-09-08 22:00:00,YFDAI/BTC,0.001303,0.001303,0.001302,0.001302,5.0702,0.0066027817
1662670800,2022-09-08 21:00:00,YFDAI/BTC,0.001308,0.001308,0.001303,0.001303,0.7913,0.0010311154
1662667200,2022-09-08 20:00:00,YFDAI/BTC,0.001374,0.001374,0.001304,0.001304,1.5082,0.0020445764
1662663600,2022-09-08 19:00:00,YFDAI/BTC,0.001313,0.001313,0.001313,0.001313,0.675,0.000886275
1662660000,2022-09-08 18:00:00,YFDAI/BTC,0.001323,0.001323,0.001323,0.001323,0,0
1662656400,2022-09-08 17:00:00,YFDAI/BTC,0.001323,0.001323,0.001323,0.001323,2.1858,0.0028918134
1662652800,2022-09-08 16:00:00,YFDAI/BTC,0.001318,0.001318,0.001318,0.001318,0,0
1662649200,2022-09-08 15:00:00,YFDAI/BTC,0.001318,0.001318,0.001318,0.001318,0,0
1662645600,2022-09-08 14:00:00,YFDAI/BTC,0.001329,0.001329,0.001318,0.001318,5.9844,0.0078980614
1662642000,2022-09-08 13:00:00,YFDAI/BTC,0.001336,0.001336,0.001328,0.001328,1.1712,0.0015597886
1662638400,2022-09-08 12:00:00,YFDAI/BTC,0.001365,0.00142,0.001358,0.001358,10.8604,0.0149277561
1662634800,2022-09-08 11:00:00,YFDAI/BTC,0.001393,0.001506,0.00137,0.00137,11.9145,0.0167193651
1662631200,2022-09-08 10:00:00,YFDAI/BTC,0.001528,0.001529,0.001416,0.00145,4.2233,0.0061458612
1662627600,2022-09-08 09:00:00,YFDAI/BTC,0.001366,0.001682,0.001331,0.001527,44.9567,0.0677511646
1662624000,2022-09-08 08:00:00,YFDAI/BTC,0.001305,0.001366,0.001283,0.001362,7.3773,0.009804776
1662620400,2022-09-08 07:00:00,YFDAI/BTC,0.001328,0.001328,0.001328,0.001328,0,0
1662616800,2022-09-08 06:00:00,YFDAI/BTC,0.001328,0.001328,0.001328,0.001328,0,0
1662613200,2022-09-08 05:00:00,YFDAI/BTC,0.00134,0.001341,0.001305,0.001328,0.3056,0.0004052123
1662609600,2022-09-08 04:00:00,YFDAI/BTC,0.001334,0.001337,0.001334,0.001337,1.457,0.0019463295
1662606000,2022-09-08 03:00:00,YFDAI/BTC,0.001321,0.001321,0.001321,0.001321,0.1359,0.0001795239
1662602400,2022-09-08 02:00:00,YFDAI/BTC,0.001309,0.001333,0.001309,0.001333,1.2218,0.0016160347
1662598800,2022-09-08 01:00:00,YFDAI/BTC,0.00127,0.00127,0.001264,0.001264,0.5703,0.0007227198
1662595200,2022-09-08 00:00:00,YFDAI/BTC,0.001262,0.001282,0.001262,0.001282,1.2719,0.0016193821
1662591600,2022-09-07 23:00:00,YFDAI/BTC,0.001282,0.001302,0.001245,0.00125,3.4323,0.0043374759
1662588000,2022-09-07 22:00:00,YFDAI/BTC,0.001271,0.001271,0.001271,0.001271,0,0
1662584400,2022-09-07 21:00:00,YFDAI/BTC,0.001271,0.001271,0.001271,0.001271,0.159,0.000202089
1662580800,2022-09-07 20:00:00,YFDAI/BTC,0.001281,0.001281,0.001281,0.001281,0,0
1662577200,2022-09-07 19:00:00,YFDAI/BTC,0.001256,0.001281,0.001251,0.001281,1.4376,0.0018034551
