https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFDAI,Volume BTC
1663459200,2022-09-18 00:00:00,YFDAI/BTC,0.001289,0.001417,0.001284,0.001393,3.7152,0.0048892107
1663455600,2022-09-17 23:00:00,YFDAI/BTC,0.001368,0.00148,0.001283,0.001283,13.5779,0.0182203313
1663452000,2022-09-17 22:00:00,YFDAI/BTC,0.0012,0.00227,0.001176,0.001365,174.885,0.2825388275
1663448400,2022-09-17 21:00:00,YFDAI/BTC,0.001168,0.0012,0.001164,0.0012,2.3318,0.0027524329
1663444800,2022-09-17 20:00:00,YFDAI/BTC,0.001165,0.001165,0.001165,0.001165,0.495,0.000576675
1663441200,2022-09-17 19:00:00,YFDAI/BTC,0.001211,0.001297,0.001169,0.001169,11.8067,0.0143709644
1663437600,2022-09-17 18:00:00,YFDAI/BTC,0.001194,0.001194,0.00119,0.00119,1.9401,0.0023100697
1663434000,2022-09-17 17:00:00,YFDAI/BTC,0.001193,0.001212,0.00119,0.001212,2.7356,0.0032623864
1663430400,2022-09-17 16:00:00,YFDAI/BTC,0.001236,0.001236,0.001236,0.001236,0.1445,0.000178602
1663426800,2022-09-17 15:00:00,YFDAI/BTC,0.00119,0.00119,0.00119,0.00119,0,0
1663423200,2022-09-17 14:00:00,YFDAI/BTC,0.00119,0.00119,0.00119,0.00119,0.2034,0.000242046
1663419600,2022-09-17 13:00:00,YFDAI/BTC,0.001205,0.001205,0.001205,0.001205,0.0102,0.000012291
1663416000,2022-09-17 12:00:00,YFDAI/BTC,0.001234,0.001234,0.001205,0.001205,0.6068,0.0007436462
1663412400,2022-09-17 11:00:00,YFDAI/BTC,0.001208,0.001266,0.001208,0.001242,3.1639,0.0038991312
1663408800,2022-09-17 10:00:00,YFDAI/BTC,0.001174,0.001212,0.001174,0.001196,1.6932,0.0020068502
1663405200,2022-09-17 09:00:00,YFDAI/BTC,0.001194,0.001194,0.001194,0.001194,0,0
1663401600,2022-09-17 08:00:00,YFDAI/BTC,0.001194,0.001194,0.001194,0.001194,0,0
1663398000,2022-09-17 07:00:00,YFDAI/BTC,0.001194,0.001194,0.001194,0.001194,0,0
1663394400,2022-09-17 06:00:00,YFDAI/BTC,0.001211,0.001323,0.001179,0.001194,23.7868,0.0291582219
1663390800,2022-09-17 05:00:00,YFDAI/BTC,0.001227,0.001235,0.001227,0.001235,0.1821,0.0002247623
1663387200,2022-09-17 04:00:00,YFDAI/BTC,0.001226,0.001226,0.001226,0.001226,0,0
1663383600,2022-09-17 03:00:00,YFDAI/BTC,0.001226,0.001226,0.001226,0.001226,0,0
1663380000,2022-09-17 02:00:00,YFDAI/BTC,0.001218,0.001226,0.001218,0.001226,0.7379,0.0009038374
1663376400,2022-09-17 01:00:00,YFDAI/BTC,0.001224,0.001224,0.001224,0.001224,0,0
1663372800,2022-09-17 00:00:00,YFDAI/BTC,0.001224,0.001224,0.001224,0.001224,0,0
1663369200,2022-09-16 23:00:00,YFDAI/BTC,0.001224,0.001224,0.001224,0.001224,0,0
1663365600,2022-09-16 22:00:00,YFDAI/BTC,0.001224,0.001224,0.001224,0.001224,0,0
1663362000,2022-09-16 21:00:00,YFDAI/BTC,0.001224,0.001224,0.001224,0.001224,0,0
1663358400,2022-09-16 20:00:00,YFDAI/BTC,0.001218,0.001224,0.001218,0.001224,0.5576,0.0006807084
1663354800,2022-09-16 19:00:00,YFDAI/BTC,0.001203,0.001238,0.001185,0.001185,4.8766,0.0059314393
1663351200,2022-09-16 18:00:00,YFDAI/BTC,0.001224,0.001232,0.00119,0.001232,0.462,0.0005536832
1663347600,2022-09-16 17:00:00,YFDAI/BTC,0.001182,0.001245,0.001182,0.001224,5.4916,0.0067279232
1663344000,2022-09-16 16:00:00,YFDAI/BTC,0.001178,0.001178,0.001159,0.001159,1.652,0.0019290568
1663340400,2022-09-16 15:00:00,YFDAI/BTC,0.001227,0.001227,0.001227,0.001227,0,0
1663336800,2022-09-16 14:00:00,YFDAI/BTC,0.001201,0.001227,0.001188,0.001227,0.1828,0.0002237951
1663333200,2022-09-16 13:00:00,YFDAI/BTC,0.001231,0.001231,0.001231,0.001231,0,0
1663329600,2022-09-16 12:00:00,YFDAI/BTC,0.001222,0.001231,0.001181,0.001231,0.4606,0.0005651208
1663326000,2022-09-16 11:00:00,YFDAI/BTC,0.001223,0.001223,0.001223,0.001223,0,0
1663322400,2022-09-16 10:00:00,YFDAI/BTC,0.001223,0.001223,0.001223,0.001223,0,0
1663318800,2022-09-16 09:00:00,YFDAI/BTC,0.001223,0.001223,0.001223,0.001223,0,0
1663315200,2022-09-16 08:00:00,YFDAI/BTC,0.001217,0.001223,0.001217,0.001223,0.1204,0.0001467086
1663311600,2022-09-16 07:00:00,YFDAI/BTC,0.001217,0.001217,0.001217,0.001217,0,0
1663308000,2022-09-16 06:00:00,YFDAI/BTC,0.001217,0.001217,0.001217,0.001217,0,0
1663304400,2022-09-16 05:00:00,YFDAI/BTC,0.001217,0.001217,0.001217,0.001217,0,0
1663300800,2022-09-16 04:00:00,YFDAI/BTC,0.001217,0.001217,0.001217,0.001217,0.0601,0.0000731417
1663297200,2022-09-16 03:00:00,YFDAI/BTC,0.001231,0.001233,0.001173,0.001192,10.091,0.0120688657
1663293600,2022-09-16 02:00:00,YFDAI/BTC,0.001197,0.001197,0.001197,0.001197,0,0
1663290000,2022-09-16 01:00:00,YFDAI/BTC,0.001197,0.001197,0.001197,0.001197,0.0065,0.0000077805
1663286400,2022-09-16 00:00:00,YFDAI/BTC,0.001197,0.001197,0.001197,0.001197,0,0
1663282800,2022-09-15 23:00:00,YFDAI/BTC,0.001197,0.001197,0.001197,0.001197,0.0572,0.0000684684
1663279200,2022-09-15 22:00:00,YFDAI/BTC,0.001202,0.001202,0.001197,0.001197,0.0696,0.0000835907
1663275600,2022-09-15 21:00:00,YFDAI/BTC,0.001213,0.001217,0.001213,0.001217,4.9161,0.0059827157
1663272000,2022-09-15 20:00:00,YFDAI/BTC,0.001209,0.001212,0.001209,0.001212,0.5408,0.0006539216
1663268400,2022-09-15 19:00:00,YFDAI/BTC,0.001208,0.001221,0.001205,0.001205,3.3983,0.0041055404
1663264800,2022-09-15 18:00:00,YFDAI/BTC,0.001177,0.001177,0.001177,0.001177,0,0
1663261200,2022-09-15 17:00:00,YFDAI/BTC,0.001177,0.001177,0.001177,0.001177,0,0
1663257600,2022-09-15 16:00:00,YFDAI/BTC,0.001177,0.001177,0.001177,0.001177,0,0
1663254000,2022-09-15 15:00:00,YFDAI/BTC,0.001177,0.001177,0.001177,0.001177,0,0
1663250400,2022-09-15 14:00:00,YFDAI/BTC,0.001177,0.001177,0.001177,0.001177,0,0
1663246800,2022-09-15 13:00:00,YFDAI/BTC,0.001177,0.001177,0.001177,0.001177,0,0
1663243200,2022-09-15 12:00:00,YFDAI/BTC,0.001177,0.001177,0.001177,0.001177,0,0
1663239600,2022-09-15 11:00:00,YFDAI/BTC,0.001177,0.001177,0.001177,0.001177,0,0
1663236000,2022-09-15 10:00:00,YFDAI/BTC,0.001202,0.001202,0.001177,0.001177,0.5401,0.0006462527
1663232400,2022-09-15 09:00:00,YFDAI/BTC,0.001202,0.001202,0.001202,0.001202,0,0
1663228800,2022-09-15 08:00:00,YFDAI/BTC,0.001202,0.001202,0.001202,0.001202,0.0832,0.0001000064
1663225200,2022-09-15 07:00:00,YFDAI/BTC,0.001172,0.001172,0.001172,0.001172,0,0
1663221600,2022-09-15 06:00:00,YFDAI/BTC,0.001172,0.001172,0.001172,0.001172,0,0
1663218000,2022-09-15 05:00:00,YFDAI/BTC,0.001172,0.001172,0.001172,0.001172,0,0
1663214400,2022-09-15 04:00:00,YFDAI/BTC,0.001172,0.001172,0.001172,0.001172,0,0
1663210800,2022-09-15 03:00:00,YFDAI/BTC,0.001185,0.001185,0.001172,0.001172,1.492,0.0017629249
1663207200,2022-09-15 02:00:00,YFDAI/BTC,0.001241,0.001241,0.001241,0.001241,0.0643,0.0000797963
1663203600,2022-09-15 01:00:00,YFDAI/BTC,0.001223,0.001223,0.001223,0.001223,0,0
1663200000,2022-09-15 00:00:00,YFDAI/BTC,0.001223,0.001223,0.001223,0.001223,0,0
1663196400,2022-09-14 23:00:00,YFDAI/BTC,0.001223,0.001223,0.001223,0.001223,0,0
1663192800,2022-09-14 22:00:00,YFDAI/BTC,0.001223,0.001223,0.001223,0.001223,0,0
1663189200,2022-09-14 21:00:00,YFDAI/BTC,0.001223,0.001223,0.001223,0.001223,0,0
1663185600,2022-09-14 20:00:00,YFDAI/BTC,0.001223,0.001223,0.001223,0.001223,0.0012,0.0000014676
1663182000,2022-09-14 19:00:00,YFDAI/BTC,0.001252,0.001252,0.001252,0.001252,0,0
1663178400,2022-09-14 18:00:00,YFDAI/BTC,0.001252,0.001252,0.001252,0.001252,0.0704,0.0000881408
1663174800,2022-09-14 17:00:00,YFDAI/BTC,0.001237,0.001237,0.001237,0.001237,0,0
1663171200,2022-09-14 16:00:00,YFDAI/BTC,0.001237,0.001237,0.001237,0.001237,0,0
1663167600,2022-09-14 15:00:00,YFDAI/BTC,0.001237,0.001237,0.001237,0.001237,0,0
1663164000,2022-09-14 14:00:00,YFDAI/BTC,0.001187,0.001237,0.001187,0.001237,0.6122,0.0007428464
