https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BUY,Volume BTC
1663459200,2022-09-18 00:00:00,BUY/BTC,0.0000002166,0.0000002204,0.0000002158,0.0000002176,57427.5351,0.01250864323311
1663372800,2022-09-17 00:00:00,BUY/BTC,0.0000002041,0.0000002232,0.0000002008,0.0000002168,2054360.7043,0.42593677186101
1663286400,2022-09-16 00:00:00,BUY/BTC,0.0000002132,0.0000002173,0.0000002018,0.0000002041,2076506.5903,0.43362945635099
1663200000,2022-09-15 00:00:00,BUY/BTC,0.0000002044,0.0000002149,0.0000002023,0.0000002133,1957429.3755,0.40600775805548
1663113600,2022-09-14 00:00:00,BUY/BTC,0.0000002039,0.0000002097,0.0000002016,0.0000002046,2027637.0543,0.41513702638745
1663027200,2022-09-13 00:00:00,BUY/BTC,0.0000001926,0.0000002064,0.0000001918,0.0000002038,2086164.1363,0.41422271422554
1662940800,2022-09-12 00:00:00,BUY/BTC,0.0000001938,0.0000001957,0.0000001878,0.0000001934,2071472.003,0.39586834195531
1662854400,2022-09-11 00:00:00,BUY/BTC,0.0000001909,0.000000195,0.0000001904,0.0000001935,2044013.2251,0.39324112440218
1662768000,2022-09-10 00:00:00,BUY/BTC,0.0000001918,0.0000001953,0.0000001891,0.0000001908,2129225.8251,0.40958606933339
1662681600,2022-09-09 00:00:00,BUY/BTC,0.0000002113,0.0000002114,0.0000001887,0.0000001915,2137026.352,0.42279849447253
1662595200,2022-09-08 00:00:00,BUY/BTC,0.0000002078,0.000000212,0.000000205,0.000000211,1734959.2996,0.36176071648579
1662508800,2022-09-07 00:00:00,BUY/BTC,0.0000002097,0.0000002144,0.000000205,0.0000002073,2038966.8442,0.42973760617936
1662422400,2022-09-06 00:00:00,BUY/BTC,0.000000203,0.0000002145,0.0000001997,0.0000002097,1870125.6021,0.38418885246612
1662336000,2022-09-05 00:00:00,BUY/BTC,0.000000214,0.0000002162,0.0000002015,0.0000002015,2414006.1675,0.50185445694885
1662249600,2022-09-04 00:00:00,BUY/BTC,0.0000002058,0.0000002169,0.0000002048,0.0000002143,2069060.1206,0.43089875487059
1662163200,2022-09-03 00:00:00,BUY/BTC,0.0000002101,0.0000002166,0.000000203,0.0000002058,1857906.8662,0.38971868242116
1662076800,2022-09-02 00:00:00,BUY/BTC,0.0000002055,0.0000002158,0.000000204,0.0000002104,2040400.7813,0.42430778861696
1661990400,2022-09-01 00:00:00,BUY/BTC,0.0000002019,0.0000002153,0.0000002001,0.0000002052,2066679.0507,0.42614559543215
1661904000,2022-08-31 00:00:00,BUY/BTC,0.000000207,0.0000002079,0.0000002015,0.0000002018,1797587.8138,0.36713541087163
1661817600,2022-08-30 00:00:00,BUY/BTC,0.0000001979,0.0000002105,0.0000001976,0.0000002071,2265004.2281,0.46392834804733
1661731200,2022-08-29 00:00:00,BUY/BTC,0.0000002054,0.0000002054,0.0000001966,0.0000001977,1793462.6696,0.3605615623372
1661644800,2022-08-28 00:00:00,BUY/BTC,0.0000002017,0.0000002069,0.0000001993,0.0000002057,1887513.2034,0.38494417446735
1661558400,2022-08-27 00:00:00,BUY/BTC,0.000000202,0.0000002073,0.000000195,0.0000002015,1915577.8454,0.38540344689364
1661472000,2022-08-26 00:00:00,BUY/BTC,0.0000002009,0.0000002126,0.000000195,0.0000002017,1898006.9303,0.38698166387093
1661385600,2022-08-25 00:00:00,BUY/BTC,0.0000001967,0.0000002086,0.0000001957,0.0000002015,2158600.3599,0.43390442180281
1661299200,2022-08-24 00:00:00,BUY/BTC,0.0000002011,0.0000002033,0.0000001948,0.000000197,2162396.4802,0.42862659640919
1661212800,2022-08-23 00:00:00,BUY/BTC,0.0000001996,0.0000002108,0.0000001993,0.000000201,3134131.488,0.63837923825151
1661126400,2022-08-22 00:00:00,BUY/BTC,0.0000002052,0.0000002115,0.0000002001,0.0000002001,1847456.3304,0.37930549461235
1661040000,2022-08-21 00:00:00,BUY/BTC,0.000000205,0.0000002084,0.0000002015,0.0000002049,1944468.7502,0.39854568541423
1660953600,2022-08-20 00:00:00,BUY/BTC,0.0000002039,0.000000209,0.0000001975,0.0000002049,1953901.9415,0.39680651145517
1660867200,2022-08-19 00:00:00,BUY/BTC,0.0000002016,0.0000002083,0.0000001893,0.0000002047,2058669.0744,0.41111122733987
1660780800,2022-08-18 00:00:00,BUY/BTC,0.0000001973,0.0000002118,0.0000001926,0.0000002017,2115218.7314,0.42739081649824
1660694400,2022-08-17 00:00:00,BUY/BTC,0.0000001932,0.0000001995,0.0000001916,0.0000001945,1921287.7211,0.37554350087603
1660608000,2022-08-16 00:00:00,BUY/BTC,0.0000001931,0.0000002063,0.0000001908,0.000000193,2115072.4119,0.4146087685841
1660521600,2022-08-15 00:00:00,BUY/BTC,0.0000001956,0.000000196,0.0000001886,0.0000001932,1857813.4957,0.35530814743775
1660435200,2022-08-14 00:00:00,BUY/BTC,0.0000001946,0.0000002021,0.0000001894,0.0000001958,2017493.9731,0.39181039339572
1660348800,2022-08-13 00:00:00,BUY/BTC,0.0000001925,0.000000204,0.000000188,0.0000001949,2103550.5745,0.40752514895475
1660262400,2022-08-12 00:00:00,BUY/BTC,0.000000193,0.0000001981,0.0000001871,0.0000001922,2284010.4794,0.43970056345103
1660176000,2022-08-11 00:00:00,BUY/BTC,0.000000191,0.0000001947,0.0000001846,0.000000193,2014014.9463,0.38139994214209
1660089600,2022-08-10 00:00:00,BUY/BTC,0.0000001982,0.0000002049,0.0000001894,0.0000001911,2284602.2767,0.44583286430737
1660003200,2022-08-09 00:00:00,BUY/BTC,0.0000001933,0.0000001999,0.0000001908,0.0000001977,2145929.287,0.41728169106729
1659916800,2022-08-08 00:00:00,BUY/BTC,0.0000001959,0.0000001982,0.0000001877,0.0000001936,2056713.5269,0.39496826630964
1659830400,2022-08-07 00:00:00,BUY/BTC,0.0000001987,0.0000001999,0.0000001902,0.0000001958,2275184.2843,0.44494709520231
1659744000,2022-08-06 00:00:00,BUY/BTC,0.0000002031,0.0000002046,0.0000001934,0.0000001984,2012044.0239,0.39946742277279
1659657600,2022-08-05 00:00:00,BUY/BTC,0.0000001985,0.0000002097,0.0000001907,0.0000002034,2122991.825,0.42420372808994
1659571200,2022-08-04 00:00:00,BUY/BTC,0.0000001972,0.000000201,0.0000001863,0.0000001988,2435689.0694,0.47543385179968
1659484800,2022-08-03 00:00:00,BUY/BTC,0.0000002007,0.0000002062,0.0000001931,0.0000001973,1919357.5267,0.38423038519249
1659398400,2022-08-02 00:00:00,BUY/BTC,0.0000002001,0.0000002084,0.0000001934,0.0000002007,2104569.0072,0.42396657901309
1659312000,2022-08-01 00:00:00,BUY/BTC,0.0000001994,0.0000002082,0.0000001949,0.0000001998,2145713.5829,0.4294249322886
1659225600,2022-07-31 00:00:00,BUY/BTC,0.0000001922,0.0000002084,0.0000001887,0.0000001991,5640435.2314,1.12693836116375
1659139200,2022-07-30 00:00:00,BUY/BTC,0.0000002341,0.0000002353,0.0000001816,0.0000001927,9058077.7488,1.75670128715355
1659052800,2022-07-29 00:00:00,BUY/BTC,0.0000002355,0.0000002406,0.0000002306,0.0000002343,1684787.6047,0.39633046076469
1658966400,2022-07-28 00:00:00,BUY/BTC,0.0000002387,0.0000002455,0.0000002276,0.0000002358,1702840.6031,0.40207455914182
1658880000,2022-07-27 00:00:00,BUY/BTC,0.0000002456,0.0000002538,0.0000002347,0.0000002398,1725426.3778,0.42141947033968
1658793600,2022-07-26 00:00:00,BUY/BTC,0.0000002445,0.0000002524,0.0000002421,0.0000002458,1558737.5853,0.38519202949723
1658707200,2022-07-25 00:00:00,BUY/BTC,0.0000002439,0.0000002493,0.0000002348,0.0000002447,1795242.8,0.43383411744587
1658620800,2022-07-24 00:00:00,BUY/BTC,0.0000002465,0.0000002524,0.0000002387,0.0000002436,1693114.8404,0.41536477646112
1658534400,2022-07-23 00:00:00,BUY/BTC,0.0000002476,0.0000002579,0.0000002447,0.0000002469,1661681.1713,0.4146312009035
1658448000,2022-07-22 00:00:00,BUY/BTC,0.0000002539,0.0000002669,0.0000002465,0.0000002473,1529341.5559,0.38837998419138
1658361600,2022-07-21 00:00:00,BUY/BTC,0.00000026,0.0000002646,0.0000002468,0.000000254,1608761.5918,0.41190253966105
1658275200,2022-07-20 00:00:00,BUY/BTC,0.0000002538,0.0000002632,0.0000002444,0.0000002601,1584078.5012,0.39733269450544
1658188800,2022-07-19 00:00:00,BUY/BTC,0.0000002478,0.00000028,0.000000243,0.0000002547,2206054.776,0.57510381228007
1658102400,2022-07-18 00:00:00,BUY/BTC,0.0000002813,0.0000002861,0.0000002452,0.0000002478,2242030.0929,0.57507026048261
1658016000,2022-07-17 00:00:00,BUY/BTC,0.0000002375,0.0000003536,0.00000023,0.0000002811,3039852.7809,0.83232785157114
1657929600,2022-07-16 00:00:00,BUY/BTC,0.0000002258,0.0000002405,0.0000002232,0.0000002378,1696475.4963,0.38998596550076
1657843200,2022-07-15 00:00:00,BUY/BTC,0.0000002291,0.0000002339,0.0000002167,0.0000002261,1738831.8427,0.39183155434223
1657756800,2022-07-14 00:00:00,BUY/BTC,0.0000002343,0.0000002352,0.0000002203,0.0000002293,1990075.7667,0.45358457615573
1657670400,2022-07-13 00:00:00,BUY/BTC,0.0000002386,0.0000002515,0.000000227,0.0000002341,1780595.6622,0.41841200436445
1657584000,2022-07-12 00:00:00,BUY/BTC,0.000000234,0.0000002455,0.0000002277,0.0000002416,1834322.9538,0.43161174330148
1657497600,2022-07-11 00:00:00,BUY/BTC,0.0000002315,0.0000002419,0.0000002286,0.0000002342,1825138.4527,0.42954570080413
1657411200,2022-07-10 00:00:00,BUY/BTC,0.0000002383,0.0000002491,0.0000002298,0.0000002312,1827151.5483,0.4352854369517
1657324800,2022-07-09 00:00:00,BUY/BTC,0.0000002333,0.0000002483,0.0000002321,0.0000002385,1760882.3628,0.42038003545766
1657238400,2022-07-08 00:00:00,BUY/BTC,0.0000002499,0.0000002521,0.00000023,0.000000233,1855725.7319,0.43856558021318
1657152000,2022-07-07 00:00:00,BUY/BTC,0.0000002573,0.0000002583,0.0000002409,0.0000002502,1551781.11407068,0.387662359170482393
1657065600,2022-07-06 00:00:00,BUY/BTC,0.0000002276,0.0000002674,0.0000002263,0.0000002575,1683362.61958271,0.400845012654797937
1656979200,2022-07-05 00:00:00,BUY/BTC,0.000000237,0.0000002439,0.0000002215,0.0000002277,1877770.38056216,0.436966151626746781
1656892800,2022-07-04 00:00:00,BUY/BTC,0.0000002398,0.0000002493,0.0000002293,0.0000002369,1748308.29365589,0.416695407583119791
1656806400,2022-07-03 00:00:00,BUY/BTC,0.0000002431,0.0000002559,0.0000002302,0.0000002401,1629040.30140161,0.393725231947997935
1656720000,2022-07-02 00:00:00,BUY/BTC,0.0000002628,0.0000002652,0.0000002365,0.0000002434,1801210.9163,0.4476249028674
1656633600,2022-07-01 00:00:00,BUY/BTC,0.0000002699,0.0000002756,0.0000002486,0.000000263,1712719.7641,0.4560107976528
1656547200,2022-06-30 00:00:00,BUY/BTC,0.0000002763,0.0000002862,0.0000002699,0.0000002699,1445387.7469,0.40312007155565
1656460800,2022-06-29 00:00:00,BUY/BTC,0.0000002869,0.000000297,0.0000002701,0.0000002761,1398015.5478,0.39745957168825
1656374400,2022-06-28 00:00:00,BUY/BTC,0.0000002686,0.0000002878,0.0000002647,0.0000002872,1362129.5034,0.37551153829093
1656288000,2022-06-27 00:00:00,BUY/BTC,0.000000265,0.0000002774,0.0000002578,0.0000002685,1429740.24,0.38402562588937
1656201600,2022-06-26 00:00:00,BUY/BTC,0.0000002778,0.0000002822,0.0000002619,0.0000002653,1411094.38655755,0.388130547133595525
1656115200,2022-06-25 00:00:00,BUY/BTC,0.0000002812,0.0000002921,0.0000002732,0.0000002781,1506009.9008,0.42225656282175
1656028800,2022-06-24 00:00:00,BUY/BTC,0.0000002705,0.0000002885,0.0000002657,0.000000281,1617686.3654,0.44598377722683
1655942400,2022-06-23 00:00:00,BUY/BTC,0.0000002797,0.0000002898,0.0000002685,0.0000002706,1484010.4305,0.41224325042947
1655856000,2022-06-22 00:00:00,BUY/BTC,0.0000002671,0.0000002918,0.0000002549,0.0000002794,1611564.87004444,0.437017495139009852
1655769600,2022-06-21 00:00:00,BUY/BTC,0.0000002373,0.0000003045,0.0000002302,0.0000002639,1674697.92747824,0.419471561637518432
1655683200,2022-06-20 00:00:00,BUY/BTC,0.000000237,0.0000002993,0.0000002249,0.0000002376,1736080.9489,0.43159331457361
1655596800,2022-06-19 00:00:00,BUY/BTC,0.0000001902,0.0000003369,0.0000001861,0.0000002373,2377920.7878946,0.565318443716065508
1655510400,2022-06-18 00:00:00,BUY/BTC,0.0000001948,0.0000002058,0.0000001832,0.0000001901,2165317.42923996,0.426345245186818004
1655424000,2022-06-17 00:00:00,BUY/BTC,0.0000001931,0.0000001993,0.000000187,0.0000001946,1974347.3256,0.38082668339867
1655337600,2022-06-16 00:00:00,BUY/BTC,0.0000001965,0.0000002032,0.0000001844,0.0000001928,1910085.0959,0.36925402358949
1655251200,2022-06-15 00:00:00,BUY/BTC,0.0000001788,0.0000002114,0.0000001788,0.0000001962,1983209.65925014,0.374661474901354015
1655164800,2022-06-14 00:00:00,BUY/BTC,0.0000001825,0.0000001943,0.000000169,0.0000001789,2168625.30028996,0.389991276738019228
1655078400,2022-06-13 00:00:00,BUY/BTC,0.0000001772,0.0000001884,0.0000001702,0.0000001826,1872617.661159,0.3378007343154989
1654992000,2022-06-12 00:00:00,BUY/BTC,0.0000001746,0.0000001817,0.0000001633,0.0000001771,2956857.5488,0.51214449287737
1654905600,2022-06-11 00:00:00,BUY/BTC,0.0000001947,0.0000001985,0.0000001639,0.0000001749,4839741.8684,0.87680786770809
1654819200,2022-06-10 00:00:00,BUY/BTC,0.0000001859,0.000000207,0.0000001762,0.0000001949,3047385.02429213,0.576530614694906343
1654732800,2022-06-09 00:00:00,BUY/BTC,0.0000001882,0.000000191,0.0000001805,0.0000001858,2172750.23617327,0.404201330207377108
1654646400,2022-06-08 00:00:00,BUY/BTC,0.0000001794,0.0000001922,0.000000177,0.0000001885,2085135.3867,0.39012744644633
