https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DYDX,Volume EUR
1663102800,2022-09-13 21:00:00,DYDX/EUR,1.450,1.450,1.450,1.450,152.09692451,220.5405405395
1663099200,2022-09-13 20:00:00,DYDX/EUR,1.473,1.473,1.463,1.463,184.02512646,269.22876001098
1663095600,2022-09-13 19:00:00,DYDX/EUR,1.466,1.466,1.466,1.466,0.00000000,0.0
1663092000,2022-09-13 18:00:00,DYDX/EUR,1.466,1.466,1.466,1.466,0.00000000,0.0
1663088400,2022-09-13 17:00:00,DYDX/EUR,1.466,1.466,1.466,1.466,0.00000000,0.0
1663084800,2022-09-13 16:00:00,DYDX/EUR,1.466,1.466,1.466,1.466,0.00000000,0.0
1663081200,2022-09-13 15:00:00,DYDX/EUR,1.466,1.466,1.466,1.466,0.00000000,0.0
1663077600,2022-09-13 14:00:00,DYDX/EUR,1.474,1.474,1.466,1.466,240.70829549,352.87836118834
1663074000,2022-09-13 13:00:00,DYDX/EUR,1.523,1.523,1.523,1.523,0.00000000,0.0
1663070400,2022-09-13 12:00:00,DYDX/EUR,1.579,1.579,1.523,1.523,367.55385688,559.78452402824
1663066800,2022-09-13 11:00:00,DYDX/EUR,1.569,1.569,1.569,1.569,33.53175462,52.61132299878
1663063200,2022-09-13 10:00:00,DYDX/EUR,1.569,1.569,1.569,1.569,33.53175461,52.61132298309
1663059600,2022-09-13 09:00:00,DYDX/EUR,1.569,1.569,1.569,1.569,109.76681029,172.22412534500998
1663056000,2022-09-13 08:00:00,DYDX/EUR,1.523,1.523,1.523,1.523,0.00000000,0.0
1663052400,2022-09-13 07:00:00,DYDX/EUR,1.523,1.523,1.523,1.523,0.00000000,0.0
1663048800,2022-09-13 06:00:00,DYDX/EUR,1.523,1.523,1.523,1.523,0.00000000,0.0
1663045200,2022-09-13 05:00:00,DYDX/EUR,1.523,1.523,1.523,1.523,0.00000000,0.0
1663041600,2022-09-13 04:00:00,DYDX/EUR,1.523,1.523,1.523,1.523,0.00000000,0.0
1663038000,2022-09-13 03:00:00,DYDX/EUR,1.523,1.523,1.523,1.523,0.00000000,0.0
1663034400,2022-09-13 02:00:00,DYDX/EUR,1.523,1.523,1.523,1.523,0.00000000,0.0
1663030800,2022-09-13 01:00:00,DYDX/EUR,1.523,1.523,1.523,1.523,0.00000000,0.0
1663027200,2022-09-13 00:00:00,DYDX/EUR,1.523,1.523,1.523,1.523,177.31300920,270.0477130116
1663023600,2022-09-12 23:00:00,DYDX/EUR,1.552,1.552,1.552,1.552,0.00000000,0.0
1663020000,2022-09-12 22:00:00,DYDX/EUR,1.552,1.552,1.552,1.552,15.00000000,23.28
1663016400,2022-09-12 21:00:00,DYDX/EUR,1.552,1.552,1.552,1.552,0.00000000,0.0
1663012800,2022-09-12 20:00:00,DYDX/EUR,1.549,1.552,1.549,1.552,175.33136436,272.11427748672
1663009200,2022-09-12 19:00:00,DYDX/EUR,1.523,1.523,1.523,1.523,0.00000000,0.0
1663005600,2022-09-12 18:00:00,DYDX/EUR,1.523,1.523,1.523,1.523,0.00000000,0.0
1663002000,2022-09-12 17:00:00,DYDX/EUR,1.523,1.523,1.523,1.523,0.00000000,0.0
1662998400,2022-09-12 16:00:00,DYDX/EUR,1.523,1.523,1.523,1.523,109.08076213,166.13000072398998
1662994800,2022-09-12 15:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662991200,2022-09-12 14:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662987600,2022-09-12 13:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662984000,2022-09-12 12:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662980400,2022-09-12 11:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662976800,2022-09-12 10:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662973200,2022-09-12 09:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662969600,2022-09-12 08:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662966000,2022-09-12 07:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662962400,2022-09-12 06:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662958800,2022-09-12 05:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662955200,2022-09-12 04:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662951600,2022-09-12 03:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662948000,2022-09-12 02:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662944400,2022-09-12 01:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,0.00000000,0.0
1662940800,2022-09-12 00:00:00,DYDX/EUR,1.604,1.604,1.604,1.604,114.38693738,183.47664755752
1662937200,2022-09-11 23:00:00,DYDX/EUR,1.610,1.610,1.610,1.610,113.98330009,183.51311314490002
1662933600,2022-09-11 22:00:00,DYDX/EUR,1.621,1.621,1.621,1.621,113.13112087,183.38554693027
1662930000,2022-09-11 21:00:00,DYDX/EUR,1.624,1.624,1.624,1.624,0.00000000,0.0
1662926400,2022-09-11 20:00:00,DYDX/EUR,1.624,1.624,1.624,1.624,0.00000000,0.0
1662922800,2022-09-11 19:00:00,DYDX/EUR,1.624,1.624,1.624,1.624,90.30413259,146.65391132616
1662919200,2022-09-11 18:00:00,DYDX/EUR,1.636,1.636,1.636,1.636,0.00000000,0.0
1662915600,2022-09-11 17:00:00,DYDX/EUR,1.636,1.636,1.636,1.636,0.00000000,0.0
1662912000,2022-09-11 16:00:00,DYDX/EUR,1.636,1.636,1.636,1.636,86.38124911,141.31972354395998
1662908400,2022-09-11 15:00:00,DYDX/EUR,1.620,1.620,1.620,1.620,0.00000000,0.0
1662904800,2022-09-11 14:00:00,DYDX/EUR,1.620,1.620,1.620,1.620,0.00000000,0.0
1662901200,2022-09-11 13:00:00,DYDX/EUR,1.620,1.620,1.620,1.620,0.00000000,0.0
1662897600,2022-09-11 12:00:00,DYDX/EUR,1.620,1.620,1.620,1.620,0.00000000,0.0
1662894000,2022-09-11 11:00:00,DYDX/EUR,1.620,1.620,1.620,1.620,90.56110086,146.70898339320001
1662890400,2022-09-11 10:00:00,DYDX/EUR,1.595,1.595,1.595,1.595,101.99640826,162.6842711747
1662886800,2022-09-11 09:00:00,DYDX/EUR,1.577,1.577,1.577,1.577,0.00000000,0.0
1662883200,2022-09-11 08:00:00,DYDX/EUR,1.577,1.577,1.577,1.577,0.00000000,0.0
1662879600,2022-09-11 07:00:00,DYDX/EUR,1.577,1.577,1.577,1.577,102.83112863,162.16468984950998
1662876000,2022-09-11 06:00:00,DYDX/EUR,1.590,1.590,1.590,1.590,2279.27044025,3624.0399999974998
1662872400,2022-09-11 05:00:00,DYDX/EUR,1.583,1.583,1.583,1.583,0.00000000,0.0
1662868800,2022-09-11 04:00:00,DYDX/EUR,1.583,1.583,1.583,1.583,0.00000000,0.0
1662865200,2022-09-11 03:00:00,DYDX/EUR,1.583,1.583,1.583,1.583,0.00000000,0.0
1662861600,2022-09-11 02:00:00,DYDX/EUR,1.583,1.583,1.583,1.583,0.00000000,0.0
1662858000,2022-09-11 01:00:00,DYDX/EUR,1.583,1.583,1.583,1.583,0.00000000,0.0
1662854400,2022-09-11 00:00:00,DYDX/EUR,1.583,1.583,1.583,1.583,0.00000000,0.0
1662850800,2022-09-10 23:00:00,DYDX/EUR,1.583,1.583,1.583,1.583,0.00000000,0.0
1662847200,2022-09-10 22:00:00,DYDX/EUR,1.583,1.583,1.583,1.583,0.00000000,0.0
1662843600,2022-09-10 21:00:00,DYDX/EUR,1.583,1.583,1.583,1.583,0.00000000,0.0
1662840000,2022-09-10 20:00:00,DYDX/EUR,1.583,1.583,1.583,1.583,115.12120163,182.23686218029
1662836400,2022-09-10 19:00:00,DYDX/EUR,1.615,1.615,1.615,1.615,0.00000000,0.0
1662832800,2022-09-10 18:00:00,DYDX/EUR,1.615,1.615,1.615,1.615,0.00000000,0.0
1662829200,2022-09-10 17:00:00,DYDX/EUR,1.615,1.615,1.615,1.615,0.00000000,0.0
1662825600,2022-09-10 16:00:00,DYDX/EUR,1.615,1.615,1.615,1.615,0.00000000,0.0
1662822000,2022-09-10 15:00:00,DYDX/EUR,1.615,1.615,1.615,1.615,0.00000000,0.0
1662818400,2022-09-10 14:00:00,DYDX/EUR,1.615,1.615,1.615,1.615,0.00000000,0.0
1662814800,2022-09-10 13:00:00,DYDX/EUR,1.615,1.615,1.615,1.615,0.00000000,0.0
1662811200,2022-09-10 12:00:00,DYDX/EUR,1.615,1.615,1.615,1.615,0.00000000,0.0
1662807600,2022-09-10 11:00:00,DYDX/EUR,1.615,1.615,1.615,1.615,0.00000000,0.0
1662804000,2022-09-10 10:00:00,DYDX/EUR,1.615,1.615,1.615,1.615,0.00000000,0.0
1662800400,2022-09-10 09:00:00,DYDX/EUR,1.615,1.615,1.615,1.615,0.00000000,0.0
1662796800,2022-09-10 08:00:00,DYDX/EUR,1.615,1.615,1.615,1.615,0.00000000,0.0
1662793200,2022-09-10 07:00:00,DYDX/EUR,1.615,1.615,1.615,1.615,135.94585389,219.55255403235
1662789600,2022-09-10 06:00:00,DYDX/EUR,1.596,1.600,1.596,1.600,1189.10134694,1902.562155104
1662786000,2022-09-10 05:00:00,DYDX/EUR,1.578,1.578,1.578,1.578,0.00000000,0.0
1662782400,2022-09-10 04:00:00,DYDX/EUR,1.578,1.578,1.578,1.578,0.00000000,0.0
1662778800,2022-09-10 03:00:00,DYDX/EUR,1.578,1.578,1.578,1.578,0.00000000,0.0
1662775200,2022-09-10 02:00:00,DYDX/EUR,1.578,1.578,1.578,1.578,128.08821879,202.12320925062002
1662771600,2022-09-10 01:00:00,DYDX/EUR,1.586,1.586,1.586,1.586,40.34942879,63.994194060939996
1662768000,2022-09-10 00:00:00,DYDX/EUR,1.556,1.556,1.556,1.556,114.91266194,178.80410197864
1662764400,2022-09-09 23:00:00,DYDX/EUR,1.568,1.568,1.568,1.568,0.00000000,0.0
1662760800,2022-09-09 22:00:00,DYDX/EUR,1.568,1.568,1.568,1.568,102.77171587,161.14605048415999
1662757200,2022-09-09 21:00:00,DYDX/EUR,1.545,1.545,1.545,1.545,0.00000000,0.0
1662753600,2022-09-09 20:00:00,DYDX/EUR,1.545,1.545,1.545,1.545,111.57128759,172.37763932655
1662750000,2022-09-09 19:00:00,DYDX/EUR,1.537,1.537,1.537,1.537,0.00000000,0.0
1662746400,2022-09-09 18:00:00,DYDX/EUR,1.537,1.537,1.537,1.537,112.19669650,172.4463225205
1662742800,2022-09-09 17:00:00,DYDX/EUR,1.545,1.545,1.545,1.545,0.00000000,0.0
1662739200,2022-09-09 16:00:00,DYDX/EUR,1.545,1.545,1.545,1.545,0.00000000,0.0
1662735600,2022-09-09 15:00:00,DYDX/EUR,1.545,1.545,1.545,1.545,0.00000000,0.0
1662732000,2022-09-09 14:00:00,DYDX/EUR,1.545,1.545,1.545,1.545,0.00000000,0.0
1662728400,2022-09-09 13:00:00,DYDX/EUR,1.545,1.545,1.545,1.545,0.00000000,0.0
1662724800,2022-09-09 12:00:00,DYDX/EUR,1.545,1.545,1.545,1.545,36.78500943,56.83283956935
1662721200,2022-09-09 11:00:00,DYDX/EUR,1.535,1.535,1.535,1.535,0.00000000,0.0
1662717600,2022-09-09 10:00:00,DYDX/EUR,1.535,1.535,1.535,1.535,0.00000000,0.0
1662714000,2022-09-09 09:00:00,DYDX/EUR,1.535,1.535,1.535,1.535,0.00000000,0.0
1662710400,2022-09-09 08:00:00,DYDX/EUR,1.535,1.535,1.535,1.535,0.00000000,0.0
1662706800,2022-09-09 07:00:00,DYDX/EUR,1.535,1.535,1.535,1.535,0.00000000,0.0
1662703200,2022-09-09 06:00:00,DYDX/EUR,1.526,1.535,1.526,1.535,2703.05129619,4149.183739651649
1662699600,2022-09-09 05:00:00,DYDX/EUR,1.485,1.485,1.485,1.485,0.00000000,0.0
1662696000,2022-09-09 04:00:00,DYDX/EUR,1.485,1.485,1.485,1.485,948.09438801,1407.92016619485
1662692400,2022-09-09 03:00:00,DYDX/EUR,1.454,1.454,1.454,1.454,78.63809611,114.33979174394001
1662688800,2022-09-09 02:00:00,DYDX/EUR,1.436,1.436,1.436,1.436,0.00000000,0.0
1662685200,2022-09-09 01:00:00,DYDX/EUR,1.436,1.436,1.436,1.436,0.00000000,0.0
1662681600,2022-09-09 00:00:00,DYDX/EUR,1.436,1.436,1.436,1.436,0.00000000,0.0
1662678000,2022-09-08 23:00:00,DYDX/EUR,1.436,1.436,1.436,1.436,0.00000000,0.0
1662674400,2022-09-08 22:00:00,DYDX/EUR,1.436,1.436,1.436,1.436,0.00000000,0.0
1662670800,2022-09-08 21:00:00,DYDX/EUR,1.436,1.436,1.436,1.436,0.00000000,0.0
1662667200,2022-09-08 20:00:00,DYDX/EUR,1.436,1.436,1.436,1.436,0.00000000,0.0
1662663600,2022-09-08 19:00:00,DYDX/EUR,1.436,1.436,1.436,1.436,0.00000000,0.0
1662660000,2022-09-08 18:00:00,DYDX/EUR,1.436,1.436,1.436,1.436,0.00000000,0.0
1662656400,2022-09-08 17:00:00,DYDX/EUR,1.436,1.436,1.436,1.436,0.00000000,0.0
1662652800,2022-09-08 16:00:00,DYDX/EUR,1.436,1.436,1.436,1.436,0.00000000,0.0
1662649200,2022-09-08 15:00:00,DYDX/EUR,1.436,1.436,1.436,1.436,0.00000000,0.0
1662645600,2022-09-08 14:00:00,DYDX/EUR,1.436,1.436,1.436,1.436,0.00000000,0.0
1662642000,2022-09-08 13:00:00,DYDX/EUR,1.423,1.436,1.423,1.436,131.63159826,189.02297510136
1662638400,2022-09-08 12:00:00,DYDX/EUR,1.434,1.434,1.434,1.434,0.00000000,0.0
1662634800,2022-09-08 11:00:00,DYDX/EUR,1.434,1.434,1.434,1.434,0.00000000,0.0
1662631200,2022-09-08 10:00:00,DYDX/EUR,1.434,1.434,1.434,1.434,160.34820712,229.93932901008
1662627600,2022-09-08 09:00:00,DYDX/EUR,1.428,1.432,1.428,1.432,159.90202082,228.97969381423997
1662624000,2022-09-08 08:00:00,DYDX/EUR,1.468,1.468,1.468,1.468,0.00000000,0.0
1662620400,2022-09-08 07:00:00,DYDX/EUR,1.468,1.468,1.468,1.468,0.00000000,0.0
