https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HXRO,Volume USDT
1663545600000.0,2022-09-19 00:00:00,HXRO/USDT,0.2035,0.2041,0.2018,0.2032,184.27657480314963,37.445
1663542000000.0,2022-09-18 23:00:00,HXRO/USDT,0.2023,0.2035,0.2023,0.2035,613.8420147420147,124.91685
1663538400000.0,2022-09-18 22:00:00,HXRO/USDT,0.20355,0.20355,0.20195,0.2023,1995.800790904597,403.7505
1663534800000.0,2022-09-18 21:00:00,HXRO/USDT,0.20355,0.20355,0.20195,0.20355,1903.3284205354948,387.4225
1663531200000.0,2022-09-18 20:00:00,HXRO/USDT,0.20355,0.20355,0.202,0.20355,428.9923851633505,87.3214
1663527600000.0,2022-09-18 19:00:00,HXRO/USDT,0.20355,0.20355,0.2028,0.20355,1233.3868828297716,251.0559
1663524000000.0,2022-09-18 18:00:00,HXRO/USDT,0.20335,0.20355,0.20185,0.20355,416.80201424711373,84.84005
1663520400000.0,2022-09-18 17:00:00,HXRO/USDT,0.20335,0.20335,0.20185,0.20335,414.9926235554463,84.38875
1663516800000.0,2022-09-18 16:00:00,HXRO/USDT,0.20335,0.20335,0.20185,0.20335,425.97787066633884,86.6226
1663513200000.0,2022-09-18 15:00:00,HXRO/USDT,0.20335,0.20335,0.20185,0.20335,421.9926235554463,85.8122
1663509600000.0,2022-09-18 14:00:00,HXRO/USDT,0.203,0.20335,0.20185,0.20335,621.1320383575116,126.3072
1663506000000.0,2022-09-18 13:00:00,HXRO/USDT,0.203,0.203,0.203,0.203,0.0,0.0
1663502400000.0,2022-09-18 12:00:00,HXRO/USDT,0.203,0.203,0.203,0.203,0.0,0.0
1663498800000.0,2022-09-18 11:00:00,HXRO/USDT,0.20305,0.20305,0.203,0.203,0.0,0.0
1663495200000.0,2022-09-18 10:00:00,HXRO/USDT,0.2028,0.2035,0.20185,0.20305,51.10490027086924,10.37685
1663491600000.0,2022-09-18 09:00:00,HXRO/USDT,0.2028,0.2028,0.2028,0.2028,0.0,0.0
1663488000000.0,2022-09-18 08:00:00,HXRO/USDT,0.2024,0.2028,0.2024,0.2028,55.0,11.154
1663484400000.0,2022-09-18 07:00:00,HXRO/USDT,0.2024,0.20255,0.2024,0.2024,0.0,0.0
1663480800000.0,2022-09-18 06:00:00,HXRO/USDT,0.2024,0.20245,0.2024,0.2024,0.0,0.0
1663477200000.0,2022-09-18 05:00:00,HXRO/USDT,0.2024,0.2024,0.2024,0.2024,0.0,0.0
