https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VEED,Volume BTC
1663372800,2022-09-17 00:00:00,VEED/BTC,0.0000001037,0.0000001598,0.0000001018,0.0000001088,1523359.3445,0.17822751992753
1663286400,2022-09-16 00:00:00,VEED/BTC,0.0000001044,0.0000001065,0.000000096,0.0000001058,498035.2072,0.05015961620315
1663200000,2022-09-15 00:00:00,VEED/BTC,0.0000001071,0.000000109,0.0000001036,0.0000001046,32727.7667,0.00349166166462
1663113600,2022-09-14 00:00:00,VEED/BTC,0.0000001047,0.0000001101,0.0000001009,0.0000001085,92631.0098,0.00982849073121
1663027200,2022-09-13 00:00:00,VEED/BTC,0.0000001072,0.0000001131,0.0000001017,0.0000001105,657273.1798,0.07051479316059
1662940800,2022-09-12 00:00:00,VEED/BTC,0.00000011,0.0000001128,0.0000001059,0.0000001059,40268.7005,0.00435714728725
1662854400,2022-09-11 00:00:00,VEED/BTC,0.0000001114,0.0000001144,0.0000001086,0.0000001129,63939.4358,0.00715718937729
1662768000,2022-09-10 00:00:00,VEED/BTC,0.0000001201,0.0000001202,0.0000001085,0.0000001086,1248957.3451,0.14447383933093
1662681600,2022-09-09 00:00:00,VEED/BTC,0.0000001277,0.0000001295,0.0000001157,0.0000001157,115851.2095,0.01420107784346
1662595200,2022-09-08 00:00:00,VEED/BTC,0.0000001273,0.00000013,0.0000001266,0.0000001294,154545.0901,0.01992470190422
1662508800,2022-09-07 00:00:00,VEED/BTC,0.0000001262,0.000000129,0.0000001254,0.000000129,92525.1339,0.0119015774255
1662422400,2022-09-06 00:00:00,VEED/BTC,0.0000001236,0.0000001292,0.000000113,0.0000001254,3949791.4626,0.46526960892435
1662336000,2022-09-05 00:00:00,VEED/BTC,0.0000001277,0.0000001293,0.0000001227,0.0000001292,137313.4469,0.01752610075966
1662249600,2022-09-04 00:00:00,VEED/BTC,0.0000001295,0.0000001341,0.0000001279,0.0000001279,120091.8951,0.0158697047391
1662163200,2022-09-03 00:00:00,VEED/BTC,0.0000001252,0.0000001368,0.0000001241,0.0000001339,195906.48,0.02488871831187
1662076800,2022-09-02 00:00:00,VEED/BTC,0.0000001235,0.0000001249,0.0000001193,0.0000001244,104553.1196,0.01282552256957
1661990400,2022-09-01 00:00:00,VEED/BTC,0.0000001184,0.0000001242,0.0000001172,0.0000001199,53429.0015,0.00644504198443
1661904000,2022-08-31 00:00:00,VEED/BTC,0.0000001184,0.0000001226,0.0000001159,0.0000001174,115917.607,0.01393292871573
1661817600,2022-08-30 00:00:00,VEED/BTC,0.0000001254,0.0000001254,0.0000001193,0.0000001197,144625.6326,0.01741078593638
1661731200,2022-08-29 00:00:00,VEED/BTC,0.0000001228,0.0000001257,0.0000001212,0.0000001242,27861.9358,0.00342464000531
1661644800,2022-08-28 00:00:00,VEED/BTC,0.0000001204,0.0000001266,0.0000001143,0.0000001231,774202.2288,0.09175092719993
1661558400,2022-08-27 00:00:00,VEED/BTC,0.0000001253,0.0000001319,0.0000001165,0.0000001204,617281.6327,0.07701022998912
1661472000,2022-08-26 00:00:00,VEED/BTC,0.0000001124,0.000000141,0.0000001102,0.0000001233,1079206.3835,0.13918543095175
1661385600,2022-08-25 00:00:00,VEED/BTC,0.0000001088,0.0000001149,0.0000001079,0.0000001094,596200.73,0.06568922754423
1661299200,2022-08-24 00:00:00,VEED/BTC,0.0000001026,0.0000001146,0.0000001026,0.0000001115,452040.9628,0.04997386818132
1661212800,2022-08-23 00:00:00,VEED/BTC,0.0000001003,0.00000011,0.0000001003,0.0000001048,211799.066,0.02193045450095
1661126400,2022-08-22 00:00:00,VEED/BTC,0.0000001001,0.0000001013,0.0000000948,0.0000000992,89763.0326,0.00873761350488
1661040000,2022-08-21 00:00:00,VEED/BTC,0.0000000928,0.0000001011,0.0000000927,0.0000000988,221700.7411,0.02124325972816
1660953600,2022-08-20 00:00:00,VEED/BTC,0.0000000957,0.0000000987,0.0000000934,0.0000000946,390156.8791,0.03786423307948
1660867200,2022-08-19 00:00:00,VEED/BTC,0.0000000909,0.0000000979,0.0000000907,0.0000000946,395452.0368,0.03764135944276
1660780800,2022-08-18 00:00:00,VEED/BTC,0.0000000914,0.000000098,0.0000000894,0.000000093,596025.3529,0.05463336630733
1660694400,2022-08-17 00:00:00,VEED/BTC,0.0000000907,0.0000000943,0.0000000887,0.0000000892,185256.4233,0.01687051575769
1660608000,2022-08-16 00:00:00,VEED/BTC,0.0000000856,0.0000000931,0.0000000831,0.000000093,686289.5378,0.05999242511043
1660521600,2022-08-15 00:00:00,VEED/BTC,0.0000000842,0.0000000902,0.0000000807,0.0000000861,341128.9286,0.02938866773769
1660435200,2022-08-14 00:00:00,VEED/BTC,0.0000000849,0.0000000936,0.0000000823,0.0000000842,945038.7153,0.08112557338619
1660348800,2022-08-13 00:00:00,VEED/BTC,0.0000000885,0.0000000968,0.0000000848,0.0000000857,582542.6872,0.05283656429281
1660262400,2022-08-12 00:00:00,VEED/BTC,0.0000000871,0.000000091,0.0000000871,0.0000000902,65556.1269,0.00583490895902
1660176000,2022-08-11 00:00:00,VEED/BTC,0.0000000906,0.0000000951,0.0000000855,0.000000091,896353.0255,0.08010939693682
1660089600,2022-08-10 00:00:00,VEED/BTC,0.0000000887,0.0000000936,0.0000000865,0.0000000897,369400.9322,0.03305261342785
1660003200,2022-08-09 00:00:00,VEED/BTC,0.0000000914,0.0000000928,0.0000000873,0.0000000884,41460.1675,0.00369765856144
1659916800,2022-08-08 00:00:00,VEED/BTC,0.000000088,0.0000001039,0.0000000809,0.00000009,2250860.5457,0.20719424364948
1659830400,2022-08-07 00:00:00,VEED/BTC,0.0000000892,0.0000000912,0.0000000864,0.0000000882,294530.9841,0.02588286161396
1659744000,2022-08-06 00:00:00,VEED/BTC,0.0000000934,0.0000000947,0.000000089,0.0000000905,290389.9826,0.02669818440362
1659657600,2022-08-05 00:00:00,VEED/BTC,0.000000091,0.0000000937,0.0000000869,0.0000000907,279000.6901,0.02494911244022
1659571200,2022-08-04 00:00:00,VEED/BTC,0.0000000911,0.0000000963,0.0000000879,0.0000000886,420701.1897,0.039959796255
1659484800,2022-08-03 00:00:00,VEED/BTC,0.0000000861,0.0000000916,0.000000085,0.0000000916,73704.554,0.00650345945792
1659398400,2022-08-02 00:00:00,VEED/BTC,0.0000000899,0.0000000903,0.000000081,0.000000086,402958.631,0.03496094577217
1659312000,2022-08-01 00:00:00,VEED/BTC,0.0000000867,0.0000000901,0.0000000867,0.0000000885,42556.0873,0.0037575783758
1659225600,2022-07-31 00:00:00,VEED/BTC,0.0000000864,0.000000089,0.0000000864,0.0000000873,69510.6515,0.00610976483386
1659139200,2022-07-30 00:00:00,VEED/BTC,0.0000000851,0.0000000875,0.000000083,0.0000000861,278000.7465,0.02384111377632
1659052800,2022-07-29 00:00:00,VEED/BTC,0.000000088,0.0000000884,0.0000000848,0.0000000859,110057.6683,0.00947714079066
1658966400,2022-07-28 00:00:00,VEED/BTC,0.0000000852,0.0000000886,0.0000000825,0.0000000868,486176.1685,0.04172452247483
1658880000,2022-07-27 00:00:00,VEED/BTC,0.0000000868,0.0000000881,0.0000000753,0.0000000856,1512499.78,0.12222073944146
1658793600,2022-07-26 00:00:00,VEED/BTC,0.0000000903,0.0000000903,0.0000000801,0.0000000881,423873.0441,0.0365383714235
1658707200,2022-07-25 00:00:00,VEED/BTC,0.0000000885,0.0000000912,0.000000086,0.0000000884,27515.0639,0.00245261130159
1658620800,2022-07-24 00:00:00,VEED/BTC,0.0000000824,0.0000000955,0.0000000824,0.0000000875,287499.6799,0.02651981799327
1658534400,2022-07-23 00:00:00,VEED/BTC,0.0000000858,0.0000000873,0.0000000826,0.0000000841,85790.0318,0.00716637385578
