https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AERGO,Volume USDT
1643760000,2022-02-02 00:00:00,AERGO/USDT,0.1893,0.1961,0.1839,0.188,116067.4512088,22196.60443936829
1643673600,2022-02-01 00:00:00,AERGO/USDT,0.1951,0.1951,0.1868,0.1894,249730.38407982,47340.709657599965
1643587200,2022-01-31 00:00:00,AERGO/USDT,0.1849,0.22,0.1849,0.1951,828455.27994214,169720.557203844238
1643500800,2022-01-30 00:00:00,AERGO/USDT,0.1881,0.1883,0.1792,0.1843,114886.89912768,20974.590468298928
1643414400,2022-01-29 00:00:00,AERGO/USDT,0.1848,0.1907,0.1795,0.1867,81307.7905696,15109.486134919742
1643328000,2022-01-28 00:00:00,AERGO/USDT,0.1787,0.185,0.1727,0.1848,103029.0533232,18269.185587748226
1643241600,2022-01-27 00:00:00,AERGO/USDT,0.1756,0.181,0.1694,0.1776,285046.30327125,49903.679483824152
1643155200,2022-01-26 00:00:00,AERGO/USDT,0.1673,0.1859,0.1645,0.1749,359579.13689421,62538.541359137297
1643068800,2022-01-25 00:00:00,AERGO/USDT,0.1633,0.174,0.1562,0.1673,279093.44147518,46134.145269101239
1642982400,2022-01-24 00:00:00,AERGO/USDT,0.1652,0.1669,0.1446,0.1626,214578.32762045,32525.697328270631
1642896000,2022-01-23 00:00:00,AERGO/USDT,0.1584,0.1694,0.1566,0.1667,63408.7203755,10295.773954724708
1642809600,2022-01-22 00:00:00,AERGO/USDT,0.1772,0.1806,0.1446,0.1578,330846.59951418,53347.502236836674
1642723200,2022-01-21 00:00:00,AERGO/USDT,0.207,0.2161,0.1683,0.1771,287518.14828766,55311.264018185801
1642636800,2022-01-20 00:00:00,AERGO/USDT,0.2186,0.2262,0.2072,0.2072,213700.03127267,46988.387968735075
1642550400,2022-01-19 00:00:00,AERGO/USDT,0.2236,0.235,0.2133,0.2173,157958.78804406,35119.238648224483
1642464000,2022-01-18 00:00:00,AERGO/USDT,0.2276,0.2302,0.2145,0.2233,68396.95246505,14966.201610028362
1642377600,2022-01-17 00:00:00,AERGO/USDT,0.2382,0.2382,0.2244,0.2291,63516.71197889,14560.745078153867
1642291200,2022-01-16 00:00:00,AERGO/USDT,0.2367,0.2445,0.2333,0.2393,72232.5556591,17130.15777185056
1642204800,2022-01-15 00:00:00,AERGO/USDT,0.2358,0.2416,0.2297,0.2371,86177.02417384,20284.438090849767
1642118400,2022-01-14 00:00:00,AERGO/USDT,0.2308,0.2387,0.2262,0.2364,136344.83737047,31646.541370700994
1642032000,2022-01-13 00:00:00,AERGO/USDT,0.2426,0.2626,0.2305,0.231,179282.4398743,43048.852608407306
1641945600,2022-01-12 00:00:00,AERGO/USDT,0.2351,0.2436,0.2279,0.2418,75641.04508803,17947.780919635258
1641859200,2022-01-11 00:00:00,AERGO/USDT,0.2268,0.2366,0.2174,0.2355,190259.65771014,42339.720676505888
1641772800,2022-01-10 00:00:00,AERGO/USDT,0.2264,0.2578,0.2115,0.2264,337947.36579539,78976.176652105468
1641686400,2022-01-09 00:00:00,AERGO/USDT,0.2226,0.236,0.2181,0.2252,119164.08593245,26671.538225995454
1641600000,2022-01-08 00:00:00,AERGO/USDT,0.2185,0.229,0.2091,0.2224,255505.95290533,54869.677843366756
1641513600,2022-01-07 00:00:00,AERGO/USDT,0.2369,0.2369,0.2142,0.2198,123639.00613753,27730.05000265858
1641427200,2022-01-06 00:00:00,AERGO/USDT,0.2375,0.2406,0.2249,0.2368,46983.58354926,10919.456890872995
1641340800,2022-01-05 00:00:00,AERGO/USDT,0.2598,0.2777,0.2303,0.2377,702175.58148002,183851.694087270101
1641254400,2022-01-04 00:00:00,AERGO/USDT,0.2584,0.2846,0.2476,0.2595,519468.05215573,135412.986154232157
1641168000,2022-01-03 00:00:00,AERGO/USDT,0.2668,0.2916,0.2508,0.2579,444247.04115871,118680.457099522314
1641081600,2022-01-02 00:00:00,AERGO/USDT,0.2435,0.3251,0.2419,0.2674,1037769.96477586,282848.606458285562
1640995200,2022-01-01 00:00:00,AERGO/USDT,0.2381,0.2465,0.23,0.2435,131409.88890061,31236.234235756767
1640908800,2021-12-31 00:00:00,AERGO/USDT,0.239,0.2451,0.2338,0.2381,135326.60581807,32378.607964397175
1640822400,2021-12-30 00:00:00,AERGO/USDT,0.2387,0.2439,0.2334,0.2394,226336.06368488,53971.325532530006
1640736000,2021-12-29 00:00:00,AERGO/USDT,0.2478,0.253,0.2343,0.2389,387364.36269448,96030.959335800598
1640649600,2021-12-28 00:00:00,AERGO/USDT,0.2734,0.2734,0.2447,0.2481,681194.15213854,175114.115057537032
