https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CUSDTHEDGE,Volume USD
1655769600000.0,2022-06-21 00:00:00,CUSDTHEDGE/USD,5844.0,5874.5,5839.5,5839.5,0.0,0.0
1655683200000.0,2022-06-20 00:00:00,CUSDTHEDGE/USD,5846.5,5931.0,5843.5,5844.0,0.0,0.0
1655596800000.0,2022-06-19 00:00:00,CUSDTHEDGE/USD,5840.5,5910.0,5840.5,5846.5,0.0,0.0
1655510400000.0,2022-06-18 00:00:00,CUSDTHEDGE/USD,5828.5,6217.0,5827.0,5840.5,0.0,0.0
1655424000000.0,2022-06-17 00:00:00,CUSDTHEDGE/USD,5824.0,6152.0,5822.0,5828.5,0.0,0.0
1655337600000.0,2022-06-16 00:00:00,CUSDTHEDGE/USD,5833.0,6156.5,5813.0,5824.0,0.0,0.0
1655251200000.0,2022-06-15 00:00:00,CUSDTHEDGE/USD,5840.0,6178.0,5830.0,5833.0,0.0,0.0
1655164800000.0,2022-06-14 00:00:00,CUSDTHEDGE/USD,5842.0,5966.0,5839.5,5840.0,0.0,0.0
1655078400000.0,2022-06-13 00:00:00,CUSDTHEDGE/USD,5816.5,5968.0,5816.0,5842.0,0.0,0.0
1654992000000.0,2022-06-12 00:00:00,CUSDTHEDGE/USD,5823.5,6235.0,5815.5,5816.5,0.0,0.0
1654905600000.0,2022-06-11 00:00:00,CUSDTHEDGE/USD,5835.5,6015.5,5823.0,5823.5,0.0,0.0
1654819200000.0,2022-06-10 00:00:00,CUSDTHEDGE/USD,5846.0,5993.5,5835.0,5835.5,0.0,0.0
1654732800000.0,2022-06-09 00:00:00,CUSDTHEDGE/USD,5873.0,6207.0,5845.5,5846.0,0.0,0.0
1654646400000.0,2022-06-08 00:00:00,CUSDTHEDGE/USD,5862.0,6196.5,5862.0,5873.0,0.0,0.0
1654560000000.0,2022-06-07 00:00:00,CUSDTHEDGE/USD,5870.5,6198.0,5861.5,5862.0,0.0,0.0
1654473600000.0,2022-06-06 00:00:00,CUSDTHEDGE/USD,5879.5,6234.0,5870.0,5870.5,0.0,0.0
1654387200000.0,2022-06-05 00:00:00,CUSDTHEDGE/USD,5885.0,5983.5,5879.5,5879.5,0.0,0.0
1654300800000.0,2022-06-04 00:00:00,CUSDTHEDGE/USD,5881.5,5982.5,5881.5,5885.0,0.0,0.0
1654214400000.0,2022-06-03 00:00:00,CUSDTHEDGE/USD,5875.5,6343.5,5873.0,5881.5,0.0,0.0
1654128000000.0,2022-06-02 00:00:00,CUSDTHEDGE/USD,5872.0,5976.5,5871.5,5875.5,0.0,0.0
1654041600000.0,2022-06-01 00:00:00,CUSDTHEDGE/USD,5862.0,6190.5,5862.0,5872.0,0.0,0.0
1653955200000.0,2022-05-31 00:00:00,CUSDTHEDGE/USD,5856.5,5990.0,5855.0,5862.0,0.0,0.0
1653868800000.0,2022-05-30 00:00:00,CUSDTHEDGE/USD,5857.0,6258.0,5852.5,5856.5,0.0,0.0
1653782400000.0,2022-05-29 00:00:00,CUSDTHEDGE/USD,5879.5,5977.5,5857.0,5857.0,0.0,0.0
1653696000000.0,2022-05-28 00:00:00,CUSDTHEDGE/USD,5885.0,5983.5,5879.0,5879.5,0.0,0.0
1653609600000.0,2022-05-27 00:00:00,CUSDTHEDGE/USD,5899.0,6030.5,5884.5,5885.0,0.0,0.0
1653523200000.0,2022-05-26 00:00:00,CUSDTHEDGE/USD,5916.0,6112.0,5899.0,5899.0,0.0,0.0
1653436800000.0,2022-05-25 00:00:00,CUSDTHEDGE/USD,5914.5,6252.0,5913.0,5916.0,0.0,0.0
1653350400000.0,2022-05-24 00:00:00,CUSDTHEDGE/USD,5905.0,5979.5,5904.5,5914.5,0.0,0.0
1653264000000.0,2022-05-23 00:00:00,CUSDTHEDGE/USD,5909.0,6343.5,5901.0,5905.0,0.0,0.0
1653177600000.0,2022-05-22 00:00:00,CUSDTHEDGE/USD,5918.0,6279.5,5909.0,5909.0,0.0,0.0
1653091200000.0,2022-05-21 00:00:00,CUSDTHEDGE/USD,6012.0,6261.0,5916.5,5918.0,0.0,0.0
1653004800000.0,2022-05-20 00:00:00,CUSDTHEDGE/USD,5938.5,6343.5,5895.5,6012.0,0.0,0.0
1652918400000.0,2022-05-19 00:00:00,CUSDTHEDGE/USD,5954.5,6296.0,5936.0,5938.5,0.0,0.0
1652832000000.0,2022-05-18 00:00:00,CUSDTHEDGE/USD,5978.0,6332.0,5954.0,5954.5,0.0,0.0
1652745600000.0,2022-05-17 00:00:00,CUSDTHEDGE/USD,5994.0,6343.5,5978.0,5978.0,0.0,0.0
1652659200000.0,2022-05-16 00:00:00,CUSDTHEDGE/USD,6004.5,6332.5,5991.5,5994.0,0.0,0.0
1652572800000.0,2022-05-15 00:00:00,CUSDTHEDGE/USD,6021.0,6343.5,6004.0,6004.5,0.0,0.0
1652486400000.0,2022-05-14 00:00:00,CUSDTHEDGE/USD,6055.5,6343.5,6020.5,6021.0,0.0,0.0
1652400000000.0,2022-05-13 00:00:00,CUSDTHEDGE/USD,6087.5,6343.5,6054.5,6055.5,0.0,0.0
1652313600000.0,2022-05-12 00:00:00,CUSDTHEDGE/USD,6161.5,6343.5,6087.0,6087.5,0.0,0.0
1652227200000.0,2022-05-11 00:00:00,CUSDTHEDGE/USD,6131.5,6302.5,6123.5,6161.5,0.0,0.0
1652140800000.0,2022-05-10 00:00:00,CUSDTHEDGE/USD,6116.0,6343.5,6116.0,6131.5,0.0,0.0
1652054400000.0,2022-05-09 00:00:00,CUSDTHEDGE/USD,6116.0,6116.0,6116.0,6116.0,0.0,0.0
1651968000000.0,2022-05-08 00:00:00,CUSDTHEDGE/USD,6125.5,6125.5,6116.0,6116.0,0.0,0.0
1651881600000.0,2022-05-07 00:00:00,CUSDTHEDGE/USD,6133.0,6133.0,6125.5,6125.5,0.0,0.0
1651795200000.0,2022-05-06 00:00:00,CUSDTHEDGE/USD,6138.0,6138.0,6133.0,6133.0,0.0,0.0
1651708800000.0,2022-05-05 00:00:00,CUSDTHEDGE/USD,6145.5,6343.5,6138.0,6138.0,0.0,0.0
1651622400000.0,2022-05-04 00:00:00,CUSDTHEDGE/USD,6161.0,6343.5,6145.5,6145.5,0.0,0.0
1651536000000.0,2022-05-03 00:00:00,CUSDTHEDGE/USD,6176.0,6343.5,6161.0,6161.0,0.0,0.0
1651449600000.0,2022-05-02 00:00:00,CUSDTHEDGE/USD,6188.5,6188.5,6176.0,6176.0,0.0,0.0
1651363200000.0,2022-05-01 00:00:00,CUSDTHEDGE/USD,6204.5,6313.5,6188.5,6188.5,0.0,0.0
1651276800000.0,2022-04-30 00:00:00,CUSDTHEDGE/USD,6233.0,6343.5,6153.0,6204.5,0.0,0.0
1651190400000.0,2022-04-29 00:00:00,CUSDTHEDGE/USD,6256.0,6261.5,6233.0,6233.0,0.0,0.0
1651104000000.0,2022-04-28 00:00:00,CUSDTHEDGE/USD,6279.5,6306.0,6256.0,6256.0,0.0,0.0
1651017600000.0,2022-04-27 00:00:00,CUSDTHEDGE/USD,6308.0,6334.5,6279.5,6279.5,0.0,0.0
1650931200000.0,2022-04-26 00:00:00,CUSDTHEDGE/USD,6342.0,6342.0,6308.0,6308.0,0.0,0.0
1650844800000.0,2022-04-25 00:00:00,CUSDTHEDGE/USD,6330.5,6343.5,6330.5,6342.0,0.0,0.0
1650758400000.0,2022-04-24 00:00:00,CUSDTHEDGE/USD,6330.5,6330.5,6330.5,6330.5,0.0,0.0
1650672000000.0,2022-04-23 00:00:00,CUSDTHEDGE/USD,6315.0,6343.5,6315.0,6330.5,0.0,0.0
1650585600000.0,2022-04-22 00:00:00,CUSDTHEDGE/USD,6313.5,6328.5,6312.5,6315.0,0.0,0.0
1650499200000.0,2022-04-21 00:00:00,CUSDTHEDGE/USD,6302.5,6314.0,6302.5,6313.5,0.0,0.0
