https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DFI,Volume USDT
1655251200,2022-06-15 00:00:00,DFI/USDT,1.256,1.272,1.008,1.193,1873472.53138752,2108376.67033745918
1655164800,2022-06-14 00:00:00,DFI/USDT,1.344,1.392,1.205,1.257,762392.35945196,989852.81907681794
1655078400,2022-06-13 00:00:00,DFI/USDT,1.638,1.648,1.303,1.346,1579330.01298117,2273269.86873627162
1654992000,2022-06-12 00:00:00,DFI/USDT,1.829,1.834,1.598,1.639,594962.13838129,1020952.57006484174
1654905600,2022-06-11 00:00:00,DFI/USDT,1.931,1.98,1.818,1.829,396579.42880498,750433.15683249638
1654819200,2022-06-10 00:00:00,DFI/USDT,2.038,2.042,1.916,1.93,281604.83798092,556806.67782741386
1654732800,2022-06-09 00:00:00,DFI/USDT,2.06,2.087,2.019,2.038,281046.10131991,578793.89045993453
1654646400,2022-06-08 00:00:00,DFI/USDT,2.126,2.139,2.042,2.06,355715.287718,739553.85847457376
1654560000,2022-06-07 00:00:00,DFI/USDT,2.159,2.16,2.012,2.129,341009.3541109,703714.78593866025
1654473600,2022-06-06 00:00:00,DFI/USDT,2.067,2.193,2.065,2.158,294491.95663625,633957.13792445266
1654387200,2022-06-05 00:00:00,DFI/USDT,2.076,2.133,2.025,2.069,256376.63039388,530479.51659801179
1654300800,2022-06-04 00:00:00,DFI/USDT,2.065,2.107,1.877,2.076,632861.6167171,1301473.12013783194
1654214400,2022-06-03 00:00:00,DFI/USDT,2.157,2.18,2.02,2.065,270444.30941937,565606.13541301808
1654128000,2022-06-02 00:00:00,DFI/USDT,2.133,2.23,2.106,2.158,316679.68219501,679138.14177062231
1654041600,2022-06-01 00:00:00,DFI/USDT,2.284,2.309,2.105,2.134,242761.39794456,536780.98611503928
1653955200,2022-05-31 00:00:00,DFI/USDT,2.336,2.349,2.27,2.294,208963.16311804,482948.54099885705
1653868800,2022-05-30 00:00:00,DFI/USDT,2.148,2.35,2.142,2.336,333547.59078742,747033.66021593623
1653782400,2022-05-29 00:00:00,DFI/USDT,2.162,2.212,2.119,2.15,256493.14489358,551433.01951950436
1653696000,2022-05-28 00:00:00,DFI/USDT,2.189,2.209,2.13,2.165,272034.21592597,589545.15200509764
1653609600,2022-05-27 00:00:00,DFI/USDT,2.334,2.336,2.133,2.189,380633.66525199,847000.07759106219
1653523200,2022-05-26 00:00:00,DFI/USDT,2.464,2.484,2.296,2.335,302519.91543006,724721.6174278017
1653436800,2022-05-25 00:00:00,DFI/USDT,2.521,2.57,2.457,2.465,233502.55861586,583601.90099516156
1653350400,2022-05-24 00:00:00,DFI/USDT,2.511,2.62,2.437,2.521,351846.17850371,881049.10869702377
1653264000,2022-05-23 00:00:00,DFI/USDT,2.629,2.689,2.495,2.512,296427.09581247,771689.50143579487
1653177600,2022-05-22 00:00:00,DFI/USDT,2.522,2.674,2.499,2.631,191941.30860291,499538.93611656944
1653091200,2022-05-21 00:00:00,DFI/USDT,2.548,2.582,2.463,2.524,334630.83099279,848182.63449965503
1653004800,2022-05-20 00:00:00,DFI/USDT,2.739,2.815,2.511,2.548,449611.26649232,1198414.28620912231
1652918400,2022-05-19 00:00:00,DFI/USDT,2.841,2.908,2.689,2.744,184798.19207449,515640.55686774141
1652832000,2022-05-18 00:00:00,DFI/USDT,3.109,3.124,2.84,2.84,100563.90740293,298709.0056258722
1652745600,2022-05-17 00:00:00,DFI/USDT,3.007,3.135,3,3.109,130846.07014978,402148.88297936297
1652659200,2022-05-16 00:00:00,DFI/USDT,3.173,3.177,2.948,3.007,203013.29338656,614650.26955287892
1652572800,2022-05-15 00:00:00,DFI/USDT,3.045,3.191,2.993,3.179,202341.06587831,625265.14618356903
1652486400,2022-05-14 00:00:00,DFI/USDT,3.018,3.137,2.792,3.046,400673.78971548,1195915.79742284955
1652400000,2022-05-13 00:00:00,DFI/USDT,2.937,3.249,2.91,3.018,478577.89823273,1500375.14017922193
1652313600,2022-05-12 00:00:00,DFI/USDT,2.833,3.043,2.696,2.937,734701.70489393,2124564.18441568425
1652227200,2022-05-11 00:00:00,DFI/USDT,3.571,3.632,2.534,2.847,1339878.70058101,4238569.86048264247
1652140800,2022-05-10 00:00:00,DFI/USDT,3.631,3.912,3.559,3.574,588494.09547366,2174725.03745525984
1652054400,2022-05-09 00:00:00,DFI/USDT,4.063,4.099,3.63,3.642,406715.53606219,1563962.25950347174
1651968000,2022-05-08 00:00:00,DFI/USDT,4.227,4.297,4.042,4.057,234480.2880882,970215.28676985644
1651881600,2022-05-07 00:00:00,DFI/USDT,4.313,4.413,4.2,4.239,211307.58050051,906917.56850119857
1651795200,2022-05-06 00:00:00,DFI/USDT,4.304,4.502,4.04,4.313,583296.15559697,2497750.46086348925
1651708800,2022-05-05 00:00:00,DFI/USDT,4.513,4.8,4.196,4.304,429290.42828931,1887872.54717385798
1651622400,2022-05-04 00:00:00,DFI/USDT,4.279,4.786,4.277,4.513,357068.6705983,1591987.50087685566
1651536000,2022-05-03 00:00:00,DFI/USDT,4.291,4.388,4.211,4.281,293848.22536005,1261976.83606958551
1651449600,2022-05-02 00:00:00,DFI/USDT,4.304,4.509,4.169,4.291,478893.78083007,2059420.41873317191
1651363200,2022-05-01 00:00:00,DFI/USDT,4.219,4.355,4.2,4.298,235846.44513028,1003273.72185389812
1651276800,2022-04-30 00:00:00,DFI/USDT,4.361,4.399,4.2,4.219,452838.0470111,1958220.93852719521
1651190400,2022-04-29 00:00:00,DFI/USDT,4.417,4.52,4.258,4.369,325840.77602932,1422544.9379882423
1651104000,2022-04-28 00:00:00,DFI/USDT,4.314,4.49,4.147,4.416,362650.43529448,1578805.10821072936
1651017600,2022-04-27 00:00:00,DFI/USDT,4.14,4.313,4.106,4.313,257569.45439528,1091499.58943032861
1650931200,2022-04-26 00:00:00,DFI/USDT,4.369,4.544,4.064,4.135,382051.5160891,1623286.40744926262
1650844800,2022-04-25 00:00:00,DFI/USDT,4.255,4.485,4.06,4.368,405617.50434316,1725374.64248876759
1650758400,2022-04-24 00:00:00,DFI/USDT,4.252,4.37,4.233,4.255,175462.48515532,751544.82976865751
1650672000,2022-04-23 00:00:00,DFI/USDT,4.24,4.358,4.201,4.253,174149.63436012,743874.17120723397
1650585600,2022-04-22 00:00:00,DFI/USDT,4.339,4.529,4.205,4.24,205611.72830611,885340.43290411726
1650499200,2022-04-21 00:00:00,DFI/USDT,4.423,4.59,4.301,4.343,249625.72780928,1114040.24233275758
1650412800,2022-04-20 00:00:00,DFI/USDT,4.456,4.525,4.38,4.423,227223.0973166,1009699.24935331579
1650326400,2022-04-19 00:00:00,DFI/USDT,4.358,4.491,4.305,4.453,194747.43741712,855962.821780406
1650240000,2022-04-18 00:00:00,DFI/USDT,4.268,4.461,4.15,4.358,165540.04771482,703066.80592505327
1650153600,2022-04-17 00:00:00,DFI/USDT,4.334,4.406,4.268,4.269,166207.24472214,717678.96568627761
1650067200,2022-04-16 00:00:00,DFI/USDT,4.329,4.373,4.27,4.332,141459.60784829,611760.9698603165
1649980800,2022-04-15 00:00:00,DFI/USDT,4.244,4.38,4.238,4.33,186027.7738119,803527.84384115792
1649894400,2022-04-14 00:00:00,DFI/USDT,4.338,4.4,4.192,4.244,302974.54443057,1305128.2285285823
1649808000,2022-04-13 00:00:00,DFI/USDT,4.176,4.35,4.128,4.338,210367.18895308,890350.95997715622
1649721600,2022-04-12 00:00:00,DFI/USDT,4.156,4.345,4.101,4.172,338273.99920088,1418367.63021598841
1649635200,2022-04-11 00:00:00,DFI/USDT,4.418,4.473,4.14,4.151,279642.19640957,1201131.68476575818
1649548800,2022-04-10 00:00:00,DFI/USDT,4.419,4.606,4.407,4.421,207331.31010472,930607.30724048939
1649462400,2022-04-09 00:00:00,DFI/USDT,4.367,4.494,4.335,4.424,213675.69739326,941195.65388226081
1649376000,2022-04-08 00:00:00,DFI/USDT,4.406,4.54,4.342,4.362,244796.45354769,1089965.78361674717
1649289600,2022-04-07 00:00:00,DFI/USDT,4.344,4.432,4.321,4.406,221304.20941447,969625.08857408844
1649203200,2022-04-06 00:00:00,DFI/USDT,4.65,4.653,4.124,4.344,421564.08204855,1876028.5125049951
1649116800,2022-04-05 00:00:00,DFI/USDT,4.579,4.682,4.498,4.65,194031.36184689,897587.58714467136
1649030400,2022-04-04 00:00:00,DFI/USDT,4.58,4.611,4.523,4.592,81196.79545348,371067.91181647586
1648944000,2022-04-03 00:00:00,DFI/USDT,4.528,4.649,4.436,4.58,72905.37461546,331367.42758927588
1648857600,2022-04-02 00:00:00,DFI/USDT,4.498,4.685,4.448,4.528,127314.22087764,579347.96495196371
1648771200,2022-04-01 00:00:00,DFI/USDT,4.328,4.622,4.239,4.498,313764.83289061,1386864.15314087938
1648684800,2022-03-31 00:00:00,DFI/USDT,4.614,4.637,3.923,4.33,556704.92558043,2449329.96879130678
1648598400,2022-03-30 00:00:00,DFI/USDT,4.627,4.804,4.54,4.614,253196.49205001,1173632.23863860242
1648512000,2022-03-29 00:00:00,DFI/USDT,4.613,4.739,4.468,4.628,428540.51688851,1987650.54237814
1648425600,2022-03-28 00:00:00,DFI/USDT,4.551,4.77,4.377,4.612,475656.42816857,2179299.98248794877
1648339200,2022-03-27 00:00:00,DFI/USDT,4.328,4.551,4.269,4.549,283108.12026265,1235581.14717903737
1648252800,2022-03-26 00:00:00,DFI/USDT,4.209,4.36,4.161,4.327,189857.65376045,814226.05856611118
1648166400,2022-03-25 00:00:00,DFI/USDT,4.176,4.341,4.115,4.209,246933.21566997,1037608.20902431595
1648080000,2022-03-24 00:00:00,DFI/USDT,3.982,4.3,3.968,4.172,641347.81540345,2650008.38522518869
1647993600,2022-03-23 00:00:00,DFI/USDT,3.946,4.002,3.633,3.98,402567.51443884,1569138.7950335693
1647907200,2022-03-22 00:00:00,DFI/USDT,3.742,4.037,3.707,3.935,301025.50938258,1177045.74534384857
1647820800,2022-03-21 00:00:00,DFI/USDT,3.766,3.798,3.676,3.738,306293.7338311,1143126.55440138955
1647734400,2022-03-20 00:00:00,DFI/USDT,3.796,3.85,3.71,3.766,191490.7083537,722674.87976305722
1647648000,2022-03-19 00:00:00,DFI/USDT,3.726,3.826,3.713,3.803,217854.57899958,820179.2160179638
1647561600,2022-03-18 00:00:00,DFI/USDT,3.646,3.78,3.55,3.725,264240.07526346,964373.57487918305
1647475200,2022-03-17 00:00:00,DFI/USDT,3.703,3.71,3.605,3.646,244047.93562502,891193.93610689476
1647388800,2022-03-16 00:00:00,DFI/USDT,3.504,3.711,3.458,3.709,321600.51907892,1157216.0781505208
1647302400,2022-03-15 00:00:00,DFI/USDT,3.557,3.562,3.412,3.507,185063.85219692,643824.40179168083
1647216000,2022-03-14 00:00:00,DFI/USDT,3.405,3.561,3.403,3.549,162982.15404126,566477.23296910591
1647129600,2022-03-13 00:00:00,DFI/USDT,3.509,3.53,3.346,3.405,160669.18401886,556321.92890014645
1647043200,2022-03-12 00:00:00,DFI/USDT,3.481,3.591,3.445,3.509,155736.30069515,544583.26446737486
1646956800,2022-03-11 00:00:00,DFI/USDT,3.53,3.588,3.383,3.481,252164.8165266,878096.1331640335
1646870400,2022-03-10 00:00:00,DFI/USDT,3.632,3.641,3.439,3.528,202403.37455972,711282.38880015897
1646784000,2022-03-09 00:00:00,DFI/USDT,3.395,3.696,3.385,3.639,239238.08354235,862959.51446939389
1646697600,2022-03-08 00:00:00,DFI/USDT,3.419,3.55,3.327,3.395,302955.00210551,1044735.89049301764
1646611200,2022-03-07 00:00:00,DFI/USDT,3.441,3.628,3.373,3.422,287981.29541549,997580.26537063954
1646524800,2022-03-06 00:00:00,DFI/USDT,3.467,3.524,3.351,3.438,139255.75430568,480351.74619246432
1646438400,2022-03-05 00:00:00,DFI/USDT,3.41,3.555,3.365,3.467,168885.04953245,581970.39860883067
1646352000,2022-03-04 00:00:00,DFI/USDT,3.668,3.683,3.394,3.414,144848.49077523,515733.72159990776
1646265600,2022-03-03 00:00:00,DFI/USDT,3.693,3.775,3.612,3.671,150659.31671036,552339.2144752117
1646179200,2022-03-02 00:00:00,DFI/USDT,3.772,3.795,3.66,3.695,269706.47178394,1004945.76961608327
1646092800,2022-03-01 00:00:00,DFI/USDT,3.736,3.79,3.674,3.774,259948.26097969,968320.10862596279
1646006400,2022-02-28 00:00:00,DFI/USDT,3.371,3.773,3.364,3.735,302951.4406848,1069097.44717443807
1645920000,2022-02-27 00:00:00,DFI/USDT,3.52,3.529,3.314,3.364,198640.41033326,679966.60204727011
1645833600,2022-02-26 00:00:00,DFI/USDT,3.522,3.6,3.447,3.52,173477.40684404,608038.62264803561
1645747200,2022-02-25 00:00:00,DFI/USDT,3.415,3.587,3.375,3.528,237074.07106413,821934.41014049969
1645660800,2022-02-24 00:00:00,DFI/USDT,3.299,3.499,3.03,3.409,463735.30646919,1504287.25730266314
1645574400,2022-02-23 00:00:00,DFI/USDT,3.402,3.494,3.294,3.3,314992.13745063,1074207.41783873328
1645488000,2022-02-22 00:00:00,DFI/USDT,3.269,3.43,3.223,3.402,220323.45106116,734212.24329833828
1645401600,2022-02-21 00:00:00,DFI/USDT,3.391,3.5,3.178,3.267,483552.04841937,1631779.48620491945
1645315200,2022-02-20 00:00:00,DFI/USDT,3.534,3.571,3.338,3.396,411272.31866492,1401411.28429345449
1645228800,2022-02-19 00:00:00,DFI/USDT,3.5,3.617,3.45,3.535,521944.30126311,1829951.90748998765
1645142400,2022-02-18 00:00:00,DFI/USDT,3.536,3.683,3.488,3.505,255734.61331496,909090.72209955291
1645056000,2022-02-17 00:00:00,DFI/USDT,3.728,3.781,3.482,3.543,437789.5749387,1593993.61378292866
1644969600,2022-02-16 00:00:00,DFI/USDT,3.63,3.774,3.61,3.724,115534.26738222,423345.40973868935
1644883200,2022-02-15 00:00:00,DFI/USDT,3.436,3.698,3.425,3.63,247185.13274163,878106.69050303073
1644796800,2022-02-14 00:00:00,DFI/USDT,3.444,3.48,3.321,3.434,100858.1486801,343200.60469072273
1644710400,2022-02-13 00:00:00,DFI/USDT,3.53,3.6,3.42,3.444,147674.54266494,521229.53544789414
1644624000,2022-02-12 00:00:00,DFI/USDT,3.526,3.776,3.456,3.529,194430.14094361,691216.09984171665
1644537600,2022-02-11 00:00:00,DFI/USDT,3.61,3.72,3.498,3.526,234863.19199827,844052.93391082259
1644451200,2022-02-10 00:00:00,DFI/USDT,3.568,3.8,3.483,3.611,379425.90993175,1390948.98219641218
1644364800,2022-02-09 00:00:00,DFI/USDT,3.331,3.61,3.278,3.57,246443.606037,845377.00208731539
1644278400,2022-02-08 00:00:00,DFI/USDT,3.354,3.461,3.007,3.32,324611.33200208,1069896.59501653123
1644192000,2022-02-07 00:00:00,DFI/USDT,3.128,3.485,3.006,3.354,516093.04167087,1670652.29934072859
1644105600,2022-02-06 00:00:00,DFI/USDT,2.824,3.329,2.761,3.128,543767.51686868,1646923.01535813428
1644019200,2022-02-05 00:00:00,DFI/USDT,2.775,2.846,2.728,2.823,283431.62571352,789563.02976838544
1643932800,2022-02-04 00:00:00,DFI/USDT,2.525,2.777,2.493,2.777,251548.8941267,654869.71169572707
1643846400,2022-02-03 00:00:00,DFI/USDT,2.489,2.53,2.431,2.525,271262.39338624,675756.73721045733
1643760000,2022-02-02 00:00:00,DFI/USDT,2.592,2.618,2.457,2.489,334702.76553169,846988.89468205649
1643673600,2022-02-01 00:00:00,DFI/USDT,2.569,2.697,2.538,2.592,384877.68874262,1001857.39822526729
1643587200,2022-01-31 00:00:00,DFI/USDT,2.548,2.596,2.475,2.575,225810.21863496,573552.02780986745
1643500800,2022-01-30 00:00:00,DFI/USDT,2.585,2.74,2.534,2.546,323568.87373576,833648.83493292853
1643414400,2022-01-29 00:00:00,DFI/USDT,2.581,2.621,2.524,2.585,265754.26015534,685613.70089825512
1643328000,2022-01-28 00:00:00,DFI/USDT,2.518,2.59,2.472,2.588,200428.31913677,507097.86468175656
1643241600,2022-01-27 00:00:00,DFI/USDT,2.52,2.586,2.435,2.524,237408.1506102,595798.77298108264
1643155200,2022-01-26 00:00:00,DFI/USDT,2.507,2.641,2.425,2.52,377291.16394628,968700.91563065651
1643068800,2022-01-25 00:00:00,DFI/USDT,2.5,2.644,2.417,2.5,263559.6765102,660808.98752584774
1642982400,2022-01-24 00:00:00,DFI/USDT,2.524,2.554,2.293,2.5,452831.51539817,1087775.24225641744
1642896000,2022-01-23 00:00:00,DFI/USDT,2.425,2.55,2.407,2.515,329491.47571164,813192.78838103539
1642809600,2022-01-22 00:00:00,DFI/USDT,2.6,2.747,2.364,2.425,549664.78601747,1368655.27111139761
1642723200,2022-01-21 00:00:00,DFI/USDT,2.902,2.927,2.527,2.599,522495.45399707,1437580.45713975256
1642636800,2022-01-20 00:00:00,DFI/USDT,2.97,3.122,2.902,2.902,326080.44640763,985555.62658623513
1642550400,2022-01-19 00:00:00,DFI/USDT,3.005,3.138,2.905,2.971,360876.1601076,1078681.52758835843
1642464000,2022-01-18 00:00:00,DFI/USDT,3.033,3.05,2.802,3.005,349738.71413323,1046459.53460308281
