https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CEUR,Volume USDT
1652400000,2022-05-13 00:00:00,CEUR/USDT,1.0393,1.0626,1.027,1.0322,246999.94472389,258092.853854186062
1652313600,2022-05-12 00:00:00,CEUR/USDT,1.05,1.0674,1.01,1.0393,688437.38358805,722634.478966645972
1652227200,2022-05-11 00:00:00,CEUR/USDT,1.0476,1.0634,1.0145,1.05,589134.31297589,612494.174275100968
1652140800,2022-05-10 00:00:00,CEUR/USDT,1.0309,1.0655,1.0276,1.05,286649.44849324,300501.295843159714
1652054400,2022-05-09 00:00:00,CEUR/USDT,1.0459,1.06,1.026,1.0311,298465.31320545,311569.358750865845
1651968000,2022-05-08 00:00:00,CEUR/USDT,1.0423,1.0562,1.0384,1.0439,27184.19676471,28450.294778119175
1651881600,2022-05-07 00:00:00,CEUR/USDT,1.0435,1.0543,1.0413,1.0473,19411.60212379,20293.479582970362
1651795200,2022-05-06 00:00:00,CEUR/USDT,1.0442,1.0587,1.0219,1.0475,35492.57467009,37092.675542213498
1651708800,2022-05-05 00:00:00,CEUR/USDT,1.0587,1.0608,1.0376,1.0441,19774.8309315,20722.297292042267
1651622400,2022-05-04 00:00:00,CEUR/USDT,1.0471,1.0674,1.012,1.0522,99749.24902808,103166.123329271435
1651536000,2022-05-03 00:00:00,CEUR/USDT,1.0448,1.0507,1.04,1.0435,12900.72966715,13501.466426781935
1651449600,2022-05-02 00:00:00,CEUR/USDT,1.0522,1.058,1.012,1.0458,86142.56590077,89733.865228290907
1651363200,2022-05-01 00:00:00,CEUR/USDT,1.0433,1.057,1.0221,1.0471,24244.20616382,25357.802244695662
1651276800,2022-04-30 00:00:00,CEUR/USDT,1.0484,1.0587,1.0354,1.0477,18148.11689515,18961.3004837315
1651190400,2022-04-29 00:00:00,CEUR/USDT,1.0446,1.0587,1.0413,1.0505,45967.74423332,48100.963882046662
1651104000,2022-04-28 00:00:00,CEUR/USDT,1.0476,1.0539,1.0231,1.0426,90245.90000243,93484.728919122608
1651017600,2022-04-27 00:00:00,CEUR/USDT,1.056,1.0717,1.011,1.0471,24019.61489164,25282.920023263306
1650931200,2022-04-26 00:00:00,CEUR/USDT,1.0712,1.0723,1.053,1.056,9231.992247,9793.063544345603
1650844800,2022-04-25 00:00:00,CEUR/USDT,1.0725,1.0784,1.0594,1.0712,14907.57655889,15917.192828670156
1650758400,2022-04-24 00:00:00,CEUR/USDT,1.0738,1.0812,1.0693,1.0725,14297.7559914,15369.960764772584
1650672000,2022-04-23 00:00:00,CEUR/USDT,1.075,1.09,1.0722,1.0722,53340.67909396,57850.940420868909
1650585600,2022-04-22 00:00:00,CEUR/USDT,1.0739,1.079,1.0713,1.079,32043.82455752,34420.917150072202
1650499200,2022-04-21 00:00:00,CEUR/USDT,1.0753,1.0857,1.0701,1.0739,39678.9508107,42959.791873504455
1650412800,2022-04-20 00:00:00,CEUR/USDT,1.0762,1.0837,1.0682,1.0779,49644.83533613,53442.873992242325
1650326400,2022-04-19 00:00:00,CEUR/USDT,1.0756,1.078,1.0737,1.078,7708.82744563,8293.363435341867
1650240000,2022-04-18 00:00:00,CEUR/USDT,1.0687,1.09,1.0639,1.0759,149262.57252635,160787.525858428041
1650153600,2022-04-17 00:00:00,CEUR/USDT,1.0708,1.0748,1.057,1.0673,75426.4055064,80508.591057754344
1650067200,2022-04-16 00:00:00,CEUR/USDT,1.0683,1.0791,1.0676,1.0708,29683.73724974,31859.167220583337
1649980800,2022-04-15 00:00:00,CEUR/USDT,1.0767,1.1001,1.0057,1.0683,289050.92562158,307347.303976019017
1649894400,2022-04-14 00:00:00,CEUR/USDT,1.0792,1.0869,1.0762,1.0766,37347.51067851,40399.122466856144
1649808000,2022-04-13 00:00:00,CEUR/USDT,1.0783,1.082,1.0781,1.079,23117.55215416,24996.513924868558
1649721600,2022-04-12 00:00:00,CEUR/USDT,1.0821,1.084,1.0747,1.0781,56268.52524011,60808.104158611772
1649635200,2022-04-11 00:00:00,CEUR/USDT,1.0816,1.0857,1.078,1.0822,34424.14870141,37241.659179990922
1649548800,2022-04-10 00:00:00,CEUR/USDT,1.0827,1.086,1.0801,1.0816,12495.93390313,13525.98717003918
1649462400,2022-04-09 00:00:00,CEUR/USDT,1.0808,1.0835,1.075,1.0824,30872.09090738,33336.892348470189
1649376000,2022-04-08 00:00:00,CEUR/USDT,1.0853,1.089,1.0775,1.0806,30454.47789386,33026.024126753885
1649289600,2022-04-07 00:00:00,CEUR/USDT,1.0828,1.089,1.0774,1.0854,36432.1808556,39464.392193129095
1649203200,2022-04-06 00:00:00,CEUR/USDT,1.0849,1.094,1.0795,1.081,102852.10918979,111675.79380323159
1649116800,2022-04-05 00:00:00,CEUR/USDT,1.0978,1.1,1.0832,1.0832,105010.96996788,114825.840746110014
1649030400,2022-04-04 00:00:00,CEUR/USDT,1.1,1.1,1.0927,1.0976,148009.5829637,162712.019158045454
1648944000,2022-04-03 00:00:00,CEUR/USDT,1.0996,1.1063,1.0932,1.1,69829.75485347,76792.366192507383
1648857600,2022-04-02 00:00:00,CEUR/USDT,1.0989,1.1038,1.0951,1.0977,24106.12515461,26503.437807781728
1648771200,2022-04-01 00:00:00,CEUR/USDT,1.1018,1.105,1.0939,1.1006,65743.43536315,72412.20566988793
1648684800,2022-03-31 00:00:00,CEUR/USDT,1.1063,1.11,1.0983,1.1001,39080.6031194,43165.155793129675
1648598400,2022-03-30 00:00:00,CEUR/USDT,1.1038,1.11,1.1012,1.1063,41790.53673437,46239.93626632889
1648512000,2022-03-29 00:00:00,CEUR/USDT,1.0815,1.1092,1.0815,1.1052,144592.76978797,157810.016170184117
1648425600,2022-03-28 00:00:00,CEUR/USDT,1.0918,1.0948,1.0811,1.0815,209574.5016515,227809.601454917774
1648339200,2022-03-27 00:00:00,CEUR/USDT,1.0932,1.0959,1.0883,1.09,32086.05264145,35050.832202545241
1648252800,2022-03-26 00:00:00,CEUR/USDT,1.092,1.0951,1.089,1.0933,8955.07420837,9780.279849506107
1648166400,2022-03-25 00:00:00,CEUR/USDT,1.0911,1.099,1.089,1.0919,41997.24012079,46016.854525276588
1648080000,2022-03-24 00:00:00,CEUR/USDT,1.0938,1.096,1.0866,1.0911,74834.33609217,81756.12375508783
1647993600,2022-03-23 00:00:00,CEUR/USDT,1.0951,1.1022,1.0861,1.0939,62705.81593902,68538.901665658916
1647907200,2022-03-22 00:00:00,CEUR/USDT,1.1026,1.1046,1.0918,1.0946,27796.8703345,30516.71394660623
1647820800,2022-03-21 00:00:00,CEUR/USDT,1.1024,1.107,1.0992,1.1012,11246.80372897,12404.515390525421
1647734400,2022-03-20 00:00:00,CEUR/USDT,1.1029,1.105,1.1,1.1006,9129.78443048,10064.049807724115
1647648000,2022-03-19 00:00:00,CEUR/USDT,1.1045,1.108,1.1028,1.1031,4912.65019358,5430.24509970755
1647561600,2022-03-18 00:00:00,CEUR/USDT,1.1076,1.1109,1.1028,1.1067,42776.48838295,47334.323366587919
1647475200,2022-03-17 00:00:00,CEUR/USDT,1.0932,1.1289,1.0912,1.108,175066.23349528,195453.030458355543
1647388800,2022-03-16 00:00:00,CEUR/USDT,1.095,1.0979,1.082,1.0932,93342.67389415,101560.057096092506
1647302400,2022-03-15 00:00:00,CEUR/USDT,1.0925,1.0997,1.0894,1.095,30157.51501188,32992.714908126302
1647216000,2022-03-14 00:00:00,CEUR/USDT,1.0777,1.0974,1.072,1.095,47706.23687428,51791.830598313369
1647129600,2022-03-13 00:00:00,CEUR/USDT,1.0831,1.0861,1.0754,1.0776,41227.99313739,44544.171088897797
1647043200,2022-03-12 00:00:00,CEUR/USDT,1.0765,1.0912,1.0751,1.0831,24428.39276456,26445.445206432031
1646956800,2022-03-11 00:00:00,CEUR/USDT,1.092,1.0958,1.076,1.077,107328.80161313,116485.427852806598
1646870400,2022-03-10 00:00:00,CEUR/USDT,1.0988,1.1028,1.0917,1.0917,32569.47603667,35732.877638428216
1646784000,2022-03-09 00:00:00,CEUR/USDT,1.0853,1.1028,1.0842,1.0988,85967.21880415,94170.487565516185
1646697600,2022-03-08 00:00:00,CEUR/USDT,1.0859,1.0903,1.0849,1.0853,13731.9044,14937.57611796
1646611200,2022-03-07 00:00:00,CEUR/USDT,1.0892,1.0968,1.0812,1.0891,94250.60624825,102663.860228557562
1646524800,2022-03-06 00:00:00,CEUR/USDT,1.0959,1.107,1.0891,1.0892,88456.41053574,97162.523927391642
1646438400,2022-03-05 00:00:00,CEUR/USDT,1.0911,1.096,1.0855,1.0932,76942.37319869,83865.893426137661
1646352000,2022-03-04 00:00:00,CEUR/USDT,1.118,1.118,1.0836,1.091,90215.72698293,99219.368156046736
1646265600,2022-03-03 00:00:00,CEUR/USDT,1.129,1.1302,1.1097,1.1205,55111.60663668,61815.853374448788
1646179200,2022-03-02 00:00:00,CEUR/USDT,1.1174,1.1399,1.1041,1.129,160452.29908622,180116.262852307929
1646092800,2022-03-01 00:00:00,CEUR/USDT,1.1114,1.119,1.0765,1.1167,247756.62034573,273066.08345785223
1646006400,2022-02-28 00:00:00,CEUR/USDT,1.1129,1.1194,1.1114,1.1133,51659.2064427,57601.568811202767
1645920000,2022-02-27 00:00:00,CEUR/USDT,1.1166,1.1194,1.113,1.1171,54664.72074711,61052.992378304239
1645833600,2022-02-26 00:00:00,CEUR/USDT,1.1158,1.1184,1.113,1.1167,26206.36780157,29270.870040224721
1645747200,2022-02-25 00:00:00,CEUR/USDT,1.1171,1.1191,1.1126,1.116,69600.74702737,77781.41930479789
1645660800,2022-02-24 00:00:00,CEUR/USDT,1.1246,1.1294,1.1121,1.1185,155402.70476096,174349.718222613592
1645574400,2022-02-23 00:00:00,CEUR/USDT,1.1267,1.1294,1.1169,1.1252,86210.16681006,96777.554406278746
1645488000,2022-02-22 00:00:00,CEUR/USDT,1.1363,1.139,1.123,1.1267,57573.58398602,65135.253282017663
1645401600,2022-02-21 00:00:00,CEUR/USDT,1.1254,1.1427,1.122,1.1364,177985.52395512,201202.621902394938
1645315200,2022-02-20 00:00:00,CEUR/USDT,1.1251,1.1268,1.122,1.1255,23803.06166845,26738.091270160916
1645228800,2022-02-19 00:00:00,CEUR/USDT,1.1296,1.1319,1.1235,1.1251,13141.0738444,14799.766997161103
1645142400,2022-02-18 00:00:00,CEUR/USDT,1.1254,1.1312,1.1236,1.1307,30209.38167674,34082.095218389379
1645056000,2022-02-17 00:00:00,CEUR/USDT,1.1365,1.1365,1.1245,1.1253,22968.37236518,25914.808048627261
1644969600,2022-02-16 00:00:00,CEUR/USDT,1.1304,1.1366,1.13,1.1366,57882.0916784,65563.170749382333
1644883200,2022-02-15 00:00:00,CEUR/USDT,1.1316,1.1349,1.1286,1.1328,88137.60449712,99767.378069494544
1644796800,2022-02-14 00:00:00,CEUR/USDT,1.1214,1.1328,1.117,1.1317,29759.74033001,33560.267495753542
1644710400,2022-02-13 00:00:00,CEUR/USDT,1.1291,1.1359,1.1159,1.1196,65295.26322024,73488.24824885783
1644624000,2022-02-12 00:00:00,CEUR/USDT,1.1302,1.1336,1.1265,1.1302,16841.12515762,19023.375153719224
1644537600,2022-02-11 00:00:00,CEUR/USDT,1.1353,1.1366,1.1302,1.1302,25166.45405909,28525.586533945197
1644451200,2022-02-10 00:00:00,CEUR/USDT,1.1405,1.1408,1.1265,1.1353,104494.31367639,118629.116443456744
1644364800,2022-02-09 00:00:00,CEUR/USDT,1.1442,1.1463,1.1387,1.1405,21489.41932698,24559.539038970198
1644278400,2022-02-08 00:00:00,CEUR/USDT,1.1445,1.1499,1.1321,1.1435,87424.72559287,99686.448283585831
1644192000,2022-02-07 00:00:00,CEUR/USDT,1.1377,1.1482,1.1377,1.1443,36927.32817361,42225.962841846389
1644105600,2022-02-06 00:00:00,CEUR/USDT,1.1325,1.1399,1.1307,1.1399,63214.05757629,71826.917034981839
1644019200,2022-02-05 00:00:00,CEUR/USDT,1.1416,1.1447,1.1227,1.1316,120195.40943627,136061.530120089741
1643932800,2022-02-04 00:00:00,CEUR/USDT,1.1374,1.147,1.1367,1.1416,45928.98190774,52440.651854469549
1643846400,2022-02-03 00:00:00,CEUR/USDT,1.1248,1.1389,1.1216,1.1386,100001.92004063,113086.776034240431
1643760000,2022-02-02 00:00:00,CEUR/USDT,1.1267,1.1411,1.1221,1.1247,175923.38845062,199176.669238424414
