https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PUSH,Volume BTC
1663459200,2022-09-18 00:00:00,PUSH/BTC,0.00001453,0.00001453,0.0000141,0.0000141,8.251,0.000116532385
1663372800,2022-09-17 00:00:00,PUSH/BTC,0.00001386,0.00001494,0.00001386,0.00001458,635.7333,0.009265590441
1663286400,2022-09-16 00:00:00,PUSH/BTC,0.00001458,0.00001479,0.00001389,0.00001389,640.8717,0.009034917543
1663200000,2022-09-15 00:00:00,PUSH/BTC,0.00001476,0.00001536,0.00001382,0.00001452,1204.3278,0.017331139393
1663113600,2022-09-14 00:00:00,PUSH/BTC,0.00001491,0.00001513,0.00001465,0.00001478,154.309,0.002306765564
1663027200,2022-09-13 00:00:00,PUSH/BTC,0.00001435,0.00001513,0.00001381,0.00001506,795.6092,0.011281636287
1662940800,2022-09-12 00:00:00,PUSH/BTC,0.00001481,0.00001541,0.0000139,0.0000144,4870.761,0.070398851881
1662854400,2022-09-11 00:00:00,PUSH/BTC,0.00001511,0.00001533,0.00001435,0.0000147,1165.1158,0.017178961186
1662768000,2022-09-10 00:00:00,PUSH/BTC,0.00001533,0.00001533,0.00001502,0.00001509,187.0927,0.002826060833
1662681600,2022-09-09 00:00:00,PUSH/BTC,0.00001579,0.00001581,0.0000145,0.00001516,1525.4464,0.022782418815
1662595200,2022-09-08 00:00:00,PUSH/BTC,0.00001596,0.00001627,0.0000157,0.0000157,4947.3571,0.079187585988
1662508800,2022-09-07 00:00:00,PUSH/BTC,0.00001615,0.00001621,0.00001562,0.00001608,116.0298,0.001835776398
1662422400,2022-09-06 00:00:00,PUSH/BTC,0.00001558,0.00001642,0.00001558,0.00001607,423.2062,0.00673109586
1662336000,2022-09-05 00:00:00,PUSH/BTC,0.00001527,0.00001573,0.00001521,0.00001573,415.2604,0.006416508535
1662249600,2022-09-04 00:00:00,PUSH/BTC,0.00001537,0.00001552,0.00001501,0.00001512,701.2703,0.010780024556
1662163200,2022-09-03 00:00:00,PUSH/BTC,0.00001527,0.00001538,0.00001506,0.00001538,68.2583,0.001037100541
1662076800,2022-09-02 00:00:00,PUSH/BTC,0.00001521,0.00001544,0.00001517,0.00001536,85.3223,0.001307136488
1661990400,2022-09-01 00:00:00,PUSH/BTC,0.00001515,0.00001552,0.00001479,0.00001537,297.1877,0.00452920407
1661904000,2022-08-31 00:00:00,PUSH/BTC,0.00001498,0.00001538,0.00001393,0.00001509,922.1748,0.013798756147
1661817600,2022-08-30 00:00:00,PUSH/BTC,0.00001481,0.00001536,0.00001465,0.0000151,296.1685,0.004445493666
1661731200,2022-08-29 00:00:00,PUSH/BTC,0.00001463,0.00001467,0.0000143,0.00001457,152.5322,0.002230663616
1661644800,2022-08-28 00:00:00,PUSH/BTC,0.00001465,0.00001494,0.00001422,0.00001494,3757.3778,0.054550550727
1661558400,2022-08-27 00:00:00,PUSH/BTC,0.00001507,0.00001517,0.00001433,0.0000144,839.5445,0.012206243704
1661472000,2022-08-26 00:00:00,PUSH/BTC,0.00001559,0.00001587,0.00001498,0.00001542,1220.6027,0.018639292599
1661385600,2022-08-25 00:00:00,PUSH/BTC,0.00001571,0.00001578,0.0000154,0.00001553,238.684,0.003707691912
1661299200,2022-08-24 00:00:00,PUSH/BTC,0.00001599,0.00001609,0.00001551,0.00001577,235.7175,0.003683536424
1661212800,2022-08-23 00:00:00,PUSH/BTC,0.00001604,0.00001636,0.00001565,0.0000158,446.9536,0.007185926468
1661126400,2022-08-22 00:00:00,PUSH/BTC,0.00001634,0.00001665,0.00001604,0.00001604,483.4084,0.008017784954
1661040000,2022-08-21 00:00:00,PUSH/BTC,0.0000168,0.0000169,0.00001616,0.00001626,206.4302,0.003435466802
1660953600,2022-08-20 00:00:00,PUSH/BTC,0.00001725,0.00001733,0.00001682,0.00001682,268.2366,0.004565361004
1660867200,2022-08-19 00:00:00,PUSH/BTC,0.00001645,0.00001753,0.00001636,0.00001741,3665.1749,0.06277725966
1660780800,2022-08-18 00:00:00,PUSH/BTC,0.00001622,0.00001681,0.00001589,0.00001665,227.4126,0.003712469455
1660694400,2022-08-17 00:00:00,PUSH/BTC,0.0000163,0.00001701,0.00001622,0.00001643,755.7818,0.012431334341
