https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume OPCT,Volume BTC
1663459200,2022-09-18 00:00:00,OPCT/BTC,0.0000018714,0.0000018826,0.0000018506,0.0000018826,324.3555,0.00060520832302
1663372800,2022-09-17 00:00:00,OPCT/BTC,0.000001895,0.0000019317,0.0000018455,0.0000018826,15914.7324,0.02991775922677
1663286400,2022-09-16 00:00:00,OPCT/BTC,0.0000019198,0.0000019565,0.0000018825,0.0000018825,2491.4921,0.00472484133455
1663200000,2022-09-15 00:00:00,OPCT/BTC,0.0000019198,0.0000020559,0.000001895,0.0000019263,35385.4692,0.06875991554349
1663113600,2022-09-14 00:00:00,OPCT/BTC,0.0000021041,0.0000021041,0.0000018199,0.0000019198,23259.4874,0.04512753387654
1663027200,2022-09-13 00:00:00,OPCT/BTC,0.0000017676,0.0000025797,0.0000017535,0.0000021106,170458.9773,0.35872562261293
1662940800,2022-09-12 00:00:00,OPCT/BTC,0.0000017686,0.0000019233,0.0000016715,0.0000017528,42288.2001,0.07652600941059
1662854400,2022-09-11 00:00:00,OPCT/BTC,0.0000018132,0.0000018412,0.0000017487,0.0000017884,49254.7811,0.08646070371152
1662768000,2022-09-10 00:00:00,OPCT/BTC,0.0000018636,0.0000021184,0.000001812,0.000001812,119169.2729,0.22859177940175
1662681600,2022-09-09 00:00:00,OPCT/BTC,0.0000019464,0.0000019609,0.0000018401,0.0000018657,44556.4152,0.08339524091441
1662595200,2022-09-08 00:00:00,OPCT/BTC,0.0000019491,0.0000020324,0.00000189,0.000001908,74919.9327,0.14868654736103
1662508800,2022-09-07 00:00:00,OPCT/BTC,0.0000019022,0.0000019652,0.0000018883,0.00000189,18875.4523,0.03583837144897
1662422400,2022-09-06 00:00:00,OPCT/BTC,0.0000019108,0.0000020177,0.0000018976,0.0000019942,14368.3973,0.02789113912999
1662336000,2022-09-05 00:00:00,OPCT/BTC,0.0000019306,0.0000019372,0.0000018976,0.0000019059,18755.8554,0.03573991142978
1662249600,2022-09-04 00:00:00,OPCT/BTC,0.0000019482,0.0000019666,0.0000019035,0.0000019372,10752.0201,0.02086419736555
1662163200,2022-09-03 00:00:00,OPCT/BTC,0.000001925,0.0000019956,0.0000019,0.0000019327,29012.1966,0.05638580019303
