https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XCH,Volume BTC
1648771200000,2022-04-01 00:00:00,BTC/XCH,40613,43737,40375,42492,2913.5183697599996,0.06856628
1648684800000,2022-03-31 00:00:00,BTC/XCH,44125,45078,43480,43480,2341.1727736000003,0.05384482
1648598400000,2022-03-30 00:00:00,BTC/XCH,44282,45303,42808,42957,2636.5193814599997,0.06137578
1648512000000,2022-03-29 00:00:00,BTC/XCH,45000,45000,44001,44001,1503.07504002,0.03416002
1648425600000,2022-03-28 00:00:00,BTC/XCH,44294,45500,43156,43558,1926.54594752,0.04422944
1648339200000,2022-03-27 00:00:00,BTC/XCH,40884,43005,40881,42916,1742.7063200799998,0.04060738
1648252800000,2022-03-26 00:00:00,BTC/XCH,42144,42182,42144,42182,1497.15897688,0.03549284
1648166400000,2022-03-25 00:00:00,BTC/XCH,41235,42500,40808,40808,1447.66828888,0.035475110000000004
1648080000000,2022-03-24 00:00:00,BTC/XCH,40919,40919,40500,40918,1574.68790282,0.03848399
1647993600000,2022-03-23 00:00:00,BTC/XCH,39792,40345,39792,40345,1496.25928045,0.03708661
1647907200000,2022-03-22 00:00:00,BTC/XCH,40500,40500,39412,39441,1485.08025561,0.03765321
1647820800000,2022-03-21 00:00:00,BTC/XCH,37818,39717,37380,37380,3767.9387634,0.10080093
1647734400000,2022-03-20 00:00:00,BTC/XCH,38055,39414,38041,39384,1631.8693447199998,0.04143483
1647648000000,2022-03-19 00:00:00,BTC/XCH,39250,39253,39234,39234,3311.2927107,0.08439855
1647561600000,2022-03-18 00:00:00,BTC/XCH,38676,38676,38676,38676,1496.25918552,0.03868702
1647475200000,2022-03-17 00:00:00,BTC/XCH,38837,39590,37543,37543,1430.91840716,0.03811412
1647388800000,2022-03-16 00:00:00,BTC/XCH,38075,39128,36714,38358,2062.17939762,0.05376139
1647302400000,2022-03-15 00:00:00,BTC/XCH,36676,38000,36482,36482,1830.93161932,0.05018726
1647216000000,2022-03-14 00:00:00,BTC/XCH,37181,37805,37181,37805,1496.2576315,0.0395783
1647129600000,2022-03-13 00:00:00,BTC/XCH,37182,37438,35796,37103,1510.9977842300002,0.04072441
1647043200000,2022-03-12 00:00:00,BTC/XCH,37200,37200,37182,37182,1514.2659519600002,0.04072578
1646956800000,2022-03-11 00:00:00,BTC/XCH,37000,37238,36966,37200,1730.841228,0.04652799
1646870400000,2022-03-10 00:00:00,BTC/XCH,38157,38157,36867,37069,1954.51788712,0.05272648
1646784000000,2022-03-09 00:00:00,BTC/XCH,35807,40500,35807,40500,1515.8016,0.0374272
1646697600000,2022-03-08 00:00:00,BTC/XCH,36417,36744,35226,35226,1460.4565741200001,0.04145962
1646611200000,2022-03-07 00:00:00,BTC/XCH,36500,37457,34498,35798,5942.97955342,0.16601429
1646524800000,2022-03-06 00:00:00,BTC/XCH,36500,36500,36500,36500,2176.962565,0.05964281
1646352000000,2022-03-04 00:00:00,BTC/XCH,38917,39313,38447,39030,8228.3455815,0.21082105
1646265600000,2022-03-03 00:00:00,BTC/XCH,40757,41094,40757,41094,1504.5068169,0.03661135
1646179200000,2022-03-02 00:00:00,BTC/XCH,40964,41270,40964,41270,1601.1340312,0.03879656
1646092800000,2022-03-01 00:00:00,BTC/XCH,40605,40706,39167,40569,1643.61855135,0.04051415
1646006400000,2022-02-28 00:00:00,BTC/XCH,35586,40812,34462,39022,9722.99311312,0.24916696
1645920000000,2022-02-27 00:00:00,BTC/XCH,36840,37685,34928,35920,8952.9676856,0.24924743
1645833600000,2022-02-26 00:00:00,BTC/XCH,36916,37710,36630,36763,2879.82078188,0.07833476
1645747200000,2022-02-25 00:00:00,BTC/XCH,36500,39263,36500,37186,2321.88900582,0.06243987
1645660800000,2022-02-24 00:00:00,BTC/XCH,31637,34900,31637,34900,84.486967,0.00242083
1645574400000,2022-02-23 00:00:00,BTC/XCH,36500,36500,34680,34680,1447.5636612,0.04174059
1645488000000,2022-02-22 00:00:00,BTC/XCH,34700,36000,34073,34073,2743.01824368,0.08050416
1645401600000,2022-02-21 00:00:00,BTC/XCH,37600,38772,34700,34700,1138.162082,0.03280006
1645315200000,2022-02-20 00:00:00,BTC/XCH,37589,37590,37589,37590,2628.8333442000003,0.06993438
1645228800000,2022-02-19 00:00:00,BTC/XCH,37733,39471,37308,37589,1117.80138394,0.02973746
1645142400000,2022-02-18 00:00:00,BTC/XCH,38010,38600,36783,37609,12781.70673494,0.33985766
1645056000000,2022-02-17 00:00:00,BTC/XCH,40163,41847,37177,38002,8522.0074031,0.22425155
1644969600000,2022-02-16 00:00:00,BTC/XCH,41485,41551,40163,40163,1498.99762455,0.03732285
1644883200000,2022-02-15 00:00:00,BTC/XCH,40326,41828,40326,41828,2252.8732294799997,0.05386041
1644796800000,2022-02-14 00:00:00,BTC/XCH,39568,40938,39180,39393,1694.62461906,0.04301842
1644710400000,2022-02-13 00:00:00,BTC/XCH,39701,40640,38556,39889,2991.7308445999997,0.0750014
1644624000000,2022-02-12 00:00:00,BTC/XCH,40012,41283,37489,39823,11161.11216577,0.28026799
1644537600000,2022-02-11 00:00:00,BTC/XCH,40700,40700,39028,39928,2128.11009432,0.053298689999999996
1644451200000,2022-02-10 00:00:00,BTC/XCH,41500,42183,41028,41254,3172.6405201600005,0.07690504000000001
1644364800000,2022-02-09 00:00:00,BTC/XCH,40700,40700,40700,40700,1496.252879,0.03676297
1644278400000,2022-02-08 00:00:00,BTC/XCH,41778,42100,39288,40273,1538.01580175,0.03818975
1644192000000,2022-02-07 00:00:00,BTC/XCH,40162,40808,40162,40808,1504.56361864,0.03686933
1644105600000,2022-02-06 00:00:00,BTC/XCH,39285,39921,37805,37805,1466.14179045,0.03878169
1644019200000,2022-02-05 00:00:00,BTC/XCH,38734,39140,37681,37719,1483.03224729,0.03931791
1643932800000,2022-02-04 00:00:00,BTC/XCH,35548,36771,35548,36771,1567.0200661499998,0.04261565
1643846400000,2022-02-03 00:00:00,BTC/XCH,35189,35400,34146,34616,3801.83997168,0.10982897999999999
1643760000000,2022-02-02 00:00:00,BTC/XCH,36000,36873,35098,35098,1578.28230126,0.04496787
1643673600000,2022-02-01 00:00:00,BTC/XCH,36287,36584,35938,36243,1520.89291611,0.04196377
1643587200000,2022-01-31 00:00:00,BTC/XCH,35700,36771,34004,36199,6576.90038265,0.18168735
1643500800000,2022-01-30 00:00:00,BTC/XCH,35751,35751,35700,35700,314.429178,0.008807539999999999
1643414400000,2022-01-29 00:00:00,BTC/XCH,35251,35750,35251,35750,1055.091895,0.02951306
1643328000000,2022-01-28 00:00:00,BTC/XCH,36500,37000,33305,34672,1520.95801088,0.04386704
1643241600000,2022-01-27 00:00:00,BTC/XCH,35000,40550,35000,40550,1762.1720235000003,0.043456770000000006
1643155200000,2022-01-26 00:00:00,BTC/XCH,33890,40000,33050,33409,1734.97580851,0.05193139
1643068800000,2022-01-25 00:00:00,BTC/XCH,34092,37445,32678,32869,43430.489430919995,1.32132068
1642982400000,2022-01-24 00:00:00,BTC/XCH,34000,34000,30943,30943,2269.266791,0.073337
1642896000000,2022-01-23 00:00:00,BTC/XCH,34000,35000,33657,33657,2460.3267,0.0731
1642809600000,2022-01-22 00:00:00,BTC/XCH,32400,32401,32400,32400,1514.8412640000001,0.04675436
1642723200000,2022-01-21 00:00:00,BTC/XCH,36994,38579,32351,32351,21650.292081,0.669231
1642636800000,2022-01-20 00:00:00,BTC/XCH,39044,39925,37929,37929,2844.98791425,0.07500825
1642550400000,2022-01-19 00:00:00,BTC/XCH,38716,39399,37526,38724,4580.40986676,0.11828349
1642464000000,2022-01-18 00:00:00,BTC/XCH,39313,39313,38503,38896,3596.9815024,0.0924769
1642377600000,2022-01-17 00:00:00,BTC/XCH,39713,40078,38707,39255,2292.7950486,0.05840772
1642291200000,2022-01-16 00:00:00,BTC/XCH,39021,40675,38062,39736,6347.753680479999,0.15974818
1642204800000,2022-01-15 00:00:00,BTC/XCH,39980,40639,39934,40035,1815.02796105,0.04533603
1642118400000,2022-01-14 00:00:00,BTC/XCH,39497,39497,39269,39269,1490.49966166,0.03795614
1642032000000,2022-01-13 00:00:00,BTC/XCH,40656,40656,40583,40583,1494.4685691700001,0.03682499
1641945600000,2022-01-12 00:00:00,BTC/XCH,40141,40141,40057,40057,1494.166157,0.037301
1641859200000,2022-01-11 00:00:00,BTC/XCH,39288,40141,39005,39765,2412.30356235,0.06066399
1641772800000,2022-01-10 00:00:00,BTC/XCH,39500,40278,37787,37787,1661.9742849,0.0439827
1641686400000,2022-01-09 00:00:00,BTC/XCH,39233,39233,38500,38500,1627.8146499999998,0.042280899999999996
1641600000000,2022-01-08 00:00:00,BTC/XCH,38943,40311,37544,38985,5948.1332562,0.15257492
1641513600000,2022-01-07 00:00:00,BTC/XCH,39108,40788,37741,38680,34888.075050399995,0.90196678
1641427200000,2022-01-06 00:00:00,BTC/XCH,40345,40733,38848,39770,7588.1720757,0.19080141
1641340800000,2022-01-05 00:00:00,BTC/XCH,43114,43451,39600,40414,1568.8201542200002,0.03881873
1641254400000,2022-01-04 00:00:00,BTC/XCH,41817,43383,41651,41651,1455.4117260199998,0.03494302
1641168000000,2022-01-03 00:00:00,BTC/XCH,43813,43813,43693,43693,1493.52679697,0.034182290000000004
1641081600000,2022-01-02 00:00:00,BTC/XCH,43760,43760,42524,42524,1458.2500176,0.0342924
1640908800000,2021-12-31 00:00:00,BTC/XCH,44530,44590,42492,42492,1525.42923132,0.03589921
1640822400000,2021-12-30 00:00:00,BTC/XCH,44530,44530,44530,44530,1496.2592094999998,0.033601149999999996
1640736000000,2021-12-29 00:00:00,BTC/XCH,44441,45315,43860,44715,2017.35165555,0.04511577
1640649600000,2021-12-28 00:00:00,BTC/XCH,46001,46500,44693,44693,1467.58180635,0.032836950000000004
1640563200000,2021-12-27 00:00:00,BTC/XCH,47402,48350,47402,48350,1496.2589235,0.03094641
1640476800000,2021-12-26 00:00:00,BTC/XCH,47019,48000,47019,47875,1689.3052812499998,0.03528575
1640390400000,2021-12-25 00:00:00,BTC/XCH,46089,46089,46089,46089,18.99235512,0.00041208
1640304000000,2021-12-24 00:00:00,BTC/XCH,47709,47709,46402,47561,1512.7094708700001,0.03180567
1640217600000,2021-12-23 00:00:00,BTC/XCH,45154,47908,45151,47908,1885.754696,0.039362
1640131200000,2021-12-22 00:00:00,BTC/XCH,44962,44962,44961,44961,32.982490379999994,0.00073358
1640044800000,2021-12-21 00:00:00,BTC/XCH,42561,42561,42561,42561,11.78173602,0.00027682
1639958400000,2021-12-20 00:00:00,BTC/XCH,45500,45500,42561,42561,2275.6868736300003,0.05346883
1639872000000,2021-12-19 00:00:00,BTC/XCH,44397,45500,44397,45500,1496.2584,0.0328848
1639785600000,2021-12-18 00:00:00,BTC/XCH,43501,44200,43501,44200,1591.86742,0.0360151
1639699200000,2021-12-17 00:00:00,BTC/XCH,43211,43211,43211,43211,28.086717890000003,0.00064999
1639612800000,2021-12-16 00:00:00,BTC/XCH,46000,46526,44519,46526,1715.82584036,0.03687886
1639526400000,2021-12-15 00:00:00,BTC/XCH,45244,45724,45244,45724,1504.3196,0.0329
1639440000000,2021-12-14 00:00:00,BTC/XCH,44000,44000,44000,44000,1496.2595999999999,0.0340059
1639353600000,2021-12-13 00:00:00,BTC/XCH,45351,46100,43348,43348,1868.09419744,0.04309528
1639267200000,2021-12-12 00:00:00,BTC/XCH,44557,46465,44492,46465,1852.0633037999999,0.03985932
1639180800000,2021-12-11 00:00:00,BTC/XCH,45113,45114,45113,45114,1488.7620000000002,0.033
1639094400000,2021-12-10 00:00:00,BTC/XCH,44984,45860,43799,43799,2199.8774813400005,0.050226660000000006
1639008000000,2021-12-09 00:00:00,BTC/XCH,46232,46465,46232,46465,1507.4802577500002,0.03244335
1638921600000,2021-12-08 00:00:00,BTC/XCH,46048,48241,45336,48241,5511.76001788,0.11425468
1638835200000,2021-12-07 00:00:00,BTC/XCH,47500,48533,46931,48533,57772.71787863,1.19038011
1638748800000,2021-12-06 00:00:00,BTC/XCH,45324,45970,45077,45913,1506.75125489,0.03281753
